('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9fa198ad-0dd4-4c9c-a7b3-1b382bf5cb20.png.296x216.jpg', '水漾毛坯大三房，南北通透户型，3开间朝南。', '恒基水漾花城  | 4室2厅 | 140平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2017年建塔楼  -  活力岛', '295万', '单价21072元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f55aeac5-0885-4243-a720-1ae83b888571.png.296x216.jpg', '晨曦馨苑 2室2厅 200万', '晨曦馨苑  | 2室2厅 | 96.95平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2008年建板楼  -  元和', '200万', '单价20630元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3d79f2a4-0206-4cad-9ba3-1f5273032df3.png.296x216.jpg', '香城花园三区，房东自住房，40万装修，中 央空调', '香城花园三区  | 3室2厅 | 127平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2008年建板楼  -  元和', '260万', '单价20473元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160904/555fd115-8113-4efa-8f7b-9795da6cbcca.jpg.296x216.jpg', '满五 送自库 有个租的车位 家具家电全留 业主诚心出售', '香城花园三区  | 5室2厅 | 96平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  元和', '235万', '单价24480元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4f33a040-a423-464b-bc3e-afa1ce5a8fb6.png.296x216.jpg', '香城花园一区 3室2厅 246万', '香城花园一区  | 3室2厅 | 135.49平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2012年建板楼  -  元和', '246万', '单价18157元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bf478463-c480-4e3d-b1a6-ce6532d51630.png.296x216.jpg', '万泾花园 高层电梯房 刚拿房全新毛坯', '万泾花园  | 2室1厅 | 83平米 | 南 | 其他', '高楼层(共28层)暂无数据  -  元和', '153万', '单价18434元/平米')
('https://image1.ljcdn.com/320500-inspection/ec15e28b-ef43-4547-88d6-28f6b2d9be15.jpg.296x216.jpg', '繁花广场 40年公寓 经济实惠 位置优越 配套齐全', '繁花中心  | 2室1厅 | 56平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2014年建板楼  -  活力岛', '70万', '单价12500元/平米')
('https://image1.ljcdn.com/320500-inspection/8446979e-1fa6-4e1a-976f-0f56ada182b8.jpg.296x216.jpg', '天鹅湖庄园 5室2厅 1200万', '天鹅湖庄园   | 独栋别墅 | 5室2厅 | 330平米 | 南 | 精装 | 无电梯', '3层2011年建板楼  -  元和', '1200万', '单价36364元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ef848b06-6ab1-4dc0-91a4-64fa33450bd8.png.296x216.jpg', '永嘉花园 3室2厅 245万', '永嘉花园  | 3室2厅 | 133.4平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  黄桥', '245万', '单价18366元/平米')
('https://image1.ljcdn.com/320500-inspection/test-dfe516a0-f4d2-46e9-9e1f-063baf315082.png.296x216.jpg', '精装朝南公寓，看房方便，拎包入住，地铁口方便上下班', '永金商业广场  | 2室1厅 | 53平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2015年建板塔结合  -  元和', '86万', '单价16227元/平米')
('https://image1.ljcdn.com/320500-inspection/test-36cf0694-61a8-4f17-8d95-1a39a59e9c32.png.296x216.jpg', '新出房源 玉成家园  业主诚心 价格可谈', '玉成家园二期  | 3室2厅 | 134平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2009年建板楼  -  活力岛', '208万', '单价15523元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160613/ada9594f-eaca-4c3e-bcab-b89c9b74a962.jpg.296x216.jpg', '南北正通，两房朝南，一房朝北，朝南的一房带阳台', '御苑家园B、C区  | 3室2厅 | 142平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  活力岛', '225万', '单价15846元/平米')
('https://image1.ljcdn.com/320500-inspection/test-105e1b85-293a-406c-b559-6d0107d62c54.png.296x216.jpg', '花好月圆  精装三房 带地暖 采光无影响', '花好月圆  | 3室2厅 | 146.13平米 | 南 北 | 精装 | 有电梯', '低楼层(共33层)2012年建板楼  -  元和', '255万', '单价17451元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160611/9f54300e-44c2-475f-bf24-f9ecd6550ca3.jpg.296x216.jpg', '南亚花园3房，居家装修，看房方便', '南亚花园  | 3室2厅 | 136.6平米 | 南 | 精装 | 有电梯', '低楼层(共7层)2005年建板楼  -  元和', '220万', '单价16106元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0851202b-1db1-4f74-a1b8-2a66cee95187.png.296x216.jpg', '小型复式公寓，两房通透，采光充足。', '新尚商业广场  | 2室1厅 | 48平米 | 南 北 | 其他 | 有电梯', '高楼层(共16层)2009年建板楼  -  元和', '52万', '单价10834元/平米')
('https://image1.ljcdn.com/320500-inspection/test-82c390f4-4592-4105-a6f6-a1aee1dad34d.png.296x216.jpg', '精装修，品牌家电，复试两房公寓，', '恒基花漾LOFT  | 2室1厅 | 48平米 | 北 | 精装 | 有电梯', '低楼层(共20层)2017年建板楼  -  活力岛', '72万', '单价15000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c86f564a-9988-4990-8440-c01795d109ba.png.296x216.jpg', '庆元家园 3室2厅 190万', '庆元家园  | 3室2厅 | 140平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  元和', '190万', '单价13572元/平米')
('https://image1.ljcdn.com/320500-inspection/test-57f473b0-3949-4119-ab9f-cf68c466acfd.png.296x216.jpg', '欧风丽苑 2室2厅 173万', '欧风丽苑  | 2室2厅 | 86平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2012年建塔楼  -  元和', '173万', '单价20117元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160901/e2cbe211-2523-4134-b97b-223dc7084032.jpg.296x216.jpg', '晨曦怡庭 3室2厅 286万', '晨曦怡庭  | 3室2厅 | 139.2平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2015年建板楼  -  元和', '286万', '单价20546元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170517/5d972b2f-9704-4b85-a276-b0ad904a9235.jpg.296x216.jpg', '元和之春顶楼复式，精装修，户型方正，南北通透', '元和之春  | 4室3厅 | 193.8平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  元和', '350万', '单价18060元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5bbef65c-8b66-4f8e-ac22-156e93644f2a.png.296x216.jpg', '欧风丽苑 简装两室电梯房 拎包入住 交通便利', '欧风丽苑  | 2室2厅 | 100平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2012年建塔楼  -  元和', '207万', '单价20700元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8e98a580-a592-4e79-a54a-6e508656fdfb.png.296x216.jpg', '合景峰汇十期 全新毛坯 复式公寓', '合景峰汇十期  | 2室1厅 | 46.5平米 | 北 | 毛坯 | 有电梯', '高楼层(共19层)2013年建板楼  -  活力岛', '48万', '单价10323元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e398f46b-ba12-4d3d-974c-db2eb5350e8f.png.280x210.jpg', '星云汇生活广场 2室2厅 65万', '星云汇生活广场  | 2室2厅 | 48平米 | 北 | 其他 | 有电梯', '高楼层(共8层)2016年建板楼  -  元和', '65万', '单价13542元/平米')
('https://image1.ljcdn.com/320500-inspection/test-55f32600-657d-42dc-bcb4-6e7996f28bb3.png.296x216.jpg', '香城花园一区精装小两房诚意出售，带30平院子，两自库', '香城花园一区  | 2室2厅 | 78.04平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2012年建板楼  -  元和', '175万', '单价22425元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b1a68f13-a60f-46c7-82e5-d142ca95e9c7.png.296x216.jpg', '锦绣江南，精装修2房，户型好，南北通透，采光好', '锦绣江南  | 2室2厅 | 91.17平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  元和', '185万', '单价20292元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fce27d34-09ed-4942-97f9-37e1b255cf89.png.296x216.jpg', '嘉元花园北区 3室2厅 210万', '嘉元花园北区  | 3室2厅 | 114平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  元和', '210万', '单价18422元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f1ff3b0d-c539-4940-a608-063e3cc527f1.png.296x216.jpg', '海亮香榭里 4室2厅 290万', '海亮香榭里  | 4室2厅 | 118平米 | 南 北 | 简装 | 有电梯', '高楼层(共27层)2015年建板楼  -  元和', '290万', '单价24577元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170815/50bc1df2-e15e-4a4c-bb1b-7c56e07601e5.jpg.296x216.jpg', '万家邻里中心 2室2厅 52万', '万家邻里中心  | 2室2厅 | 35.7平米 | 暂无数据 | 其他 | 有电梯', '高楼层(共10层)2014年建板楼  -  活力岛', '52万', '单价14566元/平米')
('https://image1.ljcdn.com/320500-inspection/test-da43d96c-2f06-4131-9a42-8940cc94c598.png.296x216.jpg', '花好月圆 欧式建筑风格 111平 全新装修大两房', '花好月圆  | 2室2厅 | 110平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2012年建板楼  -  元和', '220万', '单价20000元/平米')
('', '天湖之春 白荡湖旁，安静舒适，车位充足', '天湖之春  | 2室2厅 | 97.7平米 | 南 北 | 简装 | 无电梯', '低楼层(共4层)2000年建板楼  -  元和', '183万', '单价18731元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4f926d41-d4b1-4e7d-b418-6c4c802aff6a.png.296x216.jpg', '欧风丽苑精装两房南北双阳台电梯房中高楼层', '欧风丽苑  | 2室2厅 | 96.25平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2012年建塔楼  -  元和', '188万', '单价19533元/平米')
('https://image1.ljcdn.com/320500-inspection/test-aadf04fc-592c-4b82-ac82-1846c1604711.png.296x216.jpg', '泰元家园，毛坯大三房，户型正，三房两厅两卫', '泰元家园  | 3室2厅 | 136平米 | 南 | 毛坯 | 无电梯', '中楼层(共5层)2005年建板楼  -  元和', '170万', '单价12500元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2624393e-ce9a-4f9b-8299-b6c17bec6709.png.296x216.jpg', '花好月圆，精装修三房，中间楼层，观景房，诚心出售', '花好月圆  | 3室2厅 | 131平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  元和', '266万', '单价20306元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2c8ad9d5-428a-44aa-a9de-e2b560f06ba1.png.296x216.jpg', '融侨毛坯3房，后排位置，采光视野好，诚意出售', '金辉融侨城  | 3室2厅 | 99平米 | 南 | 毛坯 | 有电梯', '高楼层(共24层)2014年建板楼  -  活力岛', '225万', '单价22728元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161203/b6e449b0-cf31-4c04-9da3-3dc19ca989da.jpg.296x216.jpg', '荣盛阳光名邸 精装高层 电梯房拎包入住', '荣盛阳光名邸  | 4室2厅 | 181平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2005年建板楼  -  元和', '320万', '单价17680元/平米')
('https://image1.ljcdn.com/320500-inspection/test-67879921-2539-4a5f-9f5f-1ae8300b62c3.png.296x216.jpg', '凯翔国际广场公寓 2室2厅 168万', '凯翔国际广场公寓  | 2室2厅 | 116.75平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2009年建板楼  -  元和', '168万', '单价14390元/平米')
('', '花好月圆 3室2厅 288万', '花好月圆  | 3室2厅 | 136平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  元和', '288万', '单价21177元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3744259f-ab01-44c7-9816-9e210a9fd4cc.png.296x216.jpg', '香城花园一区 2室2厅 190万', '香城花园一区  | 2室2厅 | 97.4平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2007年建板楼  -  元和', '190万', '单价19508元/平米')
('https://image1.ljcdn.com/320500-inspection/test-670e11c8-179d-4073-a135-1091c3017398.png.296x216.jpg', '星湖花海 3室1厅 188万', '星湖花海  | 3室1厅 | 92平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2015年建板楼  -  元和', '188万', '单价20435元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e1dd5a01-ad68-4d42-9ecb-ef7e31f986f1.png.296x216.jpg', '誉相庭 3室2厅 252万', '誉相庭  | 3室2厅 | 100平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2016年建板楼  -  元和', '252万', '单价25200元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170117/a8eece81-a8b7-45c5-acf4-e6a349be4388.jpg.296x216.jpg', '华辰嘉园南区 2室2厅 170万', '华辰嘉园南区  | 2室2厅 | 80平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2009年建板楼  -  活力岛', '170万', '单价21250元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170830/98efff05-e0f6-4adc-bffc-a3cec769710d.jpg.296x216.jpg', '恒基水漾花城 2室2厅 179万', '恒基水漾花城  | 2室2厅 | 84.34平米 | 暂无数据 | 其他 | 有电梯', '低楼层(共30层)2017年建塔楼  -  活力岛', '179万', '单价21224元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4aa02e1f-1fe2-4b93-a198-1d2e9e3a79e1.png.296x216.jpg', '天亚水景城2房，94平，满两年，174万', '天亚水景城  | 2室2厅 | 94.94平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2009年建板楼  -  元和', '175万', '单价18433元/平米')
('', '春天璟墅 3室2厅 180万', '春天璟墅  | 3室2厅 | 87平米 | 南 | 精装 | 有电梯', '中楼层(共9层)2015年建塔楼  -  太平', '180万', '单价20690元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9adec9e1-fcc4-4664-9b25-8308037146ac.png.296x216.jpg', '欧风丽苑 2室2厅 130万', '欧风丽苑  | 2室2厅 | 59.67平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2012年建塔楼  -  元和', '130万', '单价21787元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2e6a9434-92c1-4005-b786-7cb7b402378c.png.296x216.jpg', '通透三房，看房方便，采光无影响', '康桥丽都  | 3室2厅 | 122.64平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2011年建板楼  -  元和', '260万', '单价21201元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e5cb505d-42c5-4d4b-9928-79846aad3cb5.png.296x216.jpg', '星云汇生活广场 2室2厅 62万', '星云汇生活广场  | 2室2厅 | 48平米 | 北 | 精装 | 有电梯', '低楼层(共16层)2016年建板楼  -  元和', '62万', '单价12917元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161225/5dfbb84e-ecef-4bcf-a9c5-024bfd58a79e.jpg.296x216.jpg', '南山檀郡  三室两厅   诚意出售  275万', '南山檀郡  | 3室2厅 | 122.58平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2012年建板楼  -  元和', '275万', '单价22435元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171207/9d492f1c-cb31-4583-a599-b70c35d6cd32.jpg.296x216.jpg', '海亮香榭时光 1室1厅 54万', '海亮香榭时光  | 1室1厅 | 49平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共6层)2016年建板楼  -  元和', '54万', '单价11021元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170901/32235217-fb40-446e-81f1-01e5a893c3ae.jpg.296x216.jpg', '精装大平公寓，单价便宜，繁华中*心商场便宜卖啦', '繁花中心  | 1室1厅 | 70.11平米 | 西南 | 精装 | 有电梯', '中楼层(共15层)2014年建塔楼  -  活力岛', '80万', '单价11411元/平米')
('https://image1.ljcdn.com/320500-inspection/test-290af77a-0d98-41bb-9a1b-8164333bcf89.png.296x216.jpg', '香城花园一区 2室2厅 195万', '香城花园一区  | 2室2厅 | 98.91平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  元和', '195万', '单价19715元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f917264c-56a9-43e4-a11a-a932098b87bc.png.280x210.jpg', '到园区市区便捷，精装修大两房，户型正气，业主诚心卖', '恒基水漾花城  | 3室2厅 | 127.7平米 | 西南 | 简装 | 有电梯', '低楼层(共15层)2012年建塔楼  -  活力岛', '306万', '单价23963元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d3dd01da-d9d3-496d-b51e-d0d234afe025.png.296x216.jpg', '精装大三房，顶带阁，南北通透，采光无影响', '锦绣江南  | 3室2厅 | 189.22平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2005年建板楼  -  元和', '296万', '单价15644元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b04b71f4-9c39-4510-8a0d-893a1ac833e5.png.296x216.jpg', '金辉融侨城 3室2厅 235万', '金辉融侨城  | 3室2厅 | 97平米 | 南 | 毛坯 | 有电梯', '中楼层(共24层)2015年建板楼  -  活力岛', '235万', '单价24227元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f7189d45-8fad-4968-8e23-6e72d20ea63b.png.296x216.jpg', '精装大三房，看房有钥匙，单价低，配套齐全', '康锦苑  | 3室2厅 | 140平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2008年建板楼  -  元和', '225万', '单价16072元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3905a3ed-f673-4e3d-98be-ff5d597d8a05.png.280x210.jpg', '康锦苑 2室2厅 178万', '康锦苑  | 2室2厅 | 110平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  元和', '178万', '单价16182元/平米')
('https://image1.ljcdn.com/320500-inspection/test-364e5e77-5734-4c9c-8ab4-072cf3797888.png.296x216.jpg', '康桥溪岸花园，顶带阁，简装。。', '康桥溪岸花园  | 4室2厅 | 81平米 | 南 | 简装 | 有电梯', '高楼层(共33层)2013年建塔楼  -  活力岛', '204万', '单价25186元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160714/6e464fc1-5901-49a7-bcda-4e5358ff03ca.jpg.296x216.jpg', '纯毛胚   121平  327万  品质洋房', '金御华府  | 3室2厅 | 121平米 | 南 | 毛坯 | 有电梯', '高楼层(共6层)2015年建塔楼  -  活力岛', '327万', '单价27025元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/33f21afd-baa2-4417-be36-7d9eccc43b42.png.280x210.jpg', '康锦苑 3室2厅 252万', '康锦苑  | 3室2厅 | 148平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2008年建板楼  -  元和', '252万', '单价17028元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fdbd101a-da74-4a20-b459-ca6f19ab8070.png.296x216.jpg', '次新小区，装修保养好，业主置换诚心出售，看房随时。', '万科北宸之光  | 3室2厅 | 96平米 | 南 | 其他 | 有电梯', '高楼层(共35层)2017年建板塔结合  -  活力岛', '218万', '单价22709元/平米')
