('https://image1.ljcdn.com/440600-inspection/test-4dad8e1a-6bfb-4c18-9472-ded3a55f49df.png.296x216.jpg', '依云天汇 3室2厅 265万', '依云天汇  | 3室2厅 | 102.12平米 | 南 | 其他', '低楼层(共45层)2011年建塔楼  -  千灯湖', '265万', '单价25950元/平米')
('https://image1.ljcdn.com/440600-inspection/59b5975a-48f5-4705-b4f5-b1bb814aca65.jpg.296x216.jpg', '万科金域中央 2室2厅 99万', '万科金域中央  | 2室2厅 | 68平米 | 南 | 其他', '中楼层(共24层)2017年建塔楼  -  平洲', '99万', '单价14559元/平米')
('https://image1.ljcdn.com/440600-inspection/f68c0c6c-5eef-45f8-83b8-a0aedf73458b.jpg.296x216.jpg', '祈福南湾半岛 环境好', '祈福南湾半岛   | 独栋别墅 | 4室2厅 | 225平米 | 东 西 | 其他', '1层2011年建塔楼  -  丹灶', '700万', '单价31112元/平米')
('https://image1.ljcdn.com/440600-inspection/c02404dd-eee5-40b1-8b4d-93a61b6c555d.jpg.296x216.jpg', '保利西雅图 3室2厅 255万', '保利西雅图  | 3室2厅 | 96平米 | 南 | 其他', '中楼层(共33层)2016年建塔楼  -  平洲', '255万', '单价26563元/平米')
('', '康怡丽苑 4房2厅 320万元', '康怡丽苑二期  | 4室2厅 | 157平米 | 南 | 精装', '低楼层(共22层)2006年建塔楼  -  平洲', '320万', '单价20383元/平米')
('https://image1.ljcdn.com/440600-inspection/6849f06d-0ac2-4422-b25c-fa1c94e88fcc.jpg.296x216.jpg', '海伦堡海汇广场 电梯带花园公寓', '海伦堡海汇广场  | 1室1厅 | 53.87平米 | 南 | 其他', '低楼层(共26层)2017年建塔楼  -  平洲', '90万', '单价16707元/平米')
('https://image1.ljcdn.com/440600-inspection/c4ab5d71-8da4-4fc9-bc1e-c0c723333b7f.JPG.296x216.jpg', '桂丹颐景园 1室1厅 50万', '桂丹颐景园  | 1室1厅 | 39.01平米 | 南 | 其他', '中楼层(共33层)2016年建塔楼  -  丹灶', '50万', '单价12818元/平米')
('https://image1.ljcdn.com/440600-inspection/9ca13600-4911-4d8f-9502-cde0aed4dc3a.jpg.296x216.jpg', '富丰新城 3室2厅 215万', '富丰新城  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共32层)2012年建塔楼  -  平洲', '215万', '单价24158元/平米')
('https://image1.ljcdn.com/440600-inspection/8aaf2412-e813-4448-a9c3-a51360771f26.JPG.296x216.jpg', '珍丰广场 3室2厅 98万', '珍丰广场  | 3室2厅 | 89.5平米 | 南 | 其他', '高楼层(共9层)塔楼  -  丹灶', '98万', '单价10950元/平米')
('https://image1.ljcdn.com/440600-inspection/3ccae560-9be5-4bb7-97d7-2f9e8c7e17d9.JPG.296x216.jpg', '佛山恒大城 3室2厅 158万', '佛山恒大城  | 3室2厅 | 90平米 | 南 | 其他', '高楼层(共22层)2017年建塔楼  -  狮山', '158万', '单价17556元/平米')
('https://image1.ljcdn.com/440600-inspection/d212ccb9-28ca-450d-ab59-898026d1974d.jpg.296x216.jpg', '沙面新城 实用两房 间隔方正', '沙面新城  | 2室2厅 | 79平米 | 东 | 其他', '高楼层(共8层)2003年建塔楼  -  黄岐', '138万', '单价17469元/平米')
('https://image1.ljcdn.com/440600-inspection/bda1c11d-683c-40a3-859f-c490142b78db.jpg.296x216.jpg', '中海锦城国际花园 3室2厅 300万', '中海锦城国际花园  | 3室2厅 | 125平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  千灯湖', '300万', '单价24000元/平米')
('https://image1.ljcdn.com/440600-inspection/d1ed051f-a54d-498b-bb81-457a5b2a6d0d.jpg.296x216.jpg', '时代名轩北区 1室1厅 88万', '时代名轩北区  | 1室1厅 | 45平米 | 南 | 其他', '中楼层(共17层)2007年建塔楼  -  叠窖', '88万', '单价19556元/平米')
('https://image1.ljcdn.com/440600-inspection/e1656f71-a08b-4aad-a2b2-38373cd77761.jpg.296x216.jpg', '佳兆业滨江一号（佳兆业水岸新都花园） 3房2厅 360万元', '佳兆业滨江一号  | 3室2厅 | 131平米 | 东南 | 毛坯', '高楼层(共35层)2016年建塔楼  -  千灯湖', '365万', '单价27863元/平米')
('https://image1.ljcdn.com/440600-inspection/8b9278e8-c953-43cd-b9f2-72e0968ad0a6.JPG.296x216.jpg', '碧水湾 3室2厅 239.8万', '碧水湾  | 3室2厅 | 129.65平米 | 南 北 | 其他', '高楼层(共11层)2007年建塔楼  -  黄岐', '239.8万', '单价18496元/平米')
('', '华侨花园 配套成熟 成熟小区 交通便利', '华侨花园  | 3室1厅 | 83.5平米 | 南 | 其他', '低楼层(共9层)2006年建塔楼  -  黄岐', '120万', '单价14372元/平米')
('https://image1.ljcdn.com/440600-inspection/c055bdd4-68d2-48c5-a61e-34a2d8f32b21.jpg.296x216.jpg', '星汇云锦 交通便利 电梯公寓', '越秀星汇云锦  | 1室0厅 | 52平米 | 南 | 其他', '高楼层(共46层)2016年建塔楼  -  天佑', '125万', '单价24039元/平米')
('https://image1.ljcdn.com/440600-inspection/88293516-a66a-4dfc-9588-e82fd266122e.jpg.296x216.jpg', '万达广场 1室1厅 70万', '万达广场  | 1室1厅 | 50平米 | 西南 | 其他', '中楼层(共35层)2012年建塔楼  -  千灯湖', '70万', '单价14000元/平米')
('https://image1.ljcdn.com/440600-inspection/223a406a-e196-4d77-ab56-00b5a84cae20.jpg.296x216.jpg', '地铁金融城 3室2厅 395万', '地铁金融城  | 3室2厅 | 123平米 | 南 北 | 精装', '高楼层(共40层)2013年建塔楼  -  千灯湖', '395万', '单价32114元/平米')
('https://image1.ljcdn.com/440600-inspection/57d44cce-1a65-4b3e-b17b-12a7b8892e13.jpg.296x216.jpg', '中海锦城国际花园 3室2厅 305万', '中海锦城国际花园  | 3室2厅 | 126平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  千灯湖', '305万', '单价24207元/平米')
('https://image1.ljcdn.com/440600-inspection/01369bb0-5bb6-4982-a2de-b3cedcf20d13.jpg.296x216.jpg', '中海锦城国际花园 3室2厅 213万', '中海锦城国际花园  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  千灯湖', '213万', '单价23933元/平米')
('https://image1.ljcdn.com/440600-inspection/7aaf22cc-41d5-4d16-91d3-6ffb5292eb0f.jpg.296x216.jpg', '花苑广场 实用三房', '花苑广场  | 3室2厅 | 71.79平米 | 南 | 简装', '高楼层(共8层)2000年建塔楼  -  桂城东（城市广场）', '120万', '单价16716元/平米')
('https://image1.ljcdn.com/440600-inspection/0a3c9f66-269e-491a-aa47-6ea3e544eb87.jpg.296x216.jpg', '珠江半岛花园 2室2厅 125万', '珠江半岛花园  | 2室2厅 | 68平米 | 南 | 其他', '中楼层(共8层)2000年建塔楼  -  黄岐', '125万', '单价18383元/平米')
('https://image1.ljcdn.com/440600-inspection/e8017406-630a-4264-981d-2ffef6c40164.jpg.296x216.jpg', '海伦堡海汇广场 1室1厅 75万', '海伦堡海汇广场  | 1室1厅 | 54平米 | 南 | 其他', '中楼层(共26层)2017年建塔楼  -  平洲', '75万', '单价13889元/平米')
('https://image1.ljcdn.com/440600-inspection/602db2a7-d680-4a5c-a6f7-c89f7c2179fe.jpg.296x216.jpg', '怡丰新村 实用三房', '怡丰新村  | 3室1厅 | 78平米 | 南 | 其他', '中楼层(共8层)2001年建塔楼  -  黄岐', '125万', '单价16026元/平米')
('https://image1.ljcdn.com/440600-inspection/b6ab081a-cabc-4c7a-b06c-f195f453cba0.jpg.296x216.jpg', '珠江半岛花园 2室1厅 106万', '珠江半岛花园  | 2室1厅 | 66平米 | 南 | 其他', '低楼层(共8层)2000年建塔楼  -  黄岐', '106万', '单价16061元/平米')
('https://image1.ljcdn.com/440600-inspection/b4a4671f-4dc9-4ca1-b744-7e601b93ac29.jpg.296x216.jpg', '越秀星汇云锦 1室1厅 98万', '越秀星汇云锦  | 1室1厅 | 38.18平米 | 南 | 其他', '低楼层(共50层)2016年建塔楼  -  天佑', '98万', '单价25668元/平米')
('https://image1.ljcdn.com/440600-inspection/cb43c004-a07d-42f2-abbb-fb064718dc9a.jpg.296x216.jpg', '碧海湾 电梯三房', '碧海湾  | 3室2厅 | 161平米 | 南 北 | 其他', '低楼层(共17层)2002年建塔楼  -  平洲', '289.8万', '单价18000元/平米')
('https://image1.ljcdn.com/440600-inspection/9ecde1ba-a9a3-4dab-971f-ef82152c2f5d.jpg.296x216.jpg', '风度国际名苑 1室1厅 85万', '风度国际名苑  | 1室1厅 | 40平米 | 南 | 其他', '高楼层(共16层)2010年建塔楼  -  黄岐', '85万', '单价21250元/平米')
('https://image1.ljcdn.com/440600-inspection/fcae5638-7d02-4682-9710-60697b3de5b3.JPG.296x216.jpg', '时代倾城 3室2厅 235万', '时代倾城  | 3室2厅 | 128平米 | 南 | 其他', '低楼层(共15层)2016年建塔楼  -  罗村', '235万', '单价18360元/平米')
('', '雅瑶绿洲 2室2厅 150万', '雅瑶绿洲  | 2室2厅 | 90.2平米 | 南 北 | 其他', '低楼层(共12层)2012年建塔楼  -  里水', '150万', '单价16630元/平米')
('https://image1.ljcdn.com/440600-inspection/77160b6c-5504-4c5c-9e32-cde67deb3290.jpg.296x216.jpg', '中海万锦熙岸 3室2厅 200万', '中海万锦熙岸  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共39层)塔楼  -  平洲', '200万', '单价22472元/平米')
('https://image1.ljcdn.com/440600-inspection/7f5953ca-3c9b-4e4f-9ecd-43e009288fff.JPG.296x216.jpg', '祈福南湾半岛 3室2厅 130万', '祈福南湾半岛  | 3室2厅 | 120.51平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  丹灶', '130万', '单价10788元/平米')
('https://image1.ljcdn.com/440600-inspection/767e1264-393b-452a-84d0-80fc937e39f1.jpg.296x216.jpg', '名雅花园 格局方正', '黄岐名雅花园  | 1室1厅 | 34.39平米 | 南 | 简装', '中楼层(共8层)2000年建塔楼  -  黄岐', '46万', '单价13376元/平米')
('https://image1.ljcdn.com/440600-inspection/d8c7df55-c43a-44b8-a93f-3d8b149c2d21.jpg.296x216.jpg', '南海颐景园 2室2厅 230万', '南海颐景园  | 2室2厅 | 106平米 | 南 | 其他', '低楼层(共21层)2007年建塔楼  -  桂城东（城市广场）', '230万', '单价21699元/平米')
('https://image1.ljcdn.com/440600-inspection/f419d3f0-10c1-4658-a0cb-b7f98599c8ef.jpg.296x216.jpg', '海伦堡海汇广场 1室1厅 75万', '海伦堡海汇广场  | 1室1厅 | 55平米 | 南 | 其他', '中楼层(共26层)2017年建塔楼  -  平洲', '75万', '单价13637元/平米')
('https://image1.ljcdn.com/440600-inspection/15ba9f28-7e6e-4eaf-9501-72a7fa357445.JPG.296x216.jpg', '桂丹颐景园 大型小区', '桂丹颐景园  | 3室2厅 | 137平米 | 南 北 | 毛坯', '中楼层(共33层)2016年建塔楼  -  丹灶', '180万', '单价13139元/平米')
('https://image1.ljcdn.com/440600-inspection/6a30409c-05e2-40ed-981d-9dca22ddbeb5.JPG.296x216.jpg', '罗村风度花园 3室2厅 202.72万', '罗村风度花园  | 3室2厅 | 112.62平米 | 东 | 其他', '低楼层(共14层)2014年建塔楼  -  罗村', '202.8万', '单价18001元/平米')
('https://image1.ljcdn.com/440600-inspection/fa0eedbb-781e-42b5-854a-504aec483d8b.JPG.296x216.jpg', '时代倾城 1室1厅 60万', '时代倾城  | 1室1厅 | 32平米 | 北 | 其他', '中楼层(共7层)2016年建塔楼  -  罗村', '60万', '单价18750元/平米')
('https://image1.ljcdn.com/440600-inspection/367c2050-0c37-4d0f-b2c8-68be7d2966c9.JPG.296x216.jpg', '时代倾城 电梯公寓', '时代倾城  | 1室1厅 | 38平米 | 南 | 精装', '低楼层(共19层)2016年建塔楼  -  罗村', '60万', '单价15790元/平米')
('https://image1.ljcdn.com/440600-inspection/254734c9-9896-468f-853e-ea1183b27e07.JPG.296x216.jpg', '翠湖绿洲花园 1室1厅 72万', '翠湖绿洲花园  | 1室1厅 | 56平米 | 南 | 其他', '中楼层(共13层)2010年建塔楼  -  罗村', '72万', '单价12858元/平米')
('https://image1.ljcdn.com/440600-inspection/6285baaa-04b5-4b95-b84b-8895328749d6.JPG.296x216.jpg', '恒大御景 3室2厅 140万', '恒大御景  | 3室2厅 | 87平米 | 南 | 其他', '高楼层(共32层)2018年建塔楼  -  狮山', '140万', '单价16092元/平米')
('', '保利中央公馆 3室2厅 198万', '保利中央公馆  | 3室2厅 | 91.25平米 | 北 | 其他', '高楼层(共33层)2015年建塔楼  -  大沥', '198万', '单价21699元/平米')
('https://image1.ljcdn.com/440600-inspection/67d04a47-8d89-412c-8f13-07a2fe9e70a7.jpg.296x216.jpg', '中海万锦熙岸 3室2厅 198万', '中海万锦熙岸  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共39层)塔楼  -  平洲', '198万', '单价22248元/平米')
('https://image1.ljcdn.com/440600-inspection/7424a67c-acb0-4874-9f7e-e7836bd1df4e.jpg.296x216.jpg', '万科金色城市 3室2厅 235万', '万科金色城市  | 3室2厅 | 88平米 | 北 | 其他', '中楼层(共35层)2018年建塔楼  -  桂城北（南海广场）', '235万', '单价26705元/平米')
('https://image1.ljcdn.com/440600-inspection/f5dec3a1-b297-48dc-a200-f7f5c89c66c4.jpg.296x216.jpg', '越秀星汇云锦 实用1房 新装修', '越秀星汇云锦  | 1室1厅 | 46.76平米 | 北 | 其他', '低楼层(共46层)2016年建塔楼  -  天佑', '131万', '单价28001元/平米')
('https://image1.ljcdn.com/440600-inspection/f5f21319-76a0-46f9-8d5c-33b01d8c39f3.jpg.296x216.jpg', '长信御景峰 3室2厅 216万', '长信御景峰  | 3室2厅 | 91.17平米 | 南 | 其他', '高楼层(共28层)2016年建塔楼  -  黄岐', '216万', '单价23693元/平米')
('https://image1.ljcdn.com/440600-inspection/4164ffdd-6b1c-44b7-80f1-e3dbb5c3f11f.jpg.296x216.jpg', '海伦堡海汇广场 1室1厅 56万', '海伦堡海汇广场  | 1室1厅 | 44平米 | 北 | 其他', '中楼层(共21层)塔楼  -  平洲', '56万', '单价12728元/平米')
('https://image1.ljcdn.com/440600-inspection/efc50454-55a1-4f6f-912f-eddd23856973.jpg.296x216.jpg', '万科金域 三房二厅 带主套 户型方正', '万科金域中央  | 3室2厅 | 87.97平米 | 南 | 其他', '中楼层(共33层)2017年建塔楼  -  平洲', '230万', '单价26146元/平米')
('https://image1.ljcdn.com/440600-inspection/ef1a37ca-b317-42e2-afca-95319ca52b6d.JPG.296x216.jpg', '中南海晖园 3室2厅 257.5万', '中南海晖园  | 3室2厅 | 103平米 | 南 | 其他', '中楼层(共11层)2005年建塔楼  -  黄岐', '257.5万', '单价25000元/平米')
('https://image1.ljcdn.com/440600-inspection/a2394201-0e4d-4a21-9328-7dcb5c96e590.jpg.296x216.jpg', '万达广场 1室0厅 99万', '万达广场  | 1室0厅 | 77平米 | 东 | 其他', '低楼层(共30层)2012年建塔楼  -  千灯湖', '99万', '单价12858元/平米')
('https://image1.ljcdn.com/440600-inspection/012318d9-16b5-43b3-b908-4cff9f2ade00.jpg.296x216.jpg', '万科金色领域  交通便利', '万科金色领域  | 1室1厅 | 46平米 | 南 | 其他', '中楼层(共40层)2016年建塔楼  -  佛平路', '75万', '单价16305元/平米')
('https://image1.ljcdn.com/440600-inspection/bb6a9b34-6ac7-48db-a7ad-eb47d1b6ba9a.JPG.296x216.jpg', '中恒海晖城 1室1厅 73万', '中恒海晖城  | 1室1厅 | 49平米 | 北 | 其他', '低楼层(共18层)2018年建塔楼  -  狮山', '73万', '单价14898元/平米')
('https://image1.ljcdn.com/440600-inspection/735e93ee-7e8d-407f-8d05-6a645ef56132.JPG.296x216.jpg', '中南花园华栎居 3室1厅 200万', '中南花园华栎居  | 3室1厅 | 87平米 | 南 北 | 其他', '中楼层(共8层)2002年建塔楼  -  黄岐', '200万', '单价22989元/平米')
('', '北湖丽都 3室2厅 170万', '北湖丽都  | 3室2厅 | 89.99平米 | 北 | 其他', '低楼层(共13层)2014年建塔楼  -  罗村', '170万', '单价18891元/平米')
('https://image1.ljcdn.com/440600-inspection/ebef2fff-c327-4995-aaaf-a16ef1af0e6d.JPG.296x216.jpg', '奥园冠军城 3室2厅 216万', '奥园冠军城  | 3室2厅 | 108平米 | 南 | 其他', '中楼层(共32层)2015年建塔楼  -  狮山', '216万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/70cfa88f-b62c-4751-8127-a3a9c661a686.JPG.296x216.jpg', '绿地香树花园 3室2厅 165万', '绿地香树花园  | 3室2厅 | 92.7平米 | 南 北 | 其他', '高楼层(共39层)2014年建塔楼  -  里水', '165万', '单价17800元/平米')
('https://image1.ljcdn.com/440600-inspection/1d295837-0444-473e-86d7-056c261cbaad.jpg.296x216.jpg', '海伦堡出售', '海伦堡海汇广场  | 1室1厅 | 42.19平米 | 南 | 其他', '中楼层(共26层)塔楼  -  平洲', '46万', '单价10904元/平米')
('https://image1.ljcdn.com/440600-inspection/a1f03429-525d-432f-9d19-da4764e918d4.jpg.296x216.jpg', '景裕嘉园 3室1厅 235万', '景裕嘉园  | 3室1厅 | 90.4平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  黄岐', '235万', '单价25996元/平米')
('https://image1.ljcdn.com/440600-inspection/84e48772-461f-40a7-b0c6-5a360a2106c4.jpg.296x216.jpg', '万科金色领域 1室0厅 43万', '万科金色领域  | 1室0厅 | 31平米 | 东 | 其他', '低楼层(共40层)2016年建塔楼  -  佛平路', '43万', '单价13871元/平米')
('https://image1.ljcdn.com/440600-inspection/65e011d7-9b33-4347-bb57-243010eeccc0.jpg.296x216.jpg', '万科金域花园一期', '万科金域中央  | 3室2厅 | 89平米 | 西南 | 其他', '高楼层(共52层)2017年建塔楼  -  平洲', '230万', '单价25843元/平米')
('https://image1.ljcdn.com/440600-inspection/e04382e6-b01c-4dcd-8a2f-e80fdc250edd.JPG.296x216.jpg', '碧翠豪城 3室2厅 170万', '碧翠豪城  | 3室2厅 | 145平米 | 南 | 其他', '低楼层(共7层)2004年建塔楼  -  罗村', '170万', '单价11725元/平米')
('https://image1.ljcdn.com/440600-inspection/ea8662b4-5797-470c-9e4f-66a89e9fecdc.jpg.296x216.jpg', '中海千灯湖花园 车位 18万', '中海千灯湖花园  | 车位 | 26平米 | 东南 西北', '暂无数据  -  千灯湖', '18万', '单价6924元/平米')
('https://image1.ljcdn.com/440600-inspection/bb84c3ef-66e7-4167-bf53-389a1bb929b7.jpg.296x216.jpg', '星汇云锦 新装修 交通便利', '越秀星汇云锦  | 1室1厅 | 70平米 | 南 | 精装', '中楼层(共50层)2016年建塔楼  -  天佑', '161万', '单价23000元/平米')
('https://image1.ljcdn.com/440600-inspection/f6861420-55b9-4cdd-adef-14b6979ed4f8.jpg.296x216.jpg', '江南名居 1室1厅 155万', '江南名居  | 1室1厅 | 63.79平米 | 南 | 其他', '中楼层(共22层)2006年建塔楼  -  桂城北（南海广场）', '155万', '单价24299元/平米')
('https://image1.ljcdn.com/440600-inspection/ff86f849-326d-4b6b-89fb-3ffcabbceacb.jpg.296x216.jpg', '中汇大厦 1室1厅 69万', '中汇大厦  | 1室1厅 | 50平米 | 南 | 其他', '低楼层(共22层)2017年建塔楼  -  桂城北（南海广场）', '69万', '单价13800元/平米')
('https://image1.ljcdn.com/440600-inspection/7877f8a9-60ee-4563-a28a-3a6d546cc603.jpg.296x216.jpg', '民园 2室2厅 130万', '民园  | 2室2厅 | 73平米 | 北 | 其他', '中楼层(共15层)2005年建塔楼  -  天佑', '130万', '单价17809元/平米')
('', '金名都 2室2厅 200万', '金名都  | 2室2厅 | 74平米 | 北 | 其他', '中楼层(共30层)2013年建塔楼  -  里水', '200万', '单价27028元/平米')
('https://image1.ljcdn.com/440600-inspection/99d76446-bfb0-4799-a302-d0c353227ce9.JPG.296x216.jpg', '和丰明苑 3室2厅 105万', '和丰明苑  | 3室2厅 | 94平米 | 南 | 其他', '低楼层(共15层)2010年建塔楼  -  丹灶', '105万', '单价11171元/平米')
('https://image1.ljcdn.com/440600-inspection/d2e3d01a-6d9b-42d3-b552-8b4facfb7786.JPG.296x216.jpg', '碧琴湾 2房两厅 送两个产权车位', '碧琴湾  | 2室2厅 | 84平米 | 北 | 其他', '中楼层(共11层)2005年建塔楼  -  平洲', '208万', '单价24762元/平米')
('https://image1.ljcdn.com/440600-inspection/06b3ce40-906b-4b08-855a-53a3d9ea33cb.jpg.296x216.jpg', '万科金色领域 1房1厅', '万科金色领域  | 1室1厅 | 31平米 | 西 | 其他', '中楼层(共40层)2016年建塔楼  -  佛平路', '48万', '单价15484元/平米')
('https://image1.ljcdn.com/440600-inspection/664fffcc-d471-478f-b7b3-3be1fa3f4a51.JPG.296x216.jpg', '中恒海晖城 装修三房 户型实用 通风好', '中恒海晖城  | 3室2厅 | 90平米 | 南 | 其他', '低楼层(共16层)2018年建塔楼  -  狮山', '125万', '单价13889元/平米')
