('https://image1.ljcdn.com/340100-inspection/d29bc567-db84-4449-bd5e-c46d29c0b2d2.JPG.296x216.jpg', '熔安家园，刚需两房，朝南户型，大阳台，采光好，诚售', '熔安家园  | 2室2厅 | 85.76平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  临湖', '115万', '单价13410元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploade18339bd-aa96-4ac3-a8b0-51fddb548dcf.jpg.296x216.jpg', '上海城市 2室1厅 98万', '上海城市  | 2室1厅 | 63.15平米 | 东北 | 其他', '中楼层(共24层)2006年建板楼  -  莲花', '98万', '单价15519元/平米')
('', '朝南 一室带阳台 位置好 采光充足', '丹霞柠檬郡  | 1室0厅 | 48.56平米 | 南 | 其他', '高楼层(共16层)2010年建塔楼  -  芙蓉', '80万', '单价16475元/平米')
('', '毛坯房，楼层采光好，视野无遮挡', '滨湖前城  | 6室3厅 | 181.48平米 | 南 北 | 其他', '高楼层(共6层)2007年建板塔结合  -  临湖', '235万', '单价12950元/平米')
('', '满两年，30万左右精装修，保养好，户型通透！！', '一里洋房  | 3室2厅 | 126.33平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  芙蓉', '220万', '单价17415元/平米')
('', '翠微苑 3室2厅 220万', '翠微苑  | 3室2厅 | 114平米 | 南 | 其他', '中楼层(共10层)2006年建板楼  -  芙蓉', '220万', '单价19299元/平米')
('https://image1.ljcdn.com/340100-inspection/e1b3ecfc-2ee0-4421-a307-ae4805e5c78d.JPG.296x216.jpg', '经开明珠广场70年公寓住宅+精装带燃气+朝南+高层', '金大地时代天街  | 1室1厅 | 46.79平米 | 南 | 其他', '高楼层(共32层)暂无数据  -  莲花', '80万', '单价17098元/平米')
('https://image1.ljcdn.com/340100-inspection/f14b7cf3-493f-45cf-84bf-aa04144c6c3d.jpg.296x216.jpg', '怡缘  交通便利  楼层好 采光好', '怡缘  | 3室2厅 | 144平米 | 南 | 其他', '中楼层(共18层)2006年建板楼  -  莲花', '220万', '单价15278元/平米')
('', '丰大国际 3室2厅 200万', '丰大国际  | 3室2厅 | 111.88平米 | 南 | 其他', '高楼层(共34层)2013年建板楼  -  莲花', '200万', '单价17877元/平米')
('', '港澳花园 3室2厅 185万', '港澳花园  | 3室2厅 | 108.5平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  芙蓉', '185万', '单价17051元/平米')
('', '米兰阳光花园 2室2厅 135万', '米兰阳光花园  | 2室2厅 | 98.27平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  锦绣', '135万', '单价13738元/平米')
('https://image1.ljcdn.com/340100-inspection/test-8bf6007b-e947-4010-b921-c1f8e5768be8.png.296x216.jpg', '品质小区，翡翠湖，前排玻璃幕墙，户型方正，南北通透', '绿城翡翠湖玫瑰园  | 4室2厅 | 236.56平米 | 南 北 | 其他', '低楼层(共39层)2013年建板楼  -  芙蓉', '568万', '单价24011元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadef37a020-75cc-46ed-b090-e4f61358e7f3.jpg.296x216.jpg', '南艳滨湖时光 经典复式 户型方正', '滨湖时光  | 3室1厅 | 152.3平米 | 南 北 | 其他', '高楼层(共11层)2005年建板楼  -  海恒', '190万', '单价12476元/平米')
('', '一里洋房 1室1厅 75万', '一里洋房  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  芙蓉', '75万', '单价15000元/平米')
('', '华宇未来城 3室2厅 180万', '华宇未来城  | 3室2厅 | 116平米 | 南 | 其他', '中楼层(共6层)2006年建板楼  -  莲花', '180万', '单价15518元/平米')
('', '翡翠湖周边，简单装修，可自行设计，满两年没有增值税', '翰林府邸  | 2室2厅 | 92.5平米 | 南 北 | 其他', '低楼层(共18层)2006年建塔楼  -  芙蓉', '155万', '单价16757元/平米')
('', '书缘居 3室2厅 220万', '书缘居  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共18层)2006年建板楼  -  芙蓉', '220万', '单价16924元/平米')
('https://image1.ljcdn.com/340100-inspection/6b5bb085-8fdf-4341-9998-ca86384d8b16.JPG.296x216.jpg', '一居室+精装修+多层电梯房+拎包入住', '大地雅苑  | 1室1厅 | 50.4平米 | 西 | 其他', '中楼层(共7层)板塔结合  -  莲花', '76万', '单价15080元/平米')
('https://image1.ljcdn.com/340100-inspection/a773b819-abdf-4d37-b360-6219575852bb.jpg.296x216.jpg', '精装复式   送大的阳光房 露台 新装修未住过', '九溪江南  | 5室2厅 | 200平米 | 南 | 其他', '高楼层(共6层)2007年建板楼  -  芙蓉', '320万', '单价16000元/平米')
('', '采光好 视野好 业主诚售 价格可谈', '福禄园  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共5层)2001年建板楼  -  海恒', '140万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/9f75a56f-ee0e-425d-8443-16a316235c80.JPG.296x216.jpg', '翡翠花园 5室2厅 238万', '翡翠花园  | 5室2厅 | 187平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  芙蓉', '238万', '单价12728元/平米')
('', '江汽六村 2室2厅 142万', '江汽六村  | 2室2厅 | 99.1平米 | 南 | 其他', '高楼层(共18层)塔楼  -  临湖', '142万', '单价14329元/平米')
('https://image1.ljcdn.com/340100-inspection/40e0f466-2bf0-4cec-a65b-39861766457e.JPG.296x216.jpg', '雍景台，满五年，大三房，采光视野好，业主诚心出售', '雍景台  | 3室2厅 | 144.64平米 | 南 | 其他', '中楼层(共15层)2005年建板楼  -  莲花', '265万', '单价18322元/平米')
('https://image1.ljcdn.com/340100-inspection/372b0951-3c95-4f00-ae5c-d3d43b337013.JPG.296x216.jpg', '凯旋公寓，采光好，  可自行改造隔断', '凯旋公寓  | 2室2厅 | 65平米 | 南 | 其他', '中楼层(共20层)2008年建板楼  -  莲花', '130万', '单价20000元/平米')
('', '一里洋房 3室2厅 150万', '一里洋房  | 3室2厅 | 89平米 | 南 北 | 其他', '高楼层(共20层)2008年建塔楼  -  芙蓉', '150万', '单价16854元/平米')
('', '环境适宜，靠近南艳湖，交通便利，周边配套设施便利', '康利园  | 4室3厅 | 155平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '163万', '单价10517元/平米')
('https://image1.ljcdn.com/340100-inspection/e433e9f8-3518-4f76-a40d-436dd814171a.JPG.296x216.jpg', '江汽五村 3室2厅 160万', '江汽五村  | 3室2厅 | 120.39平米 | 南 | 其他', '高楼层(共18层)2003年建板楼  -  莲花', '160万', '单价13291元/平米')
('', '丰大国际 3室2厅 168万', '丰大国际  | 3室2厅 | 89.35平米 | 南 | 其他', '高楼层(共34层)2013年建板楼  -  莲花', '168万', '单价18803元/平米')
('https://image1.ljcdn.com/340100-inspection/df6eb956-a65e-4dca-9ac9-f9853a4ab0a0.JPG.296x216.jpg', '此房是在楼栋中间位置 采光好 小区植被覆盖多！', '御景前城  | 1室1厅 | 51.3平米 | 西南 | 其他', '低楼层(共19层)2014年建塔楼  -  临湖', '80万', '单价15595元/平米')
('https://image1.ljcdn.com/340100-inspection/85e50139-16d6-410f-a85b-c57621817603.JPG.296x216.jpg', '公交锦绣园 5室2厅 175万', '公交锦绣园  | 5室2厅 | 195平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  莲花', '175万', '单价8975元/平米')
('', '繁华世家 4室2厅 282万', '繁华世家  | 4室2厅 | 176.7平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  莲花', '282万', '单价15960元/平米')
('', '华地润园 3室2厅 155万', '华地润园  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共34层)2015年建板楼  -  莲花', '155万', '单价17416元/平米')
('', '世茂翡翠首府 3室2厅 189万', '世茂翡翠首府  | 3室2厅 | 102平米 | 南 北 | 其他', '中楼层(共30层)塔楼  -  芙蓉', '189万', '单价18530元/平米')
('https://image1.ljcdn.com/340100-inspection/525d088f-845f-4239-a8eb-89772c621c66.JPG.296x216.jpg', '经开徽园观景房+顶楼三层复式+送大阁楼+能看整个徽园', '东海徽园  | 5室3厅 | 221.92平米 | 南 北 | 其他', '高楼层(共18层)2006年建板楼  -  莲花', '320万', '单价14420元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadde4721ac-26a4-4896-8196-ada5017630a6.JPG.296x216.jpg', '翡翠湖畔 翡翠花园翠湖苑 顶楼带阁楼 诚心卖', '翡翠花园翠湖苑  | 4室2厅 | 99.18平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  芙蓉', '185万', '单价18653元/平米')
('', '名邦锦绣年华 3室2厅 130万', '名邦锦绣年华  | 3室2厅 | 94.7平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  锦绣', '130万', '单价13728元/平米')
('', '方兴园北区 3室1厅 120万', '方兴园北区  | 3室1厅 | 85平米 | 南 | 其他', '中楼层(共18层)2005年建塔楼  -  锦绣', '120万', '单价14118元/平米')
('https://image1.ljcdn.com/340100-inspection/17f04811-a59e-4a59-8538-741895b5c629.JPG.296x216.jpg', '此房满2年  精装观景房  采光好无遮挡 可以直视南艳湖', '御湖观邸  | 2室2厅 | 82.24平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  海恒', '150万', '单价18240元/平米')
('', '大四房，采光好，精装修，满两年。房东诚心卖房。', '九溪江南  | 4室2厅 | 152.92平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  芙蓉', '239万', '单价15630元/平米')
('https://image1.ljcdn.com/340100-inspection/979f2ce5-c8b7-42d2-a1de-5d052a077b34.JPG.296x216.jpg', '华邦观筑里 1室1厅 80万', '华邦观筑里  | 1室1厅 | 42.04平米 | 南 | 其他', '高楼层(共34层)塔楼  -  芙蓉', '80万', '单价19030元/平米')
('https://image1.ljcdn.com/340100-inspection/9ccabfc5-9c6d-450b-b947-ed5fadf92bd2.jpg.296x216.jpg', '铂爵公馆 4室3厅 228万', '铂爵公馆  | 4室3厅 | 155平米 | 南 | 其他', '高楼层(共18层)2010年建塔楼  -  芙蓉', '228万', '单价14710元/平米')
('https://image1.ljcdn.com/340100-inspection/61f495e7-4eff-49ea-b12b-d3086cbcdb9e.JPG.296x216.jpg', '中环城国际公寓 2室2厅 124万', '中环城国际公寓  | 2室2厅 | 62.38平米 | 北 | 其他', '中楼层(共18层)2012年建塔楼  -  芙蓉', '124万', '单价19879元/平米')
('', '婚房装修，可以拎包入住，临南艳湖，环境安静', '御景前城  | 1室2厅 | 66.67平米 | 南 | 其他', '中楼层(共19层)2014年建塔楼  -  临湖', '83万', '单价12450元/平米')
('', '禹洲翡翠湖郡 3室2厅 160万', '禹洲翡翠湖郡  | 3室2厅 | 105平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  芙蓉', '160万', '单价15239元/平米')
('https://image1.ljcdn.com/340100-inspection/7bae3123-b2de-490b-aefa-46e5f45d4e9c.jpg.296x216.jpg', '比邻翡翠湖畔 中环城商圈 配套成熟 小区环境好', '国耀一方城  | 4室3厅 | 226.46平米 | 南 | 其他', '中楼层(共15层)2011年建塔楼  -  芙蓉', '486万', '单价21461元/平米')
('https://image1.ljcdn.com/340100-inspection/28b77c5f-fc3d-49e4-9981-a9d35a54da07.JPG.296x216.jpg', '靠徽园，楼层采光好，精装大房。', '东海花园  | 4室2厅 | 155.97平米 | 南 | 精装', '低楼层(共21层)2003年建板楼  -  莲花', '200万', '单价12823元/平米')
('', '楼层好 采光好 对面大润发+中环城 周边配套好', '经典华城  | 2室1厅 | 48.03平米 | 北 | 其他', '中楼层(共30层)2013年建板楼  -  莲花', '100万', '单价20821元/平米')
('', '天门湖新界 满五年 精装 诚心出售采光好', '天门湖新界  | 6室3厅 | 143.28平米 | 南 北 | 其他', '高楼层(共6层)塔楼  -  锦绣', '138万', '单价9632元/平米')
('', '尚泽大都会 3室2厅 198万', '尚泽大都会  | 3室2厅 | 120平米 | 南 北 | 其他', '低楼层(共34层)2015年建板楼  -  莲花', '198万', '单价16500元/平米')
('', '小区位置好 交通便利 户型好 周边配套齐全 生活便利', '上海城市  | 2室2厅 | 103.02平米 | 南 | 其他', '低楼层(共25层)2006年建板楼  -  莲花', '145万', '单价14075元/平米')
('https://image1.ljcdn.com/340100-inspection/b57766a5-2f30-4afb-8484-a62ba4a45941.jpg.296x216.jpg', '多层南北通透，采光充足， 业主诚心出售 交通方便', '一里洋房  | 3室2厅 | 119.58平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  芙蓉', '188万', '单价15722元/平米')
('https://image1.ljcdn.com/340100-inspection/c2d1d340-14a6-42d4-889e-675d37dfe689.jpg.296x216.jpg', '经济开发区满两年通透拎包入住三房', '天门湖花园  | 3室2厅 | 119平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  锦绣', '130万', '单价10925元/平米')
('', '繁华世家 3室2厅 182万', '繁华世家  | 3室2厅 | 130.3平米 | 南 | 毛坯', '低楼层(共11层)2006年建板楼  -  莲花', '182万', '单价13968元/平米')
('', '标准三房，小区中间位置。可直达政务和经开。', '南郡明珠  | 3室2厅 | 101平米 | 南 北 | 其他', '中楼层(共10层)2011年建板楼  -  锦绣', '142万', '单价14060元/平米')
('', '中间楼层  精致两房  配套完善 交通便利', '东海星城  | 2室1厅 | 51平米 | 南 | 其他', '中楼层(共28层)2010年建板楼  -  莲花', '85万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/fe7af110-ee4c-45e9-aa2f-e9c372480522.jpg.296x216.jpg', '合肥产证大三房 两卧朝南 采光很不错 全明通透户型', '九溪江南  | 3室2厅 | 109.92平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  芙蓉', '170万', '单价15466元/平米')
('https://image1.ljcdn.com/340100-inspection/3a6945b6-7f9b-4440-8689-d3c0db701535.JPG.296x216.jpg', '房子好户型好视野好采光好休闲好房子', '翡翠花园  | 5室3厅 | 198.32平米 | 南 北 | 其他', '中楼层(共5层)2003年建板楼  -  芙蓉', '310万', '单价15632元/平米')
('', '翡翠湖畔 品质开发商 物业管理好 交通便利', '禹洲翡翠湖郡  | 2室1厅 | 95.6平米 | 南 北 | 其他', '中楼层(共33层)2015年建塔楼  -  芙蓉', '160万', '单价16737元/平米')
('', '世茂翡翠首府 3室1厅 185万', '世茂翡翠首府  | 3室1厅 | 117平米 | 南 北 | 其他', '低楼层(共27层)2017年建板塔结合  -  芙蓉', '185万', '单价15812元/平米')
('', '青年城1号 一室一厅 客卧分离 户型方正 业主诚售', '青年城1号  | 1室1厅 | 56平米 | 南 | 其他', '高楼层(共18层)暂无数据  -  海恒', '85万', '单价15179元/平米')
('', '江汽六村 3室2厅 178万', '江汽六村  | 3室2厅 | 122.67平米 | 南 北 | 其他', '中楼层(共11层)塔楼  -  临湖', '178万', '单价14511元/平米')
('https://image1.ljcdn.com/340100-inspection/97591465-db8c-4aa5-a68e-60485535b742.JPG.296x216.jpg', '精装房，家具家电全送。楼层好，视野宽阔。采光足', '芙蓉名园  | 3室2厅 | 132.52平米 | 南 | 其他', '低楼层(共18层)2006年建塔楼  -  莲花', '175万', '单价13206元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload06dfaa0c-877e-484f-bad7-d9e9f9dc0eb2.jpg.296x216.jpg', '精装修，顶楼通风采光好，产证今年十月满二', '丽景碧雅  | 5室3厅 | 305.38平米 | 南 | 其他', '高楼层(共9层)2006年建板楼  -  莲花', '390万', '单价12771元/平米')
('https://image1.ljcdn.com/340100-inspection/f3b08b5a-c0f9-45e3-b95d-5028d5fc6b96.JPG.296x216.jpg', '蓝色湖畔 3室2厅 176万', '蓝色湖畔  | 3室2厅 | 107.71平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  莲花', '176万', '单价16341元/平米')
('', '尚泽紫金公馆 3室2厅 154万', '尚泽紫金公馆  | 3室2厅 | 102.22平米 | 南 | 其他', '高楼层(共34层)塔楼  -  锦绣', '154万', '单价15066元/平米')
('', '青年城1号 1室1厅 70万', '青年城1号  | 1室1厅 | 51.94平米 | 南 | 其他', '低楼层(共16层)2010年建塔楼  -  海恒', '70万', '单价13478元/平米')
('https://image1.ljcdn.com/340100-inspection/74477312-3cf0-424b-910e-3947430cb37d.jpg.296x216.jpg', '经开锦绣年华，两房，公摊小，小区环境好', '名邦锦绣年华  | 2室1厅 | 51.55平米 | 南 | 其他', '低楼层(共9层)2003年建板楼  -  锦绣', '103万', '单价19981元/平米')
('', '国耀花半里 通透三居 户型方正 采光充足 业主诚心售', '国耀花半里  | 3室2厅 | 115.48平米 | 南 北 | 其他', '中楼层(共32层)2011年建塔楼  -  芙蓉', '225万', '单价19484元/平米')
('', '此房是在楼栋中间位置 采光好 小区植被覆盖多！', '御景前城  | 4室2厅 | 141.49平米 | 南 | 其他', '高楼层(共18层)2014年建塔楼  -  临湖', '208万', '单价14701元/平米')
('', '东海徽园 3室2厅 225万', '东海徽园  | 3室2厅 | 141平米 | 南 | 其他', '高楼层(共18层)2006年建板楼  -  莲花', '225万', '单价15958元/平米')
('https://image1.ljcdn.com/340100-inspection/b4ea545c-689a-4221-a325-7684a321390a.jpg.296x216.jpg', '环湖墅质生活，绿城品质，法式合院', '绿城翡翠湖玫瑰园   | 联排别墅 | 5室4厅 | 825平米 | 东 南 西 北 | 其他', '3层2016年建暂无数据  -  芙蓉', '2500万', '单价30304元/平米')
('', '翠微苑 3室2厅 170万', '翠微苑  | 3室2厅 | 118.82平米 | 南 | 其他', '低楼层(共6层)2010年建板楼  -  芙蓉', '170万', '单价14308元/平米')
('https://image1.ljcdn.com/340100-inspection/e289ca9b-56b6-4c1c-bc6d-6272bf717e05.JPG.296x216.jpg', '东海花园 3室2厅 256万', '东海花园  | 3室2厅 | 171平米 | 南 北 | 其他', '中楼层(共24层)2003年建板楼  -  莲花', '256万', '单价14971元/平米')
('', '翡翠湖畔，环境优美，物业优质，安静舒适', '绿城翡翠湖玫瑰园   | 联排别墅 | 5室3厅 | 560平米 | 南 北 | 其他', '2层2016年建暂无数据  -  芙蓉', '1750万', '单价31250元/平米')
('', '丹霞柠檬郡 1室1厅 78万', '丹霞柠檬郡  | 1室1厅 | 51平米 | 北 | 其他', '中楼层(共16层)2010年建塔楼  -  芙蓉', '78万', '单价15295元/平米')
('', '南艳瑞景 4室2厅 260万', '南艳瑞景  | 4室2厅 | 180平米 | 南 | 其他', '中楼层(共11层)2007年建塔楼  -  海恒', '260万', '单价14445元/平米')
('', '东海星城 1室1厅 63万', '东海星城  | 1室1厅 | 48平米 | 北 | 其他', '低楼层(共32层)板楼  -  莲花', '63万', '单价13125元/平米')
('https://image1.ljcdn.com/340100-inspection/99668064-79b2-4dc4-81cf-5114b20f731d.jpg.296x216.jpg', '多层复式，小区中间位置，采光好', '南湖春城  | 4室2厅 | 140.36平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '182万', '单价12967元/平米')
