('https://image1.ljcdn.com/441900-inspection/2aec141c-53b4-4b14-b41e-7dbbb5d6b57b.jpg.296x216.jpg', '未来世界花园 复式两房 带装修 高楼层 朝南向 采光好', '未来世界花园  | 2室2厅 | 53.4平米 | 西南 | 其他', '高楼层(共17层)塔楼  -  东泰', '125万', '单价23409元/平米')
('https://image1.ljcdn.com/441900-inspection/540f5c49-28df-429f-ac3d-fc8136e60901.jpg.296x216.jpg', '百悦尚城：精装修三房业主自住 保养好 推荐房源。', '百悦尚城一期  | 3室2厅 | 120平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  南城车站', '260万', '单价21667元/平米')
('https://image1.ljcdn.com/441900-inspection/6ac4126c-8731-4dea-843d-861720147d23.jpg.296x216.jpg', '满五唯一住房 三房两卫 小区中间', '石竹新花园  | 3室2厅 | 114平米 | 西北 | 其他', '高楼层(共16层)塔楼  -  石竹', '230万', '单价20176元/平米')
('', '地铁口物业！万科管理！新中银花园温馨一房！！！！', '新中银花园  | 1室0厅 | 32.41平米 | 南 | 其他', '中楼层(共12层)塔楼  -  东泰', '50万', '单价15428元/平米')
('https://image1.ljcdn.com/441900-inspection/c6934893-b846-45fe-9d73-3b09a82dc50e.jpg.296x216.jpg', '这套房子全新装修，没有入住过，厅出大阳台，4房户型', '光大景湖湾畔  | 4室2厅 | 142.06平米 | 南 | 其他', '高楼层(共16层)塔楼  -  宏远南', '330万', '单价23230元/平米')
('https://image1.ljcdn.com/441900-inspection/9304a5fd-4b47-4268-bcd2-f2e6703f15f6.jpg.296x216.jpg', '一房一厅户型方正，南朝向，安静不吵。', '时尚岛蓝钻  | 1室1厅 | 48.53平米 | 南 | 其他', '中楼层(共23层)塔楼  -  鸿福路口', '88万', '单价18134元/平米')
('https://image1.ljcdn.com/441900-inspection/90bd0e56-d412-4628-abca-bd147dd02738.jpg.296x216.jpg', '汇景上层 1室0厅 80万', '汇景上层  | 1室0厅 | 52.59平米 | 东南 | 其他', '低楼层(共12层)塔楼  -  石竹', '80万', '单价15213元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade24bfed3-47bb-4d2a-8dde-b194df07e546.jpg.296x216.jpg', '景湖春晓 精装公寓 带独立厨房阳台', '光大景湖春晓  | 1室0厅 | 52.17平米 | 北 | 其他', '低楼层(共18层)2005年建塔楼  -  东泰', '86万', '单价16485元/平米')
('https://image1.ljcdn.com/440300-inspection/b630b968-f52f-4e95-876d-a7c24b4b2f60.jpg.296x216.jpg', '恒大御湖：带入户花园，可直接下地下停车库，东南向。', '百悦尚城三期恒大御湖  | 3室2厅 | 88平米 | 南 西南 | 其他', '高楼层(共18层)塔楼  -  南城车站', '264万', '单价30000元/平米')
('https://image1.ljcdn.com/441900-inspection/804ccbfb-a149-4754-aa73-0355972439c5.jpg.296x216.jpg', '精装修一房一厅    朝南 户型方正采光好', '中央财津  | 1室1厅 | 45.3平米 | 西南 | 其他', '低楼层(共26层)2010年建塔楼  -  三元里', '90万', '单价19868元/平米')
('https://image1.ljcdn.com/441900-inspection/b69afbf8-87aa-4945-b1be-ecd7f33a06a9.jpg.296x216.jpg', '精致复式一房 朝向好 中高楼层 采光好 带租约售', '城市假日二期  | 1室1厅 | 54.98平米 | 东南 | 其他', '高楼层(共10层)塔楼  -  宏远南', '60万', '单价10914元/平米')
('https://image1.ljcdn.com/441900-inspection/fa223edc-7198-457e-bacf-c0b297fad8f1.jpg.296x216.jpg', '温馨三房，自住保养好，万科物业', '万科金悦香树  | 3室2厅 | 96平米 | 北 | 其他', '高楼层(共24层)塔楼  -  南城车站', '230万', '单价23959元/平米')
('https://image1.ljcdn.com/441900-inspection/219d5bbb-2221-4d13-8ff0-53874ae9e220.jpg.296x216.jpg', '新中银·金色华庭 车位 25万', '新中银·金色华庭  | 车位 | 12平米 | 南', '暂无数据  -  东泰', '25万', '单价20834元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploaddbbc4f71-ac49-4349-b85b-4eef6cc0285e.jpg.296x216.jpg', '精装一房一厅 户型方正 家私齐全 装修保养好 适合居家', '方中兰亭轩  | 1室1厅 | 51平米 | 东北 | 其他', '低楼层(共28层)塔楼  -  运河东', '85万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/c8988f82-e69a-4d65-a015-1fa34272915c.jpg.296x216.jpg', '森林湖东南朝向满五唯一三房免双税中高楼层带家私家电', '中信森林湖兰溪谷  | 4室2厅 | 163平米 | 东南 | 其他', '低楼层(共33层)2012年建塔楼  -  水濂山', '540万', '单价33129元/平米')
('https://image1.ljcdn.com/441900-inspection/afe6aabf-9fd9-4842-a999-dc22a7e3bdf3.jpg.296x216.jpg', '世纪城国际公馆三期 精装三房 南北通透 采光好', '世纪城国际公馆三期仁里  | 3室2厅 | 134.6平米 | 南 东北 | 精装', '中楼层(共7层)塔楼  -  西平', '330万', '单价24518元/平米')
('https://image1.ljcdn.com/441900-inspection/fecfed84-17b9-40de-992e-724bcf7d5a78.jpg.296x216.jpg', '修两房，房子装修保养好，安静景观好，采光视野好', '天诚国际  | 2室2厅 | 70平米 | 南 | 其他', '中楼层(共21层)塔楼  -  鸿福路口', '128万', '单价18286元/平米')
('https://image1.ljcdn.com/441900-inspection/2105b996-28c0-4334-89fd-f07bc422b843.jpg.296x216.jpg', '地铁口物业，精装两房，朝东南向，小区有湖景', '百悦尚城三期恒大御湖  | 2室2厅 | 88平米 | 东南 | 其他', '低楼层(共18层)塔楼  -  南城车站', '238万', '单价27046元/平米')
('https://image1.ljcdn.com/441900-inspection/dd1b268e-4f19-4149-8a8a-03aac56d0230.jpg.296x216.jpg', '光大景湖春晓 精装大单间 业主诚心出售', '光大景湖春晓  | 1室0厅 | 52.17平米 | 北 | 精装', '低楼层(共18层)2005年建塔楼  -  东泰', '93万', '单价17827元/平米')
('https://image1.ljcdn.com/441900-inspection/fd78cc62-7f21-41af-b567-0ce0774f85aa.jpg.296x216.jpg', '标准两房两厅一卫，房间均有落地窗，朝花园，看房方便', '万科金域华府二期  | 2室1厅 | 74.29平米 | 南 西南 | 其他', '高楼层(共18层)塔楼  -  石竹', '183万', '单价24634元/平米')
('https://image1.ljcdn.com/441900-inspection/998e87e6-89d2-4fda-9f23-edac29437763.jpg.296x216.jpg', '中信新天地一房  可改两房  楼层好采光足  交通便利', '中信新天地  | 1室1厅 | 64.1平米 | 东南 | 其他', '高楼层(共19层)2004年建塔楼  -  石竹', '110万', '单价17161元/平米')
('https://image1.ljcdn.com/441900-inspection/23d6277e-75b8-4662-acbc-c6ff177b147d.jpg.296x216.jpg', '香树丽舍 单间 南向 中高层 家私电齐全 交通便利', '香树丽舍  | 1室0厅 | 32.61平米 | 东 | 其他', '高楼层(共25层)塔楼  -  南城车站', '60万', '单价18400元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload40e9ca86-8baf-45b6-946a-6178f3b151f8.jpg.296x216.jpg', '东骏豪苑精装大两房 低楼层 环境幽美', '东骏豪苑  | 2室2厅 | 96.68平米 | 西北 | 其他', '低楼层(共17层)塔楼  -  西平', '230万', '单价23790元/平米')
('https://image1.ljcdn.com/441900-inspection/67f77fc8-68ee-4acb-928f-60c16f2c3c25.jpg.296x216.jpg', '小复式户型 空间更实用 书香风格装修', '未来世界花园  | 1室1厅 | 46.31平米 | 西南 | 其他', '中楼层(共13层)塔楼  -  东泰', '110万', '单价23753元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload13c71098-435a-46c7-879e-6aa60c45d3a2.jpg.296x216.jpg', '房子去年重新装修过的了 保养很好 拎包可入住', '未来世界花园  | 1室1厅 | 52.63平米 | 东北 | 其他', '中楼层(共17层)塔楼  -  东泰', '105万', '单价19951元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload414e4bd9-47a2-4299-828d-604208de68e5.jpg.296x216.jpg', '财津 精装2房 保养很好 诚心出售', '中央财津  | 2室1厅 | 62平米 | 南 | 其他', '26层2010年建塔楼  -  三元里', '125万', '单价20162元/平米')
('https://image1.ljcdn.com/441900-inspection/9fa7dc27-33ac-4110-8dd7-0110efedf346.jpg.296x216.jpg', '菊香苑 高层小三房  满五唯一  满五唯一', '菊香苑  | 3室2厅 | 107平米 | 东南 | 其他', '中楼层(共10层)塔楼  -  东莞图书馆', '190万', '单价17758元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload70f9cd6e-e339-40ef-b3af-b44195518f9a.jpg.296x216.jpg', '位置好 比较好停 跟房子一起卖', '石竹新花园  | 车位 | 12.5平米 | 东南', '暂无数据  -  石竹', '30万', '单价24000元/平米')
('https://image1.ljcdn.com/441900-inspection/ecc1edaf-64aa-423b-a356-3ab33c085671.jpg.296x216.jpg', '此房户型好 景观很好 采光通风都很不错', '中央财津  | 1室1厅 | 44.89平米 | 西南 | 其他', '中楼层(共26层)2010年建塔楼  -  三元里', '88万', '单价19604元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload4dd4f6cc-fce0-4fed-8e83-3718512f221e.jpg.296x216.jpg', '南城  城市立方   精装2房好户型 出售', '城市立方  | 2室1厅 | 49.17平米 | 东北 | 精装', '中楼层(共9层)塔楼  -  白马', '75万', '单价15254元/平米')
('https://image1.ljcdn.com/441900-inspection/9d874bee-c45a-4e19-8a86-572043347a1d.jpg.296x216.jpg', '满屋唯一精装三房 送80平L 型大花园 拎包就能入住', '光大景湖时代城  | 3室2厅 | 98.77平米 | 南 | 精装', '低楼层(共26层)塔楼  -  东泰', '360万', '单价36449元/平米')
('https://image1.ljcdn.com/441900-inspection/1f5da85c-e459-40a2-86ec-750c2f4c9667.jpg.296x216.jpg', '精装三房  楼层好 户型方正 采光好', '恒大御景  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共27层)2016年建塔楼  -  白马', '220万', '单价24720元/平米')
('https://image1.ljcdn.com/441900-inspection/d1419c52-b950-454f-8326-e0dc2d25e434.jpg.296x216.jpg', '方正实用  东南向   小区环境好', '汇龙湾  | 2室2厅 | 80平米 | 南 | 其他', '高楼层(共21层)塔楼  -  宏远北', '168万', '单价21000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload84367e47-df7b-4118-acc8-28e24636a949.jpg.296x216.jpg', '高楼层 景观好 买一层送半层 温馨舒适', '未来世界花园  | 1室1厅 | 52.63平米 | 东 东南 | 精装', '高楼层(共17层)塔楼  -  东泰', '105万', '单价19951元/平米')
('https://image1.ljcdn.com/441900-inspection/5b36ef77-25ee-42e8-b27e-60306689e919.jpg.296x216.jpg', '恒大御湖方正2房  通风好  采光好', '百悦尚城三期恒大御湖  | 2室2厅 | 83平米 | 西南 | 其他', '高楼层(共18层)塔楼  -  南城车站', '199万', '单价23976元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload655b04bd-d85c-4720-bfe8-99cf7d0bf9a1.jpg.296x216.jpg', '漂亮精装修 全屋采用环保材 看高楼层 居住舒适', '万科金域华府二期  | 2室1厅 | 77.4平米 | 西南 | 其他', '低楼层(共26层)塔楼  -  石竹', '200万', '单价25840元/平米')
('https://image1.ljcdn.com/441900-inspection/e45ac23e-fac1-400f-a676-f7d55b42147f.jpg.296x216.jpg', '景湖春晓 实用大单间 证满5年银行无抵押 装修保养好', '光大景湖春晓  | 1室0厅 | 35.04平米 | 北 | 其他', '低楼层(共11层)2005年建塔楼  -  东泰', '70万', '单价19978元/平米')
('https://image1.ljcdn.com/441900-inspection/3eb4896c-62c3-4d5c-98c7-2785f7c0b1fe.jpg.296x216.jpg', '此房 南北通透，大四房 户型实用，餐客分离。', '金域中央一期  | 4室2厅 | 147.76平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  南城车站', '365万', '单价24703元/平米')
('https://image1.ljcdn.com/441900-inspection/23017034-46db-4db8-bc20-25bc6152cd26.jpg.296x216.jpg', '尚品居 精装 两房 业主诚信出售 带平台', '尚品居  | 2室2厅 | 75.64平米 | 东南 | 其他', '低楼层(共26层)塔楼  -  白马', '135万', '单价17848元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload5da40e7a-9aa2-4a68-ab0c-c1173fbfe7cc.jpg.296x216.jpg', '业主诚心房卖，房子出租也出售。', '未来世界花园  | 1室2厅 | 48平米 | 西北 | 其他', '低楼层(共17层)塔楼  -  东泰', '95万', '单价19792元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload76809e28-ac91-42e7-a2d2-bbad7813a156.jpg.296x216.jpg', '精致复式1房1厅 中高楼层 采光好 交通便利', '城市假日二期  | 1室1厅 | 54.98平米 | 东南 | 其他', '中楼层(共10层)塔楼  -  宏远南', '53万', '单价9640元/平米')
('https://image1.ljcdn.com/441900-inspection/230c497a-fefe-4822-aa62-8077e45df494.jpg.296x216.jpg', '恒大御景精装修两房，楼层高，风景好。', '恒大御景  | 2室2厅 | 82.7平米 | 东南 西北 | 其他', '中楼层(共19层)2016年建塔楼  -  白马', '168万', '单价20315元/平米')
('https://image1.ljcdn.com/441900-inspection/5c7dc7ea-06aa-49f0-8e03-75dfe58c09ce.jpg.296x216.jpg', '此车位停出方便，不欠款，交易快。', '万科金域华府二期  | 车位 | 15.25平米 | 东南', '暂无数据  -  石竹', '25万', '单价16394元/平米')
('https://image1.ljcdn.com/441900-inspection/9a7587cc-b370-42b6-a069-b8dde64ae180.jpg.296x216.jpg', '景湖春晓精装大单间 西北朝向 居家装修', '光大景湖春晓  | 1室0厅 | 47.98平米 | 西北 | 其他', '中楼层(共18层)2005年建塔楼  -  东泰', '82万', '单价17091元/平米')
('https://image1.ljcdn.com/441900-inspection/b7f1ce37-0b43-40f3-b79f-d59b54088962.jpg.296x216.jpg', '标准一房  业主精心装修 业主诚心出售！', '城市假日一期  | 1室0厅 | 49.66平米 | 东南 | 其他', '高楼层(共12层)塔楼  -  宏远南', '68万', '单价13694元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload37751063-a599-49f5-b484-a6f14021f386.jpg.296x216.jpg', '中信新天地 1室1厅 88万', '中信新天地  | 1室1厅 | 52.94平米 | 西北 | 其他', '低楼层(共19层)2004年建塔楼  -  石竹', '88万', '单价16623元/平米')
('https://image1.ljcdn.com/441900-inspection/bd9c647d-52d4-41e4-a7a8-b0c35abaf1a1.jpg.296x216.jpg', '景湖时代城超大车位1个顶2个车位业主诚心出售', '光大景湖时代城  | 车位 | 12.5平米 | 南', '暂无数据  -  东泰', '30万', '单价24000元/平米')
('https://image1.ljcdn.com/441900-inspection/6ed95f4b-3ee4-49e1-bdd1-a34de467acac.jpg.296x216.jpg', '中熙地产精装2房西南朝向视野好', '中熙弥珍道  | 2室1厅 | 60.6平米 | 西南 | 其他', '低楼层(共25层)塔楼  -  东泰', '140万', '单价23103元/平米')
('https://image1.ljcdn.com/440300-inspection/bb45f45b-c6cb-4296-abdb-a92c388975eb.jpg.296x216.jpg', '晶城 温馨两房 实用率高 新装修配套齐 随时可看', '晶城  | 2室1厅 | 36.15平米 | 西北 | 其他', '低楼层(共19层)2008年建板楼  -  石竹', '82万', '单价22684元/平米')
('https://image1.ljcdn.com/441900-inspection/8782217e-ad7a-4d91-9566-d1a3c0e9f00c.jpg.296x216.jpg', '城市假日复式一房  精装修    楼层好  采光好', '城市假日二期  | 1室1厅 | 55平米 | 东北 | 其他', '中楼层(共10层)塔楼  -  宏远南', '68万', '单价12364元/平米')
('https://image1.ljcdn.com/441900-inspection/a0c75761-88d9-4682-9e56-abe1bdffe05b.jpg.296x216.jpg', '房子对花园  安静舒服  证满两年  费用少', '汇景上层  | 1室0厅 | 37.9平米 | 东北 | 其他', '低楼层(共12层)塔楼  -  石竹', '60万', '单价15832元/平米')
('https://image1.ljcdn.com/441900-inspection/9aeabfb9-19e9-457d-a32b-3a1147a198e8.jpg.296x216.jpg', '满五唯一免双税 拎包入住 中楼层 采光通风俱佳', '七宝一居  | 3室2厅 | 103平米 | 南 | 其他', '低楼层(共25层)2002年建塔楼  -  三元里', '168万', '单价16311元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploada7f920ed-82f8-434e-9b0f-fdc4dbd337c8.jpg.296x216.jpg', '精装大两房 户型方正 朝花园里面阳台没有遮挡光线足', '世纪城国际公馆二期  | 2室1厅 | 94.39平米 | 东北 | 其他', '中楼层(共8层)塔楼  -  西平', '234万', '单价24791元/平米')
('https://image1.ljcdn.com/441900-inspection/94c0cee9-6b04-4db6-b83a-7f4a45dcf9e3.jpg.296x216.jpg', '香树丽舍 1室0厅 55万', '香树丽舍  | 1室0厅 | 33平米 | 南 | 其他', '高楼层(共25层)塔楼  -  南城车站', '55万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/4f7c5474-7bd2-438c-8f01-239cb6114212.jpg.296x216.jpg', '怡丰昌盛大厦 1室1厅 60万', '怡丰昌盛大厦  | 1室1厅 | 57.85平米 | 东北 | 其他', '中楼层(共15层)塔楼  -  鸿福路口', '60万', '单价10372元/平米')
('https://image1.ljcdn.com/441900-inspection/795e6419-4de4-4b68-9bb4-65754d13c3c0.jpg.296x216.jpg', '满五唯一 高楼层 看花园 保养好', '石竹新花园  | 3室2厅 | 133平米 | 东南 | 其他', '高楼层(共16层)塔楼  -  石竹', '258万', '单价19399元/平米')
('https://image1.ljcdn.com/441900-inspection/32ff38f3-7633-4b56-95ff-9b8beb76ef50.jpg.296x216.jpg', '尚书银座一房一厅 满五年免增值税 交通便利 近图书馆', '尚书银座  | 1室1厅 | 36.61平米 | 东 | 其他', '中楼层(共23层)2008年建塔楼  -  东莞图书馆', '84.2万', '单价23000元/平米')
('https://image1.ljcdn.com/441900-inspection/7cd11cff-93bd-488e-b65b-44461b6b04f4.jpg.296x216.jpg', '舒适一房 看花园 安静温馨舒适 配套成熟', '中信新天地  | 1室1厅 | 53平米 | 西北 | 其他', '低楼层(共19层)2004年建塔楼  -  石竹', '100万', '单价18868元/平米')
('https://image1.ljcdn.com/441900-inspection/1b2c1673-0e8a-4033-a422-417437370212.jpg.296x216.jpg', '房子温馨舒适 配套设施齐全 采光好，拎包入住', '米兰雅居  | 2室1厅 | 60平米 | 东南 | 其他', '低楼层(共13层)塔楼  -  石竹', '95万', '单价15834元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload7e5c9032-34c7-4f15-af1d-3dfa736a47ad.jpg.296x216.jpg', '汇龙湾 4室2厅 265万', '汇龙湾  | 4室2厅 | 125.97平米 | 东南 | 其他', '中楼层(共32层)塔楼  -  宏远北', '265万', '单价21037元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload2e0d8da3-b5cd-4df2-a932-b93a7957d47f.jpg.296x216.jpg', '万科翡丽山 精装标准四房 位置安静', '万科翡丽山  | 5室2厅 | 237.72平米 | 南 | 精装', '中楼层(共17层)2012年建塔楼  -  水濂山', '476万', '单价20024元/平米')
('https://image1.ljcdn.com/441900-inspection/aa07067b-454d-449b-bec7-be959aeb6395.jpg.296x216.jpg', '户型方正，阳台朝花园，安静景观好', '江南第一城  | 4室2厅 | 219平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  宏远北', '520万', '单价23745元/平米')
