('https://image1.ljcdn.com/330100-inspection/6f4321b9-f318-42b7-9cac-b174e9c69cab.jpg.296x216.jpg', '莫干新村 满五唯一 小三房 送院子', '莫干新村  | 2室1厅 | 64.87平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1982年建板楼  -  湖墅', '272万', '单价41931元/平米')
('https://image1.ljcdn.com/330100-inspection/test-1114b91d-4b4e-4613-8766-775e0ec1cb61.png.296x216.jpg', '经典一居室户型 价格可谈 采光无遮挡 不是顶楼', '大关东八苑  | 1室1厅 | 38.39平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  大关', '140万', '单价36468元/平米')
('https://image1.ljcdn.com/330100-inspection/test-d5689e37-9ae0-4132-a09b-77411b457100.png.296x216.jpg', '精装修 全明户型  诚心出售  满五年', '大关西三苑  | 2室1厅 | 57.78平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  大关', '215万', '单价37211元/平米')
('https://image1.ljcdn.com/330100-inspection/test-3929cb1d-21e0-4f79-b068-3dcc4a467a2e.png.296x216.jpg', '万家花城二期 2室2厅 370万', '万家花城二期  | 2室2厅 | 75.39平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  申花', '370万', '单价49079元/平米')
('', '精装修，户型好，三房边套，房东诚心出售。', '半道红小区  | 3室1厅 | 73.64平米 | 东 南 北 | 精装 | 无电梯', '中楼层(共5层)1993年建板楼  -  湖墅', '400万', '单价54319元/平米')
('https://image1.ljcdn.com/330100-inspection/c44ae544-4ab7-49f9-a43e-1a16f4f1fc64.jpg.296x216.jpg', '清水公寓 全明大户型 小区内部位置好 环境好', '清水公寓  | 3室2厅 | 120.58平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2004年建塔楼  -  德胜', '540万', '单价44784元/平米')
('https://image1.ljcdn.com/330100-inspection/4b7f7fd7-f938-40d3-b864-2197ee6373e6.jpg.296x216.jpg', '精装自住、业主置换着急出售、带个大的衣帽间', '天鸿香榭里  | 3室2厅 | 88.65平米 | 东 南 | 精装 | 有电梯', '高楼层(共16层)2012年建板楼  -  万达广场', '354万', '单价39933元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8064c80e-a05a-40e6-919b-0237f9556ba8.jpg.296x216.jpg', '清水排屋跃三层送双车位带储藏室，运河边。', '清水公寓   | 叠拼别墅 | 6室3厅 | 267.67平米 | 南 | 简装 | 无电梯', '下叠(共5层)2004年建暂无数据  -  德胜', '1180万', '单价44085元/平米')
('https://image1.ljcdn.com/330100-inspection/test-583be48d-69aa-42ab-9033-6a9fd94384a7.png.296x216.jpg', '大关新上精装两居室 可做婚房  全明西边套  配套齐全', '大关西五苑  | 2室1厅 | 57.96平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1996年建板楼  -  大关', '231万', '单价39856元/平米')
('https://image1.ljcdn.com/330100-inspection/61fe0eda-04cc-469f-9079-a6150c51d9ff.jpg.296x216.jpg', '小户型 低总价 房源少拎包入住 过渡优选', '易构大厦  | 1室1厅 | 42.43平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2009年建板楼  -  桥西', '58万', '单价13670元/平米')
('', '满五不唯一，有个税，产权清晰，楼层适中，总价低', '庆隆苑  | 3室2厅 | 101.35平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2004年建板塔结合  -  和睦', '395万', '单价38974元/平米')
('https://image1.ljcdn.com/330100-inspection/2672cc73-16a5-401e-b1c0-b6cde752bfa0.jpg.296x216.jpg', '大关小区跃层送露台 中等装修三房两卫  业主诚心出售', '大关南五苑  | 3室1厅 | 71.04平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板塔结合  -  大关', '280万', '单价39415元/平米')
('https://image1.ljcdn.com/330100-inspection/52434d60-7571-447f-8575-0dbf7daf8074.jpg.296x216.jpg', '无增值税，宽敞客厅31方，可按需求改房间或儿童玩乐区', '新安天苑  | 2室2厅 | 102.12平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2000年建板楼  -  桥西', '375万', '单价36722元/平米')
('https://image1.ljcdn.com/330100-inspection/test-4453bb68-5b85-4a46-b880-243e9e325c74.png.296x216.jpg', '次新房  楼层好  大阳台  诚心卖', '凯德湖墅  | 2室2厅 | 63.9平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2016年建塔楼  -  和睦', '355万', '单价55556元/平米')
('https://image1.ljcdn.com/330100-inspection/test-cc220308-05f4-4400-bfea-639daaf8dafd.png.296x216.jpg', '银泰旁 昆仑橡树园 婚房精装修 诚心出售 价格可谈', '昆仑橡树园  | 2室1厅 | 85.02平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2010年建板楼  -  申花', '420万', '单价49401元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4e628dab-2962-41c5-9b7f-83035039438e.png.280x210.jpg', '2001年房龄，标准两室，两房朝南，一梯两户，价格可谈', '三宝新村  | 2室1厅 | 68.7平米 | 南 | 简装 | 无电梯', '高楼层(共5层)1989年建板楼  -  信义坊', '240万', '单价34935元/平米')
('https://image1.ljcdn.com/330100-inspection/73fd9a2d-0fb2-4dba-a537-18e3ab3414a2.jpg.296x216.jpg', '户型正气，利用率高，采光充足，人车分流', '风景大院  | 3室2厅 | 128.24平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  桥西', '660万', '单价51467元/平米')
('https://image1.ljcdn.com/330100-inspection/d8061d85-fe82-410e-888b-5e3d50eccd5f.jpg.296x216.jpg', '南北通透格局，一楼带院子 楼层好 配套齐全', '大关西八苑  | 2室1厅 | 58.61平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1996年建塔楼  -  大关', '225万', '单价38390元/平米')
('https://image1.ljcdn.com/330100-inspection/46b54820-8bd3-4307-9813-fb481ec1f3c0.jpg.296x216.jpg', '莱德绅华府两房  西边套  房东换房诚心出售', '莱德绅华府  | 2室1厅 | 89.83平米 | 南 | 简装 | 有电梯', '低楼层(共22层)2014年建塔楼  -  申花', '435万', '单价48425元/平米')
('https://image1.ljcdn.com/330100-inspection/test-bce3082a-3649-48d3-a399-e99eb1f80f2b.png.296x216.jpg', '精装修，全明户型，赠送家具家电拎包入住，看房随时', '联合世纪新筑  | 2室2厅 | 102.6平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2008年建板楼  -  和睦', '500万', '单价48733元/平米')
('https://image1.ljcdn.com/330100-inspection/a156a6c4-30e8-4630-a314-034eb98f0ecd.JPG.296x216.jpg', '新青年广场新出办公楼，上下两层。', '新青年广场  | 1室1厅 | 155平米 | 南 | 简装 | 有电梯', '中楼层(共26层)2005年建塔楼  -  德胜', '220万', '单价14194元/平米')
('', '紫荆家园 大五房 业主诚心出售 看房提前约', '紫荆家园  | 5室3厅 | 198.44平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  拱宸桥', '800万', '单价40315元/平米')
('https://image1.ljcdn.com/330100-inspection/bca61ffd-a2a1-4f11-8ec4-f3aff6db55f7.jpg.296x216.jpg', '白马公寓  自住三房  采光充足 通透', '白马公寓  | 3室2厅 | 145平米 | 南 西 北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  湖墅', '999万', '单价68897元/平米')
('', '中天西城纪精装LOFT， 诚心出售', '中天西城纪  | 2室1厅 | 40.8平米 | 西 | 精装 | 有电梯', '低楼层(共14层)2014年建板楼  -  申花', '135万', '单价33089元/平米')
('https://image1.ljcdn.com/330100-inspection/e84d3cb2-9e32-4504-b547-2125a28493ba.jpg.296x216.jpg', '大关急售好房，价格可以谈多看看。', '大关东四苑  | 2室1厅 | 52.64平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  大关', '210万', '单价39894元/平米')
('https://image1.ljcdn.com/330100-inspection/ad9ffa56-c137-42ce-8156-03aeca3012a5.jpg.296x216.jpg', '品质小区开发商精装修大面积住宅', '东方福邸  | 6室2厅 | 222平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2013年建板楼  -  申花', '1400万', '单价63064元/平米')
('https://image1.ljcdn.com/330100-inspection/28e62260-f7b0-4b7f-a69b-90f6e13c6231.jpg.296x216.jpg', '仓基新村小面积，低总价，好楼层，诚心卖', '仓基新村  | 1室1厅 | 43平米 | 西北 | 精装 | 无电梯', '中楼层(共7层)1987年建板楼  -  信义坊', '193万', '单价44884元/平米')
('', '南北通透 精装修 高楼层 采光好', '顺发吉祥半岛  | 3室2厅 | 88.32平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2014年建板楼  -  桥西', '470万', '单价53216元/平米')
('https://image1.ljcdn.com/330100-inspection/813ef40c-4012-40c1-b7ba-c2ddb18752d3.jpg.296x216.jpg', '运河人家，楼龄新，南北通透，视野开阔，', '五洋运河人家  | 2室1厅 | 92.04平米 | 南 北 | 简装 | 有电梯', '高楼层(共16层)2002年建板楼  -  拱宸桥', '438万', '单价47589元/平米')
('', '朝南大两房 单价低总价低 自住办公都可以', '易构大厦  | 1室1厅 | 78.9平米 | 南 | 简装 | 有电梯', '中楼层(共16层)2009年建板楼  -  桥西', '120万', '单价15210元/平米')
('https://image1.ljcdn.com/330100-inspection/ebace29a-69f1-452f-8af0-c0b38ff99bf3.jpg.296x216.jpg', '远洋公馆精装修西边套。户型方正，急售!', '远洋公馆  | 4室2厅 | 191平米 | 南 | 精装 | 有电梯', '中楼层(共31层)2012年建板楼  -  拱宸桥', '1200万', '单价62828元/平米')
('https://image1.ljcdn.com/330100-inspection/8d0b5d40-2698-4e7f-8a13-607c4a70a1a0.jpg.296x216.jpg', '绿城西子田园牧歌 4室2厅 1050万', '绿城西子田园牧歌  | 4室2厅 | 245.24平米 | 南 西 西北 北 | 其他 | 无电梯', '中楼层(共4层)2014年建板楼  -  半山', '1050万', '单价42816元/平米')
('https://image1.ljcdn.com/330100-inspection/ed2a9f9b-c077-42ab-ba7f-f6f4fa744a49.jpg.296x216.jpg', '铁建二期  新上房源  业主自住  看房方便', '中国铁建国际汇  | 3室2厅 | 85.54平米 | 南 | 精装 | 有电梯', '低楼层(共24层)塔楼  -  拱宸桥', '438万', '单价51205元/平米')
('', '保利香槟国际新出好房，户型佳赠送面积多', '保利香槟国际  | 2室1厅 | 85.56平米 | 南 | 简装 | 有电梯', '中楼层(共25层)2013年建板楼  -  申花', '450万', '单价52595元/平米')
('https://image1.ljcdn.com/330100-inspection/b2b125b5-f743-4c17-9bea-0e60bbe26cf5.jpg.296x216.jpg', '房子精装修，满五不唯一，余杭塘河观景房，', '联合世纪新筑  | 3室2厅 | 135.09平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2008年建板楼  -  和睦', '634.5万', '单价46969元/平米')
('', '吉兴公寓 边套出售 已出证 看房随时 卖房置换', '吉兴公寓  | 3室1厅 | 85.92平米 | 南 | 简装 | 有电梯', '高楼层(共18层)板楼  -  和睦', '375万', '单价43646元/平米')
('https://image1.ljcdn.com/330100-inspection/185ca593-344c-43d4-a5a5-9b9a1f669153.jpg.296x216.jpg', '南北西岸 6室2厅 2400万', '南北西岸   | 联排别墅 | 6室2厅 | 203.4平米 | 南 | 其他 | 无电梯', '3层2009年建暂无数据  -  桥西', '2400万', '单价117995元/平米')
('https://image1.ljcdn.com/330100-inspection/25708b12-f699-4a1b-bb7d-1925f586db53.jpg.296x216.jpg', '诚心出售，总价低，全明东边套采光视野良好，南北通透', '伟华苑小区  | 2室1厅 | 59.66平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  拱宸桥', '210万', '单价35200元/平米')
('', '普金不多见的跃层 视野开阔 百米运河', '普金家园  | 7室2厅 | 187.3平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2003年建板楼  -  拱宸桥', '658万', '单价35131元/平米')
('https://image1.ljcdn.com/330100-inspection/8c689856-4cf6-496c-92a7-ed4d7df3f449.jpg.296x216.jpg', '绿城物业 精装修一房 随时看房  价格可谈', '蓝钻天成  | 3室2厅 | 99.09平米 | 东 南 | 精装 | 有电梯', '中楼层(共22层)2016年建板楼  -  申花', '258万', '单价26037元/平米')
('https://image1.ljcdn.com/330100-inspection/701d0ab0-6718-4a56-b742-ecccdf0890cd.jpg.296x216.jpg', '德泰御峰大厦 1室1厅 85万', '德泰御峰大厦  | 1室1厅 | 40.39平米 | 东 | 其他 | 有电梯', '高楼层(共19层)2010年建塔楼  -  申花', '85万', '单价21045元/平米')
('https://image1.ljcdn.com/330100-inspection/rBAF7VXxg5GAET0iAAFv4iRmxjI733.jpg.296x216.jpg', '名城公馆 5室2厅 2200万', '名城公馆  | 5室2厅 | 278.66平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2013年建板楼  -  桥西', '2200万', '单价78950元/平米')
('https://image1.ljcdn.com/330100-inspection/eb182cee-0bbb-44ad-8f76-35b0b90885ca.jpg.296x216.jpg', '贾家弄精装修三房，运河边，1995年的房龄，没有增值税', '贾家弄  | 3室1厅 | 73.38平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1993年建板楼  -  信义坊', '299万', '单价40747元/平米')
('', '边套，居住环境安静，舒适三房，带给您家的温馨！', '中天西城纪  | 3室1厅 | 65.54平米 | 西 | 精装 | 有电梯', '中楼层(共14层)2014年建板楼  -  申花', '225万', '单价34331元/平米')
('https://image1.ljcdn.com/330100-inspection/3c81e7df-3eff-4d2a-97fe-2f0738bce664.jpg.296x216.jpg', '东方福邸 4室2厅 1200万', '东方福邸  | 4室2厅 | 196.18平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2013年建板楼  -  申花', '1200万', '单价61169元/平米')
('https://image1.ljcdn.com/330100-inspection/2a12cf43-bef4-465d-a2af-2ab65cf93dd8.jpg.296x216.jpg', '申花板块 酒店式公寓 开发商精装 价格可谈 诚心出售', '蓝钻天成  | 1室1厅 | 43平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2016年建板楼  -  申花', '135万', '单价31396元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload49982c40-3aac-4e60-83c7-eabb1d7cd9b1.jpg.296x216.jpg', '大塘新村 精装修2房 拎包入住 3开间朝南', '大塘新村  | 2室1厅 | 50.61平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1986年建板楼  -  湖墅', '215万', '单价42482元/平米')
('https://image1.ljcdn.com/330100-inspection/cf3b0c77-9a6e-4db8-9089-396249011802.jpg.296x216.jpg', '拱墅申花区品质小区稀有小面积住宅', '东方福邸  | 1室1厅 | 63.7平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2013年建板楼  -  申花', '310万', '单价48666元/平米')
('', '和新北苑 2室1厅 325万', '和新北苑  | 2室1厅 | 71.62平米 | 南 | 简装 | 有电梯', '中楼层(共13层)2009年建板楼  -  和睦', '325万', '单价45379元/平米')
('https://image1.ljcdn.com/330100-inspection/7d0f56c4-e95e-436d-be0f-be8ee00f241d.jpg.296x216.jpg', '房东诚心卖，社区成熟，价格可谈，吃住行便利', '蓝钻天成  | 1室1厅 | 44.23平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2016年建板楼  -  申花', '135万', '单价30523元/平米')
('https://image1.ljcdn.com/330100-inspection/c550d5b7-16e2-4a1b-9857-db38289a502e.jpg.296x216.jpg', '小河直街历史文化街区 小型商铺 街区人流众多', '广兴新村  | 1室0厅 | 44.67平米 | 北 | 精装 | 无电梯', '低楼层(共7层)1998年建板楼  -  和睦', '220万', '单价49251元/平米')
('https://image1.ljcdn.com/330100-inspection/df922743-60b3-43b6-8554-1a1b699cee5d.jpg.296x216.jpg', '莫干山路 广电集团东边  刚需过渡房 双卧朝南', '莫干山路60号  | 2室1厅 | 51.97平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)1996年建板楼  -  湖墅', '176万', '单价33866元/平米')
('', '城西银泰南面 拱苑一期的房子 标准三房户型', '拱苑小区  | 3室2厅 | 95.35平米 | 东 南 北 | 简装 | 无电梯', '中楼层(共6层)2003年建板楼  -  申花', '375万', '单价39329元/平米')
('https://image1.ljcdn.com/330100-inspection/3beefadb-5ad4-491c-86c1-ee99c3fc23d5.jpg.296x216.jpg', '和睦院公寓  低总价 交通便利 双地铁口  配套齐全', '和睦院  | 1室1厅 | 41.26平米 | 南 | 简装 | 有电梯', '13层2008年建板楼  -  和睦', '140万', '单价33932元/平米')
('https://image1.ljcdn.com/330100-inspection/a9aff697-c3a6-4b82-9e6e-d052eeafd81b.JPG.296x216.jpg', '拱宸桥2003年的新房 上下两层 清爽装修', '亲仁里  | 3室1厅 | 114.86平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  拱宸桥', '385万', '单价33520元/平米')
('https://image1.ljcdn.com/330100-inspection/40e6f3c0-4959-423c-99cf-65d096e3434b.jpg.296x216.jpg', '大关新上 老式精装跃层 送大露台', '大关南六苑  | 3室1厅 | 76.48平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  大关', '300万', '单价39226元/平米')
('', '拱苑小区 2室2厅 380万', '拱苑小区  | 2室2厅 | 96.19平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2009年建塔楼  -  申花', '380万', '单价39506元/平米')
('https://image1.ljcdn.com/330100-inspection/e4987c16-f303-40d4-8635-0348acb5009e.jpg.296x216.jpg', '蓝钻天成 新上房源 总价低 诚心出售 价格可谈', '蓝钻天成  | 1室1厅 | 42.52平米 | 东北 | 精装 | 有电梯', '高楼层(共21层)2016年建板楼  -  申花', '126.6万', '单价29775元/平米')
('https://image1.ljcdn.com/330100-inspection/0893e6de-f9e8-45b6-a407-b764c3841111.jpg.296x216.jpg', '买一层送一层，房东赠送子母车位采光好，房东诚心卖！', '新青年广场  | 3室2厅 | 120平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2005年建塔楼  -  德胜', '358万', '单价29834元/平米')
('https://image1.ljcdn.com/330100-inspection/43b14837-9125-4ee4-8ad0-ae3cd051913d.jpg.296x216.jpg', '朝南大两房 单价低 总价低  自己住办公都可以', '易构大厦  | 2室1厅 | 84.85平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2009年建板楼  -  桥西', '120万', '单价14143元/平米')
('', '庆隆苑一期中间楼层，简单装修，诚心出售', '庆隆苑  | 3室1厅 | 99.85平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  和睦', '430万', '单价43065元/平米')
('https://image1.ljcdn.com/330100-inspection/d0d7b8f6-6a32-4597-a652-e59cd44e4f8a.jpg.296x216.jpg', '富越盈座3.7米层高Loft 精装修两房 看房方便诚心卖', '富越香郡盈座  | 3室1厅 | 65.89平米 | 北 | 精装 | 有电梯', '高楼层(共25层)2015年建板楼  -  桥西', '145万', '单价22007元/平米')
