('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/test-0ce972b9-da0f-4be9-be0a-0f90888e465e.png.296x216.jpg', '轻轨11 高品质小区 精装套二 业主诚售', '爱丁堡国际公寓  | 2室1厅 | 85.59平米 | 南 北 | 其他 | 有电梯', '低楼层(共23层)2011年建板楼  -  张村', '315万', '单价36804元/平米')
('https://image1.ljcdn.com/370200-inspection/407cbddc-cf36-44a0-bf3b-d222f16938c5.jpg.296x216.jpg', '山水名园二期 新上复式两居室 高楼层 视野好', '山水名园二期  | 2室2厅 | 128.01平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  石老人', '460万', '单价35935元/平米')
('https://image1.ljcdn.com/370200-inspection/2d21ce78-124e-493a-be92-ee147b5a396c.jpg.296x216.jpg', '银盛泰精装LOFT 带双气 近地铁 生活便利', '银盛泰新空间  | 2室1厅 | 38.52平米 | 东 | 其他', '低楼层(共16层)2017年建塔楼  -  汽车东站', '123万', '单价31932元/平米')
('https://image1.ljcdn.com/370200-inspection/1eeed9e1-61d0-4af4-8c48-6b4e8a660ac2.jpg.296x216.jpg', '新上颐景园 一楼带院 院子已打理好  浅色精装 安静', '颐景园  | 3室2厅 | 111.99平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  雕塑园', '525万', '单价46880元/平米')
('https://image1.ljcdn.com/370200-inspection/04eb1600-93be-4ce6-851c-ed83b535a964.jpg.296x216.jpg', '浮山前，多层带电梯，顶楼带阁楼，实用面积200平', '澳门花园  | 3室2厅 | 90.2平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  雕塑园', '680万', '单价75389元/平米')
('https://image1.ljcdn.com/370200-inspection/b5a14011-64a9-45e5-8906-d9dd44c9643e9.JPG.296x216.jpg', '檀香湾 高层看海 装修保护好 采光充足 单价低 诚售', '檀香湾  | 2室1厅 | 122.59平米 | 西 | 其他 | 有电梯', '高楼层(共24层)2008年建板楼  -  崂山CBD', '310万', '单价25288元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/851bb319-24f7-494b-885c-7301641a1d01.png.280x210.jpg', '南北通透户型，居家装修，业主诚意出售', '溪谷美寓一期  | 2室2厅 | 95.26平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2009年建板楼  -  汽车东站', '450万', '单价47240元/平米')
('', '书香门第 少售一楼带院套二 南北通透 不临路 诚售', '书香门第  | 2室2厅 | 108.23平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2007年建板楼  -  石老人', '538万', '单价49709元/平米')
('https://image1.ljcdn.com/370200-inspection/7b72b291-adb0-4d5e-8c64-79a55d6c83b9.jpg.296x216.jpg', '天泰金融广场B座 精装修 南向瞰海公寓 采光充足', '天泰金融广场B座  | 1室0厅 | 50.56平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2010年建板楼  -  崂山CBD', '120万', '单价23735元/平米')
('', '山水名园四期 全海景三居 新小区 车位电梯入户', '山水名园四期  | 3室2厅 | 148.68平米 | 南 北 | 其他 | 有电梯', '中楼层(共8层)2010年建板楼  -  石老人', '650万', '单价43719元/平米')
('https://image1.ljcdn.com/370200-inspection/ec7e6091-d352-49ba-bd62-48beda8a2f78.jpg.296x216.jpg', '浮山前金光别墅   地上四层   内置电梯', '金光绿茵新邨  | 5室3厅 | 294.41平米 | 南 北 | 其他 | 无电梯', '4层1999年建暂无数据  -  雕塑园', '1780万', '单价60460元/平米')
('https://image1.ljcdn.com/370200-inspection/cba0eb34-24e0-4d5a-8c61-90addeadb2793.JPG.296x216.jpg', '山水名园二期优质顶楼加阁楼利用率高可以直接拎包入住', '山水名园二期  | 5室4厅 | 143.38平米 | 南 北 | 精装 | 无电梯', '高楼层(共4层)2009年建板楼  -  石老人', '790万', '单价55099元/平米')
('https://image1.ljcdn.com/370200-inspection/d1250ee5-2577-4ddc-b5fe-dd1584a51046.jpg.296x216.jpg', '瑞纳花园 多层三居 双南卧西厅一北卧 低楼层 业主诚售', '瑞纳花园  | 3室2厅 | 125.77平米 | 南 西 北 | 其他 | 有电梯', '低楼层(共6层)2000年建板楼  -  石老人', '499万', '单价39676元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadfd9d4af2-e02f-4e2f-8c5d-bd4dee48fdae.jpg.296x216.jpg', '小区中间地块 不临街不靠路 全天采光 视野好 带车位', '金领世家  | 3室2厅 | 143.06平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2009年建板楼  -  崂山CBD', '670万', '单价46834元/平米')
('', '水木年华 M4号线 多层5楼送阁楼 阁楼利用率85', '水木年华  | 4室2厅 | 96.05平米 | 南 北 | 简装', '高楼层(共6层)2006年建板楼  -  松山后', '288万', '单价29985元/平米')
('', '亚麦山庄 3室2厅 580万', '亚麦山庄  | 3室2厅 | 126.49平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2002年建板楼  -  雕塑园', '580万', '单价45854元/平米')
('https://image1.ljcdn.com/370200-inspection/test-2b50c2e2-be28-4a75-a1cc-6cb1f285af69.png.296x216.jpg', '此房满五年诚意出售，装修保护好，地理位置优越', '凯旋家园  | 3室1厅 | 147.01平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2004年建板楼  -  崂山CBD', '550万', '单价37413元/平米')
('', '温哥华花园 2室2厅 510万', '温哥华花园  | 2室2厅 | 95.88平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2011年建塔楼  -  北村', '510万', '单价53192元/平米')
('https://image1.ljcdn.com/370200-inspection/03d95a8c-121c-4cad-b0c5-319f327672e3.jpg.296x216.jpg', '银盛泰新空间，精装修，双气，不限gou不限dai，随时看', '银盛泰新空间  | 3室1厅 | 41.14平米 | 北 | 其他', '中楼层(共16层)2017年建塔楼  -  汽车东站', '125万', '单价30385元/平米')
('https://image1.ljcdn.com/370200-inspection/9c5cbe19-08cb-49fb-98f7-8ceeaea559cf.JPG.296x216.jpg', '上实海上海四居室 海景房 省税 送车位 拎包入住', '上实海上海  | 4室2厅 | 328.24平米 | 南 北 | 精装 | 有电梯', '中楼层(共29层)2010年建板楼  -  石老人', '1560万', '单价47527元/平米')
('https://image1.ljcdn.com/370200-inspection/76188502-9fbd-49a0-b3dd-6f896db379fb.jpg.296x216.jpg', '套三可改套四，小区前排，独门独户，公摊小', '山海花园  | 3室2厅 | 157.75平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2000年建板楼  -  西姜', '490万', '单价31062元/平米')
('https://image1.ljcdn.com/370200-inspection/672f126d-1ac0-4bf5-8a1b-ab8cde58df29.jpg.296x216.jpg', '天泰品山 精装修四居室 电梯洋房 全明户型 进地铁', '天泰品山  | 4室2厅 | 158.74平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  雕塑园', '750万', '单价47248元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e29db74b-c365-474e-858d-df3497806a8e.png.280x210.jpg', '爱丁堡楼座No.1不临街 楼层好 采光好 视野好 诚心出售', '爱丁堡国际公寓  | 3室2厅 | 173.97平米 | 南 北 | 精装 | 有电梯', '高楼层(共21层)2011年建板楼  -  张村', '660万', '单价37938元/平米')
('https://image1.ljcdn.com/370200-inspection/e0d82da8-91f2-42d8-8591-e3d09cb9674a.JPG.296x216.jpg', '海韵东方 小户型套 一 可租可售 看海景', '海韵东方  | 1室1厅 | 41.36平米 | 东 | 其他 | 有电梯', '中楼层(共20层)2006年建板楼  -  崂山CBD', '95万', '单价22970元/平米')
('https://image1.ljcdn.com/370200-inspection/745155d6-42c4-4a55-8a3c-67908cca43e5.jpg.296x216.jpg', '美林小镇 精装修未住 带院子 满五 看房方便', '美林小镇  | 3室2厅 | 227.16平米 | 南 北 | 其他 | 无电梯', '3层2003年建暂无数据  -  石老人', '1200万', '单价52827元/平米')
('https://image1.ljcdn.com/370200-inspection/test-218d1d00-7a2f-4d97-89be-83f7d2ab6e10.png.296x216.jpg', '龙安新苑 双南一北卧室 西向客厅 采光充足 带平台', '龙安新苑  | 3室2厅 | 122.43平米 | 南 北 | 其他 | 无电梯', '低楼层(共4层)2003年建板楼  -  雕塑园', '700万', '单价57176元/平米')
('https://image1.ljcdn.com/370200-inspection/test-188b9319-91d1-48dd-b558-af35e64b91d2.png.296x216.jpg', '东岳海花园，高楼层，采光好，视野好，看房方便', '东岳海花园  | 2室2厅 | 91.39平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2007年建板楼  -  汽车东站', '330万', '单价36109元/平米')
('https://image1.ljcdn.com/370200-inspection/94783aee-1568-4a7f-8f48-85cf4271c16a.jpg.296x216.jpg', '翡翠花园 精装套三 全明户型 看房方便', '翡翠花园  | 3室2厅 | 118.85平米 | 东 南 北 | 精装 | 无电梯', '地下室(共6层)板楼  -  西姜', '320万', '单价26925元/平米')
('https://image1.ljcdn.com/370200-inspection/f1f3b48d-2975-4e23-81a1-061143de5b916.JPG.296x216.jpg', '东岳海花园，满五年居家装修，高楼层视野好，价钱能谈', '东岳海花园  | 2室2厅 | 124.66平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)2007年建板楼  -  汽车东站', '412万', '单价33050元/平米')
('https://image1.ljcdn.com/370200-inspection/64e60e1f-49e1-4658-b442-9f5f91c4449f.jpg.296x216.jpg', '依云小镇 精装大套三 南北通透 送车位储藏室 满两年', '海信依云小镇维拉  | 3室2厅 | 152.91平米 | 南 北 | 其他 | 有电梯', '低楼层(共15层)2015年建板楼  -  西姜', '736万', '单价48133元/平米')
('', '近地铁 近丽达 满五年唯一生活方便 采光视野无遮挡', '金岭花园A区  | 3室2厅 | 138.99平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  崂山CBD', '580万', '单价41730元/平米')
('https://image1.ljcdn.com/370200-inspection/354e7d34-edcf-49f9-aa9d-c8b0bc9010cc.jpg.296x216.jpg', '独栋大院别墅，独门独户，私密性好，', '金海湾   | 独栋别墅 | 6室2厅 | 386平米 | 南 | 其他 | 无电梯', '3层1998年建暂无数据  -  雕塑园', '2600万', '单价67358元/平米')
('https://image1.ljcdn.com/370200-inspection/8c91db99-9a14-4c79-9c3f-e084900005cb.jpg.296x216.jpg', '桃源山色，多层套三复式，上下面积250平，价钱能商量', '桃源山色  | 6室2厅 | 113.04平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2011年建板楼  -  汽车东站', '700万', '单价61925元/平米')
('', '金领世家，元宝户型套三，简单装修，看房方便', '金领世家  | 3室2厅 | 152.27平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  崂山CBD', '605万', '单价39733元/平米')
('https://image1.ljcdn.com/370200-inspection/test-0795dae9-84b7-4392-ad66-7bc5697628a3.png.296x216.jpg', '房子满五年精装修，全天采光。可以拎包入住', '千禧龙苑二期  | 1室1厅 | 78.36平米 | 南 | 其他 | 有电梯', '低楼层(共22层)2010年建板楼  -  石老人', '300万', '单价38285元/平米')
('https://image1.ljcdn.com/370200-inspection/cb390f87-91a4-457a-ae86-9e326e9e6a79.JPG.296x216.jpg', '石湾山庄 三百多万精装 带两个院子 带车库 拎包入住', '石湾山庄一期  | 7室3厅 | 300.71平米 | 南 北 | 精装 | 无电梯', '2层2011年建暂无数据  -  西姜', '1800万', '单价59859元/平米')
('https://image1.ljcdn.com/370200-inspection/61b7587b-d514-425d-8155-a5e93de820f7.jpg.296x216.jpg', '东方美景  南北通透大套三  高楼层出行方便', '东方美景  | 3室2厅 | 133.75平米 | 南 北 | 其他 | 有电梯', '高楼层(共14层)2008年建板楼  -  汽车东站', '540万', '单价40374元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/afb34707-0eb7-4116-8fdc-0ad08eead9aa.png.280x210.jpg', '山水名园三期 精装套二 户型方正 满五唯一', '山水名园三期  | 2室1厅 | 119.53平米 | 南 北 | 精装 | 有电梯', '中楼层(共15层)2010年建板楼  -  石老人', '496万', '单价41496元/平米')
('', '新上 亚麦山庄 南北卧三居 通透 好视野 不临街！', '亚麦山庄  | 3室2厅 | 132.66平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2002年建板楼  -  雕塑园', '588万', '单价44324元/平米')
('', '新出元宝套三户型 南北通透 户型好 不挡光 送地下车位', '鲁信长春花园  | 3室2厅 | 155.3平米 | 南 北 | 精装 | 有电梯', '中楼层(共26层)2008年建板楼  -  颐中体育场', '535万', '单价34450元/平米')
('https://image1.ljcdn.com/370200-inspection/test-66697fb9-409b-42fd-97b0-9f738f15ea28.png.296x216.jpg', '高楼层，视野好，采光好，满两年，看房有钥匙', '鲁信含章花园  | 1室2厅 | 61.47平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2012年建板楼  -  北村', '215万', '单价34977元/平米')
('', '深蓝公寓 1室0厅 79万', '深蓝公寓  | 1室0厅 | 41.93平米 | 东 | 其他', '中楼层(共20层)2010年建板塔结合  -  颐中体育场', '79万', '单价18841元/平米')
('', '竹韵山色二期 2室2厅 450万', '竹韵山色二期  | 2室2厅 | 90.14平米 | 南 北 | 其他 | 无电梯', '低楼层(共5层)2011年建板楼  -  北村', '450万', '单价49923元/平米')
('https://image1.ljcdn.com/370200-inspection/683ee507-3ad3-432f-acad-66c8485ca3d3.jpg.296x216.jpg', '金海湾 新翻建毛坯独栋别墅 位置好 业主诚售', '金海湾   | 独栋别墅 | 4室2厅 | 313.64平米 | 南 北 | 其他 | 无电梯', '3层1998年建暂无数据  -  雕塑园', '2700万', '单价86086元/平米')
('https://image1.ljcdn.com/370200-inspection/2b16bdf6-ac21-4f91-b7b7-acee485d71c5.jpg.296x216.jpg', '高楼层可以看远海，元宝通透户型，精装拎包入住', '爱丁堡国际公寓  | 3室2厅 | 151.25平米 | 南 北 | 精装 | 有电梯', '高楼层(共21层)2011年建板楼  -  张村', '600万', '单价39670元/平米')
('https://image1.ljcdn.com/370200-inspection/4ce073da-aecc-4673-9dca-48aacf008544.jpg.296x216.jpg', '银盛泰 高楼层向阳好房  业主诚心卖 精装LOFT', '银盛泰新空间  | 3室2厅 | 38.52平米 | 西 | 其他', '高楼层(共16层)2017年建塔楼  -  汽车东站', '125万', '单价32451元/平米')
('', '香港东路沿线网点，临公交站，年租金47万，正在经营', '香港东路商业  | 1室1厅 | 159.25平米 | 南 | 其他', '低楼层(共1层)2000年建板楼  -  雕塑园', '1300万', '单价81633元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0d8cfe8d-301a-43cd-bc41-6604a5776b10.png.280x210.jpg', '轻轨11号线旁 精装通透全明套三 好楼座 一梯一户', '爱丁堡国际公寓  | 3室2厅 | 182.26平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)2011年建板楼  -  张村', '680万', '单价37310元/平米')
('https://image1.ljcdn.com/370200-inspection/test-cc899cb2-fce6-427d-b520-506c2bec218c.png.296x216.jpg', '精装修 少住 有钥匙 送全套家具家电 税少 拎包入住', '康城  | 2室1厅 | 87.62平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2009年建板楼  -  汽车东站', '320万', '单价36522元/平米')
('', '东户精装套三 精装修 有车位 楼层适中 采光充足', '青建尚东区  | 3室2厅 | 114.29平米 | 东 南 北 | 其他 | 有电梯', '低楼层(共23层)2009年建板楼  -  汽车东站', '480万', '单价41999元/平米')
('https://image1.ljcdn.com/370200-inspection/7b03670e-9195-486d-82cb-44053a3f63aa.JPG.296x216.jpg', '瑞纳花园 满五年 高层无遮挡 三南向卧室 交通便利', '瑞纳花园  | 3室2厅 | 142.72平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2000年建板楼  -  石老人', '570万', '单价39939元/平米')
('https://image1.ljcdn.com/370200-inspection/c722f4ab-9f69-4d92-af92-96d3a118cc09.JPG.296x216.jpg', '瑞纳花园 精装顶加阁 产证过五年 阁楼不在产证面积', '瑞纳花园  | 6室2厅 | 167.7平米 | 南 北 | 精装 | 有电梯', '高楼层(共5层)2000年建板楼  -  石老人', '630万', '单价37568元/平米')
('https://image1.ljcdn.com/370200-inspection/f4ced2a1-55d2-426c-9849-abc707a1c056.jpg.296x216.jpg', '东岳海花园 中式三居 户型方正 配套成熟 满五唯一', '东岳海花园  | 3室2厅 | 132.75平米 | 南 北 | 其他 | 有电梯', '低楼层(共23层)2007年建板楼  -  汽车东站', '480万', '单价36159元/平米')
('https://image1.ljcdn.com/370200-inspection/09fe7b86-ea92-47fc-b4a2-9caf22db028c.jpg.296x216.jpg', '银盛泰 精装 loft户型  双气 不限GOU不限dai 近地铁', '银盛泰新空间  | 3室1厅 | 41.14平米 | 北 | 其他', '高楼层(共16层)2017年建塔楼  -  汽车东站', '100万', '单价24308元/平米')
('', '千禧龙苑一期 多层带电梯 纯南向 全天采光 视野开阔', '千禧龙苑一期  | 1室1厅 | 75.06平米 | 南 | 其他 | 有电梯', '中楼层(共5层)2001年建板楼  -  石老人', '249万', '单价33174元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c3cd2865-ec28-4a79-8ac0-40d0a29a0725.png.280x210.jpg', '金顶花园 套一改套二 满五年 精装自住房', '金顶花园  | 2室1厅 | 76.74平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  颐中体育场', '315万', '单价41048元/平米')
('https://image1.ljcdn.com/370200-inspection/test-13cd2361-a727-4954-9855-3ad3a15f6e70.png.296x216.jpg', '鲁信长春花园 3室1厅 559万', '鲁信长春花园  | 3室1厅 | 155.11平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2008年建板楼  -  颐中体育场', '559万', '单价36039元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/99a4a0b1-b878-45ff-a9dc-08fb4825263e.png.280x210.jpg', '香邑暖山 3室2厅 654万', '香邑暖山  | 3室2厅 | 150.27平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2012年建板楼  -  颐中体育场', '654万', '单价43522元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload9b6b5af7-dab9-471d-b31b-d7e15ca44b23.jpg.296x216.jpg', '爱丁堡 元宝户型 不临路 位置好 业主诚心出售', '爱丁堡国际公寓  | 3室2厅 | 161.7平米 | 南 北 | 精装 | 有电梯', '低楼层(共21层)2011年建板楼  -  张村', '570万', '单价35251元/平米')
