('https://image1.ljcdn.com/320100-inspection/65e7f4b6-8512-4930-a5fe-7820d6d2678d.jpg.296x216.jpg', '满五年 南北通透 采光足 拎包入住 居家装修', '新天地花园  | 2室1厅 | 59.22平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  月牙湖', '168万', '单价28369元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb7b7c3db-1edf-48b8-a366-640e37253a7e.jpg.296x216.jpg', '月牙湖畔 小区中间位置 双卧朝南 不临街', '蓝旗新村  | 2室0厅 | 50.21平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1983年建板楼  -  大光路', '160万', '单价31867元/平米')
('https://image1.ljcdn.com/320100-inspection/6d005a0a-62e2-4b3a-a7da-d662aed3c73f.JPG.296x216.jpg', '满五年 精装拎包入住  户型方正 采光视野好', '四方新村二村  | 3室1厅 | 73.31平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板塔结合  -  月牙湖', '207万', '单价28237元/平米')
('https://image1.ljcdn.com/320100-inspection/3724601a-2c43-4b53-9cbc-141c17e8b53c.jpg.296x216.jpg', '新街口高档小区 四房看房方便 设施齐全 全明改善', '朗诗熙园  | 4室2厅 | 175.08平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2004年建板楼  -  新街口', '800万', '单价45694元/平米')
('https://image1.ljcdn.com/320100-inspection/a7487ff5-8f21-4567-859d-b9e79943c2f7.JPG.296x216.jpg', '洪武路户部街羊皮巷 洪武路 婚装拎包住', '淮海新村  | 2室1厅 | 53.8平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1991年建板楼  -  新街口', '310万', '单价57621元/平米')
('https://image1.ljcdn.com/320100-inspection/86cbd4ae-e0b1-4d3f-b5d7-885c8148813f.JPG.296x216.jpg', '秦淮 秦虹 大明路 南部新城 顶楼带阁楼', '康安里小区  | 2室1厅 | 68.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2000年建板楼  -  秦虹', '190万', '单价27925元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5be714fd-b345-445e-bb75-4811f0437e91.jpg.296x216.jpg', '新街口商圈 有电梯 双地铁 94年房龄 新装修 配套完善', '大王府巷  | 1室1厅 | 46.68平米 | 东 | 其他 | 有电梯', '高楼层(共10层)1995年建板塔结合  -  新街口', '136万', '单价29135元/平米')
('https://image1.ljcdn.com/320100-inspection/fd08e25b-8f59-4f34-a1f1-a50dc5eee609.jpg.296x216.jpg', '张府园地铁 精装 酒店式公寓 火瓦巷社区 采光不挡', '盛天大厦  | 1室1厅 | 51.72平米 | 西 | 精装 | 有电梯', '低楼层(共14层)2017年建板塔结合  -  新街口', '269万', '单价52011元/平米')
('https://image1.ljcdn.com/320100-inspection/6d484915-dba8-4347-ab6a-65d6020fab7e.jpg.296x216.jpg', '新街口 户型方正 采光不挡 交通便利 配套成熟', '三茅宫  | 2室1厅 | 61.5平米 | 东 西 | 其他 | 有电梯', '高楼层(共7层)1980年建板楼  -  新街口', '192万', '单价31220元/平米')
('https://image1.ljcdn.com/320100-inspection/76fef21a-a24e-4c1f-8df9-be6272decbff.JPG.296x216.jpg', '东西通透 采光不挡 封闭式小区 毛坯', '绣花巷8号  | 3室1厅 | 64.03平米 | 东 | 其他 | 有电梯', '高楼层(共7层)1994年建板楼  -  常府街', '168万', '单价26238元/平米')
('https://image1.ljcdn.com/320100-inspection/020ffa6c-d072-4f20-a9dc-dd4e08bbb116.jpg.296x216.jpg', '瑞金新村 2室2厅 252万', '瑞金新村  | 2室2厅 | 65.17平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1977年建板塔结合  -  瑞金路', '252万', '单价38669元/平米')
('https://image1.ljcdn.com/320100-inspection/test-3b74cee6-09f6-428f-8692-79981b76d84e.png.296x216.jpg', '文泽园 五老村商品房 小区环境好 常府街地铁站', '文泽园  | 2室2厅 | 99.09平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  五老村', '485万', '单价48946元/平米')
('https://image1.ljcdn.com/320100-inspection/d6e6fe68-2951-4978-a7f6-fc045b13744f.JPG.296x216.jpg', '雅居乐花园 3室1厅 249万', '雅居乐花园  | 3室1厅 | 74.65平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2010年建板塔结合  -  秦虹', '249万', '单价33356元/平米')
('https://image1.ljcdn.com/320100-inspection/0e9294e5-b54b-4a9a-8547-ae2fdb6a569d.jpg.296x216.jpg', '大光路 南北通透 装修好 房龄新 采光好 诚意出售', '京门府  | 2室2厅 | 107.55平米 | 南 北 | 精装', '低楼层(共15层)2015年建板楼  -  大光路', '550万', '单价51140元/平米')
('https://image1.ljcdn.com/320100-inspection/23124597-880d-4508-b924-be79a4e0912c.jpg.296x216.jpg', '大光路 精装3房 房龄新 户型方正 交通便利 配套成熟', '香格里拉花园  | 3室2厅 | 107平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2003年建板楼  -  大光路', '492万', '单价45982元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd64257ae-42df-4a3c-bf6d-017caa8028d8.JPG.296x216.jpg', '一楼带32平方院子，可以做连家店，出行方便。', '瑞金北村  | 2室1厅 | 49.45平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1986年建板楼  -  瑞金路', '249万', '单价50354元/平米')
('https://image1.ljcdn.com/320100-inspection/f850f276-10ea-4297-8a00-81ecb327586e.JPG.296x216.jpg', '夫子庙商圈 京隆国际公寓 户型好  中间楼层', '京隆国际公寓  | 1室1厅 | 53.51平米 | 北 | 其他 | 有电梯', '高楼层(共15层)2003年建板塔结合  -  升州路', '165万', '单价30836元/平米')
('https://image1.ljcdn.com/320100-inspection/bc463864-c9bb-4607-8e54-df46a49d687b.JPG.296x216.jpg', '新街口 火瓦钟英 洪武路 小火瓦巷 户型方正 银行房改', '洪武公寓  | 2室2厅 | 107.55平米 | 南 | 其他 | 有电梯', '高楼层(共8层)2000年建板塔结合  -  新街口', '358万', '单价33287元/平米')
('https://image1.ljcdn.com/320100-inspection/9fe2d0cd-66ca-45e2-8676-000c2e3e18f4.jpg.296x216.jpg', '苜蓿园大街 紫金山下 月牙湖畔  房龄新 带电梯', '大地豪庭  | 6室3厅 | 198.96平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2004年建板塔结合  -  月牙湖', '730万', '单价36691元/平米')
('https://image1.ljcdn.com/320100-inspection/a4161ddd-456b-436d-97e3-e0577d7b012b.jpg.296x216.jpg', '房龄新 南北通透两房 一楼带院子 交通便利', '银龙三期  | 2室1厅 | 62.19平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2008年建板楼  -  月牙湖', '130万', '单价20904元/平米')
('https://image1.ljcdn.com/320100-inspection/ee5928ec-3771-45f1-8f57-fb892d2f436c.JPG.296x216.jpg', '南部新城 保利品质 开发商精装交付 业主诚售', '保利堂悦  | 3室2厅 | 92平米 | 南 | 其他', '低楼层(共27层)板楼  -  洪家园', '385万', '单价41848元/平米')
('https://image1.ljcdn.com/320100-inspection/188a4e31-40de-47e8-853a-45296ed2448e.jpg.296x216.jpg', '户型方正 采光无遮挡 交通便利 配套成熟 诚意出售', '光华东街16号小区  | 2室1厅 | 61平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1985年建板楼  -  大光路', '176万', '单价28853元/平米')
('https://image1.ljcdn.com/320100-inspection/test-370817cb-3464-43ca-bf0d-961309bc423c.png.296x216.jpg', '光华路海福巷精装修电梯房双南满五年唯一', '四方新村三村  | 2室1厅 | 75.39平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2000年建板塔结合  -  月牙湖', '185万', '单价24540元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload01bc8cb2-ead1-4660-8aa9-24cc2836f452.jpg.296x216.jpg', '瑞金路 南京一中 一楼大院采光好', '瑞金新村  | 3室1厅 | 65.96平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1979年建板塔结合  -  瑞金路', '300万', '单价45483元/平米')
('https://image1.ljcdn.com/320100-inspection/e13ac5fd-a685-4e49-99fc-03b44ba5e5ec5.jpg.296x216.jpg', '富民坊 2室1厅 170万', '富民坊  | 2室1厅 | 49.98平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1990年建板楼  -  新街口', '170万', '单价34014元/平米')
('https://image1.ljcdn.com/320100-inspection/d49c257c-45d3-4eb8-86a7-488c891bb066.jpg.296x216.jpg', '新街口 上海路  低楼层 南北通透 连家店', '天堂街  | 2室1厅 | 54平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1990年建板楼  -  新街口', '235万', '单价43519元/平米')
('https://image1.ljcdn.com/320100-inspection/test-715e82d9-c534-46eb-8893-fa36e788d764.png.296x216.jpg', '良城美景家园 2室1厅 365万', '良城美景家园  | 2室1厅 | 101.3平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2005年建板楼  -  秦虹', '365万', '单价36032元/平米')
('https://image1.ljcdn.com/320100-inspection/d9745972-dc2e-44c6-ad79-2be92465bf04.JPG.296x216.jpg', '南部新城，视野开阔，采光充足，配套齐全 交通便利', '保利堂悦  | 3室2厅 | 93平米 | 南 | 其他', '中楼层(共27层)板楼  -  洪家园', '385万', '单价41398元/平米')
('https://image1.ljcdn.com/320100-inspection/91d76ba6-de3e-41b3-b38a-8fb914235784.jpg.296x216.jpg', '苜蓿园大街 月牙湖畔 北京华联旁 出门公交', '天地花园  | 2室1厅 | 54.66平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  月牙湖', '148万', '单价27077元/平米')
('https://image1.ljcdn.com/320100-inspection/f18ac332-a1b3-45b3-a768-9aa642055fd1.JPG.296x216.jpg', '地铁大三房  装修很好  拎包入住', '弓箭坊小区  | 3室1厅 | 90.68平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  来凤里', '280万', '单价30878元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7f044293-15d1-4139-b814-b4d3f18460b7.JPG.296x216.jpg', '生活方便 交通便利 设施配套相对的成熟。', '新巷  | 1室1厅 | 43.8平米 | 西 | 其他 | 无电梯', '高楼层(共7层)1992年建板楼  -  五老村', '150万', '单价34247元/平米')
('https://image1.ljcdn.com/320100-inspection/a00b7603-eabf-4d9b-884e-34b9acb3f832.JPG.296x216.jpg', '五老村 西安门地铁 生活便利 交通方便', '二条巷  | 3室1厅 | 66.61平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1987年建板楼  -  五老村', '223万', '单价33479元/平米')
('https://image1.ljcdn.com/320100-inspection/e294480c-71cf-4204-b2a7-d461427a0d15.JPG.296x216.jpg', '南部新城 大明路 洪家园 电梯两房 房龄新 装修好', '大明宏苑  | 2室1厅 | 63.37平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2010年建板塔结合  -  洪家园', '230万', '单价36295元/平米')
('https://image1.ljcdn.com/320100-inspection/test-e98fbb84-0fe4-4e8e-9f7d-ff1fdb2d8c92.png.296x216.jpg', '月牙湖苜蓿园大街梅花山庄2017年精装修', '梅花山庄丽景苑  | 2室2厅 | 76.19平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  月牙湖', '287万', '单价37669元/平米')
('https://image1.ljcdn.com/320100-inspection/86b3b1fd-0ea7-4b9b-99f1-1a330280ddbb.jpg.296x216.jpg', '低楼层 采光无遮挡 老门东 出行方便', '信府河  | 2室1厅 | 50.33平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)板楼  -  长乐路', '188万', '单价37354元/平米')
('https://image1.ljcdn.com/320100-inspection/9b1f2a27-66ee-4da1-817f-d0ea1fd89cd6.jpg.296x216.jpg', '一楼带院子满五年无个税精装修交通便利出新小区', '中和桥12号  | 2室1厅 | 51.5平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1991年建板塔结合  -  光华路', '166万', '单价32234元/平米')
('https://image1.ljcdn.com/320100-inspection/1f7a85b1-3e5d-4511-8fec-0b9b0b1aa773.JPG.296x216.jpg', '瑞金路 满五唯一 后标营小区 生活配套齐全', '后标营38号  | 4室2厅 | 120平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  瑞金路', '370万', '单价30834元/平米')
('https://image1.ljcdn.com/320100-inspection/55fbcbaa-650e-4eda-a70d-d54a75cad5f9.jpg.296x216.jpg', '光华路 双卧朝南 视野采光好  业主诚售 教室公寓', '四方新村七村  | 2室1厅 | 65.56平米 | 东 南 西 | 其他 | 有电梯', '高楼层(共7层)2000年建板塔结合  -  月牙湖', '176万', '单价26846元/平米')
('https://image1.ljcdn.com/320100-inspection/97802417-13f1-49f5-ad3b-93cbbf7a1953.jpg.296x216.jpg', '蓝旗街 御道街 光华门 满五年 中间楼层 采光好', '蓝旗新村  | 1室1厅 | 54.46平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)1983年建板楼  -  大光路', '168万', '单价30849元/平米')
('https://image1.ljcdn.com/320100-inspection/a535156f-c6b7-47cc-a317-10b8aef0df5b.jpg.296x216.jpg', '渡船口小区 2室2厅 210万', '渡船口小区  | 2室2厅 | 72.53平米 | 东 南 | 其他 | 有电梯', '低楼层(共28层)2000年建塔楼  -  来凤里', '210万', '单价28954元/平米')
('https://image1.ljcdn.com/320100-inspection/test-774a797d-66ea-44d1-b341-90a35fe0ee9d.png.296x216.jpg', '蓝旗新村 2室1厅 160万', '蓝旗新村  | 2室1厅 | 48平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  大光路', '160万', '单价33334元/平米')
('https://image1.ljcdn.com/320100-inspection/38677e83-3ffd-49f6-83fc-c6698bdb93d4.jpg.296x216.jpg', '月牙湖 苜蓿园  紫金山  小两房 精装修', '苜卫路27号  | 2室1厅 | 48.03平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1990年建板楼  -  月牙湖', '138万', '单价28733元/平米')
('https://image1.ljcdn.com/320100-inspection/62cb9166-da17-43e2-994b-843464c1241e.JPG.296x216.jpg', '5.2米挑高 采光好 视野好 利用率高 全明户型', '御水湾花园  | 2室1厅 | 53.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)2007年建板塔结合  -  光华路', '248万', '单价46347元/平米')
('https://image1.ljcdn.com/320100-inspection/c38f1dbc-7492-4cbf-a94a-abc0ea0066d7.jpg.296x216.jpg', '1998年房龄 自来水公司房改房 申家巷 郑和公园旁', '申家巷  | 2室1厅 | 64.7平米 | 东 西 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  常府街', '190万', '单价29367元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload4883d590-f5c5-4091-b790-38d3f4bab0e9.JPG.296x216.jpg', '秦虹 雨花门 洪家园 大明路 交通便利 配套成熟', '赞成领尚  | 1室1厅 | 54.38平米 | 东 | 其他 | 有电梯', '低楼层(共25层)2012年建板楼  -  洪家园', '142万', '单价26113元/平米')
('https://image1.ljcdn.com/320100-inspection/d7c595ae-31b0-4226-ba16-b1373e22a415.jpg.296x216.jpg', '居家装修 高楼层采光好 夫子庙白鹭洲公园', '大石坝街  | 1室1厅 | 38.61平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1987年建板楼  -  夫子庙', '136万', '单价35225元/平米')
('https://image1.ljcdn.com/320100-inspection/d6725736-b9a4-4e0c-a0bb-eb3e7233959d.jpg.296x216.jpg', '堂子街 汉中门 省中医院 看房方便', '堂子街  | 2室1厅 | 56.93平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)1997年建板塔结合  -  朝天宫', '153万', '单价26876元/平米')
('https://image1.ljcdn.com/320100-inspection/test-736f2b25-83f8-4fa1-baa9-ca216fa0bbed.png.296x216.jpg', '银通公寓 2室1厅 241万', '银通公寓  | 2室1厅 | 73.04平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1996年建板塔结合  -  瑞金路', '241万', '单价32996元/平米')
('https://image1.ljcdn.com/320100-inspection/a6ff6883-cc79-4cc0-801d-5483f5469c33.jpg.296x216.jpg', '中航金城1号 4室2厅 1123万', '中航金城1号  | 4室2厅 | 182.47平米 | 东 南 北 | 其他', '低楼层(共7层)2016年建板楼  -  瑞金路', '1123万', '单价61545元/平米')
('https://image1.ljcdn.com/320100-inspection/8db69627-fc9e-4084-a63b-d2fbeee4efb1.JPG.296x216.jpg', '南部新城 南北通透 采光充足 交通便利 业主诚心出售', '风光里小区  | 2室2厅 | 91.22平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2006年建板塔结合  -  洪家园', '320万', '单价35081元/平米')
('https://image1.ljcdn.com/320100-inspection/9f1ae0cb-7621-49ac-96ec-1c591c360bed.jpg.296x216.jpg', '琵琶小区 楼层好 采光好  夫子庙地铁', '琵琶小区  | 3室1厅 | 77平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1990年建板塔结合  -  夫子庙', '295万', '单价38312元/平米')
('https://image1.ljcdn.com/320100-inspection/cd98e80c-6386-46d6-b408-6d15bbccdb7f.JPG.296x216.jpg', '龙蟠中路 秦虹 满两年 居家装修 朝东 电梯房', '雅居乐花园  | 1室1厅 | 54.25平米 | 东 | 精装 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  秦虹', '169万', '单价31153元/平米')
('https://image1.ljcdn.com/320100-inspection/0c1b08fe-7f2c-435b-94fb-36d017e57056.jpg.296x216.jpg', '南北通透单室套，满五年唯一，采光无极限，朝南有阳台', '文津桥  | 1室1厅 | 42.14平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1988年建板楼  -  朝天宫', '138万', '单价32748元/平米')
('https://image1.ljcdn.com/320100-inspection/124a3eeb-5f7d-4202-9264-0a9475c3a0bd.JPG.296x216.jpg', 'CFC长发中心 2室1厅 450万', 'CFC长发中心  | 2室1厅 | 73.94平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2007年建塔楼  -  五老村', '450万', '单价60861元/平米')
('https://image1.ljcdn.com/320100-inspection/7c3dbc8c-b7f3-4fc0-95fd-1d25c2db6720.jpg.296x216.jpg', '紫杨佳园 2室1厅 190万', '紫杨佳园  | 2室1厅 | 85.9平米 | 南 北 | 其他 | 有电梯', '中楼层(共14层)2013年建板楼  -  月牙湖', '190万', '单价22119元/平米')
('https://image1.ljcdn.com/320100-inspection/76553235-604a-4086-8f5a-2171b035c106.jpg.296x216.jpg', '月牙湖 苜蓿园 紫金山 三房 南北通透', '苜中路1号  | 3室1厅 | 68.2平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1983年建板楼  -  月牙湖', '206万', '单价30206元/平米')
('https://image1.ljcdn.com/320100-inspection/859f7547-5004-4e85-91a9-ad323820eba7.jpg.296x216.jpg', '三山街 来凤 一楼带院子 精装修 户型好', '仁义桥  | 3室1厅 | 56.85平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)2017年建板楼  -  来凤里', '188万', '单价33070元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload28f155f8-f79c-49d1-b9bb-9d699060f1a9.JPG.296x216.jpg', '秦虹小区 低楼层单室 满五年 交通便利 配套齐全', '岗虹苑  | 1室1厅 | 41.25平米 | 东 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  秦虹', '112万', '单价27152元/平米')
('https://image1.ljcdn.com/320100-inspection/aace0cab-6f21-4b4c-9e2f-db38f18ae66d.jpg.296x216.jpg', '五老村 3室1厅 370万', '五老村  | 3室1厅 | 99.37平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1989年建板楼  -  五老村', '370万', '单价37235元/平米')
('https://image1.ljcdn.com/320100-inspection/test-9fdb8c98-446a-4a4a-894c-a6b3e74f5e5c.png.296x216.jpg', '四方新村三村 2室1厅 185万', '四方新村三村  | 2室1厅 | 74.42平米 | 南 | 其他 | 有电梯', '中楼层(共14层)2000年建板塔结合  -  月牙湖', '185万', '单价24859元/平米')
