('https://image1.ljcdn.com/310000-inspection/test-1b985316-fcfb-4d1c-92e6-eb684c06bd34.png.296x216.jpg', '精装大三房，满五唯一，品质小区配套齐全，人车分流，', '品尊国际  | 3室2厅 | 153.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共36层)2011年建板楼  -  真如', '1220万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/62a4d722-6e77-4d71-bee5-582cf52ba1c7.JPG.296x216.jpg', '南北通一室户 总价低 采光好  配套齐全  诚心出售', '宜川六村  | 1室1厅 | 35.18平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1984年建板楼  -  甘泉宜川', '172万', '单价48892元/平米')
('https://image1.ljcdn.com/310000-inspection/517ed263-6e31-460f-a3ea-fd60a114fd9a.jpg.296x216.jpg', '宋家滩小区 2室0厅 245万', '宋家滩小区  | 2室0厅 | 41.99平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)1988年建板楼  -  长风', '245万', '单价58348元/平米')
('https://image1.ljcdn.com/310000-inspection/c2a11685-3104-4724-bfd6-e3a4bb8ee5e3.jpg.296x216.jpg', '读书找曹杨 南北精装三房 诚心出售 全明户型 随时可签', '桂巷新村  | 3室1厅 | 63.75平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1983年建板楼  -  长风', '375万', '单价58824元/平米')
('https://image1.ljcdn.com/310000-inspection/65944cbc-9222-4308-8b50-0008e4a41bfa.jpg.296x216.jpg', '户型正气 一梯两户  诚意出售 采光充足', '真光十小区  | 2室1厅 | 65.09平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1996年建板楼  -  真光', '310万', '单价47627元/平米')
('https://image1.ljcdn.com/310000-inspection/d41a8492-7758-4738-b2ee-73177052fbc4.JPG.296x216.jpg', '曹杨二中，中间楼层  满五唯一  总价低  无遮挡', '杏园  | 2室1厅 | 51.98平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  曹杨', '310万', '单价59639元/平米')
('https://image1.ljcdn.com/310000-inspection/a41c926e-0562-45ac-ab7e-d5262252a2cd.JPG.296x216.jpg', '双南两房    近地铁   采光充足    视野开阔', '宜川六村  | 2室1厅 | 52.23平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  甘泉宜川', '267万', '单价51121元/平米')
('https://image1.ljcdn.com/310000-inspection/14369a00-2897-45cc-9e2c-f7fdb8bb1dd8.jpg.296x216.jpg', '动迁房 满五唯一 价格可谈 看房方便', '真光十小区  | 2室1厅 | 61.94平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1996年建板楼  -  真光', '289万', '单价46659元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd237f248-18b7-454a-bd22-2eb5b1a5c423.jpg.296x216.jpg', '采光充足 交通便利 设施齐全 满五年', '灵芝公寓  | 3室1厅 | 105.59平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)1990年建板楼  -  甘泉宜川', '580万', '单价54930元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7cac4376-3802-4e82-8b92-ad2f7aeb005e.JPG.296x216.jpg', '怒江新村 采光好 精装现房 交通便利 品质小区', '怒江新村  | 1室1厅 | 41.66平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1988年建板楼  -  长风', '245万', '单价58810元/平米')
('https://image1.ljcdn.com/310000-inspection/db3b1401-c94f-46ae-9f22-6ae1687800b2.jpg.296x216.jpg', '普陀区 近新村路7号地铁 800米  精装修  价格可谈', '金原新苑  | 2室1厅 | 60.98平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  甘泉宜川', '325万', '单价53297元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload803e0882-31ca-438d-97b0-0a90b9ff59ea.JPG.296x216.jpg', '曹杨三村 双南两房  户型正气  诚意 出售 满五唯一', '曹杨三村(兰岭园)  | 2室1厅 | 59.3平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1978年建板楼  -  曹杨', '350万', '单价59022元/平米')
('https://image1.ljcdn.com/310000-inspection/d0f1a908-8605-4976-b533-630de2a4cefd.jpg.296x216.jpg', '3轨交汇地铁沿线+双南2房+所 有功能间全部有窗+诚意卖', '宝钢公寓  | 2室2厅 | 97.62平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  光新', '540万', '单价55317元/平米')
('https://image1.ljcdn.com/310000-inspection/ab15d62a-23f0-4dca-a998-5ba529ae57c6.JPG.296x216.jpg', '内环内住宅有电梯，业主置换看好新房，价格看中可谈', '中宁大楼  | 2室1厅 | 78.39平米 | 南 | 简装 | 有电梯', '低楼层(共34层)1993年建塔楼  -  武宁', '480万', '单价61233元/平米')
('https://image1.ljcdn.com/310000-inspection/15fde72d-7a0a-460e-9a00-192c4f125f13.jpg.296x216.jpg', '普通住宅，无增值税，房型正气，采光无遮挡', '金江家园  | 1室1厅 | 54.09平米 | 南 | 精装 | 有电梯', '高楼层(共7层)2002年建板楼  -  长征', '315万', '单价58237元/平米')
('https://image1.ljcdn.com/310000-inspection/d6570459-e78d-4774-b4b6-9e6d9f935240.JPG.296x216.jpg', '达苑小区，东边套全明一室一厅，楼层好，通风、采光佳', '达苑小区  | 2室1厅 | 47.39平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1984年建板楼  -  甘泉宜川', '230万', '单价48534元/平米')
('https://image1.ljcdn.com/310000-inspection/29fb2a82-dcbd-43f2-ad00-4959f5507ea2.JPG.296x216.jpg', '3轨交汇处，环球港在门前，高区视野开阔。装修采光好', '曹杨六村(兰溪园)  | 1室1厅 | 46.89平米 | 南 | 简装', '高楼层(共7层)1985年建板楼  -  曹杨', '242万', '单价51611元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb1dfd9e5-fee6-43a2-829e-f7a38fc21594.JPG.296x216.jpg', '七号线新村路地铁站，配套设施齐全', '宜君路185弄  | 2室2厅 | 67.8平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1993年建板楼  -  甘泉宜川', '360万', '单价53098元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload131b872f-5dad-4c5b-9e30-99edf8f769c0.jpg.296x216.jpg', '带地暖+精装两居室+朝南主卧带阳台+很精致的+价格可谈', '信仪新村  | 2室1厅 | 56.67平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1989年建板楼  -  真如', '350万', '单价61762元/平米')
('https://image1.ljcdn.com/310000-inspection/e92d8f2e-47b5-433d-ae78-de490932c9bd.JPG.296x216.jpg', '视野宽阔，采光充足，配套设施齐全，交通便利', '真如西村  | 1室1厅 | 49.58平米 | 南 | 简装 | 有电梯', '中楼层(共7层)1988年建板楼  -  真如', '255万', '单价51433元/平米')
('https://image1.ljcdn.com/310000-inspection/28dda4c9-7c81-412a-8f86-9cca3e94f3a6.jpg.296x216.jpg', '精装修，品质小区，双南户型，房龄新，业主诚意出售', '宜川五村  | 2室1厅 | 50.26平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1983年建板楼  -  甘泉宜川', '258万', '单价51334元/平米')
('https://image1.ljcdn.com/310000-inspection/f12c0cd2-8254-4bac-8902-bd5254d06350.JPG.296x216.jpg', '满五年 唯一 两房 售后公房 少税费', '杨家桥小区(普陀)  | 2室1厅 | 52.97平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  万里', '270万', '单价50973元/平米')
('https://image1.ljcdn.com/310000-inspection/c888ff6b-122c-4725-b699-fe6b31bc5e7e.jpg.296x216.jpg', '内环边上，近地铁，精装修，看房方便，诚意出售', '绿叶小区(普陀)  | 1室1厅 | 57.85平米 | 南 | 精装 | 有电梯', '低楼层(共14层)1981年建塔楼  -  真如', '378万', '单价65342元/平米')
('https://image1.ljcdn.com/310000-inspection/3b5f5ee5-f77e-4546-8ecf-ab11dab25154.jpg.296x216.jpg', '上海西站旁边电梯房，价格有空间，诚意出售', '车站新村(普陀)  | 2室1厅 | 64.78平米 | 南 | 简装 | 有电梯', '低楼层(共18层)1993年建塔楼  -  真如', '352万', '单价54338元/平米')
('https://image1.ljcdn.com/310000-inspection/7b34ee99-065b-4375-82ba-0a5d2b30f7d9.jpg.296x216.jpg', '边套户型一室 采光好通风效果佳  出行方便', '桃浦六村绿春苑  | 1室1厅 | 42.57平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '175万', '单价41109元/平米')
('https://image1.ljcdn.com/310000-inspection/f6a27755-47a2-40a1-8925-5f50ed051ce4.jpg.296x216.jpg', '地铁口两房，中环边上，菜场出门就是，房东诚意出售', '杨桥第一小区  | 2室1厅 | 70.38平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  桃浦', '330万', '单价46889元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8dd47b42-b9d6-4442-a216-fa07a395ba7a.JPG.296x216.jpg', '轨交两房，业主置换，户型正气，看房随时', '曹杨七村  | 2室1厅 | 60.8平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  曹杨', '360万', '单价59211元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5610d9bd-b66e-49d3-a3a7-38d7017d5557.JPG.296x216.jpg', '近新村路七号线新村路站,周.边配套成熟，优质小区！！', '甘泉二村  | 2室0厅 | 45.6平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  甘泉宜川', '240万', '单价52632元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload07fc4efb-236c-4771-98f7-e02f78368733.jpg.296x216.jpg', '宜川罕见的高档电梯房，2004年的，一梯二户，8/8梯', '宜川路351弄  | 3室2厅 | 124.6平米 | 南 北 | 简装 | 有电梯', '高楼层(共8层)2004年建板楼  -  甘泉宜川', '758万', '单价60835元/平米')
('https://image1.ljcdn.com/310000-inspection/ca576360-baf0-4c89-9467-e75898399d5c.JPG.296x216.jpg', '此房满五唯一，南北两房，采光无遮挡，楼层佳', '众源公寓  | 2室2厅 | 89.51平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  甘泉宜川', '530万', '单价59212元/平米')
('https://image1.ljcdn.com/310000-inspection/c6bf2ea5-c06f-4f07-a212-21fe1a92cd7a.JPG.296x216.jpg', '朝南一室＋阳台 总价低  中间楼层  交通便利', '宜川六村  | 1室1厅 | 30.58平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1984年建板楼  -  甘泉宜川', '159万', '单价51995元/平米')
('https://image1.ljcdn.com/310000-inspection/027c4b82-a1e3-4b64-80b3-bfe4e7725638.jpg.296x216.jpg', '东旺公寓+中环百联购物广场+梅川路步行街+精装一房', '东旺公寓  | 1室1厅 | 59.93平米 | 东 南 | 精装 | 无电梯', '中楼层(共6层)1999年建板楼  -  长征', '350万', '单价58402元/平米')
('https://image1.ljcdn.com/310000-inspection/a85a860d-049e-4ab6-acc3-d66a2714ed44.JPG.296x216.jpg', '品质小区一楼带天井，出入方便，新装修，拎包入住。', '子长小区  | 1室1厅 | 39.14平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1987年建板楼  -  甘泉宜川', '226万', '单价57742元/平米')
('https://image1.ljcdn.com/310000-inspection/394ca72c-8fc2-4534-bf6d-2f7178cfe41a.jpg.296x216.jpg', '双南双天井，小三房，诚心出售，前后楼间距开阔。', '清涧七街坊  | 3室1厅 | 76.54平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  真光', '365万', '单价47688元/平米')
('https://image1.ljcdn.com/310000-inspection/b4f03eaa-af15-4451-a386-8d49a596abdf.JPG.296x216.jpg', '满五唯一，精装修，近地铁，无抵押无贷款，价格好谈', '泰山三村  | 2室1厅 | 47.7平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1987年建板楼  -  甘泉宜川', '280万', '单价58701元/平米')
('https://image1.ljcdn.com/310000-inspection/e19485e4-1c6b-453a-8ddf-a778c572eef9.JPG.296x216.jpg', '内环边 双南小2房  房型正气  采光充足  交通便利', '汪家井小区  | 2室0厅 | 51.5平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  甘泉宜川', '245万', '单价47573元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd642ea4e-d6bf-429d-8355-ffc025b155ae.jpg.296x216.jpg', '满五唯一邻地铁 精装1房 房东诚意出售看房方便', '桃浦七村雪松苑  | 1室1厅 | 43.85平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '172万', '单价39225元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd8878a94-c31a-4615-9918-3edd7dfb4876.JPG.296x216.jpg', '房屋格局正气，南北通户型，采光好', '巴黎之春  | 2室2厅 | 101平米 | 南 | 简装 | 有电梯', '中楼层(共9层)2005年建板楼  -  万里', '605万', '单价59901元/平米')
('https://image1.ljcdn.com/310000-inspection/c32e46c8-4858-4b7f-b8fe-a72b6f239488.JPG.296x216.jpg', '地铁口两房，中环边上，菜场出门就是，房东诚意出售', '杨家桥小区(普陀)  | 2室1厅 | 54.84平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  万里', '300万', '单价54705元/平米')
('https://image1.ljcdn.com/310000-inspection/e937d0d9-0a1e-43d8-9fa2-4ea902d3bf72.jpg.296x216.jpg', '近地铁7号新村路站 南北通西边套一室一厅', '甘泉三村  | 1室1厅 | 40.03平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  甘泉宜川', '199万', '单价49713元/平米')
('https://image1.ljcdn.com/310000-inspection/83ab8ca9-3bce-4190-afe3-c34010bf9ec0.jpg.296x216.jpg', '桃浦七村 地铁600米 满五唯一 诚意出售', '桃浦七村雪松苑  | 1室1厅 | 43.77平米 | 东 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  桃浦', '173万', '单价39525元/平米')
('https://image1.ljcdn.com/310000-inspection/906d892b-2a90-495d-839f-3e3489e3ac95.jpg.296x216.jpg', '南北通两房两厅 一楼带花园 满五唯一 税少', '志丹苑  | 2室2厅 | 90.98平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2002年建板楼  -  甘泉宜川', '550万', '单价60453元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/71df906e-6767-47d9-8053-e5defb782bfa.png.280x210.jpg', '改善住房，现将房产诚意售出。看房方便，提前预约即可', '新村路285弄  | 2室1厅 | 54平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1981年建板楼  -  甘泉宜川', '269万', '单价49815元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload59fe5eb3-0253-4e87-8302-b88fc0dd531e.JPG.296x216.jpg', '总价低，内环内，房型正，价格空间可以谈！', '中山北路1760弄  | 1室0厅 | 28.6平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1975年建板楼  -  中远两湾城', '183万', '单价63987元/平米')
('https://image1.ljcdn.com/310000-inspection/51e1eca7-bef8-4108-b8f3-99e627130f3b.jpg.296x216.jpg', '新村路522号 2室1厅 290万', '新村路522号  | 2室1厅 | 54.74平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  甘泉宜川', '290万', '单价52978元/平米')
('https://image1.ljcdn.com/310000-inspection/9524848e-6e41-46fa-8f62-c2fd9cd96eb4.JPG.296x216.jpg', '此房满五年唯一，无多余税费。干净清爽整洁拎包入住！', '新宜小区  | 1室1厅 | 40平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  甘泉宜川', '185万', '单价46250元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload555f240a-d714-4370-a4d7-91c2e6ebbb94.jpg.296x216.jpg', '成熟社区精装一室半，楼层好，位置佳。值得入手。', '长新小区(普陀)  | 1室1厅 | 39.86平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1986年建板楼  -  甘泉宜川', '205万', '单价51431元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadcfaa5c53-75b6-4e1a-9db9-c66518841d90.JPG.296x216.jpg', '新长小区，精装修，双南户型。近7号线新村路地铁站', '新长小区  | 2室1厅 | 59.71平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1986年建板楼  -  甘泉宜川', '340万', '单价56942元/平米')
('https://image1.ljcdn.com/310000-inspection/0466cdcc-4166-4c8c-9d50-14508a29c8f7.JPG.296x216.jpg', '近地铁 南北通两房 小区中间位置', '曹杨六村(沙溪园)  | 2室1厅 | 53平米 | 南 | 简装', '中楼层(共7层)1988年建板楼  -  曹杨', '320万', '单价60378元/平米')
('https://image1.ljcdn.com/310000-inspection/a9685776-8bb3-4447-94a1-bd90b571fa42.jpg.296x216.jpg', '地铁11号线边上 双南两房 全明采光', '桃浦七村雪松苑  | 2室1厅 | 49.78平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  桃浦', '190万', '单价38168元/平米')
('https://image1.ljcdn.com/310000-inspection/63b2d934-7b64-40fb-9794-284e8dbcc0d4.jpg.296x216.jpg', '双南，厅朝北全明，低楼层，上家0税费，价格可谈', '清涧二街坊  | 2室1厅 | 63.05平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  真光', '315万', '单价49961元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4aa206b0-1428-4e3c-a059-989b98bc4265.png.280x210.jpg', '曹杨四村兰花园，一室一厅南北通 对口朝春', '曹杨四村(兰花园)  | 1室1厅 | 40.87平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  曹杨', '236万', '单价57745元/平米')
('https://image1.ljcdn.com/310000-inspection/7ae26ded-a8c6-4274-93ae-5fbcd3d0cde5.JPG.296x216.jpg', '电梯房满五不唯一低税，长风公园788广场地铁13.15号线', '长风二村长风馨苑  | 1室1厅 | 43.69平米 | 南 | 简装 | 有电梯', '中楼层(共14层)1984年建塔楼  -  长风', '280万', '单价64088元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadba3aada6-b1cd-4a5b-b791-65355f14175d.JPG.296x216.jpg', '2房朝南 得房率高 户型正气 婚房装修 采光好', '双山小区  | 2室1厅 | 51.25平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  甘泉宜川', '285万', '单价55610元/平米')
('https://image1.ljcdn.com/310000-inspection/2ebbd74d-5f65-42c9-8e9b-08d9c1aebbda.jpg.296x216.jpg', '梅六小区 2室1厅 420万', '梅六小区  | 2室1厅 | 66.83平米 | 西南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  长征', '420万', '单价62847元/平米')
('https://image1.ljcdn.com/310000-inspection/95767f3c-f7ff-4f6c-9433-6fab4fc39cdf.jpg.296x216.jpg', '全新精装修 虽然总价高  看过房子的人都不说价格高', '圣天地酒店式公寓  | 1室1厅 | 47平米 | 东南 | 精装 | 有电梯', '低楼层(共25层)2004年建塔楼  -  长寿路', '380万', '单价80852元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload07aa9387-26e3-45fb-b14f-8ec570156c21.jpg.296x216.jpg', '桃浦七村 一楼带天井 满五年 生活便利 交通方便', '桃浦七村雪松苑  | 1室1厅 | 41.23平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  桃浦', '179万', '单价43415元/平米')
('https://image1.ljcdn.com/310000-inspection/4aaa16f5-0fa8-4c11-9e9c-eb6b2b133e8f.jpg.296x216.jpg', '精装+500米地铁站+随时看房+配套齐全', '建德花园海棠苑  | 2室1厅 | 74.12平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  长征', '410万', '单价55316元/平米')
