('https://image1.ljcdn.com/210100-inspection/b0b07c26-f931-4099-9816-cd34f1dc3853.jpg.296x216.jpg', '大东 大华水岸 精装三室 装修好 拎包入住', '大华水岸府邸  | 3室2厅 | 134.8平米 | 南 北 | 其他', '中楼层(共18层)2006年建板楼  -  大东区', '144万', '单价10683元/平米')
('https://image1.ljcdn.com/210100-inspection/5fcad724-79e6-44d5-8ecf-313b69e4c969.jpg.296x216.jpg', '大东 林韵春天  中间楼层 无遮挡 采光好', '林韵春天  | 2室1厅 | 66.48平米 | 南 北 | 简装', '中楼层(共7层)2005年建板楼  -  大东区', '53万', '单价7973元/平米')
('https://image1.ljcdn.com/210100-inspection/f0713c63-c8b1-4a95-9da6-19aa46cab433.jpg.296x216.jpg', '大东 梧桐馨园 南北通透两室 精装修', '梧桐馨园  | 2室2厅 | 116平米 | 南 北 | 精装', '高楼层(共6层)2002年建板楼  -  大东区', '88万', '单价7587元/平米')
('', '大东上园小区一室  采光充足  视野开阔  拎包入住', '上园小区  | 1室1厅 | 42平米 | 南 | 简装', '中楼层(共7层)1987年建板楼  -  大东区', '30万', '单价7143元/平米')
('https://image1.ljcdn.com/210100-inspection/d0e98010-5076-4beb-a540-7e46017e1287.JPG.296x216.jpg', '大东 开建康都 采光充足 拎包入住', '康都  | 1室1厅 | 51.04平米 | 东北 | 精装', '高楼层(共15层)板楼  -  大东区', '31万', '单价6074元/平米')
('', '精装两室两厅 采光好 交通便利 看房方便', '香檀1917  | 2室2厅 | 89平米 | 东南 | 精装', '中楼层(共34层)2008年建板楼  -  大东区', '95万', '单价10675元/平米')
('https://image1.ljcdn.com/210100-inspection/fb9e08c0-a76e-4422-a2af-4843b468a1ef.JPG.296x216.jpg', '大东 老龙家园 两室南向 高楼层 前后无遮挡 视野开阔', '老龙家园  | 2室1厅 | 50平米 | 南 | 其他', '高楼层(共7层)2001年建板楼  -  大东区', '31万', '单价6200元/平米')
('https://image1.ljcdn.com/210100-inspection/1f8f7f64-2d61-4ac8-8ed0-a552a731162c.jpg.296x216.jpg', '尚品天城 3室2厅 145万', '尚品天城  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共12层)2005年建板楼  -  大东区', '145万', '单价13810元/平米')
('', '果舍添香二期 南向单间 适宜人群广泛', '果舍添香二期  | 1室1厅 | 47.53平米 | 南 | 其他', '中楼层(共32层)2010年建板楼  -  大东区', '42万', '单价8837元/平米')
('https://image1.ljcdn.com/210100-inspection/3e38ec45-b90d-41ed-b2f8-a08a2e0ed145.jpg.296x216.jpg', '大东骨科 东方俪城 高楼层无遮挡 采光好', '万恒东方俪城星座  | 1室1厅 | 57.64平米 | 南 | 精装', '高楼层(共23层)2005年建塔楼  -  大东区', '42万', '单价7287元/平米')
('https://image1.ljcdn.com/210100-inspection/4f315144-45d6-44e0-b266-990dd66ea302.jpg.296x216.jpg', '大东金地檀悦   无遮挡 采光好', '金地檀悦  | 3室2厅 | 115.87平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  大东区', '165万', '单价14241元/平米')
('https://image1.ljcdn.com/210100-inspection/76657875-7238-4a40-ae5e-76d21a4d269c.JPG.296x216.jpg', '大东区 彤利紫竹尚苑 两室一厅 南北通透', '彤利紫竹尙苑  | 2室1厅 | 71.45平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大东区', '55万', '单价7698元/平米')
('https://image1.ljcdn.com/210100-inspection/aba5a070-4996-487b-b1e5-29315eb17266.jpg.296x216.jpg', '大东区二环南北高架桥下，，，，，，，，，，', '东方·欧博城  | 2室2厅 | 92.03平米 | 南 北 | 精装', '高楼层(共6层)暂无数据  -  大东区', '75万', '单价8150元/平米')
('https://image1.ljcdn.com/210100-inspection/337ad325-77fd-40e5-8bf4-528b6cae274e.jpg.296x216.jpg', '大东 梧桐馨园 两室 不把山不临街', '梧桐馨园  | 2室1厅 | 68平米 | 南 北 | 精装', '高楼层(共6层)2002年建板楼  -  大东区', '48万', '单价7059元/平米')
('', '大东区 万恒愿景 交通便利 采光好 园区安静，环境优美', '万恒愿景  | 1室1厅 | 55.46平米 | 南 | 简装', '高楼层(共26层)板楼  -  大东区', '39万', '单价7033元/平米')
('https://image1.ljcdn.com/210100-inspection/ab79439f-f4b5-48e7-af3a-282368884c71.JPG.296x216.jpg', '大东区 巧克力城 中高楼层 采光好', '巧克力城  | 1室1厅 | 61.3平米 | 南 | 精装', '高楼层(共18层)2016年建板楼  -  大东区', '44万', '单价7178元/平米')
('https://image1.ljcdn.com/210100-inspection/425472fe-8ab7-4da7-83c9-547e16458c33.jpg.296x216.jpg', '边墙小区 高楼层 采光好 南北通透', '边墙小区  | 2室1厅 | 76平米 | 南 北 | 简装', '高楼层(共6层)暂无数据  -  大东区', '60万', '单价7895元/平米')
('https://image1.ljcdn.com/210100-inspection/a4480af5-e97b-4474-b8a9-6bbf2b19b3a2.jpg.296x216.jpg', '大东区，鸿基园 ，3室2厅1厨2卫，采光好，不挡光', '鸿基园  | 3室2厅 | 133.88平米 | 东 西 | 其他', '高楼层(共7层)2003年建板楼  -  大东区', '87万', '单价6499元/平米')
('', '荣乐社区 2室2厅 83万', '荣乐社区  | 2室2厅 | 110平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  大东区', '83万', '单价7546元/平米')
('', '大东陶瓷城商圈 龙湖紫都城 两室南北通透 高楼无遮挡', '龙湖紫都城  | 2室2厅 | 88.7平米 | 南 北 | 精装', '高楼层(共32层)2016年建塔楼  -  大东区', '68万', '单价7667元/平米')
('https://image1.ljcdn.com/210100-inspection/f78c64d5-139b-4141-aa4b-a516a7b08939.jpg.296x216.jpg', '大东 中街北苑 一居室 东南朝向 中街商圈', '中街北苑  | 1室1厅 | 78平米 | 东南 | 简装', '高楼层(共18层)2003年建板楼  -  大东区', '65万', '单价8334元/平米')
('https://image1.ljcdn.com/210100-inspection/dccab767-9ea3-4a95-bca9-c5bff11b8674.jpg.296x216.jpg', '大东区 莱茵河畔 中楼层 无遮挡 采光好 视野宽阔', '莱茵河畔  | 2室2厅 | 93平米 | 南 | 精装', '中楼层(共18层)2005年建板楼  -  大东区', '88万', '单价9463元/平米')
('https://image1.ljcdn.com/210100-inspection/8eff4d85-a268-4568-aeac-7e001bf2026c.jpg.296x216.jpg', '沈阳市大东区望花中街宝 地铭郡', '宝地铭郡  | 3室1厅 | 108平米 | 南 | 精装', '中楼层(共22层)2012年建板楼  -  大东区', '100万', '单价9260元/平米')
('', '香檀1917 1室1厅 48万', '香檀1917  | 1室1厅 | 61.88平米 | 北 | 其他', '低楼层(共34层)2008年建板楼  -  大东区', '48万', '单价7757元/平米')
('https://image1.ljcdn.com/210100-inspection/e8494e74-6918-453f-9d50-62fe70a4250e.JPG.296x216.jpg', '大东新里摩尔公馆 三居室不临街 中高楼层采光好', '新里摩尔公馆  | 3室2厅 | 146.13平米 | 南 北 | 精装', '中楼层(共18层)2010年建板楼  -  大东区', '115万', '单价7870元/平米')
('', '八王寺 鸿基园 多层五楼采光好', '鸿基园  | 4室2厅 | 179.4平米 | 南 北 | 简装', '中楼层(共7层)2003年建板楼  -  大东区', '130万', '单价7247元/平米')
('https://image1.ljcdn.com/210100-inspection/a5aa5aac-143e-41c8-b18a-4e576d46adba.jpg.296x216.jpg', '大东骨科 俪城星座 中高楼层 无遮挡 采光好', '万恒东方俪城星座  | 1室1厅 | 47.11平米 | 北 | 精装', '中楼层(共22层)2005年建塔楼  -  大东区', '35万', '单价7430元/平米')
('', '大东林韵春天小区  无遮挡 视野开阔', '林韵春天  | 1室1厅 | 47平米 | 南 | 简装', '中楼层(共11层)2005年建板楼  -  大东区', '27万', '单价5745元/平米')
('https://image1.ljcdn.com/210100-inspection/e8a7ab53-1b81-42c1-b5c6-b2f63fe0b6a7.JPG.296x216.jpg', '大东 八王寺 尚品天城 高楼层 采光好', '尚品天城  | 3室2厅 | 109.63平米 | 南 北 | 精装', '高楼层(共18层)2005年建板楼  -  大东区', '115万', '单价10490元/平米')
('', '梧桐园 1室1厅 35.5万', '梧桐园  | 1室1厅 | 51平米 | 南 | 简装', '中楼层(共7层)2002年建板楼  -  大东区', '35.5万', '单价6961元/平米')
('', '果舍添香 南向一室 精装修 采光充足', '果舍添香一期  | 1室1厅 | 42平米 | 南 | 精装', '低楼层(共24层)2010年建板楼  -  大东区', '36万', '单价8572元/平米')
('https://image1.ljcdn.com/210100-inspection/607eaf49-9fdb-450a-8052-3d57b4186555.jpg.296x216.jpg', '一环内 果舍添香 小户型出行便利', '果舍添香二期  | 1室1厅 | 64平米 | 南 | 精装', '高楼层(共32层)2010年建板楼  -  大东区', '58万', '单价9063元/平米')
('https://image1.ljcdn.com/210100-inspection/be25178f-3cfd-42cc-b177-ce31ec5cbfc1.jpg.296x216.jpg', '大东东站 万科蓝山 中间楼层 无遮挡 采光好', '万科蓝山  | 3室2厅 | 167平米 | 南 北 | 精装', '中楼层(共25层)2012年建板楼  -  大东区', '200万', '单价11977元/平米')
('https://image1.ljcdn.com/210100-inspection/eb7bc8cc-b052-4c95-8bed-913b76d8a0ec.JPG.296x216.jpg', '大东区 水印蓝庭 精装修 两室 封闭园区', '水印蓝庭  | 2室2厅 | 61.26平米 | 南 | 精装', '高楼层(共11层)塔楼  -  大东区', '43万', '单价7020元/平米')
('https://image1.ljcdn.com/210100-inspection/b6b78317-216b-4f9c-92a6-31159fbb2e9c.jpg.296x216.jpg', '大东区 明城嘉苑  交通便利 设施齐全  华润万家', '明城嘉苑  | 1室1厅 | 45平米 | 北 | 精装', '低楼层(共20层)板楼  -  大东区', '50万', '单价11112元/平米')
('https://image1.ljcdn.com/210100-inspection/9017fa46-94ff-4059-81ad-2785a376ca4f.jpg.296x216.jpg', '大东骨科 东方俪城 中间楼层 无遮挡 采光好', '万恒东方俪城一期  | 3室2厅 | 115平米 | 南 北 | 简装', '中楼层(共6层)2005年建板楼  -  大东区', '115万', '单价10000元/平米')
('', '大东东站万科蓝山 高档装修三室 园区中间 居住舒适', '万科蓝山  | 3室2厅 | 167平米 | 南 北 | 精装', '中楼层(共25层)2012年建板楼  -  大东区', '248万', '单价14851元/平米')
('https://image1.ljcdn.com/210100-inspection/6757eb06-1b10-4ecd-b531-3731871dedda.jpg.296x216.jpg', '新上果舍三期 精装修 高楼层 前方无遮挡 采光充足', '果舍添香三期  | 1室1厅 | 47.15平米 | 南 | 精装', '高楼层(共25层)2010年建板楼  -  大东区', '44万', '单价9332元/平米')
('', '大东区 新华壹品A区 低楼层 室内保持好 拎包入住', '新华壹品A区  | 2室2厅 | 103平米 | 南 北 | 精装', '低楼层(共10层)板楼  -  大东区', '90万', '单价8738元/平米')
('https://image1.ljcdn.com/210100-inspection/32526b90-5bdc-4b73-b18c-c90ae2970d4d.JPG.296x216.jpg', '龙之梦商圈 珠林小区 两室 舒适度高', '珠林小区  | 2室1厅 | 55.5平米 | 西 | 其他', '高楼层(共7层)暂无数据  -  大东区', '37万', '单价6667元/平米')
('', '大东 东方银座 一居 中间楼层 采光好 视野丰富', '东方银座中心城  | 1室1厅 | 56.25平米 | 东 西 | 其他', '低楼层(共34层)板楼  -  大东区', '48万', '单价8534元/平米')
('', '果舍添香 三室户型 楼层好 不挡光', '果舍添香一期  | 3室2厅 | 113平米 | 南 北 | 精装', '中楼层(共28层)2010年建板楼  -  大东区', '95万', '单价8408元/平米')
('https://image1.ljcdn.com/210100-inspection/1a536dac-d46c-4003-adb7-bf637eb01649.JPG.296x216.jpg', '大东骨科 俪成星座 一室户型 低楼层 装修保持好', '万恒东方俪城星座  | 1室1厅 | 63.05平米 | 西南 | 精装', '低楼层(共22层)2005年建塔楼  -  大东区', '50万', '单价7931元/平米')
('https://image1.ljcdn.com/210100-inspection/6b8ae42f-63d3-40b3-a119-4f946bf3c1fd.JPG.296x216.jpg', '精装修 大东大华水岸 封闭小区', '大华水岸府邸  | 2室2厅 | 96.71平米 | 南 北 | 精装', '中楼层(共11层)2006年建板楼  -  大东区', '128万', '单价13236元/平米')
('https://image1.ljcdn.com/210100-inspection/58a9c743-b468-407f-b6e4-63a4603d992a.jpg.296x216.jpg', '大东区 筑景东方 两室两厅  高楼层 采光好', '筑景东方  | 2室2厅 | 97.3平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大东区', '63万', '单价6475元/平米')
('https://image1.ljcdn.com/210100-inspection/02e68a89-3828-4430-b893-579356cc3c1c.jpg.296x216.jpg', '东远国际花园 1室1厅 46万', '东远国际花园  | 1室1厅 | 40平米 | 东 | 精装', '中楼层(共34层)板楼  -  大东区', '46万', '单价11500元/平米')
('https://image1.ljcdn.com/210100-inspection/f028431e-990c-4d19-8056-d29896ac26d2.jpg.296x216.jpg', '果舍添香二期 龙之梦身边 交通便利', '果舍添香二期  | 2室1厅 | 91.51平米 | 南 北 | 精装', '高楼层(共32层)2010年建板楼  -  大东区', '93万', '单价10163元/平米')
('https://image1.ljcdn.com/210100-inspection/80915c71-0985-4280-8224-36416e0cdad3.jpg.296x216.jpg', '阳光港湾 标准两室 南北通透 不把山 装修保持好', '阳光港湾  | 2室2厅 | 94平米 | 南 北 | 精装', '高楼层(共11层)板楼  -  大东区', '110万', '单价11703元/平米')
('https://image1.ljcdn.com/210100-inspection/0214fd7d-a5bb-4488-8955-26a6112be7f1.JPG.296x216.jpg', '一室一厅 装修保持干净整洁 不把山', '林韵春天  | 1室1厅 | 46平米 | 南 | 简装', '高楼层(共7层)2005年建板楼  -  大东区', '34万', '单价7392元/平米')
('https://image1.ljcdn.com/210100-inspection/5a3a2fa5-08a7-4d53-9520-7c40d8e145bf.JPG.296x216.jpg', '龙之梦畅园 1室1厅 76万', '龙之梦畅园  | 1室1厅 | 63平米 | 西南 | 毛坯', '中楼层(共42层)暂无数据  -  大东区', '76万', '单价12064元/平米')
('https://image1.ljcdn.com/210100-inspection/c2b50179-0fdb-4ec4-a2c8-f8528e96c7ba.JPG.296x216.jpg', '大东 东星花庭  高楼层 采光好', '东星花庭  | 2室1厅 | 73.76平米 | 南 | 精装', '中楼层(共24层)板楼  -  大东区', '69万', '单价9355元/平米')
('', '大东 二环里 瑞家景峰 高楼层 视野开阔', '瑞家景峰  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共32层)2013年建板楼  -  大东区', '90万', '单价8572元/平米')
('', '新上 香檀一室小户型 交通便利 出行方便', '香檀1917  | 1室1厅 | 61.33平米 | 北 | 简装', '中楼层(共35层)2008年建板楼  -  大东区', '52万', '单价8479元/平米')
('https://image1.ljcdn.com/210100-inspection/7442fc2c-7adb-4254-9116-c041f9a32403.JPG.296x216.jpg', '大东 天润广场 两居室 采光好', '天润广场  | 1室2厅 | 77平米 | 南 | 精装', '高楼层(共26层)2011年建塔楼  -  大东区', '70万', '单价9091元/平米')
('https://image1.ljcdn.com/210100-inspection/ffc7bbf5-110b-4860-aee6-71f8c581436d.jpg.296x216.jpg', '大东 一环内 吉祥小区 标准两室', '吉祥小区  | 2室2厅 | 95.4平米 | 南 北 | 精装', '中楼层(共6层)暂无数据  -  大东区', '82万', '单价8596元/平米')
('https://image1.ljcdn.com/210100-inspection/ce0f0d5c-e3eb-4650-9a66-c8bd05023543.jpg.296x216.jpg', '万恒东方俪城四期 2室2厅 89万', '万恒东方俪城四期  | 2室2厅 | 89平米 | 南 北 | 其他', '中楼层(共12层)2005年建板楼  -  大东区', '89万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/05745b9e-c73e-482e-aa16-dc6112ffec4a.jpg.296x216.jpg', '中街北苑 南向小两居 交通便利 拎包即住', '中街北苑  | 2室1厅 | 86.8平米 | 南 | 精装', '高楼层(共18层)2003年建板楼  -  大东区', '83万', '单价9563元/平米')
('https://image1.ljcdn.com/210100-inspection/5b7c17a7-436e-46e8-b942-1628cb032c35.JPG.296x216.jpg', '南卡门路 康都 1-1-1 采光充足 视野开阔 无遮挡。', '康都  | 1室1厅 | 64平米 | 东南 | 精装', '高楼层(共15层)2001年建板楼  -  大东区', '51万', '单价7969元/平米')
('', '紫竹茗郡 中高楼层装修保持好  拎包入住', '彤利紫竹茗郡  | 1室1厅 | 55.88平米 | 南 | 精装', '高楼层(共6层)板楼  -  大东区', '45万', '单价8053元/平米')
('https://image1.ljcdn.com/210100-inspection/d3235c10-6830-4bc0-989f-17e3acf8047a.jpg.296x216.jpg', '大东 东星花庭 纯南向 高楼层 采光好', '东星花庭  | 2室1厅 | 73.76平米 | 南 | 精装', '中楼层(共24层)板楼  -  大东区', '89万', '单价12067元/平米')
('', '大东骨科 东方俪城星座 高楼层 无遮挡 视野开阔', '万恒东方俪城星座  | 1室1厅 | 48平米 | 西南 | 精装', '高楼层(共22层)2005年建塔楼  -  大东区', '38万', '单价7917元/平米')
('', '盛宁园 3室2厅 110万', '盛宁园  | 3室2厅 | 161.35平米 | 南 北 | 精装', '高楼层(共6层)2005年建板楼  -  大东区', '110万', '单价6818元/平米')
('https://image1.ljcdn.com/210100-inspection/de9fc465-4ece-4725-9569-f4a098f19c10.JPG.296x216.jpg', '大东骨科 东方俪城 中间楼层 采光好', '万恒东方俪城四期  | 1室1厅 | 54.25平米 | 南 | 简装', '中楼层(共24层)2005年建板楼  -  大东区', '45万', '单价8295元/平米')
('https://image1.ljcdn.com/210100-inspection/87ce1ba6-cd61-4899-b4a5-9b5c8cc5cf38.JPG.296x216.jpg', '大东 铭郡 高楼层 南北通透  采光好', '宝地铭郡  | 3室2厅 | 110平米 | 南 北 | 精装', '高楼层(共9层)2012年建板楼  -  大东区', '135万', '单价12273元/平米')
('https://image1.ljcdn.com/210100-inspection/b0d20998-067e-4c15-bb07-8f984f721d08.jpg.296x216.jpg', '大东骨科 俪城星座 高楼层 视野开阔', '万恒东方俪城星座  | 1室1厅 | 48平米 | 西 | 简装', '高楼层(共22层)2005年建塔楼  -  大东区', '31万', '单价6459元/平米')
('https://image1.ljcdn.com/210100-inspection/7074c3f7-1216-4541-9632-c2c1e1a7b9b3.jpg.296x216.jpg', '金地铂悦 南北通透 中间楼层  采光足 视野开阔', '金地铂悦  | 3室2厅 | 118.06平米 | 南 北 | 精装', '中楼层(共29层)2016年建板楼  -  大东区', '145万', '单价12282元/平米')
('https://image1.ljcdn.com/210100-inspection/30391e81-fd86-4a63-b024-b5086461e070.jpg.296x216.jpg', '大东 一环内 东星花庭 一室一厅', '东星花庭  | 1室1厅 | 51.28平米 | 西北 | 简装', '中楼层(共24层)板楼  -  大东区', '48万', '单价9361元/平米')
('', '大东新里摩尔公馆  采光好 装修好 拎包入住', '新里摩尔公馆  | 2室2厅 | 108.58平米 | 南 北 | 精装', '中楼层(共16层)2010年建板楼  -  大东区', '92万', '单价8474元/平米')
('https://image1.ljcdn.com/210100-inspection/af31c862-814f-4868-90ed-b1aca72bfad3.JPG.296x216.jpg', '大东区   新华壹品    一楼门市', '新华壹品C区  | 1室1厅 | 100.44平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  大东区', '165万', '单价16428元/平米')
