('https://image1.ljcdn.com/370600-inspection/e0f8d11c-d3ef-4b3a-b02e-e5f5e175e7ec.jpg.296x216.jpg', '福利莱小区  精装修  双南卧 拎包入住', '福利莱小区  | 2室1厅 | 72.58平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '65万', '单价8956元/平米')
('', '银河小区 3室2厅 118万', '银河小区  | 3室2厅 | 118.14平米 | 南 北 | 精装', '中楼层(共6层)2000年建板楼  -  松霞', '118万', '单价9989元/平米')
('', '檀香苑 2室2厅 78万', '檀香苑  | 2室2厅 | 82.86平米 | 东南 | 其他', '高楼层(共26层)塔楼  -  鸿福街', '78万', '单价9414元/平米')
('', '万科假日润园，满二，南北通透，中间楼层采光好', '万科假日润园  | 3室2厅 | 89.92平米 | 南 北 | 其他', '中楼层(共11层)2014年建塔楼  -  万科', '100万', '单价11121元/平米')
('', '香逸中央 精装拎包入住 采光充足 南北通透 交通便利', '香逸中央  | 3室2厅 | 103.45平米 | 南 北 | 其他', '中楼层(共11层)2009年建塔楼  -  福海路', '115万', '单价11117元/平米')
('https://image1.ljcdn.com/370600-inspection/24e32859-b1ab-44db-8bfe-363ebd4c1177.JPG.296x216.jpg', '东陌堂新区低楼层打头房，双证南北通透适合居住。', '东陌堂新区  | 2室2厅 | 95.2平米 | 南 西 北 | 其他', '低楼层(共6层)暂无数据  -  福山周边', '76万', '单价7984元/平米')
('https://image1.ljcdn.com/370600-inspection/9f54cb21-32ca-4c31-95d1-21abeb1f6e59.jpg.296x216.jpg', '南北通透 三居室 楼层好 采光好 卫生间厨房都带窗', '东陌堂新区  | 3室1厅 | 78.5平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  福山周边', '43万', '单价5478元/平米')
('', '万科假日风景 3室2厅 122万', '万科假日风景  | 3室2厅 | 95.5平米 | 南 北 | 其他', '中楼层(共11层)2016年建塔楼  -  万科', '122万', '单价12775元/平米')
('', '锦绣山庄 2室1厅 48万', '锦绣山庄  | 2室1厅 | 61平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  奇泉', '48万', '单价7869元/平米')
('https://image1.ljcdn.com/370600-inspection/015c8723-9baa-4fd5-9a84-e7e12932e56b.jpg.296x216.jpg', '曙光名座 1室0厅 21万', '曙光名座  | 1室0厅 | 30平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  鸿福街', '21万', '单价7000元/平米')
('', '满五年，带小棚，采光好，周边配套齐全', '天府花园小区  | 2室0厅 | 45.7平米 | 南 | 其他', '高楼层(共5层)1998年建板楼  -  首院', '39.8万', '单价8709元/平米')
('https://image1.ljcdn.com/370600-inspection/a7baae23-82fb-4557-806c-066b1fd29234.jpg.296x216.jpg', '万科假日风景，2室，带车位，送家具家电', '万科假日风景  | 2室2厅 | 80.1平米 | 南 北 | 其他', '低楼层(共25层)2016年建塔楼  -  万科', '95万', '单价11861元/平米')
('https://image1.ljcdn.com/370600-inspection/63b0305e-e72e-4e71-a081-c7d8338aa080.jpg.296x216.jpg', '富豪国际商务公寓，顶加阁，毛坯，108平，95万', '富豪国际商务公寓  | 4室2厅 | 108.24平米 | 西北 | 其他', '高楼层(共12层)暂无数据  -  富豪', '83万', '单价7669元/平米')
('', '福海阳光花园 1室1厅 25万', '福海阳光花园  | 1室1厅 | 44平米 | 东 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '25万', '单价5682元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0a4d031a-04b4-49f9-93f3-c1747f1bc98d.png.280x210.jpg', '檀香苑 1室1厅 29万', '檀香苑  | 1室1厅 | 41.9平米 | 北 | 其他', '中楼层(共26层)塔楼  -  鸿福街', '29万', '单价6922元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f49848d5-87af-4cb3-a769-13c0393a3801.png.280x210.jpg', '义丰富丽新城 南北通透 精装修 多层公摊小 采光好', '义丰富丽新城  | 2室2厅 | 89平米 | 南 北 | 其他', '低楼层(共11层)2015年建塔楼  -  芝阳', '65万', '单价7304元/平米')
('', 'UN未来城 2室2厅 55万', 'UN未来城  | 2室2厅 | 75平米 | 南 北 | 其他', '中楼层(共18层)2016年建板楼  -  万科', '55万', '单价7334元/平米')
('https://image1.ljcdn.com/370600-inspection/9efcd771-caba-40ce-89f2-f8dac296e37e.jpg.296x216.jpg', '卫城润景双南卧室，楼层好，采光充足配套设施齐全', '卫城润景  | 2室2厅 | 76平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  芝阳', '61万', '单价8027元/平米')
('', '万科假日润园 2室2厅 85万', '万科假日润园  | 2室2厅 | 79平米 | 南 北 | 其他', '高楼层(共18层)2014年建塔楼  -  万科', '85万', '单价10760元/平米')
('', '福祥新苑 3室2厅 42万', '福祥新苑  | 3室2厅 | 68平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  富豪', '42万', '单价6177元/平米')
('', '多层的房子，公摊小，南北通透户型， 采光好，', '义丰富丽新城  | 3室1厅 | 102.67平米 | 南 北 | 其他', '中楼层(共6层)2015年建板楼  -  芝阳', '90万', '单价8766元/平米')
('', '恒生2号小区 2室2厅 60万', '恒生2号小区  | 2室2厅 | 90平米 | 南 北 | 其他', '低楼层(共6层)1998年建板楼  -  振华', '60万', '单价6667元/平米')
('https://image1.ljcdn.com/370600-inspection/ee866180-f6a6-48be-bf89-9655cf59b5f5.jpg.296x216.jpg', '阳光首院，顶加阁，精装修，采光好，', '阳光首院  | 3室2厅 | 79平米 | 南 | 其他', '高楼层(共31层)2012年建板楼  -  首院', '125万', '单价15823元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/17f025a7-c657-4722-a7d2-6fed53f6f007.png.280x210.jpg', '河滨小区 3室1厅 80万', '河滨小区  | 3室1厅 | 80平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  松霞', '80万', '单价10000元/平米')
('', '富豪国际商务公寓 1室1厅 51万', '富豪国际商务公寓  | 1室1厅 | 52.96平米 | 东 | 精装', '高楼层(共12层)暂无数据  -  富豪', '51万', '单价9630元/平米')
('', '东陌堂新区 2室2厅 43万', '东陌堂新区  | 2室2厅 | 83.2平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  福山周边', '43万', '单价5169元/平米')
('', '河滨小区 3室1厅 75万', '河滨小区  | 3室1厅 | 83平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  松霞', '75万', '单价9037元/平米')
('', '星河城一室一厅 东向 楼层好，配套齐全，交通便利', '星河城  | 1室1厅 | 51.78平米 | 北 | 其他', '中楼层(共30层)2011年建塔楼  -  福海路', '34万', '单价6567元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/70b8d876-1e86-494a-af05-899aac2895a4.png.280x210.jpg', '卫城润景 2室1厅 59万', '卫城润景  | 2室1厅 | 82.84平米 | 南 | 其他', '中楼层(共26层)2012年建塔楼  -  芝阳', '59万', '单价7123元/平米')
('', '乡村记忆·山水园 2室1厅 52万', '乡村记忆·山水园  | 2室1厅 | 62.18平米 | 南 北 | 其他', '中楼层(共6层)2016年建板楼  -  福山周边', '52万', '单价8363元/平米')
('', '商业小区 3室1厅 58万', '商业小区  | 3室1厅 | 76.23平米 | 南 北 | 简装', '高楼层(共5层)暂无数据  -  福海路', '58万', '单价7609元/平米')
('', '丽景佳园 2室1厅 55万', '丽景佳园  | 2室1厅 | 57.6平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  福海路', '55万', '单价9549元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/569246bb-9f13-46b2-84ea-d2fafac6d487.png.280x210.jpg', '同福小区 3室2厅 75万', '同福小区  | 3室2厅 | 104.95平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  福海路', '75万', '单价7147元/平米')
('https://image1.ljcdn.com/370600-inspection/01fe37e6-2121-45a9-9a27-589de5a6edc2.jpg.296x216.jpg', '视野开阔、采光好、两室一厅！！', '清洋苑  | 2室1厅 | 72.08平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  振华', '45万', '单价6244元/平米')
('', '福利莱万和城，一室南向，带小棚', '福利莱万和城  | 1室1厅 | 41.26平米 | 南 | 其他', '高楼层(共15层)塔楼  -  芝阳', '35万', '单价8483元/平米')
('https://image1.ljcdn.com/370600-inspection/67367947-d81e-46ff-bc17-83e178bdb0a9.jpg.296x216.jpg', '万科假日风景 首付约30万 精装修 采光好 干净', '万科假日风景  | 2室1厅 | 86平米 | 南 | 精装', '高楼层(共18层)2017年建塔楼  -  万科', '90万', '单价10466元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2b923727-0377-4e51-b1ac-0fa110da79c7.png.280x210.jpg', '北方月光怡景 3室1厅 113万', '北方月光怡景  | 3室1厅 | 94.7平米 | 南 北 | 其他', '中楼层(共5层)2017年建板楼  -  富豪', '113万', '单价11933元/平米')
('', '清洋苑 2室2厅 56万', '清洋苑  | 2室2厅 | 70平米 | 南 北 | 毛坯', '低楼层(共3层)2004年建板楼  -  振华', '56万', '单价8000元/平米')
('', '富豪青年国际广场 1室1厅 36万', '富豪青年国际广场  | 1室1厅 | 41.34平米 | 北 | 其他', '中楼层(共12层)2006年建塔楼  -  富豪', '36万', '单价8709元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7a428c37-de83-480b-98b4-e9633278d946.png.280x210.jpg', '河滨小区 2室2厅 62万', '河滨小区  | 2室2厅 | 73.6平米 | 南 北 | 简装', '中楼层(共6层)1992年建板楼  -  松霞', '62万', '单价8424元/平米')
('', '丽景佳园 3室1厅 100万', '丽景佳园  | 3室1厅 | 97.36平米 | 东 南 北 | 其他', '低楼层(共11层)2011年建塔楼  -  福海路', '100万', '单价10272元/平米')
('', '北方家纺 多层  老小区  南北通透  简单装修', '北方家纺家属楼  | 2室1厅 | 52平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  奇泉', '40万', '单价7693元/平米')
('', '曙光名座 3室2厅 100万', '曙光名座  | 3室2厅 | 112.76平米 | 东 南 北 | 简装', '中楼层(共7层)2004年建塔楼  -  鸿福街', '100万', '单价8869元/平米')
('', '水清木华芝阳城 2室1厅 66万', '水清木华芝阳城  | 2室1厅 | 74.32平米 | 南 北 | 其他', '中楼层(共6层)2017年建板楼  -  芝阳', '66万', '单价8881元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a6c2fbdf-21ff-4e7c-aa1a-37f2071c2f13.png.280x210.jpg', '高档社区 银河明珠 三室两厅两卫 送两个车位', '银河明珠  | 3室2厅 | 144平米 | 南 北 | 其他', '高楼层(共18层)2010年建塔楼  -  松霞', '260万', '单价18056元/平米')
('', '天府花园小区 3室1厅 60万', '天府花园小区  | 3室1厅 | 77平米 | 南 北 | 其他', '低楼层(共2层)暂无数据  -  首院', '60万', '单价7793元/平米')
('', '富豪新天地，两室一厅一厨一卫，满五年唯一住房。', '富豪新天地  | 2室1厅 | 75.98平米 | 南 | 其他', '中楼层(共18层)2009年建板塔结合  -  富豪', '75万', '单价9872元/平米')
('', '映雪佳苑 2室2厅 78万', '映雪佳苑  | 2室2厅 | 79.67平米 | 南 北 | 其他', '低楼层(共12层)2008年建塔楼  -  万科', '78万', '单价9791元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/babe84ed-f545-44cd-a27a-7d2645e63728.png.280x210.jpg', '福利莱小区 3室2厅 90万', '福利莱小区  | 3室2厅 | 97平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  福海路', '90万', '单价9279元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/05b2fcc7-3d51-45c1-869f-0faa70febfc7.png.280x210.jpg', '银河名都 2室1厅 185万', '银河名都  | 2室1厅 | 160平米 | 南 北 | 其他', '高楼层(共5层)2005年建板楼  -  松霞', '185万', '单价11563元/平米')
('', '装修很好。没怎么住过人。直接入住。', '永福园  | 3室2厅 | 82.77平米 | 南 西 北 | 其他', '高楼层(共5层)2005年建板楼  -  首院', '85万', '单价10270元/平米')
('', '万科假日风景 3室2厅 132万', '万科假日风景  | 3室2厅 | 105平米 | 南 北 | 其他', '低楼层(共5层)2016年建板楼  -  万科', '132万', '单价12572元/平米')
('', '北美枫情，南北通透，精装东打头带大阳台', '北美枫情  | 2室2厅 | 101平米 | 南 北 | 其他', '中楼层(共12层)2008年建塔楼  -  福海路', '120万', '单价11882元/平米')
('https://image1.ljcdn.com/370600-inspection/eb84af77-7a48-4c15-882b-cead71a42773.jpg.296x216.jpg', '福海门   两室两厅毛坯现房，一手合同', '福瑞福海门  | 2室2厅 | 81.28平米 | 南 | 其他', '低楼层(共28层)2016年建板楼  -  北五路', '71万', '单价8736元/平米')
('', '富豪青年国际广场 3室1厅 122万', '富豪青年国际广场  | 3室1厅 | 116.69平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  富豪', '122万', '单价10456元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4f34ff62-0b84-435f-bf65-20e6f6e59a12.png.280x210.jpg', '北方月光怡景 2室2厅 92万', '北方月光怡景  | 2室2厅 | 74.6平米 | 南 北 | 其他', '高楼层(共6层)2017年建板楼  -  富豪', '92万', '单价12333元/平米')
('', '福祥新苑 2室2厅 30万', '福祥新苑  | 2室2厅 | 50平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  富豪', '30万', '单价6000元/平米')
('', '天创国际城 1室1厅 25万', '天创国际城  | 1室1厅 | 40.01平米 | 北 | 其他', '中楼层(共18层)2005年建塔楼  -  福海路', '25万', '单价6249元/平米')
('', '福海阳光花园 2室1厅 69万', '福海阳光花园  | 2室1厅 | 86.34平米 | 西南 | 其他', '低楼层(共25层)2009年建塔楼  -  福海路', '69万', '单价7992元/平米')
('', '福祥新苑 3室1厅 98万', '福祥新苑  | 3室1厅 | 100平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  富豪', '98万', '单价9800元/平米')
('', '锦绣山庄 2室1厅 49万', '锦绣山庄  | 2室1厅 | 61平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  奇泉', '49万', '单价8033元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/91943722-fd75-4fa0-b831-6c807b8a2a5f.png.280x210.jpg', '天创国际城 1室1厅 25万', '天创国际城  | 1室1厅 | 45平米 | 南 | 其他', '中楼层(共18层)2005年建塔楼  -  福海路', '25万', '单价5556元/平米')
('', '永乐公寓，多层南北通透，交通便利，两室', '永乐公寓  | 2室1厅 | 56.1平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  振华', '42万', '单价7487元/平米')
('', '富豪花园 2室1厅 120万', '富豪花园  | 2室1厅 | 73.49平米 | 东 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  富豪', '120万', '单价16329元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/bc5d52c6-3cb0-4090-953d-ee6b14cebaf7.png.280x210.jpg', '颐景园 2室1厅 75万', '颐景园  | 2室1厅 | 80平米 | 南 北 | 其他', '高楼层(共11层)2012年建塔楼  -  奇泉', '75万', '单价9375元/平米')
('', '福海路北美枫情婚房精装，带全套家具家电', '北美枫情  | 2室2厅 | 102.9平米 | 南 北 | 其他', '高楼层(共12层)2008年建塔楼  -  福海路', '95万', '单价9233元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4f34ff62-0b84-435f-bf65-20e6f6e59a12.png.280x210.jpg', '北方月光怡景 2室1厅 85万', '北方月光怡景  | 2室1厅 | 72.74平米 | 南 北 | 其他', '低楼层(共6层)2017年建板楼  -  富豪', '85万', '单价11686元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e1b12105-ce2d-4cec-a70b-43ed8a350dea.png.280x210.jpg', '美航花园 2室1厅 40万', '美航花园  | 2室1厅 | 53.43平米 | 南 | 其他', '低楼层(共26层)2008年建塔楼  -  福海路', '40万', '单价7487元/平米')
('', '三区交汇华安家和人家 准现房1梯2户', '华安家合人家  | 2室1厅 | 90.48平米 | 南 北 | 其他', '中楼层(共23层)2019年建板楼  -  首院', '73万', '单价8069元/平米')
('', '富豪青年国际广场 1室1厅 56万', '富豪青年国际广场  | 1室1厅 | 56.14平米 | 东南 | 其他', '高楼层(共16层)2006年建塔楼  -  富豪', '56万', '单价9976元/平米')
('', '北方月光怡景 2室1厅 35万', '北方月光怡景  | 2室1厅 | 45.6平米 | 西 | 精装', '高楼层(共5层)2017年建板楼  -  富豪', '35万', '单价7676元/平米')
('', '福海路南首 福山医院旁 御花园三室', '御花园  | 3室2厅 | 124平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  芝阳', '150万', '单价12097元/平米')
('', '汇福街 2室2厅 73万', '汇福街  | 2室2厅 | 89平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  富豪', '73万', '单价8203元/平米')
('', '御花园 3室2厅 95万', '御花园  | 3室2厅 | 128平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  芝阳', '95万', '单价7422元/平米')
('', '东尚蓝湾 3室2厅 176万', '东尚蓝湾  | 3室2厅 | 117平米 | 南 北 | 其他', '低楼层(共30层)2015年建塔楼  -  首院', '176万', '单价15043元/平米')
('', '福利莱万和城 2室2厅 80万', '福利莱万和城  | 2室2厅 | 74.33平米 | 南 | 其他', '低楼层(共11层)2013年建塔楼  -  芝阳', '80万', '单价10763元/平米')
('', '恒生2号小区 1室1厅 30万', '恒生2号小区  | 1室1厅 | 38平米 | 南 | 简装', '中楼层(共6层)1998年建板楼  -  振华', '30万', '单价7895元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/842580d5-d356-432d-a1db-d1eac715ddcc.png.280x210.jpg', '福海阳光 三室东打头 毛坯 南北通透', '福海阳光花园  | 3室1厅 | 127平米 | 南 北 | 毛坯', '低楼层(共18层)2009年建塔楼  -  福海路', '120万', '单价9449元/平米')
('', '观月里小区 3室2厅 65万', '观月里小区  | 3室2厅 | 77.5平米 | 南 北 | 其他', '低楼层(共4层)1996年建板楼  -  福海路', '65万', '单价8388元/平米')
('', '映雪佳苑 3室2厅 118万', '映雪佳苑  | 3室2厅 | 110平米 | 南 北 | 简装', '高楼层(共6层)2008年建板楼  -  万科', '118万', '单价10728元/平米')
('', '星河城 三室通透 11层小高层  好格局', '星河城  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共11层)2011年建塔楼  -  福海路', '130万', '单价10000元/平米')
('', '福祥新苑 2室2厅 83.5万', '福祥新苑  | 2室2厅 | 84平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  富豪', '83.5万', '单价9941元/平米')
