('https://image1.ljcdn.com/370600-inspection/ba3c41fc-3f6e-4575-892d-40563f8be3e2.jpg.296x216.jpg', '福莱山公园方正两居室婚房拎包入住有地上车位', '海信慧园西区  | 2室2厅 | 92平米 | 南 | 其他', '低楼层(共32层)2010年建板塔结合  -  高级中学', '135万', '单价14674元/平米')
('', '旭日小区，楼层合适，南北通透，采光好', '旭日小区  | 3室2厅 | 139.73平米 | 南 北 | 其他', '中楼层(共7层)2005年建板楼  -  德胜', '140万', '单价10020元/平米')
('https://image1.ljcdn.com/370600-inspection/6ffaa8c6-dc60-4cce-9e98-923c4361e86e.jpg.296x216.jpg', '欧式小镇多层南北通透精装带60平小院', '海信依云小镇  | 2室2厅 | 100.7平米 | 南 北 | 其他', '低楼层(共5层)2016年建板楼  -  福莱山公园', '160万', '单价15889元/平米')
('', '东方国际 1室1厅 40万', '东方国际  | 1室1厅 | 38平米 | 东 | 其他', '低楼层(共28层)2013年建塔楼  -  福莱山公园', '40万', '单价10527元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1b2bfff6-4538-4c35-8ada-0713e04996f3.png.280x210.jpg', '银海花苑 2室1厅 135万', '银海花苑  | 2室1厅 | 92.56平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  德胜', '135万', '单价14586元/平米')
('https://image1.ljcdn.com/370600-inspection/a9bf32f7-2229-49c4-a707-ced548603178.jpg.296x216.jpg', '金东小区多层2居室，楼层好，全天采光，户型好，诚售', '金东小区  | 2室1厅 | 65.34平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  德胜', '78万', '单价11938元/平米')
('', '房子是标准的住宅，南向的房子，采光充足', '泰山名座  | 2室1厅 | 94.6平米 | 南 | 其他', '高楼层(共21层)2007年建塔楼  -  德胜', '94万', '单价9937元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/61b3c2d5-c036-4199-b8f1-fe9f933f824d.png.280x210.jpg', '金东世纪A 2室1厅 82万', '金东世纪A  | 2室1厅 | 83.64平米 | 西北 | 其他', '高楼层(共31层)2001年建板塔结合  -  德胜', '82万', '单价9804元/平米')
('', '北方月光兰庭 3室2厅 180万', '北方月光兰庭  | 3室2厅 | 107平米 | 南 北 | 其他', '中楼层(共18层)2010年建板楼  -  高级中学', '180万', '单价16823元/平米')
('https://image1.ljcdn.com/370600-inspection/868981a4-1cde-4c27-9afe-cff26b0a558b.jpg.296x216.jpg', '新世纪公寓+中间楼层+户型合理+半封闭小区', '新世纪现代公寓  | 3室2厅 | 114.24平米 | 南 北 | 其他', '中楼层(共6层)2003年建板楼  -  德胜', '120万', '单价10505元/平米')
('', '黄海小区 精装 多层顶加阁 户型合理', '黄海小区  | 3室2厅 | 133.2平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  星颐广场', '155万', '单价11637元/平米')
('https://image1.ljcdn.com/370600-inspection/8710d18d-827f-4d6b-a9d0-1fb3b8b542ab.jpg.296x216.jpg', '房屋户型方正，采光充足，视野好！', '万科城  | 3室2厅 | 93.49平米 | 南 北 | 其他', '高楼层(共34层)2017年建板楼  -  万科城', '115万', '单价12301元/平米')
('', '海信天山郡 2室2厅 110万', '海信天山郡  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共25层)2018年建板楼  -  万达', '110万', '单价13415元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0daec0b7-8d4b-4651-982d-5795bd2044ff.png.280x210.jpg', '黄山花苑 4室1厅 178万', '黄山花苑  | 4室1厅 | 132平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  德胜', '178万', '单价13485元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ebecfc35-4897-4618-8101-cf90ef04dcbf.png.280x210.jpg', '华明星海湾 3室1厅 148万', '华明星海湾  | 3室1厅 | 93.73平米 | 南 | 其他', '低楼层(共32层)2016年建板楼  -  黄河路', '148万', '单价15791元/平米')
('', '泰山名座 2室1厅 99万', '泰山名座  | 2室1厅 | 95平米 | 南 | 其他', '中楼层(共21层)塔楼  -  德胜', '99万', '单价10422元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/20a07efd-cea1-4a77-8300-2dfea2c39513.png.280x210.jpg', '满五唯一，视野开阔，适宜老人居住', '恒达大厦  | 2室2厅 | 76.48平米 | 西北 | 其他', '中楼层(共23层)2005年建塔楼  -  德胜', '78万', '单价10199元/平米')
('', '恒天紫微台 2室2厅 150万', '恒天紫微台  | 2室2厅 | 82.82平米 | 南 | 其他', '低楼层(共28层)2017年建板楼  -  万达', '150万', '单价18112元/平米')
('https://image1.ljcdn.com/370600-inspection/de10c067-6f9c-45fc-a730-061e6f95b585.jpg.296x216.jpg', '海信慧园东区+多层4楼+精装修拎包入住', '海信慧园  | 3室2厅 | 134平米 | 南 北 | 其他', '中楼层(共6层)2011年建板塔结合  -  高级中学', '239万', '单价17836元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5f5c1105-5cdb-454e-8aba-fa56923764e4.png.280x210.jpg', '黄海小区  户型合理 诚心出售 可拎包入住', '黄海小区  | 3室2厅 | 133.3平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  星颐广场', '146万', '单价10953元/平米')
('https://image1.ljcdn.com/370600-inspection/f267e1b1-a6a8-4afb-ac35-b7dea2401ba0.jpg.296x216.jpg', '万科城三室两厅两卫，南北通透，居家装修', '万科城  | 3室2厅 | 116平米 | 南 北 | 其他', '高楼层(共19层)2016年建板楼  -  万科城', '160万', '单价13794元/平米')
('', '凤台小区 2室2厅 105万', '凤台小区  | 2室2厅 | 86.34平米 | 南 北 | 其他', '低楼层(共6层)1997年建板楼  -  星颐广场', '105万', '单价12162元/平米')
('https://image1.ljcdn.com/370600-inspection/2f1c2328-6176-44e6-a83d-25e90bf21d81.jpg.296x216.jpg', '正大国际公寓 2室1厅 95万', '正大国际公寓  | 2室1厅 | 118.59平米 | 北 | 其他', '高楼层(共19层)2003年建板楼  -  星颐广场', '95万', '单价8011元/平米')
('', '天马相城二期，简装小户型，满五不唯一', '天马相城二期  | 1室1厅 | 53.98平米 | 东南 | 其他', '高楼层(共26层)2009年建塔楼  -  万科城', '62万', '单价11486元/平米')
('', '金河名都 2室1厅 64万', '金河名都  | 2室1厅 | 77.91平米 | 南 北 | 其他', '中楼层(共28层)2017年建板楼  -  万科城', '64万', '单价8215元/平米')
('', '东方国际 1室1厅 54万', '东方国际  | 1室1厅 | 48平米 | 东北 | 其他', '低楼层(共28层)2013年建塔楼  -  福莱山公园', '54万', '单价11250元/平米')
('', '金力大厦 3室2厅 119万', '金力大厦  | 3室2厅 | 113.4平米 | 南 北 | 其他', '高楼层(共17层)2001年建塔楼  -  德胜', '119万', '单价10494元/平米')
('https://image1.ljcdn.com/370600-inspection/42306dbc-3724-4f74-a94e-89abd35d1ab1.jpg.296x216.jpg', '丹阳小区 框架一楼 采光无影响 带小棚', '丹阳小区  | 2室2厅 | 63.71平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  德胜', '83万', '单价13028元/平米')
('', '海景房，中间楼层大三居各付价格，德胜商圈', '海阔天高  | 3室2厅 | 141平米 | 南 北 | 精装', '中楼层(共23层)2006年建塔楼  -  德胜', '108万', '单价7660元/平米')
('https://image1.ljcdn.com/370600-inspection/11838033-e482-402d-b280-3b0842432d61.jpg.296x216.jpg', '低楼层    南北通透   双南卧  两居室', '凤台小区  | 2室2厅 | 83.94平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  星颐广场', '88万', '单价10484元/平米')
('', '中建悦海和园 3室1厅 85万', '中建悦海和园  | 3室1厅 | 98平米 | 南 | 其他', '低楼层(共17层)2014年建板楼  -  北京中路', '85万', '单价8674元/平米')
('', '天马相城二期 1室1厅 60万', '天马相城二期  | 1室1厅 | 46.72平米 | 南 | 其他', '中楼层(共26层)2009年建塔楼  -  万科城', '60万', '单价12843元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f9f638bc-b193-429f-9a4b-e0e5c5ca074a.png.280x210.jpg', '海晟花园 7室2厅 260万', '海晟花园  | 7室2厅 | 226.02平米 | 南 北 | 其他', '高楼层(共11层)2013年建板楼  -  万科城', '260万', '单价11504元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/43b439a0-5022-42d4-8043-a385f1c47540.png.280x210.jpg', '凤台小区 3室1厅 155万', '凤台小区  | 3室1厅 | 119.23平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  星颐广场', '155万', '单价13001元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/adfe4958-d11b-4a1b-b907-fc9e8467dda4.png.280x210.jpg', '海阔天高 1室1厅 30万', '海阔天高  | 1室1厅 | 33平米 | 东 | 其他', '30层2008年建塔楼  -  德胜', '30万', '单价9091元/平米')
('', '越秀星汇金沙 3室2厅 105万', '越秀星汇金沙  | 3室2厅 | 92.5平米 | 南 北 | 其他', '高楼层(共18层)板楼  -  北京中路', '105万', '单价11352元/平米')
('https://image1.ljcdn.com/370600-inspection/822d596e-4d8c-4bd4-b4ab-f4eaf34077d0.jpg.296x216.jpg', '房子是砖混的，多层一楼，户型方正', '晨光小区  | 2室1厅 | 61.47平米 | 南 | 其他', '低楼层(共6层)1995年建板楼  -  德胜', '70万', '单价11388元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/025ab9dc-e476-439a-8225-1d1288ca2253.png.280x210.jpg', '精装修好户型好楼层，双南卧，客厅打头', '恒达大厦  | 2室1厅 | 78平米 | 东南 | 其他', '高楼层(共23层)2005年建塔楼  -  德胜', '78万', '单价10000元/平米')
('https://image1.ljcdn.com/370600-inspection/8d387d69-4eb0-4f6d-873f-3e5a033ed412.jpg.296x216.jpg', '精装修，低楼层，各付价位，看房方便', '凤台小区  | 3室2厅 | 100.2平米 | 南 北 | 其他', '低楼层(共6层)1997年建板楼  -  星颐广场', '128万', '单价12775元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7fbf2696-ca92-4c3b-8f40-d7040e69f93d.png.280x210.jpg', '中建悦海和园 2室1厅 88万', '中建悦海和园  | 2室1厅 | 81.35平米 | 南 北 | 其他', '中楼层(共32层)2013年建板楼  -  北京中路', '88万', '单价10818元/平米')
('https://image1.ljcdn.com/370600-inspection/8bfca115-4d78-4e43-93cf-8405aa47d882.jpg.296x216.jpg', '海信慧园西区 中间楼层 不临街 不靠道 无遮挡 采光好', '海信慧园西区  | 2室1厅 | 91.78平米 | 南 | 其他', '高楼层(共24层)2010年建板塔结合  -  高级中学', '120万', '单价13075元/平米')
('', '华电小区 2室2厅 100万', '华电小区  | 2室2厅 | 80.76平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  德胜', '100万', '单价12383元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8812af2e-70d6-456f-9907-9b656b13b760.png.280x210.jpg', '东方国际 1室1厅 50万', '东方国际  | 1室1厅 | 52平米 | 北 | 其他', '低楼层(共28层)2013年建塔楼  -  福莱山公园', '50万', '单价9616元/平米')
('', '南北通透格局 顶加阁 视野开阔 业主诚售', '金域河畔  | 3室2厅 | 132平米 | 南 北 | 其他', '高楼层(共5层)2004年建板楼  -  德胜', '160万', '单价12122元/平米')
('', '业达左岸慧谷 3室2厅 180万', '业达左岸慧谷  | 3室2厅 | 148.2平米 | 南 北 | 其他', '中楼层(共28层)2015年建板楼  -  开发区周边', '180万', '单价12146元/平米')
('', '房子满五唯一，简单装修，户型方正，采光好', '晨光小区  | 3室2厅 | 104平米 | 南 北 | 其他', '高楼层(共7层)1994年建板楼  -  德胜', '100万', '单价9616元/平米')
('', '房子视野宽阔，交通便利，采光充足', '星海花园  | 2室1厅 | 96平米 | 南 北 | 其他', '高楼层(共7层)1996年建板楼  -  星颐广场', '89万', '单价9271元/平米')
('https://image1.ljcdn.com/370600-inspection/eb884a38-b767-425f-bda8-dfb774ba546b.jpg.296x216.jpg', '南厅双南卧毛坯房，适中楼层，万达三居室小户型', '万达华府  | 3室2厅 | 114平米 | 南 北 | 其他', '低楼层(共29层)2017年建板楼  -  万达', '178万', '单价15615元/平米')
('', '通用富馨佳苑 2室2厅 80万', '通用富馨佳苑  | 2室2厅 | 88平米 | 南 北 | 其他', '低楼层(共26层)2014年建板楼  -  开发区周边', '80万', '单价9091元/平米')
('', '旭日小区 2室1厅 98万', '旭日小区  | 2室1厅 | 75平米 | 南 北 | 其他', '高楼层(共6层)1994年建板楼  -  德胜', '98万', '单价13067元/平米')
('', '恒天紫微台 3室2厅 150万', '恒天紫微台  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共18层)2017年建板楼  -  万达', '150万', '单价14564元/平米')
('', '越秀星汇金沙 两居室 简单装修 楼前没有遮挡', '越秀星汇金沙  | 2室2厅 | 83平米 | 南 | 其他', '中楼层(共18层)2014年建板楼  -  北京中路', '95万', '单价11446元/平米')
('', '成熟商圈，交通便利，采光好，适合年轻人居住', '丹阳小区  | 2室1厅 | 40平米 | 东 西 | 其他', '高楼层(共4层)2004年建板楼  -  德胜', '43万', '单价10750元/平米')
('https://image1.ljcdn.com/370600-inspection/5f336189-a1e3-4913-a3ad-01c7ba72862a.jpg.296x216.jpg', '大三居 南北通透  毛坯房  带地下车位 海景房', '天马相城四期  | 3室2厅 | 189平米 | 南 北 | 其他', '低楼层(共30层)2015年建塔楼  -  万科城', '250万', '单价13228元/平米')
('', '振华海滨假日花园 2室2厅 100万', '振华海滨假日花园  | 2室2厅 | 90.86平米 | 西南 | 其他', '中楼层(共30层)2018年建板塔结合  -  黄河路', '100万', '单价11006元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a5dade9e-40b5-49e1-9be1-591717807df4.png.280x210.jpg', '户型方正，带车位小棚，精装修，中间楼层', '海晟花园  | 3室2厅 | 134平米 | 南 北 | 其他', '中楼层(共11层)2013年建板楼  -  万科城', '165万', '单价12314元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/faeb02f8-b159-4ab1-9635-af9110cdda22.png.280x210.jpg', '翠园芳邻 2室2厅 130万', '翠园芳邻  | 2室2厅 | 101.81平米 | 南 北 | 其他', '高楼层(共18层)2007年建塔楼  -  万达', '130万', '单价12769元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e4fda8f6-932a-4c6d-89b0-b96641160f3a.png.280x210.jpg', '德胜商圈，恒达大厦，新上两居室！', '恒达大厦  | 2室1厅 | 66平米 | 西 | 精装', '低楼层(共23层)2005年建塔楼  -  德胜', '65万', '单价9849元/平米')
('https://image1.ljcdn.com/370600-inspection/4af9d7c5-ee85-417c-8b58-562a26cc0e77.jpg.296x216.jpg', '满五不唯一  简单装修 南北通透', '晨光小区  | 2室1厅 | 77.2平米 | 南 北 | 其他', '高楼层(共5层)1996年建板楼  -  德胜', '75万', '单价9716元/平米')
('', '招商马尔贝拉 1室1厅 65万', '招商马尔贝拉  | 1室1厅 | 50.21平米 | 南 西 | 其他', '中楼层(共9层)2017年建板楼  -  北京中路', '65万', '单价12946元/平米')
('', '凤台小区 3室2厅 125万', '凤台小区  | 3室2厅 | 108.16平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  星颐广场', '125万', '单价11557元/平米')
('', '越秀星汇金沙 两居室 楼前无遮挡 采光好 户型好', '越秀星汇金沙  | 2室2厅 | 80平米 | 南 | 其他', '高楼层(共18层)2014年建板楼  -  北京中路', '95万', '单价11875元/平米')
('', '社区成熟，银行、超市、商场生活便利', '静海小区  | 3室2厅 | 154平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  黄河路', '150万', '单价9741元/平米')
('https://image1.ljcdn.com/370600-inspection/5762fed3-1691-4233-b1e8-4d8fa8128922.JPG.296x216.jpg', '碧海云天 大两居室 小高层 户型好 环境优美', '碧海云天  | 2室2厅 | 124.6平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  星颐广场', '188万', '单价15089元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/37b91fa5-160b-442e-b9c8-481007e61324.png.280x210.jpg', '旭日小区 2室1厅 62万', '旭日小区  | 2室1厅 | 51平米 | 南 | 其他', '高楼层(共6层)1994年建板楼  -  德胜', '62万', '单价12157元/平米')
('', '低楼层  北向房源   适合大部分人群', '华明大厦  | 1室1厅 | 43平米 | 北 | 简装', '中楼层(共6层)2004年建板楼  -  德胜', '35万', '单价8140元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/00196dfb-bbea-449b-88ed-348b46ae8f65.png.280x210.jpg', '金城小区 5室2厅 130万', '金城小区  | 5室2厅 | 86.64平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  星颐广场', '130万', '单价15005元/平米')
('', '海信依云小镇品质社区精装6+阁楼户型,拎包入住', '海信依云小镇  | 5室3厅 | 211.8平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  福莱山公园', '190万', '单价8971元/平米')
('', '永兴大厦 3室2厅 120万', '永兴大厦  | 3室2厅 | 116平米 | 南 | 其他', '低楼层(共17层)2003年建塔楼  -  德胜', '120万', '单价10345元/平米')
('', '华电小区 3室2厅 125万', '华电小区  | 3室2厅 | 129.81平米 | 南 北 | 其他', '低楼层(共7层)2001年建板楼  -  德胜', '125万', '单价9630元/平米')
('', '丹阳小区框架四楼  精装修 带一个12平米的小棚', '丹阳小区  | 2室1厅 | 78平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  德胜', '95万', '单价12180元/平米')
('', '怡海翠庭 4室2厅 255万', '怡海翠庭  | 4室2厅 | 175.4平米 | 南 北 | 其他', '低楼层(共17层)2005年建板楼  -  黄河路', '255万', '单价14539元/平米')
('https://image1.ljcdn.com/370600-inspection/a6d42ef2-c2a4-4237-b3cb-de5fc68f528d.jpg.296x216.jpg', '星颐广场 1室2厅 62万', '星颐广场  | 1室2厅 | 53平米 | 南 | 其他', '低楼层(共18层)2017年建塔楼  -  星颐广场', '62万', '单价11699元/平米')
