('https://image1.ljcdn.com/340100-inspection/dc1c6217-f3b8-4225-8a9d-f628a7042745.jpg.296x216.jpg', '纯毛坯三房，南北通透，送产权车位，', '蓝鼎星河府  | 3室2厅 | 122.76平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '197万', '单价16048元/平米')
('https://image1.ljcdn.com/340100-inspection/6a0416f5-46cb-43c9-81cd-0fb36091ac1a.jpg.296x216.jpg', '世纪阳光花园青阳苑精装2房中间位置楼层好急售屯小', '世纪阳光花园青阳苑  | 2室1厅 | 81.33平米 | 南 | 其他', '高楼层(共11层)2006年建板楼  -  包公', '120万', '单价14755元/平米')
('', '天下锦城康桥郡 4室2厅 310万', '天下锦城康桥郡  | 4室2厅 | 190.58平米 | 南 北 | 其他', '11层2016年建板楼  -  常青', '310万', '单价16267元/平米')
('', '桐城绿苑 2室1厅 105万', '桐城绿苑  | 2室1厅 | 63平米 | 南 | 其他', '中楼层(共25层)2011年建塔楼  -  常青', '105万', '单价16667元/平米')
('', '两房朝南，采光不挡，适合居住。', '玫瑰绅城  | 2室1厅 | 70.53平米 | 南 北 | 其他', '高楼层(共9层)2009年建塔楼  -  周谷堆', '95万', '单价13470元/平米')
('', '地矿家园 2室1厅 158万', '地矿家园  | 2室1厅 | 97.7平米 | 南 | 其他', '中楼层(共34层)2012年建板楼  -  周谷堆', '158万', '单价16172元/平米')
('https://image1.ljcdn.com/340100-inspection/af6a565e-d5bc-46b8-a8be-6a69e25f99a5.jpg.296x216.jpg', '玫瑰绅城，70年产权小户型，厨卫分明，朝西采光好', '玫瑰绅城  | 1室0厅 | 37.68平米 | 西 | 其他', '高楼层(共13层)2009年建塔楼  -  周谷堆', '46万', '单价12209元/平米')
('', '山水东苑，三房两卫，望湖公园，为你而选，为你而家', '山水东苑  | 3室2厅 | 142.28平米 | 南 北 | 简装', '高楼层(共16层)2010年建板楼  -  望湖', '275万', '单价19329元/平米')
('', '地矿家园 3室2厅 190万', '地矿家园  | 3室2厅 | 113.69平米 | 南 | 其他', '中楼层(共34层)2012年建板楼  -  周谷堆', '190万', '单价16713元/平米')
('', '兰亭公寓 1室1厅 60万', '兰亭公寓  | 1室1厅 | 33.32平米 | 南 | 其他', '低楼层(共30层)2012年建塔楼  -  芜湖路', '60万', '单价18008元/平米')
('', '为你而选选为你为家 碧湖云溪的三居室 看一看', '碧湖云溪  | 3室2厅 | 95.86平米 | 南 北 | 其他', '高楼层(共18层)2013年建板楼  -  周谷堆', '175万', '单价18256元/平米')
('https://image1.ljcdn.com/340100-inspection/5f513048-b212-48d2-9192-320b5f51ec21.jpg.296x216.jpg', '一环内电梯住宅正规一居室精装修', '金湾嘉园  | 1室1厅 | 62.31平米 | 南 | 其他', '高楼层(共32层)2005年建塔楼  -  包公', '106万', '单价17012元/平米')
('https://image1.ljcdn.com/340100-inspection/409aadeb-7062-459d-b0e2-08c896a3f771.jpg.296x216.jpg', '边户大户型 通风好 高楼层 视野好 南一环繁华地段', '恒兴广场  | 4室2厅 | 220.9平米 | 东北 | 其他', '高楼层(共27层)2008年建塔楼  -  周谷堆', '221万', '单价10005元/平米')
('https://image1.ljcdn.com/340100-inspection/b19c3af2-bae4-4e7a-802e-7e4731ad9fe9.jpg.296x216.jpg', '纯毛坯，复式楼层，楼栋位置在别墅区，采光好', '玫瑰绅城  | 5室1厅 | 274.06平米 | 南 北 | 其他', '高楼层(共18层)2009年建塔楼  -  周谷堆', '326万', '单价11896元/平米')
('https://image1.ljcdn.com/340100-inspection/edeae6c0-9145-42c6-9739-79b7180a0cdf.jpg.296x216.jpg', '为你而选为你而家 万振逍遥苑二期中间楼层采光充足', '万振逍遥苑二期  | 3室2厅 | 143.28平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  周谷堆', '210万', '单价14657元/平米')
('https://image1.ljcdn.com/340100-inspection/c6e071e8-3b9f-4114-8d98-8219b56cc03f.jpg.296x216.jpg', '精装修 家电全送 实木家具 实际面积有90多平', '江南新里程  | 3室2厅 | 68平米 | 北 | 其他', '高楼层(共16层)2009年建塔楼  -  芜湖路', '130万', '单价19118元/平米')
('', '环宇大厦 小两房楼层高 采光好 带燃气', '环宇大厦  | 2室2厅 | 62.63平米 | 南 | 其他', '中楼层(共31层)2000年建塔楼  -  周谷堆', '82万', '单价13093元/平米')
('', '金地国际城 2室2厅 136万', '金地国际城  | 2室2厅 | 89.2平米 | 南 | 其他', '低楼层(共33层)2008年建塔楼  -  周谷堆', '136万', '单价15247元/平米')
('', '江汽一村 2室1厅 85万', '江汽一村  | 2室1厅 | 60平米 | 南 | 其他', '中楼层(共5层)2000年建板楼  -  常青', '85万', '单价14167元/平米')
('', '采光充足， 带阳台，小区安静，适宜居住', '文昌新村  | 3室2厅 | 118平米 | 南 | 其他', '中楼层(共4层)1995年建板楼  -  周谷堆', '153万', '单价12967元/平米')
('https://image1.ljcdn.com/340100-inspection/81b60422-8bd7-47c1-8009-1eb10272de32.jpg.296x216.jpg', '桐城南路与南一环交叉口，兰亭公寓', '兰亭公寓  | 2室2厅 | 97.98平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  芜湖路', '195万', '单价19903元/平米')
('', '创智广场 1室1厅 55万', '创智广场  | 1室1厅 | 43.54平米 | 西 | 其他', '高楼层(共29层)2011年建塔楼  -  包公', '55万', '单价12633元/平米')
('', '铂金汉宫 1室1厅 75万', '铂金汉宫  | 1室1厅 | 51平米 | 东 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '75万', '单价14706元/平米')
('', '江南新里程 一居室 采光充足 配套成熟', '江南新里程  | 1室1厅 | 43.32平米 | 西 | 其他', '中楼层(共33层)2009年建塔楼  -  芜湖路', '59万', '单价13620元/平米')
('', '恒生阳光城 精装修 交通便利 配套齐全', '恒生阳光城  | 2室1厅 | 64平米 | 南 | 其他', '低楼层(共18层)2005年建板楼  -  芜湖路', '95万', '单价14844元/平米')
('https://image1.ljcdn.com/340100-inspection/75c16796-924a-4722-ba7f-501df52c92c6.jpg.296x216.jpg', 'BINGO缤购 1室1厅 75万', 'BINGO缤购  | 1室1厅 | 45.86平米 | 北 | 其他', '中楼层(共30层)板塔结合  -  包公', '75万', '单价16355元/平米')
('', '美生滨江花月 3室2厅 242万', '美生滨江花月  | 3室2厅 | 150.98平米 | 南 | 其他', '高楼层(共11层)2015年建板塔结合  -  淝河镇', '242万', '单价16029元/平米')
('https://image1.ljcdn.com/340100-inspection/7cc33585-46c9-4fbc-a12b-889a20c787eb.jpg.296x216.jpg', '柏林春天 4室2厅 243万', '柏林春天  | 4室2厅 | 160.47平米 | 南 北 | 其他', '低楼层(共18层)2007年建塔楼  -  包公', '243万', '单价15144元/平米')
('https://image1.ljcdn.com/340100-inspection/e23f66d7-164b-49e4-90ed-9b98fed8118e.jpg.296x216.jpg', '宝利丰广场 1室0厅 47万', '宝利丰广场  | 1室0厅 | 35.65平米 | 南 | 其他', '中楼层(共25层)暂无数据  -  包公', '47万', '单价13184元/平米')
('', '青年小区花园村 3室2厅 165万', '青年小区花园村  | 3室2厅 | 101.65平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  包公', '165万', '单价16233元/平米')
('', '江汽三村 3室2厅 165万', '江汽三村  | 3室2厅 | 108平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  常青', '165万', '单价15278元/平米')
('', '玫瑰绅城 2室1厅 110万', '玫瑰绅城  | 2室1厅 | 74平米 | 南 | 其他', '高楼层(共21层)2009年建塔楼  -  周谷堆', '110万', '单价14865元/平米')
('', '阳光上南嘉园 4室2厅 200万', '阳光上南嘉园  | 4室2厅 | 171平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  周谷堆', '200万', '单价11696元/平米')
('', '万振逍遥苑3期 2室2厅 165万', '万振逍遥苑3期  | 2室2厅 | 102平米 | 南 北 | 其他', '低楼层(共11层)2007年建板楼  -  周谷堆', '165万', '单价16177元/平米')
('https://image1.ljcdn.com/340100-inspection/076f6a9a-1147-45f0-9686-23b72bc1598c.jpg.296x216.jpg', '联邦花园 精装 小区环境优美绿化高 看房方便', '联邦花园  | 4室4厅 | 175平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  周谷堆', '256万', '单价14629元/平米')
('', '万振四期 南北通透 有阳台 有燃气 有钥匙 朝南采光好', '万振逍遥苑四期  | 4室2厅 | 129.11平米 | 南 北 | 其他', '高楼层(共33层)2008年建板楼  -  周谷堆', '198万', '单价15336元/平米')
('', '玫瑰绅城，总价低，70年产权小户型，看房方便', '玫瑰绅城  | 1室1厅 | 55平米 | 南 | 其他', '高楼层(共24层)2009年建塔楼  -  周谷堆', '78万', '单价14182元/平米')
('', '阳光A区 1室1厅 60万', '阳光A区  | 1室1厅 | 37平米 | 南 | 其他', '高楼层(共6层)1998年建板楼  -  包公', '60万', '单价16217元/平米')
('', '美生滨江花月 2室2厅 148万', '美生滨江花月  | 2室2厅 | 90.54平米 | 南 | 其他', '中楼层(共16层)2015年建板塔结合  -  淝河镇', '148万', '单价16347元/平米')
('https://image1.ljcdn.com/340100-inspection/b50af792-6fd1-425e-9f84-bb884a70d11a.jpg.296x216.jpg', '此房精装修，满五唯一，单价便宜，总价低，', '新鸿意瀚海星座  | 1室1厅 | 55.52平米 | 北 | 其他', '中楼层(共32层)2010年建塔楼  -  芜湖路', '62万', '单价11168元/平米')
('https://image1.ljcdn.com/340100-inspection/372982f9-b9dd-4b0e-bb62-7e65e8cc8bca.jpg.296x216.jpg', '2010年新小区 业主急售 电梯2室 24小时随时看房', '创智广场  | 2室1厅 | 78.34平米 | 西北 | 精装', '高楼层(共29层)2011年建塔楼  -  包公', '92万', '单价11744元/平米')
('https://image1.ljcdn.com/340100-inspection/6a8e3ddb-a640-4627-b024-39ac9921c0c2.JPG.296x216.jpg', '新艺苑 大四房 户型通透 采光好 有大露台', '新艺苑  | 4室2厅 | 135平米 | 南 | 其他', '中楼层(共7层)1998年建板楼  -  包公', '190万', '单价14075元/平米')
('', '科苑新村 3室2厅 159万', '科苑新村  | 3室2厅 | 120平米 | 南 | 其他', '高楼层(共7层)2005年建板楼  -  芜湖路', '159万', '单价13250元/平米')
('', '绿地海顿公馆A 3室2厅 286万', '绿地海顿公馆A  | 3室2厅 | 144.44平米 | 南 | 其他', '高楼层(共24层)2010年建板楼  -  周谷堆', '286万', '单价19801元/平米')
('', '华太小区 2室2厅 115万', '华太小区  | 2室2厅 | 78平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  包公', '115万', '单价14744元/平米')
('', '地矿家园 3室2厅 180万', '地矿家园  | 3室2厅 | 109.3平米 | 南 | 其他', '中楼层(共34层)2012年建板楼  -  周谷堆', '180万', '单价16469元/平米')
('', '阳光上南怡园 2室2厅 115万', '阳光上南怡园  | 2室2厅 | 81.7平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  周谷堆', '115万', '单价14076元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd697e0f1-0382-43da-ae37-ca71f8b40783.jpg.296x216.jpg', '万振逍遥苑三期  采光无遮挡 精装修顶复 带大阳光房', '万振逍遥苑3期  | 4室3厅 | 217.86平米 | 南 北 | 其他', '高楼层(共18层)2007年建板楼  -  周谷堆', '420万', '单价19279元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadb5dac478-8ca8-4529-b4b5-42839310636b.jpg.296x216.jpg', '369晶品城市公寓 家电齐全 拎包入住', '369晶品城市公寓  | 2室1厅 | 76平米 | 南 | 其他', '中楼层(共33层)2014年建塔楼  -  芜湖路', '140万', '单价18422元/平米')
('', '东风新村 2室2厅 88万', '东风新村  | 2室2厅 | 57平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  常青', '88万', '单价15439元/平米')
('', '曙宏新村 6室2厅 265万', '曙宏新村  | 6室2厅 | 220.16平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  常青', '265万', '单价12037元/平米')
('', '地矿家园 3室2厅 180万', '地矿家园  | 3室2厅 | 120.32平米 | 南 北 | 其他', '低楼层(共34层)2012年建板楼  -  周谷堆', '180万', '单价14961元/平米')
('https://image1.ljcdn.com/340100-inspection/d273f764-7731-4b6b-b081-bf199d4918a6.jpg.296x216.jpg', '丽阳兰庭 1室1厅 62万', '丽阳兰庭  | 1室1厅 | 45.69平米 | 北 | 其他', '中楼层(共26层)2007年建塔楼  -  周谷堆', '62万', '单价13570元/平米')
('', '金地经典公寓 采光充足 中等装修 单价低 衣食住行方便', '金地国际城  | 3室1厅 | 60.79平米 | 东南 | 其他', '低楼层(共16层)2007年建塔楼  -  周谷堆', '102万', '单价16780元/平米')
('', '天下锦城康桥郡 3室2厅 318万', '天下锦城康桥郡  | 3室2厅 | 151.57平米 | 南 | 其他', '11层2016年建板楼  -  常青', '318万', '单价20981元/平米')
('', '望湖城桂香居日桂苑 4室2厅 373万', '望湖城桂香居日桂苑  | 4室2厅 | 170平米 | 南 北 | 其他', '中楼层(共18层)2009年建板楼  -  望湖', '373万', '单价21942元/平米')
('', '桐江新村 3室2厅 140万', '桐江新村  | 3室2厅 | 99.3平米 | 南 | 其他', '低楼层(共7层)1995年建板楼  -  芜湖路', '140万', '单价14099元/平米')
('', '教师南村 2室2厅 135万', '教师南村  | 2室2厅 | 88.01平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  望湖', '135万', '单价15340元/平米')
('', '科大花园西苑 3室2厅 308万', '科大花园西苑  | 3室2厅 | 150平米 | 南 | 其他', '低楼层(共10层)2009年建板楼  -  常青', '308万', '单价20534元/平米')
('', '创智广场 2室1厅 110万', '创智广场  | 2室1厅 | 74.88平米 | 南 | 其他', '低楼层(共29层)2011年建塔楼  -  包公', '110万', '单价14691元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload92a361de-2590-44e0-a9d2-feda081a9ad3.jpg.296x216.jpg', '一楼带花园洋房，带一个超大地下室，精装洋房', '天下锦城爱丁堡  | 5室3厅 | 343平米 | 南 | 其他', '11层2016年建板楼  -  常青', '680万', '单价19826元/平米')
('https://image1.ljcdn.com/340100-inspection/08673a02-801d-4bde-b92c-7aa5efecccab.jpg.296x216.jpg', '省工商宿舍，两居室朝南，采光好！', '省工商学校宿舍  | 2室1厅 | 64.56平米 | 南 | 其他', '高楼层(共6层)板楼  -  望湖', '95万', '单价14715元/平米')
('', '和昌都汇华府 3室2厅 220万', '和昌都汇华府  | 3室2厅 | 106平米 | 南 北 | 其他', '中楼层(共32层)2012年建板楼  -  周谷堆', '220万', '单价20755元/平米')
('', '碧湖云溪 4室3厅 498万', '碧湖云溪   | 联排别墅 | 4室3厅 | 199.96平米 | 南 北 | 其他', '4层2013年建暂无数据  -  周谷堆', '498万', '单价24905元/平米')
('', '此房满五年，两房朝南，采光好，交通便利', '水利厅机关宿舍  | 2室1厅 | 61平米 | 南 | 其他', '高楼层(共4层)1995年建板楼  -  芜湖路', '88万', '单价14427元/平米')
('https://image1.ljcdn.com/340100-inspection/43f6d55d-8392-4e30-bf55-065784a5dac8.jpg.296x216.jpg', '金湾嘉园电梯房  08年 户型方正采光足 交通便利', '金湾嘉园  | 1室1厅 | 52.73平米 | 南 | 其他', '低楼层(共33层)2005年建塔楼  -  包公', '78万', '单价14793元/平米')
('https://image1.ljcdn.com/340100-inspection/0cf7fea2-7c99-4a7a-a6a6-cef6063cc024.jpg.296x216.jpg', '创智广场 办公精装修 大一居 户型方正 看房方便', '创智广场  | 1室1厅 | 61.57平米 | 北 | 其他', '高楼层(共29层)2011年建塔楼  -  包公', '69万', '单价11207元/平米')
('https://image1.ljcdn.com/340100-inspection/dbb84f2c-52a5-484d-ba34-32467d55f061.jpg.296x216.jpg', '此房满五年不唯一，临地铁口，交通便利', '恒兴广场  | 2室1厅 | 68.64平米 | 北 | 其他', '高楼层(共30层)2008年建塔楼  -  周谷堆', '86万', '单价12530元/平米')
('', '南园新村 3室1厅 多层无公摊 户型方正采光好 业主诚售', '南园新村  | 3室1厅 | 85.42平米 | 南 | 其他', '高楼层(共6层)2003年建板楼  -  芜湖路', '124万', '单价14517元/平米')
('', '送变电家园 2室1厅 93万', '送变电家园  | 2室1厅 | 63.4平米 | 南 | 其他', '高楼层(共6层)1995年建板楼  -  芜湖路', '93万', '单价14669元/平米')
('', '万振城市广场 1室1厅 78万', '万振城市广场  | 1室1厅 | 48.99平米 | 北 | 其他', '高楼层(共30层)2016年建塔楼  -  周谷堆', '78万', '单价15922元/平米')
('', '置地同和民康 3室2厅 150万', '置地同和民康  | 3室2厅 | 114.9平米 | 南 北 | 其他', '中楼层(共11层)塔楼  -  淝河镇', '150万', '单价13055元/平米')
('', '华苑小区 3室2厅 125万', '华苑小区  | 3室2厅 | 85.83平米 | 南 | 其他', '中楼层(共6层)2003年建板楼  -  芜湖路', '125万', '单价14564元/平米')
('https://image1.ljcdn.com/340100-inspection/25791c06-0df3-47dc-933c-1ac1fab09f78.jpg.296x216.jpg', '复式楼层，装修中等，单价低，总价也低，', '阳光上南怡园  | 4室2厅 | 129.59平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  周谷堆', '134万', '单价10341元/平米')
('https://image1.ljcdn.com/340100-inspection/436f590a-1e1d-4afc-bc16-e279ab607ddc.jpg.296x216.jpg', '金地国际城 1室0厅 47万', '金地国际城  | 1室0厅 | 38平米 | 东 | 其他', '高楼层(共27层)2007年建塔楼  -  周谷堆', '47万', '单价12369元/平米')
('', '地矿家园 3室2厅 190万', '地矿家园  | 3室2厅 | 118.45平米 | 南 北 | 其他', '高楼层(共34层)2012年建板楼  -  周谷堆', '190万', '单价16041元/平米')
('', '民航小区 3室1厅 135万', '民航小区  | 3室1厅 | 87.74平米 | 南 | 其他', '高楼层(共6层)2003年建板楼  -  望湖', '135万', '单价15387元/平米')
('', '世纪阳光花园绿阳苑 2室2厅 160万', '世纪阳光花园绿阳苑  | 2室2厅 | 83平米 | 南 北 | 其他', '中楼层(共6层)2007年建板楼  -  包公', '160万', '单价19278元/平米')
('https://image1.ljcdn.com/340100-inspection/3567f06d-2523-4b6f-a8cf-3d29d03f9593.jpg.296x216.jpg', '望江路手表厂小区 正规一室一厅 采光好', '手表厂小区  | 1室1厅 | 42.16平米 | 南 | 其他', '高楼层(共6层)板楼  -  常青', '55万', '单价13046元/平米')
