('https://image1.ljcdn.com/510100-inspection/test-194e1b15-081e-4a27-8267-a6506d76d31c.png.296x216.jpg', '此房户型方正采光佳，视野宽阔，', '心怡中丝园  | 3室2厅 | 102.38平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2015年建板塔结合  -  麓山', '138万', '单价13480元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf3b14836-c583-416d-831a-a0b1ea9f4f82.jpg.296x216.jpg', '蔚蓝卡地亚  联排别墅  精装修   小区中庭位置', '南延线蔚蓝卡地亚   | 联排别墅 | 4室2厅 | 349平米 | 南 | 其他 | 无电梯', '3层2015年建板楼  -  海洋公园', '1000万', '单价28654元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf0336676-fd40-44f7-9c95-7ec8384c48cd.jpg.296x216.jpg', '麓湖云树顶跃398.33平米1000万', '麓湖生态城云树  | 4室2厅 | 398.33平米 | 东南 | 其他', '高楼层(共9层)2015年建板塔结合  -  麓湖生态城', '960万', '单价24101元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8e42f23b-5672-4aac-970e-3b75f903042d.png.296x216.jpg', '青南美湾 套二 单卫 清水位置安静', '青南美湾  | 2室2厅 | 77.81平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)板楼  -  海洋公园', '120万', '单价15423元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2bd33b89-ac82-4255-91db-59a0baa84b45.jpg.296x216.jpg', '南湖世纪装修大套四对中庭看绿化', '南湖世纪  | 4室2厅 | 154平米 | 东 | 精装 | 有电梯', '高楼层(共33层)2016年建塔楼  -  南湖', '300万', '单价19481元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2594138e-783f-472b-831c-916ac03677b8.png.296x216.jpg', '华阳出水芙蓉 套三 中庭安静不临街  有装修', '利通出水芙蓉  | 3室2厅 | 124.64平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  华阳', '180万', '单价14442元/平米')
('https://image1.ljcdn.com/510100-inspection/2f22390e-bce6-41a7-9414-46ed740dea84.jpg.296x216.jpg', '天府新区精装套三 小区中庭位置不临街', '洛森堡  | 3室2厅 | 117平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2009年建板楼  -  海洋公园', '162万', '单价13847元/平米')
('https://image1.ljcdn.com/510100-inspection/5fa3873e-4cd8-4384-b088-dc77061b4263.jpg.296x216.jpg', '光明城市朝南  套二单卫  居家装修', '金茂光明城市  | 2室2厅 | 87.74平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2016年建板塔结合  -  华阳', '145万', '单价16527元/平米')
('', '麓湖生态城澜语溪岸套三观湖景房', '麓湖生态城澜语溪岸  | 3室2厅 | 137.74平米 | 东南 | 其他', '中楼层(共16层)2015年建塔楼  -  麓湖生态城', '440万', '单价31945元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9cebb936-5cf4-4aff-96a5-7ac38b4bf41b.png.296x216.jpg', '南湖国际社区    六期简装套二', '南湖国际社区  | 2室2厅 | 85平米 | 北 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  南湖', '148万', '单价17412元/平米')
('https://image1.ljcdn.com/510100-inspection/a15dd9cb-5936-4e7e-a909-819a14486960.jpg.296x216.jpg', '天府新区，蜀郡又一城负二楼车位', '蜀郡又一城  | 车位 | 34.31平米 | 东 | 无电梯', '板楼  -  华阳', '10万', '单价2915元/平米')
('https://image1.ljcdn.com/510100-inspection/73a2c49f-2d63-4331-9f37-85952a99dee6.jpg.296x216.jpg', '万科海悦汇城西区三室两厅一厨两卫', '万科海悦汇城西区  | 3室2厅 | 104.94平米 | 西北 | 其他 | 有电梯', '低楼层(共50层)2015年建板楼  -  海洋公园', '222万', '单价21155元/平米')
('https://image1.ljcdn.com/510100-inspection/97c2bef7-8144-4665-bd82-82977001509b.JPG.296x216.jpg', '麓山国际圣芭芭拉，叠下有花园，户型通透', '麓山国际圣芭芭拉   | 叠拼别墅 | 5室6厅 | 352.8平米 | 南 | 其他 | 无电梯', '下叠(共5层)2010年建暂无数据  -  麓山', '660万', '单价18708元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload471346cc-b416-41c1-93a9-5a92afd4497b.JPG.296x216.jpg', '雅居乐十年雅墅 清水双拼别墅 客厅朝东南', '雅居乐十年雅墅   | 联排别墅 | 5室3厅 | 353平米 | 东南 | 其他 | 无电梯', '1层2016年建板塔结合  -  雅居乐', '686万', '单价19434元/平米')
('https://image1.ljcdn.com/510100-inspection/7b9233af-583e-4ff4-846f-de4b4a9e6623.jpg.296x216.jpg', '天府新区 麓港 套三双卫 清水房', '双华麓港  | 3室2厅 | 108.78平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2009年建板塔结合  -  南湖', '180万', '单价16548元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4534b4a7-e4de-4fa1-8961-5b9475d2f9dc.jpg.296x216.jpg', '临江装修套四三卫顶楼内跃带花园', '望江苑社区  | 4室2厅 | 185.39平米 | 东 | 其他 | 无电梯', '高楼层(共6层)暂无数据  -  南湖', '200万', '单价10789元/平米')
('https://image1.ljcdn.com/510100-inspection/2f349949-d290-4d1c-be24-2b89c1130dff.JPG.296x216.jpg', '麓湖蓝花屿 独栋别墅  带花园 看湖景', '麓湖生态城蓝花屿   | 独栋别墅 | 5室3厅 | 498.29平米 | 南 | 其他 | 无电梯', '2层2013年建暂无数据  -  麓湖生态城', '2000万', '单价40138元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cb4a8b97-0a7f-45cf-82b3-186ab8ac5928.png.296x216.jpg', '益州国际套二单卫自住装修  不临街安静 朝向北 低楼层', '益州国际  | 2室2厅 | 72平米 | 北 | 其他 | 有电梯', '低楼层(共28层)2014年建板塔结合  -  华阳', '98万', '单价13612元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ae440d95-422f-4f80-b652-106e0f62d368.png.280x210.jpg', '天府新区，光明城市，中间楼层，带入户，有阳台', '金茂光明城市  | 3室2厅 | 109.8平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  华阳', '195万', '单价17760元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8a28cb9a-74b8-4a3b-8def-9800080c86ad.png.296x216.jpg', '天府新区框架多层 位置安静 装修套三 采光好', '锦官丽城亲水湾  | 3室2厅 | 122.98平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  华阳', '200万', '单价16263元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0da25e26-1058-4dcb-a575-a7a0cd997c02.png.296x216.jpg', '天府新区+华阳+欣宇都市港湾套二带装修', '欣宇都市港湾  | 2室1厅 | 76.01平米 | 北 | 其他 | 有电梯', '中楼层(共16层)2010年建板楼  -  南湖', '110万', '单价14472元/平米')
('', '装修端头驷孖屋 带120平花园 朝向南', '雅居乐花园峰会北区   | 联排别墅 | 3室2厅 | 152平米 | 南 | 其他 | 无电梯', '3层2009年建暂无数据  -  雅居乐', '393万', '单价25856元/平米')
('https://image1.ljcdn.com/510100-inspection/test-414ad911-67b2-42a2-accb-66ee3281e26d.png.296x216.jpg', '佳 兆 业 精 装 套 二 居 住 舒 适', '佳兆业君汇上品  | 2室1厅 | 79.97平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2013年建板塔结合  -  南湖', '148万', '单价18507元/平米')
('https://image1.ljcdn.com/510100-inspection/9cb8618b-244f-46d5-99a3-53e7dad06bdf.jpg.296x216.jpg', '该车位处在小区门口楼负一楼，离电梯口近，停车方便', '金茂光明城市  | 车位 | 30.34平米 | 东 | 无电梯', '板楼  -  华阳', '12万', '单价3956元/平米')
('https://image1.ljcdn.com/510100-inspection/69b460b4-a392-4660-8b62-e5a5a521f6ea.jpg.296x216.jpg', '屋顶有花园露台 有装修 有车库', '黄金海岸  | 4室3厅 | 251.46平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2003年建板楼  -  华阳', '435万', '单价17299元/平米')
('https://image1.ljcdn.com/510100-inspection/2e6c66e8-fba4-4413-b938-38cb9ff06ebb.jpg.296x216.jpg', '四联排的端头位置  自带花园  大阳台 私家车库', '复地御香山   | 联排别墅 | 4室3厅 | 450平米 | 南 | 其他', '3层2013年建暂无数据  -  锦江生态带', '850万', '单价18889元/平米')
('https://image1.ljcdn.com/510100-inspection/a3a8c141-022b-41bc-8cdb-d748cc8df7fc.jpg.296x216.jpg', '麓湖生态城黑珍珠临湖带私家码头，观景独栋。', '麓湖生态城黑珍珠  | 5室4厅 | 788平米 | 南 | 精装', '低楼层(共2层)板楼  -  麓湖生态城', '7000万', '单价88833元/平米')
('https://image1.ljcdn.com/510100-inspection/test-29bc5037-fd72-4b58-817d-63f730b67aac.png.296x216.jpg', '鸿阁新座 套二 有装修            ·', '鸿阁新座  | 2室1厅 | 58.88平米 | 东 | 其他 | 有电梯', '低楼层(共29层)2013年建板塔结合  -  四河', '115万', '单价19532元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2b1c1999-9e97-49e3-b02e-08789367b581.png.296x216.jpg', '标准酒店式标间 正朝南 天府大道和华府大道口 带租约', '景茂城果  | 1室0厅 | 35.3平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  华阳', '56万', '单价15865元/平米')
('', '成南锦秀   带装修一室一厅一厨一卫', '成南锦秀  | 1室1厅 | 53.92平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2007年建板楼  -  南湖', '81万', '单价15023元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc61d25a-1de9-4268-86c2-6d813653d3ce.png.296x216.jpg', '剑南大道 天府新区 套二  不临街', '美城悦荣府  | 2室1厅 | 66平米 | 北 | 其他 | 有电梯', '中楼层(共34层)2017年建板塔结合  -  华阳', '140万', '单价21213元/平米')
('https://image1.ljcdn.com/510100-inspection/1f3c2d23-e3f9-4c9a-a870-a4f5aab916ea5.jpg.296x216.jpg', '此房满两年，户型方正，通透带阳台。', '南湖国际社区  | 3室2厅 | 141.65平米 | 东 西 | 其他 | 有电梯', '中楼层(共34层)2010年建板楼  -  南湖', '265万', '单价18709元/平米')
('https://image1.ljcdn.com/510100-inspection/94476c16-f5fc-4253-99db-c79775d996b6.jpg.296x216.jpg', '华阳街道精装房有屋顶花园 套三可以做套四', '丽都新城三期  | 3室2厅 | 155.06平米 | 东北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  南湖', '205万', '单价13221元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa71d349-6652-429a-9a12-a168bdb4fe08.png.296x216.jpg', '华阳滨河花园+套二+户型方正+采光不错', '华阳滨河花园  | 2室2厅 | 96.48平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2003年建板塔结合  -  华阳', '130万', '单价13475元/平米')
('', '麓湖生态城澜语溪岸跃层，视野好，看湖景', '麓湖生态城澜语溪岸  | 4室3厅 | 305.26平米 | 南 北 | 其他', '高楼层(共7层)2015年建板楼  -  麓湖生态城', '1050万', '单价34397元/平米')
('https://image1.ljcdn.com/510100-inspection/d6810645-d1ef-4bde-9b78-1affaab89766.jpg.296x216.jpg', '恒大天府半岛一期  河畔新世界车位', '恒大天府半岛  | 车位 | 35平米 | 南 西南 | 无电梯', '板楼  -  锦江生态带', '15.5万', '单价4429元/平米')
('https://image1.ljcdn.com/510100-inspection/3a297f64-289e-4889-8472-0bb443c48394.JPG.296x216.jpg', '宏信南越，套四清水房，对中庭，安静', '宏信南樾  | 4室1厅 | 132.9平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2007年建塔楼  -  海洋公园', '210万', '单价15802元/平米')
('https://image1.ljcdn.com/510100-inspection/34831346-eaa3-4313-9a15-7bbd952c340f.jpg.296x216.jpg', '南延线蔚蓝卡地亚 5室2厅 1700万', '南延线蔚蓝卡地亚   | 独栋别墅 | 5室2厅 | 614平米 | 东南 | 其他 | 无电梯', '3层2015年建板楼  -  海洋公园', '1700万', '单价27688元/平米')
('https://image1.ljcdn.com/510100-inspection/258455be-7378-4a3e-b8ed-c066bec472d3.JPG.296x216.jpg', '天府新区，跃3层，独立大花园，带车位，业主尽心装修', '蓝山美树  | 4室2厅 | 201.15平米 | 南 | 其他 | 无电梯', '低楼层(共4层)2009年建板楼  -  海洋公园', '500万', '单价24858元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4c5ddd27-4850-437e-a933-740b18e94931.jpg.296x216.jpg', '佳兆业君汇上品 三室两厅 交通便利', '佳兆业君汇上品  | 3室2厅 | 105.18平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  南湖', '170万', '单价16163元/平米')
('https://image1.ljcdn.com/510100-inspection/56229aea-7357-4ae5-bb73-42950510dc53.jpg.296x216.jpg', '鑫苑鑫都汇南北通透，装修套三双卫', '鑫苑鑫都汇  | 3室2厅 | 84.77平米 | 南 北 | 其他', '中楼层(共32层)2016年建塔楼  -  南湖', '176万', '单价20763元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bf2c6733-ced0-4084-9cbe-73bae7619683.png.296x216.jpg', '天府新区天府美岸+清水房+套三双卫', '天府美岸  | 3室2厅 | 99.44平米 | 西北 | 其他', '低楼层(共32层)2015年建板塔结合  -  南湖', '177万', '单价17800元/平米')
('https://image1.ljcdn.com/510100-inspection/88102997-7384-47ac-abe2-7e85d5c8bfcb.JPG.296x216.jpg', '枫渡莱茵 中庭多层顶跃 带屋顶花园', '枫渡莱茵  | 5室2厅 | 180平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  华阳', '234万', '单价13000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abbc5499-30eb-4f62-a8a4-1e17c49975af.png.296x216.jpg', '南湖佳兆业君汇上品居家装修套二', '佳兆业君汇上品  | 2室2厅 | 80.56平米 | 西南 | 其他 | 有电梯', '低楼层(共38层)2013年建板塔结合  -  南湖', '148万', '单价18372元/平米')
('', '天投北鑫苑南区套四对中庭不临街两梯两户赠送多', '天投北鑫苑南区  | 4室2厅 | 180.26平米 | 南 | 其他', '低楼层(共18层)暂无数据  -  麓山', '606.6万', '单价33652元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4a457799-2c40-49bc-9af2-e0149ad0c786.png.280x210.jpg', '戛纳湾金棕榈套三双卫带阳台带飘窗', '戛纳湾金棕榈  | 3室2厅 | 120.47平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2016年建板塔结合  -  华阳', '243万', '单价20171元/平米')
('https://image1.ljcdn.com/510100-inspection/0e94c1e4-1bb4-43ca-bee9-e8e9ac40e317.jpg.296x216.jpg', '慕和南道车位，负二楼，位置好，方便停放。', '慕和南道  | 车位 | 23.32平米 | 东 东南 | 无电梯', '板塔结合  -  华阳', '11万', '单价4717元/平米')
('https://image1.ljcdn.com/510100-inspection/e67d89d8-bf9a-4593-a47a-f02d8186dda0.jpg.296x216.jpg', '南 湖 国 际 一 期 8 栋 车 位', '南湖国际社区一期  | 车位 | 25.31平米 | 东 | 无电梯', '塔楼  -  南湖', '10万', '单价3952元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0bbf28f6-a8a8-44bb-bba9-08a5aae74550.png.280x210.jpg', '此房满2年，免增值税，中间楼层，视野好', '万科海悦汇城西区  | 2室1厅 | 56.87平米 | 南 | 其他 | 有电梯', '中楼层(共35层)2015年建板楼  -  海洋公园', '138万', '单价24266元/平米')
('https://image1.ljcdn.com/510100-inspection/02814c8d-578b-435d-854b-f17578f7af0e.jpg.296x216.jpg', '天府五街，蜀郡又一城负二楼标准车位', '蜀郡又一城  | 车位 | 34.31平米 | 东 | 无电梯', '板楼  -  华阳', '11万', '单价3207元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f14658cd-856f-4b01-8d28-019d20116c85.png.296x216.jpg', '天府新区 装修大套二              。', '明珠怡园  | 2室1厅 | 102平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  南湖', '160万', '单价15687元/平米')
('https://image1.ljcdn.com/510100-inspection/05dedd0e-4c63-42c8-8e0c-47866c22f969.JPG.296x216.jpg', '南延线 蔚蓝卡地亚 清水 联排中户 无装修', '南延线蔚蓝卡地亚  | 4室2厅 | 287.31平米 | 东南 | 其他 | 无电梯', '低楼层(共3层)2015年建板楼  -  海洋公园', '630万', '单价21928元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b0c0d034-67a1-4f90-b1c6-112f79416b7d.png.296x216.jpg', '远大公园清水套三  中庭位置 低楼层 不临街', '远大中央公园一期  | 3室2厅 | 130平米 | 南 | 其他', '低楼层(共33层)2016年建板塔结合  -  南湖', '234万', '单价18000元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5cc002ae-85d0-4e3b-98b3-2854518c3380.JPG.296x216.jpg', '新疆石油花园二期 套四双卫户型', '新疆石油花园二期  | 4室3厅 | 155.45平米 | 东 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  南湖', '184万', '单价11837元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8d0a6623-dd9e-45eb-ae91-b9b27a67ee77.jpg.296x216.jpg', '南阳锦城精品四河地铁口旁边，期待你的咨询。', '南阳锦城晶品  | 2室1厅 | 78平米 | 东 | 其他 | 有电梯', '高楼层(共24层)2012年建板楼  -  四河', '150万', '单价19231元/平米')
('', '慕和南道  -1楼，标准车位出售！', '慕和南道  | 车位 | 27.93平米 | 东南 | 有电梯', '2010年建板塔结合  -  华阳', '13.2万', '单价4727元/平米')
('https://image1.ljcdn.com/510100-inspection/ea9c4232-e1e1-4895-9743-117f0e3eeeb6.JPG.296x216.jpg', '碧桂园海创天澜中间位置联排别墅', '碧桂园海昌天澜   | 联排别墅 | 4室2厅 | 232平米 | 东南 | 其他 | 无电梯', '3层2016年建暂无数据  -  雅居乐', '441万', '单价19009元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5fed6eaa-e028-49b0-82ed-1b9e7335a476.png.296x216.jpg', '锦华苑  套二   高楼层  采光理想', '锦华苑  | 2室2厅 | 91.05平米 | 西 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  南湖', '102万', '单价11203元/平米')
('https://image1.ljcdn.com/510100-inspection/d0a7d141-13f6-4153-8b95-d646847eb97e.jpg.296x216.jpg', '碧桂园海昌天澜联排，端头别墅套五，清水下沉式花园', '碧桂园海昌天澜   | 联排别墅 | 5室4厅 | 262平米 | 南 | 其他 | 无电梯', '3层2016年建暂无数据  -  雅居乐', '525万', '单价20039元/平米')
('', '鑫都汇清水套二，户型方正，中间楼层', '鑫苑鑫都汇南区  | 2室2厅 | 65.34平米 | 南 | 其他', '中楼层(共25层)板塔结合  -  南湖', '110万', '单价16836元/平米')
('', '天府新区油建新区套三  单卫  随时看房', '油建新区  | 3室2厅 | 88.93平米 | 南 | 其他', '高楼层(共6层)板楼  -  南湖', '90万', '单价10121元/平米')
