('https://image1.ljcdn.com/340100-inspection/b57f6a55-d3aa-4bf1-bbda-2762eb7c789a.jpg.296x216.jpg', '永和家园，简装，业主诚心急售。', '永和家园  | 3室2厅 | 94.75平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13193元/平米')
('', '海岸星辰 3室2厅 230万', '海岸星辰  | 3室2厅 | 143平米 | 南 | 其他', '中楼层(共28层)2011年建塔楼  -  兴园', '230万', '单价16084元/平米')
('', '蜀南庭苑 1室0厅 50万', '蜀南庭苑  | 1室0厅 | 32.27平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  蜀麓', '50万', '单价15495元/平米')
('', '为你而选为你为家 高新区香御公馆小两室 朝南通燃气', '圣联香御公馆  | 2室1厅 | 62.5平米 | 南 | 简装', '高楼层(共30层)2016年建塔楼  -  兴园', '95万', '单价15200元/平米')
('', '峰尚国际 楼层好  交通便利 诚心出售', '峰尚国际  | 1室1厅 | 63.03平米 | 西 | 其他', '中楼层(共30层)2012年建塔楼  -  天乐', '78万', '单价12376元/平米')
('https://image1.ljcdn.com/340100-inspection/24017a8b-67a1-4ba2-aa79-8bf16915fb62.jpg.296x216.jpg', '为你而选为你为家 梦园小区 山景房 满五年 精装带电梯', '梦园小区  | 7室3厅 | 239.53平米 | 南 北 | 其他', '高楼层(共11层)2002年建板楼  -  天乐', '340万', '单价14195元/平米')
('', '岭湖墅 此房满两年 采光充足 湖景房 南北通透户型', '岭湖墅   | 联排别墅 | 4室2厅 | 247平米 | 南 北 | 其他', '3层2015年建暂无数据  -  蜀麓', '560万', '单价22673元/平米')
('https://image1.ljcdn.com/340100-inspection/88eda844-fb1b-4f71-a9c6-a31c1cbfc339.jpg.296x216.jpg', '新华御湖上园 1室1厅 79万', '新华御湖上园  | 1室1厅 | 49.6平米 | 北 | 其他', '高楼层(共23层)塔楼  -  蜀麓', '79万', '单价15928元/平米')
('https://image1.ljcdn.com/340100-inspection/49dc22d3-f498-48e1-b7b6-3a4eb81ee17a.jpg.296x216.jpg', '保利西山林语，联排别墅，前后院子', '保利西山林语   | 联排别墅 | 4室2厅 | 334平米 | 南 | 毛坯', '3层暂无数据  -  蜀麓', '750万', '单价22456元/平米')
('', '旭辉湖山源著 4室2厅 400万', '旭辉湖山源著  | 4室2厅 | 128.46平米 | 南 北 | 其他', '低楼层(共9层)2016年建塔楼  -  蜀麓', '400万', '单价31139元/平米')
('https://image1.ljcdn.com/340100-inspection/d4eacb10-c794-4a81-9be8-a36f189ba0b6.jpg.296x216.jpg', '博澳丽苑 2室1厅 105万', '博澳丽苑  | 2室1厅 | 70.9平米 | 南 北 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '105万', '单价14810元/平米')
('', '圣联香御公馆一居室顶层采光好配套齐全', '圣联香御公馆  | 1室1厅 | 35.9平米 | 北 | 精装', '高楼层(共30层)2016年建塔楼  -  兴园', '55万', '单价15321元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1c7017ea-3a81-4505-856c-8a8651d79831.jpg.296x216.jpg', '阳光御湖苑 精装修一室一厅 房型正气 视野开阔', '阳光御湖苑  | 1室1厅 | 41.6平米 | 北 | 其他', '高楼层(共26层)2014年建塔楼  -  长宁', '72万', '单价17308元/平米')
('', '品质小区  南北通透 花园别墅 价格便宜', '旭辉湖山源著   | 联排别墅 | 4室3厅 | 248平米 | 东 南 西 北 | 其他', '3层暂无数据  -  蜀麓', '690万', '单价27823元/平米')
('', '为你而选为你为家 峰尚国际 一室一厅 朝北视野好', '峰尚国际  | 1室1厅 | 48.75平米 | 北 | 简装', '中楼层(共31层)2012年建塔楼  -  天乐', '65万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/d6fbd1c5-d75e-432b-a44d-18109ad75f31.jpg.296x216.jpg', '祥源城精装两居室 两房朝南 拎包入住 采光好', '祥源城  | 2室2厅 | 81平米 | 南 | 其他', '低楼层(共30层)2017年建塔楼  -  长宁', '170万', '单价20988元/平米')
('https://image1.ljcdn.com/340100-inspection/8113174d-252e-4654-aecf-85c31439898b.jpg.296x216.jpg', '百商悦澜山 3室2厅 180万', '百商悦澜山  | 3室2厅 | 99平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  兴园', '180万', '单价18182元/平米')
('', '上铁银欣花园 121平大三房 精装修 拎包入住', '上铁银欣花园  | 3室2厅 | 121.67平米 | 南 | 精装', '低楼层(共18层)2011年建塔楼  -  兴园', '210万', '单价17260元/平米')
('', '车城小区西区 2室1厅 70万', '车城小区西区  | 2室1厅 | 61.96平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  蜀麓', '70万', '单价11298元/平米')
('', '蜀南庭苑 3室1厅 140万', '蜀南庭苑  | 3室1厅 | 90平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  蜀麓', '140万', '单价15556元/平米')
('https://image1.ljcdn.com/340100-inspection/c87e8a09-225d-479d-9548-0dc1195f6913.jpg.296x216.jpg', '为你而选为你为家 徽商优山美地 视野开阔 楼层好', '徽商优山美地  | 1室0厅 | 46.25平米 | 北 | 其他', '高楼层(共31层)2014年建塔楼  -  天乐', '70万', '单价15136元/平米')
('', '华地紫园 2室2厅 160万', '华地紫园  | 2室2厅 | 89.15平米 | 南 | 其他', '中楼层(共32层)2014年建塔楼  -  兴园', '160万', '单价17948元/平米')
('', '永和家园 1室1厅 65万', '永和家园  | 1室1厅 | 48平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  长宁', '65万', '单价13542元/平米')
('https://image1.ljcdn.com/340100-inspection/22ab80e8-1810-4ad7-bc38-c6c7fc85bc79.jpg.296x216.jpg', '朝南精装  配套成熟 交通便利 诚心出售', '金濠优活城  | 2室1厅 | 70.08平米 | 南 | 其他', '低楼层(共28层)2012年建塔楼  -  天乐', '105万', '单价14983元/平米')
('https://image1.ljcdn.com/340100-inspection/58ffef53-273a-4414-b712-d787ea10b325.jpg.296x216.jpg', '地理位置好，交通便捷，配套设施完善', '国轩K西嘉  | 5室2厅 | 180.25平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  天乐', '288万', '单价15978元/平米')
('', '御景城精装大两房 满两年 楼层高视野好 看房方便', '御景城  | 2室2厅 | 86平米 | 南 北 | 精装', '高楼层(共28层)2014年建塔楼  -  兴园', '158万', '单价18373元/平米')
('https://image1.ljcdn.com/340100-inspection/9e201052-0ab5-4606-aec1-b282a5fe93fd.jpg.296x216.jpg', '为你而选为你为家 优山美地 精装开间 交通便利 诚售', '徽商优山美地  | 1室0厅 | 46.25平米 | 北 | 其他', '中楼层(共31层)2014年建塔楼  -  天乐', '68万', '单价14703元/平米')
('', '新华御湖上园 1室1厅 80万', '新华御湖上园  | 1室1厅 | 48平米 | 南 | 其他', '中楼层(共23层)塔楼  -  蜀麓', '80万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/fc910a45-4de6-4102-a57a-d28351021839.jpg.296x216.jpg', '海亮九玺 4室2厅 233万', '海亮九玺  | 4室2厅 | 128平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  蜀麓', '233万', '单价18204元/平米')
('', '满两年，精装修房东诚心出售，交通便利', '百商现代名苑  | 3室2厅 | 102平米 | 南 北 | 其他', '中楼层(共23层)2011年建塔楼  -  兴园', '190万', '单价18628元/平米')
('', '博澳丽苑 精装修三房 采光好 楼间距大', '博澳丽苑  | 3室2厅 | 106平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '160万', '单价15095元/平米')
('', '梦园小区 3室1厅 255万', '梦园小区  | 3室1厅 | 157.16平米 | 南 | 其他', '中楼层(共11层)2002年建板楼  -  天乐', '255万', '单价16226元/平米')
('https://image1.ljcdn.com/340100-inspection/96cde1bc-44f9-42a6-988d-041ce8fe6b07.jpg.296x216.jpg', '为你而选为你为家 园景天下 电梯复式房 南北通透', '园景天下  | 4室3厅 | 169.9平米 | 南 北 | 其他', '高楼层(共13层)2000年建板楼  -  天乐', '286万', '单价16834元/平米')
('', '淮矿馥邦天下 精装修64平 视野宽阔 采光好', '淮矿馥邦天下  | 2室1厅 | 64平米 | 南 | 其他', '高楼层(共30层)2015年建板塔结合  -  兴园', '105万', '单价16407元/平米')
('https://image1.ljcdn.com/340100-inspection/c1cacb89-744e-4fbf-bed7-28b5ed37389f.jpg.296x216.jpg', '金濠优活城 满两年 精装修 诚心出售', '金濠优活城  | 2室1厅 | 61.26平米 | 北 | 其他', '高楼层(共28层)2012年建塔楼  -  天乐', '90万', '单价14692元/平米')
('', '景尚名郡 1室1厅 72万', '景尚名郡  | 1室1厅 | 43平米 | 南 | 其他', '低楼层(共27层)2012年建板楼  -  兴园', '72万', '单价16745元/平米')
('https://image1.ljcdn.com/340100-inspection/8df780f5-e432-4b26-b0c7-9b3116f17d82.jpg.296x216.jpg', '旭辉 园林别墅 南北通透 采光充足 环境优美 业主诚售', '旭辉湖山源著  | 4室2厅 | 241.4平米 | 南 北 | 其他', '1层2016年建板楼  -  蜀麓', '530万', '单价21956元/平米')
('', '金徽阳光大厦 3室2厅 150万', '金徽阳光大厦  | 3室2厅 | 121平米 | 南 | 其他', '低楼层(共29层)2012年建塔楼  -  天乐', '150万', '单价12397元/平米')
('', '为你而选为你为家 优山美地 朝南户型 采光充足', '徽商优山美地  | 1室1厅 | 59平米 | 南 | 其他', '中楼层(共31层)2014年建塔楼  -  天乐', '95万', '单价16102元/平米')
('https://image1.ljcdn.com/340100-inspection/0f19e542-0af7-4d2c-95d1-612513f4129a.jpg.296x216.jpg', '博澳丽苑 满二 采光充足 含车位 业主诚心售', '博澳丽苑  | 2室1厅 | 73.14平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '99万', '单价13536元/平米')
('https://image1.ljcdn.com/340100-inspection/185a4ed3-5579-44f7-9389-f7c42ed3a8c2.jpg.296x216.jpg', '为你而选为你为家圣联香御公馆精装修一居室', '圣联香御公馆  | 1室1厅 | 47.63平米 | 西 | 其他', '中楼层(共30层)2016年建塔楼  -  兴园', '80万', '单价16797元/平米')
('', '南北通透 淮矿三房 位置紧俏 您的居家之选', '淮矿馥邦天下  | 3室2厅 | 127平米 | 南 北 | 其他', '高楼层(共33层)2015年建塔楼  -  兴园', '260万', '单价20473元/平米')
('https://image1.ljcdn.com/340100-inspection/test-fca6c806-7f1a-4c94-88e5-2834392e5fbd.png.296x216.jpg', '新华御湖上园 2室2厅 110万', '新华御湖上园  | 2室2厅 | 71平米 | 南 | 其他', '中楼层(共23层)塔楼  -  蜀麓', '110万', '单价15493元/平米')
('', '永和家园两房  配套齐全  生活方便', '永和家园  | 2室1厅 | 64平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  长宁', '90万', '单价14063元/平米')
('https://image1.ljcdn.com/340100-inspection/6141a3bc-b569-4572-81c6-a690166618d8.jpg.296x216.jpg', '旭辉 园林别墅 南北通透 采光充足 环境优美 业主诚售', '旭辉湖山源著   | 联排别墅 | 4室2厅 | 241.84平米 | 南 北 | 其他', '1层板楼  -  蜀麓', '525万', '单价21709元/平米')
('', '蜀景苑 3室2厅 220万', '蜀景苑  | 3室2厅 | 143.06平米 | 南 | 其他', '高楼层(共5层)2003年建板楼  -  蜀麓', '220万', '单价15379元/平米')
('', '新华御湖上园 1室1厅 85万', '新华御湖上园  | 1室1厅 | 49平米 | 南 | 简装', '中楼层(共23层)塔楼  -  蜀麓', '85万', '单价17347元/平米')
('', '蜀峰湾，成熟社区，蜀山边，公园旁，环境好，空气清新', '蜀峰湾  | 3室2厅 | 96.56平米 | 南 北 | 其他', '低楼层(共5层)2004年建板楼  -  天乐', '165万', '单价17088元/平米')
('https://image1.ljcdn.com/340100-inspection/04d87470-9c12-4a12-b1ec-6d87c2106404.jpg.296x216.jpg', '新华御湖上园 毛坯 户型方正 采光无遮挡 房东诚心出售', '新华御湖上园  | 1室1厅 | 45平米 | 北 | 其他', '高楼层(共23层)塔楼  -  蜀麓', '65万', '单价14445元/平米')
('', '华地紫园 3室2厅 450万', '华地紫园  | 3室2厅 | 159.22平米 | 南 | 其他', '中楼层(共11层)2013年建板楼  -  兴园', '450万', '单价28263元/平米')
('https://image1.ljcdn.com/340100-inspection/e601976a-d457-411d-b7bd-deffd400ecee.jpg.296x216.jpg', '南北通透 采光充足 配套齐全 精装三居  一楼带院子', '望园小区  | 3室2厅 | 110平米 | 南 北 | 其他', '低楼层(共6层)2002年建板楼  -  天乐', '190万', '单价17273元/平米')
('https://image1.ljcdn.com/340100-inspection/a8b7843e-27a1-4d12-a8fc-8c7976ecab08.jpg.296x216.jpg', '户型方正，已满两年，业主诚心出售', '百商现代名苑  | 2室2厅 | 81.98平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '150万', '单价18298元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a13e9b13-2cad-4ba1-aa14-b653c026bd1f.png.280x210.jpg', '博澳丽苑 小两房 满两年 中等楼层采光视野好 诚售', '博澳丽苑  | 2室1厅 | 73.03平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '102万', '单价13967元/平米')
('https://image1.ljcdn.com/340100-inspection/7b40be8d-3837-46cb-977c-5b5c79aeb98a.jpg.296x216.jpg', '楼层低 适合老年人居住 生活方便', '蜀南庭苑  | 2室1厅 | 62平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  蜀麓', '87万', '单价14033元/平米')
('', '此房满两年，楼层好，采光好，业主诚售', '景尚名郡  | 1室1厅 | 43平米 | 南 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '69万', '单价16047元/平米')
('https://image1.ljcdn.com/340100-inspection/6754bdab-4104-480d-89d7-8e05d26d7947.jpg.296x216.jpg', '地理位置好，交通便捷，配套设施完善', '国轩K西嘉  | 1室0厅 | 40平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  天乐', '65万', '单价16250元/平米')
('', '海岸星辰 7室3厅 390万', '海岸星辰  | 7室3厅 | 242平米 | 南 北 | 其他', '低楼层(共4层)2011年建塔楼  -  兴园', '390万', '单价16116元/平米')
('https://image1.ljcdn.com/340100-inspection/5b97009c-09f8-4f58-b4f2-8dd77f30b1b9.jpg.296x216.jpg', '阳光御湖苑 1室1厅 65万', '阳光御湖苑  | 1室1厅 | 42平米 | 北 | 其他', '中楼层(共26层)2014年建塔楼  -  长宁', '65万', '单价15477元/平米')
('', '精装大房 您的居家之选 还等什么', '景尚名郡  | 1室1厅 | 31平米 | 南 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '44万', '单价14194元/平米')
('https://image1.ljcdn.com/340100-inspection/659de0b6-83e6-4914-8518-50d62032dba5.jpg.296x216.jpg', '祥源城别墅 大户型居住舒适，三楼带地下室，环境好', '祥源城湖山别墅  | 4室2厅 | 366平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  长宁', '650万', '单价17760元/平米')
('https://image1.ljcdn.com/340100-inspection/3aeae15d-e798-409c-8ab9-8dad7ac6099c.jpg.296x216.jpg', '为你而选为你为家徽商城市风景采光充足单价低业主诚售', '徽商城市风景  | 2室1厅 | 82.32平米 | 南 | 其他', '中楼层(共16层)2008年建塔楼  -  天乐', '138万', '单价16764元/平米')
('', '为你而选为你为家 瑞和山水居 单价低 户型好', '瑞和山水居  | 1室1厅 | 53.34平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  兴园', '70万', '单价13124元/平米')
('https://image1.ljcdn.com/340100-inspection/ae148194-f781-4e2f-8a65-5d32ea2950b0.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 五十中 精装两房 采光充足', '博澳丽苑  | 2室2厅 | 96.27平米 | 南 北 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '132万', '单价13712元/平米')
('', '岭湖墅 4室2厅 530万', '岭湖墅  | 4室2厅 | 247平米 | 南 北 | 其他', '低楼层(共1层)2015年建板楼  -  蜀麓', '530万', '单价21458元/平米')
('', '御景城 地铁口 标准两房 精装自住 采光充足', '御景城  | 2室2厅 | 79平米 | 南 | 其他', '高楼层(共33层)2016年建塔楼  -  兴园', '130万', '单价16456元/平米')
('', '百商澜山墅 4室2厅 228万', '百商悦澜山  | 4室2厅 | 135平米 | 南 | 其他', '中楼层(共31层)2015年建塔楼  -  兴园', '228万', '单价16889元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload979a1a0e-feaf-482e-8342-eabd37c9a3a7.jpg.296x216.jpg', '毛坯公寓 采光充足 配套成熟 交通便利', '徽商优山美地  | 1室0厅 | 58.8平米 | 南 北 | 其他', '低楼层(共31层)2014年建塔楼  -  天乐', '90万', '单价15307元/平米')
('https://image1.ljcdn.com/340100-inspection/09270d46-3ec1-40ce-8140-eddfcac5b6b6.jpg.296x216.jpg', '蜀山脚下高档花园洋房。带车位送储藏室。高档改善型', '绿地乔治庄园  | 5室2厅 | 180.62平米 | 南 北 | 其他', '高楼层(共7层)2012年建板楼  -  蜀麓', '375万', '单价20762元/平米')
('https://image1.ljcdn.com/340100-inspection/2541f600-31f8-4fa9-bfd8-83895250039c.jpg.296x216.jpg', '为你而选为你为家 蜀湖湾小区 两房朝南 采光充足', '蜀湖湾小区  | 2室2厅 | 85.73平米 | 南 | 其他', '高楼层(共25层)2014年建塔楼  -  天乐', '155万', '单价18081元/平米')
('', '为你而选为你为家 瑞和山水居 单价低 户型好', '瑞和山水居  | 2室2厅 | 86.1平米 | 南 | 其他', '中楼层(共33层)2012年建塔楼  -  兴园', '115万', '单价13357元/平米')
('https://image1.ljcdn.com/340100-inspection/25bf0dc0-b707-4dc5-a718-f02a92b28e05.jpg.296x216.jpg', '车城小区成熟配套。户型方正。中间楼层。交通便利', '车城小区西区  | 2室1厅 | 62平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  蜀麓', '80万', '单价12904元/平米')
('https://image1.ljcdn.com/340100-inspection/745c4318-3d2f-4a22-a2c3-9b351fe82e78.jpg.296x216.jpg', '为你而选为你为家 新西茗阁 楼层好  交通方便', '新西茗阁  | 1室1厅 | 37平米 | 北 | 其他', '高楼层(共30层)2012年建塔楼  -  天乐', '50万', '单价13514元/平米')
('https://image1.ljcdn.com/340100-inspection/024e23f6-2d9d-4d9c-8ffb-209b79428b98.jpg.296x216.jpg', '百商悦澜山 3室2厅 165万', '百商悦澜山  | 3室2厅 | 111平米 | 南 北 | 其他', '中楼层(共30层)2014年建塔楼  -  兴园', '165万', '单价14865元/平米')
('', '精装 大房 价格实惠  出门地铁口  刚需的福音', '景尚名郡  | 1室1厅 | 43平米 | 北 | 其他', '低楼层(共27层)2012年建板楼  -  兴园', '70万', '单价16280元/平米')
