('https://image1.ljcdn.com/440600-inspection/8b97ab30-9e17-43de-af59-711f2161936b.jpg.296x216.jpg', '利豪名郡 2室2厅 145万', '利豪名郡  | 2室2厅 | 83.7平米 | 南 | 简装', '高楼层(共17层)2011年建塔楼  -  澜石', '145万', '单价17324元/平米')
('https://image1.ljcdn.com/440600-inspection/9f2592c4-62f2-4645-a54d-a764ce0e5268.jpg.296x216.jpg', '锦隆花园 套间出售 交通方便 配套成熟', '锦隆花园  | 1室1厅 | 49.3平米 | 北 | 其他', '高楼层(共11层)2012年建塔楼  -  福升', '80万', '单价16228元/平米')
('https://image1.ljcdn.com/440600-inspection/8cdeb45a-56d4-40c4-bada-80bf17805d9e.jpg.296x216.jpg', '金澜新村 1室0厅 41.8万', '金澜新村  | 1室0厅 | 30.24平米 | 南 | 简装', '低楼层(共8层)塔楼  -  魁奇', '41.8万', '单价13823元/平米')
('https://image1.ljcdn.com/440600-inspection/983daae4-a74c-4670-8128-e83eac2b09d6.jpg.296x216.jpg', '铂顿国际公寓(佛山岭南天地店) 1室1厅 80万', '铂顿国际公寓(佛山岭南天地店)  | 1室1厅 | 45平米 | 北 | 其他', '中楼层(共5层)板楼  -  福升', '80万', '单价17778元/平米')
('', '凯德瀚城 2室2厅 180万', '凯德瀚城  | 2室2厅 | 91平米 | 北 | 精装', '高楼层(共11层)2005年建板塔结合  -  魁奇', '180万', '单价19781元/平米')
('', '环湖国际 精装 四房 出售', '汇银环湖国际  | 5室2厅 | 89平米 | 北 | 精装', '高楼层(共16层)2009年建塔楼  -  湖景', '195万', '单价21911元/平米')
('https://image1.ljcdn.com/440600-inspection/25fe5a57-5c22-4fe7-8caf-d77999ce4b8f.jpg.296x216.jpg', '保利天玺 配套完善，不靠马路，随时看房', '保利天玺  | 1室0厅 | 37平米 | 西 | 简装', '高楼层(共31层)2013年建塔楼  -  岭南大道', '52万', '单价14055元/平米')
('', '凯德天伦世嘉 两房出售', '凯德天伦世嘉  | 2室2厅 | 90.5平米 | 北 | 精装', '低楼层(共15层)2012年建塔楼  -  亲仁', '160万', '单价17680元/平米')
('', '普君新城华府 3室2厅 207万', '普君新城华府  | 3室2厅 | 88.36平米 | 北 | 精装', '低楼层(共24层)2015年建塔楼  -  祖庙', '207万', '单价23427元/平米')
('https://image1.ljcdn.com/440600-inspection/982f03b0-ccb3-4365-b335-eb72013a8bd8.jpg.296x216.jpg', '铂顿国际公寓 一房一厅', '铂顿国际公寓  | 1室1厅 | 47.47平米 | 南 北 | 其他', '低楼层(共13层)2012年建塔楼  -  祖庙', '120万', '单价25280元/平米')
('https://image1.ljcdn.com/440600-inspection/e702bb64-cb61-4233-9a26-87e8e629ea78.jpg.296x216.jpg', '越秀岭南隽庭 1室1厅 70万', '越秀岭南隽庭  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共31层)塔楼  -  岭南大道', '70万', '单价14000元/平米')
('https://image1.ljcdn.com/440600-inspection/50813a62-16e1-45c9-9c68-8d94556e15e3.jpg.296x216.jpg', '铂顿国际公寓 1室1厅 110万', '铂顿国际公寓  | 1室1厅 | 54.44平米 | 东 | 其他', '高楼层(共13层)2012年建塔楼  -  祖庙', '110万', '单价20206元/平米')
('', '普君新城公寓 1室1厅 55万', '普君新城公寓  | 1室1厅 | 41平米 | 南 | 其他', '低楼层(共31层)2010年建塔楼  -  祖庙', '55万', '单价13415元/平米')
('https://image1.ljcdn.com/440600-inspection/25d5c805-969c-456a-a6af-73e758fa8a72.jpg.296x216.jpg', '季华金品尚院 3室2厅 160万', '季华金品尚院  | 3室2厅 | 81.6平米 | 北 | 其他', '低楼层(共17层)2012年建塔楼  -  朝安', '160万', '单价19608元/平米')
('https://image1.ljcdn.com/440600-inspection/f19ed9e2-99ed-4c77-b207-e53d58b5fb95.jpg.296x216.jpg', '保利香槟花园 电梯洋房 花园小区', '保利香槟花园公寓  | 1室0厅 | 40平米 | 西 | 其他', '低楼层(共17层)塔楼  -  张槎', '40万', '单价10000元/平米')
('', '广东零壹科技园 电梯公寓', '广东零壹科技园  | 1室1厅 | 43平米 | 南 北 | 其他', '中楼层(共10层)2015年建塔楼  -  石湾', '55万', '单价12791元/平米')
('', '九鼎国际城 1室0厅 35万', '九鼎国际城  | 1室0厅 | 36.6平米 | 北 | 其他', '中楼层(共31层)2010年建塔楼  -  朝安', '35万', '单价9563元/平米')
('', '中海文华熙岸 3室2厅 260万', '中海文华熙岸  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共33层)2010年建塔楼  -  湖景', '260万', '单价29214元/平米')
('https://image1.ljcdn.com/440600-inspection/1193e769-d844-4b91-bc06-d4dba39f3464.jpg.296x216.jpg', '柠檬时代 新装一房一厅', '柠檬时代  | 1室1厅 | 47平米 | 南 | 其他', '低楼层(共17层)2010年建塔楼  -  南桂西', '75万', '单价15958元/平米')
('https://image1.ljcdn.com/440600-inspection/0c54c082-d94a-4742-bb46-4dec9e46facf.jpg.296x216.jpg', '铂顿国际公寓 1室1厅 110万', '铂顿国际公寓  | 1室1厅 | 54平米 | 北 | 其他', '中楼层(共13层)2012年建塔楼  -  祖庙', '110万', '单价20371元/平米')
('https://image1.ljcdn.com/440600-inspection/35fc984c-67d1-4e6d-8992-b8aacf9d6383.jpg.296x216.jpg', '铂顿国际公寓 1室1厅 110万', '铂顿国际公寓  | 1室1厅 | 52平米 | 南 | 其他', '低楼层(共13层)2012年建塔楼  -  祖庙', '110万', '单价21154元/平米')
('', '普君新城公寓 1室1厅 55万', '普君新城公寓  | 1室1厅 | 41.2平米 | 南 | 其他', '低楼层(共31层)2010年建塔楼  -  祖庙', '55万', '单价13350元/平米')
('https://image1.ljcdn.com/440600-inspection/a53d5253-7175-4a82-8aa5-05d8fd486834.jpg.296x216.jpg', '龙光水悦龙湾 1室0厅 35万', '龙光水悦龙湾  | 1室0厅 | 43平米 | 西 | 其他', '高楼层(共28层)塔楼  -  南庄', '35万', '单价8140元/平米')
('https://image1.ljcdn.com/440600-inspection/00a84ba6-d1a3-41a9-a734-061175547e78.jpg.296x216.jpg', '百汇购物大厦 2房出售', '百汇购物大厦  | 2室1厅 | 81.8平米 | 西 | 简装', '低楼层(共20层)2001年建塔楼  -  汾江北', '88万', '单价10758元/平米')
('https://image1.ljcdn.com/440600-inspection/53026daf-41cd-4fbd-a6c5-eba79410b551.jpg.296x216.jpg', '华强广场 1房1厅 50万元', '华强广场  | 1室1厅 | 45平米 | 南 | 其他', '高楼层(共23层)2018年建塔楼  -  福升', '50万', '单价11112元/平米')
('', '凯德瀚城 3房出售', '凯德瀚城  | 3室2厅 | 165平米 | 南 北 | 精装', '低楼层(共11层)2005年建板塔结合  -  魁奇', '400万', '单价24243元/平米')
('', '南桂西路 2室2厅 118万', '南桂西路  | 2室2厅 | 104.04平米 | 南 | 其他', '低楼层(共7层)板楼  -  南桂西', '118万', '单价11342元/平米')
('', '科秦君御华府 复式两房出售 装修新', '科秦君御华府  | 2室2厅 | 45平米 | 南 | 其他', '中楼层(共21层)2013年建塔楼  -  南桂西', '62万', '单价13778元/平米')
('https://image1.ljcdn.com/440600-inspection/9a49a423-075e-41dd-af79-ff0224f4d761.jpg.296x216.jpg', '金澜新村 小方数住宅', '金澜新村  | 1室1厅 | 28平米 | 南 | 简装', '高楼层(共8层)塔楼  -  魁奇', '30万', '单价10715元/平米')
('https://image1.ljcdn.com/440600-inspection/85c96032-e998-4716-b0d9-ac93aa0039de.jpg.296x216.jpg', '保利香槟花园 电梯公寓出售', '保利香槟花园公寓  | 1室0厅 | 40平米 | 西 | 其他', '低楼层(共17层)塔楼  -  张槎', '34万', '单价8500元/平米')
('https://image1.ljcdn.com/440600-inspection/ea2fffc9-3813-40c7-9cd0-d06bd4c00797.jpg.296x216.jpg', '鸿业城市花园 1室2厅 126万', '鸿业城市花园  | 1室2厅 | 63.01平米 | 北 | 其他', '低楼层(共22层)2011年建塔楼  -  湖景', '126万', '单价19997元/平米')
('', '铂顿国际公寓 1室1厅 118万', '铂顿国际公寓  | 1室1厅 | 54平米 | 西 | 其他', '高楼层(共16层)2012年建塔楼  -  祖庙', '118万', '单价21852元/平米')
('https://image1.ljcdn.com/440600-inspection/3e939fb9-458f-4851-84c1-c45d3af035ad.jpg.296x216.jpg', '龙光水悦龙湾 1室0厅 30万', '龙光水悦龙湾  | 1室0厅 | 43平米 | 西 | 其他', '高楼层(共28层)塔楼  -  南庄', '30万', '单价6977元/平米')
('', '丽日玫瑰二期二区 4室2厅 430万', '丽日玫瑰二期二区  | 4室2厅 | 168平米 | 东南 | 其他', '高楼层(共18层)2005年建塔楼  -  魁奇', '430万', '单价25596元/平米')
('https://image1.ljcdn.com/440600-inspection/9885fb4a-6bc9-40c8-98bc-ae276d22ad3d.jpg.296x216.jpg', '华南金谷 公寓出售', '敏捷华南金谷  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共14层)2017年建塔楼  -  汾江北', '50万', '单价10000元/平米')
('', '依云上城 格局方正', '依云上城  | 3室2厅 | 92平米 | 南 | 毛坯', '低楼层(共31层)2012年建板塔结合  -  魁奇', '250万', '单价27174元/平米')
('', '港宏世家 2室1厅 70万', '港宏世家  | 2室1厅 | 46平米 | 南 | 其他', '中楼层(共23层)塔楼  -  南庄', '70万', '单价15218元/平米')
('', '恒福国际商业中心 1室1厅 70万', '恒福国际商业中心  | 1室1厅 | 40平米 | 北 | 其他', '高楼层(共20层)塔楼  -  朝安', '70万', '单价17500元/平米')
('https://image1.ljcdn.com/440600-inspection/5dcb7c18-ce9b-482f-8055-2c5711145556.jpg.296x216.jpg', '东海银湾 配套成熟 交通方便', '长信东海银湾  | 1室1厅 | 38.66平米 | 西 | 其他', '中楼层(共31层)2015年建塔楼  -  朝安', '70万', '单价18107元/平米')
('https://image1.ljcdn.com/440600-inspection/668ec90c-594d-434d-8387-193a8a60896d.jpg.296x216.jpg', '保利天玺 1室0厅 44万', '保利天玺  | 1室0厅 | 40平米 | 南 | 其他', '高楼层(共31层)2013年建塔楼  -  岭南大道', '44万', '单价11000元/平米')
('', '汾江南路 2室2厅 120万', '汾江南路  | 2室2厅 | 125.2平米 | 东南 | 精装', '中楼层(共8层)塔楼  -  绿景', '120万', '单价9585元/平米')
('https://image1.ljcdn.com/440600-inspection/af1dd5f7-2f5a-4370-82f9-9d7be75c48a9.jpg.296x216.jpg', '兆阳御花园 车位 32万', '兆阳御花园  | 车位 | 26.25平米 | 南', '板楼  -  绿景', '32万', '单价12191元/平米')
('', '张槎四路 格局方正', '张槎四路  | 3室1厅 | 102.24平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  张槎', '85万', '单价8314元/平米')
('https://image1.ljcdn.com/440600-inspection/2560ea9e-1300-40aa-ba3e-12eeb919c473.jpg.296x216.jpg', '华南金谷 公寓出售', '敏捷华南金谷  | 1室1厅 | 50平米 | 南 | 其他', '中楼层(共14层)2017年建塔楼  -  汾江北', '50万', '单价10000元/平米')
('', '碧桂园城市花园 毛坯5房', '碧桂园城市花园中区  | 5室3厅 | 500平米 | 南 北 | 毛坯', '中楼层(共30层)2013年建板塔结合  -  澜石', '680万', '单价13600元/平米')
('', '大观街 2室2厅 69万', '大观街  | 2室2厅 | 87平米 | 南 | 简装', '高楼层(共8层)板楼  -  亲仁', '69万', '单价7932元/平米')
('', '怡翠玫瑰园 4室2厅 275.4万', '怡翠玫瑰园  | 4室2厅 | 153平米 | 北 | 其他', '中楼层(共27层)2004年建塔楼  -  湖景', '275.4万', '单价18000元/平米')
('https://image1.ljcdn.com/440600-inspection/ba960c85-50e2-467e-ae65-8f1d1a7cc0ae.jpg.296x216.jpg', '鸿业新天地和苑 成熟小区', '鸿业新天地和苑  | 1室1厅 | 51平米 | 南 | 精装', '低楼层(共13层)2006年建塔楼  -  祖庙', '88万', '单价17255元/平米')
('https://image1.ljcdn.com/440600-inspection/6625504b-7d63-43d9-94a0-5cf2f369ea5d.jpg.296x216.jpg', '碧桂园城市花园公寓 1室1厅 81万', '碧桂园城市花园公寓  | 1室1厅 | 54平米 | 西 | 其他', '中楼层(共29层)2016年建塔楼  -  澜石', '81万', '单价15000元/平米')
('', '帝景蓝湾 2室2厅 100万', '帝景蓝湾  | 2室2厅 | 72.86平米 | 南 | 其他', '低楼层(共6层)板楼  -  南庄', '100万', '单价13725元/平米')
('', '东华嘉苑 复式精装三房', '岭南天地东华嘉苑二期  | 3室5厅 | 600平米 | 南 北 | 简装', '低楼层(共16层)2011年建塔楼  -  祖庙', '1200万', '单价20000元/平米')
('', '恒福新城 复式6房 南向单位 新装修', '恒福新城  | 6室2厅 | 126.66平米 | 南 | 精装', '低楼层(共16层)2010年建塔楼  -  朝安', '350万', '单价27634元/平米')
('https://image1.ljcdn.com/440600-inspection/5b702ac5-6ad8-46b6-a2be-df086ca53da6.jpg.296x216.jpg', '龙光水悦龙湾 1房1厅 38万元', '龙光水悦龙湾  | 1室1厅 | 34平米 | 南 | 其他', '高楼层(共28层)塔楼  -  南庄', '38万', '单价11177元/平米')
('', '华南金谷 舒适小区', '敏捷华南金谷  | 1室1厅 | 46平米 | 东 | 其他', '高楼层(共14层)2017年建塔楼  -  汾江北', '43万', '单价9348元/平米')
('', '华远大厦 3室2厅 128万', '华远大厦  | 3室2厅 | 106平米 | 东 | 其他', '低楼层(共22层)2002年建塔楼  -  季华', '128万', '单价12076元/平米')
('', '怡翠玫瑰园 4室2厅 420.2万', '怡翠玫瑰园  | 4室2厅 | 191平米 | 南 | 毛坯', '低楼层(共30层)2004年建塔楼  -  湖景', '420.2万', '单价22000元/平米')
('https://image1.ljcdn.com/440600-inspection/ace6be92-d021-44f0-9cfa-3ce557199d1f.jpg.296x216.jpg', '铂顿城公寓 交通便利 出售', '铂顿国际公寓  | 1室1厅 | 53.56平米 | 南 北 | 简装', '高楼层(共16层)2012年建塔楼  -  祖庙', '125万', '单价23339元/平米')
('https://image1.ljcdn.com/440600-inspection/c3e4a8a8-4f1a-4f27-9b79-3c8e56db8338.jpg.296x216.jpg', '碧桂园城市花园公寓 1室1厅 90万', '碧桂园城市花园公寓  | 1室1厅 | 60平米 | 西 | 其他', '中楼层(共29层)2016年建塔楼  -  澜石', '90万', '单价15000元/平米')
('', '丽日玫瑰三期一区 4室2厅 255万', '丽日玫瑰三期一区  | 4室2厅 | 104平米 | 南 | 其他', '高楼层(共8层)2005年建塔楼  -  魁奇', '255万', '单价24520元/平米')
('', '保利香槟花园 花园小区 电梯洋房', '保利香槟花园公寓  | 2室2厅 | 70平米 | 东 | 精装', '高楼层(共17层)塔楼  -  张槎', '75万', '单价10715元/平米')
('', '普君新城 电梯三房', '普君新城  | 3室2厅 | 103.17平米 | 南 | 简装', '低楼层(共27层)2010年建塔楼  -  祖庙', '280万', '单价27140元/平米')
('', '敏捷华南金谷 公寓出售', '敏捷华南金谷  | 2室2厅 | 46平米 | 南 | 其他', '高楼层(共14层)2017年建塔楼  -  汾江北', '54万', '单价11740元/平米')
('', '华强广场 1室1厅 55万', '华强广场  | 1室1厅 | 50平米 | 南 | 其他', '高楼层(共23层)2018年建塔楼  -  福升', '55万', '单价11000元/平米')
('', '钻石苑 3室2厅 248万', '钻石苑  | 3室2厅 | 138平米 | 南 北 | 简装', '高楼层(共15层)1999年建塔楼  -  祖庙', '248万', '单价17972元/平米')
('https://image1.ljcdn.com/440600-inspection/0204ff31-59b9-4ace-b57d-2586d1f57a2b.jpg.296x216.jpg', '怡翠玫瑰园 2房2厅2卫 南向单位', '怡翠玫瑰园  | 2室2厅 | 152平米 | 南 | 精装', '中楼层(共29层)2004年建塔楼  -  湖景', '288.8万', '单价19000元/平米')
('', '铂顿国际公寓 1室1厅 133万', '铂顿国际公寓  | 1室1厅 | 53平米 | 南 北 | 其他', '高楼层(共13层)2012年建塔楼  -  祖庙', '133万', '单价25095元/平米')
('', '印象城 3房2厅', '购物中心  | 3室2厅 | 166平米 | 南 | 其他', '高楼层(共24层)1998年建塔楼  -  季华', '180万', '单价10844元/平米')
('', '湖景路奥林匹克花园 3房出售', '汇银奥林匹克花园  | 3室2厅 | 120平米 | 南 北 | 精装', '低楼层(共16层)2006年建塔楼  -  湖景', '290万', '单价24167元/平米')
('', '盈翠华苑 楼梯3房出售', '盈翠华苑五座  | 3室2厅 | 99.56平米 | 东北 | 其他', '中楼层(共7层)2003年建塔楼  -  张槎', '118万', '单价11853元/平米')
('', '华强广场 实用单房', '华强广场  | 1室1厅 | 48平米 | 东南 | 其他', '中楼层(共23层)2018年建塔楼  -  福升', '55万', '单价11459元/平米')
('', '华强广场 1室1厅 51.7万', '华强广场  | 1室1厅 | 47平米 | 南 | 其他', '高楼层(共23层)2018年建塔楼  -  福升', '51.7万', '单价11000元/平米')
('', '金子苑 4室2厅 140万', '金子苑  | 4室2厅 | 151.67平米 | 南 北 | 简装', '中楼层(共8层)2000年建塔楼  -  季华', '140万', '单价9231元/平米')
('https://image1.ljcdn.com/440600-inspection/d62643da-6f6a-46ab-a58f-6c09f509cf44.jpg.296x216.jpg', '普君新城公寓 交通便利 成熟配套', '普君新城公寓  | 1室1厅 | 42平米 | 东 | 其他', '低楼层(共31层)2010年建塔楼  -  祖庙', '82万', '单价19524元/平米')
('', '钻石苑 4室2厅 410万', '钻石苑  | 4室2厅 | 226平米 | 南 北 | 其他', '高楼层(共14层)1999年建塔楼  -  祖庙', '410万', '单价18142元/平米')
('', '意境星语花园 装修三房 小区管理', '意境星语花园  | 3室2厅 | 112平米 | 南 | 精装', '低楼层(共10层)2011年建塔楼  -  张槎', '165万', '单价14733元/平米')
('', '佛山雅居乐 稀有放盘 毛坯别墅 格局好', '佛山雅居乐花园8号一区   | 独栋别墅 | 5室2厅 | 210平米 | 南 | 毛坯', '1层2014年建暂无数据  -  湖景', '820万', '单价39048元/平米')
('', '御璟上院 南向望花园', '御璟上院  | 2室1厅 | 86平米 | 南 | 其他', '高楼层(共10层)2011年建塔楼  -  石湾', '125万', '单价14535元/平米')
('', '华强广场 实用单房', '华强广场  | 1室0厅 | 46平米 | 南 | 其他', '高楼层(共23层)2018年建塔楼  -  福升', '54万', '单价11740元/平米')
('', '怡翠玫瑰园 3室2厅 238万', '怡翠玫瑰园  | 3室2厅 | 141平米 | 南 | 精装', '中楼层(共28层)2004年建塔楼  -  湖景', '238万', '单价16880元/平米')
('', '恒福国际商业中心 1室1厅 70万', '恒福国际商业中心  | 1室1厅 | 40平米 | 北 | 其他', '中楼层(共20层)塔楼  -  朝安', '70万', '单价17500元/平米')
('https://image1.ljcdn.com/440600-inspection/bc2f79b8-1878-42cf-ab00-76944d6b9758.jpg.296x216.jpg', '保利香槟花园 一房一厅 采光良好', '保利香槟花园公寓  | 1室0厅 | 40平米 | 西 | 其他', '高楼层(共17层)塔楼  -  张槎', '40万', '单价10000元/平米')
('', '怡翠玫瑰园 3室2厅 252万', '怡翠玫瑰园  | 3室2厅 | 119.84平米 | 南 | 其他', '高楼层(共17层)2004年建塔楼  -  湖景', '252万', '单价21029元/平米')
('', '海湾城 毛坯四房 小区管理', '海湾城  | 4室2厅 | 154平米 | 南 | 其他', '26层2015年建板塔结合  -  石湾', '279万', '单价18117元/平米')
('', '天御盈品 电梯中层套间 南向 装修保养好', '天御盈品  | 1室1厅 | 49.28平米 | 南 | 精装', '中楼层(共26层)2012年建塔楼  -  绿景', '90万', '单价18263元/平米')
('https://image1.ljcdn.com/440600-inspection/5b4eca2b-66af-4bb7-b56e-1eaf788a5a23.JPG.296x216.jpg', '尚辉苑 1室1厅 43万', '尚辉苑  | 1室1厅 | 35平米 | 南 | 其他', '高楼层(共11层)2002年建塔楼  -  南桂西', '43万', '单价12286元/平米')
('https://image1.ljcdn.com/440600-inspection/b60ee815-5d2e-4618-8d8b-6062ebad732a.jpg.296x216.jpg', '长信东海银湾 1室1厅 70万', '长信东海银湾  | 1室1厅 | 38.6平米 | 西 | 其他', '中楼层(共31层)2015年建塔楼  -  朝安', '70万', '单价18135元/平米')
('', '怡翠玫瑰园 7房3厅5卫2阳台 户型方正', '怡翠玫瑰园  | 7室3厅 | 280平米 | 南 | 精装', '低楼层(共18层)2004年建塔楼  -  湖景', '420万', '单价15000元/平米')
