('https://image1.ljcdn.com/340100-inspection/f6c652fb-13e0-4b6b-9275-9ce8211bc4d4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 127万', '北城世纪城泽徽苑  | 3室2厅 | 96.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '127万', '单价13097元/平米')
('https://image1.ljcdn.com/340100-inspection/a79f5fed-aa0b-48aa-83dd-4650061cdd08.jpg.296x216.jpg', '北城中环城 3室2厅 120万', '北城中环城  | 3室2厅 | 97.01平米 | 南 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '120万', '单价12370元/平米')
('https://image1.ljcdn.com/340100-inspection/2fa11bc2-e3c5-46fd-aec0-d697556f7eba.JPG.296x216.jpg', '文一北郡，中高楼层，两梯四户，简单装修边户，', '文一名门北郡  | 3室2厅 | 88.68平米 | 南 | 其他', '高楼层(共29层)塔楼  -  北城', '105万', '单价11841元/平米')
('https://image1.ljcdn.com/340100-inspection/04742f7b-6653-4c8c-9721-c0e26eae7c66.JPG.296x216.jpg', '中奥花园 1室1厅 45万', '中奥花园  | 1室1厅 | 45.88平米 | 南 | 其他', '高楼层(共19层)2012年建塔楼  -  北城', '45万', '单价9809元/平米')
('', '京冠北城华府 2室2厅 95万', '京冠北城华府  | 2室2厅 | 83.81平米 | 南 | 其他', '中楼层(共30层)暂无数据  -  北城', '95万', '单价11336元/平米')
('', '京城国际 3室2厅 135万', '京城国际  | 3室2厅 | 105平米 | 南 北 | 其他', '高楼层(共26层)2014年建塔楼  -  北城', '135万', '单价12858元/平米')
('https://image1.ljcdn.com/340100-inspection/322f66af-f07e-47b0-9fd7-efd2168f4dc5.JPG.296x216.jpg', '润地星城 3室2厅 120万', '润地星城  | 3室2厅 | 108平米 | 南 | 其他', '中楼层(共6层)2008年建塔楼  -  北城', '120万', '单价11112元/平米')
('https://image1.ljcdn.com/340100-inspection/1adcc03e-3043-4229-be5c-6e53e0c9525d.JPG.296x216.jpg', '恒泰米兰堡 3室2厅 125万', '恒泰米兰堡  | 3室2厅 | 117平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '125万', '单价10684元/平米')
('https://image1.ljcdn.com/340100-inspection/9b2d1be5-04fc-4f35-bbfb-1f8ad328686a.jpg.296x216.jpg', '力高共和城 2室2厅 95万', '力高共和城  | 2室2厅 | 87.93平米 | 南 北 | 其他', '低楼层(共6层)2012年建板楼  -  北城', '95万', '单价10805元/平米')
('https://image1.ljcdn.com/340100-inspection/0c8f46df-9005-4174-b76e-dbd67cb55cf5.JPG.296x216.jpg', '北城中环城 3室2厅 118万', '北城中环城  | 3室2厅 | 107.85平米 | 南 北 | 其他', '高楼层(共33层)2010年建塔楼  -  北城', '118万', '单价10942元/平米')
('https://image1.ljcdn.com/340100-inspection/fe5a58eb-a3c3-4a8a-9cc4-c4af543a412c.JPG.296x216.jpg', '米兰堡中装一居室，高楼层采光好，满两年', '恒泰米兰堡  | 1室1厅 | 35.88平米 | 东 | 其他', '中楼层(共18层)2012年建塔楼  -  北城', '38万', '单价10591元/平米')
('', '御景嘉苑 3室2厅 110万', '御景嘉苑  | 3室2厅 | 98平米 | 南 | 其他', '低楼层(共28层)暂无数据  -  北城', '110万', '单价11225元/平米')
('', '恒泰城品阿奎利亚 3室2厅 125万', '恒泰城品阿奎利亚  | 3室2厅 | 97.8平米 | 南 北 | 其他', '中楼层(共33层)2011年建塔楼  -  北城', '125万', '单价12782元/平米')
('https://image1.ljcdn.com/340100-inspection/0e373a5b-8781-4e72-b471-66753767cfc9.JPG.296x216.jpg', '奥青城 4室2厅 118万', '奥青城  | 4室2厅 | 113.04平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  北城', '118万', '单价10439元/平米')
('https://image1.ljcdn.com/340100-inspection/542022c6-6801-4fa7-b680-271d09712996.jpg.296x216.jpg', '恒泰城品阿奎利亚 2室2厅 99万', '恒泰城品阿奎利亚  | 2室2厅 | 86.71平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  北城', '99万', '单价11418元/平米')
('https://image1.ljcdn.com/340100-inspection/47ec16a7-3966-44dd-80d0-5c3dec37c07c.JPG.296x216.jpg', '中奥花园 2室2厅 96万', '中奥花园  | 2室2厅 | 99平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  北城', '96万', '单价9697元/平米')
('https://image1.ljcdn.com/340100-inspection/a960a06e-421f-4bf8-a87c-a4553b0bdec9.jpg.296x216.jpg', '恒泰米兰堡 1室0厅 38万', '恒泰米兰堡  | 1室0厅 | 35.88平米 | 西 | 其他', '中楼层(共18层)2012年建塔楼  -  北城', '38万', '单价10591元/平米')
('https://image1.ljcdn.com/340100-inspection/fdc927e5-67f6-4c94-8fed-7a987cb39bc2.jpg.296x216.jpg', '国徽苑 3室2厅 150万', '国徽苑  | 3室2厅 | 131.96平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '150万', '单价11368元/平米')
('', '金地雅苑 3室2厅 105万', '金地雅苑  | 3室2厅 | 94平米 | 南 | 其他', '低楼层(共6层)暂无数据  -  北城', '105万', '单价11171元/平米')
('https://image1.ljcdn.com/340100-inspection/f25bca11-4e85-4bc0-ba3b-d31e063764d1.JPG.296x216.jpg', '恒大帝景 3室2厅 106万', '恒大帝景  | 3室2厅 | 92.61平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '106万', '单价11446元/平米')
('https://image1.ljcdn.com/340100-inspection/a9aea25f-6c92-453d-bc39-9ad8497e51a7.JPG.296x216.jpg', '北城世纪城泽徽苑 4室2厅 148万', '北城世纪城泽徽苑  | 4室2厅 | 145.76平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '148万', '单价10154元/平米')
('https://image1.ljcdn.com/340100-inspection/0a0250cb-bb4d-4871-bc5b-73d71b5c8fa7.JPG.296x216.jpg', '恒大帝景 2室2厅 103万', '恒大帝景  | 2室2厅 | 85.35平米 | 南 | 精装', '低楼层(共30层)2015年建塔楼  -  北城', '103万', '单价12068元/平米')
('', '冠徽苑公寓 2室2厅 60万', '冠徽苑公寓  | 2室2厅 | 83平米 | 南 | 其他', '低楼层(共39层)2012年建塔楼  -  北城', '60万', '单价7229元/平米')
('', '北城世纪城裕徽苑 3室2厅 118万', '北城世纪城裕徽苑  | 3室2厅 | 93.42平米 | 南 北 | 其他', '高楼层(共33层)2014年建塔楼  -  北城', '118万', '单价12632元/平米')
('https://image1.ljcdn.com/340100-inspection/1ae7028e-8a81-48d1-bf99-0d04db9b98ef.jpg.296x216.jpg', '恒泰米兰堡 3室2厅 105万', '恒泰米兰堡  | 3室2厅 | 85.4平米 | 南 | 其他', '中楼层(共15层)2012年建塔楼  -  北城', '105万', '单价12296元/平米')
('https://image1.ljcdn.com/340100-inspection/78ade363-96d0-4ff5-8ed4-6a570e1708fa.JPG.296x216.jpg', '文一名门北郡 3室2厅 111万', '文一名门北郡  | 3室2厅 | 93.06平米 | 南 | 其他', '低楼层(共8层)板楼  -  北城', '111万', '单价11928元/平米')
('https://image1.ljcdn.com/340100-inspection/b152a36f-3f8a-4d9a-b422-ee83db01a0d4.JPG.296x216.jpg', '恒大帝景 2室2厅 111万', '恒大帝景  | 2室2厅 | 86.03平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '111万', '单价12903元/平米')
('', '北城世纪城帝徽苑 3室2厅 115万', '北城世纪城帝徽苑  | 3室2厅 | 97平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '115万', '单价11856元/平米')
('', '半岛1号 3室2厅 180万', '半岛1号  | 3室2厅 | 131.59平米 | 南 北 | 其他', '中楼层(共9层)2012年建板楼  -  北城', '180万', '单价13679元/平米')
('https://image1.ljcdn.com/340100-inspection/7d252dc5-37e2-4d54-9367-573b9a98e1d8.jpg.296x216.jpg', '金色里程 2室2厅 95万', '金色里程  | 2室2厅 | 85平米 | 南 北 | 其他', '高楼层(共34层)塔楼  -  北城', '95万', '单价11177元/平米')
('https://image1.ljcdn.com/340100-inspection/6db9bf5e-8637-4198-b0a5-e67c4177ff1d.JPG.296x216.jpg', '新慧金水岸南区 2室1厅 85万', '新慧金水岸南区  | 2室1厅 | 80.72平米 | 南 | 其他', '中楼层(共18层)2011年建板塔结合  -  北城', '85万', '单价10531元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload34f21916-738a-4f58-a72c-5b2e80ed6ab5.jpg.296x216.jpg', '鸿徽苑 2室2厅 112万', '鸿徽苑  | 2室2厅 | 98平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '112万', '单价11429元/平米')
('https://image1.ljcdn.com/340100-inspection/d6286a76-9b71-4b22-a633-ac13d2df965f.jpg.296x216.jpg', '京祥名都 3室2厅 99万', '京祥名都  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共34层)板塔结合  -  北城', '99万', '单价11380元/平米')
('', '力高共和城 3室2厅 108万', '力高共和城  | 3室2厅 | 89.11平米 | 南 北 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '108万', '单价12120元/平米')
('', '力高共和城东区 3室2厅 105万', '力高共和城东区  | 3室2厅 | 84平米 | 南 | 其他', '低楼层(共18层)2013年建塔楼  -  北城', '105万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/763b98f9-8c3a-47fc-ac21-6ede9e5b2aea.JPG.296x216.jpg', '金色里程 边户  高楼层 采光好 精装修', '金色里程  | 4室2厅 | 125平米 | 南 | 其他', '高楼层(共34层)塔楼  -  北城', '145万', '单价11600元/平米')
('https://image1.ljcdn.com/340100-inspection/72232729-04d9-4423-bf54-1e60d3f619cb.JPG.296x216.jpg', '和昌都汇华郡 高楼层 采光好 毛坯空置  看房方便', '和昌都汇华郡  | 2室2厅 | 67.37平米 | 西北 | 其他', '高楼层(共34层)2014年建塔楼  -  北城', '87万', '单价12914元/平米')
('', '力高共和城 2室2厅 95万', '力高共和城  | 2室2厅 | 84平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  北城', '95万', '单价11310元/平米')
('', '恒大帝景 2室2厅 107万', '恒大帝景  | 2室2厅 | 85平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '107万', '单价12589元/平米')
('', '恒泰城品阿奎利亚 3室2厅 120万', '恒泰城品阿奎利亚  | 3室2厅 | 96.17平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  北城', '120万', '单价12478元/平米')
('https://image1.ljcdn.com/340100-inspection/d6d8aea5-26f0-45bc-a5fb-e2cb2dfe50de.JPG.296x216.jpg', '金地雅苑 2室2厅 85万', '金地雅苑  | 2室2厅 | 83.75平米 | 南 | 其他', '低楼层(共6层)暂无数据  -  北城', '85万', '单价10150元/平米')
('https://image1.ljcdn.com/340100-inspection/5b02c2f9-2c26-4a3c-af1b-19c46e5c46ec.JPG.296x216.jpg', '新慧金水岸南区 3室2厅 108万', '新慧金水岸南区  | 3室2厅 | 124平米 | 南 | 其他', '中楼层(共18层)2011年建板塔结合  -  北城', '108万', '单价8710元/平米')
('', '鸿徽苑 4室2厅 150万', '鸿徽苑  | 4室2厅 | 134平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '150万', '单价11195元/平米')
('', '润地星城 3室2厅 120万', '润地星城  | 3室2厅 | 103.66平米 | 南 | 其他', '中楼层(共27层)2008年建塔楼  -  北城', '120万', '单价11577元/平米')
('', '北城世纪城瑞徽苑 2室2厅 95万', '北城世纪城瑞徽苑  | 2室2厅 | 78.01平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  北城', '95万', '单价12178元/平米')
('https://image1.ljcdn.com/340100-inspection/6eb8d4a1-e922-4ec2-8846-f8d3575ed17b.JPG.296x216.jpg', '恒泰米兰堡 3室2厅 130万', '恒泰米兰堡  | 3室2厅 | 109平米 | 南 北 | 其他', '低楼层(共6层)2012年建板楼  -  北城', '130万', '单价11927元/平米')
('', '北城世纪城康徽苑 2室1厅 115万', '北城世纪城康徽苑  | 2室1厅 | 85平米 | 南 北 | 其他', '中楼层(共34层)2015年建塔楼  -  北城', '115万', '单价13530元/平米')
('', '恒大帝景 3室2厅 150万', '恒大帝景  | 3室2厅 | 136.66平米 | 南 | 其他', '高楼层(共30层)2015年建塔楼  -  北城', '150万', '单价10977元/平米')
('https://image1.ljcdn.com/340100-inspection/test-46f20cba-328d-45a4-a782-c1861de8ff63.png.296x216.jpg', '北城世纪城禄徽苑 3室2厅 112万', '北城世纪城禄徽苑  | 3室2厅 | 96.1平米 | 南 北 | 其他', '低楼层(共32层)2016年建塔楼  -  北城', '112万', '单价11655元/平米')
('https://image1.ljcdn.com/340100-inspection/07204308-e6b6-4d9f-91a8-9b2132b4eb29.JPG.296x216.jpg', '恒泰风格城市 3室1厅 118万', '恒泰风格城市  | 3室1厅 | 68.07平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '118万', '单价17336元/平米')
('https://image1.ljcdn.com/340100-inspection/aeaa7bfa-391b-448a-8622-ee7fc36f9d68.jpg.296x216.jpg', '新慧金水岸南区 4室2厅 105万', '新慧金水岸南区  | 4室2厅 | 123.09平米 | 南 | 其他', '中楼层(共18层)2011年建板塔结合  -  北城', '105万', '单价8531元/平米')
('', '锦徽苑 2室1厅 52万', '锦徽苑  | 2室1厅 | 84.48平米 | 南 | 其他', '低楼层(共38层)2013年建塔楼  -  北城', '52万', '单价6156元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3e3ddcdc-b535-4ff0-9c60-2675d2a37444.jpg.296x216.jpg', '为你而选为你为家，半岛一号简装大三居。', '半岛1号  | 3室2厅 | 128平米 | 南 | 其他', '中楼层(共9层)2012年建板楼  -  北城', '160万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/48d1cdd2-0731-4e3d-be93-590e2bf605b9.JPG.296x216.jpg', '恒大帝景 3室2厅 150万', '恒大帝景  | 3室2厅 | 126.6平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '150万', '单价11849元/平米')
('', '北城世纪城瑞徽苑 3室2厅 120万', '北城世纪城瑞徽苑  | 3室2厅 | 93.42平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '120万', '单价12846元/平米')
('https://image1.ljcdn.com/340100-inspection/d588088d-9bd2-414c-a598-ae1602ab1b41.jpg.296x216.jpg', '恒泰风格城市 1室1厅 51万', '恒泰风格城市  | 1室1厅 | 50.12平米 | 北 | 其他', '高楼层(共33层)2012年建塔楼  -  北城', '51万', '单价10176元/平米')
('https://image1.ljcdn.com/340100-inspection/c77b1d65-f1f0-4005-9b33-0a0f091b08c4.JPG.296x216.jpg', '北城中环城 3室2厅 120万', '北城中环城  | 3室2厅 | 97平米 | 南 | 其他', '中楼层(共33层)2010年建塔楼  -  北城', '120万', '单价12372元/平米')
('', '北城世纪城腾徽苑 3室2厅 113万', '北城世纪城腾徽苑  | 3室2厅 | 97.3平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '113万', '单价11614元/平米')
('https://image1.ljcdn.com/340100-inspection/8b080231-1110-44cd-975c-5ef6eb47925e.JPG.296x216.jpg', '世纪城一期国徽苑，两居室，满两年。', '国徽苑  | 2室1厅 | 66.46平米 | 南 | 其他', '低楼层(共26层)2013年建塔楼  -  北城', '82万', '单价12339元/平米')
('https://image1.ljcdn.com/340100-inspection/054fb812-aa45-4201-8580-71b67f8163e4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 135万', '北城世纪城泽徽苑  | 3室2厅 | 128.8平米 | 南 北 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '135万', '单价10482元/平米')
('', '恒泰但丁堡阿奎利亚 3室2厅 135万', '恒泰但丁堡阿奎利亚  | 3室2厅 | 115平米 | 南 | 其他', '低楼层(共11层)2010年建塔楼  -  北城', '135万', '单价11740元/平米')
('https://image1.ljcdn.com/340100-inspection/d444e06a-68d8-407e-9681-7b5f50252c0d.JPG.296x216.jpg', '北城世纪城禄徽苑 3室2厅 120万', '北城世纪城禄徽苑  | 3室2厅 | 103平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  北城', '120万', '单价11651元/平米')
('https://image1.ljcdn.com/340100-inspection/f8818d5f-3e17-4deb-9cfa-9c4e65104cfe.JPG.296x216.jpg', '新慧金水岸南区 3室2厅 130万', '新慧金水岸南区  | 3室2厅 | 123.73平米 | 南 北 | 其他', '低楼层(共18层)2011年建板塔结合  -  北城', '130万', '单价10507元/平米')
('', '恒泰悦城 2室1厅 93万', '恒泰悦城  | 2室1厅 | 65平米 | 南 | 其他', '低楼层(共19层)2012年建塔楼  -  北城', '93万', '单价14308元/平米')
('https://image1.ljcdn.com/340100-inspection/ad5ee606-cf74-4490-b496-3e5b4274a84b.JPG.296x216.jpg', '房型方正，小高层，采光充足，视野开阔，业主诚售', '国强丰瑞园  | 3室1厅 | 90.23平米 | 南 北 | 其他', '高楼层(共18层)板楼  -  北城', '93万', '单价10307元/平米')
('https://image1.ljcdn.com/340100-inspection/6cbd75c1-6098-4186-88fb-fbe399880cd5.JPG.296x216.jpg', '世纪城禄徽苑边户三房，中间楼层，满两年，带车位。', '北城世纪城禄徽苑  | 3室2厅 | 98.85平米 | 南 北 | 其他', '中楼层(共34层)2016年建塔楼  -  北城', '120万', '单价12140元/平米')
('', '北城世纪城禄徽苑 3室2厅 125万', '北城世纪城禄徽苑  | 3室2厅 | 99平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  北城', '125万', '单价12627元/平米')
('https://image1.ljcdn.com/340100-inspection/86d14330-2830-4a1c-80ca-361a9dea56f1.JPG.296x216.jpg', '北城中环城 2室2厅 89万', '北城中环城  | 2室2厅 | 87.23平米 | 南 | 其他', '低楼层(共30层)2010年建塔楼  -  北城', '89万', '单价10203元/平米')
('https://image1.ljcdn.com/340100-inspection/b7b4681b-6eb0-4386-b4d7-205c404044b2.JPG.296x216.jpg', '奥青城 4室2厅 135万', '奥青城  | 4室2厅 | 111平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  北城', '135万', '单价12163元/平米')
('', '金大地翡翠公馆 3室1厅 140万', '金大地翡翠公馆  | 3室1厅 | 100平米 | 南 | 其他', '高楼层(共23层)塔楼  -  北城', '140万', '单价14000元/平米')
('https://image1.ljcdn.com/340100-inspection/7ee3f75d-bf29-4018-be1b-05c949444c2f.JPG.296x216.jpg', '北城世纪城荣徽苑 3室2厅 120万', '北城世纪城荣徽苑  | 3室2厅 | 99.18平米 | 南 | 其他', '高楼层(共29层)塔楼  -  北城', '120万', '单价12100元/平米')
('https://image1.ljcdn.com/340100-inspection/7451298e-b0e9-47c6-9a0d-59fe86c4892a.JPG.296x216.jpg', '和昌都汇华郡 2室2厅 106万', '和昌都汇华郡  | 2室2厅 | 85平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  北城', '106万', '单价12471元/平米')
('', '新慧金水岸南区 3室2厅 98万', '新慧金水岸南区  | 3室2厅 | 123.09平米 | 南 | 其他', '低楼层(共18层)2011年建板塔结合  -  北城', '98万', '单价7962元/平米')
('https://image1.ljcdn.com/340100-inspection/9c1a5a21-6761-4169-a0d5-59b6e03f7da7.JPG.296x216.jpg', '新慧金水岸南区 4室2厅 110万', '新慧金水岸南区  | 4室2厅 | 123平米 | 南 北 | 其他', '高楼层(共18层)2011年建板塔结合  -  北城', '110万', '单价8944元/平米')
('https://image1.ljcdn.com/340100-inspection/7cba1e36-87b2-45ee-b813-f1600605f206.JPG.296x216.jpg', '北城中环城 3室2厅 100万', '北城中环城  | 3室2厅 | 91.6平米 | 南 | 其他', '高楼层(共32层)2010年建塔楼  -  北城', '100万', '单价10918元/平米')
('', '鸿徽苑 2室2厅 91万', '鸿徽苑  | 2室2厅 | 91.9平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  北城', '91万', '单价9903元/平米')
