('https://image1.ljcdn.com/440600-inspection/0f1800d2-f314-450d-845b-3beaa9b01a93.jpg.296x216.jpg', '精装修3房 大阳台 送入户花园 家私电器全送  满五年', '金河水岸  | 3室2厅 | 109.21平米 | 北 | 精装', '中楼层(共26层)2009年建塔楼  -  乐从', '148万', '单价13552元/平米')
('https://image1.ljcdn.com/440600-inspection/0f5cd1ba-9b11-496e-8551-954cb6eb6a9f.jpg.296x216.jpg', '雅居乐新城湾畔 毛坯三房', '雅居乐新城湾畔  | 3室2厅 | 118平米 | 北 | 毛坯', '低楼层(共24层)2015年建塔楼  -  北滘', '215万', '单价18221元/平米')
('https://image1.ljcdn.com/440600-inspection/9c4ba1f6-5542-46e8-8ffa-d33d0afdb90a.JPG.296x216.jpg', '恒业大厦 3室2厅 92万', '恒业大厦  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共25层)1995年建塔楼  -  容桂', '92万', '单价8519元/平米')
('', '碧桂园华润新城之光 3室2厅 178万', '碧桂园华润新城之光  | 3室2厅 | 89平米 | 东北 | 其他', '高楼层(共32层)2017年建塔楼  -  乐从', '178万', '单价20000元/平米')
('', '星英半岛 三房两厅', '星英半岛  | 3室2厅 | 89平米 | 东南 | 毛坯', '低楼层(共32层)2016年建塔楼  -  陈村', '151.3万', '单价17000元/平米')
('https://image1.ljcdn.com/440600-inspection/7350725b-bfff-4f9f-87b0-0818ee8dac7b.JPG.296x216.jpg', '保利中环广场 居住舒适 南北通透', '保利中辰公寓  | 1室1厅 | 59平米 | 南 | 其他', '中楼层(共21层)2015年建塔楼  -  大良新区', '85万', '单价14407元/平米')
('', '佛澳湾 三房两厅简单装修', '佛奥湾  | 3室2厅 | 123平米 | 东北 | 简装', '39层2005年建板塔结合  -  乐从', '230万', '单价18700元/平米')
('https://image1.ljcdn.com/440600-inspection/485e25fc-ec02-42d7-9075-95eb699e9cf7.jpg.296x216.jpg', '御祥豪庭 成熟小区', '御祥豪庭  | 2室1厅 | 47平米 | 东 | 简装', '21层2005年建板塔结合  -  乐从', '75万', '单价15958元/平米')
('https://image1.ljcdn.com/440600-inspection/5ed6f7b8-f59d-427c-9afb-10878f307ee7.jpg.296x216.jpg', '乐从金威郦都 成熟小区 带车位出售', '金威郦都  | 4室2厅 | 152平米 | 南 | 毛坯', '中楼层(共21层)2012年建塔楼  -  乐从', '250万', '单价16448元/平米')
('', '万科水晶城 毛坯四房', '万科水晶城  | 4室2厅 | 230.18平米 | 南 北 | 其他', '高楼层(共32层)2012年建塔楼  -  陈村', '460.4万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/39141320-6315-4cb5-a1b3-e57017077b82.jpg.296x216.jpg', '碧桂花城泰和苑 2室2厅 138万', '碧桂花城泰和苑  | 2室2厅 | 80.3平米 | 东南 | 其他', '低楼层(共7层)2001年建塔楼  -  陈村', '138万', '单价17186元/平米')
('https://image1.ljcdn.com/440600-inspection/28d41213-37a6-4b44-911c-828d35256949.jpg.296x216.jpg', '绿地* 毛坯四房', '顺德绿地中心  | 4室2厅 | 204平米 | 南 北 | 其他', '高楼层(共35层)2017年建塔楼  -  大良东区', '370万', '单价18138元/平米')
('https://image1.ljcdn.com/440600-inspection/80ef7d55-74a8-4a29-b9b1-64be99576e93.jpg.296x216.jpg', '昌裕花园 花园小区管理', '昌裕花园  | 4室2厅 | 119平米 | 南 北 | 简装', '中楼层(共7层)2000年建板楼  -  大良中区', '102万', '单价8572元/平米')
('https://image1.ljcdn.com/440600-inspection/5cbcd33a-196e-4cea-88a2-99181e843adf.JPG.296x216.jpg', '碧桂花城紫华苑 3室2厅 158万', '碧桂花城紫华苑  | 3室2厅 | 102平米 | 北 | 其他', '中楼层(共7层)2001年建塔楼  -  陈村', '158万', '单价15491元/平米')
('', '碧桂园华润新城之光 3室2厅 220万', '碧桂园华润新城之光  | 3室2厅 | 88.54平米 | 东北 | 其他', '中楼层(共32层)2017年建塔楼  -  乐从', '220万', '单价24848元/平米')
('', '博澳城 舒适三房 望花园', '博澳城  | 3室2厅 | 102平米 | 南 | 其他', '高楼层(共27层)2009年建塔楼  -  大良北区', '145万', '单价14216元/平米')
('https://image1.ljcdn.com/440600-inspection/98f51bfe-652a-4536-b791-49e6e405a62c.jpg.296x216.jpg', '保利东湾 公寓 新毛坯', '保利东湾东瑞广场  | 2室2厅 | 68平米 | 南 | 毛坯', '中楼层(共40层)2010年建塔楼  -  乐从', '108.8万', '单价16000元/平米')
('', '依云水岸 舒适四房 南北对流 环境优美修', '依云水岸三期  | 4室2厅 | 188平米 | 南 | 精装', '低楼层(共31层)2011年建塔楼  -  乐从', '480万', '单价25532元/平米')
('https://image1.ljcdn.com/440600-inspection/c5b3e84f-7d6e-477b-94ba-1d70172caadc.jpg.296x216.jpg', '旭景.庭 装修一房一厅 户型方正', '威斯广场旭景豪庭  | 1室1厅 | 45平米 | 西 | 其他', '中楼层(共7层)2005年建板楼  -  乐从', '45万', '单价10000元/平米')
('', '逸林苑 东南向 望花园', '逸林苑  | 1室1厅 | 46平米 | 南 北 | 其他', '12层2000年建板塔结合  -  大良南区', '70万', '单价15218元/平米')
('https://image1.ljcdn.com/440600-inspection/bb7cf6a0-131c-47cb-83e4-2456b7d4fa66.jpg.296x216.jpg', '金河水岸 3室2厅 196万', '金河水岸  | 3室2厅 | 151平米 | 南 | 其他', '中楼层(共26层)2009年建塔楼  -  乐从', '196万', '单价12981元/平米')
('https://image1.ljcdn.com/440600-inspection/4d699914-cb3a-4744-b709-b237c9104ea2.jpg.296x216.jpg', '金海M-CITY 装修新净', '金海MCITY  | 3室2厅 | 134平米 | 南 | 精装', '低楼层(共48层)2010年建塔楼  -  乐从', '280万', '单价20896元/平米')
('https://image1.ljcdn.com/440600-inspection/83e5936e-9629-42fc-89a2-5f6c01d47c89.jpg.296x216.jpg', '新世界4房出售 交通便利', '新世界名门天下  | 4室1厅 | 77.27平米 | 南 | 其他', '低楼层(共29层)2012年建塔楼  -  大良中区', '200万', '单价25884元/平米')
('https://image1.ljcdn.com/440600-inspection/ced2abb4-f757-48a0-b732-6be07415c2d9.jpg.296x216.jpg', '纯自然名宅 3室2厅 150万', '纯自然名宅  | 3室2厅 | 101平米 | 东南 | 其他', '低楼层(共7层)2010年建板楼  -  大良西北区', '150万', '单价14852元/平米')
('', '太平洋国际花园 2室1厅 110万', '太平洋国际花园  | 2室1厅 | 56平米 | 东 | 其他', '低楼层(共18层)2017年建塔楼  -  陈村', '110万', '单价19643元/平米')
('', '德涛居 3室2厅 165万', '德涛居  | 3室2厅 | 102.4平米 | 南 | 简装', '中楼层(共7层)暂无数据  -  大良北区', '165万', '单价16114元/平米')
('', '依云水岸 舒适四房 南北对流 环境优美', '依云水岸三期  | 4室2厅 | 190平米 | 南 北 | 其他', '低楼层(共31层)2011年建塔楼  -  乐从', '500万', '单价26316元/平米')
('https://image1.ljcdn.com/440600-inspection/4d0d387c-2753-4eda-b3c1-139bf56135fc.jpg.296x216.jpg', '装修1房 户型方正实用', '帝锋康庭  | 1室0厅 | 32.5平米 | 东北 | 其他', '20层2008年建板塔结合  -  乐从', '33万', '单价10154元/平米')
('', '金海M-CITY 1房1厅 92万元', '金海MCITY  | 1室1厅 | 43平米 | 东南 | 其他', '中楼层(共52层)2015年建塔楼  -  乐从', '92万', '单价21396元/平米')
('https://image1.ljcdn.com/440600-inspection/7c367a21-acdf-4e83-aa06-530274a9fc47.JPG.296x216.jpg', '顺德容桂小区：活力盈居温馨3房', '活力盈居  | 3室2厅 | 115平米 | 东南 | 精装', '中楼层(共11层)暂无数据  -  容桂', '175万', '单价15218元/平米')
('https://image1.ljcdn.com/440600-inspection/9dfb0138-4042-4251-934a-fca6226087ac.jpg.296x216.jpg', '金域湾 保养新 带花园', '金域湾  | 3室2厅 | 119平米 | 南 | 精装', '12层2006年建板塔结合  -  大良西北区', '188万', '单价15799元/平米')
('https://image1.ljcdn.com/440600-inspection/8fdce643-d308-4959-ad4c-be03c3ef53cc.jpg.296x216.jpg', '岭岚花园环境优美', '岭岚花园华翠轩  | 4室2厅 | 186平米 | 东南 | 精装', '高楼层(共11层)2006年建塔楼  -  大良西北区', '300万', '单价16130元/平米')
('https://image1.ljcdn.com/440600-inspection/eb0a5214-0283-44b3-a6ff-eb8dd71a237d.jpg.296x216.jpg', '新幸福领汇家园 3室2厅 198万', '新幸福领汇家园  | 3室2厅 | 130平米 | 南 北 | 简装', '高楼层(共24层)2016年建塔楼  -  容桂', '198万', '单价15231元/平米')
('', '怡翠晋盛花园 4室2厅 335.8万', '怡翠晋盛花园  | 4室2厅 | 129平米 | 南 | 精装', '高楼层(共37层)2016年建塔楼  -  乐从', '335.8万', '单价26032元/平米')
('', '保利公园里（保利紫荆公馆） 4室2厅 310万', '保利公园里（保利紫荆公馆）  | 4室2厅 | 170平米 | 南 | 其他', '高楼层(共23层)2017年建塔楼  -  乐从', '310万', '单价18236元/平米')
('', '依云水岸 装修三房 三梯三户 带车位', '依云水岸三期  | 2室2厅 | 90平米 | 南 | 简装', '中楼层(共41层)2011年建塔楼  -  乐从', '228万', '单价25334元/平米')
('https://image1.ljcdn.com/440600-inspection/2c96b322-103d-4da9-8e97-aef00a8c3bce.jpg.296x216.jpg', '紫荆南苑 小区成熟', '紫荆南苑  | 1室1厅 | 45平米 | 西南 | 其他', '高楼层(共7层)2005年建板楼  -  乐从', '46万', '单价10223元/平米')
('', '地理位置便利', '依云国际  | 1室0厅 | 36平米 | 南 | 其他', '高楼层(共31层)塔楼  -  乐从', '50万', '单价13889元/平米')
('https://image1.ljcdn.com/440600-inspection/8c698b9e-6fb3-4b58-9c30-6def5d83a9eb.jpg.296x216.jpg', '新世界名门天下 3室2厅 175万', '新世界名门天下  | 3室2厅 | 105平米 | 南 | 简装', '低楼层(共29层)2012年建塔楼  -  大良中区', '175万', '单价16667元/平米')
('https://image1.ljcdn.com/440600-inspection/5ba15f54-b43c-427a-9710-633bac421fbb.jpg.296x216.jpg', '精装三房  业主诚信出售', '嘉信城市花园一期  | 3室2厅 | 113.28平米 | 南 | 精装', '高楼层(共18层)2011年建塔楼  -  大良新区', '188万', '单价16597元/平米')
('https://image1.ljcdn.com/440600-inspection/bec5e0e8-edc2-4873-9293-dda1a01e7db4.jpg.296x216.jpg', '都市玫瑰苑 3室2厅 130万', '都市玫瑰苑  | 3室2厅 | 89平米 | 南 | 简装', '高楼层(共8层)2005年建板塔结合  -  大良南区', '130万', '单价14607元/平米')
('', '振华小区 3室2厅 88万', '振华小区  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共8层)暂无数据  -  容桂', '88万', '单价8000元/平米')
('', '涛汇领御花园 3室2厅 230万', '涛汇领御花园  | 3室2厅 | 120平米 | 南 北 | 其他', '中楼层(共25层)2013年建塔楼  -  伦教', '230万', '单价19167元/平米')
('', '金海M-CITY 装修新净', '金海MCITY  | 3室2厅 | 134平米 | 南 北 | 其他', '中楼层(共48层)2010年建塔楼  -  乐从', '320万', '单价23881元/平米')
('https://image1.ljcdn.com/440600-inspection/405d26d2-3f89-4c60-8e1f-187891f9b6a7.jpg.296x216.jpg', '乐从伟业楼 装修 洋房', '乐从伟业楼  | 2室2厅 | 81平米 | 西南 | 其他', '低楼层(共8层)塔楼  -  乐从', '56万', '单价6914元/平米')
('', '万科天傲湾花园 南北对流', '万科天傲湾花园  | 5室2厅 | 275.55平米 | 南 | 其他', '低楼层(共30层)2014年建塔楼  -  大良新区', '415万', '单价15061元/平米')
('https://image1.ljcdn.com/440600-inspection/6a12d9a1-3c09-4e97-ac1f-be9e9a0c55a0.jpg.296x216.jpg', '银城楼 3室2厅 83万', '银城楼  | 3室2厅 | 97平米 | 南 | 其他', '高楼层(共8层)2001年建塔楼  -  大良中区', '83万', '单价8557元/平米')
('https://image1.ljcdn.com/440600-inspection/3852d366-79aa-431b-8389-90785b12baa9.jpg.296x216.jpg', '依云水岸三期 3室2厅 235万', '依云水岸三期  | 3室2厅 | 91平米 | 南 | 精装', '中楼层(共41层)2011年建塔楼  -  乐从', '235万', '单价25825元/平米')
('https://image1.ljcdn.com/440600-inspection/77d74631-c192-46da-8749-71ea6d55101f.jpg.296x216.jpg', '都汇豪庭 3室2厅 219万', '都汇豪庭  | 3室2厅 | 146平米 | 东 | 精装', '高楼层(共12层)2006年建塔楼  -  大良中区', '219万', '单价15000元/平米')
('', '碧桂园印象花城 4室2厅 250万', '碧桂园印象花城  | 4室2厅 | 103平米 | 南 | 其他', '高楼层(共31层)2018年建塔楼  -  陈村', '250万', '单价24272元/平米')
('', '金域湾 保养新 带花园', '金域湾  | 4室2厅 | 145平米 | 东北 | 其他', '16层2006年建板塔结合  -  大良西北区', '217万', '单价14966元/平米')
('https://image1.ljcdn.com/440600-inspection/b018ac39-08b3-4583-a499-65d79190bfc6.jpg.296x216.jpg', '碧桂花城 复式四房', '碧桂花城御景苑  | 4室2厅 | 165.2平米 | 北 | 简装', '高楼层(共6层)2001年建板楼  -  陈村', '260万', '单价15739元/平米')
('https://image1.ljcdn.com/440600-inspection/ed0ebbb3-810b-4d05-baad-f334eefc010d.jpg.296x216.jpg', '欧浦皇庭 3室2厅 221万', '欧浦皇庭  | 3室2厅 | 130平米 | 东南 | 其他', '中楼层(共23层)2011年建塔楼  -  乐从', '221万', '单价17000元/平米')
('https://image1.ljcdn.com/440600-inspection/474564d4-11ce-4c29-ab56-e21b7b9ddc63.jpg.296x216.jpg', '顺德雅居乐花园 3室2厅 168万', '顺德雅居乐花园  | 3室2厅 | 91平米 | 东南 | 简装', '中楼层(共25层)2011年建塔楼  -  大良南区', '168万', '单价18462元/平米')
('', '威斯广场峰景 2室2厅 115万', '威斯广场峰景  | 2室2厅 | 84平米 | 东 南 | 其他', '低楼层(共20层)2005年建塔楼  -  乐从', '115万', '单价13691元/平米')
('', '汇成华庭 装修两房', '汇成华庭  | 2室1厅 | 68平米 | 东北 | 简装', '高楼层(共16层)2000年建塔楼  -  大良南区', '135万', '单价19853元/平米')
('https://image1.ljcdn.com/440600-inspection/da4373a0-d71b-4359-a6e8-6212e06715e9.JPG.296x216.jpg', '保利中宇花园 交通便利 南北通透 视野好', '保利中环一期中宇花园  | 2室2厅 | 84平米 | 南 | 其他', '低楼层(共32层)塔楼  -  大良新区', '150万', '单价17858元/平米')
('https://image1.ljcdn.com/440600-inspection/e93fa916-d266-4942-92d1-3ef9f687d949.jpg.296x216.jpg', '顺德雅居乐花园 3室2厅 165万', '顺德雅居乐花园  | 3室2厅 | 92.5平米 | 北 | 其他', '低楼层(共24层)2011年建塔楼  -  大良南区', '165万', '单价17838元/平米')
('https://image1.ljcdn.com/440600-inspection/b05cee50-2857-45bc-891f-7111f9b69e26.jpg.296x216.jpg', '金河水岸 3室2厅 181万', '金河水岸  | 3室2厅 | 151平米 | 南 | 其他', '低楼层(共26层)2009年建塔楼  -  乐从', '181万', '单价11987元/平米')
('', '乐从风度广场 1室1厅 35万', '乐从风度广场  | 1室1厅 | 32.6平米 | 北 | 其他', '高楼层(共25层)2017年建塔楼  -  乐从', '35万', '单价10737元/平米')
('', '碧桂花城 三房 高层单位 保养好', '碧桂花城紫翠苑  | 3室2厅 | 124平米 | 南 | 其他', '高楼层(共6层)2001年建板楼  -  陈村', '185万', '单价14920元/平米')
('https://image1.ljcdn.com/440600-inspection/1215366f-bdf5-4539-8eee-61b0d282e215.jpg.296x216.jpg', '东瑞广场 出售', '保利东湾东瑞广场  | 1室1厅 | 70平米 | 北 | 毛坯', '高楼层(共40层)2010年建塔楼  -  乐从', '95万', '单价13572元/平米')
('https://image1.ljcdn.com/440600-inspection/c60bdfda-5007-4ce8-9d01-903f4add18b1.jpg.296x216.jpg', '三房一厅 格局方正 配套完善 通风采光好', '紫荆南苑  | 3室1厅 | 83.6平米 | 西南 | 简装', '7层2005年建板塔结合  -  乐从', '110万', '单价13158元/平米')
('', '都汇豪庭 5室2厅 185万', '都汇豪庭  | 5室2厅 | 165平米 | 西南 | 其他', '中楼层(共12层)2006年建塔楼  -  大良中区', '185万', '单价11213元/平米')
('', '叠美居 两房出售', '叠美居  | 2室1厅 | 69平米 | 南 | 其他', '低楼层(共9层)2007年建塔楼  -  大良北区', '88万', '单价12754元/平米')
('https://image1.ljcdn.com/440600-inspection/e9d657ba-65af-426b-b4a2-bf7596b816e0.jpg.296x216.jpg', '星英半岛 三房两厅', '星英半岛  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共27层)2016年建塔楼  -  陈村', '160万', '单价17978元/平米')
('https://image1.ljcdn.com/440600-inspection/3beb13ac-0bea-4d2e-8da9-7bc854897dc7.jpg.296x216.jpg', '丽苑人家 2室2厅 83万', '丽苑人家  | 2室2厅 | 56平米 | 东南 | 其他', '低楼层(共7层)2000年建板楼  -  大良西北区', '83万', '单价14822元/平米')
('', '佛罗伦斯尚苑 3室2厅 135万', '佛罗伦斯尚苑  | 3室2厅 | 95平米 | 东 | 其他', '中楼层(共17层)2010年建塔楼  -  容桂', '135万', '单价14211元/平米')
('', '盈翠园 三房带装修 户型方正实用', '盈翠园  | 3室2厅 | 102平米 | 南 北 | 其他', '7层2006年建板塔结合  -  乐从', '122.4万', '单价12000元/平米')
('https://image1.ljcdn.com/440600-inspection/db99ece1-c75d-4290-9a09-d20bbafbbe1a.jpg.296x216.jpg', '风度广场 格局方正 诚意出售', '乐从风度广场  | 1室0厅 | 33平米 | 北 | 其他', '高楼层(共25层)2017年建塔楼  -  乐从', '38万', '单价11516元/平米')
('https://image1.ljcdn.com/440600-inspection/9c802b1b-b14d-4773-8b5d-28ee739c9ac0.jpg.296x216.jpg', '康格斯花园紫荆苑 2室2厅 115万', '康格斯花园紫荆苑  | 2室2厅 | 85平米 | 西南 | 其他', '高楼层(共18层)2009年建塔楼  -  大良西北区', '115万', '单价13530元/平米')
('', '乐从风度广场 1室1厅 44万', '乐从风度广场  | 1室1厅 | 36.95平米 | 南 | 其他', '高楼层(共25层)2017年建塔楼  -  乐从', '44万', '单价11908元/平米')
('', '怡翠晋盛 格局方正 实用户型', '怡翠晋盛御园  | 3室2厅 | 94平米 | 北 | 其他', '高楼层(共36层)2017年建塔楼  -  乐从', '228万', '单价24256元/平米')
('https://image1.ljcdn.com/440600-inspection/72fc0e37-9df8-48c7-8135-5322016679dd.jpg.296x216.jpg', '连平花园 交通便利', '连平花园  | 3室2厅 | 110平米 | 西 | 精装', '中楼层(共7层)板楼  -  大良北区', '126万', '单价11455元/平米')
('https://image1.ljcdn.com/440600-inspection/36323525-1661-478d-b7ae-db9ffd602df4.jpg.296x216.jpg', '依云水岸二期 4室2厅 340万', '依云水岸二期  | 4室2厅 | 148平米 | 南 | 精装', '低楼层(共32层)2010年建塔楼  -  乐从', '340万', '单价22973元/平米')
('', '保利中环二期中汇花园 4室3厅 550万', '保利中环二期中汇花园  | 4室3厅 | 212平米 | 南 北 | 其他', '中楼层(共36层)2016年建塔楼  -  大良新区', '550万', '单价25944元/平米')
('', '佛山新城 怡翠晋盛', '怡翠晋盛御园  | 3室2厅 | 94平米 | 北 | 毛坯', '高楼层(共36层)2017年建塔楼  -  乐从', '197万', '单价20958元/平米')
('', '珠江楼 交通便利', '珠江楼  | 3室2厅 | 85平米 | 东 西 | 其他', '高楼层(共7层)1999年建板楼  -  大良中区', '80万', '单价9412元/平米')
