('https://image1.ljcdn.com/shfdfs-image/20170513/541a8d1f-99cd-4d95-844a-58e16d808346.jpg.296x216.jpg', '内环内 05年次新小区 小户型电梯房 房型正气两室两厅', '中兴财富国际公寓  | 2室2厅 | 79.48平米 | 东南 | 精装 | 有电梯', '低楼层(共34层)2005年建板楼  -  不夜城', '548万', '单价68949元/平米')
('https://image1.ljcdn.com/310000-inspection/a3046963-2742-4ec3-a03e-4aa843f6bf1d.jpg.296x216.jpg', '地铁（明园森林+满五年唯一）+（35万精装+学qu未用）', '明园森林都市  | 2室2厅 | 95.62平米 | 东南 | 精装 | 有电梯', '高楼层(共34层)2007年建塔楼  -  大宁', '720万', '单价75299元/平米')
('https://image1.ljcdn.com/310000-inspection/697a7023-8ea0-4e9a-b3ee-0389c9c60f79.jpg.296x216.jpg', '一梯一户，不靠路位置好，高区装修好，两南两北大四房', '静安府  | 4室2厅 | 138平米 | 南 北 | 精装', '高楼层(共18层)板楼  -  永和', '1250万', '单价90580元/平米')
('https://image1.ljcdn.com/310000-inspection/test-31434c5b-ea34-469a-9ad3-67da233b4a03.png.296x216.jpg', '共康四村，改建完毕，四楼两房，诚意出售。', '共康四村  | 2室2厅 | 64.99平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  彭浦', '305万', '单价46931元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171127/5ca4e2f9-14c0-49a7-8752-07cce35ede6b.jpg.296x216.jpg', '高层电梯房满五唯一 全南户型 配套齐全', '思美公寓  | 3室2厅 | 114.7平米 | 暂无数据 | 简装 | 有电梯', '中楼层(共20层)1998年建塔楼  -  彭浦', '590万', '单价51439元/平米')
('', '税少，视野宽阔，采光充足，价格不高，业主诚意出售', '宁和小区  | 2室1厅 | 55.32平米 | 西南 | 精装 | 无电梯', '高楼层(共6层)1993年建板楼  -  大宁', '458万', '单价82792元/平米')
('https://image1.ljcdn.com/310000-inspection/793a708f-670b-4102-93cc-658ccf77c7f8.jpg.296x216.jpg', '视野好，采光佳，总价低，房东急售的一房一厅', '万荣小区  | 1室1厅 | 42.48平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  阳城', '218万', '单价51319元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160406/efe5b7a2-0c60-4532-8de0-7afbb40df725.jpg.296x216.jpg', '景星苑 4室2厅 1200万', '景星苑  | 4室2厅 | 169.7平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2002年建板楼  -  大宁', '1200万', '单价70714元/平米')
('https://image1.ljcdn.com/310000-inspection/test-34caf40e-f647-4a89-a55d-5584c5cff9af.png.296x216.jpg', '生活配套设施齐全，出门交通便利，有地铁，有各路公交', '彭顺小区  | 1室0厅 | 29.43平米 | 南 | 精装 | 无电梯', '中楼层(共5层)板楼  -  彭浦', '155万', '单价52668元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20161124/12c8dcee-c139-48bb-9dc9-cebf3deaeb55.jpg.280x210.jpg', '阳景小区 2室0厅 255万', '阳景小区  | 2室0厅 | 50.34平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  彭浦', '255万', '单价50656元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170825/3ccf3f9e-02b3-465b-b38e-1d0094db8bec.jpg.296x216.jpg', '普通住宅，大两房，总价低，音乐广场旁95年社区', '万荣小区  | 2室1厅 | 55.11平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  阳城', '278万', '单价50445元/平米')
('https://image1.ljcdn.com/310000-inspection/a90f008d-c908-43cf-bcc3-c6ae15e3bced.jpg.296x216.jpg', '北苑大厦 3室2厅 838万', '北苑大厦  | 3室2厅 | 153.38平米 | 南 西 北 | 简装 | 有电梯', '中楼层(共27层)2010年建板楼  -  西藏北路', '838万', '单价54636元/平米')
('https://image1.ljcdn.com/310000-inspection/53b75b67-7315-4979-8d20-120b47297d36.jpg.296x216.jpg', '双南户型，高区视野采光好，有钥匙，诚意出售', '延铁小区  | 2室1厅 | 59.92平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  大宁', '430万', '单价71763元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e45fe963-a3da-423b-8bba-376ad8f178f0.png.280x210.jpg', '洛川中路990号 平改坡 价格低 大宁国际 南北两房', '洛川中路990号  | 2室0厅 | 44.37平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大宁', '280万', '单价63106元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171212/c1ecf447-cb8c-4e36-bb06-04c717c2ad94.jpg.296x216.jpg', '静安区、龙盛佳苑、精装修、税费少、看房提前预约', '龙盛佳苑  | 1室1厅 | 47平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共15层)2011年建塔楼  -  阳城', '310万', '单价65958元/平米')
('https://image1.ljcdn.com/310000-inspection/3226f2a5-60d8-4914-b75e-461edf08eefa.jpg.296x216.jpg', '新德公寓 2室2厅 400万', '新德公寓  | 2室2厅 | 86平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1998年建板楼  -  彭浦', '400万', '单价46512元/平米')
('https://image1.ljcdn.com/310000-inspection/8afd5f82-4669-48a1-9fb6-7c2be5ae7206.JPG.296x216.jpg', '近地铁非顶楼一室户适合年轻人过渡 小区中间位置', '康平小区  | 1室0厅 | 27.97平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1982年建板楼  -  彭浦', '145万', '单价51842元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170427/6ac398fc-8103-4d3c-ad22-c00caed3caf5.jpg.296x216.jpg', '华侨城苏河湾(公寓) 3室2厅 3650万', '华侨城苏河湾(公寓)  | 3室2厅 | 269平米 | 南 | 精装 | 有电梯', '低楼层(共62层)2013年建板楼  -  西藏北路', '3650万', '单价135688元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170114/01859804-9c14-4034-b07c-628ab4ffd6d5.jpg.296x216.jpg', '标准的一房，全明户型，楼层好，成熟小区，环境优美', '景凤路205弄  | 1室0厅 | 35.62平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  彭浦', '173万', '单价48569元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fbff1eee-490d-4bf1-a2f9-ef2513e652b2.png.280x210.jpg', '永和三村，边套全明户型，非顶楼，视野宽阔', '永和三村  | 2室1厅 | 59.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  永和', '280万', '单价46753元/平米')
('https://image1.ljcdn.com/310000-inspection/78e900d8-a638-422a-a5c3-8835bc84dc80.JPG.296x216.jpg', '新静安区中装一室一厅房东诚意出售', '和源名城  | 1室1厅 | 49.7平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2014年建板楼  -  彭浦', '280万', '单价56339元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d4d61774-780a-46c8-9821-61bca9e7e10a.png.280x210.jpg', '永和二村 2室0厅 288万', '永和二村  | 2室0厅 | 54.97平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  永和', '288万', '单价52393元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170219/c40e90d8-2b2c-4732-85ff-94948c9cb0f8.jpg.296x216.jpg', '永泉公寓3房2厅2卫，满二不唯一，距离地铁950m', '永泉公寓  | 3室2厅 | 131.25平米 | 暂无数据 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  永和', '650万', '单价49524元/平米')
('https://image1.ljcdn.com/310000-inspection/40b8e14e-311a-4f40-adf0-0d1ab2b7d3ee.JPG.296x216.jpg', '楼层好，一梯四户的全明户型，楼层佳，视野广阔', '万荣小区  | 2室1厅 | 76.64平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1996年建板楼  -  阳城', '410万', '单价53497元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a1f60e6c-705a-4487-8672-fc3a53909170.png.296x216.jpg', '和源馨苑+房龄新动迁房+地铁1/3/4/8号线+随时看房', '和源馨苑  | 1室2厅 | 70.64平米 | 西南 | 精装 | 有电梯', '低楼层(共31层)2014年建塔楼  -  西藏北路', '490万', '单价69366元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload557f2c9f-c4f7-4a24-80c7-a4482bd00684.JPG.296x216.jpg', '彭五小区，边套全明，4楼，一号线，看房方便，诚心卖', '彭五小区  | 2室0厅 | 48.02平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1981年建板楼  -  彭浦', '235万', '单价48938元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/686f0d3b-2451-48b8-ac9f-77315780cdd5.png.280x210.jpg', '简装2房，家具家电全配，配套齐全，诚意出售', '永和二村  | 2室0厅 | 50.34平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  永和', '255万', '单价50656元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload44ee5809-f734-4db5-92d1-a597eacfa50a.jpg.296x216.jpg', '内环内，495万的全南，全明两房，价格可谈', '华盛大楼  | 2室1厅 | 70平米 | 南 | 简装 | 有电梯', '中楼层(共14层)塔楼  -  不夜城', '485万', '单价69286元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160125/c4561ae6-11d0-414f-9919-4b97dcd11267.jpg.296x216.jpg', '闸小，上学，电梯房，850万以内，这个预算内就这一套', '锦沧公寓  | 3室2厅 | 125.67平米 | 南 | 简装 | 有电梯', '中楼层(共8层)2000年建板楼  -  大宁', '810万', '单价64455元/平米')
('https://image1.ljcdn.com/310000-inspection/5fe7cd24-ed46-4291-ab44-9314b98a34fd.jpg.296x216.jpg', '奔腾新干线 1室1厅 300万', '奔腾新干线  | 1室1厅 | 41.4平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)塔楼  -  西藏北路', '300万', '单价72464元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180104/8bc90497-b747-4c2b-bec8-7fc9fd6af05a.jpg.296x216.jpg', '内环内成熟小区，位置安静，交通便利，单价实惠！', '南山小区  | 3室2厅 | 155.53平米 | 西南 西北 | 其他 | 有电梯', '低楼层(共20层)1996年建塔楼  -  西藏北路', '750万', '单价48223元/平米')
('https://image1.ljcdn.com/310000-inspection/91af89ff-0411-44ec-9e1b-1018a88dac97.jpg.296x216.jpg', '绿色丽园 2室2厅 748万', '绿色丽园  | 2室2厅 | 87.97平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2003年建板楼  -  大宁', '748万', '单价85029元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e3f99a03-e9f1-4fd3-ad8a-469ded2eb209.png.296x216.jpg', '和源馨苑 1室2厅 500万', '和源馨苑  | 1室2厅 | 65.12平米 | 南 | 精装 | 有电梯', '中楼层(共35层)2014年建板楼  -  西藏北路', '500万', '单价76782元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3454a6d9-1f24-486e-8e6a-08086550f930.jpg.296x216.jpg', '南北通透，主卧朝南，高区采光好，看房方便，业主诚意', '延铁小区  | 2室1厅 | 54.5平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  大宁', '378万', '单价69358元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a6197418-8202-4d3f-b943-7eef8bebf686.png.280x210.jpg', '南北通、楼层好采光棒、东西南北地铁交汇、西面金融街', '永兴路973弄  | 2室1厅 | 66.07平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  不夜城', '410万', '单价62056元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170604/6be9eb3e-7940-46d1-a5b8-40dd54f4e269.jpg.296x216.jpg', '带产权车位，满五唯一精装，小区环境好楼层好', '盛源家豪城  | 1室1厅 | 74.28平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2008年建板楼  -  大宁', '640万', '单价86161元/平米')
('https://image1.ljcdn.com/310000-inspection/c963dd0c-c617-4bce-890a-f24655e093af.jpg.296x216.jpg', '和田小区 1室0厅 210万', '和田小区  | 1室0厅 | 40.95平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)1986年建板楼  -  西藏北路', '210万', '单价51283元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180116/dba061fc-44b4-42fb-8a71-ae3dbd9697c3.jpg.296x216.jpg', '高区景观房，南北通户型，10万单价随时看房', '新湖青蓝国际  | 3室2厅 | 138.91平米 | 南 | 精装', '高楼层(共31层)板楼  -  西藏北路', '1430万', '单价102945元/平米')
('https://image1.ljcdn.com/310000-inspection/72249960-cc91-4492-8b8f-b8863c5e86b2.jpg.296x216.jpg', '内环内 电梯房 总价低 看提前约 税费少 采光好 楼层好', '合兴小区  | 2室1厅 | 65.1平米 | 西南 | 精装 | 有电梯', '中楼层(共20层)1993年建塔楼  -  不夜城', '420万', '单价64517元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/aa1a4ee8-d54a-4719-b5b2-92eff2f68109.png.280x210.jpg', '临汾路1565弄 1室1厅 190万', '临汾路1565弄  | 1室1厅 | 40.5平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  彭浦', '190万', '单价46914元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbf9ec5a2-d1af-4e47-987d-096f3bf92152.JPG.296x216.jpg', '楼层好，置换新房已经看好了！急售！急售！急售！', '景峰苑  | 1室0厅 | 31.76平米 | 南 | 简装 | 有电梯', '低楼层(共7层)1995年建板楼  -  阳城', '185万', '单价58250元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/572a155c-6d10-4862-ae0d-d14c188d4cf3.png.280x210.jpg', '新静安，一室一厅，全明户型，和星光耀相邻，配套全', '北海新苑  | 1室1厅 | 48.41平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  阳城', '215万', '单价44413元/平米')
('https://image1.ljcdn.com/310000-inspection/de83ee64-dea0-4741-80e3-a8bb39ac910b.jpg.296x216.jpg', '广盛公寓 4室2厅 1120万', '广盛公寓  | 4室2厅 | 182.3平米 | 西南 | 精装 | 有电梯', '低楼层(共18层)2000年建板楼  -  西藏北路', '1120万', '单价61438元/平米')
('https://image1.ljcdn.com/310000-inspection/56604b26-0f46-4bdf-ac0a-ebf85c8707a3.jpg.296x216.jpg', '五月花都荟豪庭 1室2厅 675万', '五月花都荟豪庭  | 1室2厅 | 77.07平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2011年建板楼  -  不夜城', '675万', '单价87583元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/99a3781e-700b-472d-b687-61b2e3d07c8c.png.280x210.jpg', '共康四村，改建完毕，六楼两房，诚意出售。', '共康四村  | 2室1厅 | 55.94平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  彭浦', '245万', '单价43797元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0eef2b40-f9e7-4a08-8532-f6c8b9e7b7c2.png.296x216.jpg', '洛川东路352弄 1室0厅 206万', '洛川东路352弄  | 1室0厅 | 33.2平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1986年建板楼  -  闸北公园', '206万', '单价62049元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8ee10493-03d9-46cd-9d42-70032f9be9c9.jpg.296x216.jpg', '紫光苑，南北通三房两厅两卫，满五年唯一，业主诚意卖', '紫光苑  | 3室2厅 | 126.9平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2003年建板楼  -  西藏北路', '850万', '单价66982元/平米')
('https://image1.ljcdn.com/310000-inspection/10d9fc40-0c0a-4f9f-8a8f-b6b699b051ae.jpg.296x216.jpg', '龙潭小区，小户型，楼层佳，采光好。近大华三路地铁站', '龙潭小区  | 1室1厅 | 35.44平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  阳城', '205万', '单价57845元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/48309b29-0647-4a64-beb5-c7e1f46de38f.png.280x210.jpg', '景凤路380弄 2室1厅 290万', '景凤路380弄  | 2室1厅 | 61.15平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1993年建板楼  -  彭浦', '290万', '单价47425元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload1cbd95ba-f49c-4a0d-b990-ce0d9cc5b653.JPG.296x216.jpg', '售后公房，无增值税，双南两房，一梯两户，诚意出售', '龙潭小区  | 2室2厅 | 77.67平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  阳城', '460万', '单价59225元/平米')
('', '中华新路591弄 3室0厅 430万', '中华新路591弄  | 3室0厅 | 68.4平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1976年建板楼  -  不夜城', '430万', '单价62866元/平米')
('https://image1.ljcdn.com/310000-inspection/7353970e-d70c-4a30-bb56-9f7858111ec0.jpg.296x216.jpg', '三泉家园 2室2厅 510万', '三泉家园  | 2室2厅 | 93.94平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  彭浦', '510万', '单价54290元/平米')
('https://image1.ljcdn.com/310000-inspection/test-755ffbec-c83d-42eb-9a1d-4b475ffc1f66.png.296x216.jpg', '天晋小区 2室1厅 555万', '天晋小区  | 2室1厅 | 87.48平米 | 南 | 简装 | 有电梯', '中楼层(共24层)1997年建塔楼  -  西藏北路', '555万', '单价63444元/平米')
('https://image1.ljcdn.com/310000-inspection/test-db554cac-12f7-47ab-9023-4417273f8b29.png.296x216.jpg', '通源小区 2室0厅 320万', '通源小区  | 2室0厅 | 48.81平米 | 东南 | 简装 | 无电梯', '低楼层(共6层)1984年建板楼  -  西藏北路', '320万', '单价65561元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180123/1bda2cb2-2cce-4a68-805a-83c14fad992e.jpg.296x216.jpg', '近地铁，户型正气，实用3房..................', '幸福第一公寓  | 3室1厅 | 96.43平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  永和', '480万', '单价49778元/平米')
('https://image1.ljcdn.com/310000-inspection/80d73fc2-77d3-4868-bbef-6ff1db1d9197.jpg.296x216.jpg', '南星小区 2室1厅 360万', '南星小区  | 2室1厅 | 58.33平米 | 北 | 简装 | 有电梯', '低楼层(共20层)1987年建塔楼  -  西藏北路', '360万', '单价61718元/平米')
('https://image1.ljcdn.com/310000-inspection/test-cccb967c-f805-48d0-8ff0-45e085529968.png.296x216.jpg', '阳景小区 1室1厅 139万', '阳景小区  | 1室1厅 | 31.16平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1989年建板楼  -  彭浦', '139万', '单价44609元/平米')
('https://image1.ljcdn.com/310000-inspection/test-836e79a5-89d5-4ca5-82ac-af146e32bdd9.png.296x216.jpg', '大宁板块品质小区，电梯房，采光无遮挡，户型正', '慧芝湖花园  | 1室2厅 | 71.91平米 | 南 | 精装 | 有电梯', '低楼层(共22层)2007年建板楼  -  大宁', '638万', '单价88723元/平米')
('https://image1.ljcdn.com/310000-inspection/b87b550b-23e1-4d87-a3a1-d6eb93e4e8ab.jpg.296x216.jpg', '16年房龄+新小区+中间楼层+近地铁+配套成熟', '闻喜路806弄  | 2室0厅 | 57.76平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)板楼  -  彭浦', '330万', '单价57133元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/66794fd0-4fca-44d6-848e-30cf628aa284.jpg.296x216.jpg', '全明南北，安静位置，难得户型，有附赠面积，自带车位', '明园森林都市  | 3室2厅 | 133.65平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2007年建板楼  -  大宁', '1250万', '单价93528元/平米')
('', '华侨城高品质小区，有租客看房不方便', '华侨城苏河湾(商业类)  | 2室2厅 | 162.76平米 | 南 | 精装', '低楼层(共22层)2012年建塔楼  -  西藏北路', '1088万', '单价66847元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2fecc435-f4dc-4034-bf50-06daf9f7f802.png.296x216.jpg', '慧芝湖花园二期 高区 阳台朝南正对小区花园 诚意出售', '慧芝湖花园  | 1室2厅 | 70.29平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2009年建板楼  -  大宁', '685万', '单价97454元/平米')
