('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/3557b202-f10b-4e3c-b4e8-64741ed30a18.jpg.296x216.jpg', '水印康庭06年商品房，自住精装修，诚心出售，视野良好', '水印康庭  | 3室2厅 | 139.7平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2006年建板楼  -  三塘', '539万', '单价38583元/平米')
('https://image1.ljcdn.com/330100-inspection/8f634744-e8e3-4a90-b433-b820be3e31f1.jpg.296x216.jpg', '朝晖六区 房东准备置换急售诚心一口价 满五唯一 税少', '朝晖六区  | 2室1厅 | 46.05平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1986年建板楼  -  朝晖', '179万', '单价38871元/平米')
('https://image1.ljcdn.com/330100-inspection/c7c9cbda-aba2-4e0e-a89a-9e9aa88116fc.JPG.296x216.jpg', '西边套，客厅带阳台，采光无影响，全明户型。', '元都新景公寓  | 3室1厅 | 129.04平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2009年建塔楼  -  石桥', '388万', '单价30069元/平米')
('https://image1.ljcdn.com/330100-inspection/25d90179-e568-4617-bca9-1231a201adc4.jpg.296x216.jpg', '艮山福居小户型两房朝南，中间楼层，环城北路旁边', '艮山福居  | 2室1厅 | 43.59平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  流水苑', '205万', '单价47030元/平米')
('https://image1.ljcdn.com/330100-inspection/7f301704-34d3-4651-ad66-e44d6a08c27b.jpg.296x216.jpg', '水印康庭 新上大loft  业主诚心卖', '水印康庭  | 4室2厅 | 94.66平米 | 西南 | 精装 | 有电梯', '高楼层(共10层)2006年建板楼  -  三塘', '580万', '单价61272元/平米')
('https://image1.ljcdn.com/330100-inspection/13b73a67-e53e-4b74-bab9-13d6b22e70d2.jpg.296x216.jpg', '舒适的房子 东河景观房 地铁口 跃层', '丽景苑  | 3室2厅 | 95.16平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  潮鸣', '555万', '单价58323元/平米')
('https://image1.ljcdn.com/330100-inspection/42e6181f-7c25-4688-b823-74cc31fab6bb.jpg.296x216.jpg', '北村温馨小一居 好楼层 业主诚售', '三塘北村  | 1室1厅 | 41平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  三塘', '155万', '单价37805元/平米')
('https://image1.ljcdn.com/330100-inspection/58764810-f92c-4a01-a57c-c8543aceef54.jpg.296x216.jpg', '青春坊 3室2厅 530万', '青春坊  | 3室2厅 | 108.07平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  长庆', '530万', '单价49043元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload9fc21aa2-07a3-422f-b1e4-44b7a87fa50c.jpg.296x216.jpg', '自住装修，交通便利，生活方便。视野开阔采光好', '绿洲花园  | 3室2厅 | 123.63平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2004年建板塔结合  -  流水苑', '600万', '单价48532元/平米')
('https://image1.ljcdn.com/330100-inspection/13c5bf03-1031-40ee-ba21-bca45a084e0c.jpg.296x216.jpg', '三塘兰园：2房南户型，2楼有架空等于3楼房东诚心售！', '三塘兰园  | 2室2厅 | 74.7平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  三塘', '325万', '单价43508元/平米')
('https://image1.ljcdn.com/330100-inspection/fd98d03c-c366-4cdf-9048-1ea1853281ea.jpg.296x216.jpg', '精装修婚房两房 武林广场旁低楼层', '玄坛弄  | 2室1厅 | 57.71平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1988年建板楼  -  天水', '305万', '单价52851元/平米')
('https://image1.ljcdn.com/330100-inspection/test-89303e45-d158-499a-b86d-7f7cf85178c9.png.296x216.jpg', '东园小区  地铁口   两房朝南   婚房装修    全明户型', '东园小区  | 2室1厅 | 55.91平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1993年建板楼  -  建国北路', '253万', '单价45252元/平米')
('https://image1.ljcdn.com/330100-inspection/29ff0ffd-d8c4-453a-a780-ad2368bdd928.jpg.296x216.jpg', '泰和苑 电梯房 小面积 诚心出售', '泰和苑  | 1室1厅 | 49.09平米 | 北 | 简装 | 有电梯', '低楼层(共22层)1998年建板楼  -  潮鸣', '198万', '单价40335元/平米')
('https://image1.ljcdn.com/330100-inspection/d3f916b8-a778-433e-b72f-496d5c32f195.jpg.296x216.jpg', '业主诚心出售的房子，采光通透，阳光充足', '永康苑  | 2室1厅 | 55.13平米 | 东 西 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  建国北路', '255万', '单价46255元/平米')
('https://image1.ljcdn.com/330100-inspection/308e9d72-66ff-4aa2-846e-3b6a0309393f.jpg.296x216.jpg', '朝晖五区 精装修 拎包入住 中间楼层', '朝晖五区  | 2室1厅 | 45.42平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1981年建板楼  -  朝晖', '215万', '单价47336元/平米')
('https://image1.ljcdn.com/330100-inspection/394642cf-9303-4a84-91c6-40f63a779f86.jpg.296x216.jpg', '满屋唯一，大面积，精装修，无遮挡采光佳，业主诚售', '北景园菊香苑  | 3室2厅 | 135.01平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  石桥', '398万', '单价29480元/平米')
('https://image1.ljcdn.com/330100-inspection/test-0d26ef6e-12cc-4af8-bb4c-6fc0f9d5b8ec.png.296x216.jpg', '屏风苑小区 2室2厅 460万', '屏风苑小区  | 2室2厅 | 89.88平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  天水', '460万', '单价51180元/平米')
('https://image1.ljcdn.com/330100-inspection/fc59e644-46d9-4c42-a48a-e49f0fca40e3.jpg.296x216.jpg', '南北通透已满五，虽不唯一无增值。', '万家星城  | 3室1厅 | 89.63平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2009年建塔楼  -  三塘', '408万', '单价45521元/平米')
('https://image1.ljcdn.com/330100-inspection/ee085af6-3c01-436d-a948-747004986dfa.jpg.296x216.jpg', '欣景苑 三房两卫 采光好 适合改善 总价低 诚心出售', '欣景苑  | 3室2厅 | 111.3平米 | 南 北 | 简装 | 有电梯', '低楼层(共18层)2011年建塔楼  -  三塘', '370万', '单价33244元/平米')
('https://image1.ljcdn.com/330100-inspection/test-48b546f1-9c08-4495-8c38-71cf1a053326.png.296x216.jpg', '地中海风格精装修 中间楼层采光好 诚心卖有钥匙看房', '朝晖六区  | 2室2厅 | 48.38平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1986年建板楼  -  朝晖', '218万', '单价45060元/平米')
('https://image1.ljcdn.com/330100-inspection/b83e54de-b1b7-4399-86c8-6764c28a37bd.jpg.296x216.jpg', '中间套大户型，带露台，诚心出售', '万家星城  | 3室2厅 | 139平米 | 南 | 简装 | 有电梯', '低楼层(共21层)2009年建塔楼  -  三塘', '625万', '单价44965元/平米')
('https://image1.ljcdn.com/330100-inspection/4378ce09-82a3-4821-b9a6-dc78416e6373.jpg.296x216.jpg', '长德公寓   正气三房  出行便利  生活舒适', '长德公寓  | 3室1厅 | 85.33平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  三塘', '320万', '单价37502元/平米')
('https://image1.ljcdn.com/330100-inspection/4b99598b-40d0-432f-b783-284529687720.jpg.296x216.jpg', '野风现代之窗 1室1厅 150万', '野风现代之窗  | 1室1厅 | 40.95平米 | 西 | 精装 | 有电梯', '中楼层(共25层)2003年建塔楼  -  和平', '150万', '单价36631元/平米')
('https://image1.ljcdn.com/330100-inspection/test-4e14dc94-bdc0-429e-991b-c7f2b818de95.png.296x216.jpg', '房东诚心卖 自住精装修 拎包入住 户型正气 采光好', '北景园芳洲苑  | 3室2厅 | 102.68平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2005年建塔楼  -  石桥', '318万', '单价30971元/平米')
('https://image1.ljcdn.com/330100-inspection/test-ac30df07-9c80-4946-9cfe-c2401bdcfadf.png.296x216.jpg', '环城西路98号 3室1厅 450万', '环城西路98号  | 3室1厅 | 72.71平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1989年建板楼  -  武林', '450万', '单价61890元/平米')
('https://image1.ljcdn.com/330100-inspection/0a8a208f-61b7-4db4-a7ab-59c23671e236.jpg.296x216.jpg', '三塘樱园 中间楼层 西边套 南北通透 业主房子已经买好', '三塘樱园  | 2室1厅 | 68.8平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  三塘', '285万', '单价41425元/平米')
('https://image1.ljcdn.com/330100-inspection/test-66d75460-c59c-48ff-92aa-e8cbb437147d.png.296x216.jpg', '天园阁 3室1厅 350万', '天园阁  | 3室1厅 | 80.5平米 | 南 | 其他 | 有电梯', '中楼层(共20层)1998年建板楼  -  建国北路', '350万', '单价43479元/平米')
('https://image1.ljcdn.com/330100-inspection/1d292e03-6625-43a8-a2ad-44f73325c7a0.jpg.296x216.jpg', '钻石4楼 户型方正 小两房    西边套', '艮园社区  | 2室1厅 | 61.38平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  建国北路', '256万', '单价41708元/平米')
('https://image1.ljcdn.com/330100-inspection/b5ff7e57-8bdb-4f48-8f38-7ef690420406.jpg.296x216.jpg', '东新园望景苑 3室1厅 193万', '东新园望景苑  | 3室1厅 | 54.65平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2004年建塔楼  -  三塘', '193万', '单价35316元/平米')
('https://image1.ljcdn.com/330100-inspection/e8d7450e-e162-439e-ae6b-d912941e73f5.jpg.296x216.jpg', '石板巷新村   标准两房   自住婚房装修   地铁口', '石板巷新村  | 2室1厅 | 49.4平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  建国北路', '212万', '单价42915元/平米')
('https://image1.ljcdn.com/330100-inspection/test-01367c0e-be2f-4bd2-8415-ea4146d32626.png.296x216.jpg', '武林路小两室，一楼带院子，西边套', '环西新村  | 2室1厅 | 50.42平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1989年建板楼  -  武林', '285万', '单价56526元/平米')
('https://image1.ljcdn.com/330100-inspection/test-5f353b94-80c1-4fc3-8ac8-1af6d4c438f3.png.296x216.jpg', '河罕上中高楼层采光好 全明户型西边套  满五年有个税', '河罕上  | 3室1厅 | 68.19平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  流水苑', '273万', '单价40036元/平米')
('https://image1.ljcdn.com/330100-inspection/d9c6658f-824a-4ae2-b167-9a0dd669c1d4.jpg.296x216.jpg', '朝晖四区电梯房小两房，满五年，业主置换诚心出售', '朝晖四区  | 2室2厅 | 68.66平米 | 南 | 简装 | 有电梯', '中楼层(共9层)1989年建板楼  -  朝晖', '260万', '单价37868元/平米')
('https://image1.ljcdn.com/330100-inspection/5e0e8580-f833-451e-9446-8ae20d8c593f.jpg.296x216.jpg', '低总价，可做小3房，2开间朝南，看房方便', '流水苑  | 2室1厅 | 61.5平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  流水苑', '249万', '单价40488元/平米')
('https://image1.ljcdn.com/330100-inspection/b62a76e2-9d1b-4a52-a848-7b9a88b1f8e4.jpg.296x216.jpg', '润和亿城嘉园 3室2厅 480万', '润和亿城嘉园  | 3室2厅 | 136.09平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2006年建塔楼  -  石桥', '480万', '单价35271元/平米')
('https://image1.ljcdn.com/330100-inspection/832bcf46-a205-4723-99a4-9b23cd3103bc.jpg.296x216.jpg', '凤起桥河下 3室1厅 327万', '凤起桥河下  | 3室1厅 | 50.79平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)1988年建板楼  -  武林', '327万', '单价64383元/平米')
('https://image1.ljcdn.com/330100-inspection/55508ae0-b81a-484f-aee6-9fd512720da4.jpg.296x216.jpg', '自住精装修 好房出售 小区环境好', '元都新景公寓  | 3室2厅 | 115平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2009年建塔楼  -  石桥', '330万', '单价28696元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadc8286ed8-777e-417c-b35d-55d470d06f57.JPG.296x216.jpg', '精装小户型酒店式公寓，拎包入住，入手即租', '泰地北上新城  | 1室1厅 | 32.73平米 | 北 | 精装 | 有电梯', '高楼层(共13层)2013年建板楼  -  石桥', '69万', '单价21082元/平米')
('https://image1.ljcdn.com/330100-inspection/test-f16c9dbb-09f1-44e6-aeb1-1a52f871a9ed.png.296x216.jpg', '池塘巷5号 1室0厅 145万', '池塘巷5号  | 1室0厅 | 29.79平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1990年建板楼  -  长庆', '145万', '单价48675元/平米')
('https://image1.ljcdn.com/330100-inspection/027de80f-cdac-4981-959b-b4a64a5dc737.jpg.296x216.jpg', '【黎明园】低总价，小2房，2房朝南无遮挡，业主诚售', '黎明园  | 2室1厅 | 45.43平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  朝晖', '205万', '单价45125元/平米')
('https://image1.ljcdn.com/330100-inspection/d2ccc2d8-93c9-4ed3-88ec-4a4d0242fd42.jpg.296x216.jpg', '万家星城 89方边套户型 客厅很敞亮 南北双阳台', '万家星城  | 3室2厅 | 88.51平米 | 南 北 | 精装 | 有电梯', '高楼层(共22层)2009年建塔楼  -  三塘', '440万', '单价49712元/平米')
('https://image1.ljcdn.com/330100-inspection/9dd80b0d-349a-4b08-a4bb-569a8deb691c.jpg.296x216.jpg', '杭州新天地朝南精装修公寓诚心出售', '新天地中心  | 2室2厅 | 60.69平米 | 南 | 精装', '中楼层(共17层)2017年建板楼  -  三塘', '195万', '单价32131元/平米')
('https://image1.ljcdn.com/330100-inspection/77a1b0fb-6c68-483c-bb32-db5408e5824e.jpg.296x216.jpg', '青园小区 3室1厅 580万', '青园小区  | 3室1厅 | 116.43平米 | 南 北 | 简装 | 有电梯', '低楼层(共24层)2000年建板塔结合  -  朝晖', '580万', '单价49816元/平米')
('https://image1.ljcdn.com/330100-inspection/test-73aa97a3-3153-4cd7-95d9-cd78edec55b8.png.296x216.jpg', '流水北苑 3室1厅 350万', '流水北苑  | 3室1厅 | 79.61平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  流水苑', '350万', '单价43965元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb272938e-0e5b-4f15-a4e4-c2eddbd88e1d.jpg.296x216.jpg', '仙福座 LOFT结构 买一层送一层 好出租', '仙林福座  | 2室1厅 | 52.24平米 | 西 | 简装 | 有电梯', '低楼层(共16层)2000年建板楼  -  众安桥', '160万', '单价30628元/平米')
('https://image1.ljcdn.com/330100-inspection/test-eddcc3cf-053e-4756-8400-c54efba40959.png.296x216.jpg', '武林路，低总价，近西湖，朝南小两房户型。', '武林路  | 2室1厅 | 52.35平米 | 南 | 精装 | 无电梯', '低楼层(共8层)1987年建板楼  -  武林', '312万', '单价59599元/平米')
('https://image1.ljcdn.com/330100-inspection/1ef9c293-4647-4148-9f6d-2d28f1a815c9.jpg.296x216.jpg', '业主诚心出售，采光好，楼层好，适合小两口居住', '东新园望景苑  | 1室1厅 | 55平米 | 北 | 简装 | 有电梯', '低楼层(共13层)2004年建塔楼  -  三塘', '195万', '单价35455元/平米')
('https://image1.ljcdn.com/330100-inspection/c4c88a3c-de30-49d1-8d20-99c096a3eea9.jpg.296x216.jpg', '朝晖六区 中间楼层  交通便利  采光好 闹中取静', '朝晖六区  | 2室1厅 | 57.33平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1986年建板楼  -  朝晖', '260万', '单价45352元/平米')
('https://image1.ljcdn.com/330100-inspection/306c3461-3da4-40c1-b778-ecb817b50289.jpg.296x216.jpg', '艮山上二弄 大运河边 两房朝南！', '艮山上二弄  | 2室1厅 | 73平米 | 南 | 简装', '中楼层(共5层)暂无数据  -  流水苑', '315万', '单价43151元/平米')
('https://image1.ljcdn.com/330100-inspection/test-14830183-b265-4c58-82e1-d0189ddc6e6b.png.296x216.jpg', '水星阁 全明户型 采光好 视野开阔', '水星阁  | 2室2厅 | 100平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)1998年建板楼  -  体育场路', '420万', '单价42000元/平米')
('https://image1.ljcdn.com/330100-inspection/068ffe9a-ec1e-4b74-9123-1bf88832a320.jpg.296x216.jpg', '朝晖七区 2室1厅 228万', '朝晖七区  | 2室1厅 | 57.38平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1986年建板楼  -  朝晖', '228万', '单价39736元/平米')
('https://image1.ljcdn.com/330100-inspection/test-004085d5-9060-4a0c-82c3-ab4d49da6745.png.296x216.jpg', '建国公寓 地铁口三房 93.36方', '建国公寓  | 3室1厅 | 93.36平米 | 南 | 简装 | 有电梯', '高楼层(共20层)2000年建板楼  -  潮鸣', '438万', '单价46916元/平米')
('https://image1.ljcdn.com/330100-inspection/test-b18a3ae4-209d-4745-8fbc-46d79d26441d.png.296x216.jpg', '采光好 小区自带泳池 交通方便', '泰地北上新城  | 3室1厅 | 79.09平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2013年建板楼  -  石桥', '170万', '单价21495元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada05c972c-1632-4c23-83ea-777933bd243d.jpg.296x216.jpg', '领骏世界 精装修 可拎包入住 省时省力', '领骏世界  | 1室1厅 | 47.02平米 | 东 | 精装 | 有电梯', '低楼层(共20层)2012年建塔楼  -  朝晖', '125万', '单价26585元/平米')
('https://image1.ljcdn.com/330100-inspection/fecea64b-292f-4155-8bd6-26357528b643.jpg.296x216.jpg', '此房中间楼层，采光无影响，视野开阔', '艮山上  | 2室0厅 | 47.85平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1999年建板楼  -  流水苑', '163万', '单价34065元/平米')
('https://image1.ljcdn.com/330100-inspection/bb1cdae1-76bb-4894-ba21-824173ade383.jpg.296x216.jpg', '两房朝南，客厅大，带阳台，明卫', '东新园茗盛苑  | 2室2厅 | 127.58平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2004年建板楼  -  三塘', '410万', '单价32137元/平米')
('https://image1.ljcdn.com/330100-inspection/3020939d-80a4-42de-be5a-e6ee8b6e67e3.jpg.296x216.jpg', '欣景苑大三房 无增值税 位置好 看房方便 诚心出售', '欣景苑  | 3室2厅 | 116.96平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2011年建塔楼  -  三塘', '410万', '单价35055元/平米')
('https://image1.ljcdn.com/330100-inspection/test-19af1a3a-249f-4152-833b-67f96400c39c.png.296x216.jpg', '武林路，低总价，近西湖，朝南小户型。', '武林路  | 1室1厅 | 48.4平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1989年建板楼  -  武林', '285万', '单价58885元/平米')
('https://image1.ljcdn.com/330100-inspection/7517e4f2-3e77-457c-98e3-616db1ebe86d.jpg.296x216.jpg', '流水苑 2室1厅 249万', '流水苑  | 2室1厅 | 59.73平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  流水苑', '249万', '单价41688元/平米')
