('https://image1.ljcdn.com/441900-inspection/cce0e410-e1f2-4403-89f6-67b45e10ba7a.jpg.296x216.jpg', '景湖春天大三房放售 带两个阳台 花园中间位置 很安静', '光大景湖春天  | 3室2厅 | 107平米 | 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/35a8d416-877b-40e1-90c4-8802beaa0834.jpg.296x216.jpg', '富怡花园 3室2厅 105万', '富怡花园  | 3室2厅 | 132.43平米 | 南 | 其他', '高楼层(共8层)塔楼  -  花园新村', '105万', '单价7929元/平米')
('', '此房满五免个税 电梯中楼层 保养好', '九龙1号  | 2室2厅 | 81.01平米 | 南 | 其他', '低楼层(共27层)塔楼  -  东泰', '180万', '单价22220元/平米')
('https://image1.ljcdn.com/441900-inspection/521da6cb-d864-40ce-bb7a-8ec639c393af.jpg.296x216.jpg', '地铁口物业，交通便利，适宜工薪人员居住。', '宜景康源  | 1室0厅 | 48.5平米 | 西 西北 | 其他', '中楼层(共14层)塔楼  -  世博广场', '58万', '单价11959元/平米')
('https://image1.ljcdn.com/441900-inspection/64792217-4050-4747-8659-c0547f41a8a7.jpg.296x216.jpg', '东泰花园全新装修2房 堪比样板房 家私电齐全', '东泰花园富华苑  | 2室2厅 | 77.9平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  东泰', '115万', '单价14763元/平米')
('https://image1.ljcdn.com/441900-inspection/5e768050-8319-4f6f-a623-b0f58be440d7.jpg.296x216.jpg', '风云汇07年电梯房 保养好 交通方便 业主诚心出售', '东泰花园风云汇  | 1室0厅 | 45.98平米 | 南 北 | 简装', '中楼层(共17层)塔楼  -  东泰', '70万', '单价15225元/平米')
('https://image1.ljcdn.com/441900-inspection/fc7bd7c6-8dad-4557-a20b-f98331179286.jpg.296x216.jpg', '此房格局方正，南北户型通透，房子看天鹅湖和台商大厦', '中信凯旋城  | 5室2厅 | 228平米 | 南 | 其他', '高楼层(共16层)塔楼  -  东泰', '850万', '单价37281元/平米')
('https://image1.ljcdn.com/441900-inspection/48e668f0-0908-4a46-88fc-b71eb23b6e12.jpg.296x216.jpg', '蒙马特100号车位 在凯旋城3号门进口处   出入方便', '中信凯旋城  | 车位 | 11平米 | 北', '暂无数据  -  东泰', '33万', '单价30000元/平米')
('https://image1.ljcdn.com/441900-inspection/01c979ca-2ba0-4775-bac2-95c02836384b.jpg.296x216.jpg', '地段位置优越 户型格局方正 配套完善 ,采光好', '尚书苑  | 3室1厅 | 53.5平米 | 东南 | 其他', '高楼层(共17层)塔楼  -  火炼树', '142万', '单价26543元/平米')
('', '东城第二教师村大三房 满五唯一 免双税 诚意出售！', '第二教师村  | 3室2厅 | 116平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  上下桥', '110万', '单价9483元/平米')
('https://image1.ljcdn.com/441900-inspection/32b77c48-3553-4ed7-96d3-96068c9f5380.jpg.296x216.jpg', '桥苑山庄：精装修，户型方正，南北通风。', '侨苑山庄  | 4室2厅 | 125.22平米 | 南 | 其他', '中楼层(共11层)塔楼  -  上下桥', '200万', '单价15972元/平米')
('', '环境好，配套齐全，生活很便利。', '盈彩美地  | 5室2厅 | 170平米 | 南 | 其他', '中楼层(共11层)塔楼  -  上下桥', '280万', '单价16471元/平米')
('https://image1.ljcdn.com/441900-inspection/edebd1c7-372b-4b4c-b977-77cade719434.jpg.296x216.jpg', '旗峰山下 南北通透大三房 毛坯设计空间无限', '锦绣旗峰  | 3室2厅 | 132平米 | 南 北 | 其他', '高楼层(共11层)塔楼  -  火炼树', '250万', '单价18940元/平米')
('https://image1.ljcdn.com/441900-inspection/d091ec2d-8aeb-4acb-b52f-9bb6f6434e08.jpg.296x216.jpg', '怡丰公寓精心装修，1房，价格合理，地段好。', '怡丰公寓  | 1室0厅 | 35平米 | 北 | 其他', '中楼层(共17层)塔楼  -  东泰', '76万', '单价21715元/平米')
('https://image1.ljcdn.com/441900-inspection/dc8a42b8-c840-4b7a-a8cc-0244cc5458ce.jpg.296x216.jpg', '锦绣旗峰 大户型 精装修 满五唯一', '锦绣旗峰  | 4室2厅 | 181.18平米 | 东南 东北 | 精装', '高楼层(共11层)塔楼  -  火炼树', '504万', '单价27818元/平米')
('', '望族家园大3房 视野开阔 精装修 配套齐全 直接入住', '望族家园  | 4室2厅 | 122.53平米 | 南 | 其他', '高楼层(共19层)塔楼  -  东平街', '210万', '单价17139元/平米')
('https://image1.ljcdn.com/441900-inspection/a8d19e4d-b8eb-4e0d-896b-c0b2baf23753.jpg.296x216.jpg', '九龙1号满五唯一精装修两房出售 保养精致 拎包入住', '九龙1号  | 2室1厅 | 73.08平米 | 北 | 其他', '高楼层(共27层)塔楼  -  东泰', '145万', '单价19842元/平米')
('', '东泰花园嘉华苑 3室2厅 138万', '东泰花园嘉华苑  | 3室2厅 | 101平米 | 南 | 其他', '中楼层(共8层)塔楼  -  东泰', '138万', '单价13664元/平米')
('https://image1.ljcdn.com/441900-inspection/32d6574a-9dde-426b-adc7-c4224c2c0577.jpg.296x216.jpg', '精装修，家私家电齐全，适宜居住。', '中惠丽阳时代  | 4室2厅 | 160平米 | 南 | 其他', '低楼层(共21层)塔楼  -  石井', '240万', '单价15000元/平米')
('', '风云汇单身公寓70年产权  带独立阳台', '东泰花园风云汇  | 1室0厅 | 43平米 | 东北 | 其他', '高楼层(共17层)塔楼  -  东泰', '72万', '单价16745元/平米')
('', '虎英公园旁 星河城商圈户型方正', '星河传说聚星岛B区  | 3室3厅 | 127.5平米 | 南 | 其他', '中楼层(共17层)塔楼  -  石井', '315万', '单价24706元/平米')
('', '一梯两户，南北通透，采光充足，共享凯旋城绿化', '东泰花园明华苑  | 2室2厅 | 84.19平米 | 南 北 | 其他', '高楼层(共8层)塔楼  -  东泰', '135万', '单价16036元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload8befe7e9-d8c3-45c0-a7f9-d10376258b54.jpg.296x216.jpg', '东城万达公寓 大单间 格局分明 视野开阔', '东城万达广场  | 1室1厅 | 59.16平米 | 南 | 其他', '高楼层(共21层)2015年建塔楼  -  世博广场', '100万', '单价16904元/平米')
('', '旗峰花园成熟小区，挨着旗峰公园', '旗峰花园  | 2室2厅 | 110平米 | 西北 | 其他', '高楼层(共21层)塔楼  -  东平街', '208万', '单价18910元/平米')
('', '地铁口物业，装修高档，小户型单间公寓。', '东城万达广场  | 1室0厅 | 40.37平米 | 东南 | 其他', '高楼层(共21层)塔楼  -  世博广场', '70万', '单价17340元/平米')
('https://image1.ljcdn.com/441900-inspection/0060615d-6c30-45be-8f3e-c129f7fc2fca.jpg.296x216.jpg', '户型方正 采光好 配套完善 业主诚意卖 装修漂亮', '东泰花园明华苑  | 3室2厅 | 105平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  东泰', '168万', '单价16000元/平米')
('https://image1.ljcdn.com/441900-inspection/9219aafe-be40-4435-8bdc-232b11bc701f.jpg.296x216.jpg', '户型方正，朝南，配套成熟，保养新', '鼎峰卡布斯  | 1室1厅 | 50.72平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  东泰', '90万', '单价17745元/平米')
('https://image1.ljcdn.com/441900-inspection/0b2c9af9-fc95-42b0-b8c1-5f58896c5638.jpg.296x216.jpg', '万达广场 地铁单身公寓 交通方便 繁华地段 配套成熟', '东城万达广场  | 1室0厅 | 38平米 | 南 | 精装', '低楼层(共21层)2015年建塔楼  -  世博广场', '60万', '单价15790元/平米')
('https://image1.ljcdn.com/441900-inspection/374190e1-e4dc-498a-9de0-c758f9a3fc5d.jpg.296x216.jpg', '新世界花园精装一房 采光通透南北对流 安静舒适景观好', '新世界花园  | 1室1厅 | 46.5平米 | 北 | 其他', '高楼层(共6层)暂无数据  -  黄旗山', '115万', '单价24732元/平米')
('', '户型方正 装修漂亮 配套齐全 大小区 电梯房', '东泰花园兴华苑  | 3室2厅 | 102.6平米 | 南 | 其他', '高楼层(共12层)塔楼  -  东泰', '175万', '单价17057元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload5952b847-dc56-4c0d-a133-8689c3506a67.jpg.296x216.jpg', '世博万达公寓 简装一房出售  位置安静  直接入住', '东城万达广场  | 1室0厅 | 40.27平米 | 北 | 简装', '高楼层(共21层)2015年建塔楼  -  世博广场', '66.5万', '单价16514元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload14f38c86-f14f-437e-920f-9051ee0d18fa.jpg.296x216.jpg', '鼎峰卡布斯精装单间，  通风采光佳，交通便利', '鼎峰卡布斯  | 1室0厅 | 44.3平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  东泰', '68万', '单价15350元/平米')
('https://image1.ljcdn.com/441900-inspection/7f8a0201-1140-4ff2-98ab-33dca42bb47d.jpg.296x216.jpg', '万达SOHO公寓 单间 价格实惠', '东城万达广场  | 1室0厅 | 59平米 | 东南 | 其他', '中楼层(共21层)2015年建塔楼  -  世博广场', '108万', '单价18306元/平米')
('https://image1.ljcdn.com/441900-inspection/1a6adde3-6634-40a9-bdc5-9df00dc92c47.jpg.296x216.jpg', '花样年华 1室0厅 58万', '花样年华  | 1室0厅 | 43.86平米 | 东南 | 其他', '高楼层(共21层)塔楼  -  主山', '58万', '单价13224元/平米')
('https://image1.ljcdn.com/441900-inspection/5d4bbfa4-1d15-4e38-9b4f-37458b736884.jpg.296x216.jpg', '万达公寓 精装1房 地铁物业 生活便利', '东城万达广场  | 1室0厅 | 36.9平米 | 北 东北 | 其他', '高楼层(共21层)2015年建塔楼  -  世博广场', '73.8万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/047e7b82-4a2a-46e2-b6b4-d056d36f1ea2.jpg.296x216.jpg', '中信德方斯 精装修大开间，房屋处于小区好的位置', '中信德方斯  | 1室0厅 | 43.79平米 | 东南 西北 | 其他', '低楼层(共22层)塔楼  -  东泰', '75万', '单价17128元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload3feda8b6-1ca4-43aa-af74-00333846c9d5.jpg.296x216.jpg', '此房满五年，一梯两户，装修保养好', '怡丰都市广场  | 3室2厅 | 135.79平米 | 南 | 精装', '高楼层(共11层)塔楼  -  东泰', '210万', '单价15466元/平米')
('https://image1.ljcdn.com/441900-inspection/472997e0-4187-429d-8ff2-371ba7f462c3.png.296x216.jpg', '业主低价处理风云汇地下停车场车位。', '东泰花园风云汇  | 车位 | 11平米 | 南', '暂无数据  -  东泰', '7.5万', '单价6819元/平米')
('https://image1.ljcdn.com/441900-inspection/7762cfe4-3a90-422c-8569-ef5fe4201d37.jpg.296x216.jpg', '德方斯，精装一房 采光好 安静舒适', '中信德方斯  | 1室1厅 | 50.99平米 | 南 | 其他', '低楼层(共22层)塔楼  -  东泰', '88万', '单价17259元/平米')
('https://image1.ljcdn.com/441900-inspection/aa0e8553-47e9-4290-992a-6531f7d80870.jpg.296x216.jpg', '宜景康源     写字楼              东城', '宜景康源  | 1室0厅 | 88平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  世博广场', '80万', '单价9091元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload928af9f1-a253-406b-8b6d-2ad96efd43da.jpg.296x216.jpg', '万达SOHO公寓 精装修单间 价格实惠 生活配套齐全', '东城万达广场  | 1室0厅 | 37平米 | 东北 | 其他', '中楼层(共21层)2015年建塔楼  -  世博广场', '65万', '单价17568元/平米')
('https://image1.ljcdn.com/441900-inspection/1769a694-9083-4ac6-8982-4f4b8690022f.jpg.296x216.jpg', '卓越时代广场 2室1厅 188万', '卓越时代广场  | 2室1厅 | 71.38平米 | 东南 | 其他', '中楼层(共29层)塔楼  -  世博广场', '188万', '单价26338元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadcaad9b46-1218-4f51-9591-198a1a1d02f2.jpg.296x216.jpg', '联华花园城单间70年产权  户型方正采光好。', '联华花园城  | 1室1厅 | 39.41平米 | 东 东南 | 其他', '中楼层(共11层)塔楼  -  上下桥', '60万', '单价15223元/平米')
('https://image1.ljcdn.com/441900-inspection/30064dc6-64e0-41a4-be9e-bb2187d13a75.jpg.296x216.jpg', '阳光澳园车位出售，找澳园车位的速度啦', '中信阳光澳园  | 车位 | 12平米 | 南', '暂无数据  -  东泰', '22万', '单价18334元/平米')
('https://image1.ljcdn.com/441900-inspection/f130ac95-76a0-43b8-9ada-b98d81911b6a.jpg.296x216.jpg', '面朝花园 安静舒适 装修包养好 家电齐全', '东泰花园风云汇  | 1室1厅 | 46平米 | 北 | 精装', '中楼层(共17层)塔楼  -  东泰', '70万', '单价15218元/平米')
('https://image1.ljcdn.com/441900-inspection/4aefe83c-450c-4f83-a6ae-1055d15c2c64.jpg.296x216.jpg', '春天大四房  高楼层视野   户型方正   采光通风优质', '光大景湖春天  | 4室2厅 | 160.62平米 | 南 | 精装', '高楼层(共13层)塔楼  -  火炼树', '350万', '单价21791元/平米')
('https://image1.ljcdn.com/441900-inspection/d353756c-06f5-4527-b7da-13424e79af03.jpg.296x216.jpg', '万达广场 电梯公寓 交通方便 地铁物业 繁华地段配套好', '东城万达广场  | 1室1厅 | 38.06平米 | 北 | 其他', '高楼层(共21层)塔楼  -  世博广场', '64万', '单价16803元/平米')
('https://image1.ljcdn.com/441900-inspection/32620d04-631e-417e-a8e1-fdadf99eecdc.jpg.296x216.jpg', '中信阳光澳园 地下车位  业主诚心出售', '中信阳光澳园  | 车位 | 11平米 | 西南', '暂无数据  -  东泰', '20万', '单价18182元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc3b8c25a-3145-4ebc-a87d-a31151e2b07f.jpg.296x216.jpg', '负一楼，车子不怕下雨弄脏，不容易被刮伤，有监控，', '中信阳光假日  | 车位 | 11.9平米 | 南', '暂无数据  -  东泰', '25万', '单价21009元/平米')
('https://image1.ljcdn.com/441900-inspection/0c3d6707-543e-4d09-a72b-89da0e258032.jpg.296x216.jpg', '宏远御庭山 4室2厅 300万', '宏远御庭山  | 4室2厅 | 204平米 | 南 北 | 其他', '中楼层(共10层)塔楼  -  黄旗山', '300万', '单价14706元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload18e69450-1f57-4ef7-87bb-43a6c130bf05.jpg.296x216.jpg', '万达SOHO公寓精装修 高楼层的采光好  看房方便', '东城万达广场  | 1室1厅 | 51.73平米 | 南 | 其他', '高楼层(共21层)塔楼  -  世博广场', '83.6万', '单价16161元/平米')
('https://image1.ljcdn.com/441900-inspection/d8e95cd1-e5fe-4efe-802f-4fc91c05d09c.jpg.296x216.jpg', '金月湾花园 高楼层 房子装修保养好', '金月湾花园  | 4室2厅 | 157平米 | 南 | 其他', '中楼层(共24层)塔楼  -  世博广场', '320万', '单价20383元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadcea72a91-85c3-4143-afe1-6907c19b1ae2.jpg.296x216.jpg', '东城万达广场 1室1厅 90.5万', '东城万达广场  | 1室1厅 | 58.37平米 | 东 | 其他', '中楼层(共21层)2015年建塔楼  -  世博广场', '90.5万', '单价15505元/平米')
('https://image1.ljcdn.com/441900-inspection/9ad51b84-af53-40de-a3b7-06562df5bda5.jpg.296x216.jpg', '映玥明轩满五唯一四房免双税，中楼层视野宽阔。', '怡丰映玥明轩  | 4室2厅 | 116.36平米 | 北 | 其他', '高楼层(共18层)塔楼  -  石井', '240万', '单价20626元/平米')
('https://image1.ljcdn.com/441900-inspection/3e06b0ec-136f-4009-93ab-996269696ad9.jpg.296x216.jpg', '中信东泰风云汇标准一房一厅，带阳台，朝南', '东泰花园风云汇  | 1室1厅 | 40.56平米 | 南 | 其他', '中楼层(共13层)塔楼  -  东泰', '66万', '单价16273元/平米')
('https://image1.ljcdn.com/441900-inspection/692c321e-ddfc-4a31-acf6-abef98b5dbb5.jpg.296x216.jpg', '怡丰位置佳，成熟配套一房，适合上班族', '怡丰都市广场  | 1室1厅 | 43.62平米 | 东北 | 其他', '低楼层(共11层)塔楼  -  东泰', '63万', '单价14443元/平米')
('https://image1.ljcdn.com/441900-inspection/b63ca9e6-c982-498b-ab33-84f3231870b9.jpg.296x216.jpg', '该房十分优质，交通便利，价格优良。', '东城中心  | 3室2厅 | 115平米 | 东 | 其他', '中楼层(共6层)塔楼  -  黄旗山', '125万', '单价10870元/平米')
('https://image1.ljcdn.com/441900-inspection/41813b1a-fc3f-4630-a839-8150fdf3fd41.jpg.296x216.jpg', '新世纪河畔广场33平低层，满五唯一，精装带家电出售', '新世纪河畔广场  | 1室0厅 | 34.83平米 | 东南 | 其他', '低楼层(共17层)塔楼  -  花园新村', '35万', '单价10049元/平米')
('https://image1.ljcdn.com/441900-inspection/1544e74b-2d22-4deb-b6af-081e483fad31.jpg.296x216.jpg', '中信风云汇 单身一房 装修保养好', '东泰花园风云汇  | 1室0厅 | 46平米 | 北 | 其他', '中楼层(共13层)塔楼  -  东泰', '66万', '单价14348元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadfbdb0b90-9b9e-4479-b756-a1ebc55c197d.jpg.296x216.jpg', '东城万达物业，东城地铁口，容易出租。', '东城万达广场  | 1室0厅 | 59.23平米 | 南 | 其他', '高楼层(共21层)塔楼  -  世博广场', '100万', '单价16884元/平米')
('https://image1.ljcdn.com/441900-inspection/7bbe66f7-8d63-43e3-8335-413b05c64e79.jpg.296x216.jpg', '业主低价处理的风云汇地下停车场车位。', '东泰花园风云汇  | 车位 | 11平米 | 南', '暂无数据  -  东泰', '10万', '单价9091元/平米')
('https://image1.ljcdn.com/441900-inspection/2e85004d-8649-464e-908d-e54025459846.jpg.296x216.jpg', '满五唯一免个税，高楼层，精装修 视野开阔，安静舒适', '怡丰都市广场  | 3室2厅 | 100平米 | 南 | 精装', '高楼层(共12层)塔楼  -  东泰', '170万', '单价17000元/平米')
('https://image1.ljcdn.com/441900-inspection/b73d0833-67f0-44d0-8ecb-689d8c6b1003.jpg.296x216.jpg', '金月湾精装三房，地段好保养好，业主诚意放售', '金月湾花园  | 3室2厅 | 152.03平米 | 南 | 其他', '高楼层(共12层)塔楼  -  世博广场', '360万', '单价23680元/平米')
('https://image1.ljcdn.com/441900-inspection/3a9ed38d-0822-410a-8948-5124a984786c.jpg.296x216.jpg', '澳园舒适三房，居家舒服，整体干净，即可拎包入住。', '中信阳光澳园  | 3室2厅 | 111.81平米 | 南 | 其他', '高楼层(共15层)2004年建塔楼  -  东泰', '240万', '单价21465元/平米')
