('https://image1.ljcdn.com/320500-inspection/test-7c6e955e-07fd-4d9f-bddf-e9cf559b50ad.png.296x216.jpg', '南北大三房，精装修，家具家电全留，有钥匙，有车位', '中海御景湾  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '266万', '单价22736元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b22ce187-692a-4d37-a82c-76c338568fe6.png.296x216.jpg', '汇翠花园大面积四房复式精装修带阳光房', '汇翠花园  | 4室2厅 | 156.88平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2005年建板楼  -  平江新城', '250万', '单价15936元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8e392227-6e94-4227-82d6-0b30565ee1df.png.296x216.jpg', '干将东路.北面苏大.近地铁出行方便.全明通透方正户型', '干将东路散盘  | 3室1厅 | 84.13平米 | 南 | 精装 | 无电梯', '中楼层(共7层)板楼  -  观前街', '170万', '单价20207元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4b190f6e-5911-4c71-b4ff-0cf48abe7d35.png.296x216.jpg', '西肖堡场 2室1厅 96万', '西肖堡场  | 2室1厅 | 52.95平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  葑门', '96万', '单价18131元/平米')
('https://image1.ljcdn.com/320500-inspection/test-aaa07459-19a7-4dd1-8c3b-0c756a9889b4.png.296x216.jpg', '杨枝一村 2室1厅 118万', '杨枝一村  | 2室1厅 | 66平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  葑门', '118万', '单价17879元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2df3bc0a-94d2-464a-bdb4-8f5808c90820.png.296x216.jpg', '彩香二村 3室1厅 136万', '彩香二村  | 3室1厅 | 61.97平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  金门', '136万', '单价21947元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4da81b9d-86a6-416e-8f0a-b9926a7f7654.png.296x216.jpg', '新康花园 3室2厅 255万', '新康花园  | 3室2厅 | 149平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2001年建板楼  -  胥江', '255万', '单价17115元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload14c89db1-7591-473b-9af1-ab266cc4e0bb.jpg.296x216.jpg', '东环路254号 2室1厅 90万', '东环路254号  | 2室1厅 | 48平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  娄门', '90万', '单价18750元/平米')
('https://image1.ljcdn.com/320500-inspection/test-597e7a13-cb7a-4a92-b98c-dc30af048488.png.296x216.jpg', '长欣苑南区 3室2厅 220万', '长欣苑南区  | 3室2厅 | 99.06平米 | 南 | 精装 | 无电梯', '中楼层(共5层)板楼  -  沧浪新城', '220万', '单价22209元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c7a85a5f-d4ee-4084-8b21-9e68e9a29b42.png.296x216.jpg', '中锐姑苏尚城花园   精装小三房   拎包入住', '中锐姑苏尚城  | 3室2厅 | 91.27平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2015年建板楼  -  平江新城', '298万', '单价32651元/平米')
('https://image1.ljcdn.com/320500-inspection/test-be0ed5a6-9df6-495d-bc18-8ac4ff2a4041.png.296x216.jpg', '三元三村 2室1厅 89万', '三元三村  | 2室1厅 | 50.75平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  金门', '89万', '单价17537元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f621b00f-573d-47ef-b729-860856fae758.png.296x216.jpg', '永林二区 2室1厅 125万', '永林二区  | 2室1厅 | 61.84平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1990年建板楼  -  娄门', '125万', '单价20214元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160914/8a98df45-4aed-404f-ab00-6e54a8790f8e.jpg.296x216.jpg', '喜临门商业广场 2室2厅 103万', '喜临门商业广场  | 2室2厅 | 45平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共20层)2015年建板塔结合  -  平江新城', '103万', '单价22889元/平米')
('https://image1.ljcdn.com/320500-inspection/test-750a80d7-a490-4d99-8fb7-ddfb9934e633.png.296x216.jpg', '十全小区 3室2厅 585万', '十全小区  | 3室2厅 | 123平米 | 南 | 简装 | 无电梯', '中楼层(共4层)板楼  -  十全街', '585万', '单价47561元/平米')
('https://image1.ljcdn.com/320500-inspection/4c10178d-edf0-4fb5-9196-15a909256e05.jpg.296x216.jpg', '胥江新村 1室1厅 74万', '胥江新村  | 1室1厅 | 46平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2013年建板楼  -  胥江', '74万', '单价16087元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170519/cde0866b-1eaf-46b7-8ae2-bb35f6a5ea64.jpg.296x216.jpg', '三元三村 2室1厅 108万', '三元三村  | 2室1厅 | 55平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  金门', '108万', '单价19637元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8fc5b8e0-0c68-4bd8-9e49-e969f9051c71.png.296x216.jpg', '中海御景湾 3室2厅 191万', '中海御景湾  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '191万', '单价21705元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a5b47ee0-14a4-47f5-85fb-5795ac08fb7b.png.296x216.jpg', '养蚕里新村 2室1厅 135万', '养蚕里新村  | 2室1厅 | 47.5平米 | 南 | 精装 | 无电梯', '低楼层(共5层)板楼  -  南门', '135万', '单价28422元/平米')
('https://image1.ljcdn.com/320500-inspection/test-303f2e3b-a9cf-4816-8b11-a50524f70bff.png.296x216.jpg', '胥馨家园 2室1厅 188万', '胥馨家园  | 2室1厅 | 86.69平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2004年建板楼  -  胥江', '188万', '单价21687元/平米')
('https://image1.ljcdn.com/320500-inspection/test-16d1beb4-afea-4a70-8909-915d33b1e422.png.296x216.jpg', '星光耀商业广场 1室1厅 45万', '星光耀商业广场  | 1室1厅 | 40.08平米 | 东 | 毛坯 | 有电梯', '中楼层(共20层)2018年建板楼  -  金阊新城', '45万', '单价11228元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6f347509-04e2-450d-bcc8-959d0af5c7af.png.296x216.jpg', '金帝名园 3室2厅 258万', '金帝名园  | 3室2厅 | 100.12平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  胥江', '258万', '单价25770元/平米')
('https://image1.ljcdn.com/320500-inspection/73a1e0cd-a941-4b16-b9fb-f38e83366274.jpg.296x216.jpg', '南华公寓 2室1厅 135万', '南华公寓  | 2室1厅 | 67.56平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1994年建板楼  -  南门', '135万', '单价19983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160529/106f3bba-fc49-47b0-a895-c5ff9dcb9086.jpg.296x216.jpg', '橘子国花园 3室2厅 307万', '橘子国花园  | 3室2厅 | 127平米 | 南 | 毛坯 | 有电梯', '高楼层(共17层)2008年建板楼  -  平江新城', '307万', '单价24174元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2ac899de-25c8-401d-bc55-7dff81d7fec4.png.296x216.jpg', '姑香苑 3室2厅 262万', '姑香苑  | 3室2厅 | 122.5平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  胥江', '262万', '单价21388元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6313ba86-9173-4008-8af3-50fbba93e9db.png.296x216.jpg', '中海胥江府 2室1厅 260万', '中海胥江府  | 2室1厅 | 89平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2010年建板楼  -  胥江', '260万', '单价29214元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ab09e069-4ff4-4eb4-8584-e0b67dc7ad33.png.296x216.jpg', '倪家苑 2室2厅 174万', '倪家苑  | 2室2厅 | 85.32平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  留园西园', '174万', '单价20394元/平米')
('https://image1.ljcdn.com/320500-inspection/test-55177909-ce05-41be-b600-3a5c34c0db96.png.296x216.jpg', '北石子街散盘 2室1厅 165万', '北石子街散盘  | 2室1厅 | 75平米 | 南 | 精装 | 无电梯', '低楼层(共3层)板楼  -  平江路', '165万', '单价22000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-01d630d6-1daa-4d8d-90c1-dfc7bd0a9968.png.296x216.jpg', '泰南苑 4室2厅 290万', '泰南苑  | 4室2厅 | 141平米 | 南 | 其他 | 无电梯', '高楼层(共4层)1997年建板楼  -  胥江', '290万', '单价20568元/平米')
('https://image1.ljcdn.com/320500-inspection/d7caf539-4df3-4bdf-a75b-036b7c77dc9b.jpg.296x216.jpg', '新南环新村三组团 2室2厅 170万', '新南环新村三组团  | 2室2厅 | 81平米 | 南 | 其他 | 有电梯', '低楼层(共33层)1996年建板楼  -  南门', '170万', '单价20988元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171017/948d2c84-4e4c-4174-9f51-9551717c5e98.jpg.296x216.jpg', '三香新村 2室1厅 97万', '三香新村  | 2室1厅 | 58平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  胥江', '97万', '单价16725元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bf4da15c-d3b2-4870-b6d9-9ead5be984ae.png.296x216.jpg', '劳动路110号 3室2厅 270万', '劳动路110号  | 3室2厅 | 131平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1994年建塔楼  -  胥江', '270万', '单价20611元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f5866c9e-fe04-449a-888a-74d9615e7d7e.png.296x216.jpg', '皮市街散盘 3室1厅 150万', '皮市街散盘  | 3室1厅 | 70平米 | 南 | 精装', '高楼层(共5层)暂无数据  -  观前街', '150万', '单价21429元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0765fee2-c04c-47d3-912c-233774aefb23.png.296x216.jpg', '永林新村 2室1厅 105万', '永林新村  | 2室1厅 | 53.3平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1982年建板楼  -  娄门', '105万', '单价19700元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161014/479424ff-6b26-45f3-b075-267637896062.jpg.296x216.jpg', '万盛花园 3室2厅 320万', '万盛花园   | 叠拼别墅 | 3室2厅 | 108.88平米 | 南 | 精装 | 无电梯', '下叠(共3层)2000年建板楼  -  胥江', '320万', '单价29391元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2f3842a4-2250-4f25-bfec-a805e4370704.png.296x216.jpg', '鑫苑景园 4室2厅 360万', '鑫苑景园  | 4室2厅 | 130.76平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  留园西园', '360万', '单价27532元/平米')
('https://image1.ljcdn.com/320500-inspection/27db0d88-bb41-42ad-80e5-050f8ca38351.jpg.296x216.jpg', '东环新村 2室1厅 100万', '东环新村  | 2室1厅 | 48.75平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1997年建板楼  -  娄门', '100万', '单价20513元/平米')
('https://image1.ljcdn.com/320500-inspection/test-be87316b-7a10-4b18-8415-01bb1e2db55a.png.296x216.jpg', '三元三村 2室1厅 143万', '三元三村  | 2室1厅 | 75.45平米 | 南 | 简装 | 无电梯', '中楼层(共4层)1998年建板楼  -  金门', '143万', '单价18953元/平米')
('https://image1.ljcdn.com/320500-inspection/test-86372b37-2abe-4da3-8ed3-e6c58fec6312.png.296x216.jpg', '小日晖桥36弄 3室2厅 243万', '小日晖桥36弄  | 3室2厅 | 82平米 | 南 | 精装', '低楼层(共2层)暂无数据  -  金门', '243万', '单价29635元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160723/01b4ea3a-bf7a-483f-b800-6a291ae0acb9.jpg.296x216.jpg', '杨枝二村 5室2厅 180万', '杨枝二村  | 5室2厅 | 109.59平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  葑门', '180万', '单价16425元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ed952618-a51e-4375-aaa9-294710eb6787.png.296x216.jpg', '房子基本没住过 中间楼层 采光好 诚心卖', '中锐姑苏尚城  | 3室2厅 | 93平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2015年建板楼  -  平江新城', '300万', '单价32259元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3369e21f-5a7b-47d0-baf8-d621b8fac4e6.png.296x216.jpg', '新上房源：娄江东组团 02年房龄 自住装修 出行便利', '娄江新村  | 2室2厅 | 75.87平米 | 南 | 精装 | 无电梯', '低楼层(共5层)1990年建板楼  -  娄门', '165万', '单价21748元/平米')
('https://image1.ljcdn.com/320500-inspection/test-da718ab8-a353-4fe4-bbb1-1ac56f06e951.png.296x216.jpg', '长盛花园 3室2厅 225万', '长盛花园  | 3室2厅 | 118.82平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  留园西园', '225万', '单价18937元/平米')
('https://image1.ljcdn.com/320500-inspection/796659ac-5574-4c54-8c4d-9458915ee3db.jpg.296x216.jpg', '三元三村 1室1厅 70万', '三元三村  | 1室1厅 | 38.5平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1992年建板楼  -  金门', '70万', '单价18182元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6521cff5-1641-4dda-ae75-738edf37b745.png.296x216.jpg', '葑门路散盘 2室2厅 160万', '葑门路散盘  | 2室2厅 | 76.15平米 | 南 | 简装 | 有电梯', '低楼层(共6层)2000年建板楼  -  葑门', '160万', '单价21012元/平米')
('https://image1.ljcdn.com/320500-inspection/test-80492331-d702-4a78-9c29-1e061e3072b9.png.296x216.jpg', '嘉业阳光城 2室1厅 190万', '嘉业阳光城  | 2室1厅 | 90.61平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2003年建板楼  -  留园西园', '190万', '单价20969元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160119/914b20f1-d57d-4f7e-ba4f-1fbd7a67df77.jpg.296x216.jpg', '狮林苑 5室3厅 1600万', '狮林苑   | 独栋别墅 | 5室3厅 | 250平米 | 南 | 精装 | 无电梯', '2层1999年建板楼  -  齐门', '1600万', '单价64000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-65890184-6e71-4c0c-a9fd-4a862de1800f.png.296x216.jpg', '竹苑新村（姑苏） 2室1厅 195万', '竹苑新村（姑苏）  | 2室1厅 | 64.93平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  十全街', '195万', '单价30033元/平米')
('https://image1.ljcdn.com/320500-inspection/test-04147da7-30bb-4a02-91b2-f797fea463b0.png.296x216.jpg', '三香花园 6室2厅 332万', '三香花园  | 6室2厅 | 166平米 | 南 | 精装 | 无电梯', '高楼层(共4层)1999年建板楼  -  胥江', '332万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-97b5141d-b5bd-41c0-a735-f57f58378cdd.png.296x216.jpg', '日晖苑 3室2厅 275万', '日晖苑  | 3室2厅 | 80平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1999年建板楼  -  金门', '275万', '单价34375元/平米')
('https://image1.ljcdn.com/320500-inspection/69f83c48-f8dd-4aac-81ff-5fc38ce864b6.jpg.296x216.jpg', '挹秀朝南两房 精装  房东诚售 环境美丽', '挹秀新村  | 2室2厅 | 69.75平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1996年建板楼  -  平江新城', '150万', '单价21506元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b7476dde-2c02-46f4-a9f5-9e2fc2a72ba8.png.296x216.jpg', '诚意出售 万达广场精装两室 七十年产权住宅 中间楼层', '万达广场  | 2室2厅 | 98平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2009年建板楼  -  平江新城', '225万', '单价22960元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6f453c42-33a8-4418-8dc1-298bc018c9cf.png.296x216.jpg', '新港名仕花园 4室2厅 450万', '新港名仕花园  | 4室2厅 | 153.11平米 | 南 | 其他 | 有电梯', '高楼层(共8层)2007年建板楼  -  胥江', '450万', '单价29391元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170228/8cf3535a-137b-4b94-919a-8f4e885630cf.jpg.296x216.jpg', '南环西路23号 4室2厅 298万', '南环西路23号  | 4室2厅 | 154平米 | 南 | 简装 | 无电梯', '低楼层(共5层)2004年建板楼  -  南门', '298万', '单价19351元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c73446b5-f905-4b7a-a863-824c59a43aa0.png.296x216.jpg', '承信小区 5室2厅 293万', '承信小区  | 5室2厅 | 167平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2000年建板楼  -  沧浪新城', '293万', '单价17545元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8b14a555-f66d-4137-b651-37ac0a5e9ae5.png.296x216.jpg', '中海胥江府 5室2厅 525万', '中海胥江府  | 5室2厅 | 193.6平米 | 暂无数据 | 毛坯 | 有电梯', '低楼层(共32层)2010年建板楼  -  胥江', '525万', '单价27118元/平米')
('https://image1.ljcdn.com/320500-inspection/test-76ee0ed4-a908-4d0a-8b25-c9994ac8dab5.png.296x216.jpg', '日晖苑 3室2厅 296万', '日晖苑  | 3室2厅 | 90平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1999年建板楼  -  金门', '296万', '单价32889元/平米')
('https://image1.ljcdn.com/320500-inspection/243c8177-67c7-44d2-9ec2-4fcda55ac498.jpg.296x216.jpg', '永林新村 2室1厅 86万', '永林新村  | 2室1厅 | 52.23平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  娄门', '86万', '单价16466元/平米')
('https://image1.ljcdn.com/320500-inspection/test-04ca3375-c52e-4593-b615-c68a52c5e98e.png.296x216.jpg', '诚信出售 万达广场烫金地段2房2厅   空调', '万达广场  | 2室2厅 | 98平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2009年建板楼  -  平江新城', '222万', '单价22654元/平米')
('https://image1.ljcdn.com/320500-inspection/test-00f7040c-33da-40ab-bbbc-85ddf7b930da.png.296x216.jpg', '现代花园 1室1厅 113万', '现代花园  | 1室1厅 | 53.5平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1995年建板楼  -  葑门', '113万', '单价21122元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171121/da986820-8126-46c7-92d5-93d7eb02ce26.jpg.296x216.jpg', '人民路 2室1厅 150万', '人民路  | 2室1厅 | 69.3平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  南门', '150万', '单价21646元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8e6cbd5d-7288-43b9-8826-ba58c7a1ba58.png.296x216.jpg', '天筑家园北区 5室4厅 368万', '天筑家园北区  | 5室4厅 | 200.96平米 | 南 | 精装 | 有电梯', '高楼层(共5层)2005年建板楼  -  平江新城', '368万', '单价18313元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b4f82ed9-19cf-4d42-b2ca-95bc8244dc75.png.296x216.jpg', '恒润新新家园 2室2厅 230万', '恒润新新家园  | 2室2厅 | 88.88平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  留园西园', '230万', '单价25878元/平米')
('https://image1.ljcdn.com/320500-inspection/bebbf73b-71b8-4ef5-9162-317375d9b15e.jpg.296x216.jpg', '时代晶华 1室1厅 68万', '时代晶华  | 1室1厅 | 54平米 | 东 | 精装 | 有电梯', '低楼层(共22层)2004年建板楼  -  石路', '68万', '单价12593元/平米')
('https://image1.ljcdn.com/320500-inspection/test-32bc51fc-9a43-41e6-a8af-9765fb93b7bb.png.296x216.jpg', '万达广场 1室2厅 114万', '万达广场  | 1室2厅 | 53平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2009年建板楼  -  平江新城', '114万', '单价21510元/平米')
('https://image1.ljcdn.com/320500-inspection/test-da271887-490e-4f14-bfed-997cb084ebf9.png.296x216.jpg', '桂花新村 3室2厅 460万', '桂花新村  | 3室2厅 | 143平米 | 南 | 其他 | 无电梯', '低楼层(共3层)1996年建板楼  -  南门', '460万', '单价32168元/平米')
