('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/5bc77b3b-5908-417b-8070-f639920eaa55.jpg.296x216.jpg', '天润城第十四街区 2室2厅 173万', '天润城第十四街区  | 2室2厅 | 69.27平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '173万', '单价24975元/平米')
('https://image1.ljcdn.com/320100-inspection/test-3bb9f961-1ed6-4d67-836e-b4f1d736fcc1.png.296x216.jpg', '世茂荣里 3室2厅 355万', '世茂荣里  | 3室2厅 | 126平米 | 南 | 毛坯', '中楼层(共6层)暂无数据  -  顶山街道', '355万', '单价28175元/平米')
('https://image1.ljcdn.com/320100-inspection/test-f0cb01ce-5611-4dc8-bf6d-633a1718a830.png.296x216.jpg', '威尼斯水城  经典品字户 精装修 楼层好 满两年', '威尼斯水城第十四街区  | 2室1厅 | 83.87平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2013年建板楼  -  桥北', '197万', '单价23489元/平米')
('https://image1.ljcdn.com/320100-inspection/83895d4d-3410-4553-88c3-e003738cfa5b.jpg.296x216.jpg', '银城物业 花园洋房 交通便利 不临街', '北江锦城  | 2室2厅 | 101.77平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2015年建板楼  -  浦口其它', '238万', '单价23387元/平米')
('https://image1.ljcdn.com/320100-inspection/53d6892d-da44-42b9-89d6-4e18a5357aab.jpg.296x216.jpg', '全南户型，西边户，客厅带阳台，江北新区，老山边', '美麟香漫山  | 3室2厅 | 98平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2017年建板楼  -  江浦街道', '245万', '单价25000元/平米')
('https://image1.ljcdn.com/320100-inspection/9695112a-131b-4ed1-883f-f13dae03202d.jpg.296x216.jpg', '精装底跃，配套成熟，交通便利，满两年！', '山水云房花园  | 4室2厅 | 170平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '320万', '单价18824元/平米')
('https://image1.ljcdn.com/320100-inspection/ebfaf81b-fc6b-49c0-9389-827f8bbc6b69.jpg.296x216.jpg', '朗诗未来街区 3室2厅 210万', '朗诗未来街区  | 3室2厅 | 87.02平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2016年建塔楼  -  高新区', '210万', '单价24133元/平米')
('https://image1.ljcdn.com/320100-inspection/1f8508d4-166f-4514-b309-cdcb1489a87f.jpg.296x216.jpg', '白马澜山 银城物业 配套成熟 精装修 集中空调', '旭辉银城白马澜山  | 2室2厅 | 76.07平米 | 南 北 | 其他', '中楼层(共7层)2017年建板楼  -  江浦街道', '237万', '单价31156元/平米')
('https://image1.ljcdn.com/320100-inspection/2d819fa3-717f-4a4d-88c3-0332eb623d53.jpg.296x216.jpg', '北江锦城 南北通透 户型方正 格局规整 业主诚心出售', '北江锦城  | 3室2厅 | 125平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  浦口其它', '290万', '单价23200元/平米')
('https://image1.ljcdn.com/320100-inspection/637cd69d-050a-46ba-9b7d-e3f714f43715.jpg.296x216.jpg', '南北通透 户型方正 全明格局 低楼层 出行方便', '天润城第七街区  | 2室2厅 | 86平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  桥北', '177万', '单价20582元/平米')
('https://image1.ljcdn.com/320100-inspection/c8bf66d0-bd5b-4d86-bc9f-3ef63f28079b.jpg.296x216.jpg', '招商兰溪谷 3室2厅 185万', '招商兰溪谷  | 3室2厅 | 75.76平米 | 南 | 简装', '中楼层(共18层)暂无数据  -  高新区', '185万', '单价24420元/平米')
('https://image1.ljcdn.com/320100-inspection/d0f530a2-f5b1-4d9c-864b-14a75d6adfba.jpg.296x216.jpg', '此房户型方正 户型通透 中间楼层 采光好 带20平汽车库', '金珠花苑  | 3室2厅 | 131平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  江浦街道', '265万', '单价20230元/平米')
('https://image1.ljcdn.com/320100-inspection/6b0efede-340d-44be-8832-6b8a699477f1.jpg.296x216.jpg', '精装修，拎包入住，户型方正，南北通透，采光好', '天润城第十六街区南区  | 3室1厅 | 89.02平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2014年建板楼  -  桥北', '230万', '单价25837元/平米')
('https://image1.ljcdn.com/320100-inspection/42893fd9-0087-4cc0-88fa-aca1a1071193.jpg.296x216.jpg', '海都嘉园 3室2厅 275万', '海都嘉园  | 3室2厅 | 130.8平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  江浦街道', '275万', '单价21025元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a42dfabd-bdf1-4c7d-ba4d-882265b546e7.png.296x216.jpg', '老山脚下 环境优美 房型好  高楼层 诚意出售', '中交锦兰荟  | 4室2厅 | 137.45平米 | 南 北 | 毛坯', '中楼层(共13层)板楼  -  浦口其它', '315万', '单价22918元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/fa45ecf7-1d48-4bf3-9add-f31672258575.jpg.296x216.jpg', '此房70年产权，配套设施齐全，*，购物方便', '浦东大厦  | 1室1厅 | 46.35平米 | 西南 | 其他 | 有电梯', '中楼层(共38层)2015年建板塔结合  -  泰山街道', '92万', '单价19849元/平米')
('https://image1.ljcdn.com/320100-inspection/ba6f67cd-2b24-4f22-af9b-2e91cd11f5f3.JPG.296x216.jpg', '扬子江隧道口经典精装三房  满两年 不靠高架', '明发城市广场  | 3室2厅 | 126.59平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2010年建板楼  -  顶山街道', '330万', '单价26069元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload57365ada-94ff-4d55-aaa2-9606085230d9.JPG.296x216.jpg', '满五年 交通方便 小区环境优美，居住舒适', '泰来苑  | 3室2厅 | 113.53平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2014年建板楼  -  泰山街道', '230万', '单价20259元/平米')
('https://image1.ljcdn.com/320100-inspection/a9719c72-4d92-4e2e-98b9-d28440bff1c3.JPG.296x216.jpg', '浦泰和天下二期 2室2厅 230万', '浦泰和天下二期  | 2室2厅 | 96平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2006年建板塔结合  -  桥北', '230万', '单价23959元/平米')
('https://image1.ljcdn.com/320100-inspection/2ea1c267-efaf-477b-bf6d-5a19dffdfdd0.jpg.296x216.jpg', '楼层高 视野好 三室一卫 满二无增值税', '通宇林景雅园  | 3室2厅 | 112平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共11层)2011年建板楼  -  江浦街道', '350万', '单价31250元/平米')
('https://image1.ljcdn.com/320100-inspection/7da88e38-a827-4638-b791-c8c65cbb5051.jpg.296x216.jpg', '江佑铂庭 三开间朝南   精装修 满2年 位置好', '江佑铂庭  | 3室2厅 | 131平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2012年建板楼  -  江浦街道', '330万', '单价25191元/平米')
('https://image1.ljcdn.com/320100-inspection/4a8a0631-1bae-4830-bfd4-cbec7ac8d705.JPG.296x216.jpg', '满二 江北新区 精装 3房 2卫 3阳台 南北通透 近地铁站', '威尼斯水城第一街区  | 3室2厅 | 116平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2007年建板楼  -  桥北', '255万', '单价21983元/平米')
('https://image1.ljcdn.com/320100-inspection/746588e8-196f-475b-bedb-5a3690c8ea83.jpg.296x216.jpg', '润富花园 2室1厅 179万', '润富花园  | 2室1厅 | 90.75平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2006年建板塔结合  -  桥北', '179万', '单价19725元/平米')
('https://image1.ljcdn.com/320100-inspection/fce9c42e-10e1-4a8d-bb32-6c1014b0c3e7.jpg.296x216.jpg', '天润城第十二街区 2室2厅 185万', '天润城第十二街区  | 2室2厅 | 81.15平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建板塔结合  -  桥北', '185万', '单价22798元/平米')
('https://image1.ljcdn.com/320100-inspection/7c2b0209-0ee9-47cb-a69b-23de53bd1811.jpg.296x216.jpg', '通宇林景雅园 毛坯 户型方正 配套成熟 小区环境好', '通宇林景雅园  | 3室2厅 | 132平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共11层)2014年建塔楼  -  江浦街道', '365万', '单价27652元/平米')
('https://image1.ljcdn.com/320100-inspection/ad0a67c7-b7c1-41fa-a010-bdfa8462be1b.jpg.296x216.jpg', '金地开发 精装修 南北通透 户型方正', '金地浅山艺境  | 4室2厅 | 118平米 | 南 北 | 精装 | 有电梯', '低楼层(共6层)2017年建板楼  -  江浦街道', '395万', '单价33475元/平米')
('https://image1.ljcdn.com/320100-inspection/2fe80027-7294-4ea0-acb4-2e386a244b9c.jpg.296x216.jpg', '明发滨江新城一期 3室2厅 300万', '明发滨江新城一期  | 3室2厅 | 130.58平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2005年建塔楼  -  桥北', '300万', '单价22975元/平米')
('https://image1.ljcdn.com/320100-inspection/test-345fb744-8330-4feb-9ce0-688020d408fc.png.296x216.jpg', '江畔明珠广场 2室2厅 220万', '江畔明珠广场  | 2室2厅 | 88.8平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2008年建板楼  -  桥北', '220万', '单价24775元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/a6915be5-a838-400f-a032-9dc499f79af7.jpg.296x216.jpg', '满两年 地铁口 低总价 特价房 诚售', '鼎业国际花园  | 1室1厅 | 43.66平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2005年建塔楼  -  江浦街道', '110万', '单价25195元/平米')
('https://image1.ljcdn.com/320100-inspection/07662f03-7e50-493e-b812-df1ad72f9eed.jpg.296x216.jpg', '老山脚下 小三房 南北通透 视野开阔 管家式物业', '万科璞悦山  | 3室1厅 | 83.76平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2016年建板楼  -  浦口其它', '212万', '单价25311元/平米')
('https://image1.ljcdn.com/320100-inspection/9a6594a4-ad73-4c3e-96e2-2c0fccc020ba.jpg.296x216.jpg', '老山脚下 环境优美 电梯三房 采光充足 业主诚售', '明发云庭  | 2室1厅 | 89.39平米 | 南 | 其他', '低楼层(共12层)2017年建板楼  -  江浦街道', '270万', '单价30205元/平米')
('https://image1.ljcdn.com/320100-inspection/9b192335-8783-4ec9-8248-8cab0a1f0cdb.jpg.296x216.jpg', '楼层好 视野宽阔 交通便利 配套齐全', '碧云山庄  | 3室2厅 | 125.16平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  江浦街道', '312万', '单价24929元/平米')
('https://image1.ljcdn.com/320100-inspection/b663cf14-0a48-4b2e-80f9-dc973446ac5e.jpg.296x216.jpg', '桥北 大桥北路 海德北岸城 三房 交通方便 靠大桥', '海德北岸城  | 3室2厅 | 98.27平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2014年建板楼  -  桥北', '220万', '单价22388元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload5fb5d2b8-c307-4486-bc40-7b0bba0a90f4.jpg.296x216.jpg', '艾菲国际 3室2厅 210万', '艾菲国际  | 3室2厅 | 88.06平米 | 南 | 其他', '低楼层(共24层)2016年建板楼  -  高新区', '210万', '单价23848元/平米')
('https://image1.ljcdn.com/320100-inspection/1442d34a-6813-4877-bbe7-781bdae10756.jpg.296x216.jpg', '融侨官邸 精装 全南户型 采光无遮挡', '融侨观邸一期  | 2室2厅 | 94.98平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2015年建板楼  -  江浦街道', '248万', '单价26111元/平米')
('https://image1.ljcdn.com/320100-inspection/a74e63f1-ad79-48a3-acf3-6900f788c031.jpg.296x216.jpg', '此房户型好 楼层好 南北通透 无遮挡', '江佑铂庭  | 3室2厅 | 141.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  江浦街道', '388万', '单价27421元/平米')
('https://image1.ljcdn.com/320100-inspection/2d5eb69d-0fad-408f-b41d-116a693d2fc2.jpg.296x216.jpg', '万科璞悦山 3室1厅 258万', '万科璞悦山  | 3室1厅 | 101.94平米 | 西南 东北 | 其他 | 有电梯', '高楼层(共6层)板楼  -  浦口其它', '258万', '单价25310元/平米')
('https://image1.ljcdn.com/320100-inspection/4e218558-30af-445b-9f5c-61ab39d5011c.jpg.296x216.jpg', '高楼层 视野开阔 户型南北通透 小区环境好 银城物业', '北江锦城  | 4室2厅 | 154.2平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)2015年建板楼  -  浦口其它', '360万', '单价23347元/平米')
('https://image1.ljcdn.com/320100-inspection/63af8de7-ee6a-43c0-9729-563fdc94279d.JPG.296x216.jpg', '弘阳物业 精装修 新小区 人车分流 可拎包入住 诚售', '弘阳旭日上城二区  | 3室2厅 | 136.9平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  桥北', '350万', '单价25567元/平米')
('https://image1.ljcdn.com/320100-inspection/41ba37c7-a29b-47d4-bd8f-58e35a568e1a.JPG.296x216.jpg', '满两年 无增值税费 40万精装  顶楼有阁楼 有电梯', '大华锦绣华城香榭美颂  | 4室2厅 | 129.37平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2012年建板楼  -  桥北', '338万', '单价26127元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a85e6566-defc-4c5a-96b6-065faf396e66.png.296x216.jpg', '明发三期 40万精装修直接拎包入住  中高楼层  满五年', '明发滨江新城三期  | 4室2厅 | 144.63平米 | 南 北 | 精装 | 有电梯', '中楼层(共34层)2008年建塔楼  -  桥北', '330万', '单价22817元/平米')
('https://image1.ljcdn.com/320100-inspection/test-31b4b42d-dd4b-4f2a-881b-ba909a73e429.png.296x216.jpg', '3个房间全朝南户型方正业主诚心卖房', '弘阳旭日上城一区  | 3室2厅 | 127.09平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2007年建塔楼  -  桥北', '280万', '单价22032元/平米')
('https://image1.ljcdn.com/320100-inspection/7f88f41c-8ca4-49d0-9d2a-e743216bed0b.JPG.296x216.jpg', '威尼斯水城第十街区 2室2厅 215万', '威尼斯水城第十街区  | 2室2厅 | 87平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2010年建板楼  -  桥北', '215万', '单价24713元/平米')
('https://image1.ljcdn.com/320100-inspection/2f7fbcc6-043c-4f42-af09-5bf8757c01ca.JPG.296x216.jpg', '香鸢美颂 毛坯两房 边户 采光不遮挡 新小区 环境优美', '大华锦绣华城香鸢美颂  | 2室1厅 | 79.98平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2013年建板塔结合  -  桥北', '215万', '单价26882元/平米')
('https://image1.ljcdn.com/320100-inspection/f3cc36d4-4a46-45aa-a483-0372aa70e493.JPG.296x216.jpg', '威尼斯水城第十二街区 3室2厅 220万', '威尼斯水城第十二街区  | 3室2厅 | 107平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  桥北', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/320100-inspection/b3346c22-1042-461c-9577-690d7c7029d8.jpg.296x216.jpg', '此房南北通透，楼层好，采光充足，精装修，交通便利。', '润富花园  | 2室2厅 | 85.85平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '180万', '单价20967元/平米')
('https://image1.ljcdn.com/320100-inspection/fe630061-dcd9-4f29-b49f-4af0430863e5.jpg.296x216.jpg', '新城花漾紫郡 2室2厅 165万', '新城花漾紫郡  | 2室2厅 | 79平米 | 南 | 其他', '低楼层(共13层)暂无数据  -  高新区', '165万', '单价20887元/平米')
('https://image1.ljcdn.com/320100-inspection/7cf88df9-1fee-4095-80c1-0b3da3348eca.jpg.296x216.jpg', '配套齐全,交通便利，采光也好，装修不错', '江佑铂庭  | 4室2厅 | 139平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2012年建板楼  -  江浦街道', '390万', '单价28058元/平米')
('https://image1.ljcdn.com/320100-inspection/3c7a880f-9aff-42bb-af33-a5af9709c4e7.jpg.296x216.jpg', '万科物业 背靠老山 纯毛坯 刚需两房 中楼层 采光不挡', '融侨观邸二期  | 2室2厅 | 86平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2016年建板塔结合  -  江浦街道', '220万', '单价25582元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadc011c940-c2c7-426d-93ea-83c93bbc2fd9.jpg.296x216.jpg', '天润城第十四街区 3室2厅 220万', '天润城第十四街区  | 3室2厅 | 86.15平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2012年建板楼  -  桥北', '220万', '单价25537元/平米')
('https://image1.ljcdn.com/320100-inspection/1690bed4-f571-46fd-a55c-f69a0b4f186a.jpg.296x216.jpg', '南北通透 格局好 高楼层 视野开阔 配套成熟', '北江锦城  | 3室2厅 | 124.49平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2015年建板楼  -  浦口其它', '275万', '单价22091元/平米')
('https://image1.ljcdn.com/320100-inspection/79342e2a-d867-48a9-8b0f-f96ddb31ca78.JPG.296x216.jpg', '威尼斯水城第十二街区 3室2厅 250万', '威尼斯水城第十二街区  | 3室2厅 | 108平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2015年建板楼  -  桥北', '250万', '单价23149元/平米')
('https://image1.ljcdn.com/320100-inspection/test-64a6770a-8cd7-4c95-9a69-89a8e3986b75.png.296x216.jpg', '天润城七街区精装大两房，业主 诚心出售。', '天润城第七街区  | 2室2厅 | 97.37平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '179万', '单价18384元/平米')
('https://image1.ljcdn.com/320100-inspection/d2c5aa05-c5b8-446b-b084-a738b28c6a7b.jpg.296x216.jpg', '弘阳时光里二区 2室1厅 160万', '弘阳时光里二区  | 2室1厅 | 62平米 | 南 | 其他', '高楼层(共18层)暂无数据  -  高新区', '160万', '单价25807元/平米')
('https://image1.ljcdn.com/320100-inspection/test-fa516554-2030-4d40-80bb-b596a10f27f9.png.296x216.jpg', '满五唯一，交通便利， 业主诚售 隧道口，南工大地铁站', '盛景华庭北苑  | 2室1厅 | 86.08平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2014年建板楼  -  江浦街道', '196万', '单价22770元/平米')
('https://image1.ljcdn.com/320100-inspection/e5e8f641-2c86-4870-a32d-64d05c335fb2.jpg.296x216.jpg', '艾菲国际 3室2厅 188万', '艾菲国际  | 3室2厅 | 76.31平米 | 南 | 其他', '低楼层(共26层)2016年建板楼  -  高新区', '188万', '单价24637元/平米')
('https://image1.ljcdn.com/320100-inspection/5eb65dea-276c-4048-b028-8cbdf60b3fef.JPG.296x216.jpg', '此房精装修，中间楼层，户型方正，两房朝南', '海德北岸城  | 2室2厅 | 88.42平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2014年建板楼  -  桥北', '220万', '单价24882元/平米')
