('https://image1.ljcdn.com/210100-inspection/5432586b-66d6-4eca-bdd4-0bdfd8f2b1ab.JPG.296x216.jpg', '恒泰骏景 2室1厅 60万', '恒泰骏景  | 2室1厅 | 76.77平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  于洪区', '60万', '单价7816元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc38d8c89-77a3-460f-a885-db8d4a330b4c.JPG.296x216.jpg', '于洪 七彩阳光 南北向 一室 装修保持好 拎包即住', '七彩阳光  | 1室1厅 | 60平米 | 南 西 北 | 其他', '中楼层(共6层)2006年建板楼  -  于洪区', '45万', '单价7500元/平米')
('https://image1.ljcdn.com/210100-inspection/e723da24-1d6b-4280-ab53-2eb3e9152ace.jpg.296x216.jpg', '宏发华城世界橙郡1 2室2厅 75.8万', '宏发华城世界橙郡1  | 2室2厅 | 88平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  于洪区', '75.8万', '单价8614元/平米')
('https://image1.ljcdn.com/210100-inspection/9d72e3f3-6e88-4fb7-a76c-444294adfa13.JPG.296x216.jpg', '兰亭花园 2室1厅 45万', '兰亭花园  | 2室1厅 | 62.55平米 | 南 | 其他', '低楼层(共11层)板楼  -  于洪区', '45万', '单价7195元/平米')
('https://image1.ljcdn.com/210100-inspection/a017f057-bb41-4854-ac32-ddfcc17bef95.jpg.296x216.jpg', '碧桂园银河城观澜 1室1厅 55万', '碧桂园银河城观澜  | 1室1厅 | 63平米 | 南 | 其他', '中楼层(共26层)2017年建板楼  -  于洪区', '55万', '单价8731元/平米')
('https://image1.ljcdn.com/210100-inspection/ceb24548-5d54-45b5-b49e-0f9bb8d3abf2.jpg.296x216.jpg', '宏发华城世界碧林一期 2室1厅 48万', '宏发华城世界碧林一期  | 2室1厅 | 67平米 | 南 北 | 其他', '高楼层(共5层)2007年建板楼  -  于洪区', '48万', '单价7165元/平米')
('https://image1.ljcdn.com/210100-inspection/561c63bb-8b70-429b-8ebf-e7c0c2f65d56.jpg.296x216.jpg', '银亿格兰郡 2室2厅 84万', '银亿格兰郡  | 2室2厅 | 83.45平米 | 南 北 | 精装', '中楼层(共6层)2016年建板楼  -  于洪区', '84万', '单价10066元/平米')
('https://image1.ljcdn.com/210100-inspection/27d8f61b-4014-48c1-aa8f-0f6696fed11e.jpg.296x216.jpg', '恒大城二期 3室2厅 118万', '恒大城二期  | 3室2厅 | 157.31平米 | 西南 北 | 其他', '高楼层(共28层)2014年建板塔结合  -  于洪区', '118万', '单价7502元/平米')
('', '一室一厅 浑河景观 南厅南卧采光好', '碧桂园银河城观澜  | 1室1厅 | 64平米 | 南 | 其他', '高楼层(共26层)2017年建板楼  -  于洪区', '55万', '单价8594元/平米')
('https://image1.ljcdn.com/210100-inspection/52b6bdb9-3dd9-4995-a4f7-0082ca891bfa.jpg.296x216.jpg', '银亿德郡 清水  三居室  南北通透户型   多层', '银亿德郡  | 3室2厅 | 158.68平米 | 南 北 | 其他', '中楼层(共6层)2013年建板楼  -  于洪区', '144.2万', '单价9088元/平米')
('https://image1.ljcdn.com/210100-inspection/899765cf-563b-4bdd-8deb-8c4a73cdfe4c.JPG.296x216.jpg', '依云北郡A区 一室一厅 ，南卧，采光充足。', '依云北郡A区  | 1室1厅 | 48.11平米 | 南 | 精装', '高楼层(共6层)2008年建板楼  -  于洪区', '35万', '单价7275元/平米')
('https://image1.ljcdn.com/210100-inspection/8d5bdf23-c154-4ca9-a08d-b2fd78059401.JPG.296x216.jpg', '阳光尚城一期 2室1厅 89万', '阳光尚城一期  | 2室1厅 | 93平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '89万', '单价9570元/平米')
('https://image1.ljcdn.com/210100-inspection/5b662d6a-c7f5-4695-a257-958ffd997523.jpg.296x216.jpg', '水调歌城 2室2厅 62万', '水调歌城  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  于洪区', '62万', '单价7561元/平米')
('https://image1.ljcdn.com/210100-inspection/0d80762d-6d18-49b5-a569-ddf37fbcbca7.JPG.296x216.jpg', '国奥现代城 1室1厅 40万', '国奥现代城  | 1室1厅 | 65.6平米 | 西北 | 其他', '中楼层(共16层)板楼  -  于洪区', '40万', '单价6098元/平米')
('https://image1.ljcdn.com/210100-inspection/9eb0c5ec-ef21-452c-8f6e-cc63bfc0e135.jpg.296x216.jpg', '于洪区 恒大绿洲 西南三居室，户型方正，小区配套成熟', '恒大绿洲三期  | 3室2厅 | 110平米 | 西南 | 其他', '低楼层(共32层)板楼  -  于洪区', '88万', '单价8000元/平米')
('https://image1.ljcdn.com/210100-inspection/256239ea-a4e2-40ff-8dba-97755c0d1917.jpg.296x216.jpg', '银亿万万城 2室2厅 70万', '银亿万万城  | 2室2厅 | 86.96平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  于洪区', '70万', '单价8050元/平米')
('https://image1.ljcdn.com/210100-inspection/fe44e812-6c4c-474c-85b3-2f7275d37125.JPG.296x216.jpg', '银亿万万城 2室1厅 43万', '银亿万万城  | 2室1厅 | 49.5平米 | 南 | 精装', '高楼层(共11层)2008年建板楼  -  于洪区', '43万', '单价8687元/平米')
('', '园区绿化好，不是顶楼，住户素质高', '华邑世纪城  | 2室2厅 | 92平米 | 南 北 | 其他', '高楼层(共11层)2013年建板楼  -  于洪区', '78万', '单价8479元/平米')
('https://image1.ljcdn.com/210100-inspection/bc46d3b1-606e-445a-a5e0-5a68ea710726.jpg.296x216.jpg', '银亿德郡 2室1厅 42万', '银亿德郡  | 2室1厅 | 71平米 | 南 北 | 简装', '高楼层(共6层)2013年建板楼  -  于洪区', '42万', '单价5916元/平米')
('https://image1.ljcdn.com/210100-inspection/85730956-3206-480a-a787-adfca8de6194.JPG.296x216.jpg', '于洪区 银亿万万城 南北通透 精装修 拎包入住', '银亿万万城  | 5室2厅 | 115.27平米 | 南 北 | 精装', '高楼层(共6层)2008年建板楼  -  于洪区', '90万', '单价7808元/平米')
('https://image1.ljcdn.com/210100-inspection/82d5306a-e47b-4cd3-b505-44b7c395f230.JPG.296x216.jpg', '依云北郡F区 1室1厅 36万', '依云北郡F区  | 1室1厅 | 45平米 | 西北 | 其他', '高楼层(共22层)2009年建板楼  -  于洪区', '36万', '单价8000元/平米')
('https://image1.ljcdn.com/210100-inspection/0c15448c-b97d-4976-99e7-42ab76bf5391.jpg.296x216.jpg', '恒大绿洲二期园区内有水系景观高楼层视野开阔不挡光', '恒大绿洲二期  | 2室2厅 | 98.7平米 | 西南 | 其他', '高楼层(共32层)板楼  -  于洪区', '78万', '单价7903元/平米')
('https://image1.ljcdn.com/210100-inspection/b0e35bcd-767c-4082-81b7-a2db85a8118a.jpg.296x216.jpg', '七彩阳光，2室2厅，南北通透，交通便利，而且配套齐全', '七彩阳光  | 2室2厅 | 104.29平米 | 南 北 | 精装', '高楼层(共6层)2006年建板楼  -  于洪区', '80万', '单价7671元/平米')
('https://image1.ljcdn.com/210100-inspection/2c899fcd-87eb-4996-a093-3f148e99bb83.jpg.296x216.jpg', '碧桂园银河城星荟 2室2厅 68万', '碧桂园银河城星荟  | 2室2厅 | 78.6平米 | 东南 | 其他', '高楼层(共33层)板楼  -  于洪区', '68万', '单价8652元/平米')
('https://image1.ljcdn.com/210100-inspection/16aa40fd-9132-4e72-9692-cbc05f1dfd4f.JPG.296x216.jpg', '恒大城一期 2室2厅 79万', '恒大城一期  | 2室2厅 | 90.25平米 | 西南 | 其他', '高楼层(共28层)2014年建板塔结合  -  于洪区', '79万', '单价8754元/平米')
('https://image1.ljcdn.com/210100-inspection/b032dbd3-aacc-48b6-8025-71bc29beb914.jpg.296x216.jpg', '保利溪湖林语二期 3室2厅 96万', '保利溪湖林语二期  | 3室2厅 | 105.03平米 | 南 北 | 其他', '中楼层(共18层)板楼  -  于洪区', '96万', '单价9141元/平米')
('', '恒大绿洲二期 3室2厅 123万', '恒大绿洲二期  | 3室2厅 | 143.22平米 | 南 北 | 精装', '低楼层(共33层)板楼  -  于洪区', '123万', '单价8589元/平米')
('https://image1.ljcdn.com/210100-inspection/3624afbd-455f-40a2-9f1c-4b568c8c3f2a.JPG.296x216.jpg', '亚都名苑 2室2厅 100万', '亚都名苑  | 2室2厅 | 115.81平米 | 南 北 | 其他', '中楼层(共6层)2012年建板楼  -  于洪区', '100万', '单价8635元/平米')
('https://image1.ljcdn.com/210100-inspection/4ae533a5-3993-4142-8571-99066004f4e5.JPG.296x216.jpg', '阳光尚城4.1期 1室0厅 42万', '阳光尚城4.1期  | 1室0厅 | 50.41平米 | 南 | 其他', '中楼层(共26层)2012年建板楼  -  于洪区', '42万', '单价8332元/平米')
('https://image1.ljcdn.com/210100-inspection/07657571-4c57-416d-9286-d699026d8ec7.JPG.296x216.jpg', '恒大城二期 2室2厅 80万', '恒大城二期  | 2室2厅 | 93.7平米 | 东南 | 其他', '低楼层(共28层)2014年建板塔结合  -  于洪区', '80万', '单价8538元/平米')
('https://image1.ljcdn.com/210100-inspection/dbc37f85-2307-4d43-b311-91019029198b.jpg.296x216.jpg', '恒大绿洲二期 好楼层 3室 适合小两口和老人居住', '恒大绿洲二期  | 3室2厅 | 104平米 | 东南 北 | 其他', '低楼层(共18层)板楼  -  于洪区', '88万', '单价8462元/平米')
('https://image1.ljcdn.com/210100-inspection/86d90f70-3727-4aa0-89d4-79e4c94eb848.jpg.296x216.jpg', '一楼带花园赠送等面积地下室 交通便利', '依云北郡D区  | 4室2厅 | 107.5平米 | 南 北 | 精装', '低楼层(共13层)2009年建板楼  -  于洪区', '125万', '单价11628元/平米')
('https://image1.ljcdn.com/210100-inspection/016fba0d-d207-4add-828d-e2f6b7e628f8.jpg.296x216.jpg', '于洪新城 碧桂园银河城聆涛3室清水房', '碧桂园银河城聆涛  | 3室2厅 | 124平米 | 东南 | 其他', '高楼层(共30层)板楼  -  于洪区', '105万', '单价8468元/平米')
('https://image1.ljcdn.com/210100-inspection/e265db86-5d73-4aed-985f-c9f820406eb5.jpg.296x216.jpg', '银亿万万城 2室2厅 64万', '银亿万万城  | 2室2厅 | 86.8平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  于洪区', '64万', '单价7374元/平米')
('', '于洪新城 恒大绿洲 南北三室 中间楼层 采光充足', '恒大绿洲二期  | 3室2厅 | 118平米 | 南 北 | 其他', '中楼层(共18层)板楼  -  于洪区', '98万', '单价8306元/平米')
('https://image1.ljcdn.com/210100-inspection/555b332c-41e4-448b-b4ca-8f6c6530647b.jpg.296x216.jpg', '七彩阳光 1室1厅 37万', '七彩阳光  | 1室1厅 | 48.24平米 | 南 | 精装', '中楼层(共6层)2006年建板楼  -  于洪区', '37万', '单价7670元/平米')
('https://image1.ljcdn.com/210100-inspection/09a2a9f4-1d43-4730-bb88-cbf8b96d84c8.JPG.296x216.jpg', '依云北郡F区 3室2厅 62万', '依云北郡F区  | 3室2厅 | 78.24平米 | 东 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '62万', '单价7925元/平米')
('https://image1.ljcdn.com/210100-inspection/91fb1a5a-1e83-447e-8027-b1dd9986579b.jpg.296x216.jpg', '亚都名苑 1室1厅 31万', '亚都名苑  | 1室1厅 | 42.75平米 | 南 | 其他', '中楼层(共23层)2012年建板楼  -  于洪区', '31万', '单价7252元/平米')
('https://image1.ljcdn.com/210100-inspection/032e6cc3-fc17-4fb8-8474-3e5d5f316b83.JPG.296x216.jpg', '阳光尚城4.1期 1室0厅 38万', '阳光尚城4.1期  | 1室0厅 | 50.62平米 | 南 | 其他', '中楼层(共26层)2012年建板楼  -  于洪区', '38万', '单价7507元/平米')
('https://image1.ljcdn.com/210100-inspection/486036b1-f964-4bb8-acdd-afa32924bfba.jpg.296x216.jpg', '碧桂园银河城依云 3室2厅 105万', '碧桂园银河城依云  | 3室2厅 | 116平米 | 西南 北 | 其他', '高楼层(共30层)板楼  -  于洪区', '105万', '单价9052元/平米')
('https://image1.ljcdn.com/210100-inspection/ccfa929a-2b06-47c8-9f93-88c77ceade90.jpg.296x216.jpg', '洋房采光好南北通透双南卧带阁楼80平露台20平', '银亿格兰郡  | 5室2厅 | 105平米 | 南 北 | 毛坯', '高楼层(共5层)2016年建板楼  -  于洪区', '105万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/fb64edd5-921a-4d41-a74c-f3d95f7ef373.jpg.296x216.jpg', '碧桂园银河城 全新楼盘 小户型 精装修 拎包入住', '碧桂园银河城天域一期  | 2室2厅 | 69平米 | 西北 | 精装', '低楼层(共30层)板楼  -  于洪区', '62万', '单价8986元/平米')
('https://image1.ljcdn.com/210100-inspection/0947ca54-3982-4afb-a2d5-4762bcf03332.JPG.296x216.jpg', '绿地老街坊 3室2厅 61万', '绿地老街坊  | 3室2厅 | 87.15平米 | 南 北 | 其他', '高楼层(共24层)2013年建板楼  -  于洪区', '61万', '单价7000元/平米')
('', '阳光100国际新城D组团 2室1厅 78万', '阳光100国际新城D组团  | 2室1厅 | 91平米 | 西北 | 其他', '中楼层(共32层)暂无数据  -  于洪区', '78万', '单价8572元/平米')
('https://image1.ljcdn.com/210100-inspection/be16e9f6-d481-40b2-b82a-c0a1a1216e41.jpg.296x216.jpg', '阳光100二期 第前排 看景观 视野好', '阳光100国际新城D组团  | 4室2厅 | 212.8平米 | 东南 | 精装', '低楼层(共31层)暂无数据  -  于洪区', '165万', '单价7754元/平米')
('https://image1.ljcdn.com/210100-inspection/f4501105-caee-40a1-b4eb-a87bdc3aaedf.jpg.296x216.jpg', '银亿万万城 3室2厅 110万', '银亿万万城  | 3室2厅 | 96.77平米 | 南 北 | 其他', '高楼层(共5层)2008年建板楼  -  于洪区', '110万', '单价11368元/平米')
('https://image1.ljcdn.com/210100-inspection/642cda09-10d9-466b-9820-402cd8b66d11.jpg.296x216.jpg', '顺丰新未来多层南向一室清水房随意装修采光好', '顺丰▪新未来  | 1室1厅 | 48.86平米 | 南 | 毛坯', '中楼层(共7层)暂无数据  -  于洪区', '39万', '单价7982元/平米')
('', '新城惠泽园 4室2厅 61万', '新城惠泽园  | 4室2厅 | 67.12平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  于洪区', '61万', '单价9089元/平米')
('https://image1.ljcdn.com/210100-inspection/b45ee5f6-2bcc-4f8f-a097-24ca08af294b.jpg.296x216.jpg', '碧桂园银河城聆涛 3室2厅 130万', '碧桂园银河城聆涛  | 3室2厅 | 135平米 | 南 北 | 其他', '高楼层(共26层)板楼  -  于洪区', '130万', '单价9630元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadddc05fef-219d-4975-9ae2-eecfbd043e9d.JPG.296x216.jpg', '依云北郡A区，4室3厅1厨4卫，南北通透，小高层跃层', '依云北郡A区  | 4室3厅 | 173.88平米 | 南 北 | 精装', '高楼层(共11层)2008年建板楼  -  于洪区', '280万', '单价16104元/平米')
('https://image1.ljcdn.com/210100-inspection/7196485d-d55d-495d-89fe-b76de594a849.JPG.296x216.jpg', '阳光尚城一期 2室2厅 75万', '阳光尚城一期  | 2室2厅 | 87.17平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '75万', '单价8604元/平米')
('https://image1.ljcdn.com/210100-inspection/0915f919-23f0-4fda-8244-4ca41cacbf20.JPG.296x216.jpg', '国奥现代城二期 3室2厅 88万', '国奥现代城二期  | 3室2厅 | 123.37平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  于洪区', '88万', '单价7134元/平米')
('', '碧桂园银河城聆涛 3室2厅 115万', '碧桂园银河城聆涛  | 3室2厅 | 123.6平米 | 东 南 北 | 其他', '低楼层(共31层)板楼  -  于洪区', '115万', '单价9305元/平米')
('', '阳光尚城4.2期 1室1厅 48万', '阳光尚城4.2期  | 1室1厅 | 54平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  于洪区', '48万', '单价8889元/平米')
('https://image1.ljcdn.com/210100-inspection/dd3b21ee-dcd0-4547-b727-ac6e3b31e520.JPG.296x216.jpg', '龙腾金荷苑 2室2厅 110万', '龙腾金荷苑  | 2室2厅 | 100平米 | 南 北 | 其他', '低楼层(共6层)2005年建板楼  -  于洪区', '110万', '单价11000元/平米')
('https://image1.ljcdn.com/210100-inspection/835b9562-6285-4f7a-a21e-b28eceed9bf4.JPG.296x216.jpg', '恒大城一期 不把不临 园区中间位置 品质园区', '恒大城一期  | 4室2厅 | 153平米 | 南 北 | 精装', '中楼层(共11层)2014年建板塔结合  -  于洪区', '135万', '单价8824元/平米')
('', '瑞士风情小镇一期 3室2厅 85万', '瑞士风情小镇一期  | 3室2厅 | 126.3平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  于洪区', '85万', '单价6731元/平米')
('https://image1.ljcdn.com/210100-inspection/56127988-a15d-44fd-beff-5367cde6dfca.JPG.296x216.jpg', '精装修    南北标准两居室  多层 采光好', '银亿格兰郡  | 2室2厅 | 88.37平米 | 南 北 | 精装', '中楼层(共6层)2016年建板楼  -  于洪区', '93万', '单价10524元/平米')
('https://image1.ljcdn.com/210100-inspection/f638298e-4d78-47ba-ab46-7aa51eba0630.JPG.296x216.jpg', '宏发三千院一楼带花园带地下室独门独院', '宏发三千院  | 3室2厅 | 113平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  于洪区', '125万', '单价11062元/平米')
('https://image1.ljcdn.com/210100-inspection/27688b1d-47df-4ffc-a61d-b836bdba7329.JPG.296x216.jpg', '兰亭花园 1室1厅 40万', '兰亭花园  | 1室1厅 | 62.53平米 | 南 | 精装', '中楼层(共6层)板楼  -  于洪区', '40万', '单价6397元/平米')
('https://image1.ljcdn.com/210100-inspection/288aa04f-b32a-4ef8-b5e6-7f00fc7ccca8.JPG.296x216.jpg', '阳光尚城4.1期 3室1厅 178万', '阳光尚城4.1期  | 3室1厅 | 134.27平米 | 南 北 | 其他', '中楼层(共4层)2012年建板楼  -  于洪区', '178万', '单价13257元/平米')
('', '碧桂园繁华里 3室2厅 235万', '碧桂园繁华里  | 3室2厅 | 132.19平米 | 南 北 | 其他', '低楼层(共9层)板楼  -  于洪区', '235万', '单价17778元/平米')
('', '恒大绿洲一期，经典小高 南北通透', '恒大绿洲一期  | 2室2厅 | 79.2平米 | 南 北 | 其他', '低楼层(共11层)板楼  -  于洪区', '76万', '单价9596元/平米')
('https://image1.ljcdn.com/210100-inspection/ad4f3722-446f-404e-8387-da45858451db.JPG.296x216.jpg', '于洪区怒江北街 依云北郡A区 一室一厅 中间楼层', '依云北郡A区  | 1室1厅 | 50平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  于洪区', '39万', '单价7800元/平米')
('https://image1.ljcdn.com/210100-inspection/cc077909-7043-4c09-8491-4f468b37e8f8.JPG.296x216.jpg', '房子格局好，采光充足（楼层高）， 精装修拎包入住', '华锐桃源欣城  | 5室2厅 | 121平米 | 南 北 | 精装', '高楼层(共6层)2006年建板楼  -  于洪区', '98万', '单价8100元/平米')
('https://image1.ljcdn.com/210100-inspection/db3d851f-2812-4c38-a32c-5d25d1d19d62.JPG.296x216.jpg', '七彩阳光 1室1厅 40万', '七彩阳光  | 1室1厅 | 58.4平米 | 南 | 其他', '中楼层(共6层)2006年建板楼  -  于洪区', '40万', '单价6850元/平米')
('https://image1.ljcdn.com/210100-inspection/3b8dcd63-19e3-4bf7-8c55-274f4d5a3597.jpg.296x216.jpg', '宏发英树 3室1厅 53万', '宏发英树  | 3室1厅 | 58.88平米 | 西北 东北 | 其他', '高楼层(共34层)2011年建板楼  -  于洪区', '53万', '单价9002元/平米')
('', '碧桂园银河城依云 3室2厅 95万', '碧桂园银河城依云  | 3室2厅 | 109平米 | 东 南 北 | 其他', '高楼层(共18层)板楼  -  于洪区', '95万', '单价8716元/平米')
