('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload148a0280-b2b4-46ef-b187-27339d6859d8.JPG.296x216.jpg', '高品质小区，人车分流，板式户型，精装2+1户型', '大华锦绣华城(十四街区)  | 2室2厅 | 83.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  北蔡', '698万', '单价83404元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170611/5979fb25-c989-4ceb-91f2-52462228e0bf.jpg.296x216.jpg', '看房方便，满五年，顶楼多一层，使用的面积大，阁楼', '金桥新村一街坊  | 1室1厅 | 37.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  金桥', '220万', '单价58063元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170912/96c0f1c0-ea9c-48fc-b536-aace9720d025.jpg.296x216.jpg', '凯鑫苑 2室2厅 620万', '凯鑫苑  | 2室2厅 | 97.58平米 | 南 | 精装 | 无电梯', '中楼层(共4层)2002年建板楼  -  高行', '620万', '单价63538元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160103/36d4b092-9fbc-45e2-ae2d-46cb74a71678.jpg.296x216.jpg', '东方城市花园二期北区，全南向两房，不临街，无遮挡', '东方城市花园(二期)  | 2室2厅 | 109.14平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2005年建板楼  -  塘桥', '800万', '单价73301元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5efa40da-c7be-4965-90d9-dfcd76377148.png.296x216.jpg', '满五唯一 ，看房方便，板式户型南北通，三房二厅二卫', '盛源公寓  | 3室2厅 | 114.35平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  三林', '670万', '单价58593元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9745d76e-9e8e-45e4-b37f-5a9624ddf907.png.296x216.jpg', '高迪四期 房型通透 楼层好 诚意卖 价可谈', '城市经典(四期)  | 2室2厅 | 107.75平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  张江', '710万', '单价65894元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170930/4b695756-cc71-449b-b503-47d55b27fd8a.jpg.296x216.jpg', '（品质生活）城市经典四期，精品装修户型正气，近地铁', '城市经典(四期)  | 3室2厅 | 151.96平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  张江', '1150万', '单价75678元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171028/fff5a1b7-3584-46a4-b4e8-33d7c2238933.jpg.296x216.jpg', '对口新世界实验 精装修 满五少税 业主置换急售', '桃李家园  | 2室2厅 | 107.03平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  三林', '650万', '单价60731元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d2bab23d-f851-453b-8951-052c161edb96.png.296x216.jpg', '西边套一梯二户，满五唯一,全明户型，可改三房', '上南花苑(二期)  | 2室2厅 | 85.3平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  世博', '555万', '单价65065元/平米')
('https://image1.ljcdn.com/310000-inspection/4e2455f0-bf6d-47ca-a989-57ca1bf00eff.jpg.296x216.jpg', '长城中环墅 4室2厅 1100万', '长城中环墅   | 联排别墅 | 4室2厅 | 166.82平米 | 南 | 其他 | 无电梯', '3层2009年建板楼  -  张江', '1100万', '单价65940元/平米')
('https://image1.ljcdn.com/310000-inspection/2c27117c-e6dd-4eaa-b2e1-e744ee84b727.jpg.296x216.jpg', '中邦城市 2室2厅 460万', '中邦城市  | 2室2厅 | 98平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2006年建板楼  -  康桥', '460万', '单价46939元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170719/8778c888-a9b7-4b9d-ac5e-fda1d85be6ce.jpg.296x216.jpg', '精致户型——享受无限阳光生活！', '荷风翠庭  | 1室1厅 | 49.92平米 | 南 | 精装 | 无电梯', '低楼层(共4层)2009年建板楼  -  泥城镇', '120万', '单价24039元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161002/52078417-60fe-40b1-85c9-62d36eb6865b.jpg.296x216.jpg', '盛世联奕苑，精装大三房，南北通风，机场旁位置方便。', '盛世联弈苑  | 3室2厅 | 116.44平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2009年建板楼  -  川沙', '340万', '单价29200元/平米')
('https://image1.ljcdn.com/310000-inspection/eaf14fb3-9ce4-40a0-add7-e08a60814e5e.jpg.296x216.jpg', '诚意出售，小区居中位置，不靠路，视野好，方正四房', '金色维也纳(公寓)  | 4室2厅 | 196.19平米 | 南 | 精装 | 有电梯', '中楼层(共7层)板楼  -  花木', '1880万', '单价95826元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170930/b3696fdf-525c-4814-b167-b030cef69eab.jpg.296x216.jpg', '乳山三村，业主诚意卖小区中间位置，赠与全套家具家电', '乳山三村  | 1室1厅 | 38.96平米 | 暂无数据 | 精装 | 无电梯', '中楼层(共6层)1981年建板楼  -  陆家嘴', '320万', '单价82136元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171003/3eca3f9d-4c69-4861-899f-e516d8eac704.jpg.296x216.jpg', '朗诗未来树 精装修三房 小区位置佳 采光足 满两年', '朗诗未来树  | 3室2厅 | 78.82平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2014年建板楼  -  祝桥', '300万', '单价38062元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171107/8384ee94-5df5-4168-94be-f08427197991.jpg.296x216.jpg', '五楼三房带阁楼，精装修，大露台', '杨园新苑  | 3室2厅 | 129平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2004年建板楼  -  高东', '460万', '单价35659元/平米')
('https://image1.ljcdn.com/310000-inspection/test-375f149a-cd88-4851-94f4-810d13870761.png.296x216.jpg', '一手动迁，二楼位置好。毛坯房。', '金利公寓  | 1室1厅 | 55平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2008年建板楼  -  唐镇', '270万', '单价49091元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/5b41da37-9ae9-407b-a427-be675260ca08.jpg.296x216.jpg', '龙臣公寓 3室2厅 505万', '龙臣公寓  | 3室2厅 | 101.42平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  金桥', '505万', '单价49793元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161115/8fcc98a0-e480-4ffd-a6f4-b8caf6cce19d.jpg.296x216.jpg', '户型格局方正+出行便利，配套完善+此户型较少', '大华锦绣华城(十九街区)(公寓)  | 1室1厅 | 53.95平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  北蔡', '445万', '单价82484元/平米')
('https://image1.ljcdn.com/310000-inspection/e9dbe2ea-3150-4a1b-88da-3ad29e6eb730.jpg.296x216.jpg', '楼层佳  位置好   价格实惠', '三林世博家园(大道站路94弄)  | 1室1厅 | 56.71平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  三林', '279万', '单价49198元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160331/e750f1c9-8c94-45a0-adbd-5ed89fb098bc.jpg.296x216.jpg', '南北板式两房，阁楼已做好，实用面积大，告别室内拥挤', '三林世博家园(大道站路94弄)  | 2室2厅 | 85.29平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  三林', '415万', '单价48658元/平米')
('https://image1.ljcdn.com/310000-inspection/62c528f2-22d0-4b7d-a188-cb5a91709ae2.JPG.296x216.jpg', '带地暖精装三房，户型方正，得房率超陆一，欢迎看房', '新天家园  | 3室2厅 | 129.26平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2001年建板楼  -  源深', '1180万', '单价91289元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151211/dbd80319-f1e4-479c-8bf0-3f92954e4b3e.jpg.296x216.jpg', '六 师二+进 才北 校 预约随时看 地铁6号线近在咫尺', '中星海上景庭  | 4室2厅 | 147.06平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共14层)2006年建板楼  -  洋泾', '1000万', '单价68000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/d515b252-917e-4881-ac2c-13edaef9f822.jpg.296x216.jpg', '百乐公寓(惠南) 3室2厅 355万', '百乐公寓(惠南)  | 3室2厅 | 122.57平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2002年建板楼  -  惠南', '355万', '单价28964元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171111/9fbba281-b165-45a3-8900-4a70b47d3f9d.jpg.296x216.jpg', '金桥近中环，成熟社区，近9号线，一楼送天井两居', '永业小区  | 2室1厅 | 69平米 | 暂无数据 | 简装 | 无电梯', '低楼层(共6层)1992年建板楼  -  金桥', '315万', '单价45653元/平米')
('https://image1.ljcdn.com/310000-inspection/test-da3f5606-4813-4f58-b571-b7ee7eb36520.png.296x216.jpg', '满二年，看房方便，有钥匙，楼层适中，诚心出售', '阳光苑  | 3室1厅 | 86平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1994年建板楼  -  曹路', '290万', '单价33721元/平米')
('https://image1.ljcdn.com/310000-inspection/test-570dcb7d-a5f8-48ec-bbcc-8833d3d3e879.png.296x216.jpg', '永业小区 2室1厅 308万', '永业小区  | 2室1厅 | 66.15平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  金桥', '308万', '单价46561元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171221/9718a13b-a7ef-496c-b59d-138c136e1027.jpg.296x216.jpg', '杨园四村 3室1厅 300万', '杨园四村  | 3室1厅 | 95.64平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  高东', '300万', '单价31368元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160518/5a5f7fc3-fd6f-4236-ab57-fe604ea97309.jpg.296x216.jpg', '双秀西苑.房东诚心出售.一手动迁.满五不唯一', '双秀西园  | 2室2厅 | 79.84平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共11层)2008年建板楼  -  康桥', '300万', '单价37576元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/8269ce12-292c-4afa-8cc8-782c2313ab2d.jpg.296x216.jpg', '品质小区为你带来一个舒适安逸的家，', '未来域  | 2室2厅 | 83.11平米 | 东南 | 精装 | 无电梯', '低楼层(共3层)2006年建板楼  -  三林', '505万', '单价60763元/平米')
('https://image1.ljcdn.com/310000-inspection/9867ebc5-230a-43ef-a79a-de3f46d410f1.JPG.296x216.jpg', '明珠花苑，精装修朝南三房，中间楼层，采光好，景观层', '明珠花苑(浦东)  | 3室2厅 | 136.66平米 | 南 | 精装 | 有电梯', '中楼层(共24层)1997年建板楼  -  世博', '700万', '单价51223元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171103/61175931-201e-4b7f-95e8-08c065679d2d.jpg.296x216.jpg', '双南两房，总价低，单价低，使用面积大', '海阳新村  | 2室1厅 | 70平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1997年建板楼  -  三林', '395万', '单价56429元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180103/8da7da85-6fb5-431d-8c43-1f151c8e9886.jpg.296x216.jpg', '装修好 带地下产权车位 满五年唯一 买进价高税费低', '爱家亚洲花园  | 2室2厅 | 119.02平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2004年建板楼  -  杨东', '835万', '单价70157元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171101/7d712285-33c4-425b-885f-a3ebdc0beb0a.jpg.296x216.jpg', '户型正气 南北通透 满五年 房东诚意出售 自住的', '莲溪三村  | 2室1厅 | 77.68平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  北蔡', '380万', '单价48919元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171112/87e63f9c-dd85-49ec-8a88-305b9cb5a039.jpg.296x216.jpg', '海上国际花园(一期) 3室2厅 1000万', '海上国际花园(一期)  | 3室2厅 | 133.7平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2005年建板楼  -  北蔡', '1000万', '单价74795元/平米')
('https://image1.ljcdn.com/310000-inspection/test-dc5f3dd2-57ba-47ad-9448-91ff9563fb22.png.296x216.jpg', '峨山小区精装两房还带厅，边套全明，可拎包入住', '峨山小区  | 2室1厅 | 45.77平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1984年建板楼  -  塘桥', '310万', '单价67730元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e50094ea-54d3-4c61-9919-9f027b64737a.png.296x216.jpg', '繁荣安居 3室1厅 460万', '繁荣安居  | 3室1厅 | 118.22平米 | 南 | 精装 | 有电梯', '低楼层(共14层)2009年建板楼  -  周浦', '460万', '单价38911元/平米')
('https://image1.ljcdn.com/310000-inspection/79591f8d-e808-404c-aaaf-efb880044974.jpg.296x216.jpg', '唐镇金枫豪苑  联排别墅 新装两年 随时看', '金枫豪苑   | 联排别墅 | 5室2厅 | 215.88平米 | 南 北 | 精装 | 无电梯', '1层2004年建板楼  -  唐镇', '998万', '单价46230元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170509/03b48861-2b82-49e5-adad-9633602f7988.jpg.296x216.jpg', '春港丽园(公寓) 2室2厅 370万', '春港丽园(公寓)  | 2室2厅 | 77.48平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  张江', '370万', '单价47755元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170109/fd7a8464-8755-4f75-8c46-8e83ab1755e7.jpg.296x216.jpg', '价格能谈 户型正气楼层好 税费低 离小区80米就是公园', '幸福小镇(公寓)  | 2室2厅 | 96.79平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2006年建板楼  -  高行', '475万', '单价49076元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170226/7410683f-8b13-4f97-9cba-fa4697948dfc.jpg.296x216.jpg', '小区在售高区三房 看景观 南北通透 满五年 看房方便', '陆家嘴中央公寓  | 3室2厅 | 155.2平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)板楼  -  杨东', '1450万', '单价93428元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171106/dce5550f-cbb3-480d-8dc5-8ecce938215e.jpg.296x216.jpg', '原始动迁 主卧南次卧北 南北通透 中间楼层 急售 便宜', '海汇清波苑  | 2室1厅 | 83平米 | 南 | 毛坯 | 无电梯', '中楼层(共4层)2008年建板楼  -  临港新城', '156万', '单价18796元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5b92b056-b905-42a2-bc09-aa0adc31327b.jpg.296x216.jpg', '荡湾新村简装两房送个19平的院子，客厅可改成个主卧', '荡湾新村  | 2室2厅 | 54.29平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1985年建板楼  -  惠南', '156万', '单价28735元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171029/6ae11cb0-d5e4-4cfe-ac00-2032cbfefa21.jpg.296x216.jpg', '附赠7个平米！精装、交通方便！总价低', '紫叶花园  | 1室1厅 | 40.52平米 | 暂无数据 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  北蔡', '235万', '单价57997元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171206/77b83a8a-3489-494c-95d7-f902e8ed649d.jpg.296x216.jpg', '绿川新苑 满五唯一 南北通透 诚意出售', '绿川新苑  | 2室2厅 | 88.78平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  北蔡', '460万', '单价51814元/平米')
('https://image1.ljcdn.com/310000-inspection/58e4a0ac-9379-41ee-a22b-8019cb687980.jpg.296x216.jpg', '南北两房，全明户型，视野开阔，小区央座', '金樟花苑  | 2室1厅 | 66.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  金杨', '385万', '单价57558元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170619/e47b9e77-a6df-42b2-8e1f-73d45db71951.jpg.296x216.jpg', '昌四小区 2室1厅 310万', '昌四小区  | 2室1厅 | 65.64平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  世博', '310万', '单价47228元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ec2b6231-a831-4ed6-a1fa-c63c0590f56a.png.296x216.jpg', '房子位置好，楼层好，装修很新，舒适度高', '幸福小镇(公寓)  | 2室2厅 | 98.77平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2006年建板楼  -  高行', '538万', '单价54470元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180117/6bb10a7b-0c5e-4487-9a00-a6a49acc7bd3.jpg.296x216.jpg', '叠加别墅，上叠有阁楼，精心装修，业主诚心，有车位。', '金领国际(公寓)  | 5室3厅 | 206.2平米 | 南 | 精装 | 无电梯', '低楼层(共3层)2009年建板楼  -  曹路', '960万', '单价46557元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170327/b2bf7aa5-5149-448b-b176-2c616582e43b.jpg.296x216.jpg', '婚房精装，楼层佳 ，卧室带阳台，卧室全南，2010年建', '东旺名苑  | 2室2厅 | 103.7平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  三林', '715万', '单价68949元/平米')
('https://image1.ljcdn.com/310000-inspection/test-01b52835-634d-4f52-9f50-f13268553f12.png.296x216.jpg', '经典三房户型，双阳台，双储藏间，户型正气', '江临天下  | 3室2厅 | 135.37平米 | 东南 | 精装 | 有电梯', '低楼层(共35层)2002年建板楼  -  陆家嘴', '1250万', '单价92340元/平米')
('https://image1.ljcdn.com/310000-inspection/0c168f84-229d-48cf-a33c-a9699df61f15.jpg.296x216.jpg', '鹤鸣新苑二村 3室2厅 325万', '鹤鸣新苑二村  | 3室2厅 | 120.99平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  航头', '325万', '单价26862元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171025/f518b7e6-d4c2-476d-87b2-f8ea06230c1c.jpg.296x216.jpg', '自住3房 2南1北 大客厅宽敞明亮', '陆家嘴花园(一期)  | 3室2厅 | 126.83平米 | 南 | 精装 | 有电梯', '低楼层(共11层)1998年建板楼  -  源深', '1320万', '单价104077元/平米')
('https://image1.ljcdn.com/310000-inspection/05653eb2-5432-498d-9f82-999ae0ef996e.JPG.296x216.jpg', '仁恒滨江园小高层通透户型，采光好，得房率高', '仁恒滨江园  | 3室2厅 | 151.4平米 | 东 西 | 精装 | 有电梯', '中楼层(共9层)1999年建板楼  -  陆家嘴', '1450万', '单价95773元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161103/e3615c01-5434-493d-b25c-aac965fca8df.jpg.296x216.jpg', '一梯两户 婚房装修 户型紧缺 电梯景观层 双轨交汇', '名典苑  | 3室2厅 | 134.02平米 | 南 | 精装', '中楼层(共11层)2002年建板楼  -  金杨', '830万', '单价61932元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a63b7c40-0a9a-4238-9437-88588a247478.png.296x216.jpg', '世茂东西通带阳台，业主置换别墅诚意出售，有车位！', '世茂滨江花园  | 3室2厅 | 237平米 | 西 | 精装 | 有电梯', '中楼层(共59层)板楼  -  陆家嘴', '1900万', '单价80169元/平米')
('https://image1.ljcdn.com/310000-inspection/test-df5979a9-2796-4dc2-a5dc-7c67e5db5acd.png.296x216.jpg', '全权委托 诚意出售 精装修 双两房', '梅园三街坊  | 2室1厅 | 48.5平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1985年建板楼  -  源深', '550万', '单价113403元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload06f92d8d-7916-4912-888d-94983f82df86.jpg.296x216.jpg', '凯德嘉博名邸 2室1厅 705万', '凯德嘉博名邸  | 2室1厅 | 91.96平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2012年建板楼  -  世博', '705万', '单价76664元/平米')
