('https://image1.ljcdn.com/210200-inspection/test-dcd62141-21c7-4d86-950f-713e1e1aecf0.png.296x216.jpg', '侯一小区 1室1厅 51万', '侯一小区  | 1室1厅 | 49.43平米 | 西 | 其他 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '51万', '单价10318元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploade4ce05f5-8374-4b45-9001-91c15d4f2053.JPG.296x216.jpg', '敦煌大厦 框架房 环境好 交通便利 采光好 精装修', '敦煌大厦  | 2室1厅 | 88.9平米 | 西南 | 简装 | 有电梯', '高楼层(共18层)1999年建塔楼  -  侯家沟', '90万', '单价10124元/平米')
('https://image1.ljcdn.com/210200-inspection/93ddbb98-9462-4d2e-9560-6b7e75300063.JPG.296x216.jpg', '侯一小区 2室1厅 75万', '侯一小区  | 2室1厅 | 71.15平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '75万', '单价10542元/平米')
('https://image1.ljcdn.com/210200-inspection/0589ef21-0b06-48a7-b073-8a634a73eb77.jpg.296x216.jpg', '79中至诚小区 1室0厅 85万', '79中至诚小区  | 1室0厅 | 29.06平米 | 西南 | 其他 | 无电梯', '中楼层(共4层)1958年建板楼  -  中山公园', '85万', '单价29250元/平米')
('https://image1.ljcdn.com/210200-inspection/96be02c2-04f1-4098-95c3-35c9c30695ad.jpg.296x216.jpg', '格局好，南北通透的户型，采光好', '恒达花园（沙河口）  | 2室2厅 | 85平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  辽师', '95万', '单价11177元/平米')
('https://image1.ljcdn.com/210200-inspection/test-63f9edcc-b319-4799-ba6f-875a66744ec5.png.296x216.jpg', '兰亭山水 3室2厅 270万', '兰亭山水  | 3室2厅 | 135平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2003年建板楼  -  星海人家商圈', '270万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/7989a79f-3ba0-432f-b9da-08c9be5efec1.jpg.296x216.jpg', '帝欧花园 3室2厅 240万', '帝欧花园  | 3室2厅 | 120.01平米 | 南 北 | 精装 | 有电梯', '高楼层(共12层)2005年建板楼  -  绿波', '240万', '单价19999元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cb5ce712-03b0-4c5f-a647-131f5d48f603.png.296x216.jpg', '丽景春天 3室1厅 217万', '丽景春天  | 3室1厅 | 120.17平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2003年建板楼  -  丽景', '217万', '单价18058元/平米')
('https://image1.ljcdn.com/210200-inspection/ced28f8c-497a-467b-9544-416bb1144810.jpg.296x216.jpg', '星浦庄园 2室2厅 155万', '星浦庄园  | 2室2厅 | 94.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  黑石礁', '155万', '单价16403元/平米')
('https://image1.ljcdn.com/210200-inspection/a968eb37-19b9-4a49-b2b0-cf0e75d1b57f.jpg.296x216.jpg', '台四小区 3室1厅 177万', '台四小区  | 3室1厅 | 117.19平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  南沙', '177万', '单价15104元/平米')
('https://image1.ljcdn.com/210200-inspection/3b67b10b-af5c-4b60-bc5c-d23e0d77153b.jpg.296x216.jpg', '尖山街西沟小区东南向两居室 采光好 无坡', '西沟小区  | 2室1厅 | 40.25平米 | 东 南 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  孙家沟', '43万', '单价10684元/平米')
('https://image1.ljcdn.com/210200-inspection/0752ecf7-747e-4768-83b0-60faa9bac702.jpg.296x216.jpg', '深蓝中心 4室2厅 430万', '深蓝中心  | 4室2厅 | 188.45平米 | 南 北 | 其他 | 有电梯', '低楼层(共37层)2012年建板楼  -  和平广场', '430万', '单价22818元/平米')
('https://image1.ljcdn.com/210200-inspection/d70aa70d-48ac-4f59-9f70-089d4f7e5d7a.jpg.296x216.jpg', '马栏美凯龙楼上 三室大宅 拎包即住南北通透', '益嘉广场  | 3室2厅 | 106平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2012年建塔楼  -  马栏', '215万', '单价20284元/平米')
('https://image1.ljcdn.com/210200-inspection/dbd598ee-6aa0-4ae6-9743-d1b7c6a39359.jpg.296x216.jpg', '台山15路车站一室一厅不临街,中间楼层', '台山  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  南沙', '46万', '单价12778元/平米')
('https://image1.ljcdn.com/210200-inspection/c34c2190-8825-4c61-9b78-07c49fb5f7ec.jpg.296x216.jpg', '西安路公寓 2室1厅 50万', '西安路公寓  | 2室1厅 | 64.8平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2000年建板楼  -  中山公园', '50万', '单价7717元/平米')
('https://image1.ljcdn.com/210200-inspection/5471d71b-4421-4e53-8bf9-601a467765e0.jpg.296x216.jpg', '绿香花园  知行两室 中间楼层 采光好小户型南北通透', '绿香花园  | 2室1厅 | 72.15平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2001年建板楼  -  绿波', '108万', '单价14969元/平米')
('https://image1.ljcdn.com/210200-inspection/test-29fc64e8-6d61-4f58-b6d6-1286ce05e69d.png.296x216.jpg', '星海一街 3室2厅 142万', '星海一街  | 3室2厅 | 99.04平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  星海人家商圈', '142万', '单价14338元/平米')
('https://image1.ljcdn.com/210200-inspection/bd39cb3b-727e-47fe-baf3-770e5f7bae12.jpg.296x216.jpg', '精装修三室拎包即住，视野开阔采光充足，生活配套齐全', '御园  | 3室1厅 | 94.8平米 | 南 西北 | 其他', '高楼层(共28层)2015年建板楼  -  阳光月秀', '200万', '单价21098元/平米')
('https://image1.ljcdn.com/210200-inspection/9d755abc-7d70-45af-a657-5b5f68ee8223.jpg.296x216.jpg', '华阳风尚 2室1厅 128万', '华阳风尚  | 2室1厅 | 74.63平米 | 东 | 其他 | 有电梯', '低楼层(共10层)2009年建板楼  -  丽景', '128万', '单价17152元/平米')
('https://image1.ljcdn.com/210200-inspection/241c1d1b-7482-43ab-9871-eba9dbbaac55.jpg.296x216.jpg', '星海大观 3室2厅 398万', '星海大观  | 3室2厅 | 189.74平米 | 南 | 其他 | 有电梯', '高楼层(共50层)2010年建板楼  -  星海广场', '398万', '单价20977元/平米')
('https://image1.ljcdn.com/210200-inspection/8a3ffcae-ccb2-4d1c-8c11-7aab367a1f32.jpg.296x216.jpg', '一楼，送小院，面积大，户型好。', '西关街  | 3室1厅 | 85平米 | 南 西 北 | 毛坯 | 无电梯', '低楼层(共7层)1997年建板楼  -  辽师', '113万', '单价13295元/平米')
('https://image1.ljcdn.com/210200-inspection/38a4e2c1-f916-4563-8074-ec3bbec5173c.JPG.296x216.jpg', '此房为2居室，南北通厅户型，，近胜利路，物业费低', '星海融汇  | 2室1厅 | 80.11平米 | 南 | 毛坯 | 有电梯', '低楼层(共32层)2016年建板楼  -  莲花白云', '170万', '单价21221元/平米')
('https://image1.ljcdn.com/210200-inspection/98b51204-d145-4c62-8bbe-e1d8e5f33475.jpg.296x216.jpg', '79中科学家公寓 3室1厅 308万', '79中科学家公寓  | 3室1厅 | 138.8平米 | 南 北 | 简装 | 有电梯', '高楼层(共29层)1998年建板楼  -  中山公园', '308万', '单价22191元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload7414d756-a5eb-4a59-8819-765bd7410a57.JPG.296x216.jpg', '锦虹南园 2室1厅 96万', '锦虹南园  | 2室1厅 | 83.89平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  锦绣', '96万', '单价11444元/平米')
('https://image1.ljcdn.com/210200-inspection/49b9e4cc-1563-4fb6-9129-9343b8c98e6c.jpg.296x216.jpg', '桃山电业楼 2室1厅 120万', '桃山电业楼  | 2室1厅 | 82.16平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  南沙', '120万', '单价14606元/平米')
('https://image1.ljcdn.com/210200-inspection/43f0cb0d-cf83-41a9-a5f2-d084974545006.jpg.296x216.jpg', '79双  稳定  三室  中间层  南北通透  上学不过马路', '79中金光小区  | 3室2厅 | 131.79平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共7层)1998年建板楼  -  中山公园', '267万', '单价20260元/平米')
('https://image1.ljcdn.com/210200-inspection/9525f12a-fa71-4672-94e4-34c50cd89d5a.jpg.296x216.jpg', '孙家沟 2室1厅 85万', '孙家沟  | 2室1厅 | 57.76平米 | 东 西 北 | 其他 | 无电梯', '中楼层(共7层)1991年建板楼  -  孙家沟', '85万', '单价14717元/平米')
('https://image1.ljcdn.com/210200-inspection/test-738b0be5-f0f3-4786-a1a3-34d48500c71b.png.296x216.jpg', '五一广场 西安路商圈 框架房 南北通透 精装修中间位置', '绿都园  | 2室2厅 | 99.99平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  丽景', '168万', '单价16802元/平米')
('https://image1.ljcdn.com/210200-inspection/0e178641-f3e7-4189-a66f-32540732c653.jpg.296x216.jpg', '解放广场 西安路 中间楼层 户型好', '同泰街  | 4室2厅 | 150.28平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  太原街', '225万', '单价14973元/平米')
('https://image1.ljcdn.com/210200-inspection/test-045c26bd-c800-4ed6-8930-d6628ae27d64.png.296x216.jpg', '锦霞北园 2室2厅 83万', '锦霞北园  | 2室2厅 | 87.56平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  锦绣', '83万', '单价9480元/平米')
('https://image1.ljcdn.com/210200-inspection/09e3acef-17ff-4d51-883f-ed412a023fbc.jpg.296x216.jpg', '星海大观 2室1厅 168万', '星海大观  | 2室1厅 | 92.25平米 | 东 | 其他 | 有电梯', '高楼层(共50层)2010年建板楼  -  星海广场', '168万', '单价18212元/平米')
('https://image1.ljcdn.com/210200-inspection/0b9609cd-a25c-449c-bf47-bb2256407059.jpg.296x216.jpg', '格致，中间楼层，南北通厅，采光好。', '鹏顺园  | 2室1厅 | 97.16平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  南沙', '269万', '单价27687元/平米')
('https://image1.ljcdn.com/210200-inspection/fd24c462-486c-4e81-a74b-4a654b44b09d.jpg.296x216.jpg', '民权小区一室户型 中楼层 西安路商圈', '民权小区  | 1室1厅 | 36.15平米 | 西北 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  西安路', '60万', '单价16598元/平米')
('https://image1.ljcdn.com/210200-inspection/cefc54ff-1995-44f8-9b12-0719721ea519.JPG.296x216.jpg', '刘家桥 3室0厅 65万', '刘家桥  | 3室0厅 | 72平米 | 西南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  春柳', '65万', '单价9028元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload478119b6-a817-4273-8139-b92bbb33eb72.jpg.296x216.jpg', '鹏顺园 2室2厅 239万', '鹏顺园  | 2室2厅 | 85.91平米 | 南 | 精装 | 无电梯', '中楼层(共7层)2001年建板楼  -  南沙', '239万', '单价27820元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f0e50da2-bc21-4824-a50f-1bf8f1316a37.png.296x216.jpg', '孙家沟，交通方便，房子采光好户型好，南北向,通风好', '孙家沟  | 2室1厅 | 66.87平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1991年建板楼  -  孙家沟', '85万', '单价12712元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a337dc26-4e08-4e28-986b-44e29951423d.png.296x216.jpg', '绿波花园 3室2厅 200万', '绿波花园  | 3室2厅 | 137.35平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  绿波', '200万', '单价14562元/平米')
('https://image1.ljcdn.com/210200-inspection/5b5d432d-9c3e-486b-bb55-50db0e5db2f7.jpg.296x216.jpg', '星台花园2期，三室南北通透，中间楼层2楼', '星台花园二期  | 3室2厅 | 134.57平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  幸福e家', '322万', '单价23929元/平米')
('https://image1.ljcdn.com/210200-inspection/84e6456e-5d12-478f-887b-f923d870b277.JPG.296x216.jpg', '此房近地铁近车站， 朝阳采光好。', '侯二小区  | 1室1厅 | 33平米 | 西南 | 精装 | 无电梯', '低楼层(共8层)1990年建板楼  -  侯家沟', '36.5万', '单价11061元/平米')
('https://image1.ljcdn.com/210200-inspection/fa90800a-dcd4-41db-859d-3642bd4d7a1d.jpg.296x216.jpg', '府佳家园 03年封闭小区 带小院跃层 精装修', '府佳家园  | 4室3厅 | 212.25平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  莲花白云', '400万', '单价18846元/平米')
('https://image1.ljcdn.com/210200-inspection/105de93e-7d0e-45b3-9193-32ee3b8db6a3.jpg.296x216.jpg', '台山 2室1厅 66万', '台山  | 2室1厅 | 55.45平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  南沙', '66万', '单价11903元/平米')
('https://image1.ljcdn.com/210200-inspection/36d6eedb-7665-42d0-8405-4df2a454598e.jpg.296x216.jpg', '阳光月秀框架一室小房 精装修 带车位 看房方便', '阳光月秀  | 1室1厅 | 35.7平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2006年建板楼  -  阳光月秀', '55.5万', '单价15547元/平米')
('https://image1.ljcdn.com/210200-inspection/911ad8f9-01c8-46eb-be4b-45f2d4709d41.jpg.296x216.jpg', '太原街 地角好 南北通透 房主诚心出售', '五四路  | 3室2厅 | 144.77平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  太原街', '185万', '单价12779元/平米')
('https://image1.ljcdn.com/210200-inspection/58d7daab-ed8c-4dae-a200-d48edee7f304.jpg.296x216.jpg', '房子满五年 格局好 视野宽阔 采光充足满五年', '正源小区  | 2室1厅 | 35平米 | 南 北 | 精装 | 无电梯', '高楼层(共8层)1998年建板楼  -  丽景', '55万', '单价15715元/平米')
('https://image1.ljcdn.com/210200-inspection/c34e992c-b15b-4492-9d25-9f9050a52f10.jpg.296x216.jpg', '沙河口区马栏广场南北向两室一厅', '马栏小学南  | 2室1厅 | 49.5平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  马栏', '57万', '单价11516元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploada33b7f3e-068c-45d7-9b1b-a3f7273cd0d1.jpg.296x216.jpg', '电力公寓 2室2厅 180万', '电力公寓  | 2室2厅 | 91.7平米 | 东北 | 精装 | 有电梯', '低楼层(共30层)2000年建塔楼  -  和平广场', '180万', '单价19630元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e236da8e-24ae-4721-bd1b-53751f233018.png.296x216.jpg', '南北通透 两室 中间楼层户型规矩看房方便房主诚心卖房', '锦江园  | 2室1厅 | 77.68平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  锦绣', '74.5万', '单价9591元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9d4c877b-90be-47c0-8960-b850b24593d2.png.296x216.jpg', '帝欧花园 2室2厅 168万', '帝欧花园  | 2室2厅 | 96.67平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2005年建板楼  -  绿波', '168万', '单价17379元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadbd154aab-3d0f-434a-8688-c51e2b07e361.jpg.296x216.jpg', '刘家桥 3室1厅 58.5万', '刘家桥  | 3室1厅 | 65.28平米 | 南 西 北 | 简装 | 无电梯', '高楼层(共7层)1985年建板楼  -  春柳', '58.5万', '单价8962元/平米')
('https://image1.ljcdn.com/210200-inspection/test-50cdd1d9-06d0-4408-8fa7-53d32f5c0dca.png.296x216.jpg', '华阳风尚大三室户型好楼下地铁站房住诚心卖', '华阳风尚  | 3室2厅 | 141.24平米 | 南 北 | 简装 | 有电梯', '低楼层(共10层)2009年建板楼  -  丽景', '238万', '单价16851元/平米')
('https://image1.ljcdn.com/210200-inspection/4c429c66-02df-4dc2-b326-bb0b6a076cea.jpg.296x216.jpg', '装修好 拎包入住看整个星海广场 诚意出售', '星海大观  | 7室3厅 | 472.55平米 | 南 北 | 精装 | 有电梯', '高楼层(共50层)2010年建板楼  -  星海广场', '890万', '单价18834元/平米')
('https://image1.ljcdn.com/210200-inspection/2496e7dc-fb71-4080-bd13-ac7488078095.jpg.296x216.jpg', '星云街 3室1厅 90万', '星云街  | 3室1厅 | 89.85平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  星海人家商圈', '90万', '单价10017元/平米')
('https://image1.ljcdn.com/210200-inspection/a7d6e837-fcfa-4b78-b2c4-3e8adba27848.jpg.296x216.jpg', '框架房 楼龄新，有电梯，暖气好。', '交通大学  | 1室1厅 | 52.52平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2012年建板楼  -  辽师', '88万', '单价16756元/平米')
('https://image1.ljcdn.com/210200-inspection/0dc89f9e-1359-40f3-8b38-ee80e8790452.jpg.296x216.jpg', '电梯房 框架房 近地铁 交通便利 出行方便', '民权小区  | 1室1厅 | 56.05平米 | 西 | 简装 | 有电梯', '高楼层(共25层)1997年建板楼  -  西安路', '59万', '单价10527元/平米')
('https://image1.ljcdn.com/210200-inspection/eb83689a-38fd-46c2-860e-0160e1da591f.jpg.296x216.jpg', '鹏顺园 2室1厅 176万', '鹏顺园  | 2室1厅 | 49.3平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  南沙', '176万', '单价35700元/平米')
('https://image1.ljcdn.com/210200-inspection/c953054e-a76f-442b-b57d-b5db38de1522.jpg.296x216.jpg', '太原街 解放广场 三室两厅 南北向 户型好 采光足', '同泰街  | 3室2厅 | 120.89平米 | 南 北 | 精装 | 无电梯', '高楼层(共8层)1999年建板楼  -  太原街', '129万', '单价10671元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2a99302c-bd92-4263-b86e-c42a2cf4bb5b.png.296x216.jpg', '中盛家园 2室1厅 228万', '中盛家园  | 2室1厅 | 94.7平米 | 南 北 | 其他 | 有电梯', '中楼层(共13层)2002年建板楼  -  西安路', '228万', '单价24077元/平米')
('https://image1.ljcdn.com/210200-inspection/test-518f702a-3299-4cd5-a615-377dc994b6b4.png.296x216.jpg', '会展好位置一室精装小户型,位置好,价合适,可租可自用', '百年汇  | 1室1厅 | 49平米 | 西 | 精装 | 有电梯', '高楼层(共12层)2007年建板楼  -  星海广场', '88万', '单价17960元/平米')
('https://image1.ljcdn.com/210200-inspection/4df9ddd5-c1ab-49d9-afe2-c2592b75161d.JPG.296x216.jpg', '车家村，南北两室，非顶楼，近花园，近车站，小两室', '侯一小区  | 2室1厅 | 60.7平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  侯家沟', '59.5万', '单价9803元/平米')
('https://image1.ljcdn.com/210200-inspection/8c13a167-1986-4b46-9887-da6992f27b1c.jpg.296x216.jpg', '大连明珠前排跃层户型看星海湾跨海大桥夜景更好', '大连明珠  | 4室2厅 | 280.94平米 | 南 西 | 精装 | 有电梯', '高楼层(共12层)2008年建塔楼  -  星海广场', '900万', '单价32036元/平米')
('https://image1.ljcdn.com/210200-inspection/0355f788-6da8-4e0a-83cc-697da44c62f0.jpg.296x216.jpg', '兴工街 2室1厅 90万', '兴工街  | 2室1厅 | 84平米 | 西北 | 简装 | 无电梯', '中楼层(共7层)2002年建板楼  -  西安路', '90万', '单价10715元/平米')
('https://image1.ljcdn.com/210200-inspection/test-12ae6be1-5200-4a31-acfd-9e2a3851b5b2.png.296x216.jpg', '辰熙星海国际 1室0厅 70.8万', '辰熙星海国际  | 1室0厅 | 45.03平米 | 西北 | 其他 | 有电梯', '中楼层(共32层)2006年建板楼  -  黑石礁', '70.8万', '单价15723元/平米')
