('https://image1.ljcdn.com/440100-inspection/e9faa787-6770-4c5e-8319-83c94bcf6037.jpg.296x216.jpg', '万科金色城品 精装3房 南向望园景', '万科金色城品  | 3室2厅 | 63平米 | 东南 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '360万', '单价57143元/平米')
('https://image1.ljcdn.com/440100-inspection/23fa0815-2e0c-4b82-b1ec-f566f1bfb1ef.jpg.296x216.jpg', '南国奥林匹克花园 环境优雅 配套成熟', '南国奥林匹克花园洛杉矶  | 4室2厅 | 65.8平米 | 东 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  汉溪', '268万', '单价40730元/平米')
('https://image1.ljcdn.com/440100-inspection/3fa6e77a-d7a1-4afe-97fb-9514ee4aad4a.jpg.296x216.jpg', '锦绣世家这个房子是简装，楼层在二楼，小区环境优美', '敏建锦绣世家  | 2室2厅 | 81.53平米 | 北 | 简装 | 有电梯', '低楼层(共17层)塔楼  -  沙湾', '240万', '单价29438元/平米')
('https://image1.ljcdn.com/440100-inspection/859e1486-2b80-4354-b8b6-ce8881fa8949.jpg.296x216.jpg', '祈福新村山泉居 复式5房 诚意放卖', '祈福新村山泉居  | 5室2厅 | 184平米 | 北 | 简装 | 无电梯', '高楼层(共6层)2004年建塔楼  -  祈福', '475万', '单价25816元/平米')
('https://image1.ljcdn.com/440100-inspection/bd6d188d-0172-4643-8a66-322060bd3b4e.jpg.296x216.jpg', '尚东尚筑 北向三房 电梯中高层', '尚东尚筑  | 3室2厅 | 90.93平米 | 北 | 精装 | 有电梯', '中楼层(共17层)2011年建塔楼  -  市桥东', '320万', '单价35192元/平米')
('https://image1.ljcdn.com/440100-inspection/884a86bf-bb56-47ef-8dcb-e425ebbb817c.jpg.296x216.jpg', '星河湾 赏心园5房复式 保养好', '广州星河湾赏心园  | 5室2厅 | 253平米 | 南 北 | 精装 | 有电梯', '高楼层(共9层)2001年建塔楼  -  星河湾', '888万', '单价35099元/平米')
('https://image1.ljcdn.com/440100-inspection/22c85c5f-e7b3-4a46-b7c1-64f2ad62c85f.jpg.296x216.jpg', '富丽家园莲芳园两房 户型方正 交通便利', '富丽家园莲芳园  | 2室1厅 | 67平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1995年建塔楼  -  大石', '150万', '单价22389元/平米')
('https://image1.ljcdn.com/440100-inspection/98a6aba6-5fca-447a-9010-6f0400e06c4c.jpg.296x216.jpg', '招商金山谷 E 度八期 东向', '金山谷八期  | 2室2厅 | 78平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2013年建塔楼  -  祈福', '270万', '单价34616元/平米')
('https://image1.ljcdn.com/440100-inspection/4854aa7d-4a9d-4bd9-8755-6d4a4abfdcbe.jpg.296x216.jpg', '实用大三房有主套，新净电梯中层层 装修靓 保养比较好', '如意中心  | 3室1厅 | 95平米 | 东南 | 简装 | 有电梯', '中楼层(共16层)1996年建塔楼  -  洛溪', '280万', '单价29474元/平米')
('https://image1.ljcdn.com/440100-inspection/8bfe11bf-9c27-4efc-b0af-e9da7aa41cb2.JPG.296x216.jpg', '富宾星悦国际 2室1厅 120万', '富宾星悦国际  | 2室1厅 | 49.26平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2014年建塔楼  -  市桥', '120万', '单价24361元/平米')
('https://image1.ljcdn.com/440100-inspection/fec9da35-5ee6-4b32-a729-a7b696b36cc1.jpg.296x216.jpg', '尚东尚筑 酒店式公寓 精装两房', '尚东尚筑  | 1室1厅 | 62平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2008年建塔楼  -  市桥东', '175万', '单价28226元/平米')
('https://image1.ljcdn.com/440100-inspection/e9b5c4e1-3860-4791-b1ca-fdf823bfcc48.jpg.296x216.jpg', '丽江花园 华林居 温馨三房', '丽江花园华林居  | 3室1厅 | 113.8平米 | 东北 | 其他 | 无电梯', '高楼层(共5层)1998年建塔楼  -  南浦', '343万', '单价30141元/平米')
('https://image1.ljcdn.com/440100-inspection/7bfa8c6f-0dbe-4f61-9795-58495c94fd9a.JPG.296x216.jpg', '雅居乐花园雅翠庭南向房子 精品两房', '广州雅居乐花园雅翠庭  | 2室1厅 | 87.6平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2010年建塔楼  -  雅居乐', '340万', '单价38813元/平米')
('https://image1.ljcdn.com/440100-inspection/07edaeb9-9998-4a68-8f72-bbcea913d935.jpg.296x216.jpg', '禺丰园 实用两房', '禺丰园二期  | 2室2厅 | 83.3平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1996年建塔楼  -  市桥', '165万', '单价19808元/平米')
('https://image1.ljcdn.com/440100-inspection/ca5ef1e6-2c1c-4e08-b4e2-8fc0ddaa8981.jpg.296x216.jpg', '祈福新村倚湖湾 南向三房套房 保养好', '祈福新村倚湖湾  | 3室2厅 | 126平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2006年建塔楼  -  祈福', '450万', '单价35715元/平米')
('https://image1.ljcdn.com/440100-inspection/e54e8c38-41a4-410b-a646-a784545eac46.jpg.296x216.jpg', '广州奥林匹克 温馨3房2厅', '广州奥林匹克花园  | 3室2厅 | 98.22平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  洛溪', '370万', '单价37671元/平米')
('https://image1.ljcdn.com/440100-inspection/bb5d233a-ca92-4282-b3ff-80e158268f7f.jpg.296x216.jpg', '丽江花园 九如通津 电梯两房', '丽江花园九如通津  | 2室1厅 | 77平米 | 西南 | 简装 | 有电梯', '高楼层(共11层)2000年建塔楼  -  南浦', '270万', '单价35065元/平米')
('https://image1.ljcdn.com/440100-inspection/aaef1c1e-6625-4a6c-acf2-d23bf3c0665f.jpg.296x216.jpg', '华南碧桂园 翠云山 高层 视野开阔', '华南碧桂园翠云山  | 3室2厅 | 110平米 | 北 | 精装 | 有电梯', '中楼层(共18层)2001年建塔楼  -  雅居乐', '360万', '单价32728元/平米')
('https://image1.ljcdn.com/440100-inspection/c797d582-a75c-4251-8c6a-3173b621a0eb.JPG.296x216.jpg', '前南街3房 大型社区 交通方便', '福景园  | 3室2厅 | 84.3平米 | 南 | 精装', '高楼层(共8层)2008年建塔楼  -  沙湾', '198万', '单价23488元/平米')
('https://image1.ljcdn.com/440100-inspection/7b5e6e7d-5cf4-4c17-8fff-3210e5d43ffe.JPG.296x216.jpg', '富宾星悦国际 2室1厅 120万', '富宾星悦国际  | 2室1厅 | 49.38平米 | 东南 | 其他 | 有电梯', '高楼层(共12层)2014年建塔楼  -  市桥', '120万', '单价24302元/平米')
('https://image1.ljcdn.com/440100-inspection/621e706a-1218-4c9b-9bdc-e67550523202.jpg.296x216.jpg', '广州奥林匹克花园 复式6房 南向采光好', '广州奥林匹克花园  | 6室3厅 | 157平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  洛溪', '505万', '单价32166元/平米')
('https://image1.ljcdn.com/440100-inspection/59d02ef7-7dfe-41be-8cd4-8b3e2776d513.jpg.296x216.jpg', '华侨城 电梯三房 高层通风采光好', '华侨城  | 3室2厅 | 103.2平米 | 北 | 其他 | 有电梯', '中楼层(共13层)1999年建塔楼  -  市桥', '230万', '单价22287元/平米')
('https://image1.ljcdn.com/440100-inspection/506c3c36-5ffd-4beb-8a19-873f09b9f0e0.JPG.296x216.jpg', '丽江花园丽影楼 3室1厅 245万', '丽江花园丽影楼  | 3室1厅 | 89平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)1993年建塔楼  -  南浦', '245万', '单价27529元/平米')
('https://image1.ljcdn.com/440100-inspection/364f857b-174e-4a58-a306-2bd67a6b3ead.jpg.296x216.jpg', '广州奥林匹克花园 南向两房出售', '广州奥林匹克花园  | 3室2厅 | 73.9平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  洛溪', '265万', '单价35860元/平米')
('https://image1.ljcdn.com/440100-inspection/9bf67a90-7f0b-4ea9-b832-773f3c9f487f.jpg.296x216.jpg', '祈福新村倚湖湾 南向三房套房 保养好', '祈福新村倚湖湾  | 3室2厅 | 126平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2006年建塔楼  -  祈福', '450万', '单价35715元/平米')
('https://image1.ljcdn.com/440100-inspection/ee81d5aa-375d-4742-86f0-cd43f8bc9161.JPG.296x216.jpg', '星河湾四期 南北对流', '广州星河湾星座  | 4室2厅 | 248.6平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2001年建板楼  -  星河湾', '850万', '单价34192元/平米')
('https://image1.ljcdn.com/440100-inspection/9151fc43-4bed-4608-957f-a9255daa8876.JPG.296x216.jpg', '富华园  中间位置  温馨舒适', '富华园  | 3室2厅 | 138.1平米 | 东 | 简装 | 无电梯', '高楼层(共8层)2002年建塔楼  -  市桥', '275万', '单价19914元/平米')
('https://image1.ljcdn.com/440100-inspection/d1d3f05f-4cfe-40dd-9d5d-b899d7c665e0.jpg.296x216.jpg', '美心翠拥华庭二期  顶楼复式带花园', '美心翠拥华庭二期  | 5室2厅 | 116.3平米 | 北 | 精装 | 无电梯', '高楼层(共6层)2004年建塔楼  -  市桥东', '310万', '单价26656元/平米')
('https://image1.ljcdn.com/440100-inspection/48b01748-8eb9-42fd-8aca-0396c1286d30.jpg.296x216.jpg', '水韵蓝湾 三房出售 户型方正', '水韵蓝湾南区  | 3室2厅 | 109.65平米 | 南 | 毛坯 | 有电梯', '低楼层(共17层)2010年建塔楼  -  沙湾', '260万', '单价23712元/平米')
('https://image1.ljcdn.com/440100-inspection/a193c57a-c61e-4251-9c0d-a590cef59e27.JPG.296x216.jpg', '敏捷上品  LOFT公寓  实用面积大', '敏捷上品公馆  | 1室1厅 | 54.35平米 | 东 | 其他 | 有电梯', '中楼层(共21层)塔楼  -  祈福', '105万', '单价19320元/平米')
('https://image1.ljcdn.com/440100-inspection/0fe9ff65-06f9-4bc8-982c-131274c54396.jpg.296x216.jpg', '南浦海滨花园 户型方正 装修保养', '南浦海滨花园  | 3室1厅 | 96.26平米 | 东南 | 其他 | 无电梯', '中楼层(共5层)2002年建塔楼  -  南浦', '335万', '单价34802元/平米')
('https://image1.ljcdn.com/440100-inspection/77fed23a-84c0-473b-aaf0-3f70710f396d.JPG.296x216.jpg', '媒体北村 实用两房 中间楼层', '亚运城媒体北村  | 2室2厅 | 83.72平米 | 南 | 精装', '低楼层(共15层)塔楼  -  亚运城', '243万', '单价29026元/平米')
('https://image1.ljcdn.com/440100-inspection/8fa96bba-043d-4795-b998-20892adbeed3.jpg.296x216.jpg', '海伦堡御院 步梯高层 两房出售', '番禺海伦堡御院  | 2室2厅 | 92.28平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2005年建塔楼  -  沙湾', '240万', '单价26008元/平米')
('https://image1.ljcdn.com/440100-inspection/12d8c0c2-2ff3-46ec-96d7-e5d52cbd821d.jpg.296x216.jpg', '东华花园，温馨三房 楼梯房', '东华花园  | 3室2厅 | 90.1平米 | 北 | 简装 | 无电梯', '中楼层(共6层)2004年建板楼  -  市桥东', '230万', '单价25528元/平米')
('https://image1.ljcdn.com/440100-inspection/fd187023-b955-43c5-9e14-4517b81da946.jpg.296x216.jpg', '祈福新村月明轩 大两房 保养靓 采光好', '祈福新村月明轩  | 2室2厅 | 78平米 | 北 | 精装 | 无电梯', '中楼层(共6层)1995年建塔楼  -  祈福', '228万', '单价29231元/平米')
('https://image1.ljcdn.com/440100-inspection/f1d5cc74-84c3-4902-8cac-96aa55c92a17.jpg.296x216.jpg', '海龙湾一期 南北向三房 保养好', '海龙湾  | 3室2厅 | 110平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2004年建塔楼  -  南浦', '385万', '单价35000元/平米')
('https://image1.ljcdn.com/440100-inspection/4a4084e2-5086-47e8-aa2c-a24d9efb3ff5.jpg.296x216.jpg', '温馨 吉祥北园 三房  带大露台 面积大', '如意三马路  | 2室1厅 | 88.6平米 | 东南 | 简装', '高楼层(共7层)暂无数据  -  洛溪', '200万', '单价22574元/平米')
('https://image1.ljcdn.com/440100-inspection/9f6354fe-6713-4916-a5d8-7351538b53bb.jpg.296x216.jpg', '锦绣生态园   倚翠苑  中层2房出售', '锦绣生态园倚翠苑  | 2室2厅 | 78.78平米 | 东南 南 | 其他 | 无电梯', '高楼层(共6层)2004年建塔楼  -  钟村', '205万', '单价26022元/平米')
('https://image1.ljcdn.com/440100-inspection/6a3166f2-76c4-4b53-b452-2200665345a7.jpg.296x216.jpg', '水韵蓝湾 精装2房', '水韵蓝湾南区  | 2室2厅 | 78.04平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2010年建塔楼  -  沙湾', '198万', '单价25372元/平米')
('https://image1.ljcdn.com/440100-inspection/0385f8e7-729a-4e27-b2db-9fba5a9e7e55.jpg.296x216.jpg', '温馨两房，采光好，通风好，望花园景观好', '富丽家园丽水湾  | 2室1厅 | 65.53平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)1995年建塔楼  -  大石', '223万', '单价34031元/平米')
('https://image1.ljcdn.com/440100-inspection/be4023eb-572f-40c7-806a-3e73030a8f12.jpg.296x216.jpg', '江山帝景 江与山双景致 大平层 间隔好', '江山帝景  | 4室2厅 | 271.98平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)2011年建塔楼  -  星河湾', '828万', '单价30444元/平米')
('https://image1.ljcdn.com/440100-inspection/b4165915-be10-479e-ae16-d2d1e0e942db.jpg.296x216.jpg', '江南商住城 实用3房', '江南商住城  | 3室2厅 | 107平米 | 南 北 | 其他', '中楼层(共8层)2000年建塔楼  -  市桥', '190万', '单价17758元/平米')
('https://image1.ljcdn.com/440100-inspection/ae59bc8d-1267-4a44-a785-1c226c2db4f6.jpg.296x216.jpg', '华林居 方正三房 大花园 装修保养好', '丽江花园华林居  | 3室1厅 | 133.9平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)1997年建塔楼  -  南浦', '370万', '单价27633元/平米')
('https://image1.ljcdn.com/440100-inspection/1f022da3-9b9e-4858-b07b-8e980de53bfb.jpg.296x216.jpg', '大石中环品悦精装2房 中高楼层东南向 业主诚心卖房', '中环品悦  | 2室2厅 | 83.23平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2013年建塔楼  -  大石', '308万', '单价37006元/平米')
('https://image1.ljcdn.com/440100-inspection/a34db759-945f-4ec9-b7a9-564845b26f38.jpg.296x216.jpg', '祈福新村A区 大两房 格局实用', '祈福新村A区  | 2室2厅 | 66平米 | 北 | 精装 | 无电梯', '低楼层(共3层)1995年建板楼  -  祈福', '168万', '单价25455元/平米')
('https://image1.ljcdn.com/440100-inspection/a6803da7-dad0-4237-9c7f-fc6d742a89fd.jpg.296x216.jpg', '鑫润花园 东南向 中楼层 温馨4房', '鑫润花园  | 4室2厅 | 121.72平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2002年建塔楼  -  市桥东', '320万', '单价26290元/平米')
('https://image1.ljcdn.com/440100-inspection/5ed86675-ee16-4a9b-8cd2-385ca6360f5e.jpg.296x216.jpg', '框架结构 南向 一楼 三房套房 近千色园', '祈福新村翠怡居  | 3室2厅 | 101平米 | 南 | 精装 | 无电梯', '低楼层(共5层)1995年建板楼  -  祈福', '295万', '单价29208元/平米')
('https://image1.ljcdn.com/440100-inspection/f09eafc6-9a2f-492f-9f94-b2ccd03aa212.jpg.296x216.jpg', '广州雅居乐花园 雅逸庭南向三房', '广州雅居乐花园雅逸庭  | 3室2厅 | 93平米 | 南 | 简装 | 有电梯', '低楼层(共23层)2010年建塔楼  -  雅居乐', '340万', '单价36560元/平米')
('https://image1.ljcdn.com/440100-inspection/ec655833-8497-4016-8bd9-a6ebe53c225a.JPG.296x216.jpg', '桥南 雅居乐 星汇 3房2厅  南向 通风性好 过2年', '雅居乐锦官城星汇  | 3室2厅 | 97平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2011年建塔楼  -  沙湾', '330万', '单价34021元/平米')
('https://image1.ljcdn.com/440100-inspection/befd0af7-10b5-4733-914a-dc4cc03eb387.JPG.296x216.jpg', '广地花园两房 户型方正出行方便', '广地花园  | 2室2厅 | 79.15平米 | 东南 | 精装 | 无电梯', '中楼层(共7层)2006年建塔楼  -  星河湾', '228万', '单价28807元/平米')
('https://image1.ljcdn.com/440100-inspection/4f727a46-8c9a-4b29-85eb-fc25a7dce9d6.jpg.296x216.jpg', '万科62方复式3房 精装修', '万科金色城品  | 3室2厅 | 62平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '360万', '单价58065元/平米')
('https://image1.ljcdn.com/440100-inspection/81db5334-20b7-47ab-a567-23703021bf5a.jpg.296x216.jpg', '番禺华景新城 复式大户型 带天台', '番禺华景新城  | 4室2厅 | 129平米 | 北 | 简装 | 无电梯', '高楼层(共7层)1999年建塔楼  -  沙湾', '283.8万', '单价22000元/平米')
('https://image1.ljcdn.com/440100-inspection/test-09c7d413-6e57-467d-a3c9-d6a7ddabff4a.png.296x216.jpg', '盈翠苑 实用两房 小区环境好', '盈翠苑  | 2室1厅 | 76平米 | 西 | 其他 | 无电梯', '中楼层(共6层)2002年建塔楼  -  市桥', '228万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/1bacaa5e-b24f-4410-a767-a269c608302a.jpg.296x216.jpg', '园丰小区 精致三房 格局方正', '园丰小区  | 2室2厅 | 84.47平米 | 北 | 简装 | 无电梯', '高楼层(共7层)1998年建塔楼  -  市桥', '170万', '单价20126元/平米')
('https://image1.ljcdn.com/440100-inspection/ba741333-d15f-4259-a30b-406ad55b8253.JPG.296x216.jpg', '锦绣生态园菁华轩 3室2厅 335万', '锦绣生态园菁华轩  | 3室2厅 | 122.37平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2003年建塔楼  -  钟村', '335万', '单价27376元/平米')
('https://image1.ljcdn.com/440100-inspection/2e551673-f593-45c6-a5e8-beacb33924eb.JPG.296x216.jpg', '新楼盘    实用两房   格局方正', '亚运城天誉  | 2室2厅 | 97.99平米 | 西北 | 精装', '中楼层(共52层)塔楼  -  亚运城', '260万', '单价26534元/平米')
('https://image1.ljcdn.com/440100-inspection/51521643-4b09-46ba-99bd-f4ab04600ec1.jpg.296x216.jpg', '朗陶居 带装修，保养干净，户型方正', '朗陶居  | 5室2厅 | 184.9平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建塔楼  -  沙湾', '330万', '单价17848元/平米')
('https://image1.ljcdn.com/440100-inspection/7ac22aa2-20c2-43c2-b73d-aae08c6f24e1.jpg.296x216.jpg', '亚运城 媒体北村 实用两房', '亚运城媒体北村  | 2室2厅 | 88.05平米 | 南 | 简装', '中楼层(共22层)塔楼  -  亚运城', '243万', '单价27598元/平米')
('https://image1.ljcdn.com/440100-inspection/26e97ccb-300d-4ee1-b485-39e5f3be13ba.jpg.296x216.jpg', '康乐园 两房 装修新 地铁三号线市桥站700米  南向', '康乐园  | 2室1厅 | 81平米 | 南 | 精装 | 无电梯', '高楼层(共7层)塔楼  -  市桥', '206万', '单价25433元/平米')
('https://image1.ljcdn.com/440100-inspection/572b8a4e-2b95-4a44-b67a-be82ff4e63f5.jpg.296x216.jpg', '番禺海伦堡 3室2厅 290万', '番禺海伦堡  | 3室2厅 | 106平米 | 北 | 其他 | 无电梯', '中楼层(共7层)2005年建塔楼  -  沙湾', '290万', '单价27359元/平米')
('https://image1.ljcdn.com/440100-inspection/f6f53cd4-252d-4365-acc6-03d219d21070.JPG.296x216.jpg', '自在城市花园二期诺德中心城 2室2厅 230.4万', '自在城市花园二期诺德中心城  | 2室2厅 | 73.76平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  汉溪', '230.4万', '单价31237元/平米')
('https://image1.ljcdn.com/440100-inspection/3abb860b-e7bd-47d8-829d-4abfa7d3150d.jpg.296x216.jpg', '康裕北苑 电梯4房 靓装修 省级名校', '康裕北苑  | 4室2厅 | 199平米 | 东 | 其他 | 有电梯', '低楼层(共13层)2005年建塔楼  -  市桥', '533万', '单价26784元/平米')
('https://image1.ljcdn.com/440100-inspection/50db68f9-e3f5-437a-b141-8535104b83b2.jpg.296x216.jpg', '庄士映蝶蓝湾一期 靓装修', '庄士映蝶蓝湾一期  | 3室2厅 | 95.8平米 | 南 | 精装 | 有电梯', '中楼层(共17层)塔楼  -  石楼镇', '225万', '单价23487元/平米')
