('https://image1.ljcdn.com/440300-inspection/test-1a38b4c5-3f36-4255-bcfe-946e703977fe.png.296x216.jpg', '碧水龙庭 三期 中高楼层 南向看花园  2+1户型 有钥匙', '碧水龙庭  | 2室1厅 | 73.31平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  民治', '390万', '单价53199元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f0fbc1bc-8cc1-4d0e-9993-906fa035d4cb.png.296x216.jpg', '中间位置 高楼层 户型方正3房2卫 客厅出阳台东南向', '特发和平里  | 3室2厅 | 86.83平米 | 东南 | 简装 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  上塘', '570万', '单价65646元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e0e0bc06-1388-44ce-8b3a-f619312f8439.png.296x216.jpg', '万科九龙山 3室2厅 450万', '万科九龙山  | 3室2厅 | 88.08平米 | 东南 | 其他', '中楼层(共33层)2016年建板塔结合  -  观澜', '450万', '单价51090元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c5704203-6642-4e3e-a235-60ec2a45a0d0.png.280x210.jpg', '书香门第上河坊 2室1厅 435万', '书香门第上河坊  | 2室1厅 | 65.94平米 | 东南 东北 | 其他 | 有电梯', '低楼层(共22层)2009年建板塔结合  -  深圳北站', '435万', '单价65970元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e2d7ec7b-a3b1-4676-9ab4-e6ea500dfed7.png.296x216.jpg', '星河丹堤 2+1户型！朝南向 位置安静', '星河丹堤  | 2室2厅 | 93.97平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2008年建塔楼  -  深圳北站', '650万', '单价69172元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/30c9f263-ac6b-4678-9162-b80c2e5687f7.png.280x210.jpg', '潜龙鑫茂花园A区 2室1厅 400万', '潜龙鑫茂花园A区  | 2室1厅 | 71.52平米 | 东北 | 其他 | 有电梯', '低楼层(共12层)2006年建板塔结合  -  民治', '400万', '单价55929元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a84d17cc-7ff3-43b8-80f5-92de1cb75dbb.png.296x216.jpg', '龙华天虹旁 次新小区   带电梯  一梯三户  看花园', '御筑轩  | 1室2厅 | 47.62平米 | 南 | 简装 | 有电梯', '中楼层(共8层)2013年建板塔结合  -  龙华中心', '225万', '单价47250元/平米')
('https://image1.ljcdn.com/440300-inspection/02545977-ce4c-4bd0-b3bf-1b8d0811fc65.jpg.296x216.jpg', '本房位处花园中间，房子方方正正，客厅出阳台，宜居。', '阳光新境园  | 3室2厅 | 83.71平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2007年建塔楼  -  深圳北站', '430万', '单价51368元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fe6c0465-3942-43d8-a37c-d2571a52dc3b.png.296x216.jpg', '苏格兰风情大三房 看花园 三房也可以南北通 满2', '格澜郡二期  | 3室2厅 | 119.4平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  观澜', '480万', '单价40202元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b7d5a14a-2d2f-481f-a98e-bb8f1dde623c.png.296x216.jpg', '1866居家三房两卧室朝南看花园', '绿景公馆1866北区  | 3室2厅 | 88.01平米 | 南 北 | 其他 | 有电梯', '低楼层(共29层)2013年建板楼  -  深圳北站', '650万', '单价73856元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ba11040f-940e-4118-81e8-56c4fe01e277.png.296x216.jpg', '金侨花园方正两房 采光好 业主急售 看房方便', '金侨花园  | 2室1厅 | 53.4平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1991年建板塔结合  -  龙华中心', '230万', '单价43072元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c06ee8e5-ff5e-4384-a186-89dc2613d5b2.png.296x216.jpg', '精装自住，安静位置，中间层，南北通透，', '城投七里香榭  | 4室2厅 | 131.83平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  深圳北站', '800万', '单价60685元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f70c881e-3c81-4d82-8281-dafb5043863e.png.280x210.jpg', '红本在手 业主诚心出售 主卧客厅朝南', '碧水龙庭  | 3室2厅 | 97.19平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2007年建板塔结合  -  民治', '550万', '单价56591元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ff8e21bd-057f-4f7f-90ef-54239a65a5e9.png.296x216.jpg', '龙华  招商观园 业主工作调动+急卖，看上价格好商量', '招商观园  | 3室2厅 | 88.65平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  观澜', '400万', '单价45122元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5ca6e29f-d79c-414b-bc0d-ea9f3ae76aae.png.280x210.jpg', '馨园二期经典3房，看小区，朝南，低楼层，光线好', '馨园二期  | 3室2厅 | 100.62平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2003年建板塔结合  -  民治', '430万', '单价42736元/平米')
('https://image1.ljcdn.com/440300-inspection/84795180-2724-4f4b-90f2-4eef669b59a0.jpg.296x216.jpg', '绿茵华庭 3室2厅 360万', '绿茵华庭  | 3室2厅 | 85.47平米 | 东 | 其他 | 无电梯', '中楼层(共7层)2002年建板塔结合  -  龙华中心', '360万', '单价42121元/平米')
('', '潜龙曼海宁花园南区 2室2厅 465万', '潜龙曼海宁花园南区  | 2室2厅 | 70.24平米 | 东南 | 其他 | 有电梯', '高楼层(共28层)2011年建塔楼  -  上塘', '465万', '单价66202元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b81aa614-bda2-4450-bc53-3be6a05f3cc2.png.296x216.jpg', '南向看花园、位置安静精装2房。', '华业玫瑰四季馨园一期  | 2室2厅 | 67.42平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2015年建板楼  -  上塘', '490万', '单价72679元/平米')
('https://image1.ljcdn.com/440300-inspection/916c9ba2-3afa-4028-9008-2cddfe683263.jpg.296x216.jpg', '鸿荣源·壹城中心第九区 3室2厅 500万', '鸿荣源·壹城中心第九区  | 3室2厅 | 83.11平米 | 南 | 其他', '低楼层(共45层)2017年建暂无数据  -  龙华中心', '500万', '单价60162元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fe9342af-11a2-4a84-aea4-3ff743da03ec.png.296x216.jpg', '招商观园 5室2厅 680万', '招商观园  | 5室2厅 | 163.28平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  观澜', '680万', '单价41647元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2534ed84-5aeb-45c5-a5cc-3653567e4a08.png.296x216.jpg', '深业泰然观澜玫瑰苑 房子虽小，装修精致，业主诚心卖', '深业泰然观澜玫瑰苑  | 1室1厅 | 47.57平米 | 北 | 其他', '低楼层(共31层)2016年建板塔结合  -  观澜', '210万', '单价44146元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bf62e5af-db7d-4e8a-88fd-3fdf75dbbcbb.png.296x216.jpg', '潜龙鑫茂花园A区 2室1厅 400万', '潜龙鑫茂花园A区  | 2室1厅 | 68.03平米 | 北 | 其他 | 有电梯', '中楼层(共17层)2006年建板塔结合  -  民治', '400万', '单价58798元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e1a2b0aa-f71d-4953-aade-cbb6c14fcaf2.png.296x216.jpg', '龙华天虹旁，中间楼层，方正2房，精装修，诚心出售。', '海荣豪苑  | 2室1厅 | 77.51平米 | 西 北 | 精装 | 无电梯', '中楼层(共7层)2001年建板塔结合  -  龙华中心', '290万', '单价37415元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e5f4146a-7e41-4d30-912b-ceae6db5e7ca.png.296x216.jpg', '金地梅陇镇一期 3室2厅 640万', '金地梅陇镇一期  | 3室2厅 | 114.39平米 | 南 北 | 精装 | 有电梯', '高楼层(共24层)2006年建板楼  -  深圳北站', '640万', '单价55949元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3bc75046-206e-4da3-b7c4-3b1a56f28c63.png.280x210.jpg', '特发和平里二期阔气大四房 高楼层 视野开阔', '特发和平里二期  | 4室2厅 | 179.14平米 | 东南 | 其他', '低楼层(共48层)2015年建板塔结合  -  上塘', '1000万', '单价55823元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b5a657eb-b2bb-43ce-aa8d-7d9e26e21fb3.png.296x216.jpg', '新城市花园 3室2厅 355万', '新城市花园  | 3室2厅 | 99.51平米 | 东南 南 | 其他 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  龙华中心', '355万', '单价35675元/平米')
('', '溪山 4室2厅 750万', '溪山  | 4室2厅 | 143.53平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2009年建板塔结合  -  深圳北站', '750万', '单价52254元/平米')
('https://image1.ljcdn.com/440300-inspection/1e45b7f5-f202-4381-9658-f8207d7153c5.jpg.296x216.jpg', '近地铁口。总价低。 易出租。带装修。', '星河传奇二期  | 1室1厅 | 50.94平米 | 西南 | 其他', '高楼层(共30层)2016年建板塔结合  -  上塘', '295万', '单价57912元/平米')
('', '幸福枫景 3室2厅 610万', '幸福枫景  | 3室2厅 | 108.02平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2009年建板塔结合  -  深圳北站', '610万', '单价56472元/平米')
('https://image1.ljcdn.com/440300-inspection/3bb57656-02a5-4443-818b-d52f487ada08.jpg.296x216.jpg', '卓能雅苑 2室2厅 500万', '卓能雅苑  | 2室2厅 | 75.3平米 | 南 | 简装', '中楼层(共18层)2016年建板塔结合  -  深圳北站', '500万', '单价66402元/平米')
('https://image1.ljcdn.com/440300-inspection/d907d7fe-ea8b-4040-b752-bc1dda16d3cf.jpg.296x216.jpg', '金地上塘道 精装三房 三阳台 格局好 通透 实用高', '金地上塘道二期  | 3室2厅 | 86.2平米 | 西南 | 精装 | 有电梯', '低楼层(共29层)2011年建板塔结合  -  上塘', '535万', '单价62065元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dbbe9361-7d97-47d7-8919-7528944ef7f4.png.296x216.jpg', '端户！！地铁口！一站达福田，业主诚心售，等您来询', '书香门第上河坊  | 1室1厅 | 42.26平米 | 西北 东北 | 精装 | 有电梯', '高楼层(共23层)2010年建板塔结合  -  深圳北站', '305万', '单价72173元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e35a4313-8c42-40a8-8fe0-6236b2c081db.png.296x216.jpg', '观澜富士康北大门总价低单间红本商品房', '启点公寓  | 1室0厅 | 17.48平米 | 西北 | 简装', '高楼层(共12层)板塔结合  -  观澜', '26万', '单价14875元/平米')
('https://image1.ljcdn.com/440300-inspection/de03c339-6a99-40d3-9ef6-a47dc9962f35.JPG.296x216.jpg', '观澜招商澜园南北通透大四房 视野开阔无遮挡', '招商澜园  | 3室2厅 | 136.06平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2010年建板塔结合  -  观澜', '550万', '单价40424元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5f92644f-0fb7-4be3-bb33-042f0f95e884.png.296x216.jpg', '风和日丽优质四房 装修好 业主自住', '风和日丽  | 4室2厅 | 115.37平米 | 南 | 其他 | 无电梯', '低楼层(共7层)2001年建塔楼  -  深圳北站', '500万', '单价43339元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/575a1021-ae9a-42a6-9a40-c42d032a954c.png.280x210.jpg', '和平里单身公寓 满2年了 看房方便 诚心卖', '特发和平里  | 1室0厅 | 39.27平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  上塘', '200万', '单价50930元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a363855d-14c1-4c5d-a425-addd5f94e268.png.296x216.jpg', '丹枫雅苑  电梯2房   满五年 龙华地铁口', '丹枫雅苑  | 2室2厅 | 70.21平米 | 东南 | 其他 | 有电梯', '低楼层(共24层)2008年建塔楼  -  龙华中心', '330万', '单价47002元/平米')
('', '金地上塘道一期 居家看游泳池一房 位置安静 满两年', '金地上塘道一期  | 1室1厅 | 45.44平米 | 北 | 精装 | 有电梯', '中楼层(共24层)2010年建板楼  -  上塘', '295万', '单价64921元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9e2ee2a9-0c7c-4c77-81fa-649376fbf6a2.png.296x216.jpg', '清湖地铁口 幸福城三期4房2卫  复式精装', '幸福城三期  | 4室2厅 | 89.29平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2015年建板塔结合  -  龙华中心', '725万', '单价81197元/平米')
('https://image1.ljcdn.com/440300-inspection/bf5d2ad8-5e81-430d-9813-974394ccd4fe.jpg.296x216.jpg', '华盛观荟 1室0厅 110万', '华盛观荟  | 1室0厅 | 33.82平米 | 南 | 其他', '中楼层(共36层)2016年建板塔结合  -  观澜', '110万', '单价32526元/平米')
('https://image1.ljcdn.com/440300-inspection/test-fbcae749-f6eb-45d1-8601-e85aac1caa85.png.296x216.jpg', '美丽AAA花园 高楼层三房 朝东南 采光通风比较好', '美丽AAA花园  | 3室2厅 | 94.61平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  龙华中心', '530万', '单价56020元/平米')
('https://image1.ljcdn.com/440300-inspection/9781e84e-01fb-4410-9242-98856cf95635.jpg.296x216.jpg', '美丽家园  满二年三房  自住装修保养好', '美丽家园  | 3室2厅 | 99.93平米 | 东南 | 精装 | 无电梯', '低楼层(共7层)2002年建板塔结合  -  龙华中心', '450万', '单价45032元/平米')
('https://image1.ljcdn.com/440300-inspection/test-80593e91-ece7-42b1-b384-2254ef818eff.png.296x216.jpg', '珑门  户型方正 房间客厅光线好', '珑门  | 3室1厅 | 81.6平米 | 东 南 西 | 其他', '低楼层(共31层)2016年建塔楼  -  观澜', '348万', '单价42648元/平米')
('https://image1.ljcdn.com/440300-inspection/test-23ed4065-07e2-465c-8fc2-89db2eca9e15.png.296x216.jpg', '玉华花园 3室2厅 320万', '玉华花园  | 3室2厅 | 79.8平米 | 东南 | 简装 | 有电梯', '低楼层(共9层)1997年建板塔结合  -  龙华中心', '320万', '单价40101元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload945e4268-8a4b-4a4d-8fe4-a5fe05cd03db.jpg.296x216.jpg', '东南向看小区花园，赠送大，精装，满两年', '城投七里香榭  | 2室1厅 | 74.36平米 | 东南 | 简装 | 有电梯', '高楼层(共11层)2007年建塔楼  -  深圳北站', '435万', '单价58500元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4b86ebca-cfe8-4225-ab67-0c1c45f547dd.png.296x216.jpg', '满五年唯一 红本在手 税费少 小区花园中间 安静', '金地梅陇镇二期  | 4室2厅 | 130.55平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2007年建板塔结合  -  深圳北站', '730万', '单价55918元/平米')
('', '苹果园经典户型1房1厅，楼层好位置安静', '苹果园  | 1室1厅 | 42.11平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2004年建板塔结合  -  深圳北站', '192万', '单价45595元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f5503bde-ff8b-4188-8a28-9c2e93fa4f10.png.296x216.jpg', '一手业主 满五年 高楼层 看花园景观 安静', '星河盛世  | 2室2厅 | 78.01平米 | 南 | 简装 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  民治', '540万', '单价69222元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/efcfd420-1c96-48ec-9dfe-afa629381458.png.280x210.jpg', '美丽365花园 3室2厅 395万', '美丽365花园  | 3室2厅 | 95.34平米 | 东南 南 | 其他 | 无电梯', '低楼层(共8层)2002年建板塔结合  -  龙华中心', '395万', '单价41431元/平米')
('https://image1.ljcdn.com/440300-inspection/test-64ecb406-9109-466d-b833-419013e4af4d.png.296x216.jpg', '圣莫丽斯花园精装四房,户型通透,位置安静,厅出阳台.', '圣莫丽斯花园C区  | 4室2厅 | 177.58平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2010年建板楼  -  深圳北站', '1780万', '单价100237元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c7bee943-44c8-49d0-b35e-7c57d483e0ae.png.280x210.jpg', '客厅出阳台，朝南看花园，位置安静，精装三房', '莱蒙水榭春天一期  | 3室2厅 | 86.58平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2010年建塔楼  -  深圳北站', '630万', '单价72766元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e4d4bbe4-e14d-47be-bcfc-32e70b97af66.png.296x216.jpg', '地铁口 待拆迁物业 中间层 精装修', '景华新村  | 3室2厅 | 99.3平米 | 东南 | 其他', '中楼层(共8层)1992年建板塔结合  -  龙华中心', '438万', '单价44109元/平米')
('https://image1.ljcdn.com/440300-inspection/af2d84f2-2206-4438-a74e-1134246a0dfb.jpg.296x216.jpg', '看花园位置安静 朝南厅出阳台 户型方正', '莱蒙水榭春天5期  | 3室2厅 | 88.31平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2012年建塔楼  -  深圳北站', '800万', '单价90590元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c4027f31-2a07-4650-af0e-518a2d093ce0.png.296x216.jpg', '金地上塘道 金地物业 房间客厅都朝南 业主自住保养好', '金地上塘道二期  | 2室2厅 | 69.13平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2011年建板塔结合  -  上塘', '410万', '单价59309元/平米')
('https://image1.ljcdn.com/440300-inspection/test-89f4e010-a924-4428-a4fd-8da9cf27efea.png.296x216.jpg', '馨园二期 2室1厅 330万', '馨园二期  | 2室1厅 | 70.99平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2002年建板塔结合  -  民治', '330万', '单价46486元/平米')
('https://image1.ljcdn.com/440300-inspection/test-955d597d-6672-4507-8b96-1458fbd3ae0b.png.296x216.jpg', '华盛观荟 1室1厅 192万', '华盛观荟  | 1室1厅 | 49.28平米 | 东南 | 其他', '中楼层(共36层)2016年建板塔结合  -  观澜', '192万', '单价38962元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bf8faa18-b599-447b-a0ce-fbeac0e872b4.png.296x216.jpg', '房子已经满五年唯一住宅，精装三房两卫龙华地铁口方便', '乐景花园  | 3室2厅 | 113.63平米 | 东南 | 精装 | 无电梯', '高楼层(共8层)2000年建板塔结合  -  龙华中心', '437万', '单价38459元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/588a2436-d90b-48c0-9034-00e2e49b3aee.png.280x210.jpg', '精装大四房，看花园安静，业主诚心出售', '阳光新境园  | 4室2厅 | 152.53平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2007年建塔楼  -  深圳北站', '780万', '单价51138元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4bf9a562-e809-4ba8-ad3e-92b53b629760.png.296x216.jpg', '民乐地铁口 书香门第两房 满五唯一 朝南看山景', '书香门第名苑  | 2室2厅 | 65.95平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2005年建板楼  -  深圳北站', '450万', '单价68234元/平米')
