('https://image1.ljcdn.com/340100-inspection/84da976b-a06e-477d-a6f4-542f1a6a88b9.jpg.296x216.jpg', '蓝鼎滨湖假日翰林苑 3室2厅 170万', '蓝鼎滨湖假日翰林苑  | 3室2厅 | 86.3平米 | 南 | 其他', '高楼层(共33层)2008年建塔楼  -  滨湖世纪', '170万', '单价19699元/平米')
('', '临湖苑E区 2室2厅 205万', '临湖苑E区  | 2室2厅 | 90平米 | 南 | 其他', '高楼层(共26层)2014年建板楼  -  环湖CBD', '205万', '单价22778元/平米')
('', '临湖苑D区 2室2厅 150万', '临湖苑D区  | 2室2厅 | 79.3平米 | 南 | 其他', '高楼层(共21层)2015年建塔楼  -  环湖CBD', '150万', '单价18916元/平米')
('', '九珑湾 3室1厅 177万', '九珑湾  | 3室1厅 | 105.62平米 | 南 北 | 其他', '高楼层(共32层)2010年建板塔结合  -  工业园', '177万', '单价16759元/平米')
('', '万科蓝山 精装三室 中低楼层 小区中间位置', '万科蓝山二期  | 3室2厅 | 88.8平米 | 南 北 | 其他', '低楼层(共34层)2015年建塔楼  -  方兴', '170万', '单价19145元/平米')
('', '信达银杏尚郡 3室1厅 205万', '信达银杏尚郡  | 3室1厅 | 89.24平米 | 南 | 其他', '中楼层(共30层)暂无数据  -  骆岗', '205万', '单价22972元/平米')
('', '滨湖世纪城福徽苑 7室2厅 330万', '滨湖世纪城福徽苑  | 7室2厅 | 236平米 | 南 | 其他', '高楼层(共42层)2010年建塔楼  -  滨湖世纪', '330万', '单价13984元/平米')
('', '华夏茗湾学府 3室2厅 135万', '华夏茗湾学府  | 3室2厅 | 86平米 | 南 | 其他', '低楼层(共30层)塔楼  -  工业园', '135万', '单价15698元/平米')
('', '南丽湾 3室2厅 175万', '南丽湾  | 3室2厅 | 129.66平米 | 南 北 | 其他', '低楼层(共18层)塔楼  -  工业园', '175万', '单价13497元/平米')
('', '蓝鼎观湖苑 3室2厅 200万', '蓝鼎观湖苑  | 3室2厅 | 103.5平米 | 南 北 | 其他', '中楼层(共33层)2010年建塔楼  -  滨湖世纪', '200万', '单价19324元/平米')
('https://image1.ljcdn.com/340100-inspection/05123422-0f8a-4d3b-8b98-ae4115d40136.JPG.296x216.jpg', '万象公馆北区 3室2厅 160万', '万象公馆北区  | 3室2厅 | 96平米 | 南 北 | 其他', '高楼层(共34层)2015年建塔楼  -  烟墩', '160万', '单价16667元/平米')
('', '万达亲湖苑边户三房 位置好 出行方便', '亲湖苑B区  | 3室2厅 | 111.37平米 | 南 北 | 其他', '低楼层(共34层)塔楼  -  环湖CBD', '195万', '单价17510元/平米')
('', '华夏茗湾学府 2室2厅 145万', '华夏茗湾学府  | 2室2厅 | 78.34平米 | 南 北 | 其他', '高楼层(共17层)塔楼  -  工业园', '145万', '单价18510元/平米')
('', '南丽湾 3室2厅 172万', '南丽湾  | 3室2厅 | 114.55平米 | 南 北 | 其他', '低楼层(共18层)暂无数据  -  工业园', '172万', '单价15016元/平米')
('', '中铁滨湖名邸 2室2厅 180万', '中铁滨湖名邸  | 2室2厅 | 87平米 | 南 | 其他', '中楼层(共30层)2013年建塔楼  -  烟墩', '180万', '单价20690元/平米')
('', '信达银杏尚郡 3室2厅 225万', '信达银杏尚郡  | 3室2厅 | 123平米 | 南 北 | 其他', '高楼层(共30层)暂无数据  -  骆岗', '225万', '单价18293元/平米')
('', '书香门第西区 3室1厅 200万', '书香门第西区  | 3室1厅 | 80.98平米 | 南 北 | 其他', '低楼层(共34层)2013年建塔楼  -  滨湖世纪', '200万', '单价24698元/平米')
('', '滨湖阳光里 3室2厅 163万', '滨湖阳光里  | 3室2厅 | 92.75平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  工业园', '163万', '单价17575元/平米')
('', '小区位置好，房型方正，交通便利，周边环境比较优越', '和昌中央城邦  | 2室2厅 | 81平米 | 南 | 其他', '低楼层(共34层)塔楼  -  工业园', '135万', '单价16667元/平米')
('', '旭辉御府 5室2厅 1000万', '旭辉御府  | 5室2厅 | 368平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  烟墩', '1000万', '单价27174元/平米')
('', '皖都徽韵标准一居室，好户型，楼层好', '皖都徽韵和锦园  | 1室1厅 | 55平米 | 东南 | 其他', '低楼层(共18层)塔楼  -  工业园', '82万', '单价14910元/平米')
('https://image1.ljcdn.com/340100-inspection/c2479a95-5026-4666-beb1-771e255522e3.JPG.296x216.jpg', '华冶水晶公馆 冷暖双供 恒温舒适，，繁华都市', '华冶水晶公馆  | 2室2厅 | 92.76平米 | 南 | 其他', '低楼层(共29层)2016年建塔楼  -  烟墩', '170万', '单价18327元/平米')
('', '东边户三房中低层湖景房 视野开阔采光好 风景旖旎', '临湖苑F区  | 3室2厅 | 98.01平米 | 南 北 | 其他', '低楼层(共29层)2015年建塔楼  -  环湖CBD', '220万', '单价22447元/平米')
('', '世纪城徽昌苑  大三房 自住装修', '世纪城徽昌苑  | 3室2厅 | 115平米 | 南 北 | 其他', '低楼层(共28层)2011年建塔楼  -  滨湖世纪', '202万', '单价17566元/平米')
('', '精装自住，采光好，地理位置优越，紫庐地铁，', '世纪城徽昌苑  | 3室2厅 | 123平米 | 南 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '230万', '单价18700元/平米')
('https://image1.ljcdn.com/340100-inspection/aadee807-f82f-4115-a110-ad17a0bf521a.JPG.296x216.jpg', '高速时代城一期 2室1厅 170万', '高速时代城一期  | 2室1厅 | 83.6平米 | 东 | 其他', '中楼层(共32层)2016年建塔楼  -  方兴', '170万', '单价20335元/平米')
('', '旭辉御府 3室1厅 220万', '旭辉御府  | 3室1厅 | 94.51平米 | 南 | 其他', '低楼层(共30层)2014年建塔楼  -  烟墩', '220万', '单价23278元/平米')
('', '滨湖世纪城福徽苑 6室2厅 400万', '滨湖世纪城福徽苑  | 6室2厅 | 231平米 | 南 北 | 其他', '中楼层(共42层)2010年建塔楼  -  滨湖世纪', '400万', '单价17317元/平米')
('', '南北通透，楼层新，公摊小，交通便捷', '皖都徽韵和馨园  | 2室2厅 | 90平米 | 南 北 | 其他', '低楼层(共11层)2015年建板楼  -  工业园', '162万', '单价18000元/平米')
('', '蓝鼎滨湖假日枫丹园 4室2厅 520万', '蓝鼎滨湖假日枫丹园  | 4室2厅 | 328平米 | 南 北 | 其他', '低楼层(共5层)2012年建板楼  -  滨湖世纪', '520万', '单价15854元/平米')
('', '蓝鼎滨湖假日枫丹园 3室2厅 176万', '蓝鼎滨湖假日枫丹园  | 3室2厅 | 88.26平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '176万', '单价19942元/平米')
('', '水丽坊自在城 2室1厅 91万', '水丽坊自在城  | 2室1厅 | 58平米 | 南 | 其他', '低楼层(共18层)塔楼  -  工业园', '91万', '单价15690元/平米')
('', '正规一居室，室厅厨卫标配，正规住宅，居住适宜。', '皖都徽韵和锦园  | 1室1厅 | 45平米 | 南 | 其他', '低楼层(共18层)塔楼  -  工业园', '69.8万', '单价15512元/平米')
('', '临湖苑D区 3室2厅 185万', '临湖苑D区  | 3室2厅 | 95.44平米 | 南 | 其他', '高楼层(共28层)2015年建塔楼  -  环湖CBD', '185万', '单价19384元/平米')
('', '蓝鼎滨湖假日翰林苑 3室2厅 200万', '蓝鼎滨湖假日翰林苑  | 3室2厅 | 86平米 | 南 北 | 其他', '中楼层(共33层)2008年建塔楼  -  滨湖世纪', '200万', '单价23256元/平米')
('', '未来领地公寓 交通便利 总价低', '未来领地  | 1室1厅 | 58.58平米 | 南 北 | 其他', '中楼层(共23层)塔楼  -  环湖CBD', '59万', '单价10072元/平米')
('', '中海滨湖公馆 4室2厅 205万', '中海滨湖公馆  | 4室2厅 | 113平米 | 南 北 | 其他', '低楼层(共34层)2014年建塔楼  -  环湖CBD', '205万', '单价18142元/平米')
('', '中海滨湖公馆三房 业主诚心出售', '中海滨湖公馆  | 3室2厅 | 89平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  环湖CBD', '178万', '单价20000元/平米')
('', '湖畔景苑 2室2厅 135万', '湖畔景苑  | 2室2厅 | 84平米 | 南 | 其他', '高楼层(共19层)塔楼  -  工业园', '135万', '单价16072元/平米')
('', '银河幸福广场 小区环境好 配套完善 适宜居住', '银河幸福广场  | 3室2厅 | 128.04平米 | 南 北 | 其他', '低楼层(共30层)暂无数据  -  方兴', '230万', '单价17964元/平米')
('', '滨湖阳光里 3室2厅 150万', '滨湖阳光里  | 3室2厅 | 88.34平米 | 南 | 其他', '中楼层(共28层)2017年建板塔结合  -  工业园', '150万', '单价16980元/平米')
('', '皖新朗诗绿郡 3室2厅 315万', '皖新朗诗绿郡  | 3室2厅 | 126平米 | 南 | 其他', '中楼层(共32层)塔楼  -  环湖CBD', '315万', '单价25000元/平米')
('', '东方蓝海四期 3室2厅 198万', '东方蓝海四期  | 3室2厅 | 98.1平米 | 南 北 | 其他', '低楼层(共33层)2014年建板楼  -  环湖CBD', '198万', '单价20184元/平米')
('', '国企开发高层2房 无尾款 交通便利总价低', '东方蓝海二期  | 2室2厅 | 82.5平米 | 南 | 其他', '中楼层(共33层)塔楼  -  环湖CBD', '148万', '单价17940元/平米')
('', '宝能城 4室2厅 225万', '宝能城  | 4室2厅 | 135.21平米 | 南 | 其他', '低楼层(共33层)2015年建板楼  -  环湖CBD', '225万', '单价16641元/平米')
('', '徽昌苑，两房朝南，带两个大阳台。满五年无增值税。', '世纪城徽昌苑  | 3室2厅 | 125平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '215万', '单价17200元/平米')
('', '盛景融城 3室2厅 132万', '盛景融城  | 3室2厅 | 81平米 | 南 | 其他', '高楼层(共25层)暂无数据  -  工业园', '132万', '单价16297元/平米')
('', '世纪城徽贵苑 两房朝南 带入户花园', '世纪城徽贵苑  | 2室2厅 | 94平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '165万', '单价17554元/平米')
('', '南丽湾 2室2厅 125万', '南丽湾  | 2室2厅 | 84平米 | 南 北 | 其他', '中楼层(共33层)暂无数据  -  工业园', '125万', '单价14881元/平米')
('', '万科蓝山二期 精装修 带车位 看房子方便', '万科蓝山二期  | 3室2厅 | 93.8平米 | 南 | 其他', '低楼层(共33层)塔楼  -  方兴', '200万', '单价21322元/平米')
('', '盛景融城 4室2厅 185万', '盛景融城  | 4室2厅 | 118平米 | 南 北 | 其他', '高楼层(共25层)暂无数据  -  工业园', '185万', '单价15678元/平米')
('', '全南户型 紧临商场 配套齐全 生活方便 品质小区', '中铁滨湖名邸  | 2室1厅 | 92平米 | 南 | 其他', '低楼层(共33层)2013年建板楼  -  烟墩', '170万', '单价18479元/平米')
('', '包河苑 3室2厅 157万', '包河苑  | 3室2厅 | 122.29平米 | 南 | 其他', '低楼层(共6层)板楼  -  工业园', '157万', '单价12839元/平米')
('', '此房满五年，南北通透格局，带车位，高楼层，采光充足', '世纪城徽杰苑  | 3室2厅 | 138平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '225万', '单价16305元/平米')
('', '华盛格林丽景 3室1厅 155万', '华盛格林丽景  | 3室1厅 | 90平米 | 南 北 | 其他', '高楼层(共18层)塔楼  -  工业园', '155万', '单价17223元/平米')
('', '东方蓝海四期 2室2厅 155万', '东方蓝海四期  | 2室2厅 | 81.13平米 | 南 北 | 其他', '高楼层(共33层)2014年建板楼  -  环湖CBD', '155万', '单价19106元/平米')
('', '华夏茗湾学府 3室2厅 140万', '华夏茗湾学府  | 3室2厅 | 99.11平米 | 南 北 | 其他', '低楼层(共30层)塔楼  -  工业园', '140万', '单价14126元/平米')
('', '滨湖欣园 2室1厅 120万', '滨湖欣园  | 2室1厅 | 82平米 | 南 | 其他', '高楼层(共33层)2013年建板塔结合  -  烟墩', '120万', '单价14635元/平米')
('', '书香门第东区 经典两房户型  中间楼层', '书香门第东区  | 2室2厅 | 69.06平米 | 南 | 其他', '中楼层(共31层)2013年建塔楼  -  滨湖世纪', '185万', '单价26789元/平米')
('', '保利海上五月花 3室2厅 205万', '保利海上五月花  | 3室2厅 | 93.2平米 | 南 | 其他', '高楼层(共26层)2016年建塔楼  -  环湖CBD', '205万', '单价21996元/平米')
('', '旭辉御府 3室2厅 230万', '旭辉御府  | 3室2厅 | 99平米 | 南 | 其他', '高楼层(共34层)2014年建塔楼  -  烟墩', '230万', '单价23233元/平米')
('', '户型方正 两房朝南带南阳台 采光好 业主诚心出售', '世纪城徽贵苑  | 2室2厅 | 93.68平米 | 南 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '175万', '单价18681元/平米')
('', '万科蓝山二期  精装修 带车位  中等楼层 视野采光好', '万科蓝山二期  | 2室2厅 | 88.2平米 | 南 | 其他', '低楼层(共41层)塔楼  -  方兴', '200万', '单价22676元/平米')
('', '亲湖苑湖景房大三房 视野好 中间楼层 随时看房', '亲湖苑B区  | 3室2厅 | 96.19平米 | 南 | 其他', '高楼层(共27层)2015年建塔楼  -  环湖CBD', '185万', '单价19233元/平米')
('', '小户型 总价低 税费少 适合刚需过度', '世纪城徽杰苑  | 1室1厅 | 54平米 | 南 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '102万', '单价18889元/平米')
('', '滨湖和园 2室2厅 168万', '滨湖和园  | 2室2厅 | 104平米 | 南 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '168万', '单价16154元/平米')
('', '亲湖苑大三房 湖景房 户型方正', '亲湖苑A区  | 3室2厅 | 96.3平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  环湖CBD', '170万', '单价17654元/平米')
('', '滨湖惠园 2室1厅 85万', '滨湖惠园  | 2室1厅 | 60.1平米 | 南 | 其他', '中楼层(共28层)2008年建塔楼  -  滨湖世纪', '85万', '单价14144元/平米')
('', '宝能城 1室1厅 85万', '宝能城  | 1室1厅 | 45.11平米 | 北 | 其他', '高楼层(共32层)2015年建板楼  -  环湖CBD', '85万', '单价18843元/平米')
('', '采光开阔， 配套适中， 温馨舒适居家', '世纪城徽昌苑  | 3室2厅 | 114.19平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '186万', '单价16289元/平米')
('', '万科蓝山 中间户 房型正气 周边商业配套齐全', '万科蓝山二期  | 3室2厅 | 93平米 | 南 | 其他', '低楼层(共34层)塔楼  -  方兴', '230万', '单价24732元/平米')
('', '水丽坊自在城满两年精装修拎包入住高层户型好采光充足', '水丽坊自在城  | 2室1厅 | 73.95平米 | 南 | 其他', '高楼层(共18层)塔楼  -  工业园', '123万', '单价16633元/平米')
('', '未来领地 1室1厅 50万', '未来领地  | 1室1厅 | 56.12平米 | 南 | 其他', '中楼层(共26层)塔楼  -  环湖CBD', '50万', '单价8910元/平米')
('', '业主诚心出售，简单装修送几十平方大阳台 全天采光', '滨湖世纪城福徽苑  | 4室2厅 | 176平米 | 南 北 | 其他', '高楼层(共42层)2010年建塔楼  -  滨湖世纪', '280万', '单价15910元/平米')
('', '世纪城 新上大三房 中间楼层 送车位 采光无遮挡', '世纪城琼林苑  | 3室2厅 | 138平米 | 南 北 | 其他', '低楼层(共30层)2011年建塔楼  -  滨湖世纪', '235万', '单价17029元/平米')
('', '精装两房 楼层好 户型方正 看房方便', '旭辉御府  | 2室2厅 | 88.06平米 | 南 | 其他', '高楼层(共30层)2014年建塔楼  -  烟墩', '170万', '单价19306元/平米')
('', '华盛格林丽景，正规三室，好楼层，房东诚心，值得入手', '华盛格林丽景  | 3室2厅 | 97.59平米 | 南 | 其他', '高楼层(共22层)塔楼  -  工业园', '165万', '单价16908元/平米')
('', '业主诚心卖，客厅朝南 卧室朝南，高楼层，视野采光好', '世纪金源国际公寓  | 2室2厅 | 72.68平米 | 南 | 其他', '高楼层(共39层)2012年建塔楼  -  滨湖世纪', '59万', '单价8118元/平米')
('https://image1.ljcdn.com/340100-inspection/78a39265-98b7-4520-8501-84becd1a40c7.jpg.296x216.jpg', '三房 户型方正 阳台朝南 中层  采光不错', '中海滨湖公馆  | 4室1厅 | 98平米 | 南 | 其他', '低楼层(共42层)2014年建塔楼  -  环湖CBD', '200万', '单价20409元/平米')
('', '蓝鼎观湖苑 2室2厅 158万', '蓝鼎观湖苑  | 2室2厅 | 85.8平米 | 南 | 其他', '中楼层(共33层)2010年建塔楼  -  滨湖世纪', '158万', '单价18415元/平米')
('', '未来领地 1室1厅 40万', '未来领地  | 1室1厅 | 41.05平米 | 西 | 其他', '低楼层(共23层)暂无数据  -  环湖CBD', '40万', '单价9745元/平米')
('', '万达二期揽湖苑 南北通透三房 满二的价格', '万达揽湖苑  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共32层)2016年建板楼  -  环湖CBD', '212万', '单价20583元/平米')
('', '皖都徽韵和锦园 一居室总价低，户型好带燃气，', '皖都徽韵和锦园  | 1室1厅 | 44平米 | 南 | 其他', '高楼层(共18层)塔楼  -  工业园', '64万', '单价14546元/平米')
('', '华盛格林丽景 3室1厅 135万', '华盛格林丽景  | 3室1厅 | 87平米 | 南 | 其他', '高楼层(共22层)塔楼  -  工业园', '135万', '单价15518元/平米')
('', '宝能城 送入户花园  采光无遮挡 繁华商圈 赠送面积多', '宝能城  | 3室2厅 | 88.8平米 | 南 北 | 其他', '高楼层(共28层)2015年建板楼  -  环湖CBD', '165万', '单价18582元/平米')
('', '中海滨湖公馆 毛坯四房 高楼层 全天采光', '中海滨湖公馆  | 4室2厅 | 97.4平米 | 南 | 其他', '中楼层(共34层)2014年建塔楼  -  环湖CBD', '195万', '单价20021元/平米')
('', '皖都徽韵和锦园 2室1厅 135万', '皖都徽韵和锦园  | 2室1厅 | 85平米 | 南 | 其他', '低楼层(共18层)塔楼  -  工业园', '135万', '单价15883元/平米')
('', '滨湖品阁 2室1厅 172万', '滨湖品阁  | 2室1厅 | 74平米 | 南 | 其他', '高楼层(共33层)2013年建板塔结合  -  滨湖世纪', '172万', '单价23244元/平米')
('', '皖都徽韵和馨园 3室2厅 240万', '皖都徽韵和馨园  | 3室2厅 | 143.74平米 | 南 北 | 其他', '中楼层(共11层)2015年建塔楼  -  工业园', '240万', '单价16697元/平米')
('', '蓝鼎滨湖假日枫丹园 3室2厅 249万', '蓝鼎滨湖假日枫丹园  | 3室2厅 | 102平米 | 南 北 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '249万', '单价24412元/平米')
