('https://image1.ljcdn.com/510100-inspection/test-0e6a4f62-2894-40e8-970c-2fd36b6d9f1b.png.296x216.jpg', '高新西区 中海国际 橙郡 装修房', '橙郡一期  | 2室2厅 | 89.68平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16169元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4effe33c-6d17-44e5-8d1a-27aece0761e1.png.296x216.jpg', '高新西区 中海国际 装修房 套三单卫', '橙郡二期  | 3室2厅 | 88.47平米 | 西南 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '180万', '单价20346元/平米')
('', '配套齐全，交通便利，视野开拓，品牌开发商', '龙湖时代天街  | 1室0厅 | 73.28平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  高新西', '73.3万', '单价10000元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5b63ef1e-f4ce-4834-ac29-709d674762d4.jpg.296x216.jpg', '中海国际林庭叠院2栋楼下车位出售', '林庭叠院  | 车位 | 25.45平米 | 东南 | 无电梯', '板楼  -  中海国际', '19万', '单价7466元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02732825-2ee6-4ae6-91bc-87ed8563e5a0.png.296x216.jpg', '上锦颐园精装套四+中间楼层+居住舒适', '上锦颐园  | 2室1厅 | 87.16平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  高新西', '130万', '单价14916元/平米')
('https://image1.ljcdn.com/510100-inspection/62f02c6a-ee7a-41ae-91a4-77933d1a76f9.jpg.296x216.jpg', '高新西区  中海国际 橙郡三期 地下车位', '橙郡三期  | 车位 | 20.12平米 | 东南 | 无电梯', '2007年建板楼  -  中海国际', '10万', '单价4971元/平米')
('https://image1.ljcdn.com/510100-inspection/abfa1be4-bd2f-4be4-b902-3319f5b7d028.jpg.296x216.jpg', '子母车位  产权面37.74平米   进出方便  在楼栋下面。', '万景峰一期  | 车位 | 34.74平米 | 东南 | 无电梯', '板楼  -  高新西', '11万', '单价3167元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6c78ff22-9176-4d61-9182-9395d6655ddd.png.296x216.jpg', '标准套三双卫+L形大阳台+可改套四', '成都合院一期  | 3室2厅 | 106.4平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  高新西', '130万', '单价12219元/平米')
('https://image1.ljcdn.com/510100-inspection/aafabd71-7b21-486d-a5db-d7495902252f.jpg.296x216.jpg', '恒大帝景单间+户型方正+开发商统一装修', '恒大帝景  | 1室0厅 | 35.83平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '23.5万', '单价6559元/平米')
('https://image1.ljcdn.com/510100-inspection/6e41d3a2-2b5d-4f72-95f9-ab4f69d56998.jpg.296x216.jpg', '金辉悦府 1室0厅 42万', '金辉悦府  | 1室0厅 | 18.37平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  高新西', '42万', '单价22864元/平米')
('https://image1.ljcdn.com/510100-inspection/66cc916f-7e1b-4a70-83f6-d8d2248b899a.jpg.296x216.jpg', '精装修，两室两厅两卫，端头带窗户，带封闭式阳台', '保利香槟国际  | 2室2厅 | 41.34平米 | 东北 | 精装 | 有电梯', '高楼层(共6层)2013年建板楼  -  中海国际', '82万', '单价19836元/平米')
('https://image1.ljcdn.com/510100-inspection/59978564-f274-4780-813f-c2ce2bee63d3.JPG.296x216.jpg', '中海国际社区碧林无电梯的多层装修套三双卫', '碧林  | 3室2厅 | 123.8平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  中海国际', '260万', '单价21002元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e71688ea-ed32-4f41-bb9d-dd364cca7684.png.296x216.jpg', '橙郡二期标准套一出售 前后中庭 居家装修', '橙郡二期  | 1室2厅 | 45.87平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2007年建板楼  -  中海国际', '78万', '单价17005元/平米')
('https://image1.ljcdn.com/510100-inspection/3434d8a5-00c3-4d1a-af4b-4f4e56df1cf3.jpg.296x216.jpg', '恒大帝景+开发商统一装修+带家具家电', '恒大帝景  | 1室1厅 | 36.8平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '29万', '单价7881元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc686c29c-3a30-4d86-a2c0-bcefd2268db6.jpg.296x216.jpg', '保利香槟国际公寓+有装修+低楼层', '保利香槟国际  | 1室1厅 | 44.95平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '79万', '单价17576元/平米')
('https://image1.ljcdn.com/510100-inspection/88d6b313-32c1-45c4-afa4-26c31aeb786b.jpg.296x216.jpg', '此房为多间连通的公寓.........', '保利香槟国际  | 1室1厅 | 64.59平米 | 东南 | 精装 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '120万', '单价18579元/平米')
('https://image1.ljcdn.com/510100-inspection/ba831510-af33-437a-bc18-42366e030111.jpg.296x216.jpg', '中海国际橙郡三期 套二单卫 装修房 可拎包入住', '橙郡三期  | 2室2厅 | 84.44平米 | 东北 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '160万', '单价18949元/平米')
('https://image1.ljcdn.com/510100-inspection/test-78b9cd4d-8102-43a0-b50b-71d42ffd93f9.png.296x216.jpg', '中海国际社区碧林 无电梯多层 装修套三双卫', '碧林  | 3室2厅 | 120.79平米 | 东 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '236万', '单价19539元/平米')
('https://image1.ljcdn.com/510100-inspection/4515d2c6-6741-46ae-9012-1fdfcd0d72b9.jpg.296x216.jpg', '万景峰二期产权车位 业主诚心出售', '万景峰二期  | 车位 | 31.74平米 | 东 | 无电梯', '塔楼  -  高新西', '8万', '单价2521元/平米')
('https://image1.ljcdn.com/510100-inspection/baca1fc2-6fa9-4107-822c-ad6a091fa140.jpg.296x216.jpg', '保利香槟国际      办公装修公寓', '保利香槟国际  | 1室1厅 | 44.95平米 | 西北 | 其他 | 有电梯', '高楼层(共9层)2013年建板楼  -  中海国际', '69万', '单价15351元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5c5df33d-ea67-458a-a1e0-ed6cac3f1242.jpg.296x216.jpg', '上锦颐园3居室+客厅带大阳台+房子不临街+中等装修', '上锦颐园  | 3室2厅 | 89.77平米 | 西南 | 其他 | 有电梯', '低楼层(共24层)2008年建板塔结合  -  高新西', '98万', '单价10917元/平米')
('https://image1.ljcdn.com/510100-inspection/1e88b2fe-c57d-4010-8068-391c190f0dca.jpg.296x216.jpg', '龙城高新天地,交通便利,标准套一公寓', '龙城高新天地  | 1室1厅 | 36平米 | 东北 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '27万', '单价7500元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0370ec9e-1eb1-4324-9d41-a4023b085a08.jpg.296x216.jpg', '保利香槟国际装修公寓，分两户独立装修', '保利香槟国际  | 2室2厅 | 44.15平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '61.3万', '单价13885元/平米')
('https://image1.ljcdn.com/510100-inspection/d9ca5f17-8138-4b82-9dd3-8ce50e62d9cb.jpg.296x216.jpg', '橙郡一期          地下车库          出售', '橙郡一期  | 车位 | 30平米 | 南 | 无电梯', '板塔结合  -  中海国际', '16.5万', '单价5500元/平米')
('https://image1.ljcdn.com/510100-inspection/c4b5bd2c-4fde-4a1c-9ccc-ef019af09e1f.jpg.296x216.jpg', '物业自持，视野宽阔，配套齐全，配套齐全', '龙湖时代天街  | 1室1厅 | 30.34平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2017年建板塔结合  -  高新西', '21.5万', '单价7087元/平米')
('https://image1.ljcdn.com/510100-inspection/b4d7eaa1-7292-4800-ae88-a58c761ac0a8.jpg.296x216.jpg', '恒大帝景 恒大开发商统一装修公寓', '恒大帝景  | 1室0厅 | 42.5平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '33万', '单价7765元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b6f508a-d3e4-4301-b7c4-b5eb2dbd5982.png.296x216.jpg', '上锦颐园佳境 套三双卫 客厅带阳台   西南 不临街', '上锦颐园佳境  | 3室2厅 | 129.83平米 | 西南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '129万', '单价9937元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b8373634-a258-43cb-84fe-468d1f261c59.png.280x210.jpg', '龙湖时代天街 1室0厅 22.5万', '龙湖时代天街  | 1室0厅 | 28平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2017年建板塔结合  -  高新西', '22.5万', '单价8036元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload39f3ee32-4b21-4298-b2d1-1cee879902f1.JPG.296x216.jpg', '装修套三+对中庭+采光好+有家具家电', '新希望皇冠国际  | 3室2厅 | 125平米 | 东南 | 其他', '中楼层(共10层)2015年建板楼  -  中海国际', '298万', '单价23840元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd5c729ad-3519-4ff1-a5fb-229927189a17.JPG.296x216.jpg', '高新西区   中海国际   装修套二', '橙郡一期  | 2室2厅 | 89.62平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '169万', '单价18858元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4a6e0d53-6df0-44b1-9462-bc597ba8ac09.jpg.296x216.jpg', '万景峰上下两层公寓+带装修+带阳台', '万景峰二期  | 2室0厅 | 39.5平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '36万', '单价9114元/平米')
('', '顺江三期+标准套一+满2年+低楼层', '顺江小区三期  | 1室1厅 | 46.33平米 | 西南 | 其他', '低楼层(共16层)暂无数据  -  高新西', '45万', '单价9713元/平米')
('https://image1.ljcdn.com/510100-inspection/f4352b30-51cb-4585-8a9f-e51f78cfea74.jpg.296x216.jpg', '上锦颐园 套四 有装修 有家具家电', '上锦颐园  | 4室1厅 | 90.05平米 | 西北 | 简装 | 有电梯', '低楼层(共27层)2008年建板塔结合  -  高新西', '110万', '单价12216元/平米')
('https://image1.ljcdn.com/510100-inspection/786dbeaa-4d79-4d61-a99d-36ce2fb66ada.jpg.296x216.jpg', '恒大帝景  开发商精装修   公寓', '恒大帝景  | 1室0厅 | 39.11平米 | 东 | 其他 | 有电梯', '低楼层(共32层)2014年建塔楼  -  高新西', '28万', '单价7160元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a5a429bc-5bd3-4327-b34e-45ff4a8d6c8c.png.296x216.jpg', '高新西区  中海国际  橙郡一期  装修套二', '橙郡一期  | 2室2厅 | 89.62平米 | 西南 | 精装 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '184万', '单价20532元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1c2812ee-2161-404d-a096-5afedecbb198.png.280x210.jpg', '芙华金色海伦   精装套三   有家具家电', '芙华金色海伦  | 3室2厅 | 102.85平米 | 东南 | 其他 | 有电梯', '高楼层(共10层)2010年建板楼  -  高新西', '145万', '单价14099元/平米')
('https://image1.ljcdn.com/510100-inspection/d3328176-9aa7-45cc-b26f-277b3268fc43.jpg.296x216.jpg', '和隔壁一套打通，可以做成办公室一起卖，总计120万。', '保利香槟国际  | 1室1厅 | 41平米 | 东南 | 其他 | 有电梯', '高楼层(共9层)2013年建板楼  -  中海国际', '60万', '单价14635元/平米')
('https://image1.ljcdn.com/510100-inspection/ef22103f-6bb4-4277-b141-2888ae06ddf6.jpg.296x216.jpg', '恒大开发商+恒大帝景+标准套一+开发商统一装修', '恒大帝景  | 1室1厅 | 51.03平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '40万', '单价7839元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8e67b5a6-1ea7-41bb-9352-28a52c95e103.png.296x216.jpg', '上锦颐园佳境+有装修+套三+明厨明卫', '上锦颐园佳境  | 3室1厅 | 94.65平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2012年建板塔结合  -  高新西', '100万', '单价10566元/平米')
('https://image1.ljcdn.com/510100-inspection/d774a76a-beb2-4036-8ecb-1a410761fb3d.jpg.296x216.jpg', '橙郡套三装修房 两梯4户 看房预约', '橙郡一期  | 3室2厅 | 110.86平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2007年建板塔结合  -  中海国际', '190万', '单价17139元/平米')
('https://image1.ljcdn.com/510100-inspection/936cfbc3-0941-4e3f-bcf0-5030c4244f50.jpg.296x216.jpg', '龙湖可做两层，清水随意装修，流动人口集中，成熟商圈', '龙湖时代天街  | 1室0厅 | 116.5平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2013年建塔楼  -  高新西', '95万', '单价8155元/平米')
('https://image1.ljcdn.com/510100-inspection/342dae44-2752-4817-8eed-fcdf723b1517.jpg.296x216.jpg', '恒大帝景    开发商上统一精装修公寓', '恒大帝景  | 1室1厅 | 47.8平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '35.5万', '单价7427元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ead7d334-199a-4e7a-a1e4-516936782506.png.296x216.jpg', '中海国际社区蓝岸带屋顶花园的多层洋房', '蓝岸A区  | 3室2厅 | 154平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2006年建板楼  -  中海国际', '460万', '单价29871元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b80d5417-a12a-41f2-bbad-f16df32be225.png.296x216.jpg', '上锦颐园佳境，清水套二。客厅带阳台', '上锦颐园佳境  | 2室1厅 | 89.3平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2011年建板塔结合  -  高新西', '90万', '单价10079元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abb22c3d-2e0e-4ada-b434-dc30d887d247.png.296x216.jpg', '中海国际社区 多层洋房 装修三房 中间楼层中间位置', '碧林  | 3室2厅 | 142.19平米 | 东南 | 简装 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '266万', '单价18708元/平米')
('https://image1.ljcdn.com/510100-inspection/2c395b4c-4185-4d69-a589-b60458daef14.jpg.296x216.jpg', '采光好+有飘窗+有两层+办公装修+', '保利香槟国际  | 2室1厅 | 44.95平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '63万', '单价14016元/平米')
('https://image1.ljcdn.com/510100-inspection/61c0d5e1-f877-4d64-a158-a42de923a860.jpg.296x216.jpg', '保利香槟国际公寓，产权40公寓.', '保利香槟国际  | 1室1厅 | 45.54平米 | 西南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '72.5万', '单价15921元/平米')
('https://image1.ljcdn.com/510100-inspection/bf58e0d1-b9d8-4372-92c9-2d104a28b7f5.jpg.296x216.jpg', '龙湖时代天街 2室2厅 81万', '龙湖时代天街  | 2室2厅 | 87.1平米 | 东南 西南 | 其他 | 有电梯', '低楼层(共30层)2017年建塔楼  -  高新西', '81万', '单价9300元/平米')
('https://image1.ljcdn.com/510100-inspection/test-538724a8-0d05-4bd3-845e-5215a39cc4d4.png.296x216.jpg', '中房学府海棠一期清水套二+双卫', '中房学府海棠一期  | 2室2厅 | 86.01平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2013年建塔楼  -  高新西', '98万', '单价11395元/平米')
('https://image1.ljcdn.com/510100-inspection/a08849b3-9dd1-45d6-977b-0fb57dcceead.jpg.296x216.jpg', '龙湖时代天街+开发商统一精装修', '龙湖时代天街  | 1室0厅 | 48平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  高新西', '32万', '单价6667元/平米')
('https://image1.ljcdn.com/510100-inspection/d06519ce-aa18-43df-884e-44c50e4562c1.jpg.296x216.jpg', '上锦颐园佳境，大套一，保存新，采光好。', '上锦颐园佳境  | 1室1厅 | 69平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '69万', '单价10000元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8519a563-d57c-4fce-aecf-3eb9bfc49774.png.296x216.jpg', '中房学府海棠~~优质套二~~~~~~~~', '中房学府海棠一期  | 2室1厅 | 85.01平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2013年建塔楼  -  高新西', '102万', '单价11999元/平米')
('', '保利全新装修未入住，位置安静.', '保利香槟国际  | 1室1厅 | 44.43平米 | 西北 | 精装 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '70万', '单价15756元/平米')
('https://image1.ljcdn.com/510100-inspection/fd0bb96c-b0c5-4458-b73c-db7f58bb48e9.jpg.296x216.jpg', '保利香槟国际装修公寓，上下整装装修，', '保利香槟国际  | 1室1厅 | 45平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '75万', '单价16667元/平米')
('https://image1.ljcdn.com/510100-inspection/test-430bbdf8-e7f1-486c-9a93-be0c23fa9a86.png.296x216.jpg', '上锦颐园佳境套二，户型方正，采光好！', '上锦颐园佳境  | 2室1厅 | 86平米 | 西南 | 其他 | 有电梯', '高楼层(共26层)2011年建板塔结合  -  高新西', '92万', '单价10698元/平米')
('https://image1.ljcdn.com/510100-inspection/8b905007-4f34-4272-88f4-859c2bc167e3.jpg.296x216.jpg', '恒大帝景   开发商精装修  公寓', '恒大帝景  | 1室0厅 | 35.87平米 | 东 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '25万', '单价6970元/平米')
('https://image1.ljcdn.com/510100-inspection/936871c9-4f73-421a-92d6-9a67aedcbfe5.jpg.296x216.jpg', '恒大帝景精装标准套一    中间楼层', '恒大帝景  | 1室1厅 | 48平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '38万', '单价7917元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e87cc385-7d1c-4f95-bbaf-e919d3aa9de0.png.296x216.jpg', '保利香槟国际+套二+带70㎡平台+装修', '保利香槟国际  | 2室1厅 | 77.41平米 | 东北 | 其他 | 有电梯', '低楼层(共16层)2013年建板楼  -  中海国际', '165万', '单价21316元/平米')
('https://image1.ljcdn.com/510100-inspection/a8833065-0948-4863-a3c7-25ca1db26e97.jpg.296x216.jpg', '恒大开发商，高品质，户型方正。', '恒大帝景  | 1室0厅 | 35.87平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '25.8万', '单价7193元/平米')
