('https://image1.ljcdn.com/510100-inspection/test-3d5852f0-86d8-4c69-8ae2-daf982f8e004.png.296x216.jpg', '东润风尚标注套二，采光好，楼层好', '东润风尚  | 2室2厅 | 60.99平米 | 西南 | 简装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '101万', '单价16561元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade644039f-4fb4-43ca-afce-8b4b2eefcb6b.jpg.296x216.jpg', '校园春套二 户型方正 交通方便', '校园春天  | 2室1厅 | 78.33平米 | 东 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  川师', '138万', '单价17618元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1caf6007-143a-4067-9bdc-a1c134bc635c.png.296x216.jpg', '比华利三期精装套三空房，未曾入住', '比华利国际城三期  | 3室2厅 | 80.84平米 | 西北 | 其他 | 有电梯', '中楼层(共31层)2014年建板楼  -  川师', '180万', '单价22267元/平米')
('https://image1.ljcdn.com/510100-inspection/fb741bb2-0a9d-48b8-9335-5c72ba539736.jpg.296x216.jpg', '主城区公寓，有装修，带家具家电。', '鑫苑名家一期  | 1室0厅 | 40.65平米 | 南 | 其他 | 有电梯', '中楼层(共35层)2011年建板塔结合  -  卓锦城', '40万', '单价9841元/平米')
('https://image1.ljcdn.com/510100-inspection/9374ed8b-6b13-4ac7-8bc9-b426e4dbef03.jpg.296x216.jpg', '城东雅郡   标间    带阳台', '城东雅郡  | 1室0厅 | 42.23平米 | 东南 | 其他 | 有电梯', '高楼层(共7层)2005年建板楼  -  东光小区', '62万', '单价14682元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6186b84a-0ca7-444f-9fd3-67a2e832ba54.jpg.296x216.jpg', '带楼顶花园 带装修 标准套三双卫', '校园春天  | 3室2厅 | 107.91平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  川师', '220万', '单价20388元/平米')
('https://image1.ljcdn.com/510100-inspection/bb909450-b768-4ddb-8ab6-f0f96860b2ca.jpg.296x216.jpg', '国际化平安社区，好楼层新房套二', '仁恒滨河湾  | 2室2厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2016年建板塔结合  -  东大路', '340万', '单价36560元/平米')
('https://image1.ljcdn.com/510100-inspection/3e1e2013-cb87-40ba-9c87-4db693e9526f.jpg.296x216.jpg', '四海三期   顶层清水套四  对中庭 套四三卫双主卧设计', '融创四海逸家  | 4室2厅 | 97平米 | 东北 | 毛坯 | 有电梯', '高楼层(共40层)2015年建板塔结合  -  卓锦城', '450万', '单价46392元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3564b31d-7d21-4927-814c-1fffaba3d09a.png.296x216.jpg', '40年公寓，水电气三通，交通便利', '蓝光香槟广场  | 1室1厅 | 40.06平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2005年建塔楼  -  合江亭', '70万', '单价17474元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2bcff1fa-4883-4d61-969c-2946c9ff0586.png.296x216.jpg', '龙舟路锦府苑二期高楼层电梯套三双卫', '锦府苑二期  | 3室2厅 | 144.88平米 | 西南 东北 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  莲花', '260万', '单价17946元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload3395882a-4ec7-4efc-b51a-c4c9a3af89c0.jpg.296x216.jpg', '精装自住套二 次卧带阳台 客厅和主卧带大飘窗', '东洪广厦  | 2室1厅 | 77.11平米 | 东南 | 简装 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  三圣乡', '128万', '单价16600元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d8ab48d4-dd6c-4804-a0e8-43bc3f58774e.png.296x216.jpg', '城东雅郡标间，川师地铁口旁边。。', '城东雅郡  | 1室0厅 | 42平米 | 东 | 其他 | 有电梯', '中楼层(共7层)2005年建板楼  -  东光小区', '66万', '单价15715元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d5b511c7-4697-4b13-9894-c41d29e95f65.png.296x216.jpg', '红星国际  带生活阳台 侧面双窗户', '红星国际  | 1室1厅 | 50.98平米 | 西 | 其他 | 有电梯', '高楼层(共31层)2012年建塔楼  -  红星路', '135万', '单价26481元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dfa15d01-8338-4737-a0c9-f4faece0fc14.png.296x216.jpg', '锦江城市花园三期 装修套二 高楼层', '锦江城市花园三期  | 2室1厅 | 58.62平米 | 西北 | 其他 | 有电梯', '高楼层(共34层)2011年建塔楼  -  三圣乡', '115万', '单价19618元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8f535e19-b18c-4f14-9125-f0b39453a25f.jpg.296x216.jpg', '幸福里套三双卫  精装修  带家具家电', '华润幸福里一期  | 3室1厅 | 106.51平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2014年建板塔结合  -  川师', '280万', '单价26289元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9cd53979-c5ff-470a-a005-47c5fc3a0a9d.jpg.296x216.jpg', '南沟头巷、标准套二、装修一般、看房提前约', '南沟头巷20号  | 2室1厅 | 70.52平米 | 南 | 其他', '高楼层(共7层)板塔结合  -  盐市口', '105万', '单价14890元/平米')
('https://image1.ljcdn.com/510100-inspection/f7e82171-835c-44dc-b973-964ebc7f2886.jpg.296x216.jpg', '滨江公寓大户型套三双卫355万', '滨江公寓  | 3室2厅 | 135.11平米 | 西北 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  盐市口', '355万', '单价26275元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f046036-a25a-4c92-8b89-6b77cf30f3c3.png.296x216.jpg', '正成翡翠琉璃套二有装修，随时看房。', '正成翡翠琉璃  | 2室1厅 | 72.56平米 | 西 | 精装 | 有电梯', '低楼层(共33层)2012年建板楼  -  琉璃场', '80万', '单价11026元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7f19746a-0931-4c5c-99e4-08ebc7f38812.png.296x216.jpg', '财富A座 套一 客厅带阳台 有装修 视野开阔', '财富中心  | 1室1厅 | 60.54平米 | 东南 | 精装 | 有电梯', '高楼层(共30层)2005年建板楼  -  盐市口', '180万', '单价29733元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec636ac6-f6cc-4d51-80fe-55a2558bf7e3.png.296x216.jpg', '锦江印象小区 交通便利 小区干净舒适 适合居住', '锦江印象  | 1室1厅 | 45.47平米 | 东 | 其他 | 有电梯', '低楼层(共31层)2008年建板塔结合  -  合江亭', '104万', '单价22873元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a68baacb-821b-457a-a721-a7ad8c0aa77c.png.296x216.jpg', '春熙路背后+跃层套二+交通便利+配套齐全', '正成财富ID  | 2室1厅 | 67.93平米 | 西 | 其他 | 有电梯', '中楼层(共31层)2005年建板楼  -  盐市口', '143万', '单价21052元/平米')
('https://image1.ljcdn.com/510100-inspection/3ca7b99b-9ab7-4f1b-a460-a5c23fdb8eee.jpg.296x216.jpg', '锦江城市花园一期，居家装修套二', '锦江城市花园一期  | 2室1厅 | 68平米 | 东南 西北 | 其他 | 有电梯', '低楼层(共34层)2009年建塔楼  -  三圣乡', '125万', '单价18383元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f74c690e-ab45-43e9-9fae-e476ae18d358.png.296x216.jpg', '东二环边，居家两房，业主自己居家住！', '旭通桂香居  | 2室2厅 | 105.65平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2005年建塔楼  -  沙河堡', '188万', '单价17795元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4c486218-7154-4821-96ac-d9e010baaf91.png.296x216.jpg', '万达 锦华城  楼上40年产权标间', '万达锦华城  | 1室0厅 | 41.01平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2008年建塔楼  -  东湖', '50万', '单价12193元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e00dec9-8777-4164-a028-777bd0f5e224.png.296x216.jpg', '喜年广场+视野开阔+标间+精装修', '喜年广场  | 1室0厅 | 46.89平米 | 西 | 其他 | 有电梯', '高楼层(共32层)2010年建塔楼  -  合江亭', '113万', '单价24099元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6a36ea4d-2b41-4373-9d98-01c75a15eced.jpg.296x216.jpg', '索尔标间  中间楼层  采光好  视野开阔', '索尔龙舟  | 1室0厅 | 23.55平米 | 西南 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  沙河堡', '26万', '单价11041元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6a96a907-8ba3-4bad-a557-0227d8f5d336.png.296x216.jpg', '锦馨家园B区 2室2厅 135万', '锦馨家园B区  | 2室2厅 | 85.53平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2000年建板塔结合  -  琉璃场', '135万', '单价15784元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b839659a-2ddf-4b85-a8a1-c93fc9ac8e4b.png.296x216.jpg', '华韵天府装修套四改套三+衣帽间', '华韵天府  | 4室2厅 | 89.21平米 | 西南 | 其他 | 有电梯', '高楼层(共39层)2013年建塔楼  -  三圣乡', '215万', '单价24101元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1dccea56-6038-4279-8fc3-c6fc859d899b.png.296x216.jpg', '沙河壹号居家装修套三，中间楼层对中庭，卧室带阳台！', '沙河壹号二期  | 3室2厅 | 82平米 | 北 | 其他 | 有电梯', '中楼层(共34层)2013年建塔楼  -  沙河堡', '190万', '单价23171元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload389d5c57-18f7-4ec7-93ac-8654be0a4854.jpg.296x216.jpg', '锦江国际花园有装修 ，套二单位，位置安静', '锦江国际花园  | 2室1厅 | 72.45平米 | 东北 | 其他 | 有电梯', '高楼层(共42层)2016年建塔楼  -  川师', '140万', '单价19324元/平米')
('https://image1.ljcdn.com/510100-inspection/42b71e8c-d196-460a-a10e-d31f20678c61.jpg.296x216.jpg', '时代豪庭   朝南套二双卫  有入户平台  采光充足', '时代豪庭一期  | 2室2厅 | 116.24平米 | 南 | 其他 | 有电梯', '低楼层(共38层)2009年建板塔结合  -  合江亭', '410万', '单价35272元/平米')
('https://image1.ljcdn.com/510100-inspection/0a824590-cff6-40d7-8832-dad884408ac5.jpg.296x216.jpg', '大地城市脉搏    两套打通户型  装修好', '大地城市脉搏  | 2室1厅 | 72.08平米 | 东南 | 精装 | 有电梯', '高楼层(共20层)2004年建板楼  -  盐市口', '180万', '单价24973元/平米')
('https://image1.ljcdn.com/510100-inspection/test-390a38ab-6964-42c9-9699-3b09c6cd3637.png.296x216.jpg', '锦川楼 152.65平米 套三双卫 看河景', '锦川楼  | 3室2厅 | 152.65平米 | 东南 | 精装 | 有电梯', '高楼层(共20层)2000年建板楼  -  合江亭', '305万', '单价19981元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5ce298c0-eebb-43b3-aa38-5b0b769226ff.png.296x216.jpg', '三圣乡舒适型  标准居家 大套二', '合能锦城  | 2室2厅 | 82.35平米 | 西南 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  三圣乡', '158万', '单价19187元/平米')
('https://image1.ljcdn.com/510100-inspection/61198690-9d3a-45f3-ad98-9443256e2df9.jpg.296x216.jpg', '王家坝20号，中间楼层，小区安静不临街，', '王家坝街20号  | 2室1厅 | 61.23平米 | 西 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  合江亭', '120万', '单价19599元/平米')
('https://image1.ljcdn.com/510100-inspection/d9f41d9c-a608-47d5-a1c2-a717399fedb3.jpg.296x216.jpg', '万达锦华城 70年产权标间 看小区中庭', '万达锦华城  | 1室0厅 | 39.28平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2008年建塔楼  -  东湖', '60万', '单价15275元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7c8f8d30-5055-4946-ae68-5699d9432812.jpg.296x216.jpg', '新桂村西五街小区标准套三出售，看房方便', '新桂村西五街42号48号  | 3室2厅 | 109.4平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1996年建板楼  -  九眼桥', '110万', '单价10055元/平米')
('https://image1.ljcdn.com/510100-inspection/test-07e91776-819f-43b9-b28d-eaf3dc26030d.png.296x216.jpg', '万达 锦华城楼上40年产权标间', '万达锦华城  | 1室0厅 | 41.01平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2008年建塔楼  -  东湖', '50万', '单价12193元/平米')
('https://image1.ljcdn.com/510100-inspection/test-39d2e163-8172-41bc-afd9-4d98b02fea85.png.296x216.jpg', '看沙河公园 户型方正 采光充足 中间楼层', '帕丽湾  | 3室2厅 | 129.75平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2008年建塔楼  -  沙河堡', '298万', '单价22968元/平米')
('https://image1.ljcdn.com/510100-inspection/bc5957d7-27a5-4ef6-aa77-3a2013d1d482.jpg.296x216.jpg', '鑫苑名家二期套一单卫有装修，满两年', '鑫苑名家二期  | 1室2厅 | 49.5平米 | 西北 北 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  卓锦城', '88万', '单价17778元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9db9ed35-64b8-48a6-a80f-fe66db33551b.png.296x216.jpg', '香江花园坐北朝南精装修套二出售', '香江花园  | 2室1厅 | 64.6平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  东光小区', '115万', '单价17802元/平米')
('https://image1.ljcdn.com/510100-inspection/64e82d41-c073-4440-b191-462454000d23.jpg.296x216.jpg', '全景落地飘窗，客厅6米挑高，复式，一环内', '锦海国际花园  | 3室2厅 | 163.17平米 | 西南 | 简装 | 有电梯', '中楼层(共24层)2003年建塔楼  -  合江亭', '326万', '单价19980元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d5ca0de2-3bc9-4eaa-96ed-c81a5229466f.png.296x216.jpg', '上东花园一组团，套二有装修，看房预约', '上东花园1组团  | 2室1厅 | 72.9平米 | 西 | 简装 | 无电梯', '中楼层(共6层)2003年建板楼  -  琉璃场', '103万', '单价14129元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadfdcee3d4-5316-4df8-8bef-67e04b8ce7ec.jpg.296x216.jpg', '恒大精装套二开发商统一装修，房子装修保养好', '恒大都汇华庭  | 2室1厅 | 87.92平米 | 西南 | 其他 | 有电梯', '中楼层(共50层)2015年建板楼  -  合江亭', '325万', '单价36966元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadec8bb23d-f0ea-4b74-ae34-2ed8ff075143.jpg.296x216.jpg', '香江花园，标准套二，坐北朝南，通透安静，采光好', '香江花园  | 2室1厅 | 64.46平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  东光小区', '110万', '单价17065元/平米')
('https://image1.ljcdn.com/510100-inspection/5ce544d6-f211-4d97-86e1-6608894c8e2c.jpg.296x216.jpg', '朗御东南朝向 带书房 目前出租酒店.安静', '朗御  | 1室1厅 | 89.85平米 | 东南 | 其他 | 有电梯', '中楼层(共51层)2012年建板楼  -  合江亭', '245万', '单价27268元/平米')
('https://image1.ljcdn.com/510100-inspection/test-24e3b086-80ac-481a-8eba-6d90b9f8dffb.png.296x216.jpg', '盐市口，套四，带装修，有采光，带阳台', '盐市口公寓  | 4室2厅 | 170.23平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)板塔结合  -  盐市口', '399万', '单价23439元/平米')
('https://image1.ljcdn.com/510100-inspection/test-37ab0370-0662-48a9-968b-a191b8dead33.png.296x216.jpg', '康郡套三、客厅有阳台.视野开阔', '康郡  | 3室2厅 | 124.56平米 | 西 | 其他 | 有电梯', '高楼层(共11层)2007年建板楼  -  东光小区', '255万', '单价20473元/平米')
('https://image1.ljcdn.com/510100-inspection/a819db75-b2bd-4ec6-998d-a9fa7353c3ff.jpg.296x216.jpg', '江东民居一区 套二户型  低楼层', '江东民居一区  | 2室1厅 | 63.21平米 | 东南 | 简装', '低楼层(共7层)板楼  -  攀成钢', '110万', '单价17403元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7c05b214-2740-4281-af1b-dc00120cd64b.png.296x216.jpg', '鑫苑名家一期 新青年公寓 40年产权', '鑫苑名家一期  | 1室0厅 | 40.68平米 | 东南 | 其他 | 有电梯', '低楼层(共35层)2011年建板塔结合  -  卓锦城', '41.4万', '单价10177元/平米')
('https://image1.ljcdn.com/510100-inspection/0103ccf6-ca68-4746-80da-277a8d580050.jpg.296x216.jpg', '莲花逸都 三房户型 满两年费用少', '莲花逸都  | 3室1厅 | 88.45平米 | 西北 | 其他 | 有电梯', '中楼层(共34层)2009年建板塔结合  -  九眼桥', '199万', '单价22499元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5f5780c2-5b74-4b11-ae41-10185fd8de77.png.296x216.jpg', '品质小区   双阳台户型  安静不吵', '交大绿岭二期  | 2室1厅 | 76.4平米 | 西北 | 精装 | 有电梯', '中楼层(共34层)2009年建塔楼  -  静居寺', '150万', '单价19634元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload40a93d23-27b2-4e1c-bf75-371324efc940.jpg.296x216.jpg', '锦江区装修套二，户型方正，可以实体看房', '锦江城市花园二期  | 2室1厅 | 51.43平米 | 东北 | 其他 | 有电梯', '中楼层(共34层)2010年建塔楼  -  三圣乡', '100万', '单价19444元/平米')
('https://image1.ljcdn.com/510100-inspection/test-df32b81f-0910-4cca-934f-e3029f0d95b4.png.296x216.jpg', '装修套三，单卫。赠送30%，拎包入住', '华韵天府  | 3室2厅 | 70.9平米 | 东北 | 其他 | 有电梯', '低楼层(共39层)2013年建塔楼  -  三圣乡', '200万', '单价28209元/平米')
('https://image1.ljcdn.com/510100-inspection/4d5cb553-2383-4942-9f0e-a09d83f26de4.jpg.296x216.jpg', '钢管厂五区套二出售，顶楼带花园，装修保养好。', '钢管厂五区  | 2室1厅 | 84.47平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)2001年建塔楼  -  莲花', '116万', '单价13733元/平米')
('https://image1.ljcdn.com/510100-inspection/test-74859df5-be4e-4b16-87e2-c8cf05c7e43f.png.296x216.jpg', '东怡园中装套一，采光好，户型方正', '东怡园  | 1室1厅 | 50.95平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2002年建板楼  -  静居寺', '70万', '单价13739元/平米')
('https://image1.ljcdn.com/510100-inspection/74b317c3-4f15-45c5-b914-c7388328b46d.jpg.296x216.jpg', '四海逸家云庭，新上套四三卫户型。', '融创四海逸家  | 4室2厅 | 88.36平米 | 东南 | 其他 | 有电梯', '中楼层(共40层)2015年建板塔结合  -  卓锦城', '400万', '单价45270元/平米')
('https://image1.ljcdn.com/510100-inspection/2fa9dfe9-96ab-4ac6-8831-f285fce8db69.jpg.296x216.jpg', '总府花园 朝向东南朝向 看房需要提前预约', '总府花园  | 3室1厅 | 109.73平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2000年建板楼  -  合江亭', '220万', '单价20050元/平米')
