('https://image1.ljcdn.com/320100-inspection/6a8ca2d2-a17a-4f9a-afb2-877985baded6.jpg.296x216.jpg', '南邮旁 新空毛坯 通透大三房 中间楼层 报价含车位', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '285万', '单价28783元/平米')
('', '摄山星城天佑苑 2室1厅 120万', '摄山星城天佑苑  | 2室1厅 | 65平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  栖霞其它', '120万', '单价18462元/平米')
('', '南大和园 车位 20万', '南大和园  | 车位 | 12.96平米 | 南 | 无电梯', '2011年建板楼  -  仙林', '20万', '单价15433元/平米')
('', '户型方正，看房方便业主诚心卖小区环境好', '南湾营润康苑  | 3室1厅 | 84.46平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  马群', '176万', '单价20839元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4d2f0380-48c6-4d67-8c69-f92ff42af82d.png.296x216.jpg', '迈皋桥地铁 民国风情街 改善三房东边户 满五年大院子', '教工新村  | 3室2厅 | 113.94平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  迈皋桥', '330万', '单价28963元/平米')
('https://image1.ljcdn.com/320100-inspection/34621364-2e94-4fb2-baee-c27472737dc0.jpg.296x216.jpg', '精装修 采光好 通透好 小区环境优美 全新装修没有住过', '世茂招商语山  | 3室2厅 | 89平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2017年建板楼  -  马群', '355万', '单价39888元/平米')
('', '三房 户型方正 小区环境安静 适宜居住', '中天铭廷  | 3室1厅 | 96.81平米 | 南 | 精装', '中楼层(共18层)2015年建塔楼  -  仙林', '335万', '单价34604元/平米')
('', '鸿运小三房 银城物业 小区环境好', '鸿运嘉园  | 3室2厅 | 93.1平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2011年建板楼  -  仙林', '315万', '单价33835元/平米')
('', '精装修 满二年 通风好 交通便利', '高科荣域  | 4室2厅 | 115平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  仙林', '420万', '单价36522元/平米')
('https://image1.ljcdn.com/320100-inspection/test-10907662-62bb-4623-b360-5347c84115a8.png.296x216.jpg', '马群 南湾营宁康苑 电梯高楼层 精装修 基本没住过', '南湾营宁康苑  | 2室1厅 | 64.74平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2007年建板塔结合  -  马群', '180万', '单价27804元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/871e8164-45ef-40a3-a100-252744f7b461.png.280x210.jpg', '华润幸福里 3室1厅 235万', '华润幸福里  | 3室1厅 | 86.88平米 | 南 | 其他', '中楼层(共27层)2017年建塔楼  -  尧化门', '235万', '单价27049元/平米')
('', '金地湖城艺境 2室2厅 280万', '金地湖城艺境  | 2室2厅 | 86平米 | 南 北 | 其他 | 有电梯', '低楼层(共27层)2017年建塔楼  -  仙林', '280万', '单价32559元/平米')
('', '万达茂 1室1厅 60万', '万达茂  | 1室1厅 | 28.93平米 | 南 | 其他 | 有电梯', '高楼层(共43层)2018年建塔楼  -  栖霞其它', '60万', '单价20740元/平米')
('', '城市绿洲花园 4室2厅 370万', '城市绿洲花园  | 4室2厅 | 84.42平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)2007年建板塔结合  -  晓庄', '370万', '单价43829元/平米')
('https://image1.ljcdn.com/320100-inspection/cb240ba1-f6b2-4752-8b90-1e358e1d561e.jpg.296x216.jpg', '位置好，楼层好，带飘窗，总价低.', '芝嘉花园  | 1室1厅 | 43.7平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  马群', '98万', '单价22426元/平米')
('', '万达茂 1室1厅 87万', '万达茂  | 1室1厅 | 41.46平米 | 南 北 | 其他 | 有电梯', '中楼层(共43层)2018年建塔楼  -  栖霞其它', '87万', '单价20985元/平米')
('', '和燕路小区 3室1厅 215万', '和燕路小区  | 3室1厅 | 87.12平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)1998年建板楼  -  晓庄', '215万', '单价24679元/平米')
('https://image1.ljcdn.com/320100-inspection/a859130c-5f26-4591-a9f8-ba1c30ce885b.jpg.296x216.jpg', '南湾营润康苑 3室1厅 185万', '南湾营润康苑  | 3室1厅 | 84.15平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  马群', '185万', '单价21985元/平米')
('', '万达茂 1室1厅 100万', '万达茂  | 1室1厅 | 46.03平米 | 北 | 其他 | 有电梯', '高楼层(共43层)2018年建塔楼  -  栖霞其它', '100万', '单价21725元/平米')
('', '毛坯 南北通透 户型方正 带院子', '复地御钟山一期  | 5室2厅 | 276.33平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)2013年建板楼  -  马群', '930万', '单价33656元/平米')
('', '怡园小区 2室1厅 165万', '怡园小区  | 2室1厅 | 66.67平米 | 南 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  万寿', '165万', '单价24749元/平米')
('', '君颐东方 电梯房 精装修 配套完善 交通方便', '银城君颐东方  | 4室2厅 | 127.82平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2018年建塔楼  -  马群', '620万', '单价48506元/平米')
('', '万达茂 1室1厅 115万', '万达茂  | 1室1厅 | 51.48平米 | 北 | 其他 | 有电梯', '中楼层(共44层)2018年建塔楼  -  栖霞其它', '115万', '单价22339元/平米')
('', '联排别墅 带前后院子 满五年 南北通透', '听泉山庄  | 4室2厅 | 149.25平米 | 南 北 | 其他', '低楼层(共3层)暂无数据  -  仙林', '650万', '单价43552元/平米')
('https://image1.ljcdn.com/320100-inspection/test-5d3b8c5b-e7f2-41dd-ac79-2bb359c34628.png.296x216.jpg', '中南世纪雅苑 3室2厅 245万', '中南世纪雅苑  | 3室2厅 | 93.31平米 | 南 | 毛坯', '中楼层(共31层)2016年建板塔结合  -  麒麟镇', '245万', '单价26257元/平米')
('', '新城香悦澜山 2室2厅 300万', '新城香悦澜山  | 2室2厅 | 88平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2016年建塔楼  -  仙林', '300万', '单价34091元/平米')
('https://image1.ljcdn.com/320100-inspection/5f944bff-8442-4b9e-ba71-a5aaf29be02e.jpg.296x216.jpg', '高科荣境 3室2厅 340万', '高科荣境  | 3室2厅 | 95平米 | 南 北 | 其他', '低楼层(共11层)2015年建板楼  -  仙林', '340万', '单价35790元/平米')
('', '中南世纪雅苑次新房绿城物业大三房采光无遮挡', '中南世纪雅苑  | 3室2厅 | 111.04平米 | 南 北 | 其他', '低楼层(共24层)暂无数据  -  麒麟镇', '275万', '单价24766元/平米')
('', '高科荣境 3室2厅 520万', '高科荣境  | 3室2厅 | 116平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2013年建塔楼  -  仙林', '520万', '单价44828元/平米')
('', '枫桥雅筑 2室2厅 222万', '枫桥雅筑  | 2室2厅 | 79.48平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  迈皋桥', '222万', '单价27932元/平米')
('', '尧林仙居 5室2厅 225万', '尧林仙居  | 5室2厅 | 119.2平米 | 东 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  尧化门', '225万', '单价18876元/平米')
('https://image1.ljcdn.com/320100-inspection/3fd2fb7b-90ac-4e7d-bdf4-bb8aec0b9247.jpg.296x216.jpg', '新城香悦澜山 3室2厅 276万', '新城香悦澜山  | 3室2厅 | 84平米 | 南 北 | 其他', '低楼层(共27层)暂无数据  -  仙林', '276万', '单价32858元/平米')
('https://image1.ljcdn.com/320100-inspection/6eed5b76-11d9-41e7-a2eb-337a185b8de0.jpg.296x216.jpg', '中天铭廷 3室1厅 330万', '中天铭廷  | 3室1厅 | 98.06平米 | 南 北 | 其他', '中楼层(共18层)2015年建塔楼  -  仙林', '330万', '单价33653元/平米')
('', '地铁口 双南全明户型，阳光好，送地下室', '方圆绿茵  | 2室2厅 | 70.44平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  迈皋桥', '205万', '单价29103元/平米')
('', '双卧朝南，厨房敞亮，客厅布局合理院子有60平方', '仙鹤山庄  | 3室2厅 | 93.97平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  仙林', '295万', '单价31393元/平米')
('', '花港幸福城海棠园 产权置换房 纯毛坯', '花港幸福城海棠园  | 1室1厅 | 47.63平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  麒麟镇', '95万', '单价19946元/平米')
('', '可改性强 交通便利 生活方便 采光充足', '摄山星城齐东苑  | 3室2厅 | 90平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  栖霞其它', '180万', '单价20000元/平米')
('', '天泓山庄竹山苑 3室2厅 460万', '天泓山庄竹山苑  | 3室2厅 | 136.4平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  马群', '460万', '单价33725元/平米')
('https://image1.ljcdn.com/320100-inspection/c20b3d55-9ebb-4d38-b78d-ce2a156bf21f.jpg.296x216.jpg', '新空毛坯房 无遮挡 卖房换房 仙林湖旁', '金地湖城艺境  | 2室1厅 | 87.1平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2016年建板塔结合  -  仙林', '300万', '单价34444元/平米')
('https://image1.ljcdn.com/320100-inspection/00c8485c-3681-4a36-849c-de6bc3e5405e.jpg.296x216.jpg', '南湾营馨康苑 3室1厅 195万', '南湾营馨康苑  | 3室1厅 | 93.95平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2004年建板塔结合  -  马群', '195万', '单价20756元/平米')
('', '此房满两年，出行方便，业主诚心出售', '招商紫金山1号  | 3室2厅 | 157平米 | 南 北 | 其他 | 有电梯', '高楼层(共10层)2013年建板楼  -  马群', '600万', '单价38217元/平米')
('', '精装修 花园洋房 采光好 在售少', '金地湖城艺境  | 3室2厅 | 134平米 | 南 | 精装', '低楼层(共7层)2017年建板楼  -  仙林', '525万', '单价39180元/平米')
('https://image1.ljcdn.com/320100-inspection/2d626014-3973-4170-bb09-f845f903a82a.jpg.296x216.jpg', '东边户 南北通透 中间楼层 户型方正', '诚品城  | 3室2厅 | 101.25平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2009年建板楼  -  仙林', '300万', '单价29630元/平米')
('', '合班家园 4室2厅 328万', '合班家园  | 4室2厅 | 137平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建塔楼  -  迈皋桥', '328万', '单价23942元/平米')
('', '中垠紫金观邸 3室1厅 350万', '中垠紫金观邸  | 3室1厅 | 106平米 | 南 北 | 其他', '中楼层(共14层)板楼  -  马群', '350万', '单价33019元/平米')
('', '百水家园 2室1厅 155万', '百水家园  | 2室1厅 | 63.05平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  马群', '155万', '单价24584元/平米')
('', '中南世纪雅苑 3室2厅 270万', '中南世纪雅苑  | 3室2厅 | 89.91平米 | 南 北 | 其他', '高楼层(共34层)2018年建塔楼  -  麒麟镇', '270万', '单价30031元/平米')
('', '东方天郡西区 4室2厅 590万', '东方天郡西区  | 4室2厅 | 143.75平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  仙林', '590万', '单价41044元/平米')
('', '万达茂 2室2厅 105万', '万达茂  | 2室2厅 | 46.03平米 | 南 北 | 其他 | 有电梯', '高楼层(共43层)2018年建塔楼  -  栖霞其它', '105万', '单价22812元/平米')
('', '舒适大空间 商品房 顶楼带阁楼 业主诚心出售 看房方便', '马群公寓  | 3室2厅 | 133.18平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  马群', '266万', '单价19973元/平米')
('', '摄山星城步青苑 3室2厅 168万', '摄山星城步青苑  | 3室2厅 | 89.98平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)暂无数据  -  栖霞其它', '168万', '单价18671元/平米')
('', '熊猫汇智家园 3室2厅 270万', '熊猫汇智家园  | 3室2厅 | 112平米 | 南 | 其他 | 有电梯', '低楼层(共14层)2002年建板楼  -  仙林', '270万', '单价24108元/平米')
('https://image1.ljcdn.com/320100-inspection/e0921aa9-2856-4f2f-8626-69c6132198d1.jpg.296x216.jpg', '此房楼层好 采光佳 南北通透 业主诚心出售 看房方便', '新城香悦澜山  | 3室2厅 | 124平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2016年建塔楼  -  仙林', '400万', '单价32259元/平米')
('', '南大和园 3室2厅 550万', '南大和园  | 3室2厅 | 137平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2009年建板楼  -  仙林', '550万', '单价40146元/平米')
('', '金浦御龙湾 次新房 2017年电梯房', '金浦御龙湾  | 3室2厅 | 109.24平米 | 南 | 其他 | 有电梯', '中楼层(共20层)板楼  -  迈皋桥', '326万', '单价29843元/平米')
('', '万达茂 3室1厅 400万', '万达茂  | 3室1厅 | 97平米 | 南 | 其他', '中楼层(共34层)暂无数据  -  栖霞其它', '400万', '单价41238元/平米')
('', '燕子矶新城区域乐居雅花园精装三房南北通透', '乐居雅花园  | 3室2厅 | 88.43平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2011年建板楼  -  万寿', '208万', '单价23522元/平米')
('', '迈皋桥街79号 1室1厅 92万', '迈皋桥街79号  | 1室1厅 | 39.5平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  迈皋桥', '92万', '单价23292元/平米')
('https://image1.ljcdn.com/320100-inspection/31c9cf91-83b5-4318-b843-6be5ef669e1d.jpg.296x216.jpg', '高科荣境 4室3厅 750万', '高科荣境  | 4室3厅 | 251.19平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2013年建塔楼  -  仙林', '750万', '单价29858元/平米')
('', '此房方便二次装修或出租 中间楼层 采光好 交通便利', '中垠紫金观邸  | 2室2厅 | 89平米 | 南 北 | 其他', '高楼层(共15层)2016年建塔楼  -  马群', '280万', '单价31461元/平米')
('https://image1.ljcdn.com/320100-inspection/4490a0f9-cdf4-4b17-8ba8-627563d6fea2.jpg.296x216.jpg', '枫桥雅筑 2室1厅 220万', '枫桥雅筑  | 2室1厅 | 80.78平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  迈皋桥', '220万', '单价27235元/平米')
('', '金浦御龙湾 2室2厅 269万', '金浦御龙湾  | 2室2厅 | 88平米 | 南 | 简装 | 有电梯', '中楼层(共20层)板楼  -  迈皋桥', '269万', '单价30569元/平米')
('https://image1.ljcdn.com/320100-inspection/1c1ca0ee-3307-4a6e-af56-264b76fd2735.jpg.296x216.jpg', '仙龙湾山庄 位置好 楼层佳 采光好 业主诚心出售', '仙龙湾山庄  | 3室2厅 | 95平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2010年建板楼  -  仙林', '370万', '单价38948元/平米')
('', '仙龙湾电梯花园洋房精装 有车位', '仙龙湾山庄  | 4室2厅 | 143.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共6层)2010年建板楼  -  仙林', '540万', '单价37650元/平米')
('', '满五年 金鹰旁 出行方便 户型不错 配套成熟', '赛世香樟园  | 3室2厅 | 123.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  仙林', '455万', '单价36843元/平米')
('', '保利罗兰香谷 3室2厅 350万', '保利罗兰香谷  | 3室2厅 | 92.68平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2014年建板塔结合  -  仙林', '350万', '单价37765元/平米')
('https://image1.ljcdn.com/320100-inspection/69cadfe9-adc9-4d45-ab20-945fa30c3598.jpg.296x216.jpg', '顶层跃层 南北通透 多附赠 520万', '高科荣境  | 4室2厅 | 147平米 | 南 | 毛坯', '高楼层(共11层)板楼  -  仙林', '520万', '单价35375元/平米')
('', '玄武区 小区中间位置 位置好 满两年', '盛和家园  | 2室1厅 | 81平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2013年建板楼  -  马群', '160万', '单价19754元/平米')
('', '采光充足 满二 南北通透 无遮挡 有电梯', '星叶羊山湖花园  | 4室2厅 | 144平米 | 南 北 | 其他', '高楼层(共8层)板塔结合  -  仙林', '650万', '单价45139元/平米')
('', '精装修 送露台 小区位置好  采光充足', '尚东花园  | 2室2厅 | 96平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  仙林', '380万', '单价39584元/平米')
('', '十字街号 三房一厅 满五唯一 低楼层', '十字街110号  | 3室1厅 | 76.71平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1997年建板塔结合  -  迈皋桥', '190万', '单价24769元/平米')
('', '南大和园 环境好 联排 采光好 绿化多', '南大和园  | 9室5厅 | 375.83平米 | 南 北 | 其他', '低楼层(共4层)暂无数据  -  仙林', '1600万', '单价42573元/平米')
('', '长营村 2室2厅 170万', '长营村  | 2室2厅 | 69.61平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1998年建板塔结合  -  迈皋桥', '170万', '单价24422元/平米')
('', '中垠紫金观邸 3室2厅 390万', '中垠紫金观邸  | 3室2厅 | 112.23平米 | 南 | 其他', '中楼层(共13层)2016年建塔楼  -  马群', '390万', '单价34751元/平米')
('', '南北通透 户型方正 三房 中间楼层', '诚品城  | 3室2厅 | 98平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2009年建板楼  -  仙林', '315万', '单价32143元/平米')
('', '南北通透 纯毛坯 诚心出售 总价低', '新城香悦澜山  | 2室2厅 | 82.63平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2016年建塔楼  -  仙林', '278万', '单价33644元/平米')
('https://image1.ljcdn.com/320100-inspection/205fa9f4-a4a0-4f1a-8cf7-a2b2040495f2.jpg.296x216.jpg', '高科荣境 4室2厅 620万', '高科荣境  | 4室2厅 | 178平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2014年建塔楼  -  仙林', '620万', '单价34832元/平米')
('', '新城佳园 5室3厅 350万', '新城佳园  | 5室3厅 | 180平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  尧化门', '350万', '单价19445元/平米')
('https://image1.ljcdn.com/320100-inspection/79f5e31a-7de0-44e6-8419-072e2becbd5b.jpg.296x216.jpg', '紫金新寓 3室1厅 340万', '紫金新寓  | 3室1厅 | 95平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板塔结合  -  马群', '340万', '单价35790元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0c813f83-b25a-4124-8708-56abb394da24.png.280x210.jpg', '仙鹤山庄 3室2厅 330万', '仙鹤山庄  | 3室2厅 | 119.15平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  仙林', '330万', '单价27697元/平米')
