('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('', '远大理想城南北通透大三房 小区中好位置 业主急售', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '230万', '单价15437元/平米')
('', '东方桃源3室2厅1卫129平方南北通透', '东方桃源  ', '中楼层(共6层)暂无数据  -  第三大街', '206万', '单价15969元/平米')
('', '南北通透，精装修，业主诚心出售', '远大理想城  ', '高楼层(共9层)板楼  -  第三大街', '400万', '单价20101元/平米')
('', '精装大三房，南北通透，采光充足，楼层好，交通便利，', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '325万', '单价23050元/平米')
('', '远大理想城南北通透户型，单价低正常首付，双气地铁口', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '140万', '单价14894元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0eb73598-18f4-4c52-a99f-17ff7e7f4cd1.png.280x210.jpg', '地铁口亚太花园 大两居 无遮挡 配套齐全', '亚太花园  ', '中楼层(共30层)板塔结合  -  第三大街', '186万', '单价16316元/平米')
('', '此房满五年非唯一，全南大两房，中间楼层。', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '180万', '单价19330元/平米')
('', '金沙湖 高尔夫  联排别墅 诚意出售', '金沙湖高尔夫观邸  ', '低楼层(共3层)暂无数据  -  第八大街', '1000万', '单价31883元/平米')
('', '亚太明珠，四房两厅两卫，满五年无贷款', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '300万', '单价16068元/平米')
('', '三环里品质楼盘  加送双车位 直接领包入住', '绿地海珀兰轩  ', '中楼层(共30层)暂无数据  -  第三大街', '350万', '单价21605元/平米')
('', '恒大绿洲1楼复式，精装6室，南北通透', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '239万', '单价22059元/平米')
('', '南北通透四居室 前后无遮挡采光好 诚心出售', '绿地海珀兰轩  ', '低楼层(共30层)暂无数据  -  第三大街', '362.9万', '单价20000元/平米')
('', '房子满五唯一，精装修，南北通透', '远大理想城  ', '低楼层(共22层)暂无数据  -  第三大街', '220万', '单价17368元/平米')
('', '恒大绿洲 3室2厅 249万', '恒大绿洲  ', '低楼层(共33层)暂无数据  -  第三大街', '249万', '单价17536元/平米')
('', '满五年住房，南北向，采光好，户型好，一梯两户。', '建达百度花园  ', '中楼层(共4层)板楼  -  第三大街', '330万', '单价18457元/平米')
('', '远大理想城  多层两居室  中间层  南北通透', '远大理想城  ', '中楼层(共6层)板楼  -  第三大街', '158万', '单价16990元/平米')
('', '多层洋房 低于市场价 随时可以看房 一梯两户 得房率高', '建达百度花园  ', '高楼层(共6层)板楼  -  第三大街', '200万', '单价14286元/平米')
('', '交通方便，配套齐全，小面积低首付。', '大城小室  ', '低楼层(共15层)暂无数据  -  第三大街', '38万', '单价11751元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/90de74de-ce24-4c05-aa47-760b99dc934d.png.280x210.jpg', '恒大绿洲 3室2厅 200万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '200万', '单价21979元/平米')
('', '远大理想城一层、南北向三居、满五年唯一', '远大理想城  ', '低楼层(共11层)板楼  -  第三大街', '215万', '单价18377元/平米')
('', '地铁5号线 尽在咫尺 精装修，交通便利，配套齐全', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '160万', '单价19278元/平米')
('', '远大 精装三房 满五唯一 无贷款', '远大理想城  ', '低楼层(共33层)暂无数据  -  第三大街', '200万', '单价15823元/平米')
('', '远大理想城 车位 19万', '远大理想城  ', '暂无数据  -  第三大街', '19万', '单价12667元/平米')
('', '房子满五年，视野开阔，采光好。', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '290万', '单价15509元/平米')
('', '远大理想城，满五年，交通方便！', '远大理想城  ', '中楼层(共32层)板塔结合  -  第三大街', '273万', '单价15965元/平米')
('', '恒大绿洲 满两年省税 前排优质两房 家具家电全送', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '165万', '单价17808元/平米')
('', '满五唯一，业主诚心卖，小区肃静适合居住', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '260万', '单价15922元/平米')
('', '远大理想城正规两居 精装修中间楼层 视野开阔采光好', '远大理想城  ', '低楼层(共33层)暂无数据  -  第三大街', '139万', '单价16548元/平米')
('', '北院小标间 精装修 诚心出售 看房方便', '格林度假山庄  ', '中楼层(共7层)板楼  -  第三大街', '50万', '单价16667元/平米')
('', '经开区青青美庐，叠拼别墅一楼复式送花园带车库满五年', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '450万', '单价16163元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/815e8f59-0713-4dc6-abe1-60f4646da82d.png.280x210.jpg', '恒大绿洲  有房本  满五年  无差额税  诚心卖', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '166万', '单价20037元/平米')
('', '远大理想城 双气南向大四房 精装复式 近地铁上学方便', '远大理想城  ', '低楼层(共22层)暂无数据  -  第三大街', '320万', '单价17978元/平米')
('', '富田九鼎世家 大四房 有房本 业主诚心出售', '富田九鼎世家  ', '高楼层(共25层)板塔结合  -  第三大街', '380万', '单价20541元/平米')
('', '美庐银座朝南标间满五年税费低 业主诚意出售', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '58万', '单价13571元/平米')
('', '远大理想城 大五房 随时看房 理想城一共26套', '远大理想城  ', '低楼层(共28层)板塔结合  -  第三大街', '300万', '单价15958元/平米')
('', '南北通透毛坯三室，靠上楼层诚心出售', '绿地海珀兰轩  ', '高楼层(共30层)暂无数据  -  第三大街', '255万', '单价16140元/平米')
('https://image1.ljcdn.com/410100-inspection/test-e254c63e-bead-4dfb-be33-6e00be546466.png.296x216.jpg', '远大理想城大两房，精装修可以改三房，客厅朝南带阳台', '远大理想城  ', '中楼层(共11层)板楼  -  第三大街', '180万', '单价17476元/平米')
('', '经开远大理想城南北通透大三房，满五年免 税房源双气', '远大理想城  ', '高楼层(共26层)暂无数据  -  第三大街', '240万', '单价17648元/平米')
('', '南北通透二房，小区环境好~~户型优质', '绿地海珀兰轩  ', '高楼层(共32层)暂无数据  -  第三大街', '155万', '单价17416元/平米')
('', '富田九鼎87.5平两房 169万 有房本 随时看房', '富田九鼎世家  ', '低楼层(共25层)板塔结合  -  第三大街', '170万', '单价19429元/平米')
('', '东畔花苑 5室2厅 230万', '东畔花苑  ', '高楼层(共6层)暂无数据  -  第三大街', '230万', '单价11220元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploaddeb4368a-8312-4c8e-b3c0-45302ca342b3.jpg.296x216.jpg', '远大理想城 5室1厅 340万', '远大理想城  ', '中楼层(共32层)暂无数据  -  第三大街', '340万', '单价19734元/平米')
('', '此房南北通透格局，楼层好，视野宽阔，采光充足', '绿地海珀兰轩  ', '低楼层(共30层)暂无数据  -  第三大街', '280万', '单价17984元/平米')
('', '亚太花园 电梯洋房 一梯两户 满五年', '亚太花园  ', '低楼层(共7层)板楼  -  第三大街', '267万', '单价16085元/平米')
('', '亚太明珠，房子满两年，精装修的婚房', '亚太明珠  ', '中楼层(共24层)板楼  -  第三大街', '300万', '单价18405元/平米')
('', '精装修，南北通透，交通方便，人车分流', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '235万', '单价26022元/平米')
('', '房子自住装修，采光好，坐北朝南，楼间距宽。', '亚太明珠  ', '低楼层(共24层)板楼  -  第三大街', '230万', '单价16084元/平米')
('https://image1.ljcdn.com/410100-inspection/417704cb-4a79-41e8-a236-b7f4d5485a1e.jpg.296x216.jpg', '房子满五年，中间楼层，采光不错', '远大理想城  ', '中楼层(共11层)板楼  -  第三大街', '200万', '单价17392元/平米')
('', '亚太花园 花园电梯洋房 一梯两户', '亚太花园  ', '中楼层(共7层)板楼  -  第三大街', '320万', '单价19278元/平米')
('', '美庐银座1室1卫48平方精装修', '美庐银座  ', '中楼层(共18层)暂无数据  -  第三大街', '58.5万', '单价12188元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e0cdbed1-fb71-47a8-85e8-f20460697172.png.280x210.jpg', '亚太花园 高楼层全天采光 俯视建业足球场 地铁200米', '亚太花园  ', '中楼层(共30层)板塔结合  -  第三大街', '171万', '单价15000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0eb73598-18f4-4c52-a99f-17ff7e7f4cd1.png.280x210.jpg', '亚太花园，满五唯一，114平大两居', '亚太花园  ', '高楼层(共30层)板塔结合  -  第三大街', '158万', '单价13860元/平米')
('', '宏光合园1室1厅1卫56.99平方双气地铁口', '宏光合园  ', '中楼层(共16层)暂无数据  -  第三大街', '73万', '单价12810元/平米')
('', '远大理想城诚心出售三房，户型方正', '远大理想城  ', '低楼层(共32层)暂无数据  -  第三大街', '220.6万', '单价16000元/平米')
('', '好望角 70年产权成套住宅 双气社区 随时看房', '好望角国际公寓  ', '低楼层(共11层)暂无数据  -  第三大街', '218万', '单价18957元/平米')
('', '远大理想城 多层居中大三居 南北通透 诚心出售', '远大理想城  ', '中楼层(共6层)板塔结合  -  第三大街', '295万', '单价20206元/平米')
('', '绿地海泊兰轩 毛坯房 纯南户 随时看房 产证快下来', '绿地海珀兰轩  ', '低楼层(共32层)暂无数据  -  第三大街', '150万', '单价17242元/平米')
('', '格林假日 朝南一居室 满两年 大套一可改套二 诚心出售', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '100万', '单价13334元/平米')
('', '恒大绿洲 2室2厅 200万', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '200万', '单价21740元/平米')
('https://image1.ljcdn.com/410100-inspection/dfe9f2d2-4e1d-4c2a-b6e8-adcd28f53962.jpg.296x216.jpg', '此房满五唯一，错层复式南北通透,带小院。', '悉尼阳光  ', '低楼层(共6层)板楼  -  第三大街', '380万', '单价21436元/平米')
('', '远大理想城毛坯大三房 南北通透 高楼层视野开阔', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '230万', '单价15666元/平米')
('', '新宇花园，满五年，挑高复式，诚心卖', '新宇花园  ', '高楼层(共6层)板楼  -  第三大街', '288万', '单价16000元/平米')
('', '阅山公馆 全南三房 实用 户型正 采光好 无遮挡', '阅山公馆  ', '低楼层(共27层)暂无数据  -  第三大街', '206万', '单价20000元/平米')
('', '单位家属院，双气，满五唯一住房', '矿业集团家属院  ', '高楼层(共6层)板楼  -  第三大街', '140万', '单价14433元/平米')
('', '楼层好，客厅带大阳台居住舒适。', '海馨苑  ', '低楼层(共18层)板楼  -  第三大街', '260万', '单价18182元/平米')
('', '格林假日  电梯房  业主诚心出售', '格林假日  ', '高楼层(共11层)板楼  -  第三大街', '280万', '单价14433元/平米')
('', '远大理想城 3室2厅 180万', '远大理想城  ', '低楼层(共18层)板楼  -  第三大街', '180万', '单价16173元/平米')
('', '恒大绿洲  小三房 精装修  诚心出售', '恒大绿洲  ', '高楼层(共32层)板楼  -  第三大街', '180万', '单价20090元/平米')
('', '满五年南向两居室 视野无遮挡前后一望无际', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '115万', '单价13265元/平米')
('', '南北通透 小高层小公摊三室 看房方便 诚心出售', '美立方  ', '高楼层(共9层)暂无数据  -  第三大街', '170万', '单价15478元/平米')
('', '恒大绿洲 2室2厅 175万', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '175万', '单价19022元/平米')
('', '亚太花园，大三居，电梯洋房，满五唯一，送33平地下室', '亚太花园  ', '高楼层(共7层)板楼  -  第三大街', '253万', '单价17656元/平米')
('', '恒大精装两房，业主诚心出售，看房方便。', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '170万', '单价18995元/平米')
('', '远大理想城 南北通透 满五唯一  楼层好 采光无遮挡', '远大理想城  ', '中楼层(共33层)暂无数据  -  第三大街', '210万', '单价16393元/平米')
('https://image1.ljcdn.com/410100-inspection/8d59bb29-6532-4f75-8239-d7f3bb57e8ce.jpg.296x216.jpg', '金沙湖一楼带院精装修房，看房方便，业主诚心出售。', '金沙湖高尔夫观邸  ', '低楼层(共33层)暂无数据  -  第八大街', '230万', '单价25556元/平米')
('', '远大理想城 简装标间 中间楼层 户型好 价格低', '远大理想城  ', '低楼层(共16层)板塔结合  -  第三大街', '75万', '单价17442元/平米')
('', '远大理想城 3室2厅 450万', '远大理想城  ', '低楼层(共6层)板塔结合  -  第三大街', '450万', '单价28482元/平米')
('', '绿地海珀兰轩  南北通透三居室 楼层高视野好', '绿地海珀兰轩  ', '高楼层(共30层)暂无数据  -  第三大街', '270万', '单价17089元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9fa54ff1-e609-4536-a279-9ff6839bd4f7.png.296x216.jpg', '南北通透两室对外出售，看房方便，有意者速电', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '127万', '单价13656元/平米')
('', '大城小事 纯南户型 采光好 交通便利 配套齐全', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '79万', '单价12540元/平米')
