('https://image1.ljcdn.com/shfdfs-image/20170729/c77c35f3-f091-4125-bb8a-634b28448c98.jpg.296x216.jpg', '香滨水岸 3室2厅 289万', '香滨水岸  | 3室2厅 | 102.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  郭巷', '289万', '单价28256元/平米')
('https://image1.ljcdn.com/320500-inspection/c377e82b-32a3-48a6-82ce-0c18a06e2af5.JPG.296x216.jpg', '云山诗意 3室2厅 190万', '云山诗意  | 3室2厅 | 89平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2013年建板楼  -  木渎', '190万', '单价21349元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ca572384-4a9b-4efc-b875-541687d0b187.png.296x216.jpg', '合景领峰 1室1厅 50万', '合景领峰  | 1室1厅 | 40.81平米 | 西南 | 简装 | 有电梯', '高楼层(共26层)2015年建板楼  -  木渎', '50万', '单价12252元/平米')
('https://image1.ljcdn.com/320500-inspection/1d9878ff-17e7-4e9a-9d61-3d10a3295c5e.JPG.296x216.jpg', '朗诗绿色街区 2室2厅 230万', '朗诗绿色街区  | 2室2厅 | 88.26平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2013年建板楼  -  木渎', '230万', '单价26060元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d1794cd0-ec97-4e3a-90fe-d6ae3c188844.png.296x216.jpg', '万达华府 3室2厅 200万', '万达华府  | 3室2厅 | 88.69平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2016年建塔楼  -  城南', '200万', '单价22551元/平米')
('https://image1.ljcdn.com/320500-inspection/test-2a9895c3-0c16-4117-bd6a-fc63536110c8.png.296x216.jpg', '新城香溢澜桥 3室2厅 215万', '新城香溢澜桥  | 3室2厅 | 93.25平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  城南', '215万', '单价23057元/平米')
('https://image1.ljcdn.com/320500-inspection/44dc753e-da2b-4f21-9c30-dea2a53936d3.JPG.296x216.jpg', '苏香名园 3室2厅 230万', '苏香名园  | 3室2厅 | 127平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2003年建板楼  -  木渎', '230万', '单价18111元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadef0130a7-1cac-46a2-a9a4-c9e69041d3a8.jpg.296x216.jpg', '满五唯一省个税 清水湾精装三房 中上楼层采光好！！！', '清水湾花园  | 3室2厅 | 109.29平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  城南', '205万', '单价18758元/平米')
('https://image1.ljcdn.com/320500-inspection/d8000293-3714-4657-ab45-1e0b23e4d245.jpg.296x216.jpg', '中海青公馆 3室2厅 254万', '中海青公馆  | 3室2厅 | 97平米 | 东南 南 | 其他 | 有电梯', '低楼层(共18层)板楼  -  尹山湖', '254万', '单价26186元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ffbca34c-8c61-4a81-af02-c1ca037a0d4c.png.296x216.jpg', '石湖华城 4室2厅 286万', '石湖华城  | 4室2厅 | 154.94平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2010年建板楼  -  越溪', '286万', '单价18459元/平米')
('https://image1.ljcdn.com/320500-inspection/cd9e782b-8f44-4829-8efc-9f2ef1cc6a1b.jpg.296x216.jpg', '满五年唯一税少 自住精装 诚心出售 看房随时', '湖岸名家北区  | 3室2厅 | 87平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  郭巷', '198万', '单价22759元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171010/7f7d0b5b-4160-457e-8e6b-ed779622185e.jpg.296x216.jpg', '黄金水岸花园 8室3厅 880万', '黄金水岸花园   | 独栋别墅 | 8室3厅 | 420平米 | 南 | 毛坯 | 无电梯', '1层2014年建板楼  -  香山', '880万', '单价20953元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170106/6ac5f6c3-5846-4c49-849e-b20d76d59889.jpg.296x216.jpg', '精装大三房 多层洋房 视野宽阔 采光充足', '清水湾花园  | 3室2厅 | 109平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  城南', '215万', '单价19725元/平米')
('https://image1.ljcdn.com/320500-inspection/98944633-e922-47d4-9908-3ed108cd5577.jpg.296x216.jpg', '小石城8区梧桐园 3室2厅 270万', '小石城8区梧桐园  | 3室2厅 | 131.32平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2015年建板楼  -  城南', '270万', '单价20561元/平米')
('https://image1.ljcdn.com/320500-inspection/c0206005-9a83-44fc-809e-1fc7113d9219.JPG.296x216.jpg', '苏香名园 3室2厅 220万', '苏香名园  | 3室2厅 | 120平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  木渎', '220万', '单价18334元/平米')
('https://image1.ljcdn.com/320500-inspection/1aa8a291-7e88-43f4-9568-2649d614e236.jpg.296x216.jpg', '水香一村 3室2厅 180万', '水香一村  | 3室2厅 | 101平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  龙西', '180万', '单价17822元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9aca1c82-664e-43e6-b2ac-9ffb1799894d.png.296x216.jpg', '湖滨花园 2室2厅 193万', '湖滨花园  | 2室2厅 | 87平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2014年建板楼  -  郭巷', '193万', '单价22184元/平米')
('https://image1.ljcdn.com/320500-inspection/1de2ca7e-7104-467e-8c61-953c63b9456e.jpg.296x216.jpg', '仁泰花园 2室2厅 175万', '仁泰花园  | 2室2厅 | 103平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2011年建板楼  -  城南', '175万', '单价16991元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161114/0bfa0b2b-5920-4d5b-bc07-ccef3429a30f.jpg.296x216.jpg', '长蠡花园 4室2厅 490万', '长蠡花园   | 联排别墅 | 4室2厅 | 260平米 | 暂无数据 | 简装 | 无电梯', '2层2000年建板楼  -  城南', '490万', '单价18847元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171014/91316777-8dc8-4f93-a8b5-828a04d4dfea.jpg.296x216.jpg', '天伦随园 5室3厅 6000万', '天伦随园   | 独栋别墅 | 5室3厅 | 1048.78平米 | 南 | 精装 | 无电梯', '1层2005年建板楼  -  木渎', '6000万', '单价57210元/平米')
('https://image1.ljcdn.com/320500-inspection/f3a6bce1-72c1-40dc-af8b-ba2cc16e1d29.jpg.296x216.jpg', '华亭梦立方 2室2厅 84万', '华亭梦立方  | 2室2厅 | 57.38平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2015年建板塔结合  -  郭巷', '84万', '单价14640元/平米')
('https://image1.ljcdn.com/320500-inspection/53aa9dd1-623c-4388-b9a4-7abda2e2a355.jpg.296x216.jpg', '吴中村 3室2厅 190万', '吴中村  | 3室2厅 | 118平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2005年建板楼  -  龙西', '190万', '单价16102元/平米')
('https://image1.ljcdn.com/320500-inspection/daaf1d4b-bd0f-40ec-8f4c-7e7c8744695d.JPG.296x216.jpg', '姑苏印象花园 2室2厅 159万', '姑苏印象花园  | 2室2厅 | 87.05平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2012年建平房  -  木渎', '159万', '单价18266元/平米')
('https://image1.ljcdn.com/320500-inspection/test-b04450f6-762f-4905-8b38-794904b66758.png.296x216.jpg', '旭辉美澜城 3室2厅 188万', '旭辉美澜城  | 3室2厅 | 89.37平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2016年建板楼  -  郭巷', '188万', '单价21037元/平米')
('https://image1.ljcdn.com/320500-inspection/42711a9f-3a7c-4e66-8bf3-e2ab6386df87.jpg.296x216.jpg', '帕堤欧东润花园 2室2厅 123万', '帕堤欧东润花园  | 2室2厅 | 91平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2009年建板楼  -  临湖', '123万', '单价13517元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171103/0ce396ba-4f4f-4889-9370-7cddac56371e.jpg.296x216.jpg', '中茵御墅湾 5室2厅 1200万', '中茵御墅湾   | 叠拼别墅 | 5室2厅 | 341平米 | 东 | 毛坯 | 无电梯', '下叠(共4层)2014年建板塔结合  -  郭巷', '1200万', '单价35191元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161015/cae96a44-83bb-4c51-b63f-1b63e2e3d6e5.jpg.296x216.jpg', '香格里拉花园 4室2厅 613万', '香格里拉花园   | 独栋别墅 | 4室2厅 | 209平米 | 北 南 | 精装 | 无电梯', '3层2004年建板楼  -  城南', '613万', '单价29331元/平米')
('https://image1.ljcdn.com/320500-inspection/7ab0ee4f-8cbf-4bdc-9ebf-8770311f25a1.jpg.296x216.jpg', '新城金郡南区二期 3室2厅 210万', '新城金郡南区二期  | 3室2厅 | 88.37平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2013年建板楼  -  城南', '210万', '单价23764元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170910/4a94278d-e087-43c4-8f09-7bbbc6486070.jpg.296x216.jpg', '双银国际金融城 1室1厅 72万', '双银国际金融城  | 1室1厅 | 63.47平米 | 暂无数据 | 其他 | 有电梯', '高楼层(共7层)2013年建塔楼  -  郭巷', '72万', '单价11344元/平米')
('https://image1.ljcdn.com/320500-inspection/49d2e42a-c8fd-40c4-ad80-fcce6a5c4247.jpg.296x216.jpg', '吴中村 3室1厅 125万', '吴中村  | 3室1厅 | 78.12平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  龙西', '125万', '单价16002元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170520/998854f5-2935-44c6-a184-a806f17facf0.jpg.296x216.jpg', '保利独墅西岸 3室2厅 415万', '保利独墅西岸  | 3室2厅 | 175平米 | 南 | 毛坯 | 有电梯', '高楼层(共6层)2015年建板楼  -  郭巷', '415万', '单价23715元/平米')
('https://image1.ljcdn.com/320500-inspection/cd03635e-7289-4175-b336-2e8e406ebd34.jpg.296x216.jpg', '港龙财智国际 3室2厅 84万', '港龙财智国际  | 3室2厅 | 75平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2013年建板楼  -  城南', '84万', '单价11200元/平米')
('https://image1.ljcdn.com/320500-inspection/test-339d9acb-7cf8-46e0-b0a9-2964b02a1c7f.png.296x216.jpg', '清水湾花园 3室2厅 215万', '清水湾花园  | 3室2厅 | 124平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  城南', '215万', '单价17339元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170812/a6354986-1085-46ce-a3f2-e441dc6ac40d.jpg.296x216.jpg', '保利观湖国际 3室2厅 322万', '保利观湖国际  | 3室2厅 | 131平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2012年建板塔结合  -  尹山湖', '322万', '单价24581元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3b437fba-a7e0-4d15-bc7d-97b3d66842ee.png.296x216.jpg', '旭辉美澜城 2室2厅 173万', '旭辉美澜城  | 2室2厅 | 79.1平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2015年建板楼  -  郭巷', '173万', '单价21872元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6ad6f3c0-7c34-4102-ab52-f0de69551f4a.png.296x216.jpg', '德敏花园 碧波实小实中 有独库轨交4号2号线 有钥匙', '德敏花园  | 3室2厅 | 119.33平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1999年建板楼  -  城南', '205万', '单价17180元/平米')
('https://image1.ljcdn.com/320500-inspection/60083e74-1443-44bc-bd6b-7d1670cad4fe.jpg.296x216.jpg', '清水湾花园 婚装洋房两卫 自住保养好 看房随时', '清水湾花园  | 2室2厅 | 103.9平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  城南', '198万', '单价19057元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160827/fe293eae-79c1-499b-8e7f-29176990f110.jpg.296x216.jpg', '湖岸名家北区 3室2厅 235万', '湖岸名家北区  | 3室2厅 | 112.77平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2008年建板楼  -  郭巷', '235万', '单价20839元/平米')
('https://image1.ljcdn.com/320500-inspection/97bef5fc-58a3-4787-a755-bb5ced076608.JPG.296x216.jpg', '朗诗绿色街区 3室2厅 286万', '朗诗绿色街区  | 3室2厅 | 122.4平米 | 南 北 | 其他 | 有电梯', '中楼层(共24层)2013年建板楼  -  木渎', '286万', '单价23367元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160826/67e00746-9c08-4afd-ad47-d3aaf2beb2e8.jpg.296x216.jpg', '小区 四连排装修 前后带院子 出行方便 出行', '世茂石湖湾   | 独栋别墅 | 4室2厅 | 303平米 | 南 北 | 精装 | 无电梯', '1层2015年建板楼  -  城南', '1200万', '单价39604元/平米')
('https://image1.ljcdn.com/320500-inspection/eb7db7bb-4229-46ea-a0d3-d5753a7b287f.jpg.296x216.jpg', '国香雅苑 3室2厅 225万', '国香雅苑  | 3室2厅 | 109平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2010年建板楼  -  郭巷', '225万', '单价20643元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5103d1fa-fde2-4214-93b7-e2055d455969.png.296x216.jpg', '越湖家天下 2室1厅 195万', '越湖家天下  | 2室1厅 | 82平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2014年建板楼  -  城南', '195万', '单价23781元/平米')
('https://image1.ljcdn.com/320500-inspection/test-8611f47a-662a-452c-9ac3-2c580304969d.png.296x216.jpg', '中海双湾花园一期 3室2厅 280万', '中海双湾花园一期  | 3室2厅 | 120平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2015年建板楼  -  尹山湖', '280万', '单价23334元/平米')
('https://image1.ljcdn.com/320500-inspection/test-d8829955-c26c-43b9-98ed-3e7483b9e77f.png.296x216.jpg', '独墅湖湖景 89平+南阳台+北露台 生态生活方式', '保利独墅西岸  | 2室2厅 | 89.8平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共7层)2015年建板楼  -  郭巷', '286万', '单价31849元/平米')
('https://image1.ljcdn.com/320500-inspection/15820f3a-e5e9-4203-ad7a-06fceede5ede.jpg.296x216.jpg', '鼎盛花园 3室2厅 352万', '鼎盛花园  | 3室2厅 | 125平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2009年建板楼  -  苏苑', '352万', '单价28160元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3195415a-b539-4655-891c-2904a0fda179.png.296x216.jpg', '阳光水榭花园 4室2厅 325万', '阳光水榭花园  | 4室2厅 | 168.32平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2015年建板楼  -  城南', '325万', '单价19309元/平米')
('https://image1.ljcdn.com/320500-inspection/e24f503e-a952-4071-804d-8e70e9e06f2b.JPG.296x216.jpg', '红星国际生活广场 3室2厅 230万', '红星国际生活广场  | 3室2厅 | 108平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2016年建板楼  -  木渎', '230万', '单价21297元/平米')
('https://image1.ljcdn.com/320500-inspection/a9a651e7-cd06-4c03-af98-4a5f764d26e8.jpg.296x216.jpg', '博雅苑 5室4厅 592万', '博雅苑  | 5室4厅 | 247平米 | 南 | 精装 | 有电梯', '高楼层(共23层)2000年建板楼  -  龙西', '592万', '单价23968元/平米')
('https://image1.ljcdn.com/320500-inspection/05ef87bb-455f-48fc-9787-2e740b59dcb9.jpg.296x216.jpg', '双银国际金融城 1室2厅 68万', '双银国际金融城  | 1室2厅 | 72平米 | 南 | 其他 | 有电梯', '高楼层(共7层)2013年建塔楼  -  郭巷', '68万', '单价9445元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/85011c54-5719-4404-b569-e8f1b40f2d6f.jpg.296x216.jpg', '现代园墅 6室2厅 614万', '现代园墅   | 联排别墅 | 6室2厅 | 307平米 | 暂无数据 | 毛坯 | 无电梯', '1层2009年建板楼  -  城南', '614万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/test-f55d1af8-45af-44e7-9730-70bb689bd8df.png.296x216.jpg', '湖滨花园 4室2厅 275万', '湖滨花园  | 4室2厅 | 133.8平米 | 南 | 精装', '低楼层(共27层)暂无数据  -  郭巷', '275万', '单价20554元/平米')
('https://image1.ljcdn.com/320500-inspection/test-80c666ba-2195-49d6-817d-a2c7c9aec441.png.296x216.jpg', '世茂石湖湾 4室2厅 320万', '世茂石湖湾   | 联排别墅 | 4室2厅 | 139平米 | 南 | 其他 | 有电梯', '25层2015年建板楼  -  城南', '320万', '单价23022元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload26dc8a6a-d447-4341-92cf-1735de08fc23.jpg.296x216.jpg', '城南板块环境较好的公寓，朝西，诚售，交通便利', '城南印象生活广场  | 1室1厅 | 41平米 | 西 | 精装 | 有电梯', '中楼层(共16层)2012年建板楼  -  城南', '43万', '单价10488元/平米')
('https://image1.ljcdn.com/320500-inspection/e554d3a4-93aa-4dc8-8c85-01ec4b2a2fd0.jpg.296x216.jpg', '新城金郡北区 2室2厅 175万', '新城金郡北区  | 2室2厅 | 85.71平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2012年建板楼  -  城南', '175万', '单价20418元/平米')
('https://image1.ljcdn.com/320500-inspection/test-93a5575a-a834-4ce3-8885-589f14fea885.png.296x216.jpg', '美乐城 2室1厅 53万', '美乐城  | 2室1厅 | 46.04平米 | 暂无数据 | 简装 | 有电梯', '中楼层(共17层)2013年建板楼  -  城南', '53万', '单价11512元/平米')
('https://image1.ljcdn.com/320500-inspection/173f72b6-59ca-44d5-b03b-cc9b0b98a80b.jpg.296x216.jpg', '水香二村 3室2厅 155万', '水香二村  | 3室2厅 | 86平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1999年建板楼  -  龙西', '155万', '单价18024元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadf07a9ef1-71da-475c-ab44-b712ecc3817d.jpg.296x216.jpg', '原墅名君别院 4室3厅 768万', '原墅名君别院   | 联排别墅 | 4室3厅 | 215平米 | 南 | 精装 | 无电梯', '3层2002年建板楼  -  龙西', '768万', '单价35721元/平米')
('https://image1.ljcdn.com/320500-inspection/c98541e0-3233-4e58-97d8-41b8a2e9c6e9.jpg.296x216.jpg', '典雅花园 5室2厅 538万', '典雅花园   | 叠拼别墅 | 5室2厅 | 242.71平米 | 南 | 其他', '下叠(共5层)板楼  -  龙西', '538万', '单价22167元/平米')
('https://image1.ljcdn.com/320500-inspection/68f72e79-5e73-47cf-babb-cc38935cc77b.jpg.296x216.jpg', '湄长新村 2室1厅 89万', '湄长新村  | 2室1厅 | 55平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  苏苑', '89万', '单价16182元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160526/04f0352e-169a-448e-a328-097b47008352.jpg.296x216.jpg', '中海独墅岛 4室3厅 1030万', '中海独墅岛   | 独栋别墅 | 4室3厅 | 517.83平米 | 南 | 毛坯 | 无电梯', '3层2011年建板楼  -  郭巷', '1030万', '单价19891元/平米')
('https://image1.ljcdn.com/320500-inspection/test-84cf2f3f-646c-4e04-902e-7d22d98bd61b.png.296x216.jpg', '越湖家天下 2室2厅 195万', '越湖家天下  | 2室2厅 | 82.11平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2014年建板楼  -  城南', '195万', '单价23749元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4e7d7f8b-bbef-43a6-9cdd-a312e33d558a.png.296x216.jpg', '中海双湾花园二期 3室2厅 348万', '中海双湾花园二期  | 3室2厅 | 126平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共9层)2015年建板楼  -  尹山湖', '348万', '单价27620元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161005/2b9c3c21-9e4b-4b43-b331-e71146846b7d.jpg.296x216.jpg', '博雅苑 6室3厅 650万', '博雅苑  | 6室3厅 | 248平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2000年建板楼  -  龙西', '650万', '单价26210元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadfb3dbc0e-3b72-4190-bc61-4fc4d49e257d.jpg.296x216.jpg', '富利广场 1室1厅 52万', '富利广场  | 1室1厅 | 43平米 | 东 | 其他 | 有电梯', '中楼层(共9层)2014年建板楼  -  越溪', '52万', '单价12094元/平米')
('https://image1.ljcdn.com/320500-inspection/dfa23e0c-9c22-45be-8c13-5ec8a5cfb70f.jpg.296x216.jpg', '新城金郡北区 3室1厅 215万', '新城金郡北区  | 3室1厅 | 113.6平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2012年建板楼  -  城南', '215万', '单价18927元/平米')
