('https://image1.ljcdn.com/510100-inspection/test-9e04afb0-05c1-4e71-8b48-2d1dfc41be52.png.296x216.jpg', '不临街 中间楼层 对中庭 装修套三 带地暖 满2年', '公园大道  | 3室1厅 | 131.7平米 | 北 | 精装 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  光华大道沿线', '184万', '单价13972元/平米')
('https://image1.ljcdn.com/510100-inspection/d932f65e-173f-4644-b439-04fad94eef23.jpg.296x216.jpg', '金河谷一期装修套四双卫带大阳台', '金河谷一期  | 4室2厅 | 149.96平米 | 东南 | 其他 | 有电梯', '26层2009年建板塔结合  -  光华大道沿线', '270万', '单价18005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5c1ddc98-3666-4d46-9160-c4c271773de1.png.296x216.jpg', '香瑞湖   中间楼层 装修套二 客厅带阳台', '蓝光香瑞湖  | 2室2厅 | 86平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  光华大道沿线', '130万', '单价15117元/平米')
('https://image1.ljcdn.com/510100-inspection/test-77daf19c-4f80-43fe-b98b-e2b510fe0ed0.png.296x216.jpg', '西班牙森林二期 对中庭装修套三双卫', '西班牙森林二期  | 3室2厅 | 122平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2014年建板塔结合  -  光华大道沿线', '165万', '单价13525元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b1ff08b-e542-4517-a4a1-50b3d75b1590.png.296x216.jpg', '鱼凫花园 套四双卫 顶跃带花园', '鱼凫花园  | 4室2厅 | 136.38平米 | 东南 | 简装', '高楼层(共6层)2004年建板楼  -  温江老城', '108万', '单价7920元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload887b0633-c5fd-4a98-b386-cc3c44652a2b.jpg.296x216.jpg', '锦汇城   套二清水  公寓电梯房', '锦汇城  | 2室2厅 | 70.78平米 | 东南 | 其他 | 有电梯', '高楼层(共32层)塔楼  -  国色天乡', '67万', '单价9466元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6954406a-39e9-47fe-8286-3c906cb3f00c.png.296x216.jpg', '上风瑞庭，套三双卫，值得一看。', '上风瑞庭  | 3室1厅 | 118.15平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2012年建板楼  -  光华大道沿线', '146万', '单价12358元/平米')
('https://image1.ljcdn.com/510100-inspection/220a0a8c-ae71-4c9c-b2d9-3ad872108548.jpg.296x216.jpg', '清水跃层，客厅带大阳台，居住舒适方便，视野开阔', '公园大道  | 4室1厅 | 108.5平米 | 东南 | 其他 | 有电梯', '低楼层(共16层)2012年建板塔结合  -  光华大道沿线', '150万', '单价13825元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67c1d8dc-8c19-444a-a4d7-7575bb667830.png.296x216.jpg', '品质小区，自持物业，装修套二，拎包入住。', '东原城  | 2室1厅 | 73.72平米 | 南 西 | 其他 | 有电梯', '低楼层(共25层)2015年建板楼  -  温江大学城', '73万', '单价9903元/平米')
('https://image1.ljcdn.com/510100-inspection/test-de905211-3408-48e9-a7cf-266018c9501a.png.296x216.jpg', '明信仕林府  装修房   高楼层', '明信仕林府  | 3室1厅 | 110.48平米 | 东南 | 其他', '高楼层(共26层)2016年建塔楼  -  温江大学城', '145万', '单价13125元/平米')
('https://image1.ljcdn.com/510100-inspection/67f66862-93fc-4ef8-8132-1d3b9360814f.jpg.296x216.jpg', '蓝光香瑞湖 三室两厅一厨一卫 交通便利适合居住', '蓝光香瑞湖  | 3室2厅 | 106.45平米 | 西北 | 其他 | 有电梯', '低楼层(共24层)2009年建板楼  -  光华大道沿线', '180万', '单价16910元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d5f1406f-1732-489c-9be5-96a5c7e793db.png.296x216.jpg', '万科朗润园，精装套三双卫，看房预约', '万科朗润园  | 3室1厅 | 118.34平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2007年建板塔结合  -  光华大道沿线', '180万', '单价15211元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e673a0a9-b9b7-48e7-9da7-7faf80385cb6.png.296x216.jpg', '漫城，装修标准套二，客厅正带阳台', '漫城  | 2室2厅 | 82.33平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  温江老城', '83万', '单价10082元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d3f2dc84-3109-45eb-bb5d-39476e115f3c.png.296x216.jpg', '洲际银海湾 3室1厅 170万', '洲际银海湾  | 3室1厅 | 94平米 | 西 | 其他 | 有电梯', '高楼层(共29层)板楼  -  光华大道沿线', '170万', '单价18086元/平米')
('https://image1.ljcdn.com/510100-inspection/test-38a3e09c-cc2e-48b5-8bb9-228a57c83add.png.296x216.jpg', '海峡新城2期   套三双卫   明厨明卫', '海峡新城二期  | 3室2厅 | 125平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  温江大学城', '125万', '单价10000元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5dd6a445-9748-4323-9711-bee7d2f5dce3.jpg.296x216.jpg', '户型布局合理，**民气，统一装修', '海科路东段777号  | 1室1厅 | 56.81平米 | 东 | 简装 | 有电梯', '高楼层(共23层)塔楼  -  温江大学城', '55万', '单价9682元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc16fd30-be1d-45cd-b9e0-546d97084683.png.296x216.jpg', '大庆蜀苑 3室2厅 105万', '大庆蜀苑  | 3室2厅 | 122.28平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  国色天乡', '105万', '单价8587元/平米')
('https://image1.ljcdn.com/510100-inspection/3f349905-4086-42e2-8e6a-58057172a7fe.jpg.296x216.jpg', '红泰翰城 套四清水 满两年免增值税', '翰城  | 4室2厅 | 180.9平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  温江大学城', '162万', '单价8956元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3e5bff84-34ce-4972-a479-749457172dad.png.296x216.jpg', '西财学府尚郡  装修套四双卫  装修保养好  装修材料好', '西财学府尚郡  | 4室2厅 | 166平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  温江大学城', '190万', '单价11446元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b52ff90f-cd8b-41b5-a5a9-f19dd05cac47.png.296x216.jpg', '观澜半岛装修套四，满两年，临河。', '观澜半岛  | 4室2厅 | 145.04平米 | 东南 | 其他 | 有电梯', '高楼层(共6层)2005年建板塔结合  -  温江老城', '140万', '单价9653元/平米')
('https://image1.ljcdn.com/510100-inspection/ee25f410-cd47-4e7b-a283-47c0128c8619.jpg.296x216.jpg', '置信学府杏林，装修套三，带家具家电', '置信学府杏林一期  | 3室2厅 | 121.14平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  芙蓉古城', '136万', '单价11227元/平米')
('https://image1.ljcdn.com/510100-inspection/test-524fafd1-fcbc-471b-b96d-df64ba5ec2d4.png.296x216.jpg', '西花汀朝西南对中庭，满两年，看碧落湖公园', '西花汀  | 3室2厅 | 133.5平米 | 南 北 | 简装 | 有电梯', '高楼层(共20层)2008年建板楼  -  珠江新城', '185万', '单价13858元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e0460a31-f220-4f36-a3b7-7f05c14f858e.png.296x216.jpg', '柳城阳光居家装修。满两年无增值税，户型方正无浪费。', '柳城阳光  | 2室2厅 | 71.46平米 | 东南 | 其他 | 有电梯', '低楼层(共11层)2007年建板楼  -  温江大学城', '73万', '单价10216元/平米')
('https://image1.ljcdn.com/510100-inspection/test-66a4ab39-526e-4d9e-ab4c-9244f5918e25.png.296x216.jpg', '清水大套三带大阳台，前后对中庭，安静视野好', '美茵河谷  | 3室2厅 | 139.29平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2007年建塔楼  -  花都大道', '205万', '单价14718元/平米')
('https://image1.ljcdn.com/510100-inspection/4a86992c-01c8-4c23-b1bc-90aadd92287e.jpg.296x216.jpg', '8楼到顶带电梯 1梯3户 此价格包含产权车位出售', '春秋嘉境  | 4室2厅 | 172.8平米 | 西北 | 其他 | 有电梯', '低楼层(共8层)2013年建板楼  -  温江新城', '240万', '单价13889元/平米')
('https://image1.ljcdn.com/510100-inspection/test-199f459f-0198-419e-8ff6-3906c182c08e.png.296x216.jpg', '金域香洲装修套三，户型方正，拎包入住', '金域香洲  | 3室2厅 | 121.03平米 | 南 | 精装 | 有电梯', '中楼层(共6层)2005年建板塔结合  -  温江大学城', '113万', '单价9337元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8dd86bc-ca59-4cf4-94d5-3dc5bcc21b36.png.296x216.jpg', '碧水馨居，错层结构，套四双卫带阳台。', '碧水馨居  | 4室2厅 | 124.16平米 | 东南 | 其他', '中楼层(共6层)暂无数据  -  温江老城', '90万', '单价7249元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10e847eb-66fe-493c-aabf-5e2aff33e39f.png.296x216.jpg', '中铁丽景书香   精装修  两居室', '中铁丽景书香  | 2室1厅 | 71.54平米 | 西南 | 精装 | 有电梯', '高楼层(共33层)2016年建塔楼  -  温江大学城', '90万', '单价12581元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b76f19c-9310-49a9-a183-49a28ae628c8.png.296x216.jpg', '花样年花样城装修套二，中间楼层', '花样年花样城  | 2室2厅 | 73.97平米 | 东 | 其他', '中楼层(共33层)塔楼  -  温江大学城', '82万', '单价11086元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadac8dc966-6068-46cd-8afd-3d4c2339a0fe.jpg.296x216.jpg', '棠湖柏林小区中间楼层，精装修，小区环境优雅', '棠湖泊林小镇  | 3室2厅 | 153.73平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  温江大学城', '190万', '单价12360元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3a80f976-4bb3-461c-a407-8b7f97ccfea2.png.296x216.jpg', '边城香格里，装修套三 带家具家电', '边城香格里  | 3室2厅 | 117.39平米 | 西北 | 其他 | 有电梯', '中楼层(共17层)2011年建板塔结合  -  光华大道沿线', '200万', '单价17038元/平米')
('https://image1.ljcdn.com/510100-inspection/2ef87f56-35a4-4471-8c41-a6955bba5dac.jpg.296x216.jpg', '洲际银海湾  清水套三 中间楼层 对中庭', '洲际银海湾  | 3室2厅 | 107.4平米 | 北 | 其他 | 有电梯', '中楼层(共32层)2016年建板塔结合  -  光华大道沿线', '156万', '单价14526元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dddca60a-092c-4ebd-9b81-399d198b7097.png.296x216.jpg', '边城香格里 3室2厅 180万', '边城香格里  | 3室2厅 | 117平米 | 东南 | 精装 | 有电梯', '高楼层(共24层)2011年建板塔结合  -  光华大道沿线', '180万', '单价15385元/平米')
('https://image1.ljcdn.com/510100-inspection/2d41cf6c-3b31-43c6-ab67-74ae52704cbb.jpg.296x216.jpg', '海科路东段，产权为办公，随时可以看房', '海科路东段777号  | 1室0厅 | 56.84平米 | 东南 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  温江大学城', '43万', '单价7566元/平米')
('https://image1.ljcdn.com/510100-inspection/test-faa51c40-89c6-474f-ae29-72d5ed0e705e.png.296x216.jpg', '恒大城一期，套三单卫，户型方正', '恒大城一期  | 3室1厅 | 105平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2010年建板塔结合  -  温江新城', '190万', '单价18096元/平米')
('https://image1.ljcdn.com/510100-inspection/d99cf078-1f2f-4adc-bf62-6d9bc1be9285.jpg.296x216.jpg', '西班牙森林一期叠拼下叠套五带前后花园', '西班牙森林一期  | 5室2厅 | 262.57平米 | 南 | 其他 | 无电梯', '低楼层(共4层)2010年建板塔结合  -  光华大道沿线', '320万', '单价12188元/平米')
('https://image1.ljcdn.com/510100-inspection/test-93e3eed5-7d77-4b7a-a232-d4b66eee5c84.png.296x216.jpg', '合能珍宝琥珀装修套二，户型方正，采光不错。', '合能珍宝琥珀  | 2室2厅 | 65.17平米 | 东 | 精装 | 有电梯', '低楼层(共34层)2014年建板塔结合  -  光华大道沿线', '95万', '单价14578元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8f8353c2-ef49-48a7-848a-03245d5ebe3e.png.296x216.jpg', '西班牙森林大套三 对中庭 客厅出阳台户型方正', '西班牙森林二期  | 3室2厅 | 118.23平米 | 东南 | 其他 | 有电梯', '低楼层(共27层)2014年建板塔结合  -  光华大道沿线', '153万', '单价12941元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c58654e4-1fbc-4d59-ad9f-6d36415aafd6.png.296x216.jpg', '太极花园              装修套三双卫', '太极花园  | 3室2厅 | 131平米 | 西南 | 其他', '高楼层(共6层)暂无数据  -  温江老城', '110万', '单价8397元/平米')
('https://image1.ljcdn.com/510100-inspection/58b5d2c1-7833-4ff0-8f7e-b8bbc0266281.jpg.296x216.jpg', '芙蓉古城紫薇园别墅 前后花园 古香古色', '芙蓉古城紫薇园二期   | 联排别墅 | 5室3厅 | 359.23平米 | 南 北 | 其他', '3层2015年建暂无数据  -  芙蓉古城', '550万', '单价15311元/平米')
('https://image1.ljcdn.com/510100-inspection/test-11286af7-14b0-4102-a9ef-20acf075ebf8.png.296x216.jpg', '套三精装修  保养好  电梯房  采光好', '那城  | 3室2厅 | 127.29平米 | 东 | 其他 | 有电梯', '中楼层(共10层)2006年建板塔结合  -  温江老城', '128万', '单价10056元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload12d5d9a2-770a-41cf-b8f0-9ab049bfed16.jpg.296x216.jpg', '学府美地装修套三顶楼跃层 带20平米花园', '学府美地  | 3室2厅 | 118.23平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  温江大学城', '125万', '单价10573元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5cfaf01e-994b-4316-bc5b-6e93d0fe8f98.png.296x216.jpg', '建信奥林匹克花园精装大套四，大阳台', '建信奥林匹克花园  | 4室2厅 | 141平米 | 西 | 其他 | 有电梯', '低楼层(共11层)2006年建板塔结合  -  光华大道沿线', '170万', '单价12057元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1314bd31-f70a-4dd8-8ba3-730ced44f3de.png.296x216.jpg', '满2年， 无增值税，赠送面积大。', '学府阳光  | 3室1厅 | 100.5平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2013年建塔楼  -  温江大学城', '125万', '单价12438元/平米')
('https://image1.ljcdn.com/510100-inspection/test-17085b3d-fdf6-4942-ac17-17ddea4a6246.png.296x216.jpg', '鹭湖宫11区 临湖平层 大套三 户型方正 东南朝向', '鹭湖宫十一区  | 3室2厅 | 125.47平米 | 东 | 其他 | 有电梯', '低楼层(共28层)塔楼  -  国色天乡', '123万', '单价9804元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cc192558-ee26-4d0d-a12d-ebc0ffe6bf2d.png.296x216.jpg', '恒大城 装修套三  客厅带阳台', '恒大城二期  | 3室1厅 | 92平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2012年建板塔结合  -  温江新城', '130万', '单价14131元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b1fd7fc5-800e-469c-a317-e8a232acd209.png.296x216.jpg', '静水香榭，精装房，步梯，套三双卫。', '静水香榭  | 3室1厅 | 137.59平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)2008年建板楼  -  温江老城', '150万', '单价10902元/平米')
('https://image1.ljcdn.com/510100-inspection/dd86b256-2f20-4e39-8bac-8e021f7eada7.jpg.296x216.jpg', '七彩花都B区二期装修套一                 。', '七彩花都B区二期  | 1室1厅 | 54.07平米 | 东南 | 简装 | 有电梯', '高楼层(共18层)2006年建板楼  -  花都大道', '75万', '单价13871元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d0e39bd0-cb8c-4ed4-bbde-a2a086a5decb.png.296x216.jpg', '精装套三 现代简约风格 采光好 视野开阔', '帝景花园  | 3室2厅 | 125.44平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)2010年建板塔结合  -  温江老城', '110万', '单价8770元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload07d0b131-c4db-4060-8acf-c207a3aeb407.jpg.296x216.jpg', '公园大道 跃层装修套二 朝南对中庭', '公园大道  | 2室2厅 | 96.5平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2012年建板塔结合  -  光华大道沿线', '130万', '单价13472元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f64c2b76-45d2-47f3-8a03-13541e017f7f.png.296x216.jpg', '春江青龙湾 居家装修套三 户型方正', '春江青龙湾  | 3室2厅 | 98.84平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2012年建板塔结合  -  国色天乡', '110万', '单价11130元/平米')
('https://image1.ljcdn.com/510100-inspection/test-35bce14e-4d52-4fbf-80dd-4f9958258a20.png.296x216.jpg', '蓝光香瑞湖装修套三 户型方正 带阳台', '蓝光香瑞湖  | 3室2厅 | 106.23平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  光华大道沿线', '160万', '单价15062元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b5eeb3f6-eceb-4c37-b5cc-0340288ef927.png.296x216.jpg', '嘉瑞国际精装修套三，户型方正通透', '嘉瑞国际  | 3室2厅 | 115.96平米 | 北 | 其他 | 有电梯', '中楼层(共33层)2012年建塔楼  -  花都大道', '135万', '单价11642元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e16dbc7c-3971-499f-b3cd-dd0d876c9b77.png.296x216.jpg', '德坤海地亚装修洋房，一跃二带地下室，有花园，有入户', '德坤海地亚  | 3室2厅 | 189.57平米 | 西南 | 其他 | 有电梯', '低楼层(共5层)2013年建板楼  -  国色天乡', '280万', '单价14771元/平米')
('https://image1.ljcdn.com/510100-inspection/8824e5cc-c534-4830-aa16-bb11787a02b4.jpg.296x216.jpg', '公园大道套二，满两年，出行方便，户型方正', '公园大道  | 2室2厅 | 85平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2012年建板塔结合  -  光华大道沿线', '126万', '单价14824元/平米')
('https://image1.ljcdn.com/510100-inspection/test-45799870-6757-4225-9936-f1b1b83a0a72.png.296x216.jpg', '鹭湖宫六区B组团，精装优质经典套三双卫', '鹭湖宫六区B组团  | 3室2厅 | 89平米 | 南 | 其他 | 无电梯', '低楼层(共28层)2015年建塔楼  -  国色天乡', '118万', '单价13259元/平米')
