('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload7427d6df-18f2-4c82-b5da-8f3a73e162aa.jpg.296x216.jpg', '海沧建行站，进出岛方便，产权满两年，业主诚意出售', '亚桥花园  | 2室2厅 | 68.78平米 | 东 西 | 简装 | 无电梯', '中楼层(共8层)2002年建板楼  -  海沧生活区', '200万', '单价29079元/平米')
('https://image1.ljcdn.com/350200-inspection/c7a208b8-4a42-491a-8998-66aeb0267e21.jpg.296x216.jpg', '正元.新都汇 1室1厅 150万', '正元.新都汇  | 1室1厅 | 43.36平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  海沧体育中心', '150万', '单价34595元/平米')
('https://image1.ljcdn.com/350200-inspection/187b6e3a-9a12-4128-a586-5536dfbe0547.jpg.296x216.jpg', '万科城一期 车位 20.5万', '万科城一期  | 车位 | 32平米 | 南 | 无电梯', '2015年建板楼  -  马銮湾', '20.5万', '单价6407元/平米')
('https://image1.ljcdn.com/350200-inspection/b4068306-d7b9-46d4-b8fe-9c19dbfe060e.jpg.296x216.jpg', '万科城精装小三房，东南朝向，采光好', '万科城一期  | 3室2厅 | 89.45平米 | 东南 | 精装 | 有电梯', '中楼层(共42层)2015年建板楼  -  马銮湾', '282万', '单价31526元/平米')
('', '青春海岸装修好两房 朝南朝向好 采光无遮挡', '青春海岸  | 2室1厅 | 86平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2016年建板楼  -  新阳工业区', '258万', '单价30000元/平米')
('https://image1.ljcdn.com/350200-inspection/c86b0c87-2133-496d-9069-56b1f187912c.jpg.296x216.jpg', '富佳苑地面车库，带卷帘门，门面宽，好停车', '富佳苑  | 车位 | 22.49平米 | 南 | 无电梯', '暂无数据  -  海沧生活区', '35万', '单价15563元/平米')
('https://image1.ljcdn.com/350200-inspection/6b583b6c-b06c-4fa7-b7f7-29d9c4b23550.jpg.296x216.jpg', '海晟维多利亚 2室2厅 360万', '海晟维多利亚  | 2室2厅 | 91.5平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2010年建塔楼  -  滨海社区', '360万', '单价39345元/平米')
('https://image1.ljcdn.com/350200-inspection/667ab1b0-881e-4a86-ab31-2cfc3936170e5.jpg.296x216.jpg', '看湖景房，楼层好，视野开阔，无遮挡', '正元.新都汇  | 1室0厅 | 90.96平米 | 东南 | 毛坯 | 有电梯', '中楼层(共18层)2014年建塔楼  -  海沧体育中心', '295万', '单价32432元/平米')
('', '绿苑小区一期 3室2厅 320万', '绿苑小区一期  | 3室2厅 | 102.56平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2007年建板楼  -  滨海社区', '320万', '单价31202元/平米')
('https://image1.ljcdn.com/350200-inspection/56d69bba-c3f4-4ad0-8f2d-21e11912ac90.jpg.296x216.jpg', '青春海岸 3室2厅 335万', '青春海岸  | 3室2厅 | 113.96平米 | 南 | 精装 | 有电梯', '低楼层(共33层)2016年建板楼  -  新阳工业区', '335万', '单价29397元/平米')
('https://image1.ljcdn.com/350200-inspection/f4ca906f-810b-4d9f-9af3-5a8f8b24bda7.png.296x216.jpg', '未来橙堡 1室1厅 100万', '未来橙堡  | 1室1厅 | 31.42平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  海沧体育中心', '100万', '单价31827元/平米')
('https://image1.ljcdn.com/350200-inspection/8bc041e7-2ace-421c-8b59-a8750a269c9b.jpg.296x216.jpg', '万科城二期 车位 23万', '万科城二期  | 车位 | 35平米 | 南 | 有电梯', '2016年建板楼  -  马銮湾', '23万', '单价6572元/平米')
('https://image1.ljcdn.com/350200-inspection/8a14602c-2b05-4fe4-b251-1a0aec853953.jpg.296x216.jpg', '天源 2室2厅 465万', '天源  | 2室2厅 | 88.94平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2016年建板楼  -  海沧体育中心', '465万', '单价52283元/平米')
('', '都市恬园 车位 32万', '都市恬园  | 车位 | 38.86平米 | 东南 | 无电梯', '2002年建板楼  -  海沧生活区', '32万', '单价8235元/平米')
('https://image1.ljcdn.com/350200-inspection/1242b8ce-5655-4f91-bafb-f943358de81b.jpg.296x216.jpg', '绿苑新城一组团车位 35.91平 30万', '绿苑新城一组团  | 车位 | 35.91平米 | 南 | 无电梯', '2011年建板楼  -  滨海社区', '25万', '单价6962元/平米')
('https://image1.ljcdn.com/350200-inspection/66a68241-1123-4e5f-9ff5-7c5a77d1219b.jpg.296x216.jpg', '旭日海湾三期 1室0厅 105万', '旭日海湾三期  | 1室0厅 | 25.12平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2004年建板楼  -  滨海社区', '105万', '单价41800元/平米')
('https://image1.ljcdn.com/350200-inspection/9427353f-0d94-41d3-9ff2-0623e5d334ce.jpg.296x216.jpg', 'SEC泰地海西中心 1室1厅 165万', 'SEC泰地海西中心  | 1室1厅 | 53.5平米 | 东南 | 其他 | 有电梯', '低楼层(共34层)2014年建板楼  -  海沧区政府', '165万', '单价30842元/平米')
('', '禹洲尊海 4室2厅 568万', '禹洲尊海  | 4室2厅 | 134.23平米 | 东南 | 其他 | 有电梯', '中楼层(共39层)2013年建塔楼  -  海沧体育中心', '568万', '单价42316元/平米')
('https://image1.ljcdn.com/350200-inspection/d67cef2a-1326-4aba-a7fd-871b73d74968.JPG.296x216.jpg', '此房产权满两年，朝东南看中庭远景 ，采光无遮挡', '海晟维多利亚  | 4室2厅 | 115.63平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2010年建塔楼  -  滨海社区', '550万', '单价47566元/平米')
('https://image1.ljcdn.com/350200-inspection/bb0e6600-7b02-4e87-ad0c-69fc8e747c55.jpg.296x216.jpg', '正元.新都汇 1室0厅 130万', '正元.新都汇  | 1室0厅 | 42.73平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  海沧体育中心', '130万', '单价30424元/平米')
('https://image1.ljcdn.com/350200-inspection/fb1d50fb-33d1-4962-aa1c-1a0c38d9b12a.jpg.296x216.jpg', '万科城二期 车位 22万', '万科城二期  | 车位 | 32.16平米 | 南 | 有电梯', '2016年建板楼  -  马銮湾', '22万', '单价6841元/平米')
('https://image1.ljcdn.com/350200-inspection/5cbe4937-4bc4-4689-9ea1-2f1358ecafd8.jpg.296x216.jpg', '大金门花园 3室2厅 281万', '大金门花园  | 3室2厅 | 93.78平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  海沧生活区', '281万', '单价29964元/平米')
('', '绿苑商城 1室1厅 206万', '绿苑商城  | 1室1厅 | 54.36平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)2009年建塔楼  -  滨海社区', '206万', '单价37896元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploada20e63dd-7d0c-4fdc-b88a-687cd3b95cec.jpg.296x216.jpg', '天御小区 车位 42万', '天御小区  | 车位 | 26.16平米 | 南 | 有电梯', '2007年建板楼  -  海沧区政府', '42万', '单价16056元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2d144f7a-d5c5-4dd3-9d0b-9928ffd0286a.png.280x210.jpg', '禹洲尊海 3室2厅 355万', '禹洲尊海  | 3室2厅 | 82.75平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2013年建塔楼  -  海沧体育中心', '355万', '单价42901元/平米')
('https://image1.ljcdn.com/350200-inspection/216a2dbf-e7f9-42ce-b1be-57fb136c5add.jpg.296x216.jpg', '旭日海湾一期 1室0厅 125万', '旭日海湾一期  | 1室0厅 | 42.56平米 | 东南 | 简装 | 无电梯', '高楼层(共8层)2004年建板楼  -  滨海社区', '125万', '单价29371元/平米')
('https://image1.ljcdn.com/350200-inspection/5aa63b05-2f82-45b3-8a67-e570b7e205b2.jpg.296x216.jpg', '维多利亚车位在5号楼下，随时可看', '海晟维多利亚  | 车位 | 43.55平米 | 东南 | 无电梯', '2008年建塔楼  -  滨海社区', '45万', '单价10333元/平米')
('https://image1.ljcdn.com/350200-inspection/3fc75ff6-c4ed-4887-a96a-289daff5dae3.jpg.296x216.jpg', '引桥一站，通透大三房，精装修，读双十，', '绿苑新城一组团  | 3室2厅 | 126.5平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  滨海社区', '550万', '单价43479元/平米')
('https://image1.ljcdn.com/350200-inspection/be115e56-1cda-4b1d-bb56-72092efcd1ff.JPG.296x216.jpg', '绿苑四组团别墅去 业主诚意出售', '绿苑新城四组团别墅   | 联排别墅 | 4室2厅 | 231.62平米 | 东南 南 | 毛坯 | 无电梯', '4层2013年建暂无数据  -  滨海社区', '1200万', '单价51809元/平米')
('https://image1.ljcdn.com/350200-inspection/b53d5f52-7709-43b5-91c6-1cb511b0817e.JPG.296x216.jpg', '西雅图 2室2厅 350万', '西雅图  | 2室2厅 | 100.37平米 | 西南 | 精装', '低楼层(共30层)暂无数据  -  海沧外国语片区', '350万', '单价34871元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/559a09b6-325d-4bf8-aa40-5c7ce5af540e.png.280x210.jpg', '天心岛 4室2厅 573万', '天心岛  | 4室2厅 | 159.21平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2009年建板楼  -  滨海社区', '573万', '单价35991元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadfb5238a3-280b-438e-8ac2-e9e2d11ce830.jpg.296x216.jpg', '天心岛1号库车位，业主诚意出售', '天心岛  | 车位 | 36.09平米 | 南 | 有电梯', '板楼  -  滨海社区', '41万', '单价11361元/平米')
('https://image1.ljcdn.com/350200-inspection/8e43b2bc-457b-464e-bcc4-5f71a87f1a73.jpg.296x216.jpg', '海福广场小区 3室2厅 310万', '海福广场小区  | 3室2厅 | 112平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2000年建板楼  -  海沧生活区', '310万', '单价27679元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload79f59b3d-4375-4567-84f2-ff99aa8203c2.jpg.296x216.jpg', '天御小区 车位 42万', '天御小区  | 车位 | 25.63平米 | 南 | 有电梯', '2007年建板楼  -  海沧区政府', '42万', '单价16388元/平米')
('https://image1.ljcdn.com/350200-inspection/bca3bbdd-18b8-4694-a1c1-1d97014d5b1c.jpg.296x216.jpg', '海景奥斯卡地下车位稳定在售 产权满2年 55万', '海景奥斯卡  | 车位 | 35.91平米 | 东南 | 无电梯', '2007年建暂无数据  -  滨海社区', '53万', '单价14760元/平米')
('https://image1.ljcdn.com/350200-inspection/92a89ca4-b840-4af6-9d94-5992c98b1bf3.JPG.296x216.jpg', '精装出售，业主诚卖，户型端正，拎包入住。', '禹洲高尔夫  | 3室1厅 | 114.04平米 | 东南 | 精装 | 有电梯', '高楼层(共33层)2013年建塔楼  -  马銮湾', '350万', '单价30691元/平米')
('https://image1.ljcdn.com/350200-inspection/bda26135-9f07-4dea-9030-d3ecd0b7effe.JPG.296x216.jpg', '西雅图 2室2厅 350万', '西雅图  | 2室2厅 | 100.49平米 | 南 | 其他', '低楼层(共30层)暂无数据  -  海沧外国语片区', '350万', '单价34830元/平米')
('', '房子满五年，全明户型，带自住装修', '海沧娱乐城  | 1室1厅 | 46.15平米 | 东 | 简装 | 无电梯', '中楼层(共12层)板塔结合  -  海沧生活区', '160万', '单价34670元/平米')
('https://image1.ljcdn.com/350200-inspection/c8b71b57-ca1e-45f2-a14e-3875f275bc9e.jpg.296x216.jpg', '兴旺广场 1室1厅 128万', '兴旺广场  | 1室1厅 | 45.14平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  新阳工业区', '128万', '单价28357元/平米')
('https://image1.ljcdn.com/350200-inspection/8d1f201e-dcdb-4453-af74-78103bbf346d.jpg.296x216.jpg', '万科城二期 车位 18万', '万科城二期  | 车位 | 32.16平米 | 南 | 有电梯', '2016年建板楼  -  马銮湾', '18万', '单价5598元/平米')
('https://image1.ljcdn.com/350200-inspection/d7e8039f-5d86-475b-93aa-45008218b2405.jpg.296x216.jpg', '海晟维多利亚5号楼地下车位出售', '海晟维多利亚  | 车位 | 45.01平米 | 南 | 无电梯', '2008年建塔楼  -  滨海社区', '43万', '单价9554元/平米')
('https://image1.ljcdn.com/350200-inspection/594e94be-5b05-48df-9a19-62ca3f71de36.jpg.296x216.jpg', '海晟维多利亚车位，业主诚意出售', '海晟维多利亚  | 车位 | 45.01平米 | 东 | 无电梯', '2008年建塔楼  -  滨海社区', '45万', '单价9998元/平米')
('https://image1.ljcdn.com/350200-inspection/32c92100-5cf0-4ab5-af89-57e724930744.jpg.296x216.jpg', '未来海湾水云湾 3室2厅 300万', '未来海湾水云湾  | 3室2厅 | 91.74平米 | 东南 | 简装 | 有电梯', '中楼层(共33层)2014年建塔楼  -  未来海岸北师大', '300万', '单价32702元/平米')
('', '海沧娱乐城 2室2厅 230万', '海沧娱乐城  | 2室2厅 | 90.09平米 | 北 | 其他 | 无电梯', '中楼层(共9层)板楼  -  海沧生活区', '230万', '单价25531元/平米')
('https://image1.ljcdn.com/350200-inspection/bfe804fe-dc18-4eae-b737-d766a01702c9.jpg.296x216.jpg', '天湖城天湖 2室1厅 315万', '天湖城天湖  | 2室1厅 | 92.23平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2012年建板楼  -  海沧区政府', '315万', '单价34154元/平米')
('https://image1.ljcdn.com/350200-inspection/1e49dbe1-7f13-4a38-957c-3aa28126a0e1.jpg.296x216.jpg', '万科城二期16号楼底下的车位，位置很好', '万科城二期  | 车位 | 32.16平米 | 南 北 | 有电梯', '2016年建板楼  -  马銮湾', '21.5万', '单价6686元/平米')
('https://image1.ljcdn.com/350200-inspection/89e9580a-330e-4c32-a761-77a46f4657d0.jpg.296x216.jpg', '尊海车位，停车方便，产权满两年哟。', '禹洲尊海  | 车位 | 41.45平米 | 南 | 无电梯', '2013年建板楼  -  海沧体育中心', '30万', '单价7238元/平米')
('https://image1.ljcdn.com/350200-inspection/e7151a4c-4125-45d5-80d0-35b52a03113c.JPG.296x216.jpg', '万科城精装两房 双阳台 全明格局 拎包入住', '万科城二期  | 2室2厅 | 80.32平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2016年建板楼  -  马銮湾', '248万', '单价30877元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload59653593-c68a-42c2-8a49-ec74a0860238.jpg.296x216.jpg', '绿苑新城一组团7号楼楼下车位，随时可看', '绿苑新城一组团  | 车位 | 35.91平米 | 东南 西北 | 无电梯', '2011年建板楼  -  滨海社区', '27万', '单价7519元/平米')
('', '绿苑商城 1室1厅 139万', '绿苑商城  | 1室1厅 | 38.07平米 | 西北 | 简装 | 有电梯', '高楼层(共30层)2009年建板楼  -  滨海社区', '139万', '单价36512元/平米')
('https://image1.ljcdn.com/350200-inspection/f5e28d51-5dd1-4c30-bc8f-8323e6de73a5.JPG.296x216.jpg', '禹洲尊海 5室1厅 456万', '禹洲尊海  | 5室1厅 | 133.38平米 | 南 | 其他 | 有电梯', '低楼层(共39层)2013年建塔楼  -  海沧体育中心', '456万', '单价34189元/平米')
('https://image1.ljcdn.com/350200-inspection/afd776f4-c47b-4756-9648-93116c56f185.jpg.296x216.jpg', '车位业主诚意出售，车位位置好找，方便进出', '绿苑新城三组团  | 车位 | 35.35平米 | 南 | 无电梯', '2014年建塔楼  -  滨海社区', '28万', '单价7921元/平米')
('https://image1.ljcdn.com/350200-inspection/97948cbb-7782-4100-9e6a-899dedd26534.jpg.296x216.jpg', '鑫茂花园 车位 39万', '鑫茂花园  | 车位 | 26平米 | 东南', '暂无数据  -  海沧生活区', '39万', '单价15000元/平米')
('https://image1.ljcdn.com/350200-inspection/ae1a4747-92ac-4a9d-a237-45ce75ce7897.jpg.296x216.jpg', '未来海岸  云樽小区     中装小两房 看房提前约', '未来海岸云樽  | 2室1厅 | 60.56平米 | 南 | 简装 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  未来海岸北师大', '230万', '单价37979元/平米')
('https://image1.ljcdn.com/350200-inspection/ed3e4aea-ae7f-4c58-b68b-30e7ba7b721d.jpg.296x216.jpg', '长欣花园 车位 30万', '长欣花园  | 车位 | 44.42平米 | 南 | 无电梯', '2000年建板楼  -  海沧生活区', '30万', '单价6754元/平米')
('', '过云溪一组团 1室1厅 135万', '过云溪一组团  | 1室1厅 | 53.9平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2015年建塔楼  -  东孚', '135万', '单价25047元/平米')
('https://image1.ljcdn.com/350200-inspection/edd2a1bc-d771-464f-88a3-c7637840e0f2.jpg.296x216.jpg', '未来海湾水云湾 3室2厅 270万', '未来海湾水云湾  | 3室2厅 | 92平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2014年建塔楼  -  未来海岸北师大', '270万', '单价29348元/平米')
('https://image1.ljcdn.com/350200-inspection/ce340a04-8427-481a-a9be-1d5a0847ac42.JPG.296x216.jpg', '蓝水郡车位 位置好 电梯口楼下', '未来海岸蓝水郡  | 车位 | 41.55平米 | 东 | 无电梯', '2008年建板楼  -  海沧体育中心', '28万', '单价6739元/平米')
('https://image1.ljcdn.com/350200-inspection/2bc14c95-a619-40b5-b889-e2a671add21f.jpg.296x216.jpg', '交通便利，出入快，多个商圈围绕', '彼岸  | 车位 | 31.83平米 | 北 | 无电梯', '2008年建板楼  -  滨海社区', '48万', '单价15081元/平米')
('https://image1.ljcdn.com/350200-inspection/4fc8df4b-6424-41dc-adc7-91065d02c007.jpg.296x216.jpg', '天心岛车位出售，位置方便停车。', '天心岛  | 车位 | 36.82平米 | 东南 | 有电梯', '板楼  -  滨海社区', '40万', '单价10864元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadcf5c7897-7bfb-403c-a99e-24005316e7ae.jpg.296x216.jpg', '天湖城天湖 车位 26.8万', '天湖城天湖  | 车位 | 40.38平米 | 南 | 有电梯', '板楼  -  海沧区政府', '26.8万', '单价6637元/平米')
('https://image1.ljcdn.com/350200-inspection/84e72930-0677-4532-a033-ca8e0bfe019d.jpg.296x216.jpg', '东南朝向+正规4房+湖海双景+超大客厅', '禹洲华侨金海岸  | 4室1厅 | 121.97平米 | 东南 | 简装 | 有电梯', '高楼层(共33层)2008年建板塔结合  -  海沧体育中心', '480万', '单价39354元/平米')
('https://image1.ljcdn.com/350200-inspection/93827e17-01ce-42b8-8228-1c2233ce97e7.jpg.296x216.jpg', '绿苑新城一组团 车位 26万', '绿苑新城一组团  | 车位 | 34.42平米 | 南 | 无电梯', '2011年建板楼  -  滨海社区', '26万', '单价7554元/平米')
('https://image1.ljcdn.com/350200-inspection/79376774-0431-4754-8d1a-7bb87f94a40c.jpg.296x216.jpg', '鼓浪花园车位，地库口，位置好，随时可看', '鼓浪花园  | 车位 | 45.35平米 | 南 | 无电梯', '板楼  -  滨海社区', '48万', '单价10585元/平米')
('https://image1.ljcdn.com/350200-inspection/a09b62ec-dc29-4ebc-9a5e-934d7f4210c7.jpg.296x216.jpg', '鼓浪花园地库口车位，停车方便，好掉头，随时可看', '鼓浪花园  | 车位 | 45.35平米 | 南 | 无电梯', '板楼  -  滨海社区', '48万', '单价10585元/平米')
('', '海晟维多利亚 2室2厅 380万', '海晟维多利亚  | 2室2厅 | 90.3平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2010年建塔楼  -  滨海社区', '380万', '单价42082元/平米')
('https://image1.ljcdn.com/350200-inspection/853d3ba8-0dc3-4e12-b2e0-7730d72041dc.jpg.296x216.jpg', '业主稳定出售，位置好，停靠方便安全', '万科城二期  | 车位 | 32.16平米 | 东南 | 有电梯', '2016年建板楼  -  马銮湾', '22.4万', '单价6966元/平米')
('https://image1.ljcdn.com/350200-inspection/0a368b6d-6b40-409c-b8ba-f5aa59afeaf0.jpg.296x216.jpg', 'SEC泰地海西中心 3室2厅 370万', 'SEC泰地海西中心  | 3室2厅 | 168.73平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2014年建塔楼  -  海沧区政府', '370万', '单价21929元/平米')
