('https://image1.ljcdn.com/340100-inspection/17c8b8ef-9ee7-4f83-91ec-fd663fe1edfb.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 159万', '信旺华府骏苑  | 2室2厅 | 103.33平米 | 南 | 其他', '高楼层(共28层)2005年建塔楼  -  南七', '159万', '单价15388元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd9199049-0826-481c-b7a9-343fdbb254bd.JPG.296x216.jpg', '维也纳森林花园  稻小 五十中 别墅区', '维也纳森林花园   | 联排别墅 | 5室2厅 | 244.57平米 | 南 北 | 其他', '4层2006年建暂无数据  -  南七', '600万', '单价24533元/平米')
('', '蜀山新村 2室2厅 83万', '蜀山新村  | 2室2厅 | 62.67平米 | 南 北 | 其他', '中楼层(共8层)2000年建板楼  -  琥珀', '83万', '单价13244元/平米')
('', '安高城市天地 1室1厅 112万', '安高城市天地  | 1室1厅 | 58.76平米 | 东 | 其他', '低楼层(共16层)2008年建板塔结合  -  稻香村', '112万', '单价19061元/平米')
('', '华润桃园里，南北通透三房，管家式物业服务，环境优美', '华润桃源里  | 3室2厅 | 109平米 | 南 北 | 毛坯', '中楼层(共33层)板塔结合  -  新产业园', '206万', '单价18900元/平米')
('https://image1.ljcdn.com/340100-inspection/929a2d13-6f32-485b-b219-c80bb66d85fe.jpg.296x216.jpg', '为你而选为你为家 御琴湾 大两居 业主诚心出售', '御琴湾  | 2室2厅 | 88.62平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  井岗镇', '153万', '单价17265元/平米')
('https://image1.ljcdn.com/340100-inspection/f378c5b1-3831-4f02-8247-c4628e716188.jpg.296x216.jpg', '业主急售，精装修公寓，带阳台，格局好。', '公园道1号  | 1室1厅 | 38.02平米 | 东 | 其他', '高楼层(共30层)2012年建塔楼  -  井岗镇', '50万', '单价13151元/平米')
('https://image1.ljcdn.com/340100-inspection/9aa7efcc-5ee8-410b-894b-8499d355f6a4.jpg.296x216.jpg', '加侨优质大一房，环境好，位置临近大蜀山', '加侨悦山国际  | 1室0厅 | 41.64平米 | 北 | 其他', '中楼层(共31层)2015年建塔楼  -  新产业园', '60万', '单价14410元/平米')
('https://image1.ljcdn.com/340100-inspection/bd2eabf9-ccee-4505-9dfd-e9626c937cf0.jpg.296x216.jpg', '海亚当代  精装顶层复式  大四居带露台', '海亚当代  | 4室3厅 | 154.54平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  五里墩', '220万', '单价14236元/平米')
('', '中国铁建青秀城 2室2厅 150万', '中国铁建青秀城  | 2室2厅 | 87平米 | 南 | 其他', '中楼层(共34层)2017年建板塔结合  -  五里墩', '150万', '单价17242元/平米')
('', '安高正规一室一厅，市政供暖，有燃气', '安高城市天地  | 1室1厅 | 57.1平米 | 北 | 其他', '低楼层(共26层)2009年建塔楼  -  稻香村', '90万', '单价15762元/平米')
('', '金色名郡 4室2厅 440万', '金色名郡  | 4室2厅 | 200.44平米 | 南 | 其他', '中楼层(共32层)2015年建塔楼  -  南七', '440万', '单价21952元/平米')
('https://image1.ljcdn.com/340100-inspection/45288ce1-3743-46eb-85c5-2ab07ffd9ca4.png.296x216.jpg', '此房满两年 地铁口 精装拎包入 楼层好采光好', '丰盛华庭  | 1室1厅 | 32.34平米 | 西 | 其他', '中楼层(共30层)2013年建塔楼  -  西园', '58万', '单价17935元/平米')
('https://image1.ljcdn.com/340100-inspection/b584f976-772a-486b-bc4a-cb603add35c1.jpg.296x216.jpg', '满五唯一 采光充足，东边套，户型正气', '华地学府名都  | 3室2厅 | 143平米 | 南 | 其他', '高楼层(共17层)2011年建塔楼  -  南七', '370万', '单价25875元/平米')
('', '绩溪路粮食局宿舍二室一厅，50中本部 框架结构', '西市区粮食局宿舍  | 2室1厅 | 55.22平米 | 南 北 | 其他', '中楼层(共7层)板楼  -  三里庵', '96万', '单价17386元/平米')
('', '华邦繁华里大户型 近地铁 位置佳 之心城商圈范围', '华邦繁华里  | 4室2厅 | 140.41平米 | 南 北 | 其他', '中楼层(共28层)2015年建塔楼  -  五里墩', '280万', '单价19942元/平米')
('', '公园道壹号恢复楼 2室1厅 120万', '公园道壹号恢复楼  | 2室1厅 | 88.28平米 | 东南 | 其他', '高楼层(共18层)2011年建塔楼  -  井岗镇', '120万', '单价13594元/平米')
('https://image1.ljcdn.com/340100-inspection/fd73b871-c9d7-4087-ac0a-962767c3b200.jpg.296x216.jpg', '房子满两年，户型方正，空间没有浪费，小区通燃气。', '福乐门  | 1室1厅 | 37.98平米 | 东 | 其他', '低楼层(共28层)2012年建塔楼  -  井岗镇', '52万', '单价13692元/平米')
('https://image1.ljcdn.com/340100-inspection/a7e64281-7bcd-42b8-a5ff-8840deea0bb3.jpg.296x216.jpg', '安农大  交通便利 户型好 采光通透', '安农大五宿舍  | 2室1厅 | 79.2平米 | 南 北 | 简装', '中楼层(共6层)板楼  -  琥珀', '118万', '单价14899元/平米')
('https://image1.ljcdn.com/340100-inspection/a34da494-5e94-4f24-bd85-fa763ce2e722.jpg.296x216.jpg', '绿缘居 大三房 精装修 带市政供暖  看房方便', '绿缘居  | 3室2厅 | 146平米 | 南 | 其他', '低楼层(共11层)2010年建板楼  -  井岗镇', '210万', '单价14384元/平米')
('https://image1.ljcdn.com/340100-inspection/7642d584-1e5c-4d5a-b0e3-1f11eb1a2152.jpg.296x216.jpg', '利用面积高 采光无遮挡 客厅卧室朝东', '中央美域花园A区  | 1室1厅 | 50平米 | 南 | 简装', '中楼层(共26层)2012年建塔楼  -  五里墩', '82万', '单价16400元/平米')
('', '登云庭 3室1厅 190万', '登云庭  | 3室1厅 | 130.68平米 | 南 | 其他', '中楼层(共34层)2009年建板楼  -  琥珀', '190万', '单价14540元/平米')
('', '红皖家园 3室2厅 141万', '红皖家园  | 3室2厅 | 105.29平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  新产业园', '141万', '单价13392元/平米')
('', '大富鸿墅 5室2厅 900万', '大富鸿墅  | 5室2厅 | 411平米 | 南 北 | 其他', '低楼层(共3层)2015年建暂无数据  -  新产业园', '900万', '单价21898元/平米')
('https://image1.ljcdn.com/340100-inspection/7ddde388-1180-49d2-8e3c-fc500e4c3e40.jpg.296x216.jpg', '新华学府星座 1室1厅 65万', '新华学府星座  | 1室1厅 | 39.75平米 | 北 | 其他', '高楼层(共33层)2008年建塔楼  -  南七', '65万', '单价16353元/平米')
('https://image1.ljcdn.com/340100-inspection/test-b740ecf6-5e4a-478a-b718-5d3c4dc59573.png.296x216.jpg', '航空新城三室 附近有大众汽车创新产业园', '航空新城  | 3室2厅 | 109.49平米 | 南 | 其他', '低楼层(共34层)塔楼  -  南岗镇', '165万', '单价15070元/平米')
('', '枫丹白鹭湖公馆 3室2厅 180万', '枫丹白鹭湖公馆  | 3室2厅 | 105平米 | 南 | 其他', '低楼层(共6层)2006年建板楼  -  新产业园', '180万', '单价17143元/平米')
('', '华邦繁华里 3室1厅 180万', '华邦繁华里  | 3室1厅 | 89.83平米 | 南 | 其他', '中楼层(共33层)2015年建板楼  -  五里墩', '180万', '单价20038元/平米')
('', '广利花园北区 2室2厅 210万', '广利花园北区  | 2室2厅 | 96.37平米 | 南 | 其他', '中楼层(共6层)2006年建板塔结合  -  西园', '210万', '单价21792元/平米')
('https://image1.ljcdn.com/340100-inspection/3f3b612e-fb10-488f-985f-4370ef796224.jpg.296x216.jpg', '港汇广场 1室1厅 93万', '港汇广场  | 1室1厅 | 61.13平米 | 南 | 其他', '中楼层(共30层)2013年建塔楼  -  南七', '93万', '单价15214元/平米')
('https://image1.ljcdn.com/340100-inspection/89c51832-c5df-4760-9836-0f9db2c7ee3e.JPG.296x216.jpg', '绿城百合公寓 两居室 双卧朝南 楼层好 采光足', '绿城百合公寓  | 2室1厅 | 109.84平米 | 南 北 | 其他', '中楼层(共16层)2007年建塔楼  -  南七', '220万', '单价20030元/平米')
('', '御琴湾三居室西边户，采光好，楼层好', '御琴湾  | 2室2厅 | 103.69平米 | 南 | 其他', '高楼层(共18层)2011年建板楼  -  井岗镇', '168万', '单价16203元/平米')
('https://image1.ljcdn.com/340100-inspection/c91ce546-2249-4d46-baa2-05d112284813.jpg.296x216.jpg', '春晓翠庭  业主自住装修 采光充足 业主诚心出售', '春晓翠庭  | 2室2厅 | 85.57平米 | 南 | 精装', '中楼层(共18层)2010年建塔楼  -  井岗镇', '140万', '单价16361元/平米')
('https://image1.ljcdn.com/340100-inspection/5850e64d-efc8-4020-9c89-7564e6d1e31c.jpg.296x216.jpg', '汉嘉都市森林，一居中等装修，采光好。', '汉嘉都市森林  | 1室1厅 | 45.12平米 | 西 | 简装', '高楼层(共27层)2011年建板塔结合  -  西园', '81万', '单价17953元/平米')
('', '蜀山新村 1室1厅 85万', '蜀山新村  | 1室1厅 | 55.5平米 | 南 | 其他', '低楼层(共8层)2000年建板楼  -  琥珀', '85万', '单价15316元/平米')
('https://image1.ljcdn.com/340100-inspection/2a315b64-d5ac-4651-b4d4-c6c731f7c5b4.JPG.296x216.jpg', '为你而选为你为家  精品公寓  七十年产权', '信旺华府骏苑  | 1室1厅 | 45.92平米 | 东 | 其他', '低楼层(共29层)2013年建塔楼  -  南七', '50万', '单价10889元/平米')
('https://image1.ljcdn.com/340100-inspection/b591e502-916d-4617-8490-a97ff9dc318e.jpg.296x216.jpg', '此房满两年，没有增值税了，，三室这个价格很稀有了。', '杏花商贸城  | 3室2厅 | 103.85平米 | 东南 | 简装', '中楼层(共6层)板楼  -  五里墩', '125万', '单价12037元/平米')
('https://image1.ljcdn.com/340100-inspection/538cd310-d5a5-4394-ad94-8fd3cd8ad029.jpg.296x216.jpg', '南七 望江西路  叠加别墅上层 精装修', '维也纳森林花园  | 5室3厅 | 217.83平米 | 南 北 | 其他', '中楼层(共4层)2006年建板楼  -  南七', '560万', '单价25709元/平米')
('', '金湖新村 3室2厅 123万', '金湖新村  | 3室2厅 | 94.66平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  稻香村', '123万', '单价12994元/平米')
('', '中央美域花园B区 2室2厅 148万', '中央美域花园B区  | 2室2厅 | 73.13平米 | 南 | 其他', '低楼层(共32层)2012年建塔楼  -  五里墩', '148万', '单价20238元/平米')
('', '金色池塘 一楼带院子，环境优美，无噪音', '金色池塘  | 2室1厅 | 84.64平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  井岗镇', '145万', '单价17132元/平米')
('https://image1.ljcdn.com/340100-inspection/b609dc22-6a65-4551-9449-7a92895477f1.jpg.296x216.jpg', '新华学府星座 1室1厅 70万', '新华学府星座  | 1室1厅 | 39.75平米 | 北 | 其他', '中楼层(共33层)2008年建塔楼  -  南七', '70万', '单价17611元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadfe00bb72-2c36-4da5-8a94-93574f2a7b5a.JPG.296x216.jpg', '绿城物业 管理规范 内部安静 东合作化路 西东至路', '绿城百合公寓  | 2室1厅 | 81.45平米 | 东北 | 其他', '高楼层(共17层)2007年建塔楼  -  南七', '150万', '单价18417元/平米')
('https://image1.ljcdn.com/340100-inspection/a1fd308e-b843-4d35-b3d0-9d0aadb10e53.jpg.296x216.jpg', '东边户 采光充足 朝南户型 满五年 交通便利 市政供暖', '新景花园  | 2室2厅 | 88平米 | 南 | 毛坯', '低楼层(共11层)2007年建板楼  -  五里墩', '155万', '单价17614元/平米')
('', '华润桃园里 南北通透四房 管家式物业 环境优美高楼层', '华润桃源里  | 4室2厅 | 125平米 | 南 北 | 毛坯', '中楼层(共17层)塔楼  -  新产业园', '216万', '单价17280元/平米')
('https://image1.ljcdn.com/340100-inspection/2a269666-1cde-4101-b445-34e716ce70b3.jpg.296x216.jpg', '龙凤嘉园一期 三居室 双室朝南 精装修 南北通透', '龙凤嘉园一期  | 3室2厅 | 116.29平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  井岗镇', '180万', '单价15479元/平米')
('', '百合花园 多层一楼 位置安静 适合居住', '百合花园  | 3室2厅 | 83.49平米 | 南 | 其他', '低楼层(共6层)2000年建板楼  -  南七', '150万', '单价17967元/平米')
('', '甘泉新村西区 2室1厅 78万', '甘泉新村西区  | 2室1厅 | 64平米 | 南 北 | 简装', '高楼层(共6层)板楼  -  新产业园', '78万', '单价12188元/平米')
('https://image1.ljcdn.com/340100-inspection/b076c234-8763-49da-8548-f03b80308a71.jpg.296x216.jpg', '新华学府星座 1室0厅 60万', '新华学府星座  | 1室0厅 | 35.53平米 | 西 | 其他', '中楼层(共33层)2008年建塔楼  -  南七', '60万', '单价16888元/平米')
('https://image1.ljcdn.com/340100-inspection/faedcfd6-bbbb-4c93-a336-d80aa12a7b20.jpg.296x216.jpg', '位置好出行方便 周边配套齐全 楼层好采光全天不挡', '通和大厦  | 1室1厅 | 57.73平米 | 东 | 其他', '低楼层(共20层)塔楼  -  西园', '106万', '单价18362元/平米')
('', '金色池塘二期 5室2厅 650万', '金色池塘二期  | 5室2厅 | 272.8平米 | 南 北 | 其他', '低楼层(共4层)2008年建板楼  -  井岗镇', '650万', '单价23827元/平米')
('', '博威香山丽舍 2室2厅 143万', '博威香山丽舍  | 2室2厅 | 84.19平米 | 南 北 | 精装', '中楼层(共6层)2011年建板楼  -  新产业园', '143万', '单价16986元/平米')
('', '华地学府名都 3室2厅 380万', '华地学府名都  | 3室2厅 | 143平米 | 南 | 其他', '中楼层(共22层)2011年建塔楼  -  南七', '380万', '单价26574元/平米')
('https://image1.ljcdn.com/340100-inspection/a28664e6-279f-4eca-a956-37f0ad22f44e.jpg.296x216.jpg', '香樟雅苑 3室2厅 238万', '香樟雅苑  | 3室2厅 | 131.71平米 | 南 北 | 其他', '低楼层(共9层)2007年建板楼  -  南七', '238万', '单价18071元/平米')
('https://image1.ljcdn.com/340100-inspection/59215112-fac9-4b5d-ae73-f07cb6d99224.jpg.296x216.jpg', '为你而选为你为家，凤凰城一期一楼带院子精装修', '凤凰城家家景园一期  | 2室1厅 | 51.47平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  五里墩', '89万', '单价17292元/平米')
('https://image1.ljcdn.com/340100-inspection/4713fc24-16d6-49b6-83a2-cbcf63b2f47f.jpg.296x216.jpg', '枫丹白鹭湖公馆 顶楼复式 精装婚房 环境安静', '枫丹白鹭湖公馆  | 3室2厅 | 166.3平米 | 南 北 | 其他', '高楼层(共18层)2006年建塔楼  -  新产业园', '235万', '单价14132元/平米')
('', '为你而选为你为家  看房方便，东西齐全', '三十八所宿舍  | 2室2厅 | 64.71平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  五里墩', '143万', '单价22099元/平米')
('https://image1.ljcdn.com/340100-inspection/60dff77d-ad37-4c28-bb77-f9a06e724961.jpg.296x216.jpg', '为你而选为你为家两房朝南 通透性较好 采光充足', '龙凤嘉园一期  | 3室1厅 | 123.52平米 | 南 | 其他', '高楼层(共6层)2007年建板楼  -  井岗镇', '190万', '单价15383元/平米')
('', '蜀鑫雅苑 2室1厅 158万', '蜀鑫雅苑  | 2室1厅 | 68平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  南七', '158万', '单价23236元/平米')
('', '碧雨花园 3室1厅 152万', '碧雨花园  | 3室1厅 | 96.34平米 | 南 | 其他', '高楼层(共6层)2003年建板楼  -  三里庵', '152万', '单价15778元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc9aeed84-0327-4524-a0c5-8c94eaf5efdf.jpg.296x216.jpg', '建业领翔花园 1室1厅 105万', '建业领翔花园  | 1室1厅 | 52.27平米 | 南 北 | 其他', '中楼层(共31层)2012年建塔楼  -  南七', '105万', '单价20089元/平米')
('', '为你而选为你为家 信旺华府骏苑 交通便利 采光充足', '信旺华府骏苑  | 3室2厅 | 155.27平米 | 南 | 其他', '中楼层(共28层)2005年建塔楼  -  南七', '215万', '单价13847元/平米')
('', '省建机厂宿舍 3室2厅 165万', '省建机厂宿舍  | 3室2厅 | 124平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  南七', '165万', '单价13307元/平米')
('', '华邦繁华里 4室2厅 240万', '华邦繁华里  | 4室2厅 | 112平米 | 南 | 其他', '高楼层(共28层)2015年建塔楼  -  五里墩', '240万', '单价21429元/平米')
('', '安粮城市广场 4室2厅 260万', '安粮城市广场  | 4室2厅 | 144平米 | 南 | 其他', '高楼层(共32层)2013年建塔楼  -  稻香村', '260万', '单价18056元/平米')
('https://image1.ljcdn.com/340100-inspection/afa3d9d9-736c-4d48-8945-a7c3f5765253.jpg.296x216.jpg', '港汇广场 3室2厅 183万', '港汇广场  | 3室2厅 | 89.5平米 | 南 | 其他', '中楼层(共32层)2013年建塔楼  -  南七', '183万', '单价20447元/平米')
('https://image1.ljcdn.com/340100-inspection/5fd87010-2e85-4590-a94e-c5064f4849ed.jpg.296x216.jpg', '为你而选为你为家 奥林花园 精装3房 位置好', '奥林花园  | 3室2厅 | 118.1平米 | 南 | 其他', '中楼层(共6层)2007年建板楼  -  琥珀', '185万', '单价15665元/平米')
('https://image1.ljcdn.com/340100-inspection/142b3e81-a36a-43b3-8895-7a25cd31fe73.jpg.296x216.jpg', '大富鸿墅 6室3厅 630万', '大富鸿墅   | 联排别墅 | 6室3厅 | 410.67平米 | 南 | 其他', '3层2015年建暂无数据  -  新产业园', '630万', '单价15341元/平米')
('', '琥珀南村 2室2厅 160万', '琥珀南村  | 2室2厅 | 85平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  琥珀', '160万', '单价18824元/平米')
('https://image1.ljcdn.com/340100-inspection/d4b5cdee-7e63-4fa0-8d31-56ed6d254e75.jpg.296x216.jpg', '为你而选为你为家 凤凰城一期顶楼复式大四居采光好', '凤凰城家家景园一期  | 4室2厅 | 161.2平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  五里墩', '178万', '单价11043元/平米')
('', '瑞园小区 5室2厅 320万', '瑞园小区  | 5室2厅 | 198.6平米 | 南 北 | 其他', '中楼层(共24层)塔楼  -  井岗镇', '320万', '单价16113元/平米')
('', '金大地大户型，采光充足，通风好', '金大地1912  | 3室2厅 | 120.64平米 | 南 北 | 其他', '中楼层(共33层)2012年建塔楼  -  南七', '225万', '单价18651元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8f66c773-a7d2-47ac-8baa-d7e444566940.jpg.296x216.jpg', '公园道1号 1室1厅 46.5万', '公园道1号  | 1室1厅 | 38.02平米 | 东 西 | 其他', '高楼层(共30层)2012年建塔楼  -  井岗镇', '46.5万', '单价12231元/平米')
