('https://image1.ljcdn.com/420100-inspection/fa78bc44-7037-49d3-8e08-3107ec929474.JPG.296x216.jpg', '世纪江尚  一线江景  南北通透  采光充足  看房方便', '世纪江尚  | 4室2厅 | 185.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '690万', '单价37211元/平米')
('https://image1.ljcdn.com/420100-inspection/test-fa45f278-c609-47f3-9cbc-4a6752fbe759.png.296x216.jpg', '富康花园 3室2厅 142万', '富康花园  | 3室2厅 | 93.4平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  杨汊湖', '142万', '单价15204元/平米')
('https://image1.ljcdn.com/420100-inspection/test-09e3d28a-1223-44e7-9ada-db12ef6f8788.png.296x216.jpg', '新华路三金华都 精装两房 老证朝南 产权清晰 离出口近', '三金华都  | 2室2厅 | 85.19平米 | 东北 | 其他 | 有电梯', '低楼层(共29层)2012年建板楼  -  新华路万达', '215万', '单价25238元/平米')
('https://image1.ljcdn.com/420100-inspection/48d53b27-569c-4ce7-a1ae-c16f8f58ed47.jpg.296x216.jpg', '房子产证5年唯一 正规一室一厅 地铁口的房子', '天下城市星座  | 1室1厅 | 64.57平米 | 东 | 其他 | 有电梯', '中楼层(共27层)2004年建板楼  -  新华路万达', '135万', '单价20908元/平米')
('https://image1.ljcdn.com/420100-inspection/test-0b75be1e-f5f9-41ae-b376-df995733a34b.png.296x216.jpg', '远洋心汉口二期 2室1厅 168万', '远洋心汉口二期  | 2室1厅 | 79.65平米 | 南 | 毛坯', '中楼层(共49层)2018年建板塔结合  -  长丰常码头', '168万', '单价21093元/平米')
('https://image1.ljcdn.com/420100-inspection/test-229978e7-94a5-4cc2-b78c-54387c79fb3c.png.296x216.jpg', '正规一室一厅 万松园美食一条街  小吃一条街出行便利', '青松社区  | 1室1厅 | 48.02平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)2004年建板楼  -  武广万松园', '95万', '单价19784元/平米')
('https://image1.ljcdn.com/420100-inspection/219c4bf2-ed65-4d2e-8afa-a58eaa400f8c.jpg.296x216.jpg', '香河公寓 2室2厅 166万', '香河公寓  | 2室2厅 | 120平米 | 南 | 其他', '高楼层(共8层)1998年建塔楼  -  CBD西北湖', '166万', '单价13834元/平米')
('https://image1.ljcdn.com/420100-inspection/5c5b0705-f73d-4043-bc70-fd375b62880b.jpg.296x216.jpg', '万松园青松社区 正规三室一厅 南北向 采光好', '青松社区  | 3室1厅 | 108.93平米 | 南 | 其他 | 无电梯', '高楼层(共8层)2004年建板楼  -  武广万松园', '178万', '单价16341元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c06b827d-9028-432e-8f4c-3115210a7c9a.png.296x216.jpg', '好户型 100平米以内的3房 毛坯高层 采光足', '顶琇国际城  | 3室1厅 | 98.54平米 | 南 | 其他', '高楼层(共47层)2017年建板楼  -  唐家墩', '205万', '单价20804元/平米')
('https://image1.ljcdn.com/420100-inspection/32a7c72c-cec2-47d5-ac37-5cf5151202ff.jpg.296x216.jpg', '次新房，景观楼层，采光通风好，户型周正，双阳台', '万景橘苑二期  | 2室2厅 | 82.18平米 | 东南 | 其他', '高楼层(共32层)2016年建板楼  -  杨汊湖', '148万', '单价18010元/平米')
('https://image1.ljcdn.com/420100-inspection/test-0d80da20-63f5-4be3-a4d2-9384587441c5.png.296x216.jpg', '杨汊湖 馨苑小区 居家装修 一梯两户 老证 小区中间', '馨苑小区  | 3室1厅 | 89.34平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建塔楼  -  杨汊湖', '140万', '单价15671元/平米')
('', '阳光花园三期.成熟小区.配套齐全.看方便', '阳光花园益康苑  | 3室2厅 | 138.75平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2006年建板楼  -  长港路', '270万', '单价19460元/平米')
('https://image1.ljcdn.com/420100-inspection/test-753c0ac2-fce2-4987-92d6-d8dd8e5a47e3.png.296x216.jpg', '万科城 精装三房 两证齐全 业主诚售 随时看房', '万科城  | 3室2厅 | 109平米 | 东南 | 其他 | 有电梯', '低楼层(共50层)2014年建板楼  -  常青路', '225万', '单价20643元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f187cb68-fa9c-4a9b-8def-4a1e2bb5791c.png.296x216.jpg', '福星华府 2室2厅 180万', '福星华府  | 2室2厅 | 89.66平米 | 东南 | 其他 | 有电梯', '中楼层(共45层)2015年建板楼  -  杨汊湖', '180万', '单价20076元/平米')
('https://image1.ljcdn.com/420100-inspection/test-e0a06c07-6422-4a3b-94e9-15cf21deb746.png.296x216.jpg', '菱角湖天门墩一号石化小区精装三房临三号线随时看房', '石油宿舍  | 3室1厅 | 64.46平米 | 南 | 其他', '中楼层(共7层)1998年建板楼  -  新华路万达', '135万', '单价20944元/平米')
('https://image1.ljcdn.com/420100-inspection/test-b6137484-c7e2-4ff9-a928-903ebe6fbd6c.png.296x216.jpg', '世纪江尚 2室2厅 380万', '世纪江尚  | 2室2厅 | 90.74平米 | 南 | 其他 | 有电梯', '中楼层(共57层)2016年建板塔结合  -  前进江汉', '380万', '单价41878元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ae29f4e3-3576-417f-99c8-128e7d459c78.png.296x216.jpg', '泛海国际樱海园！业主自住精装修定期保养！', '泛海国际居住区樱海园  | 3室2厅 | 123.19平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  CBD西北湖', '465万', '单价37747元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploada4a1206f-9c49-4529-a1c5-01af8e74b202.jpg.296x216.jpg', '南北通透 老证 出门即是地铁口', '同成广场  | 3室2厅 | 150.44平米 | 南 北 | 其他 | 有电梯', '高楼层(共31层)2000年建板楼  -  武广万松园', '278万', '单价18480元/平米')
('https://image1.ljcdn.com/420100-inspection/8361fe40-0b59-4bb1-a12e-2be0159f101a.jpg.296x216.jpg', '燕马新村 朝南精装三居室 老证后期税费低', '燕马新村  | 3室2厅 | 116平米 | 南 | 简装 | 无电梯', '中楼层(共9层)1992年建塔楼  -  前进江汉', '185万', '单价15949元/平米')
('https://image1.ljcdn.com/420100-inspection/51e7747d-90c6-4291-a165-3a9f104263f0.jpg.296x216.jpg', '此房为老证 开发商赠送12平，使用面积大，业主诚心卖', '中环星干线  | 3室2厅 | 90平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)2011年建板楼  -  常青路', '158万', '单价17556元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4dd4e747-9f8b-4eaa-a74f-5a57a9d66f2c.jpg.296x216.jpg', '次新小区，物业管理优良，精致三房，户型方正，采光好', '顶琇国际城  | 3室2厅 | 99平米 | 南 | 其他', '低楼层(共47层)2017年建板楼  -  唐家墩', '219万', '单价22122元/平米')
('https://image1.ljcdn.com/420100-inspection/44803e6a-4088-4ec7-9a73-5552f856e625.jpg.296x216.jpg', '大唐新都 3室2厅 273万', '大唐新都  | 3室2厅 | 136.5平米 | 南 北 | 简装 | 有电梯', '高楼层(共18层)2005年建塔楼  -  新华路万达', '273万', '单价20000元/平米')
('https://image1.ljcdn.com/420100-inspection/test-9399e96d-c2af-4151-8098-04222f7944d2.png.296x216.jpg', '圣淘沙酒店式公寓 1室1厅 84万', '圣淘沙酒店式公寓  | 1室1厅 | 50.45平米 | 东南 | 其他 | 有电梯', '低楼层(共28层)2004年建板楼  -  武广万松园', '84万', '单价16651元/平米')
('https://image1.ljcdn.com/420100-inspection/test-48b779cc-601e-4617-a491-ed0422047411.png.296x216.jpg', '泛海国际樱海园大平层！300万精装修！懂行的看过来！', '泛海国际居住区樱海园  | 5室2厅 | 264.36平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2013年建板楼  -  CBD西北湖', '1100万', '单价41610元/平米')
('https://image1.ljcdn.com/420100-inspection/test-23b699f0-a15a-4daf-89a1-07b37ed8449d.png.296x216.jpg', '江汉路总价低小户型，明厨明卫带阳台，老证税费少', '宝利金国际广场  | 1室0厅 | 28.07平米 | 西北 | 简装 | 有电梯', '中楼层(共33层)2005年建板楼  -  前进江汉', '65万', '单价23157元/平米')
('https://image1.ljcdn.com/420100-inspection/test-6ef544d8-50ef-46fd-8e56-b67f48427ca2.png.296x216.jpg', '店长推荐：标准三房 居家装修 楼层好 业主诚心出售', '西马新村  | 3室1厅 | 87平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '160万', '单价18391元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a1bd17b5-117c-41be-a16a-cc6364e2e038.png.296x216.jpg', '中城悦城 2室2厅 195万', '中城悦城  | 2室2厅 | 87.5平米 | 东 | 其他 | 有电梯', '高楼层(共46层)2017年建板塔结合  -  CBD西北湖', '195万', '单价22286元/平米')
('', '新华西美林公馆 2室2厅 230万', '新华西美林公馆  | 2室2厅 | 92.47平米 | 南 北 | 其他 | 有电梯', '中楼层(共17层)2008年建塔楼  -  CBD西北湖', '230万', '单价24873元/平米')
('https://image1.ljcdn.com/420100-inspection/ea9a8bf9-c2a9-45c5-a4e4-5e66f711bcb0.jpg.296x216.jpg', '新华锦绣 3室2厅 280万', '新华锦绣  | 3室2厅 | 130平米 | 南 北 | 其他 | 有电梯', '低楼层(共23层)2002年建塔楼  -  塔子湖', '280万', '单价21539元/平米')
('https://image1.ljcdn.com/420100-inspection/a456959f-3af2-44e0-ad0f-c4ea8af73e4b.jpg.296x216.jpg', '开发商精装修 5.4米层高 即买即租 看房方便 诚心出售', '沿海菱角湖壹号  | 1室1厅 | 49.32平米 | 东 | 其他', '低楼层(共41层)2016年建板楼  -  新华路万达', '120万', '单价24331元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a08f3c24-60ad-404d-b6db-af8e61d980ef.png.296x216.jpg', '远洋心汉口二期 正规两房朝南 户型方正采光好随时看房', '远洋心汉口二期  | 2室1厅 | 77.96平米 | 南 | 其他', '中楼层(共41层)暂无数据  -  长丰常码头', '145万', '单价18600元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f9a13eaf-0730-4527-9dc6-5b1be642036a.png.296x216.jpg', '西南挂角  两房一厅一卫户型 满两中间楼层', '圣淘沙酒店式公寓  | 2室1厅 | 79.8平米 | 西南 | 其他 | 有电梯', '中楼层(共28层)2004年建板楼  -  武广万松园', '165万', '单价20677元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7c097241-0c9e-4302-8921-d5cbb2c1af53.png.296x216.jpg', '宝利金二期中央荣御 3室2厅 395万', '宝利金二期中央荣御  | 3室2厅 | 153平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2011年建塔楼  -  前进江汉', '395万', '单价25817元/平米')
('https://image1.ljcdn.com/420100-inspection/test-ddef2baa-89ac-4cd4-8d49-f8afb442f5a5.png.296x216.jpg', '老证 户型方正 采光好 通风好', '万松小区  | 2室1厅 | 60.45平米 | 东南 | 其他 | 无电梯', '低楼层(共9层)1994年建塔楼  -  武广万松园', '130万', '单价21506元/平米')
('https://image1.ljcdn.com/420100-inspection/dc54c3df-fe6f-4f9b-afa9-b73904c76aa0.jpg.296x216.jpg', '江汉北路121到123号 2室1厅 220万', '江汉北路121到123号  | 2室1厅 | 90平米 | 南 | 其他', '中楼层(共9层)暂无数据  -  武广万松园', '220万', '单价24445元/平米')
('https://image1.ljcdn.com/420100-inspection/test-685aeefc-2689-49d7-a259-2ce0caed4396.png.296x216.jpg', '燕马新村 1室1厅 75万', '燕马新村  | 1室1厅 | 35.52平米 | 东南 | 其他', '中楼层(共8层)暂无数据  -  前进江汉', '75万', '单价21115元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a592231b-c151-4bbf-96d6-28da9f5254ce.png.296x216.jpg', '菱角湖万达旁，三金聚福苑，正规一室一厅，老证。', '三金鑫城国际聚福苑  | 1室1厅 | 52平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2012年建板楼  -  CBD西北湖', '135万', '单价25962元/平米')
('https://image1.ljcdn.com/420100-inspection/d0bbc9db-9df7-478d-afec-512fc258cc48.jpg.296x216.jpg', '南航小区 3室2厅 170万', '南航小区  | 3室2厅 | 100平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  长港路', '170万', '单价17000元/平米')
('https://image1.ljcdn.com/420100-inspection/a6b92586-a492-481f-885d-18d386ddff23.jpg.296x216.jpg', '绿色家园 中间楼层 三房两卫户型  南北通透双阳台', '绿色家园  | 3室2厅 | 116.17平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  杨汊湖', '190万', '单价16356元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c7f4f7ca-977c-4898-86cd-b8a02a95f92a.png.296x216.jpg', '房东急售，房东急售，证满2年，房东诚意出售家电全送', '华立新华时代  | 2室2厅 | 97平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2007年建板楼  -  CBD西北湖', '205万', '单价21135元/平米')
('https://image1.ljcdn.com/420100-inspection/e144e7f4-0129-43b1-be8d-000cac44c6bf.jpg.296x216.jpg', '福星城南区 纯毛坯 全朝南 电梯小三房 两证满两年', '福星城南区  | 3室2厅 | 96平米 | 东 南 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  长港路', '198万', '单价20625元/平米')
('https://image1.ljcdn.com/420100-inspection/test-d2d5fd69-b45a-478c-9944-1ae29c5fba16.png.296x216.jpg', '杨汊湖 常青二垸 南北通透精装修 一梯两户', '常青二垸  | 2室1厅 | 63平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1992年建板楼  -  杨汊湖', '107万', '单价16985元/平米')
('https://image1.ljcdn.com/420100-inspection/6578340b-0047-4bc9-8a0b-68044c9b275f.jpg.296x216.jpg', '浩海小区 2室1厅 120万', '浩海小区  | 2室1厅 | 85.7平米 | 南 | 其他 | 无电梯', '高楼层(共8层)1998年建板楼  -  杨汊湖', '120万', '单价14003元/平米')
('https://image1.ljcdn.com/420100-inspection/test-2b8c9996-3354-4f2f-a96b-e702f1bbef62.png.296x216.jpg', '满两年，万达商圈，生活便利，唐家墩地站口', '东方名园  | 2室2厅 | 122.38平米 | 西南 | 其他 | 有电梯', '中楼层(共12层)1999年建塔楼  -  唐家墩', '215万', '单价17569元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f3e3b689-1dcc-4ff6-b10a-4a8175aacc51.png.296x216.jpg', '杨汊湖 华苑社区 居家装修两房 采光好 老证', '华苑社区  | 2室2厅 | 85平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  杨汊湖', '130万', '单价15295元/平米')
('https://image1.ljcdn.com/420100-inspection/04c5de09-9d5f-4650-a474-bd6c9c7a37cb.jpg.296x216.jpg', '电业新村 3室2厅 400万', '电业新村  | 3室2厅 | 154平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2007年建板楼  -  宝丰崇仁', '400万', '单价25975元/平米')
('https://image1.ljcdn.com/420100-inspection/bea5b576-a2b7-4228-8d7a-e8352cd232f0.jpg.296x216.jpg', '中环星干线  高层 采光好 ，南北通透', '中环星干线  | 3室1厅 | 94平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  常青路', '147万', '单价15639元/平米')
('https://image1.ljcdn.com/420100-inspection/634abd60-428b-4595-9493-cfa491f628c43.jpg.296x216.jpg', '青松社区 南北通透两房户型  采光好', '青松社区  | 2室1厅 | 81.25平米 | 南 | 其他 | 无电梯', '高楼层(共9层)2004年建板楼  -  武广万松园', '150万', '单价18462元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploade90b4bd1-fd0b-4f3f-a0c3-49cb705ee72d.jpg.296x216.jpg', '菱角湖万达广场A区 1室1厅 90万', '菱角湖万达广场A区  | 1室1厅 | 48平米 | 南 | 其他 | 有电梯', '中楼层(共27层)2010年建塔楼  -  新华路万达', '90万', '单价18750元/平米')
('', '江城华庭 3室2厅 294万', '江城华庭  | 3室2厅 | 113.1平米 | 南 | 其他 | 有电梯', '低楼层(共15层)2003年建塔楼  -  武广万松园', '294万', '单价25995元/平米')
('https://image1.ljcdn.com/420100-inspection/test-11ebb07d-40c7-404d-be8a-9ecc1fe18008.png.296x216.jpg', '诚心出售，通透两房，楼层好视野开阔。', '复兴村合作住宅小区  | 2室2厅 | 85.85平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  CBD西北湖', '160万', '单价18638元/平米')
('https://image1.ljcdn.com/420100-inspection/4ce1a1a2-c073-433e-a5b1-e4a2333f50fe.jpg.296x216.jpg', '南国中心 3室1厅 307万', '南国中心  | 3室1厅 | 96平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2016年建塔楼  -  武广万松园', '307万', '单价31980元/平米')
('https://image1.ljcdn.com/420100-inspection/test-474c6d00-66be-441b-9998-e7a056e1fc66.png.296x216.jpg', '汉口火车站旁，威嘉白金领域，正规一室一厅，随时看', '威嘉白金领域  | 1室1厅 | 40.07平米 | 南 | 其他', '高楼层(共13层)2005年建板楼  -  长港路', '73万', '单价18219元/平米')
('https://image1.ljcdn.com/420100-inspection/a186c94d-c7f6-4d40-9a98-48a34a7563bd.jpg.296x216.jpg', '福星城南区 2室2厅 160万', '福星城南区  | 2室2厅 | 79.11平米 | 南 | 其他 | 有电梯', '高楼层(共45层)2013年建板楼  -  长港路', '160万', '单价20226元/平米')
('https://image1.ljcdn.com/420100-inspection/test-5cb2c9a0-01b1-435d-ad55-1143e07d88b7.png.296x216.jpg', '杨汊湖 华苑小区 精装两房 中间楼层 采光好 老证', '华苑社区  | 2室2厅 | 79.42平米 | 南 | 其他 | 无电梯', '低楼层(共8层)1999年建板楼  -  杨汊湖', '150万', '单价18887元/平米')
('https://image1.ljcdn.com/420100-inspection/test-7939054e-6dd5-4f70-8439-17ebf614d592.png.296x216.jpg', '此房两证满五唯一，婚房精装修，户型方正，中间楼层', '长江日报宿舍  | 2室1厅 | 71.51平米 | 南 北 | 其他', '中楼层(共6层)2002年建板楼  -  台北香港路', '149万', '单价20837元/平米')
('https://image1.ljcdn.com/420100-inspection/33bf1cdd-a096-4b3a-a09f-17857c55b0c3.jpg.296x216.jpg', '前进四路143到145号 2室1厅 116万', '前进四路143到145号  | 2室1厅 | 54平米 | 南 | 其他', '高楼层(共7层)板楼  -  前进江汉', '116万', '单价21482元/平米')
('https://image1.ljcdn.com/420100-inspection/a9e757bf-6a42-4d84-980d-1f7e42f94c00.jpg.296x216.jpg', '万科城大四房 精装修  朝南户型  采光好 随时看房！！', '万科城  | 4室1厅 | 188平米 | 南 | 其他 | 有电梯', '中楼层(共48层)2014年建板楼  -  常青路', '380万', '单价20213元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload5185ed6e-1b9f-4150-9925-a69618c0a50f.jpg.296x216.jpg', '福星城北区 2室2厅 65万', '福星城北区  | 2室2厅 | 49平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  长港路', '65万', '单价13266元/平米')
