('https://image1.ljcdn.com/441900-inspection/7d60b0eb-0f9f-438d-8cad-412834eaa9d7.jpg.296x216.jpg', '天虹广场   舒适3房  装修好  保养新  高楼层', '地标广场  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '300万', '单价27778元/平米')
('https://image1.ljcdn.com/441900-inspection/08d60136-e326-4796-8a67-12970adc5c3f.jpg.296x216.jpg', '房子满2年 适中楼层 通透性强 交通便利 采光充足', '虎门国际公馆  | 4室2厅 | 171.57平米 | 西南 | 其他', '低楼层(共20层)2011年建塔楼  -  新联', '330万', '单价19235元/平米')
('https://image1.ljcdn.com/441900-inspection/d6d9ecd7-3c11-4e6c-bad0-54053cb4362f.jpg.296x216.jpg', '天虹商圈 万达温馨单身公寓 精装 诚心出售', '万达华府  | 1室1厅 | 56.74平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '90万', '单价15862元/平米')
('https://image1.ljcdn.com/441900-inspection/a1ae512d-f49f-4fe0-a365-44f9735b875f.jpg.296x216.jpg', '虎门公园南部湾万科城精装修两房满两年看花园', '南部湾万科城  | 2室2厅 | 62平米 | 北 | 其他', '高楼层(共8层)2015年建板楼  -  大宁', '138万', '单价22259元/平米')
('https://image1.ljcdn.com/441900-inspection/fe479c0d-fd21-4c65-aadc-5760ae5c48b9.jpg.296x216.jpg', '精装修，中高楼层，视野好。。。。。', '万达华府  | 1室0厅 | 33平米 | 西北 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '55万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/c5e154a1-2b6f-468c-b56a-27f686380142.jpg.296x216.jpg', '自住精装温馨三房，中高楼层，业主诚心出售', '宜家花园  | 3室1厅 | 103平米 | 东南 | 其他', '中楼层(共10层)1994年建塔楼  -  太平广场', '88万', '单价8544元/平米')
('https://image1.ljcdn.com/441900-inspection/724aaed3-72cf-4857-83d9-bce989c76b4f.jpg.296x216.jpg', '粤港澳大湾区 滨海新区 长提一号 海景独栋别墅', '金湾花园   | 独栋别墅 | 5室3厅 | 417平米 | 东 | 其他', '1层2013年建暂无数据  -  太平广场', '900万', '单价21583元/平米')
('https://image1.ljcdn.com/441900-inspection/a887da51-3958-4e0d-9d81-cc03ac4b165f.jpg.296x216.jpg', '万科紫台大三房 业主诚心出售 小区安静', '万科紫台  | 3室1厅 | 140平米 | 北 | 精装', '中楼层(共32层)2010年建塔楼  -  地标', '290万', '单价20715元/平米')
('https://image1.ljcdn.com/441900-inspection/baaf02fa-bce9-456e-ba38-a09ab253a6ec.jpg.296x216.jpg', '天虹商圈 精装修2房 带家私家电 一起出售', '地标大厦  | 2室1厅 | 63平米 | 东北 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '98万', '单价15556元/平米')
('https://image1.ljcdn.com/441900-inspection/0be6831f-309f-489e-9918-a22f627a8328.jpg.296x216.jpg', '万达商圈 万达华府 精装单身公寓', '万达华府  | 1室1厅 | 55.6平米 | 东 东南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '83万', '单价14929元/平米')
('https://image1.ljcdn.com/441900-inspection/ba176ce2-c52c-4c44-9db1-245112ecbe0d.jpg.296x216.jpg', '万科城南部湾 三房两厅精装修  低价出售', '南部湾万科城  | 3室2厅 | 95平米 | 东南 | 其他', '低楼层(共26层)2015年建塔楼  -  大宁', '205万', '单价21579元/平米')
('https://image1.ljcdn.com/441900-inspection/5e316a30-a250-41e7-acf5-1796f3275dd9.jpg.296x216.jpg', '万达广场公寓   高楼层   精装修 单身公寓', '万达华府  | 1室1厅 | 54.75平米 | 东南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '88万', '单价16074元/平米')
('https://image1.ljcdn.com/441900-inspection/b7120992-a13f-4931-8e96-c027c6fabb6e.jpg.296x216.jpg', '楼层好视野宽阔，采光充足配套齐全。', '地标大厦  | 2室2厅 | 75.99平米 | 东南 | 精装', '中楼层(共25层)2010年建塔楼  -  地标', '130万', '单价17108元/平米')
('https://image1.ljcdn.com/441900-inspection/eac50b87-c481-49a1-893b-d4f2977ffee1.jpg.296x216.jpg', '国际公馆毛坯大四房，南北通透，方正户型', '虎门国际公馆  | 4室2厅 | 170.73平米 | 东南 | 其他', '低楼层(共20层)2011年建塔楼  -  新联', '300万', '单价17572元/平米')
('https://image1.ljcdn.com/441900-inspection/4f65189a-bd56-4fe7-acec-255a6003d79b.jpg.296x216.jpg', '虎门大道旁康乐大厦 业主诚心出售 地段好配套齐全', '康乐大厦  | 2室2厅 | 170平米 | 北 | 其他', '中楼层(共16层)2001年建塔楼  -  太平广场', '145万', '单价8530元/平米')
('https://image1.ljcdn.com/441900-inspection/5f37c5fb-c548-42f2-9816-3bd68f3196ca.jpg.296x216.jpg', '户型方正，采光好，大社区，交通方便，适合居住.', '南部湾万科城  | 3室2厅 | 97平米 | 西南 | 其他', '高楼层(共18层)2015年建塔楼  -  大宁', '250万', '单价25774元/平米')
('https://image1.ljcdn.com/441900-inspection/29a820c6-0987-4aea-9954-2efbf1cf8aa5.jpg.296x216.jpg', '万达公寓出售毛胚商圈配套成熟交通路线多', '万达华府  | 1室1厅 | 54.85平米 | 西 | 其他', '低楼层(共28层)2014年建塔楼  -  万达', '77万', '单价14039元/平米')
('https://image1.ljcdn.com/441900-inspection/5c3253f1-74b1-4620-9c1b-06d7d8c20c1c.jpg.296x216.jpg', '新联 中惠悦峰 精装新房 户型方正  适合宜居', '中惠悦峰  | 3室2厅 | 87平米 | 南 | 其他', '中楼层(共18层)2015年建塔楼  -  新联', '165万', '单价18966元/平米')
('', '丰泰裕田花园120平南北通透看湖景200万业主诚心出售', '丰泰裕田花园  | 3室2厅 | 120.17平米 | 南 北 | 精装', '高楼层(共18层)2007年建塔楼  -  大宁', '200万', '单价16644元/平米')
('https://image1.ljcdn.com/441900-inspection/4ab74428-ad14-4560-8351-d87c232423df.jpg.296x216.jpg', '业主自住 格局方正 开放式厨房 独立卫生间 空气对流', '地标大厦  | 1室1厅 | 58平米 | 东南 南 | 其他', '低楼层(共25层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload35ab2e47-3948-4c24-958f-d919c72f041e.jpg.296x216.jpg', '一房一厅复式公寓 家电齐全 高层看风景', '地标大厦  | 1室1厅 | 58平米 | 北 | 其他', '高楼层(共25层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/81720075-647a-4e0d-aca5-9103f65f2878.jpg.296x216.jpg', '此房高楼层看湖景，采光好通风佳，格局方正，阳台开阔', '丰泰华园山庄  | 4室2厅 | 147.88平米 | 东南 | 其他', '高楼层(共12层)2002年建塔楼  -  新联', '250万', '单价16906元/平米')
('https://image1.ljcdn.com/441900-inspection/b3867fa5-7842-4c47-bd1a-1b2e0cc10d68.jpg.296x216.jpg', '精装修温馨3房出售 大型社区配套齐全', '南部湾万科城  | 3室2厅 | 97平米 | 东南 | 其他', '低楼层(共22层)2015年建塔楼  -  大宁', '230万', '单价23712元/平米')
('https://image1.ljcdn.com/441900-inspection/2cba90d8-6ca3-48bb-971d-5730f7cd0e98.jpg.296x216.jpg', '业主诚心出售，看房方便，带部分家私家电。', '万达华府  | 1室1厅 | 34平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '51万', '单价15000元/平米')
('https://image1.ljcdn.com/441900-inspection/07899935-29f6-4df5-8795-87c9fca9c1c6.jpg.296x216.jpg', '房子朝东南采光好，主卧带大阳台看湖景3房带小杂物间', '丰泰华园山庄  | 4室2厅 | 125.53平米 | 东南 | 精装', '中楼层(共19层)2005年建塔楼  -  新联', '175万', '单价13941元/平米')
('https://image1.ljcdn.com/441900-inspection/fcb26419-c5a2-476b-8ca0-62c13ae0414b.jpg.296x216.jpg', '虎门万达公寓楼 毛坯房 中高楼层 采光好', '万达华府  | 1室1厅 | 57平米 | 西南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '75万', '单价13158元/平米')
('https://image1.ljcdn.com/441900-inspection/86811c74-a688-41b4-b57e-ca791bf6588e.jpg.296x216.jpg', '万科紫台352平别墅，别致装修，环境好', '万科紫台   | 联排别墅 | 5室2厅 | 351.95平米 | 南 | 精装', '3层2010年建暂无数据  -  地标', '1300万', '单价36938元/平米')
('https://image1.ljcdn.com/441900-inspection/756dcb17-9215-4373-a609-4e12c6cbfbea.jpg.296x216.jpg', '虎门步行街楼上刚需小三房 沃尔玛繁华商圈', '太平广场花园  | 3室2厅 | 95平米 | 北 | 其他', '高楼层(共35层)1995年建塔楼  -  太平广场', '130万', '单价13685元/平米')
('', '精装一房 带租约1700 适合居家 满五唯一 免双税', '地标大厦  | 1室1厅 | 58平米 | 北 | 精装', '中楼层(共24层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload82f93336-f080-489b-a3c1-64799539d2c6.jpg.296x216.jpg', '虎门万达毛坯 南北通透 高楼层 高速口 业主诚心出售', '万达华府  | 3室2厅 | 93.6平米 | 南 北 | 毛坯', '高楼层(共16层)2014年建塔楼  -  万达', '230万', '单价24573元/平米')
('https://image1.ljcdn.com/441900-inspection/86f3c3c7-bbfc-441c-b3c7-f028eefe2b87.jpg.296x216.jpg', '交通便利，购物方便，设施齐全，坏境优美。', '南部湾万科城  | 3室2厅 | 95平米 | 西南 | 其他', '中楼层(共29层)2015年建塔楼  -  大宁', '230万', '单价24211元/平米')
('https://image1.ljcdn.com/441900-inspection/5dd3c1cd-e4cc-428e-984c-a45f00048455.jpg.296x216.jpg', '此房带租约出售，现在开发商承包出来做酒店，', '万达华府  | 1室1厅 | 68平米 | 东南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '116万', '单价17059元/平米')
('https://image1.ljcdn.com/441900-inspection/e6346471-29a7-461c-8a45-870cdfa7c3dc.jpg.296x216.jpg', '南部湾万科城 三房两厅 高楼层看风景', '南部湾万科城  | 3室2厅 | 96.6平米 | 东南 | 其他', '高楼层(共32层)2015年建塔楼  -  大宁', '220万', '单价22775元/平米')
('https://image1.ljcdn.com/441900-inspection/71e500e5-4583-41ba-8db6-d3b08ffc5c3f.jpg.296x216.jpg', '虎门万达公寓楼 中楼层 繁华地段 阳光充足', '万达华府  | 1室1厅 | 74.8平米 | 东南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '120万', '单价16043元/平米')
('https://image1.ljcdn.com/441900-inspection/382bcbc5-9d63-4cc6-ac87-7a85c80ba7b7.jpg.296x216.jpg', '飞龙山庄精装4房 小区环境优美寂静 满两年免增值税', '飞龙山庄  | 4室1厅 | 238平米 | 西北 | 其他', '中楼层(共9层)2004年建塔楼  -  黄河中心', '357万', '单价15000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload90ba36f8-af05-4cc8-b2ca-57fa0c4dc11f.jpg.296x216.jpg', '虎门公园 龙泉豪苑  毛坯大6房  南北通透  高楼层', '龙泉豪苑  | 6室2厅 | 568平米 | 东南 | 其他', '高楼层(共25层)2011年建塔楼  -  地标', '855万', '单价15053元/平米')
('https://image1.ljcdn.com/441900-inspection/56e0288e-b820-40a3-90cb-31ad72801547.jpg.296x216.jpg', '沿江高速出口。精装带58平带阁楼，可做2房', '地标大厦  | 1室1厅 | 58平米 | 西南 | 其他', '高楼层(共24层)2010年建塔楼  -  地标', '85万', '单价14656元/平米')
('https://image1.ljcdn.com/441900-inspection/a5ef5709-a194-4a41-8973-e129e3486f49.jpg.296x216.jpg', '东海城堡 满五年  免个税  朝南  方正户型   高楼层', '丰泰东海城堡  | 3室2厅 | 90.35平米 | 南 | 其他', '高楼层(共18层)2013年建塔楼  -  新联', '207万', '单价22911元/平米')
('https://image1.ljcdn.com/441900-inspection/abbc6834-25dc-4726-b95d-7d548aab380f.jpg.296x216.jpg', '全新小区 中惠悦峰 三房朝南 户型方正', '中惠悦峰  | 3室1厅 | 85平米 | 南 | 其他', '高楼层(共11层)2015年建塔楼  -  新联', '153万', '单价18000元/平米')
('https://image1.ljcdn.com/441900-inspection/a1f93ffc-e5af-4047-809f-d090751aaa6b.jpg.296x216.jpg', '天虹商圈 精装一房 户型方正 高楼层 采光充足', '地标广场  | 1室0厅 | 36.82平米 | 西 | 其他', '高楼层(共28层)2011年建塔楼  -  地标', '80万', '单价21728元/平米')
('https://image1.ljcdn.com/441900-inspection/f6265778-94d5-4122-9759-65d9f0f84196.jpg.296x216.jpg', '一线江景 刚需小户型住宅  户型方正  看房方便', '锦江城  | 3室1厅 | 77平米 | 南 | 其他', '中楼层(共9层)1999年建板楼  -  黄河中心', '75万', '单价9741元/平米')
('https://image1.ljcdn.com/441900-inspection/f1cae2a9-6892-4100-bee6-023df0036d31.jpg.296x216.jpg', '虎门万达公寓   传统装修  优质小区 温馨公寓', '万达华府  | 1室1厅 | 52平米 | 西南 | 其他', '低楼层(共28层)2014年建塔楼  -  万达', '93万', '单价17885元/平米')
('https://image1.ljcdn.com/441900-inspection/b96460f3-937f-41be-b582-4d4ec52c98a2.jpg.296x216.jpg', '南部湾精装修四房 视野宽阔 看花园 采光好 朝向东南', '南部湾万科城  | 4室2厅 | 118平米 | 东南 | 精装', '高楼层(共34层)2015年建塔楼  -  大宁', '315万', '单价26695元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload96b2eb35-10b8-4cfb-838f-549149f23d6a.jpg.296x216.jpg', '万达华府 南北通透大四房  低楼层合适有老年人家庭', '万达华府  | 4室2厅 | 146.71平米 | 南 北 | 其他', '低楼层(共30层)2014年建塔楼  -  万达', '350万', '单价23857元/平米')
('https://image1.ljcdn.com/441900-inspection/45e828ed-ede1-411c-8fe5-425442346dec.jpg.296x216.jpg', '东莞市虎门镇北栅村西坊路与凤冈路交汇处离东莞的地铁', '中天悦府  | 2室1厅 | 72平米 | 南 | 其他', '中楼层(共33层)2016年建塔楼  -  万达', '165万', '单价22917元/平米')
('https://image1.ljcdn.com/441900-inspection/c0ba64df-cd41-47c9-be5d-6387b69fd8e1.jpg.296x216.jpg', '中间位置，户型南北通透，业主诚意出售', '丰泰东海城堡  | 3室2厅 | 98平米 | 东南 | 其他', '低楼层(共15层)2013年建塔楼  -  新联', '180万', '单价18368元/平米')
('https://image1.ljcdn.com/441900-inspection/5908a5cb-d292-4a74-8b25-e0693a2a88b7.jpg.296x216.jpg', '丰泰华园山庄  大平层看湖景4房  业主换别墅出售', '丰泰华园山庄  | 4室2厅 | 257.99平米 | 南 | 其他', '中楼层(共12层)2005年建塔楼  -  新联', '430万', '单价16668元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload13428a7f-8934-4311-8f5d-1d4a539b4dbb.jpg.296x216.jpg', '天虹商圈 精装一房 户型方正 高楼层 采光好', '地标广场  | 1室0厅 | 36.73平米 | 西 | 其他', '高楼层(共28层)2011年建塔楼  -  地标', '80万', '单价21781元/平米')
('https://image1.ljcdn.com/441900-inspection/5454b98d-a273-4df6-94a1-e059c2e0180e.jpg.296x216.jpg', '太平广场 精装2房 采光靓丽 卧室可看江景', '太平广场花园  | 2室2厅 | 83平米 | 东南 | 其他', '中楼层(共35层)1995年建塔楼  -  太平广场', '105万', '单价12651元/平米')
('https://image1.ljcdn.com/441900-inspection/34639ec9-23de-4753-8b1f-0dd007f67cbe.jpg.296x216.jpg', '万达精装公寓 中楼层 配套齐全', '万达华府  | 1室1厅 | 53平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '95万', '单价17925元/平米')
('https://image1.ljcdn.com/441900-inspection/ed3e52e4-20fb-49a7-b0ac-cc9631c96dc4.jpg.296x216.jpg', '丰泰东海山庄精装四房 朝小区看湖 中高楼层 采光充足', '丰泰东海山庄  | 4室2厅 | 175平米 | 南 | 精装', '中楼层(共16层)2007年建塔楼  -  新联', '360万', '单价20572元/平米')
('https://image1.ljcdn.com/441900-inspection/2212a872-ad2c-431a-8bbf-2fd8784245af.jpg.296x216.jpg', '此房南北向 格局好  业主诚心出售带一个车位', '龙泉豪苑  | 5室2厅 | 461平米 | 南 | 其他', '低楼层(共25层)2011年建塔楼  -  地标', '698万', '单价15141元/平米')
('https://image1.ljcdn.com/441900-inspection/cf0806f1-b2d9-4e31-87e3-5bb0328e1873.jpg.296x216.jpg', '滨海新区 金湾花园 海景洋房 高楼层朝小区 采光充足', '金湾花园  | 3室2厅 | 100平米 | 北 | 其他', '高楼层(共33层)2013年建塔楼  -  太平广场', '210万', '单价21000元/平米')
('https://image1.ljcdn.com/441900-inspection/5b6d9aae-7941-4700-8c4b-03c8579a6078.jpg.296x216.jpg', '滨海湾新区 天虹商圈 沿江高速路口 精装一房', '地标大厦  | 1室1厅 | 63平米 | 西南 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '105万', '单价16667元/平米')
('https://image1.ljcdn.com/441900-inspection/a4be6e2c-8843-4333-b102-37b775f6b305.jpg.296x216.jpg', '悦榕东岸 中高楼层 看湖景  小区舒适度高', '丰泰悦榕东岸  | 4室2厅 | 226.3平米 | 南 | 其他', '中楼层(共25层)2013年建塔楼  -  新联', '550万', '单价24305元/平米')
('https://image1.ljcdn.com/441900-inspection/5ab1221e-4a4f-4489-bfb9-6f6892e90358.jpg.296x216.jpg', '万达华府 单身公寓 中高楼层 诚意出售', '万达华府  | 1室1厅 | 55.6平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '78万', '单价14029元/平米')
('https://image1.ljcdn.com/441900-inspection/edcdd6b8-28e1-4b18-a82c-05eee6ff3293.jpg.296x216.jpg', '房龄短，地段好交通出行方便 楼盘还很新', '金地琥悦  | 3室2厅 | 100平米 | 南 | 其他', '中楼层(共16层)2014年建塔楼  -  万达', '240万', '单价24000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadd0bf92a8-2a87-4fc8-bbf3-49e35bfd4612.jpg.296x216.jpg', '万达温馨舒适小公寓 业主诚心出售', '万达华府  | 1室1厅 | 55.66平米 | 东 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '78万', '单价14014元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploaded807bc2-0987-4ed6-b270-4990d435ee16.jpg.296x216.jpg', '虎门万达华府毛坯房 高楼层 采光充足 业主诚心出售', '万达华府  | 1室1厅 | 52.06平米 | 东南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '72.9万', '单价14004元/平米')
('', '看小区游泳池 户型方正 高层位置 满二年税少 急售', '佳兆业御龙山  | 4室2厅 | 142平米 | 东南 | 其他', '中楼层(共34层)2016年建塔楼  -  地标', '355万', '单价25000元/平米')
