('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5d96ec76-9657-423c-b543-4faf3294020d.png.296x216.jpg', '标准套三 户型方正 明厨明卫 简单装修', '长兴街5号院  | 3室1厅 | 98.36平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  西南交大', '125万', '单价12709元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85a3e5ac-0a64-4c67-99af-c43e00a54828.png.296x216.jpg', '西门先生公园房，视野开阔，采光好', '西门先生  | 1室1厅 | 36.06平米 | 南 | 其他', '中楼层(共34层)塔楼  -  茶店子', '41万', '单价11370元/平米')
('https://image1.ljcdn.com/510100-inspection/79c25fad-9d82-4042-b369-8348085a6893.jpg.296x216.jpg', '人和逸景，1.5环电梯套二，不临街', '人和逸景  | 2室1厅 | 98.43平米 | 西南 | 其他 | 有电梯', '低楼层(共22层)2001年建塔楼  -  抚琴小区', '117万', '单价11887元/平米')
('https://image1.ljcdn.com/510100-inspection/5c754390-e3f6-4ef8-b1a7-922a4adec5d0.jpg.296x216.jpg', '一品天下电梯小高层，套二加书房，有装修', '一品天下A区  | 3室1厅 | 81.71平米 | 东南 | 其他 | 有电梯', '中楼层(共7层)2005年建板楼  -  茶店子', '172万', '单价21051元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb3d55bb7-d23b-4c4a-99a7-d6a9081b88c8.jpg.296x216.jpg', '金房星座 套二 有装修 不临街', '金房星座  | 2室1厅 | 73.47平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2008年建板楼  -  营门口', '168万', '单价22867元/平米')
('https://image1.ljcdn.com/510100-inspection/test-878e63f5-c4fd-4879-a4f2-18e0892ba0c6.png.296x216.jpg', '一环内套二，适合居家生活，交通出行方便。', '一环路西三段212号  | 2室1厅 | 52.16平米 | 东 | 其他', '高楼层(共5层)1984年建板楼  -  花牌坊', '78万', '单价14954元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aaf52019-f72b-4eea-930d-2793a0807d9d.png.296x216.jpg', '二环内电梯小高层，户型好，采光好，中庭不临街', '懋园国际商住城  | 3室2厅 | 164.21平米 | 东南 北 | 其他 | 有电梯', '高楼层(共14层)2000年建板楼  -  沙湾', '295万', '单价17965元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5f8002ae-d105-404b-a306-f1e1513f7b1f.png.296x216.jpg', '营康西路小区套二采光好通透明亮', '营康西路80号  | 2室2厅 | 54.39平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2002年建板楼  -  一品天下', '74万', '单价13606元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b7365390-8b08-461b-a0e2-785184842cc2.png.296x216.jpg', '千和馨城 套一 对中庭 卧室带飘窗', '千和馨城  | 1室1厅 | 52.68平米 | 南 | 其他 | 有电梯', '中楼层(共12层)2006年建板塔结合  -  蜀汉路', '89万', '单价16895元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6d03c5a5-eab1-4682-b736-e91ad25e8c85.png.296x216.jpg', '一环边单价12900、买大套三、带阳台、不临街、有装修', '抚琴西北街26号  | 3室2厅 | 130平米 | 西南 | 其他 | 无电梯', '高楼层(共7层)1990年建板楼  -  抚琴小区', '168万', '单价12924元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload6b714532-d27b-43f1-9ca4-04c98875631c.jpg.296x216.jpg', '富丽碧蔓汀，套二，有装修有阳台', '富丽碧蔓汀  | 2室2厅 | 63平米 | 西北 | 精装 | 有电梯', '高楼层(共26层)2009年建板楼  -  金牛万达', '155万', '单价24604元/平米')
('https://image1.ljcdn.com/510100-inspection/b5bd3d4c-fdd7-4b8a-9c8f-856b83f0f921.jpg.296x216.jpg', '枫桥晓月有装修39.75㎡电梯标间', '枫桥晓月  | 1室0厅 | 39.75平米 | 西南 | 其他 | 有电梯', '低楼层(共12层)2004年建板楼  -  花牌坊', '69万', '单价17359元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0f5fbaf4-c663-4289-884e-4bd882a48a5b.png.296x216.jpg', '交大智能五期，前后不临街，标准套四，东南朝向', '交大智能五期  | 4室2厅 | 159.53平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  西南交大', '230万', '单价14418元/平米')
('https://image1.ljcdn.com/510100-inspection/test-319448ba-4f15-4046-bfb6-2815a3c4995c.png.296x216.jpg', '一环内成华巷套二有装修低楼层出售', '成华巷4号院  | 2室1厅 | 58.62平米 | 南 | 其他', '中楼层(共5层)1990年建板楼  -  马鞍路', '88万', '单价15012元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fd97c6cd-4e92-4420-9476-325eacca9055.png.296x216.jpg', '两河锦地二居室，居家装修，安静', '两河锦地  | 2室2厅 | 77.48平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  高家庄', '120万', '单价15488元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59d16ddd-d7b2-496f-8cc6-64a57d16cfb2.png.296x216.jpg', '新桥逸景电梯套一，户型方正，采光好', '新桥逸景B区  | 1室1厅 | 52平米 | 东南 | 其他 | 有电梯', '高楼层(共23层)2010年建塔楼  -  金府', '69万', '单价13270元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc851b3ba-b0ad-4673-aef8-4fffe26e28c3.jpg.296x216.jpg', '有装修 低楼层 看房方便 卧室客厅有隔断', '兴元绿洲一期  | 1室1厅 | 41.13平米 | 西 | 其他 | 有电梯', '低楼层(共22层)2007年建塔楼  -  金府', '60万', '单价14588元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2f3b4e48-b077-427f-a560-118e5d1fb69e.png.296x216.jpg', '大套二  有装修 采光好 小区人员单一', '一环路北三段2号  | 2室2厅 | 109.66平米 | 西南 西 | 其他 | 有电梯', '高楼层(共26层)2011年建板楼  -  马鞍路', '235万', '单价21430元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2d453b01-b6b9-48ec-949c-895feb905bd6.png.296x216.jpg', '锦城花园 电梯套三 一梯两户 客厅带阳台', '锦城花园  | 3室2厅 | 146.52平米 | 西北 | 其他 | 有电梯', '低楼层(共11层)2003年建板楼  -  一品天下', '310万', '单价21158元/平米')
('https://image1.ljcdn.com/510100-inspection/b4e20d5c-9411-4294-b0fe-de9183108374.jpg.296x216.jpg', '绿杨新邨 标准套一 园林小区 中间位置、不临街', '绿杨新邨  | 1室1厅 | 67.59平米 | 西北 | 其他 | 有电梯', '低楼层(共18层)2002年建板楼  -  蜀汉路', '121万', '单价17903元/平米')
('https://image1.ljcdn.com/510100-inspection/test-236b9e83-c47b-40ad-be4b-4d1b065d48de.png.296x216.jpg', '经典2000，电梯精致小户型，总价低', '经典2000  | 1室1厅 | 65.8平米 | 南 | 其他 | 有电梯', '中楼层(共7层)2002年建板楼  -  通惠门', '75万', '单价11399元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4dca9279-f982-45bf-a43e-2e214127de39.png.296x216.jpg', '一环内+格林尚元丽舍+高楼层+看房预约', '格林尚元丽舍  | 1室1厅 | 65.36平米 | 西南 | 其他 | 有电梯', '高楼层(共20层)2007年建板楼  -  马鞍路', '90万', '单价13770元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eed22a5b-1fc5-4414-9073-fafc02efdb0f.png.296x216.jpg', '二环内总价低带阳台交通出行方便', '营中巷32号  | 1室1厅 | 56.37平米 | 西南 | 其他', '中楼层(共7层)1995年建板楼  -  抚琴小区', '65万', '单价11531元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c938029f-c636-4f63-abf8-58176f3f55e6.png.296x216.jpg', '城市绿舟花园标准套三双卫+前后对中庭+低楼层', '城市绿舟花园  | 3室2厅 | 135平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  花照壁', '210万', '单价15556元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ebc2d195-5017-4bdd-adf0-53de26c5e6ae.png.296x216.jpg', '映日荷花精装套二，带装修带家具家电，自住房保养好', '映日荷花  | 2室1厅 | 86.7平米 | 西南 | 其他 | 有电梯', '中楼层(共23层)2009年建板塔结合  -  五块石', '132万', '单价15225元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe56013e-e921-4b11-b58a-40a1d4b516a8.png.296x216.jpg', '蜀汉小区  套二  户型方正 出租装修', '蜀汉小区  | 2室2厅 | 67.92平米 | 西 | 其他 | 无电梯', '高楼层(共7层)板楼  -  一品天下', '98万', '单价14429元/平米')
('https://image1.ljcdn.com/510100-inspection/test-542f35fe-4c37-4a08-b56f-52081b6bb9b4.png.296x216.jpg', '东原亲亲里+精装修+采光好+无按揭', '东原亲亲里  | 1室2厅 | 60.67平米 | 南 | 其他 | 有电梯', '中楼层(共20层)2015年建塔楼  -  国宾', '125万', '单价20604元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload97ecdcba-5ef2-4aed-9eae-d9f2aaf64404.jpg.296x216.jpg', '恒大西锦城套二 客厅带阳台房子有装修', '恒大西锦城  | 2室2厅 | 85.35平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2012年建塔楼  -  国宾', '180万', '单价21090元/平米')
('https://image1.ljcdn.com/510100-inspection/af140e8e-8e95-45e6-9d7e-88eeb05ad1b9.jpg.296x216.jpg', '九里堤中路52号院+地铁+有装修+标准套二', '九里堤中路52号院  | 2室1厅 | 71.22平米 | 东南 | 其他', '高楼层(共7层)板楼  -  九里堤', '105万', '单价14744元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8c060fd-5daa-4db0-990f-fbfe3593e24a.png.296x216.jpg', '龙湖北城天街一期套二，开发商统一精装。', '龙湖北城天街一期  | 2室1厅 | 73.78平米 | 北 | 其他 | 有电梯', '中楼层(共23层)2012年建板塔结合  -  五块石', '162万', '单价21958元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fc7e7531-8f4d-4f2a-9334-6c2768f2262f.png.296x216.jpg', '交大智能二期 中间楼层套三双卫 采光很好', '交大智能二期  | 3室2厅 | 134.47平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  西南交大', '205万', '单价15246元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4134fecf-e1fa-413b-b069-d3b1a0da336f.png.296x216.jpg', '铁路新村  标准套二  居家装修', '铁路新村  | 2室1厅 | 57.9平米 | 西南 | 其他', '低楼层(共6层)2005年建板楼  -  沙湾', '98万', '单价16926元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload946d410e-c19e-4fbb-8495-9e8f5fe39c6c.jpg.296x216.jpg', '锦汇花园 标准套三双卫 中间楼层', '锦汇花园  | 3室2厅 | 140.68平米 | 东北 | 其他 | 有电梯', '低楼层(共9层)2001年建塔楼  -  一品天下', '239万', '单价16989元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c7622852-cc5a-4c32-8994-83e18166c23a.png.296x216.jpg', '正成拉斐  四室  不临街  有装修', '正成拉斐  | 4室2厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建塔楼  -  国宾', '260万', '单价29214元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5d9d02b5-a07d-4b56-8b3e-24d9a4131206.png.296x216.jpg', '该房屋楼层为中低楼层，房子户型方正', '蜀光路14号  | 2室1厅 | 75.55平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1999年建板楼  -  茶店子', '103万', '单价13634元/平米')
('https://image1.ljcdn.com/510100-inspection/4eccc8de-33f9-48fd-b320-986211210c89.jpg.296x216.jpg', '九里苑 套二 明厨明卫 中间楼层', '九里苑  | 2室2厅 | 71.16平米 | 西北 | 简装 | 无电梯', '中楼层(共6层)2006年建板楼  -  金府', '80万', '单价11243元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b1563092-c45f-42c4-9e2a-c4ec0677e948.png.296x216.jpg', '两河锦地装修两居室125万出售！', '两河锦地  | 2室1厅 | 86.29平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  高家庄', '125万', '单价14487元/平米')
('https://image1.ljcdn.com/510100-inspection/2331e2a3-23fc-4e4f-a6fb-12af73ae7cca.jpg.296x216.jpg', '港式横厅，南北通透，视野开阔，采光好，', '龙湖北城天街一期  | 3室2厅 | 92.6平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2012年建板塔结合  -  五块石', '200万', '单价21599元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ef8ca66d-73b3-4f87-a768-b4de372aed1b.png.296x216.jpg', '幸福彼岸中间楼层标准套一对中庭', '幸福彼岸  | 1室1厅 | 61平米 | 北 | 其他 | 有电梯', '中楼层(共22层)2007年建塔楼  -  五块石', '95万', '单价15574元/平米')
('https://image1.ljcdn.com/510100-inspection/05dea149-d550-42b7-9a1f-4b0f15802e68.jpg.296x216.jpg', '二环路北三段191，亿家天下，标准套一，户型方正。', '二环路北三段191号  | 1室1厅 | 53.37平米 | 东南 | 其他 | 有电梯', '高楼层(共9层)2005年建板楼  -  金牛万达', '48万', '单价8994元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3abedf5f-5667-4574-8ac5-d58c8561dcc9.png.296x216.jpg', '标准套二+户型方正+采光好+简单装修', '长福苑  | 2室1厅 | 62.58平米 | 东 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  金府', '82万', '单价13104元/平米')
('https://image1.ljcdn.com/510100-inspection/test-25ecda8f-c873-4da6-a7df-370d802e7cc8.png.296x216.jpg', '有装修2房 户型方正 拎包入住 带家具家电', '白鸽岛尚  | 2室1厅 | 77.08平米 | 西北 | 其他 | 有电梯', '高楼层(共19层)2008年建板塔结合  -  高家庄', '110万', '单价14271元/平米')
('https://image1.ljcdn.com/510100-inspection/37c1f4d6-7443-477c-b97d-eb93b71e2327.jpg.296x216.jpg', '华西园套二，出租装修，采光好，小区环境安静', '华西园  | 2室2厅 | 108.78平米 | 南 | 其他 | 有电梯', '高楼层(共20层)2000年建板楼  -  马鞍路', '140万', '单价12871元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a7b18c3-7a7e-4221-8a23-8cd7772bf1b6.png.296x216.jpg', '澳林春天   套二出售    居家装修', '澳林春天  | 2室1厅 | 85.93平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)暂无数据  -  一品天下', '160万', '单价18620元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a37edd3a-41b3-4099-b0bc-38ca70d46b1a.png.296x216.jpg', '高家庄赞城装修公寓，水电气三通', '高家庄赞城  | 2室1厅 | 48.94平米 | 东南 | 其他 | 无电梯', '高楼层(共21层)板楼  -  高家庄', '68万', '单价13895元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cd187cc4-d515-415a-8629-6938878eff10.png.296x216.jpg', '交大路公交苑三室两厅有装修不临街', '香榭里公交苑  | 3室1厅 | 102.33平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2008年建板楼  -  花照壁', '160万', '单价15636元/平米')
('https://image1.ljcdn.com/510100-inspection/219b68e5-34e1-479a-b841-8493ece62514.jpg.296x216.jpg', '温馨居家套三双卫 三面采光 不临街', '华侨城原岸  | 3室2厅 | 122平米 | 西北 | 其他 | 有电梯', '中楼层(共34层)2015年建板塔结合  -  华侨城', '269.8万', '单价22115元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c6b507da-a2d9-4b80-b14a-5be9d445ae32.png.296x216.jpg', '马鞍北路社区 中间楼层 套二户型 生活便利', '马鞍北路社区  | 2室1厅 | 80.48平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建板塔结合  -  马鞍路', '130万', '单价16154元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ede21bb2-9bda-4f3a-a057-b9306c6436fb.png.296x216.jpg', '全兴宿舍 套二 客厅有阳台 交通便利', '全兴宿舍  | 2室2厅 | 73.29平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1997年建板楼  -  一品天下', '105万', '单价14327元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2bb186c2-fa42-4d53-bfe0-9d32d0b560d6.png.296x216.jpg', '交大四期 套三户型，明厨明卫，客厅带飘窗', '交大智能四期  | 3室2厅 | 104.89平米 | 东 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  西南交大', '160万', '单价15255元/平米')
('https://image1.ljcdn.com/510100-inspection/test-04b35776-58e4-4b5f-a476-4cd3baef31ee.png.296x216.jpg', '标准套二地铁口，简单装修，高楼层', '银沙北街58号院  | 2室2厅 | 60.06平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  营门口', '65万', '单价10823元/平米')
('https://image1.ljcdn.com/510100-inspection/a1299076-5fb2-46e3-b302-08d7eb41595a.jpg.296x216.jpg', '白鸽岛尚套二户型， 采光不错，位置安静', '白鸽岛尚  | 2室1厅 | 69.48平米 | 东南 | 其他 | 有电梯', '高楼层(共19层)2008年建塔楼  -  高家庄', '115万', '单价16552元/平米')
('https://image1.ljcdn.com/510100-inspection/test-321e5225-e368-4da4-b051-f3764089d13a.png.296x216.jpg', '阳光金沙 户型通透  业主自住 提前预约 随时可看', '阳光金沙  | 3室1厅 | 96平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  蜀汉路', '180万', '单价18750元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf49ba50f-dd67-4426-9c5b-397f9b8e7a41.jpg.296x216.jpg', '映日荷花标准套二 双阳台  对中庭 2梯5户', '映日荷花  | 2室2厅 | 71.66平米 | 西 | 其他 | 有电梯', '中楼层(共23层)2009年建板塔结合  -  五块石', '106万', '单价14793元/平米')
('https://image1.ljcdn.com/510100-inspection/test-55395889-0b87-44a8-a7b3-e6b41eba6b95.png.296x216.jpg', '万科套三双卫对中庭，出行方便，环境好', '万科金域西岭  | 3室2厅 | 129.47平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  国宾', '270万', '单价20855元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3cad82f-3ae0-428c-9093-2e29dcc164e6.png.296x216.jpg', '锦西国际 跃层户型 精装修保养好', '锦西国际  | 2室1厅 | 31.52平米 | 西 | 其他 | 有电梯', '高楼层(共22层)2008年建板塔结合  -  沙湾', '78万', '单价24747元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0427ec82-331b-4c0f-b272-27af0ce5f4a6.png.296x216.jpg', '锦西国际，标间，有采光，没通气', '锦西国际  | 1室0厅 | 27.74平米 | 北 | 其他 | 有电梯', '低楼层(共22层)2008年建板塔结合  -  沙湾', '29万', '单价10455元/平米')
