('https://image1.ljcdn.com/370600-inspection/288344a8-efb0-40b8-86ce-0746113bf520.jpg.296x216.jpg', '南北通透，打头房，南厅双南卧，封闭式，带45平花园', '御景观城  | 4室2厅 | 218.91平米 | 南 北 | 毛坯', '低楼层(共22层)2015年建板楼  -  后七夼', '400万', '单价18273元/平米')
('', '凤凰山庄精装现房，视野采光无遮挡，俯瞰半个莱山', '碧桂园凤凰山庄  | 2室2厅 | 82.44平米 | 南 | 精装', '低楼层(共24层)塔楼  -  山海南路', '120万', '单价14557元/平米')
('https://image1.ljcdn.com/370600-inspection/1e6cc7ee-f144-4eaf-84ba-2ebbff05a2eb.jpg.296x216.jpg', '凤凰小区 2室1厅 78万', '凤凰小区  | 2室1厅 | 56.9平米 | 南 北 | 其他', '中楼层(共7层)1998年建板楼  -  迎春大街', '78万', '单价13709元/平米')
('', '天鸿花园 3室2厅 422万', '天鸿花园  | 3室2厅 | 131.2平米 | 南 北 | 其他', '低楼层(共4层)2009年建板楼  -  前七夼', '422万', '单价32165元/平米')
('https://image1.ljcdn.com/370600-inspection/773b51cd-72f7-441d-9aa1-061c7c3f178b.jpg.296x216.jpg', '东向两居室，精装修3楼，看房提前预约', '万光府前花园  | 2室1厅 | 68平米 | 东 | 简装', '中楼层(共5层)2008年建塔楼  -  迎春大街', '49万', '单价7206元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7aaf9049-ead2-4374-b87a-2d838339ee60.png.280x210.jpg', '海滨小区+市场旁+小鹏上一楼+可外探+小鹏可打通', '海滨花园小区富夼街  | 2室1厅 | 59平米 | 南 北 | 其他', '低楼层(共6层)1998年建板楼  -  后七夼', '105万', '单价17797元/平米')
('', '东打头  户型方正 小区环境好 南厅双南卧', '黄海明珠山庄  | 3室2厅 | 163平米 | 南 北 | 其他', '低楼层(共27层)2014年建板楼  -  迟家', '420万', '单价25767元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c95ba8f5-8e90-4c46-a0e1-aae6f06f1f06.png.280x210.jpg', '东打头10楼，客厅开间4米5，详细精装修材料点击查看', '德尚世家  | 3室2厅 | 130.97平米 | 东 南 北 | 精装', '高楼层(共13层)2008年建板楼  -  三滩社区', '230万', '单价17562元/平米')
('https://image1.ljcdn.com/370600-inspection/b5fd8423-5546-4709-9c1d-8e0d4a2be3c1.jpg.296x216.jpg', '此房为东向公寓，产权40年，卧室朝东', '万光府前花园  | 1室1厅 | 46.92平米 | 东 西 | 简装', '高楼层(共4层)2008年建塔楼  -  迎春大街', '32.2万', '单价6863元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1dc7d3de-4667-4ab7-b280-abf5738f1a46.png.280x210.jpg', '南山世纪华庭 1室1厅 83万', '南山世纪华庭  | 1室1厅 | 60.19平米 | 南 | 其他', '低楼层(共28层)2009年建板塔结合  -  大学城', '83万', '单价13790元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f573f6c0-1e81-4f01-aff0-52a932859a5c.png.280x210.jpg', '南北通透三居室双南卧一北卧，阁楼证，总价低', '清泉寨城中区  | 3室2厅 | 87.42平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  大学城', '92万', '单价10524元/平米')
('', '封闭小区一梯两户 拎包入住 看房方便', '万光观海花园  | 4室2厅 | 210平米 | 南 北 | 其他', '高楼层(共5层)2000年建板楼  -  石沟屯', '350万', '单价16667元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9bc26f57-616c-41bf-b59a-c1fdce91ca5d.png.280x210.jpg', '海滨小区宏川路，一梯两户，南北通透', '海滨花园小区宏川路  | 3室2厅 | 87平米 | 南 北 | 其他', '高楼层(共7层)1998年建板楼  -  后七夼', '157万', '单价18046元/平米')
('', '金地首府小高层，耳朵户型，西打头，视野好', '金地首府  | 3室2厅 | 121.97平米 | 南 北 | 其他', '高楼层(共11层)2016年建板楼  -  莱山周边', '150万', '单价12299元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload2b59d9ae-e6f3-4ed5-ac98-e194c9c1eb0e.jpg.296x216.jpg', '绿色家园 东打头两居室 主卧带飘窗 毛坯房随意装修', '绿色家园  | 2室1厅 | 95.35平米 | 东南 | 简装', '低楼层(共14层)2005年建塔楼  -  迎春大街', '117万', '单价12271元/平米')
('', '金海名园 1室1厅 73万', '金海名园  | 1室1厅 | 51.42平米 | 西 | 其他', '高楼层(共24层)板楼  -  科技大道', '73万', '单价14197元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4883b260-4136-47b1-ae5f-28b9a8610b4e.png.280x210.jpg', '城北区 两居室 纯南向  采光好 光照好', '清泉寨城北区  | 2室1厅 | 62.63平米 | 南 | 其他', '高楼层(共6层)1999年建板楼  -  大学城', '95万', '单价15169元/平米')
('', '观海路闻涛山庄顶加阁实用面积大', '闻涛山庄  | 3室1厅 | 124平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  前七夼', '210万', '单价16936元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f7745520-f937-44e5-bcf2-2efe6284bfcb.png.280x210.jpg', '万光小区 3室1厅 110万', '万光小区  | 3室1厅 | 77.64平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  大学城', '110万', '单价14168元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f955061b-e35f-48ec-92b3-2f02f64010b9.png.280x210.jpg', '暖山国际 4室1厅 230万', '暖山国际  | 4室1厅 | 183平米 | 南 北 | 其他', '中楼层(共26层)2015年建板塔结合  -  南塂', '230万', '单价12569元/平米')
('https://image1.ljcdn.com/370600-inspection/test-9aeddbd4-3605-41bc-a8f9-c0c50fec4dda.png.296x216.jpg', '福道家园南北通透全名户型精装修一梯一户', '福道家园  | 3室1厅 | 132.19平米 | 南 北 | 其他', '高楼层(共23层)2013年建板楼  -  迎春大街', '180万', '单价13617元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4651815c-2c34-40e8-b157-9b3104b84fc8.png.280x210.jpg', '北向一居室，中等装修 楼层好 视野好', '万光府前花园  | 1室1厅 | 58.11平米 | 北 | 其他', '中楼层(共23层)2010年建塔楼  -  迎春大街', '75万', '单价12907元/平米')
('', '电力小区简单装修多层板楼视野好', '电力小区  | 2室1厅 | 68.34平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  石沟屯', '100万', '单价14633元/平米')
('', '鑫都海景花园 2室2厅 336万', '鑫都海景花园  | 2室2厅 | 120平米 | 南 北 | 其他', '中楼层(共4层)2002年建板楼  -  前七夼', '336万', '单价28000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c4f11039-00e8-4969-9afa-a7778d7124d2.png.280x210.jpg', '东打头中楼层，最北排视野赞，任您装修求带走', '南山世纪华府  | 3室2厅 | 159平米 | 南 北 | 简装', '低楼层(共34层)2007年建塔楼  -  大学城', '249万', '单价15661元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/85b73465-dca7-41bd-a090-5406565ac9f3.png.280x210.jpg', '绿色家园 3室1厅 125万', '绿色家园  | 3室1厅 | 93平米 | 东北 | 其他', '高楼层(共22层)2006年建塔楼  -  迎春大街', '125万', '单价13441元/平米')
('https://image1.ljcdn.com/370600-inspection/255cb47e-f7f3-48eb-88c0-7af6ce6f0f77.JPG.296x216.jpg', '清泉寨在售独栋别墅独门独院户型好', '清泉寨别墅区   | 独栋别墅 | 5室2厅 | 320.25平米 | 南 北 | 其他', '1层2001年建暂无数据  -  大学城', '1000万', '单价31226元/平米')
('', '精装修 酒店式公寓  西向一居室', '美亚国际商务公寓  | 2室1厅 | 42.88平米 | 西 | 精装', '高楼层(共11层)暂无数据  -  南塂', '42万', '单价9795元/平米')
('', '房子是上下复式的，精装修，拎包入住', '暖山国际  | 2室1厅 | 95.17平米 | 东 西 | 其他', '高楼层(共25层)2012年建板楼  -  南塂', '70万', '单价7356元/平米')
('', '天合城为数不多的上下复式 房主自住 装的很用心', '祥隆天合城  | 5室2厅 | 241平米 | 东南 北 | 精装', '中楼层(共16层)2008年建塔楼  -  迎春大街', '320万', '单价13279元/平米')
('', '东打头，南北通透，楼层好，采光无遮挡', '金地格林梦想+  | 3室2厅 | 95平米 | 南 北 | 其他', '低楼层(共27层)板楼  -  莱山周边', '120万', '单价12632元/平米')
('', '大华上海滩花园 2室1厅 122万', '大华上海滩花园  | 2室1厅 | 78平米 | 南 | 其他', '高楼层(共18层)2017年建板楼  -  三滩社区', '122万', '单价15642元/平米')
('https://image1.ljcdn.com/370600-inspection/f20a34d3-2128-4ea2-9272-0a4dd6db0c18.JPG.296x216.jpg', '一楼复式精装修，西打头，南北通透', '万泰麓溪公馆  | 3室2厅 | 171.94平米 | 南 北 | 精装', '低楼层(共18层)2012年建板楼  -  迟家', '480万', '单价27917元/平米')
('', '泰安路，南北通透三居室，纯框架，双南卧一北卧中厅', '泰安路  | 3室2厅 | 80.09平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  迟家', '160万', '单价19978元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/db172fff-02c7-4943-af16-337a69df64d1.png.280x210.jpg', '南山世纪华庭南北通透四居室、高楼层、观海效果好', '南山世纪华庭  | 4室2厅 | 220.69平米 | 南 北 | 其他', '高楼层(共32层)2009年建板楼  -  大学城', '264万', '单价11963元/平米')
('', '四季花城电梯洋房  南北通透 南厅南卧', '四季花城  | 3室2厅 | 134.45平米 | 南 北 | 精装', '中楼层(共5层)2011年建板楼  -  迎春大街', '310万', '单价23057元/平米')
('', '北排高层，视野开阔，采光通风俱佳', '御景观城  | 4室2厅 | 214平米 | 南 北 | 其他', '中楼层(共22层)2015年建板楼  -  后七夼', '500万', '单价23365元/平米')
('', '凤凰小区 2室1厅 102万', '凤凰小区  | 2室1厅 | 68平米 | 南 北 | 其他', '中楼层(共7层)1998年建板楼  -  迎春大街', '102万', '单价15000元/平米')
('https://image1.ljcdn.com/370600-inspection/e7d86744-fef8-4d5e-896f-f12c5bfbfc56.jpg.296x216.jpg', '三百万装修 一百多平花园 总面积385平米 可贷款按揭', '四季花城  | 4室3厅 | 192.14平米 | 南 北 | 其他', '低楼层(共5层)2011年建板楼  -  迎春大街', '698万', '单价36328元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4651815c-2c34-40e8-b157-9b3104b84fc8.png.280x210.jpg', '万光府前花园 1室1厅 73万', '万光府前花园  | 1室1厅 | 58.11平米 | 北 | 其他', '中楼层(共23层)2010年建塔楼  -  迎春大街', '73万', '单价12563元/平米')
('https://image1.ljcdn.com/370600-inspection/4ed833f2-46c7-4555-ba73-ad4e5c3c80f1.JPG.296x216.jpg', '二中门口  精装修西打头三居室 全明户型', '新星西巷  | 3室2厅 | 90.4平米 | 西北 | 其他', '高楼层(共6层)1995年建板楼  -  迟家', '159万', '单价17589元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6345622c-188a-4c90-abea-c9db5a1dc5c4.png.280x210.jpg', '上海滩精装修，东向卧室，东向厨房，厨房带窗户', '大华上海滩花园  | 1室1厅 | 43.76平米 | 东 | 精装', '低楼层(共30层)2016年建塔楼  -  三滩社区', '65万', '单价14854元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/18ba1e2f-9954-4cee-ab05-44b186229b60.png.280x210.jpg', '绿色家园 3室2厅 168万', '绿色家园  | 3室2厅 | 124.2平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  迎春大街', '168万', '单价13527元/平米')
('', '迟家社区，中间楼层，南北通透，采光好', '新星北街  | 3室2厅 | 93平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  迟家', '165万', '单价17742元/平米')
('https://image1.ljcdn.com/370600-inspection/test-7bc21e82-e441-4973-a5d3-00d243fad8ce.png.296x216.jpg', '精装未住，南向小两居，采光无遮挡', '金地格林梦想+  | 2室2厅 | 77平米 | 南 | 其他', '低楼层(共27层)暂无数据  -  莱山周边', '98万', '单价12728元/平米')
('', '新星南街 3室2厅 232万', '新星南街  | 3室2厅 | 136.49平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  迟家', '232万', '单价16998元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3a6087f5-e476-41cb-9479-461bcc545c7a.png.280x210.jpg', '华府，此房满五唯一，精装修 高楼层拎包入住！', '南山世纪华府  | 3室2厅 | 145.5平米 | 南 北 | 其他', '高楼层(共32层)2007年建塔楼  -  大学城', '237万', '单价16289元/平米')
('', '金地首府联排别墅 上下三层带地下一层 南北院子', '金地首府别墅   | 联排别墅 | 6室3厅 | 221.27平米 | 南 北 | 毛坯', '3层2016年建暂无数据  -  莱山周边', '416万', '单价18801元/平米')
('', '清泉寨城北区 2室2厅 118万', '清泉寨城北区  | 2室2厅 | 81.42平米 | 南 北 | 其他', '低楼层(共7层)2002年建板楼  -  大学城', '118万', '单价14493元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e5f98c0e-319b-4c7a-b60e-45922f943b29.png.280x210.jpg', '新出华府2居   南厅双南卧 采光充足 无遮挡', '南山世纪华府  | 2室2厅 | 107.22平米 | 南 | 毛坯', '低楼层(共30层)2007年建塔楼  -  大学城', '185万', '单价17255元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/41b2d6e5-c832-46f8-aca3-6cea0358fadd.png.280x210.jpg', '绿色家园 1室1厅 58万', '绿色家园  | 1室1厅 | 38.77平米 | 西 | 其他', '中楼层(共27层)2006年建塔楼  -  迎春大街', '58万', '单价14961元/平米')
('', '四个卧室，两卫生间，成熟大社区 中间楼层  采光充足', '新星南街  | 4室4厅 | 119.45平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  迟家', '180万', '单价15070元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5a925687-7df9-4406-a6d8-f365c2da1e83.png.280x210.jpg', '格局方正一居室 西向 采光好 可出租可自住', '绿色家园  | 1室1厅 | 44.5平米 | 西 | 其他', '高楼层(共27层)2006年建塔楼  -  迎春大街', '55万', '单价12360元/平米')
('', '南山世纪星海湾 5室2厅 502万', '南山世纪星海湾  | 5室2厅 | 418.52平米 | 南 北 | 毛坯', '高楼层(共11层)2008年建塔楼  -  大学城', '502万', '单价11995元/平米')
('', '万象城 2室1厅 120万', '万象城  | 2室1厅 | 67平米 | 南 | 其他', '高楼层(共33层)2018年建板楼  -  大学城', '120万', '单价17911元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/483f7f50-b8d3-413f-a004-919b7307cbc1.png.280x210.jpg', '精装三居，南北通透，全明户型，采光无遮挡', '南山世纪华府  | 3室2厅 | 159.45平米 | 南 北 | 其他', '中楼层(共33层)2007年建塔楼  -  大学城', '260万', '单价16307元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fd550b5a-a3c2-4837-a1ee-04fd47c3dd2e.png.280x210.jpg', '泉鑫大厦 2室1厅 95万', '泉鑫大厦  | 2室1厅 | 81.29平米 | 南 | 其他', '中楼层(共16层)2004年建板塔结合  -  迎春大街', '95万', '单价11687元/平米')
('https://image1.ljcdn.com/370600-inspection/1a036315-f4aa-4d54-8f95-fd2a1ffe4a7b.jpg.296x216.jpg', '西南向三居室  中间楼层 楼间距大，采光好 看房方便', '祥隆天合城  | 3室2厅 | 102平米 | 西南 | 简装', '中楼层(共17层)2008年建塔楼  -  迎春大街', '149万', '单价14608元/平米')
('', '天籁中园 3室2厅 216万', '天籁中园  | 3室2厅 | 132平米 | 南 北 | 其他', '高楼层(共16层)2016年建板楼  -  山海南路', '216万', '单价16364元/平米')
('', '黄海城市花园 3室2厅 245万', '黄海城市花园  | 3室2厅 | 125.89平米 | 南 北 | 其他', '高楼层(共12层)2003年建板楼  -  黄海', '245万', '单价19462元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload44147182-5d6f-498d-89ff-f1a032eb6d69.jpg.296x216.jpg', '鲁花东上海赋 复试带院 精装修 拎包入住 全明户型', '鲁花东上海赋  | 4室2厅 | 106平米 | 南 北 | 其他', '低楼层(共21层)2008年建塔楼  -  后七夼', '430万', '单价40567元/平米')
('', '金地格林梦想+高楼层，视野好，采光好，户型方正。', '金地格林梦想+  | 3室2厅 | 95平米 | 南 北 | 毛坯', '高楼层(共27层)暂无数据  -  莱山周边', '130万', '单价13685元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f209b229-6286-4d93-be66-900bfddb1ed0.png.280x210.jpg', '此房为南向，楼层好，视野好，简单装修', '万光府前花园  | 2室2厅 | 100.25平米 | 南 | 其他', '中楼层(共27层)2010年建板楼  -  迎春大街', '130万', '单价12968元/平米')
('', '金海名园 3室2厅 185万', '金海名园  | 3室2厅 | 111.06平米 | 南 | 其他', '低楼层(共32层)2017年建板楼  -  科技大道', '185万', '单价16658元/平米')
('https://image1.ljcdn.com/370600-inspection/2e977433-d30f-438c-99ae-a6927ce9ed36.jpg.296x216.jpg', '南北通透三居室 超大双南向卧室 看房方便 可以贷款', '金海名园  | 3室2厅 | 110.6平米 | 南 北 | 毛坯', '中楼层(共30层)2017年建板楼  -  科技大道', '170万', '单价15371元/平米')
('', '滨湖万丽 3室2厅 236万', '滨湖万丽  | 3室2厅 | 146平米 | 南 北 | 其他', '高楼层(共18层)板楼  -  山海南路', '236万', '单价16165元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3a6087f5-e476-41cb-9479-461bcc545c7a.png.280x210.jpg', '南山世纪华府，三居室，双南卧室，南向客厅！', '南山世纪华府  | 3室2厅 | 143.96平米 | 南 北 | 其他', '中楼层(共30层)2007年建塔楼  -  大学城', '235万', '单价16324元/平米')
('', '前七夼三居室，南北通透，一梯两户', '晖光路  | 3室2厅 | 82.58平米 | 南 北 | 其他', '中楼层(共6层)1997年建板楼  -  前七夼', '155万', '单价18770元/平米')
