('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/52bc5b67-c257-4eb4-bb77-60ba689f8e8f.png.280x210.jpg', '冠城世家 3室1厅 760万', '冠城世家  | 3室1厅 | 120.67平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2003年建板塔结合  -  新安', '760万', '单价62982元/平米')
('https://image1.ljcdn.com/440300-inspection/50621d32-b75c-40fe-a154-2189158e7583.jpg.296x216.jpg', '金叶茗苑 2室2厅 428万', '金叶茗苑  | 2室2厅 | 83.23平米 | 东南 | 其他 | 有电梯', '高楼层(共15层)2002年建板楼  -  翻身', '428万', '单价51424元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload9cf6acde-9987-4260-af15-1e5fd4ccbd50.jpg.296x216.jpg', '双地铁口物业 南北通透 电梯直接入户 安静看花园', '中熙香缇湾  | 4室2厅 | 164.91平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2009年建板塔结合  -  西乡', '1260万', '单价76406元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d2600436-98bb-44ba-815a-34a3b8f5166a.png.296x216.jpg', '海云轩 3室2厅 590万', '海云轩  | 3室2厅 | 121.87平米 | 东南 | 简装 | 有电梯', '高楼层(共18层)2004年建板塔结合  -  翻身', '590万', '单价48413元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0c71703a-293f-46be-a06e-16b9f52ae7bb.png.280x210.jpg', '绿海名居 3室2厅 590万', '绿海名居  | 3室2厅 | 98.32平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2007年建板塔结合  -  碧海', '590万', '单价60009元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a24da5dc-2a59-4124-b5f5-1f9b99dfee6d.png.280x210.jpg', '宝中CBD品质小区宏发领域双层复式实用面积230平1580万', '宏发领域  | 5室3厅 | 140.75平米 | 西南 | 精装 | 有电梯', '中楼层(共29层)2007年建板塔结合  -  宝安中心', '1580万', '单价112256元/平米')
('', '中粮凤凰里 3室2厅 410万', '中粮凤凰里  | 3室2厅 | 80.2平米 | 东南 | 其他', '中楼层(共29层)2016年建板塔结合  -  福永', '410万', '单价51123元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f9c5762c-d5e3-44ea-9acb-192bd5dcce66.png.280x210.jpg', '西城品阁 1室1厅 220万', '西城品阁  | 1室1厅 | 40.9平米 | 西南 | 其他 | 有电梯', '中楼层(共8层)2009年建板塔结合  -  新安', '220万', '单价53790元/平米')
('https://image1.ljcdn.com/440300-inspection/test-10ad720f-5b59-4d6d-bea7-685477fdc2d7.png.296x216.jpg', '佳华新村 顶层复式大5房 私家小花园 居家舒适', '佳华新村  | 5室3厅 | 200.23平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2006年建板塔结合  -  西乡', '1100万', '单价54937元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/882341c2-6667-480c-b92f-9ba364c8f954.png.280x210.jpg', '宝体 达海花园4房2卫 电梯房。满5年', '达海花园  | 4室2厅 | 120.53平米 | 东北 | 精装 | 有电梯', '低楼层(共9层)1999年建板塔结合  -  宝安中心', '575万', '单价47706元/平米')
('https://image1.ljcdn.com/440300-inspection/test-24be8a79-e6bb-4ccf-a45a-7748bcb51ba9.png.296x216.jpg', '宝田雅苑 2室1厅 280万', '宝田雅苑  | 2室1厅 | 51.02平米 | 东北 | 其他 | 有电梯', '中楼层(共17层)2010年建塔楼  -  西乡', '280万', '单价54881元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/be67d7e8-18a4-42fe-8a29-9793a17ce276.png.280x210.jpg', '天骄世家 2室1厅 439万', '天骄世家  | 2室1厅 | 72平米 | 西北 | 其他 | 有电梯', '低楼层(共16层)2002年建板塔结合  -  西乡', '439万', '单价60973元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8a01615f-8845-49dc-9d15-026e4223f8ee.png.296x216.jpg', '尚都一期 3室2厅 1000万', '尚都一期  | 3室2厅 | 120.04平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2006年建塔楼  -  宝安中心', '1000万', '单价83306元/平米')
('https://image1.ljcdn.com/440300-inspection/2e02ea88-8dae-4326-979a-8780c66838c1.JPG.296x216.jpg', '兴达华府 3室2厅 650万', '兴达华府  | 3室2厅 | 136.89平米 | 西北 | 其他 | 有电梯', '高楼层(共29层)2009年建塔楼  -  西乡', '650万', '单价47484元/平米')
('https://image1.ljcdn.com/440300-inspection/aa630b2a-3505-4376-8a25-4847daa7603d.JPG.296x216.jpg', '中信领航 4室2厅 850万', '中信领航  | 4室2厅 | 144.29平米 | 东南 南 | 精装 | 有电梯', '中楼层(共31层)2013年建板塔结合  -  西乡', '850万', '单价58910元/平米')
('https://image1.ljcdn.com/440300-inspection/test-705ee8b0-2e47-42a8-843a-16a0a418c8fe.png.296x216.jpg', '桃源居十七区 3室1厅 520万', '桃源居十七区  | 3室1厅 | 106.92平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  桃源居', '520万', '单价48635元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7fab3f61-e723-4d00-a0d6-7680b015ee94.png.280x210.jpg', '兴达华府 1室0厅 120万', '兴达华府  | 1室0厅 | 21.73平米 | 西北 | 其他 | 有电梯', '中楼层(共29层)2009年建塔楼  -  西乡', '120万', '单价55224元/平米')
('', '碧涛苑 4室2厅 500万', '碧涛苑  | 4室2厅 | 139.5平米 | 东南 | 其他 | 有电梯', '低楼层(共12层)1998年建板塔结合  -  新安', '500万', '单价35843元/平米')
('', '金石雅苑 2室1厅 325万', '金石雅苑  | 2室1厅 | 58.22平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2014年建板塔结合  -  福永', '325万', '单价55823元/平米')
('https://image1.ljcdn.com/440300-inspection/test-77b1c0b2-84cc-44c1-9a4a-0a31a914dd07.png.296x216.jpg', '福中福小两房，满两年，业主诚心出售，看房方便', '福中福花园一期  | 2室1厅 | 47.48平米 | 西南 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  西乡', '258万', '单价54339元/平米')
('', '富通御岭公馆 1室1厅 190万', '富通御岭公馆  | 1室1厅 | 49.88平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2010年建板塔结合  -  松岗', '190万', '单价38092元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2a6b697f-2ab8-4925-a617-9683ac35d394.png.296x216.jpg', '招商果岭花园 3室2厅 538万', '招商果岭花园  | 3室2厅 | 87.77平米 | 西南 | 精装 | 有电梯', '高楼层(共30层)2012年建平房  -  西乡', '538万', '单价61297元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e74b5e96-408b-4c37-a568-4a0d3bf1a458.png.280x210.jpg', '流塘阳光花园 2室1厅 440万', '流塘阳光花园  | 2室1厅 | 71.45平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2015年建板楼  -  西乡', '440万', '单价61582元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c6d8ab48-71e2-4683-b546-376c167cabcb.png.280x210.jpg', '卧室客厅都朝南 满四年红本在手 业主诚心卖', '桃源居十四区  | 2室1厅 | 84.03平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2005年建塔楼  -  桃源居', '420万', '单价49983元/平米')
('https://image1.ljcdn.com/440300-inspection/34707db4-c1ec-4c74-bff6-01cf28a8b86c.jpg.296x216.jpg', '滨海春城 3室2厅 630万', '滨海春城  | 3室2厅 | 117.58平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2006年建塔楼  -  翻身', '630万', '单价53581元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9070f407-2270-4ac2-aa25-7f10adb3a1cc.png.296x216.jpg', '正看小区花园 标准一房一厅 精装修  拎包入住', '领航城领尚花园  | 1室1厅 | 51.68平米 | 西 | 其他', '低楼层(共31层)2016年建板塔结合  -  西乡', '330万', '单价63855元/平米')
('https://image1.ljcdn.com/440300-inspection/test-26f205f7-9c80-44a2-a5d1-7afc15adee66.png.296x216.jpg', '万象中心 2室1厅 268万', '万象中心  | 2室1厅 | 44.15平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2015年建塔楼  -  西乡', '268万', '单价60703元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3d29092b-d798-402c-8c78-2babe19ab5c9.png.280x210.jpg', '云顶嘉园   精致三房  通风 采光好 可拎包入住', '黄金大厦  | 3室1厅 | 78.18平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2011年建塔楼  -  新安', '432万', '单价55258元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b266db07-4594-4b6b-91e2-71a0bb3a05df.png.280x210.jpg', '中粮锦云 3室1厅 620万', '中粮锦云  | 3室1厅 | 84.39平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2012年建板塔结合  -  西乡', '620万', '单价73469元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8be1fa54-24f4-4e7e-8be1-1bec5a3b627c.png.280x210.jpg', '宝田雅苑 1室0厅 160万', '宝田雅苑  | 1室0厅 | 30.97平米 | 东北 | 其他 | 有电梯', '低楼层(共17层)2010年建塔楼  -  西乡', '160万', '单价51663元/平米')
('https://image1.ljcdn.com/440300-inspection/test-37e0fc41-bf4c-4c4a-b912-36a245ac8719.png.296x216.jpg', '新安湖花园 2室1厅 465万', '新安湖花园  | 2室1厅 | 78.46平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2005年建板塔结合  -  新安', '465万', '单价59266元/平米')
('', '鸿荣源品牌 双地铁口近一方城 高拓展户型', '西城上筑花园  | 3室2厅 | 102.75平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2006年建塔楼  -  宝安中心', '750万', '单价72993元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f0fb4596-da70-4399-b933-5046533f3017.png.296x216.jpg', '菁英趣庭 壹方城旁 双地铁 精装修 业主诚心出售', '菁英趣庭  | 1室1厅 | 47平米 | 东北 | 其他 | 有电梯', '中楼层(共24层)2007年建板塔结合  -  宝安中心', '330万', '单价70213元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8bb3a79c-ec66-4b88-8a71-1bf11a930ca6.png.280x210.jpg', '华盛盛荟 2室1厅 300万', '华盛盛荟  | 2室1厅 | 58.97平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2015年建塔楼  -  新安', '300万', '单价50874元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadd38aaa44-b0d6-4518-aac7-c00b6a904b0c.jpg.296x216.jpg', '前海辐射区，2017年的新房，东北朝向，QCC前城旁', '幸福珺湾  | 2室1厅 | 64.07平米 | 东北 | 精装', '中楼层(共31层)2017年建板塔结合  -  碧海', '420万', '单价65554元/平米')
('https://image1.ljcdn.com/440300-inspection/test-18c437fd-da6e-421e-89c5-cad31da64418.png.296x216.jpg', '富盈门 3室2厅 518万', '富盈门  | 3室2厅 | 107.43平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2001年建塔楼  -  西乡', '518万', '单价48218元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/84d6b181-7c08-49d3-9a37-c116f8278ebe.png.280x210.jpg', '南北通透，东南朝向，有6米高入户花园', '御景湾  | 3室2厅 | 109.75平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2006年建板塔结合  -  宝安中心', '790万', '单价71982元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ff073fb8-6270-46d1-8011-c551d42b9bf3.png.280x210.jpg', '桃源居十五区大三房、花园小区、2梯3户、位置安静', '桃源居十五区  | 3室2厅 | 110.21平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  桃源居', '650万', '单价58979元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f5e6ad3b-b341-403f-87c0-03b951654ded.png.280x210.jpg', '财富港大厦 1室0厅 320万', '财富港大厦  | 1室0厅 | 62.45平米 | 东南 | 简装 | 有电梯', '中楼层(共34层)2010年建板楼  -  西乡', '320万', '单价51241元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d6d37ab3-20aa-46b9-a19b-979b256edfb5.png.280x210.jpg', '金海华府 4室2厅 700万', '金海华府  | 4室2厅 | 121.36平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  西乡', '700万', '单价57680元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e3e91c22-e93b-4b64-a754-f13de26251e2.png.280x210.jpg', '凤凰雅居 3室2厅 390万', '凤凰雅居  | 3室2厅 | 71.88平米 | 北 东北 | 其他 | 有电梯', '低楼层(共30层)2009年建板塔结合  -  桃源居', '390万', '单价54258元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e056e84d-1dd3-41a2-9472-03ada4bf2141.png.296x216.jpg', '白金酒店公寓 2室1厅 220万', '白金酒店公寓  | 2室1厅 | 37.32平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2005年建板塔结合  -  新安', '220万', '单价58950元/平米')
('', '同泰时代中心 1室1厅 205万', '同泰时代中心  | 1室1厅 | 56.24平米 | 东 | 精装', '高楼层(共15层)2014年建板塔结合  -  福永', '205万', '单价36451元/平米')
('https://image1.ljcdn.com/440300-inspection/test-75eb027c-b2b0-4b24-8bdd-4aed0a35be15.png.296x216.jpg', '泰安花园 3室2厅 380万', '泰安花园  | 3室2厅 | 91.9平米 | 西北 | 其他 | 无电梯', '高楼层(共8层)1998年建塔楼  -  翻身', '380万', '单价41350元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a18c72ba-2652-45cd-a165-19b5856291f1.png.280x210.jpg', '万象中心 2室1厅 268万', '万象中心  | 2室1厅 | 44.15平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2015年建塔楼  -  西乡', '268万', '单价60703元/平米')
('', '碧海名园 5室2厅 450万', '碧海名园  | 5室2厅 | 75.77平米 | 西南 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  西乡', '450万', '单价59391元/平米')
('', '宝民花园 1室0厅 323万', '宝民花园  | 1室0厅 | 71.8平米 | 西北 | 其他 | 无电梯', '低楼层(共6层)1991年建板塔结合  -  新安', '323万', '单价44987元/平米')
('', '鸿荣源禧园 3室2厅 570万', '鸿荣源禧园  | 3室2厅 | 106.45平米 | 西南 | 其他', '高楼层(共18层)2009年建板塔结合  -  沙井', '570万', '单价53547元/平米')
('', '西岸观邸 3室2厅 810万', '西岸观邸  | 3室2厅 | 77.82平米 | 北 | 其他 | 有电梯', '低楼层(共28层)2007年建板塔结合  -  宝安中心', '810万', '单价104087元/平米')
('', '房子高层视野好，看房方便，业主诚心出售价格可谈', '中海九号公馆二期  | 4室2厅 | 138.55平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2015年建板塔结合  -  曦城', '1150万', '单价83003元/平米')
('https://image1.ljcdn.com/440300-inspection/test-70feb742-bfe1-4a7c-9599-70c3630169cd.png.296x216.jpg', '富通蟠龙居 2室1厅 385万', '富通蟠龙居  | 2室1厅 | 67.1平米 | 东南 西南 | 其他 | 无电梯', '中楼层(共7层)2002年建塔楼  -  西乡', '385万', '单价57378元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1a0610c7-e834-41d9-b68e-c932719b7cb1.png.296x216.jpg', '创业二村 2室1厅 450万', '创业二村  | 2室1厅 | 84.34平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)2001年建板塔结合  -  新安', '450万', '单价53356元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/96928c3c-cc6c-4dbd-bad9-6fe16691c294.png.280x210.jpg', '勤诚达22世纪一期 5室2厅 1690万', '勤诚达22世纪一期  | 5室2厅 | 187.04平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2013年建板塔结合  -  新安', '1690万', '单价90356元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6efeaac5-295c-403a-ba16-ed9096602399.png.280x210.jpg', '前海CBD品质小区宏发领域双层复式实用面积172平1500万', '宏发领域  | 4室2厅 | 132.7平米 | 东南 | 精装 | 有电梯', '中楼层(共29层)2007年建板塔结合  -  宝安中心', '1500万', '单价113037元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/82d4d145-b895-4f93-9522-0aed8f927bb2.png.280x210.jpg', '创业一村 3室2厅 535万', '创业一村  | 3室2厅 | 99.1平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2003年建板塔结合  -  新安', '535万', '单价53986元/平米')
('', '幸福珺湾 3室2厅 580万', '幸福珺湾  | 3室2厅 | 88.42平米 | 东南 | 其他', '高楼层(共31层)2017年建板塔结合  -  碧海', '580万', '单价65597元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/00f897c6-7156-4c00-87a9-eab1df8d3288.png.280x210.jpg', '钻石入户经典再现，露台看海住家适宜', '熙龙湾二期  | 3室1厅 | 115.62平米 | 西南 | 精装 | 有电梯', '中楼层(共31层)2010年建板塔结合  -  宝安中心', '1400万', '单价121087元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0dfe1f6d-0210-43e1-a606-a05938d14885.png.296x216.jpg', '满五年，正看壹方城，70年住宅，5加12号线灵芝站', '白金酒店公寓  | 2室1厅 | 37.32平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2005年建板塔结合  -  新安', '215万', '单价57610元/平米')
('https://image1.ljcdn.com/440300-inspection/4921a61a-d574-48d8-b749-40a6bdef17f9.jpg.296x216.jpg', '风临洲 3室2厅 660万', '风临洲  | 3室2厅 | 99.85平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2007年建板塔结合  -  宝安中心', '660万', '单价66100元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0c70b2dd-cf48-4989-8b5e-043398d92abe.png.280x210.jpg', '高楼层采光通风好，小区环境优美，小区物业好', '广兴源圣拿威  | 1室1厅 | 33.14平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2013年建板塔结合  -  碧海', '226万', '单价68196元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8e46fada-a1fe-41cf-84a9-0248a9f4cc1a.png.296x216.jpg', '南向大三房，看花园，住家静装修，诚心卖', '碧海富通城三期  | 3室2厅 | 94.9平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2007年建塔楼  -  碧海', '580万', '单价61117元/平米')
('', '西海岸花园 1室1厅 288万', '西海岸花园  | 1室1厅 | 45.32平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2000年建板塔结合  -  翻身', '288万', '单价63549元/平米')
('https://image1.ljcdn.com/440300-inspection/22e7419e-e572-4e3d-b007-409a29360fc4.jpg.296x216.jpg', '宏发领域 1室0厅 690万', '宏发领域  | 1室0厅 | 83.9平米 | 西南 | 其他 | 有电梯', '中楼层(共29层)2008年建塔楼  -  宝安中心', '690万', '单价82241元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ba635f13-881c-4420-a068-cf48f7a4974b.png.280x210.jpg', '西城丰和 4室2厅 515万', '西城丰和  | 4室2厅 | 114.19平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2007年建板塔结合  -  西乡', '515万', '单价45101元/平米')
