('https://image1.ljcdn.com/120000-inspection/96beb4cd-34f3-4d7e-986b-e5ec08f711ee.jpg.296x216.jpg', '东惠家园 东向两居室 随时签约 诚意出售', '东惠家园  | 2室1厅 | 60.85平米 | 东 | 简装 | 有电梯', '高楼层(共31层)板楼  -  真理道', '135万', '单价22186元/平米')
('https://image1.ljcdn.com/120000-inspection/45825d37-f8c4-4580-962a-a3707d241d3d.jpg.296x216.jpg', '第六大道陆典庭园三室一楼带院南北通透', '第六大道陆典庭园  | 3室2厅 | 117.08平米 | 南 北 | 其他 | 无电梯', '5层板楼  -  上杭路', '385万', '单价32884元/平米')
('https://image1.ljcdn.com/120000-inspection/11946462-14b3-4f48-a682-2655eb82a6c5.jpg.296x216.jpg', '此房格局好，视野旷阔，采光充足，配套齐全，光线好', '天津雅颂居  | 2室1厅 | 143.43平米 | 东南 | 精装 | 有电梯', '高楼层(共61层)板楼  -  大王庄', '540万', '单价37650元/平米')
('https://image1.ljcdn.com/120000-inspection/b7e2a608-59e1-4864-bcf3-7ddd3a11e1ce.jpg.296x216.jpg', '逸品轩 3室2厅 380万', '逸品轩  | 3室2厅 | 93.93平米 | 南 | 其他 | 有电梯', '低楼层(共31层)板楼  -  上杭路', '380万', '单价40456元/平米')
('https://image1.ljcdn.com/120000-inspection/f1d39989-c394-4b55-b180-6771acd3a760.jpg.296x216.jpg', '中山门两室 教师楼 非顶楼 南北通透 精装修  满五唯一', '试验楼  | 2室1厅 | 60.33平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  中山门街', '160万', '单价26521元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploaddc8c5129-12c4-4d92-b1a3-c6a79b7fa931.jpg.296x216.jpg', '此房源 H户型 采光好无遮挡视野开豁 出行方便', '丰盈里  | 2室2厅 | 100.14平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '282万', '单价28161元/平米')
('https://image1.ljcdn.com/120000-inspection/295036ba-70ca-4537-b4ac-810711a43601.jpg.296x216.jpg', '环秀西里 3室1厅 185万', '环秀西里  | 3室1厅 | 65.92平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  万新村', '185万', '单价28065元/平米')
('https://image1.ljcdn.com/120000-inspection/590262d3-34c1-44f1-9fdf-6bc8a3c222e2.jpg.296x216.jpg', '十三经路18号院 2室1厅 240万', '十三经路18号院  | 2室1厅 | 68.36平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '240万', '单价35109元/平米')
('https://image1.ljcdn.com/120000-inspection/d94891d4-080f-4faa-ba4f-a9755fc5db7c.jpg.296x216.jpg', '曲溪西里 交通便利 户型规整 视野较好', '曲溪西里  | 1室1厅 | 44.65平米 | 东 西 | 其他 | 无电梯', '中楼层(共6层)板楼  -  万新村', '96万', '单价21501元/平米')
('https://image1.ljcdn.com/120000-inspection/c2735659-cfa1-4cea-8bfc-6f98c516e806.jpg.296x216.jpg', '滨河新苑5楼两室南北通透明厅不临街过5年价格能商量', '滨河新苑  | 2室2厅 | 100.62平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  富民路', '230万', '单价22859元/平米')
('https://image1.ljcdn.com/120000-inspection/d46676da-55e9-45c3-9851-de5b4980df00.jpg.296x216.jpg', '鑫泰家园 3室1厅 360万', '鑫泰家园  | 3室1厅 | 150.65平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '360万', '单价23897元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload3d3f2930-6208-415b-bcf0-a7eac54adc93.jpg.296x216.jpg', '民族园  三室一厅 电梯房  诚意出售', '民族园  | 3室1厅 | 108.57平米 | 东 南 | 精装 | 有电梯', '高楼层(共22层)板塔结合  -  中山门街', '290万', '单价26711元/平米')
('https://image1.ljcdn.com/120000-inspection/298cd101-95b9-45be-b957-6e5bebb6d291.jpg.296x216.jpg', '倚虹西里 3室1厅 178万', '倚虹西里  | 3室1厅 | 87.28平米 | 东 北 | 其他 | 无电梯', '中楼层(共8层)板楼  -  万新村', '178万', '单价20395元/平米')
('https://image1.ljcdn.com/120000-inspection/32f02237-4207-4f16-95bf-6a7385eed2ed.jpg.296x216.jpg', '东尚名居 满两年 出行方便 格局方正 视野开阔', '东尚名居  | 2室1厅 | 96.01平米 | 南 北 | 其他 | 有电梯', '高楼层(共28层)板楼  -  上杭路', '290万', '单价30206元/平米')
('https://image1.ljcdn.com/120000-inspection/a25934fd-37c1-45d4-ac30-f9aae2a2fc2f.jpg.296x216.jpg', '陶然一楼带院 三室 全明户型 满两年', '陶然庭苑  | 3室1厅 | 98.14平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)板楼  -  二号桥街', '350万', '单价35664元/平米')
('https://image1.ljcdn.com/120000-inspection/98d83f63-469d-4f03-9768-5fcb3da3e23b.jpg.296x216.jpg', '星期八南苑 大一居 业主诚意出售 合适', '阳光星期八昕旺南苑  | 1室1厅 | 85.56平米 | 南 | 其他 | 有电梯', '低楼层(共26层)板楼  -  向阳楼', '240万', '单价28051元/平米')
('https://image1.ljcdn.com/120000-inspection/a8f2dc2b-a00c-4122-bef3-f85265e90448.jpg.296x216.jpg', '小区中间位置，户型方正，不临街的低楼层', '尚东雅园  | 2室1厅 | 93.84平米 | 南 | 简装 | 有电梯', '低楼层(共32层)板楼  -  上杭路', '287万', '单价30584元/平米')
('https://image1.ljcdn.com/120000-inspection/ac052e14-8999-49f0-bb4d-baa05855535e.jpg.296x216.jpg', '巨福新园  跃层四室户型 精装修 视野好  看房方便', '巨福新园  | 4室2厅 | 164.18平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  春华街', '375万', '单价22841元/平米')
('https://image1.ljcdn.com/120000-inspection/acdb7e20-5dff-415c-aeec-40488f80dc3d.jpg.296x216.jpg', '近营里 2室1厅 191万', '近营里  | 2室1厅 | 85.46平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  真理道', '191万', '单价22350元/平米')
('https://image1.ljcdn.com/120000-inspection/a5a585b4-c027-4f5a-ad48-468e721a618a.jpg.296x216.jpg', '丰业里 2室1厅 200万', '丰业里  | 2室1厅 | 72.72平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  大王庄', '200万', '单价27503元/平米')
('https://image1.ljcdn.com/120000-inspection/70460f14-0875-4172-a3e1-fbfb5f76d060.jpg.296x216.jpg', '翰林园 2室1厅 265万', '翰林园  | 2室1厅 | 93.54平米 | 东 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  唐家口', '265万', '单价28331元/平米')
('https://image1.ljcdn.com/120000-inspection/e5f947c3-db49-4d3f-9502-53b5d78dd6c1.jpg.296x216.jpg', '第博雅园 两室 小区环境好 交通便利 适合居住', '第六大道第博雅园  | 2室1厅 | 97.91平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '285万', '单价29109元/平米')
('https://image1.ljcdn.com/120000-inspection/26c9e783-f504-418e-895f-b5b678e88f1f.jpg.296x216.jpg', '新天地家园 3室1厅 560万', '新天地家园  | 3室1厅 | 132.63平米 | 南 北 | 其他 | 有电梯', '高楼层(共22层)板楼  -  春华街', '560万', '单价42223元/平米')
('https://image1.ljcdn.com/120000-inspection/17d141ce-7984-41d1-b8d6-bd2f2bb40ece.jpg.296x216.jpg', '中山门南里 2室1厅 160万', '中山门南里  | 2室1厅 | 61.69平米 | 东 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  中山门街', '160万', '单价25937元/平米')
('https://image1.ljcdn.com/120000-inspection/e8137987-6960-4f12-aa11-2cdeb9bddb59.jpg.296x216.jpg', '蝶桥公寓 两居室 户型方正 中楼层 带阳台 私产无个税', '蝶桥公寓  | 2室1厅 | 74.53平米 | 西北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  大直沽', '210万', '单价28177元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadf7e008be-dac8-4885-8517-8ae76de5a5da.jpg.296x216.jpg', '滨河家园，三室两厅两卫，户型方正，南北通透', '滨河家园  | 3室2厅 | 146.9平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  富民路', '385万', '单价26209元/平米')
('https://image1.ljcdn.com/120000-inspection/9f8d1a65-0147-4a5a-bd90-859dfe10b3b7.jpg.296x216.jpg', '配套较齐 采光较好 业主诚意出售 干净整洁 看房方便', '华馨公寓  | 2室1厅 | 82.01平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  唐家口', '248万', '单价30241元/平米')
('https://image1.ljcdn.com/120000-inspection/afdfeaba-73b1-4ce5-bf35-4d545fba316c.jpg.296x216.jpg', '此房过五年 H户型通透  精装修 全明户型', '明家庄园  | 2室1厅 | 85.81平米 | 南 | 其他 | 无电梯', '高楼层(共5层)板楼  -  二号桥街', '232万', '单价27037元/平米')
('https://image1.ljcdn.com/120000-inspection/d677930c-da58-4f90-8c5e-f25f99fe87d1.jpg.296x216.jpg', '大直沽六号路 2室1厅 231万', '大直沽六号路  | 2室1厅 | 70.33平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  大直沽', '231万', '单价32846元/平米')
('https://image1.ljcdn.com/120000-inspection/3a45c896-a967-4696-a357-7e2a81101832.jpg.296x216.jpg', '精装两室  业主诚意出售 看房方便', '紫乐名轩  | 2室2厅 | 154.93平米 | 南 北 | 精装 | 有电梯', '高楼层(共37层)板楼  -  二号桥街', '455万', '单价29369元/平米')
('https://image1.ljcdn.com/120000-inspection/b076b3a2-3ad6-4118-a3f3-01cfc79f5d54.jpg.296x216.jpg', '益寿东里 过两年 拎包入住 采光充足 私产房', '益寿东里  | 2室1厅 | 57.14平米 | 东 西 | 精装 | 无电梯', '高楼层(共6层)板楼  -  常州道', '123万', '单价21527元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload7a6ceee8-9703-466c-9d76-bd0e5fb6ed8d.jpg.296x216.jpg', '过五年 没有二套 采光好 功能间多', '芳馨园  | 2室1厅 | 80.8平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  上杭路', '198万', '单价24505元/平米')
('https://image1.ljcdn.com/120000-inspection/92ec6639-0ac6-438c-86ea-7570a11d2b13.jpg.296x216.jpg', '东盈园·交通便利  户型规整  视野较好', '东盈园  | 2室1厅 | 100.81平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '310万', '单价30751元/平米')
('https://image1.ljcdn.com/120000-inspection/ba383b35-1024-47a4-b87a-c390325ba508.jpg.296x216.jpg', '河东区 益寿东里 2-1-1-1 诚意出售', '益寿东里  | 2室1厅 | 53.49平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  常州道', '142万', '单价26548元/平米')
('https://image1.ljcdn.com/120000-inspection/c22137d5-cc8e-4eee-b704-1e9f53b5142d.JPG.296x216.jpg', '滨河家园2楼，H户型，南北通透，诚意出售，看房方便.', '滨河家园  | 2室1厅 | 101.56平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '310万', '单价30524元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload490c8e2f-11af-436c-b0b5-ee186ca12bcc.jpg.296x216.jpg', '此房过五年 三室南北通透 小区中间位置 精装修', '明家庄园  | 3室1厅 | 89.31平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  二号桥街', '280万', '单价31352元/平米')
('https://image1.ljcdn.com/120000-inspection/6c20a75f-6bb0-4c24-90f6-33aae3933b9a.jpg.296x216.jpg', '天琴里 ，看房方便，业主诚意出售', '天琴里  | 2室1厅 | 67.1平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  富民路', '138万', '单价20567元/平米')
('https://image1.ljcdn.com/120000-inspection/c6d307af-54e7-4e71-bbf5-abf21f5ea1a7.jpg.296x216.jpg', '城市之光别馆公寓 2室1厅 260万', '城市之光别馆公寓  | 2室1厅 | 86.98平米 | 南 | 其他 | 有电梯', '低楼层(共26层)板楼  -  春华街', '260万', '单价29892元/平米')
('https://image1.ljcdn.com/120000-inspection/8c9f760b-aca6-4a39-81ed-a2d31166b217.jpg.296x216.jpg', '万明里小三室南北通透全明户型私产过5年无抵押可贷款', '万明里  | 3室1厅 | 89.95平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  富民路', '195万', '单价21679元/平米')
('https://image1.ljcdn.com/120000-inspection/c04da08c-c4e9-416b-85c8-3ec807bc1876.jpg.296x216.jpg', '宁月花园 2室2厅 200万', '宁月花园  | 2室2厅 | 81.01平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  二号桥街', '200万', '单价24689元/平米')
('https://image1.ljcdn.com/120000-inspection/e2697709-d3c6-4a50-bca2-f3af6265b91f.jpg.296x216.jpg', '丹荔园 南北通透H户型 采光好 视野佳 精装修', '丹荔园  | 2室2厅 | 101.08平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  太阳城', '300万', '单价29680元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload65ba7499-b5b4-421d-8924-7b6cea4a93c6.jpg.296x216.jpg', '互助西里，两室两厅，249万，采光充足，交通方便。', '互助西里  | 2室2厅 | 94.12平米 | 南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  中山门街', '225万', '单价23906元/平米')
('https://image1.ljcdn.com/120000-inspection/8483f4bf-f815-4b32-8f9e-f46f7ea507dc.jpg.296x216.jpg', '精装两室 过五年没有二套 私产可贷款', '顺达西里  | 2室1厅 | 60.81平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '128万', '单价21050元/平米')
('https://image1.ljcdn.com/120000-inspection/88221af4-822c-4939-91a5-2fa5e3197699.jpg.296x216.jpg', '友爱东里 2室1厅 145万', '友爱东里  | 2室1厅 | 60.31平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  中山门街', '145万', '单价24043元/平米')
('https://image1.ljcdn.com/120000-inspection/8655f603-1b8b-49df-8559-e04ca7f4ac82.jpg.296x216.jpg', '汇和家园 2室2厅 290万', '汇和家园  | 2室2厅 | 93.33平米 | 南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  春华街', '290万', '单价31073元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload37991eb5-1aa9-4e26-83e6-029679f70c03.jpg.296x216.jpg', '泰昌西里 采光良好 优质户型 看房方便', '泰昌西里  | 1室1厅 | 53.34平米 | 东 | 其他 | 无电梯', '高楼层(共5层)板楼  -  上杭路', '130万', '单价24372元/平米')
('https://image1.ljcdn.com/120000-inspection/0e174a75-3ed6-46c4-a04f-895736aa3ca8.jpg.296x216.jpg', '金康园 1室1厅 170万', '金康园  | 1室1厅 | 72.6平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)板楼  -  唐家口', '170万', '单价23416元/平米')
('https://image1.ljcdn.com/120000-inspection/0835bb98-2ab2-42cf-af3f-e2c67dd12756.jpg.296x216.jpg', '和睦西里 一楼作门脸房 自扩小院 使用空间大诚意出售', '和睦西里  | 2室1厅 | 66.94平米 | 东 西 | 毛坯 | 无电梯', '低楼层(共7层)板楼  -  中山门街', '180万', '单价26890元/平米')
('https://image1.ljcdn.com/120000-inspection/c026b0d0-4ec2-40c8-870a-cfa482e57ada.jpg.296x216.jpg', '华馨公寓 南北通透 视野开阔 采光充足', '华馨公寓  | 2室1厅 | 97.04平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  唐家口', '265万', '单价27309元/平米')
('https://image1.ljcdn.com/120000-inspection/24833399-a846-409d-8740-81ec2e1b0e8e.jpg.296x216.jpg', '晨阳里两室 H户型260万 诚意售房 看房方便', '晨阳里  | 2室1厅 | 106.73平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)板楼  -  向阳楼', '252万', '单价23611元/平米')
('https://image1.ljcdn.com/120000-inspection/e27e7a78-b3f4-46c6-8037-d73086237638.jpg.296x216.jpg', '大直沽六号路  两室一厅 视野开阔 采光充足', '大直沽六号路  | 2室1厅 | 66.33平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)板楼  -  大直沽', '146万', '单价22012元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload3a77d8e9-c285-4985-a7e3-d01cbc4b6b84.jpg.296x216.jpg', '明家庄园 2室2厅 240万', '明家庄园  | 2室2厅 | 103.22平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)板楼  -  二号桥街', '240万', '单价23252元/平米')
('https://image1.ljcdn.com/120000-inspection/56e731b6-1b96-4898-a063-d659112d73dc.jpg.296x216.jpg', '鸿运里三室南北通透私产过两年可贷款99年商品房诚意卖', '鸿运里  | 3室1厅 | 112.94平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '300万', '单价26563元/平米')
('https://image1.ljcdn.com/120000-inspection/b062e582-c186-4b5c-88da-4c96cccac3be.jpg.296x216.jpg', '河东彩丽园 全阳一居 精装修 过五年无二套 省个税', '彩丽园  | 1室1厅 | 67.8平米 | 南 | 其他 | 有电梯', '中楼层(共24层)板楼  -  太阳城', '156万', '单价23009元/平米')
('https://image1.ljcdn.com/120000-inspection/1604b732-0651-46e4-bed3-5549634778b1.jpg.296x216.jpg', '唐口新村六段 2室1厅 150万', '唐口新村六段  | 2室1厅 | 58.79平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)板楼  -  唐家口', '150万', '单价25515元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload99c03b9e-a714-4798-94da-2dc04a6f722f.jpg.296x216.jpg', '阳新里  中间楼层  采光好 精装修', '阳新里  | 1室1厅 | 39.95平米 | 南 | 精装 | 无电梯', '低楼层(共6层)板楼  -  向阳楼', '105万', '单价26283元/平米')
('https://image1.ljcdn.com/120000-inspection/be929431-4a23-434d-b08b-9a3ddc57e795.jpg.296x216.jpg', '宫前园 一室一厅 小区干净 适合居住', '宫前园  | 1室1厅 | 43.83平米 | 南 | 简装 | 无电梯', '中楼层(共7层)板楼  -  大直沽', '120万', '单价27379元/平米')
('https://image1.ljcdn.com/120000-inspection/b60d2b59-6a95-4868-a896-5eb7705d4441.jpg.296x216.jpg', '林枫花园 两室一厅 H户型 视野开阔', '林枫花园  | 2室1厅 | 107.12平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '375万', '单价35008元/平米')
('https://image1.ljcdn.com/120000-inspection/0eed9560-8399-4acb-ad3f-6143c83a80b7.jpg.296x216.jpg', '福旺花园 2室1厅 280万', '福旺花园  | 2室1厅 | 94.77平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  春华街', '280万', '单价29546元/平米')
('https://image1.ljcdn.com/120000-inspection/1de684cd-9e87-4c9f-9d6e-c43b913c888f.jpg.296x216.jpg', '互助西里两室，户型方正，采光充足，配套齐全', '互助西里  | 2室2厅 | 77.75平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  中山门街', '178万', '单价22894元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadacec7c4b-0093-4822-87a1-1cad1ca5bcb8.jpg.296x216.jpg', '翠韵里两室209 视野宽阔 采光充足交通便利 配套齐全', '翠韵里  | 2室1厅 | 89.55平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '209万', '单价23339元/平米')
('https://image1.ljcdn.com/120000-inspection/9eb9de4e-f733-4e2c-9b3c-a926d86af9ff.jpg.296x216.jpg', '汇贤里小区  两居室  交通便利 小区环境干净 适合居住', '汇贤里  | 2室2厅 | 110.57平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大直沽', '225万', '单价20350元/平米')
('https://image1.ljcdn.com/120000-inspection/886f1863-3044-4eff-97fb-ce4fc76c4321.jpg.296x216.jpg', '星河花园 4楼 南北通透 H户型  诚意出售', '星河花园  | 2室1厅 | 92.69平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '268万', '单价28914元/平米')
