('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload92662a90-6e06-4386-a6a6-69d133013027.jpg.296x216.jpg', '长白岛 万科城二期 南向 户型规整 两室 中间好楼层', '万科城二期  | 2室2厅 | 102.04平米 | 南 | 精装', '低楼层(共33层)2006年建板塔结合  -  和平区', '175万', '单价17151元/平米')
('https://image1.ljcdn.com/210100-inspection/171e486c-40d0-4406-8630-b0307d08e8ba.jpg.296x216.jpg', '长白岛  中海国际社区一期  南北通透三室两卫', '中海国际社区一期  | 3室2厅 | 130平米 | 南 北 | 精装', '高楼层(共33层)2009年建板楼  -  和平区', '240万', '单价18462元/平米')
('https://image1.ljcdn.com/210100-inspection/ad1d5891-fea9-45a9-a84e-56e23c3c3861.jpg.296x216.jpg', '新加坡城 1室1厅 84万', '新加坡城  | 1室1厅 | 55平米 | 南 | 其他', '中楼层(共26层)2012年建板楼  -  和平区', '84万', '单价15273元/平米')
('', '世茂五里河，精装三室，市图书馆地铁口，出行方便', '世茂新五里河  | 3室2厅 | 169.5平米 | 南 北 | 精装', '高楼层(共58层)2016年建板楼  -  和平区', '220万', '单价12980元/平米')
('', '和泓国际 2室2厅 155万', '和泓国际  | 2室2厅 | 93平米 | 南 北 | 其他', '低楼层(共33层)2011年建板楼  -  和平区', '155万', '单价16667元/平米')
('', '鑫贸社区 2室1厅 42万', '鑫贸社区  | 2室1厅 | 56.3平米 | 东 西 | 其他', '中楼层(共7层)板楼  -  和平区', '42万', '单价7461元/平米')
('', '华强广场 1室1厅 102万', '华强广场  | 1室1厅 | 72平米 | 南 | 其他', '高楼层(共29层)2011年建塔楼  -  和平区', '102万', '单价14167元/平米')
('', '中海和平之门 2室1厅 130万', '中海和平之门  | 2室1厅 | 79.42平米 | 南 北 | 其他', '中楼层(共33层)2016年建板楼  -  和平区', '130万', '单价16369元/平米')
('', '九洲御府 精装三室 户型方正 采光好', '九洲湾景汇  | 3室2厅 | 103.5平米 | 西南 北 | 简装', '中楼层(共25层)2014年建板楼  -  和平区', '97万', '单价9372元/平米')
('https://image1.ljcdn.com/210100-inspection/cdea7103-93aa-4512-aad4-7d619c63a601.JPG.296x216.jpg', '世茂新五里河 1室1厅 126万', '世茂新五里河  | 1室1厅 | 84平米 | 南 | 其他', '高楼层(共54层)2016年建板楼  -  和平区', '126万', '单价15000元/平米')
('https://image1.ljcdn.com/210100-inspection/079b6029-6aae-4851-949b-96f17b36ddb6.jpg.296x216.jpg', '格林生活坊二期 3室2厅 230万', '格林生活坊二期  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  和平区', '230万', '单价17693元/平米')
('https://image1.ljcdn.com/210100-inspection/29a44f0c-54e0-4cc4-9456-b352b692733a.JPG.296x216.jpg', '汇景新世界 3室2厅 330万', '汇景新世界  | 3室2厅 | 166平米 | 南 北 | 精装', '中楼层(共33层)2012年建板楼  -  和平区', '330万', '单价19880元/平米')
('https://image1.ljcdn.com/210100-inspection/7556e559-7d45-4491-8baa-10795e684d32.jpg.296x216.jpg', '新加坡城 2室2厅 133万', '新加坡城  | 2室2厅 | 85平米 | 南 北 | 其他', '中楼层(共26层)2012年建板楼  -  和平区', '133万', '单价15648元/平米')
('https://image1.ljcdn.com/210100-inspection/c66b100e-2541-457a-9cc3-6861c7f559d9.jpg.296x216.jpg', '深航翡翠城 3室2厅 175万', '深航翡翠城  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共33层)2010年建板楼  -  和平区', '175万', '单价16991元/平米')
('', '长白南 九洲御府 精装三室 视野开阔', '九洲御府  | 3室2厅 | 120.2平米 | 南 北 | 其他', '低楼层(共18层)板楼  -  和平区', '160万', '单价13312元/平米')
('', '长白岛中海国际二期 精装修 满二年 南北通透 中间楼层', '中海国际社区二期  | 4室2厅 | 224平米 | 南 北 | 精装', '高楼层(共33层)2011年建板楼  -  和平区', '350万', '单价15625元/平米')
('https://image1.ljcdn.com/210100-inspection/8eb15e93-f191-4a64-8ef5-e6c597f1b964.JPG.296x216.jpg', '精装修5000/平 没怎么住 手续齐全 一环内 看房方便', '华润悦府  | 3室2厅 | 127平米 | 南 西 北 | 精装', '低楼层(共33层)2013年建板楼  -  和平区', '380万', '单价29922元/平米')
('', '华强广场 1室1厅 102万', '华强广场  | 1室1厅 | 72平米 | 南 | 其他', '高楼层(共29层)2011年建塔楼  -  和平区', '102万', '单价14167元/平米')
('', '九洲湾景汇 5室2厅 210万', '九洲湾景汇  | 5室2厅 | 167.09平米 | 南 北 | 其他', '中楼层(共13层)2014年建板楼  -  和平区', '210万', '单价12569元/平米')
('https://image1.ljcdn.com/210100-inspection/1b705d33-32c9-4c28-b03d-d48a991da6c5.jpg.296x216.jpg', '华润悦府 2室1厅 296万', '华润悦府  | 2室1厅 | 107平米 | 南 | 其他', '高楼层(共33层)2013年建板楼  -  和平区', '296万', '单价27664元/平米')
('https://image1.ljcdn.com/210100-inspection/60258bd4-2196-475b-b336-12e057420a3f.jpg.296x216.jpg', '长白 万科城峰汇 五室两厅三卫 原精装修 赠送地上车库', '万科城二期  | 5室2厅 | 253平米 | 南 北 | 精装', '高楼层(共32层)2006年建板塔结合  -  和平区', '560万', '单价22135元/平米')
('https://image1.ljcdn.com/210100-inspection/afd97f7c-e0c4-4fef-a380-43b99af94efc.jpg.296x216.jpg', '和平区长白岛新加坡城南北通透舒适', '新加坡城  | 3室2厅 | 108平米 | 南 北 | 其他', '中楼层(共5层)2012年建板楼  -  和平区', '218万', '单价20186元/平米')
('https://image1.ljcdn.com/210100-inspection/0cb30108-dfdb-4f5a-8559-2dd8a6f08481.jpg.296x216.jpg', '御景新世界四室精装修 南北通透 采光好', '御景新世界  | 4室1厅 | 267.49平米 | 南 北 | 精装', '低楼层(共31层)2014年建板楼  -  和平区', '628万', '单价23478元/平米')
('https://image1.ljcdn.com/210100-inspection/c81c4963-79f6-46a5-803a-cf2f6bdce6fb.jpg.296x216.jpg', '新加坡城 婚房 没住过 满二 无欠款 保持好望湖路南昌', '新加坡城  | 2室2厅 | 91.8平米 | 南 北 | 精装', '高楼层(共6层)2012年建板楼  -  和平区', '152万', '单价16558元/平米')
('https://image1.ljcdn.com/210100-inspection/523d93b9-25bb-4d54-b0d3-541f366fe04c.jpg.296x216.jpg', '中海国际社区四期 2室1厅 155万', '中海国际社区四期  | 2室1厅 | 88.7平米 | 南 北 | 精装', '高楼层(共23层)2015年建板楼  -  和平区', '155万', '单价17475元/平米')
('', '三好街 地点好 适合办公大面积', '艾特商务花园  | 3室2厅 | 200.2平米 | 南 北 | 简装', '中楼层(共23层)2003年建板楼  -  和平区', '106万', '单价5295元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload2d70428d-143a-4cbb-8d66-3bb8918ff9cf.jpg.296x216.jpg', '长白岛 万科鹿特丹 两室南北通透 满五年', '万科鹿特丹  | 2室2厅 | 94平米 | 南 北 | 精装', '低楼层(共31层)2016年建板楼  -  和平区', '155万', '单价16490元/平米')
('https://image1.ljcdn.com/210100-inspection/c2859526-2741-4dae-ae3d-9681b864756b.JPG.296x216.jpg', '和平 长白南 九洲御府 带地下室 花园 入户车库', '九洲御府  | 2室1厅 | 85.65平米 | 南 北 | 其他', '低楼层(共9层)2016年建板楼  -  和平区', '170万', '单价19849元/平米')
('', '龙湖唐宁ONE 2室2厅 150万', '龙湖唐宁ONE  | 2室2厅 | 84.5平米 | 南 北 | 其他', '低楼层(共33层)2016年建板楼  -  和平区', '150万', '单价17752元/平米')
('', '九洲湾景汇 5室2厅 225万', '九洲湾景汇  | 5室2厅 | 167.09平米 | 南 北 | 其他', '高楼层(共13层)2014年建板楼  -  和平区', '225万', '单价13466元/平米')
('', '馨和花园 5室2厅 135万', '馨和花园  | 5室2厅 | 239.91平米 | 南 北 | 毛坯', '高楼层(共6层)暂无数据  -  和平区', '135万', '单价5628元/平米')
('https://image1.ljcdn.com/210100-inspection/3b871ddd-ab5a-4a6b-bec8-565eea06e232.jpg.296x216.jpg', '长白岛   龙湖唐宁ONE   交通便利   拎包入住  精装修', '龙湖唐宁ONE  | 3室2厅 | 99平米 | 南 北 | 其他', '低楼层(共33层)2018年建板楼  -  和平区', '176万', '单价17778元/平米')
('https://image1.ljcdn.com/210100-inspection/d1eb183d-ef74-421d-a66e-81dc2cc683be.jpg.296x216.jpg', '长白岛 金沙湾一期 清水两室 南北通透 看房方便', '金沙湾一期  | 2室1厅 | 70平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  和平区', '71万', '单价10143元/平米')
('https://image1.ljcdn.com/210100-inspection/6ee4ea07-fc27-41d7-9b70-bc92f71ee41b.JPG.296x216.jpg', '南三好街尚景新世界一楼小户型，南北朝向，毛坯！', '尚景新世界  | 1室0厅 | 44.14平米 | 南 北 | 毛坯', '低楼层(共33层)2017年建板楼  -  和平区', '82万', '单价18578元/平米')
('https://image1.ljcdn.com/210100-inspection/bd261bee-30ed-49a9-9b9a-41781b71b554.jpg.296x216.jpg', '万科城二期 3室2厅 280万', '万科城二期  | 3室2厅 | 143平米 | 西北 | 其他', '高楼层(共33层)2006年建板塔结合  -  和平区', '280万', '单价19581元/平米')
('https://image1.ljcdn.com/210100-inspection/30e7ee22-7b4d-4b08-a78d-733f07a9298c.jpg.296x216.jpg', '九洲御府 3室2厅 190万', '九洲御府  | 3室2厅 | 131平米 | 南 北 | 其他', '高楼层(共9层)2016年建板楼  -  和平区', '190万', '单价14504元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5e59a25a-79ac-4851-9c3f-c9f55bae69ff.png.280x210.jpg', '和平区长白安泰小区简装2室南北通透', '安泰小区  | 2室2厅 | 121.81平米 | 南 北 | 简装', '低楼层(共6层)板楼  -  和平区', '115万', '单价9441元/平米')
('https://image1.ljcdn.com/210100-inspection/814a94bc-f3db-4ab0-844a-a09cdb756855.jpg.296x216.jpg', '长白商圈 远洋天地 精装2室 楼层高 视野好 交通便利', '远洋天地  | 2室2厅 | 98平米 | 南 北 | 其他', '低楼层(共34层)2008年建板楼  -  和平区', '169万', '单价17245元/平米')
('https://image1.ljcdn.com/210100-inspection/fef89da4-597a-457f-8670-97c3e53a04b8.jpg.296x216.jpg', '长白新加坡城 两室南北通透 精装修 低楼层 看房方便', '新加坡城  | 2室1厅 | 84.69平米 | 西南 | 其他', '低楼层(共33层)2012年建板楼  -  和平区', '130万', '单价15351元/平米')
('', '九洲湾景汇 2室1厅 70万', '九洲湾景汇  | 2室1厅 | 68平米 | 南 | 其他', '中楼层(共18层)2014年建板楼  -  和平区', '70万', '单价10295元/平米')
('', '华润悦府 3室2厅 500万', '华润悦府  | 3室2厅 | 177.66平米 | 南 北 | 精装', '低楼层(共47层)2013年建板楼  -  和平区', '500万', '单价28144元/平米')
('', '三好街诚大数码广场精装修一室中高层', '诚大数码广场  | 1室1厅 | 58平米 | 东 | 精装', '中楼层(共28层)2008年建板楼  -  和平区', '50万', '单价8621元/平米')
('https://image1.ljcdn.com/210100-inspection/8bd9bf12-9b3d-4e41-aa53-365dada05eaa.JPG.296x216.jpg', '长白岛 远洋天地 精装三室洋房  采光好 低楼层', '远洋天地  | 3室2厅 | 146.25平米 | 南 北 | 其他', '低楼层(共9层)2008年建板楼  -  和平区', '330万', '单价22565元/平米')
('https://image1.ljcdn.com/210100-inspection/a8e8d248-95c8-4cd7-8fa2-bc9ffdb321f3.jpg.296x216.jpg', '长白区域 吉顺家园 两室两厅 南北通透 交通便利', '吉顺家园  | 2室2厅 | 99.58平米 | 南 北 | 其他', '高楼层(共7层)2001年建板楼  -  和平区', '90万', '单价9038元/平米')
('https://image1.ljcdn.com/210100-inspection/test-3b001820-1be3-4126-ad93-88b21681d0dc.png.296x216.jpg', '长白岛 富海澜湾半岛 精装两室 采光好 保持好 诚心卖', '富海澜湾半岛  | 2室2厅 | 82.15平米 | 西南 | 精装', '低楼层(共34层)2014年建板塔结合  -  和平区', '117万', '单价14243元/平米')
('https://image1.ljcdn.com/210100-inspection/1a4aefb3-b7a0-4b62-860a-fd765d8c9bd8.jpg.296x216.jpg', '万科鹿特丹 精装修 采光好 楼层好 拎包即住', '万科鹿特丹  | 2室2厅 | 95平米 | 南 北 | 其他', '中楼层(共29层)2016年建板楼  -  和平区', '170万', '单价17895元/平米')
('https://image1.ljcdn.com/210100-inspection/c7ce95a3-634d-4388-ad81-7025b8ac9008.jpg.296x216.jpg', '长白 丽湾国际 精装修 采光好交通便利', '丽湾国际  | 2室2厅 | 69平米 | 南 | 其他', '中楼层(共31层)2011年建板楼  -  和平区', '107万', '单价15508元/平米')
('', '艾特商务花园 1室1厅 22万', '艾特商务花园  | 1室1厅 | 39.64平米 | 北 | 其他', '高楼层(共19层)暂无数据  -  和平区', '22万', '单价5550元/平米')
('https://image1.ljcdn.com/210100-inspection/6d2d7970-ae2f-4e68-ab34-cc4ef3dff6d6.jpg.296x216.jpg', '长白 龙湖唐宁ONE  精装两室  采光好', '龙湖唐宁ONE  | 2室2厅 | 96.6平米 | 南 北 | 其他', '低楼层(共34层)2016年建板楼  -  和平区', '164万', '单价16978元/平米')
('https://image1.ljcdn.com/210100-inspection/221b18b0-30b0-4ddf-909c-223507e4f026.jpg.296x216.jpg', '长白商圈 富海蓝湾半岛 东北小两室 精装 楼层好', '富海澜湾半岛  | 2室1厅 | 62.11平米 | 东北 | 其他', '中楼层(共34层)2014年建板塔结合  -  和平区', '95万', '单价15296元/平米')
('', '格林玫瑰湾 2室1厅 185万', '格林玫瑰湾  | 2室1厅 | 88.57平米 | 南 北 | 其他', '高楼层(共34层)板楼  -  和平区', '185万', '单价20888元/平米')
('', '富海澜湾半岛 3室2厅 200万', '富海澜湾半岛  | 3室2厅 | 143平米 | 南 北 | 其他', '高楼层(共34层)2014年建板塔结合  -  和平区', '200万', '单价13987元/平米')
('https://image1.ljcdn.com/210100-inspection/305e8a23-a36e-45a1-be4c-b25b2177ffa3.jpg.296x216.jpg', '深航翡翠城 2室1厅 125万', '深航翡翠城  | 2室1厅 | 67平米 | 南 | 其他', '高楼层(共33层)2010年建板楼  -  和平区', '125万', '单价18657元/平米')
('https://image1.ljcdn.com/210100-inspection/22c0056d-78e2-4281-8b8f-19a710bdea02.jpg.296x216.jpg', '长白岛精装修南北3室，看房方便，顶楼300平露台', '万科城五期  | 3室2厅 | 170平米 | 南 北 | 其他', '高楼层(共32层)2009年建板楼  -  和平区', '345万', '单价20295元/平米')
('https://image1.ljcdn.com/210100-inspection/36f31f2c-7884-4aed-92eb-d19d2a8138e9.jpg.296x216.jpg', '长白华润幸福里  中间南北通透 华润精装两居临包即住', '华润幸福里  | 2室2厅 | 98平米 | 南 北 | 精装', '高楼层(共32层)2014年建板楼  -  和平区', '235万', '单价23980元/平米')
('https://image1.ljcdn.com/210100-inspection/7dc90fce-1f58-4ee1-9dac-60b560f0ea2a.JPG.296x216.jpg', '长白岛 和泓国际 两室 南北通透', '和泓国际  | 2室1厅 | 93.1平米 | 南 北 | 毛坯', '低楼层(共17层)2011年建板楼  -  和平区', '135万', '单价14501元/平米')
('https://image1.ljcdn.com/210100-inspection/cf4f43e9-e3bd-4453-9e09-f711aa7eb35e.jpg.296x216.jpg', '汇景新世界，166平三室，精装修，诚心出售。', '汇景新世界  | 3室2厅 | 166平米 | 南 北 | 其他', '中楼层(共33层)2012年建板楼  -  和平区', '320万', '单价19278元/平米')
('https://image1.ljcdn.com/210100-inspection/56091fcc-5ac0-4d54-ab24-6090fd3fc8d1.jpg.296x216.jpg', '万科城二期 2室2厅 195万', '万科城二期  | 2室2厅 | 102平米 | 南 | 其他', '高楼层(共33层)2006年建板塔结合  -  和平区', '195万', '单价19118元/平米')
('', '奕聪花园，清水房，南北标户，中间层，采光好，视野好', '奕聪花园  | 3室2厅 | 182.26平米 | 南 北 | 其他', '中楼层(共48层)板楼  -  和平区', '355万', '单价19478元/平米')
('https://image1.ljcdn.com/210100-inspection/cc4e09cf-8e12-48a8-932e-850139fd8f64.jpg.296x216.jpg', '世茂五里河 前排 中间楼层 精装修 视野好 不挡光', '世茂新五里河  | 3室2厅 | 143平米 | 南 北 | 精装', '中楼层(共58层)2016年建板楼  -  和平区', '220万', '单价15385元/平米')
('https://image1.ljcdn.com/210100-inspection/cce71094-7804-4ea8-bb16-5c2902f9b72d.JPG.296x216.jpg', '长白岛 中海国际社区五期 三室两厅 精装 南北通透', '中海国际社区五期  | 3室2厅 | 118平米 | 南 北 | 精装', '低楼层(共33层)2015年建板楼  -  和平区', '229万', '单价19407元/平米')
('', '九洲湾景汇 3室2厅 267万', '九洲湾景汇  | 3室2厅 | 133平米 | 南 北 | 其他', '高楼层(共10层)板楼  -  和平区', '267万', '单价20076元/平米')
('', '全天采光世茂新五里河 南北三室 中间楼层 随时看房', '世茂新五里河  | 3室2厅 | 141.22平米 | 南 北 | 其他', '中楼层(共58层)2016年建板楼  -  和平区', '212万', '单价15013元/平米')
('', '万科城三期 3室2厅 480万', '万科城三期  | 3室2厅 | 184平米 | 南 北 | 其他', '高楼层(共4层)2006年建板塔结合  -  和平区', '480万', '单价26087元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadf151c8e2-bd42-4e8a-9443-ba13b2259de8.jpg.296x216.jpg', '三好街 诚大数码广场 数条公交线路 方便出行', '诚大数码广场  | 1室0厅 | 55.57平米 | 西 | 精装', '高楼层(共28层)2008年建板楼  -  和平区', '37万', '单价6652元/平米')
('https://image1.ljcdn.com/210100-inspection/172b4ffa-ad73-431f-ab28-d120456119f5.jpg.296x216.jpg', '格林玫瑰湾 2室2厅 220万', '格林玫瑰湾  | 2室2厅 | 91.34平米 | 南 北 | 其他', '中楼层(共33层)板楼  -  和平区', '220万', '单价24086元/平米')
('https://image1.ljcdn.com/210100-inspection/69825ba2-9e63-43f8-a16b-f957ced88e87.JPG.296x216.jpg', '长白岛\\职教新村 大两室 南北向 多层 清水房', '职教新村  | 2室2厅 | 96平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  和平区', '80万', '单价8334元/平米')
('https://image1.ljcdn.com/210100-inspection/81fef975-e625-4343-8906-40b7347be46f.jpg.296x216.jpg', '长白外滩叁号两室一厅双阳精装修拎包入住', '外滩叁号  | 2室1厅 | 67.89平米 | 南 | 其他', '高楼层(共32层)板楼  -  和平区', '120万', '单价17676元/平米')
