('https://image1.ljcdn.com/510100-inspection/test-2895d2af-f5a8-4878-b3ba-329c510a4f6b.png.296x216.jpg', '校园路交大卡布里城标准装修套一', '交大卡布里城  | 1室1厅 | 50.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  犀浦', '62万', '单价12256元/平米')
('https://image1.ljcdn.com/510100-inspection/8e82bc42-e751-4736-9702-3c1f124f65cf.jpg.296x216.jpg', '西区花园别墅+全新装修+几个乎没有住过+看房提前约', '西区花园别墅绿之韵  | 4室2厅 | 161平米 | 南 | 其他 | 无电梯', '低楼层(共3层)2003年建板楼  -  犀浦', '248万', '单价15404元/平米')
('https://image1.ljcdn.com/510100-inspection/c5e196b0-0a13-42b8-a486-2b76c3d9511c.jpg.296x216.jpg', '中等套二装修，通透户型，采光好', '大达巷15号  | 2室2厅 | 82.72平米 | 东南 | 简装', '中楼层(共6层)暂无数据  -  郫县城区', '61万', '单价7375元/平米')
('https://image1.ljcdn.com/510100-inspection/test-32540aa8-68a8-4003-9c52-1056647660ef.png.296x216.jpg', '简单装修  套三单卫 配套齐全', '三九八家属区  | 3室2厅 | 115平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  郫县万达', '71万', '单价6174元/平米')
('https://image1.ljcdn.com/510100-inspection/e8f910de-05ea-4a7f-81bd-41dfa5f96e5c.jpg.296x216.jpg', '1958青年公馆 1室1厅 32万', '1958青年公馆  | 1室1厅 | 32.56平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2013年建塔楼  -  红光', '32万', '单价9829元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a4d89636-f379-41ac-9c99-db6729bad21e.png.296x216.jpg', '户型通透，视野开阔，对中庭一梯一户小高层，采光充足', '派克公馆  | 3室2厅 | 133平米 | 东北 | 其他 | 有电梯', '高楼层(共14层)2008年建板塔结合  -  成外', '246万', '单价18497元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9e703e09-f943-4f28-a098-b5288bc21daa.jpg.296x216.jpg', '龙城国际+套三双卫+有装修+有阳台', '龙城国际  | 3室2厅 | 123平米 | 东南 | 其他 | 有电梯', '中楼层(共10层)2013年建板塔结合  -  橡树湾', '180万', '单价14635元/平米')
('https://image1.ljcdn.com/510100-inspection/81e95650-29aa-4e2d-96d1-432ba9bd304a.JPG.296x216.jpg', '交大卡布里城 5室2厅 230万', '交大卡布里城  | 5室2厅 | 152.15平米 | 东南 | 其他 | 有电梯', '低楼层(共25层)2009年建板塔结合  -  犀浦', '230万', '单价15117元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc58672a4-04bc-42b8-b6a4-f02e4aa1ba0d.jpg.296x216.jpg', '户型方正采光好，带家具家电出售，还有一个车位一起。', '龙城国际五期  | 1室0厅 | 22平米 | 东南 | 其他', '低楼层(共33层)板楼  -  橡树湾', '20万', '单价9091元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2dbdc69d-251e-4118-95ee-1b27c5037b9e.png.296x216.jpg', '房子装修套三，带阳台，保养好可直接入住', '晶宝盛世桃源  | 3室2厅 | 99.43平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2012年建板塔结合  -  犀浦', '120万', '单价12069元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8c79105-f2c9-4b93-b908-9077ceeeae56.png.296x216.jpg', '中冶中Y公园套三单卫，客厅带飘窗，有装修', '中冶中央公园  | 3室1厅 | 78.53平米 | 西南 | 其他', '中楼层(共31层)2017年建板楼  -  郫县城区', '85万', '单价10824元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadbbbab397-e40d-4476-a0fb-74476b533619.jpg.296x216.jpg', '派克公馆小区 装修套二横厅户型 西北朝向 带露台', '派克公馆  | 2室2厅 | 67.82平米 | 西南 | 简装 | 有电梯', '低楼层(共18层)2011年建塔楼  -  成外', '96万', '单价14156元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a4c99fe-4d1f-4359-b2a7-46d4ccd0a791.png.296x216.jpg', '总高12层，1梯三户，对中庭，离小区2号门口近！', '派克公馆  | 1室1厅 | 57平米 | 东 | 其他 | 有电梯', '高楼层(共12层)2011年建板塔结合  -  成外', '81万', '单价14211元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4fe9972c-5cbd-48c5-adbf-28494788446c.png.296x216.jpg', '精城名典居家装修套二，户型方正', '精城名典  | 2室2厅 | 88.19平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  郫县城区', '85万', '单价9639元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5b9b3cb3-2c2f-45bc-99f2-21221a36182e.png.296x216.jpg', '时代花城豪廷二期 装修套二带家具家电', '时代花城豪庭二期  | 2室2厅 | 83.73平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2010年建塔楼  -  郫县城区', '92万', '单价10988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f79694b-9e63-4b9c-ae6c-1954ae443fbb.png.296x216.jpg', '郫都区红光镇华润橡树湾A区+装修房出售+套三', '华润橡树湾A区  | 3室1厅 | 79.07平米 | 东 | 精装 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '168万', '单价21247元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb37da62a-9455-4dca-87e5-3912199193a0.jpg.296x216.jpg', '天立香缇华府+对中庭+洋房中间楼层+带车位', '天立香缇华府  | 3室2厅 | 108.08平米 | 南 | 其他', '中楼层(共11层)2016年建板塔结合  -  郫县城区', '170万', '单价15730元/平米')
('https://image1.ljcdn.com/510100-inspection/0c944873-08fc-4072-bff1-f2503639dcb4.JPG.296x216.jpg', '中铁塔米亚 2室2厅 128万', '中铁塔米亚  | 2室2厅 | 85.01平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2011年建板塔结合  -  成外', '128万', '单价15058元/平米')
('https://image1.ljcdn.com/510100-inspection/9a7b83c3-b2fb-42f4-8da6-e64992570664.jpg.296x216.jpg', '华润橡树湾A+标准车位+有产权', '华润橡树湾A区  | 车位 | 32.94平米 | 东', '板塔结合  -  橡树湾', '10万', '单价3036元/平米')
('https://image1.ljcdn.com/510100-inspection/48f7a6b2-a609-446f-85d7-a777c12a0f70.jpg.296x216.jpg', '居家装修，采光通风效果好，标准套一', '龙城国际五期  | 1室0厅 | 23.6平米 | 东南 | 其他', '中楼层(共33层)板楼  -  橡树湾', '25万', '单价10594元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8b2d6c12-988a-49a4-a772-0334e5f66a84.png.296x216.jpg', '户型方正，居家套二，带家具家电，保养比较好！！！', '宇众悦府  | 2室2厅 | 49.37平米 | 东南 | 精装 | 有电梯', '中楼层(共27层)2013年建板塔结合  -  犀浦', '94万', '单价19040元/平米')
('https://image1.ljcdn.com/510100-inspection/7174a881-2ac7-4b71-b7d3-9f2d2c3d7071.jpg.296x216.jpg', '龙湖弗莱明戈一期海棠户型，两个房间。', '龙湖弗莱明戈一期  | 2室2厅 | 81平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  郫县城区', '135万', '单价16667元/平米')
('https://image1.ljcdn.com/510100-inspection/3d631212-0024-4008-b916-cbcfddbcd052.jpg.296x216.jpg', '龙城国际，套二双卫可该套三，配套成熟，交通方便！', '龙城国际  | 2室1厅 | 78.28平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '120万', '单价15330元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload94d0e2fd-16ab-47c2-9f71-9196716be665.jpg.296x216.jpg', '惠丰丽城电梯房，套三户型，自住装修，跃层', '惠丰丽城  | 3室2厅 | 164平米 | 西南 | 简装 | 有电梯', '高楼层(共11层)板塔结合  -  犀浦', '155万', '单价9452元/平米')
('https://image1.ljcdn.com/510100-inspection/d94bac7e-845c-4a24-af83-8a0b9c1db9b9.jpg.296x216.jpg', '龙城国际跃层 套二可改套三 简单装修', '龙城国际  | 2室1厅 | 41平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '58万', '单价14147元/平米')
('https://image1.ljcdn.com/510100-inspection/54e43db7-5a40-4513-b106-dcbd3ebe6285.jpg.296x216.jpg', '车位+负一楼+有产权+随时可看++', '华润橡树湾A区  | 车位 | 29.83平米 | 东南', '板塔结合  -  橡树湾', '7万', '单价2347元/平米')
('https://image1.ljcdn.com/510100-inspection/d7c04577-35e2-4bc4-8c7a-f3c18dbd0bce6.jpg.296x216.jpg', '今日田园 独栋 不临街  满二年', '今日田园   | 独栋别墅 | 5室2厅 | 371.75平米 | 东南 | 其他', '3层暂无数据  -  郫县城区', '450万', '单价12105元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dee73248-b083-4ad4-960d-e562f9a005f5.png.296x216.jpg', '公园1号 满2年 有装修可拎包入住', '公园1号  | 2室1厅 | 62.27平米 | 东南 | 其他', '高楼层(共27层)2016年建塔楼  -  红光', '85万', '单价13651元/平米')
('https://image1.ljcdn.com/510100-inspection/97ebce49-16fd-4c6c-a6a6-fcab49f2b24c.jpg.296x216.jpg', '交大银座 3室2厅 168万', '交大银座  | 3室2厅 | 168.31平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  郫县城区', '168万', '单价9982元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload65f62d00-2212-4ca0-8357-f05325f9a791.jpg.296x216.jpg', '何公路309号大套三双卫居家装修', '何公路309号  | 3室2厅 | 134.93平米 | 西北 | 精装 | 无电梯', '中楼层(共7层)板楼  -  郫县城区', '100万', '单价7412元/平米')
('https://image1.ljcdn.com/510100-inspection/db38ac0d-78d2-43aa-a51e-324be3757412.jpg.296x216.jpg', '郫县和韵美联蜀 装修套三 家具家电齐全', '和韵美联墅  | 3室2厅 | 134平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2012年建板塔结合  -  郫县城区', '125万', '单价9329元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploaddf2f04e6-f534-4e6e-adcc-41db82bd4a84.jpg.296x216.jpg', '此房是跃层，房东很诚心，房子装修保存完好', '龙城国际  | 2室2厅 | 40.05平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '56万', '单价13983元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e7baa58b-b64a-437f-8793-a3676a28bd65.png.296x216.jpg', '蓝光幸福满庭、装修套二带书房。', '蓝光幸福满庭  | 2室1厅 | 51.83平米 | 西 | 其他 | 有电梯', '低楼层(共26层)2015年建板塔结合  -  犀浦', '85万', '单价16400元/平米')
('https://image1.ljcdn.com/510100-inspection/ed571ae8-1ea7-4d4b-9479-c4960431e83c.jpg.296x216.jpg', '中铁奥维尔 套六四卫  装修房 户型好', '中铁奥维尔   | 联排别墅 | 6室2厅 | 292.54平米 | 东南 | 其他 | 无电梯', '3层2015年建暂无数据  -  郫县城区', '480万', '单价16409元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8c426888-480c-4355-b3f9-00756d2b41a9.png.296x216.jpg', '壹里上城 装修套二 中间楼层采光好', '壹里上城  | 2室2厅 | 83.65平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  郫县万达', '76万', '单价9086元/平米')
('https://image1.ljcdn.com/510100-inspection/f3fdddb2-cde8-4512-ad10-7e911f5c97de.jpg.296x216.jpg', '华润橡树湾装修洋房顶跃，有家具家电，洋房顶跃3层', '华润橡树湾B区  | 5室3厅 | 226.05平米 | 西南 | 其他 | 有电梯', '高楼层(共6层)2013年建板塔结合  -  橡树湾', '400万', '单价17696元/平米')
('https://image1.ljcdn.com/510100-inspection/test-db5d5458-4928-4c80-affd-ab395f5b8e04.png.296x216.jpg', '配套设施齐全，交通出行便利，楼层低，户型方正。', '西锦集一期  | 2室2厅 | 75.69平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2010年建板楼  -  犀浦', '98万', '单价12948元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload856d3b03-0593-4e55-ac80-a2d2c61a9089.JPG.296x216.jpg', '蓝光装修套二，中间楼层采光好，对中庭', '蓝光幸福满庭  | 2室1厅 | 58.65平米 | 西南 | 其他 | 有电梯', '中楼层(共25层)2014年建板塔结合  -  犀浦', '96万', '单价16369元/平米')
('https://image1.ljcdn.com/510100-inspection/7dd74b7d-3757-4cd3-b5c7-e2fa15e8cb41.jpg.296x216.jpg', '置信逸都B区 2室1厅 82万', '置信逸都B区  | 2室1厅 | 74.34平米 | 东 | 毛坯 | 有电梯', '中楼层(共33层)2014年建板塔结合  -  郫县万达', '82万', '单价11031元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploaddd7556c3-bc27-435d-9c11-3561a9e5cb6b.jpg.296x216.jpg', '桃园柳岸，套二装修房，西南朝向，采光好', '桃园柳岸  | 2室2厅 | 88.38平米 | 西南 | 其他', '中楼层(共17层)板楼  -  郫县城区', '90万', '单价10184元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf3384411-bce2-47e7-8e2e-a26171f61574.jpg.296x216.jpg', '上都一期套三单卫装修房带家具家电', '上都一期  | 3室2厅 | 105平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)板楼  -  郫县城区', '91万', '单价8667元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadea494b0a-cf53-4339-b5f1-4790f2a867ea.jpg.296x216.jpg', '套三单卫+有装修+朝东南+厅带阳台', '卡碧蓝湾  | 3室1厅 | 82平米 | 东南 | 其他', '中楼层(共18层)塔楼  -  犀浦', '95万', '单价11586元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3718862-dfba-49f0-88cf-b5e70befcd2c.png.296x216.jpg', '今日花园+套二单卫+次卧带阳台+带一个70平花园', '今日花园  | 2室2厅 | 90.5平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2006年建板塔结合  -  犀浦', '105万', '单价11603元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0179c07a-b05b-4519-956a-951e759d45fb.png.296x216.jpg', '套三双卫清水房，对中庭，视野开阔采光充足', '龙城国际  | 3室2厅 | 101.05平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '167万', '单价16527元/平米')
('https://image1.ljcdn.com/510100-inspection/f6857d7d-15a9-4922-93f9-a0a5ef015f6e.jpg.296x216.jpg', '宇众曼城  套一公寓 水电气三通 且民用', '宇众曼城  | 1室1厅 | 50.16平米 | 西南 | 其他 | 有电梯', '中楼层(共32层)2013年建板楼  -  红光', '35万', '单价6978元/平米')
('https://image1.ljcdn.com/510100-inspection/c00018ec-6dc5-426c-acad-d0a12a2c5d5a.jpg.296x216.jpg', '龙城国际+标准套一+清水保存好+中间楼层采光好', '龙城国际五期  | 1室0厅 | 22.88平米 | 南 | 其他', '中楼层(共33层)板楼  -  橡树湾', '20万', '单价8742元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7ef34a8f-1f79-4a72-ab59-d7f8c85aaf2b.jpg.296x216.jpg', '何公路装修套二 拎包入住 东南朝向', '何公路86号  | 2室1厅 | 65.81平米 | 东南 | 其他', '中楼层(共6层)暂无数据  -  郫县城区', '60万', '单价9118元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc6255698-0bcb-4635-af5f-8ff15b07e56f.JPG.296x216.jpg', '装修房，套三单卫，采光无遮挡，满两年', '合能四季城二期  | 3室2厅 | 89.18平米 | 西北 | 其他 | 有电梯', '低楼层(共28层)2014年建板楼  -  犀浦', '138万', '单价15475元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8e642cf9-e6b9-4c00-b918-0bf322c63813.png.296x216.jpg', '瑞光花园 、套三双卫 、多层装修房', '瑞光花园  | 4室2厅 | 133.28平米 | 西北 | 其他', '高楼层(共6层)暂无数据  -  郫县城区', '103万', '单价7729元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2386b5eb-19a0-46ad-a23a-8111aa4c8597.png.296x216.jpg', '清水套三，客厅宽敞，楼层好，采光好，可拎包入住', '傲城  | 3室2厅 | 99.98平米 | 西南 | 其他 | 有电梯', '中楼层(共31层)2015年建板楼  -  犀浦', '152万', '单价15204元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10345d5d-cd0e-4976-a6af-0101cac00e00.png.296x216.jpg', '山木居标准标间住宅性质配套齐全', '山木居  | 1室0厅 | 35.98平米 | 东 南 | 其他', '低楼层(共18层)2011年建暂无数据  -  红光', '31万', '单价8616元/平米')
('https://image1.ljcdn.com/510100-inspection/e28a994e-a717-4ab2-81bf-af3b92511b9b.JPG.296x216.jpg', '溪地湾套一改套二公寓，业主诚心出售', '溪地湾  | 2室1厅 | 52平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2015年建板塔结合  -  犀浦', '60万', '单价11539元/平米')
('https://image1.ljcdn.com/510100-inspection/e3b1c32d-6dd9-4564-af8f-e3ae075b8644.jpg.296x216.jpg', '绿地圣罗兰联排别墅，前后带花园，端头位置', '绿地圣罗兰  | 5室3厅 | 366平米 | 西南 | 其他 | 无电梯', '低楼层(共1层)2012年建板塔结合  -  郫县城区', '620万', '单价16940元/平米')
('https://image1.ljcdn.com/510100-inspection/test-984098b3-03b0-4d99-a3ff-17fe829318df.png.296x216.jpg', '华润橡树湾套二单卫，精装修，有地暖', '华润橡树湾A区  | 2室2厅 | 52平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '98万', '单价18847元/平米')
('https://image1.ljcdn.com/510100-inspection/test-980211f9-9e69-49a5-b0ed-05943fb4c398.png.296x216.jpg', '派克公馆 1室1厅 78万', '派克公馆  | 1室1厅 | 49.52平米 | 南 北 | 其他 | 有电梯', '低楼层(共13层)2011年建塔楼  -  成外', '78万', '单价15752元/平米')
('https://image1.ljcdn.com/510100-inspection/f66b960b-fbbc-4c8a-b2bd-455a67f0e28e.jpg.296x216.jpg', '中信未来城 套二单卫 简单装修 中间楼层', '中信未来城南区  | 2室1厅 | 76.47平米 | 北 | 简装 | 有电梯', '中楼层(共33层)2013年建塔楼  -  郫县城区', '95万', '单价12424元/平米')
('https://image1.ljcdn.com/510100-inspection/a4323403-d826-4e04-bd88-d2e7f511cd82.jpg.296x216.jpg', '上河苑居家电梯大套二+郫县西门+', '上河苑  | 2室2厅 | 78.53平米 | 东南 | 其他', '低楼层(共18层)板楼  -  郫县城区', '78万', '单价9933元/平米')
('https://image1.ljcdn.com/510100-inspection/03fb99cf-5de9-4395-adbf-5b287e957245.JPG.296x216.jpg', '怡景城市花苑+精装跃层+端头+明厨明卫+无增值税', '怡景城市花苑  | 2室2厅 | 88.12平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2013年建塔楼  -  犀浦', '146万', '单价16569元/平米')
('https://image1.ljcdn.com/510100-inspection/3ba69b89-cdf2-4de4-b989-f949fe0c88b0.jpg.296x216.jpg', '西区花园别墅+户型通透，采光好，视野开阔，配套齐全', '西区花园森之源  | 4室2厅 | 198平米 | 东南 西南 | 其他 | 无电梯', '低楼层(共3层)2006年建板楼  -  犀浦', '390万', '单价19697元/平米')
