('https://image1.ljcdn.com/340100-inspection/140b7668-86a7-4d29-bd92-5990a7ee96e1.JPG.296x216.jpg', '琥珀名城沁园 3室1厅 130万', '琥珀名城沁园  | 3室1厅 | 95.84平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '130万', '单价13565元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2b4b3343-77d7-48a8-9e1c-a03b5d0ed867.png.280x210.jpg', '交通方便，周边设施齐全，拎包入住！！', '信地城市广场  | 1室1厅 | 45.39平米 | 南 | 其他', '高楼层(共32层)2011年建塔楼  -  长淮', '71.8万', '单价15819元/平米')
('https://image1.ljcdn.com/340100-inspection/fe1d21b5-4957-4233-b49a-a19bcf4805f8.JPG.296x216.jpg', '长江路 二号线漕冲站 次新小区 柏庄春暖花开 满两年', '柏莊春暖花开  | 9室3厅 | 295.5平米 | 南 北 | 其他', '高楼层(共33层)2015年建塔楼  -  七里站', '449万', '单价15195元/平米')
('https://image1.ljcdn.com/340100-inspection/61b58da1-4d11-42c9-bfbe-2b6a8060f66f.jpg.296x216.jpg', '温莎杰座 元一时代广场 地铁一号线', '温莎杰座  | 2室1厅 | 60.86平米 | 西 | 其他', '低楼层(共29层)2008年建塔楼  -  三里街', '66万', '单价10845元/平米')
('https://image1.ljcdn.com/340100-inspection/317c08dc-7f57-4e7c-961b-6682246c4d3f.jpg.296x216.jpg', '小区环境优美，此房在小区中间位置，南北通透，诚售', '海洲景秀世家  | 3室2厅 | 123.36平米 | 南 北 | 其他', '高楼层(共6层)2012年建板楼  -  龙岗', '143万', '单价11593元/平米')
('', '教师新村，顶楼复式，业主诚心出售', '教师新村  | 5室2厅 | 130.16平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  明光路', '178万', '单价13676元/平米')
('', '纺织二村 2室2厅 69万', '纺织二村  | 2室2厅 | 60.64平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  和平路', '69万', '单价11379元/平米')
('', '琥珀名城沁园 3室2厅 136万', '琥珀名城沁园  | 3室2厅 | 103.54平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  龙岗', '136万', '单价13136元/平米')
('', '未来家园 1室1厅 47万', '未来家园  | 1室1厅 | 29.19平米 | 南 | 其他', '高楼层(共26层)2012年建塔楼  -  长淮', '47万', '单价16102元/平米')
('https://image1.ljcdn.com/340100-inspection/78bf604d-9139-4d08-b8bc-d475c125613b.jpg.296x216.jpg', '温莎杰座 精装3室 旁边就是地铁 交通方便 业主诚售', '温莎杰座  | 3室2厅 | 131.62平米 | 南 北 | 其他', '高楼层(共29层)2008年建塔楼  -  三里街', '160万', '单价12157元/平米')
('https://image1.ljcdn.com/340100-inspection/7dff9627-c522-4ef8-871d-3e19768e4480.jpg.296x216.jpg', '藏龙阁 ，视野开阔 ，配套成熟', '信地藏龙阁  | 1室1厅 | 49.68平米 | 南 | 其他', '低楼层(共31层)2016年建塔楼  -  三里街', '71万', '单价14292元/平米')
('https://image1.ljcdn.com/340100-inspection/12497291-cd7e-4c72-9c44-70906ff62529.jpg.296x216.jpg', '大通小区 3居室 中上楼层 采光好 房型正', '大通小区  | 3室2厅 | 81.4平米 | 南 | 其他', '中楼层(共7层)1995年建板楼  -  明光路', '110万', '单价13514元/平米')
('https://image1.ljcdn.com/340100-inspection/21b48de8-adaa-45b2-83f5-2fade60ceae0.jpg.296x216.jpg', '香江国际大厦 2室1厅 85万', '香江国际大厦  | 2室1厅 | 67.54平米 | 南 | 精装', '中楼层(共22层)暂无数据  -  长淮', '85万', '单价12586元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadbb86a160-effe-4587-a124-24e1ecaa68a1.JPG.296x216.jpg', '海洲景秀世家 3室2厅 135万', '海洲景秀世家  | 3室2厅 | 97.2平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  龙岗', '135万', '单价13889元/平米')
('', '锦华苑精装多层，毗邻地铁二号线，房型好，客厅朝南。', '锦华苑  | 4室2厅 | 106.08平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  明光路', '169万', '单价15932元/平米')
('https://image1.ljcdn.com/340100-inspection/7c5c8f5c-2f91-48fb-b1e0-1d5fc3fa597d.jpg.296x216.jpg', '临泉路 火车站 惠园 精装2房 全明通透 总价低', '惠园  | 3室1厅 | 99.5平米 | 南 | 其他', '中楼层(共6层)2005年建板塔结合  -  长淮', '120万', '单价12061元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadfd5030e5-6a40-407f-a941-c9319b3ecc52.jpg.296x216.jpg', '精装修一室一厅，单价低 位置好，总价低', '信地藏龙阁  | 1室1厅 | 45.73平米 | 北 | 其他', '中楼层(共31层)2016年建塔楼  -  三里街', '64万', '单价13996元/平米')
('https://image1.ljcdn.com/340100-inspection/69315820-08aa-4509-ac39-aec56dcda66f.jpg.296x216.jpg', '次新小区、自住装修、交通便利、配套齐全、随时看房', '琥珀名城沁园  | 4室2厅 | 134.57平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  龙岗', '168万', '单价12485元/平米')
('https://image1.ljcdn.com/340100-inspection/8b978a1b-5158-4799-8918-f4a43a399863.jpg.296x216.jpg', '金色梧桐 1室1厅 85万', '金色梧桐  | 1室1厅 | 64.17平米 | 南 | 其他', '低楼层(共30层)2011年建塔楼  -  胜利路', '85万', '单价13247元/平米')
('', '低总价一居室 带电梯 业主诚心出售', '温莎杰座  | 1室1厅 | 47.34平米 | 北 | 简装', '高楼层(共29层)2008年建塔楼  -  三里街', '44万', '单价9295元/平米')
('', '交通方便，周边设施齐全，生活方便', '万豪花园  | 3室2厅 | 136.7平米 | 南 | 其他', '中楼层(共18层)2000年建塔楼  -  三里街', '165万', '单价12071元/平米')
('', '保利东郡 3室1厅 138万', '保利东郡  | 3室1厅 | 99.66平米 | 南 北 | 其他', '高楼层(共40层)2015年建塔楼  -  大兴镇', '138万', '单价13848元/平米')
('', '花溪新村 3室2厅 85万', '花溪新村  | 3室2厅 | 70.49平米 | 南 | 其他', '高楼层(共6层)2000年建暂无数据  -  铜陵路', '85万', '单价12059元/平米')
('https://image1.ljcdn.com/340100-inspection/85410da0-af12-409f-8358-fbff0daf41a9.jpg.296x216.jpg', '两室朝南  户型好 采光充足居家装修交通便利 出行方便', '怡馨苑  | 2室1厅 | 82.34平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  长淮', '106万', '单价12874元/平米')
('https://image1.ljcdn.com/340100-inspection/00516204-728a-4f8d-b7ff-8fd991717375.jpg.296x216.jpg', '蓝光时代红街 1室1厅 48万', '蓝光时代红街  | 1室1厅 | 32平米 | 南 | 其他', '高楼层(共34层)暂无数据  -  嘉山路', '48万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/0f047bf0-f294-49a9-9e97-33078e828079.jpg.296x216.jpg', '华泰小区 和小 38中 满五年唯一 包河万达 中间楼层', '华泰小区  | 2室2厅 | 89.1平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  城东', '130万', '单价14591元/平米')
('', '御景湾，边户大户型，楼层好，采光好', '御景湾  | 4室2厅 | 160.86平米 | 南 | 其他', '高楼层(共30层)2009年建塔楼  -  明光路', '353万', '单价21945元/平米')
('https://image1.ljcdn.com/340100-inspection/618f3b26-c161-4fc6-9610-436a2ead6d95.jpg.296x216.jpg', '锦绣嘉苑 近地铁 三里街电梯房，南北通透采光通风好', '锦绣嘉苑  | 3室2厅 | 108平米 | 南 北 | 简装', '中楼层(共34层)塔楼  -  三里街', '130万', '单价12038元/平米')
('', '橘郡万绿园 4室2厅 140万', '橘郡万绿园  | 4室2厅 | 156.88平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  铜陵路', '140万', '单价8925元/平米')
('https://image1.ljcdn.com/340100-inspection/1bde75d8-1140-4266-93fb-276cffe0deb9.jpg.296x216.jpg', '长淮新村 老小区 交通便利 生活便捷', '长淮新村B区  | 2室1厅 | 79平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  三里街', '90万', '单价11393元/平米')
('https://image1.ljcdn.com/340100-inspection/df135b99-d01f-42c9-887f-b823b769d7bf.jpg.296x216.jpg', '恒大大四居房型，生活便利。环境好', '恒大城  | 4室2厅 | 141.56平米 | 南 北 | 其他', '低楼层(共32层)2013年建板楼  -  龙岗', '160万', '单价11303元/平米')
('https://image1.ljcdn.com/340100-inspection/2cd66bbf-163f-4e80-a160-5e21354fb413.jpg.296x216.jpg', '此房满五 楼层高 采光好 视野宽阔 通便利', '万和新城广场  | 2室1厅 | 104平米 | 北 | 其他', '高楼层(共28层)2009年建塔楼  -  和平路', '155万', '单价14904元/平米')
('https://image1.ljcdn.com/340100-inspection/2c2546ad-b8b4-4b9c-8afb-ef96efd88001.jpg.296x216.jpg', '坝上街环球中心 3室2厅 260万', '坝上街环球中心  | 3室2厅 | 140.36平米 | 南 北 | 其他', '高楼层(共46层)2014年建塔楼  -  明光路', '260万', '单价18524元/平米')
('', '铁中院内职工宿舍 2室2厅 75万', '铁中院内职工宿舍  | 2室2厅 | 67.83平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  胜利路', '75万', '单价11058元/平米')
('', '大窑湾 方正房型 采光充足 交通方便', '大窑湾  | 3室1厅 | 68.24平米 | 南 | 其他', '低楼层(共6层)板楼  -  胜利路', '75万', '单价10991元/平米')
('', '静安新城 4室2厅 155万', '静安新城  | 4室2厅 | 144.7平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  龙岗', '155万', '单价10712元/平米')
('', '御景湾 精装三居室，优质景观房', '御景湾  | 3室2厅 | 109平米 | 南 | 其他', '低楼层(共30层)2009年建塔楼  -  明光路', '212万', '单价19450元/平米')
('https://image1.ljcdn.com/340100-inspection/a0047bfc-8223-4b31-be96-cfdab0547e85.jpg.296x216.jpg', '长淮地铁口 长淮D区 中间楼层 采光充足 单价低', '长淮D区  | 3室1厅 | 66.35平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  长淮', '78万', '单价11756元/平米')
('https://image1.ljcdn.com/340100-inspection/d4527951-56ea-4efa-8365-4bc6d79cc00d.png.296x216.jpg', '御景湾 精装一居室 办公居住皆可', '御景湾  | 1室1厅 | 57平米 | 北 | 其他', '中楼层(共24层)2009年建塔楼  -  明光路', '58万', '单价10176元/平米')
('https://image1.ljcdn.com/340100-inspection/1abeef5c-5b0d-4ff6-b7d3-fdc224ef26b7.jpg.296x216.jpg', '天骄国际 大三居 楼层位置好 满五年 价格低', '天骄国际  | 3室2厅 | 163.8平米 | 南 北 | 毛坯', '中楼层(共32层)2004年建塔楼  -  胜利路', '172万', '单价10501元/平米')
('', '瑶海南村  适宜生活  交通便利', '瑶海南村  | 3室1厅 | 72.8平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  长淮', '85万', '单价11676元/平米')
('', '华源国际城 1室2厅 92万', '华源国际城  | 1室2厅 | 56.81平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  和平路', '92万', '单价16195元/平米')
('', '橘郡万绿园 2室2厅 122万', '橘郡万绿园  | 2室2厅 | 96.9平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  铜陵路', '122万', '单价12591元/平米')
('https://image1.ljcdn.com/340100-inspection/9276b9a7-eac8-4276-b457-8f38c5d388b6.jpg.296x216.jpg', '铜陵路与长和平路交叉口 中等装修，拎包入住', '绿苑公寓  | 2室1厅 | 59.68平米 | 北 | 其他', '高楼层(共26层)2008年建塔楼  -  和平路', '87万', '单价14578元/平米')
('https://image1.ljcdn.com/340100-inspection/659a655a-1810-435b-b370-85f92b4d1387.JPG.296x216.jpg', '房子是小区内部的，不临街，看房方便，业主诚心卖', '铜陵新村  | 1室1厅 | 41.43平米 | 南 北 | 其他', '低楼层(共6层)1990年建板楼  -  铜陵路', '50万', '单价12069元/平米')
('', '恒大城 4室1厅 175万', '恒大城  | 4室1厅 | 149.03平米 | 南 北 | 其他', '高楼层(共18层)2013年建板楼  -  龙岗', '175万', '单价11743元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadc15b9435-b528-415e-ba8b-aa881861052b.jpg.296x216.jpg', '临泉路站西路交口 惠园  诚心出售', '惠园  | 3室2厅 | 98.78平米 | 东 | 其他', '高楼层(共11层)板塔结合  -  长淮', '99万', '单价10023元/平米')
('https://image1.ljcdn.com/340100-inspection/b97d7a40-7ebf-404d-9c79-852c9e638f37.jpg.296x216.jpg', '芳邻家园 3室1厅 115万', '芳邻家园  | 3室1厅 | 89.87平米 | 南 北 | 其他', '低楼层(共6层)2007年建板楼  -  铜陵路', '115万', '单价12797元/平米')
('', '万成华府 满两年 南北通透 采光好', '万成华府  | 3室1厅 | 97平米 | 南 北 | 其他', '高楼层(共32层)2013年建塔楼  -  龙岗', '112万', '单价11547元/平米')
('', '南北通透，户型方正，纯毛坯适合结婚群体', '国安家园  | 2室1厅 | 77平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  红光', '114万', '单价14806元/平米')
('', '长淮新村A区 3室1厅 97万', '长淮新村A区  | 3室1厅 | 76.67平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  胜利路', '97万', '单价12652元/平米')
('', '万和新城广场 3室2厅 210万', '万和新城广场  | 3室2厅 | 141平米 | 南 北 | 其他', '高楼层(共28层)2009年建塔楼  -  和平路', '210万', '单价14894元/平米')
('', '御景湾两房 供暖小区 位置佳 环境好 配套齐全', '御景湾  | 2室2厅 | 95.53平米 | 南 | 其他', '中楼层(共33层)2009年建板塔结合  -  明光路', '172万', '单价18005元/平米')
('https://image1.ljcdn.com/340100-inspection/71f73b7b-6ae9-4f52-8eca-21cd44676c2f.jpg.296x216.jpg', '精装修，高层视野和采光，带阳台，通燃气，适合刚需', '信地藏龙阁  | 1室1厅 | 49.68平米 | 北 | 其他', '高楼层(共31层)2016年建塔楼  -  三里街', '73万', '单价14695元/平米')
('https://image1.ljcdn.com/340100-inspection/884ea2ac-a991-4044-9f3b-5f0977c9811d.jpg.296x216.jpg', '琅琊小区 2室1厅 66万', '琅琊小区  | 2室1厅 | 56平米 | 南 北 | 其他', '低楼层(共6层)1997年建板楼  -  三里街', '66万', '单价11786元/平米')
('', '君柳河畔 3室2厅 225万', '君柳河畔  | 3室2厅 | 137.23平米 | 南 北 | 其他', '高楼层(共18层)暂无数据  -  城东', '225万', '单价16396元/平米')
('', '天骄国际， 此房满5年 ，有电梯， 朝南，高楼层采光好', '天骄国际  | 1室1厅 | 74.6平米 | 南 | 精装', '高楼层(共24层)2004年建塔楼  -  胜利路', '90万', '单价12065元/平米')
('', '南北大四居室，不临街，采光好，业主诚心出售', '香格里拉花园  | 4室2厅 | 148.25平米 | 南 北 | 其他', '中楼层(共11层)2008年建板楼  -  方庙', '218万', '单价14705元/平米')
('https://image1.ljcdn.com/340100-inspection/fdb917eb-6b1f-4301-a8dc-1a00101aaa13.jpg.296x216.jpg', '绿苑公寓 铜陵路 和平路 市二院 中建大厦对面', '绿苑公寓  | 1室0厅 | 34.55平米 | 北 | 其他', '低楼层(共26层)2008年建塔楼  -  和平路', '53万', '单价15341元/平米')
('https://image1.ljcdn.com/340100-inspection/f29ed64b-4bf4-4e77-9dcb-cc0a851a6d48.JPG.296x216.jpg', '总价低，纯朝东的一居室，位于长江东路', '博澳名苑  | 1室0厅 | 40.46平米 | 东 | 其他', '高楼层(共30层)2008年建塔楼  -  七里站', '50万', '单价12358元/平米')
('https://image1.ljcdn.com/340100-inspection/b13dc275-c3ba-4f72-9801-c5e3cbd84a37.JPG.296x216.jpg', '上林雅苑配套设施齐全交通便利采光好', '上林雅苑  | 2室2厅 | 75.48平米 | 南 | 其他', '低楼层(共6层)2006年建板楼  -  龙岗', '85万', '单价11262元/平米')
('https://image1.ljcdn.com/340100-inspection/879927ba-d7a2-41f8-81c7-261bfcb29549.jpg.296x216.jpg', '温莎杰座 地铁1号线 出行方便 商圈成熟 生活便利', '温莎杰座  | 1室1厅 | 45.95平米 | 南 | 其他', '中楼层(共29层)2008年建塔楼  -  三里街', '48万', '单价10447元/平米')
('https://image1.ljcdn.com/340100-inspection/6bc5466f-7a15-4c48-9471-d82e9d495529.jpg.296x216.jpg', '二号线地铁口 交通方便 精装 满五年免增值税 有电梯', '中翔新东城  | 1室1厅 | 35.23平米 | 东 | 其他', '中楼层(共31层)2011年建塔楼  -  铜陵路', '42万', '单价11922元/平米')
('', '罗马三期  怡馨苑  楼层好  南北通透', '怡馨苑  | 4室2厅 | 132平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  长淮', '165万', '单价12500元/平米')
('', '包河万达 蓝岸雅居 精装修 南北通透三居室', '蓝岸雅居  | 3室2厅 | 135平米 | 南 | 其他', '低楼层(共26层)2010年建塔楼  -  明光路', '230万', '单价17038元/平米')
('', '长淮新村A区 2室1厅 75万', '长淮新村A区  | 2室1厅 | 63平米 | 南 | 其他', '高楼层(共6层)板楼  -  胜利路', '75万', '单价11905元/平米')
('', '格林馨园 2室2厅 125万', '格林馨园  | 2室2厅 | 98.85平米 | 南 | 其他', '低楼层(共18层)2007年建塔楼  -  方庙', '125万', '单价12646元/平米')
('https://image1.ljcdn.com/340100-inspection/724a8a2d-e44b-4a23-af5c-844d5896d3fc.jpg.296x216.jpg', '宝业城市绿苑北区 2室1厅 116万', '宝业城市绿苑北区  | 2室1厅 | 67平米 | 南 北 | 其他', '中楼层(共6层)2008年建板楼  -  和平路', '116万', '单价17314元/平米')
('https://image1.ljcdn.com/340100-inspection/ba912b9e-b97b-40df-b55a-30d98c8b2145.jpg.296x216.jpg', '香江国际大厦  70年产权公寓 是您首套房', '香江国际大厦  | 1室0厅 | 35平米 | 南 | 其他', '高楼层(共22层)暂无数据  -  长淮', '40万', '单价11429元/平米')
('', '苹果公寓 2室2厅 75万', '苹果公寓  | 2室2厅 | 79.33平米 | 南 北 | 其他', '中楼层(共11层)2004年建塔楼  -  方庙', '75万', '单价9455元/平米')
('https://image1.ljcdn.com/340100-inspection/fcc2dd27-7dab-4cb6-966e-587e1a6d9650.jpg.296x216.jpg', '此房满两年 小户型 精装公寓，自住', '和平盛世  | 1室1厅 | 44.1平米 | 北 | 其他', '高楼层(共27层)2012年建塔楼  -  明光路', '80万', '单价18141元/平米')
('', '精致小两房，房型方正，楼层好，采光佳，两房朝南', '和平盛世  | 2室1厅 | 55平米 | 南 | 其他', '中楼层(共27层)2012年建塔楼  -  明光路', '118万', '单价21455元/平米')
('', '临泉路 新安苑 精装两室 采光良好 交通便利', '新安苑  | 2室1厅 | 71.76平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  长淮', '97万', '单价13518元/平米')
