('https://image1.ljcdn.com/shfdfs-image/20171130/86c1bddc-d736-4555-9e2e-6148af580ff6.jpg.296x216.jpg', '2016年次新小区，市中牛B住宅，8/10号地铁全南户型', '复兴珑御  | 2室2厅 | 140平米 | 南 | 精装', '中楼层(共32层)板楼  -  老西门', '1730万', '单价123572元/平米')
('https://image1.ljcdn.com/shfdfs-image/20141029/50d85637-903e-446a-937f-642676a0ffe2.jpg.296x216.jpg', '海珀日晖 2室2厅 2200万', '海珀日晖  | 2室2厅 | 241.49平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2010年建板楼  -  世博滨江', '2200万', '单价91102元/平米')
('https://image1.ljcdn.com/310000-inspection/219fd30b-0a07-4366-869d-aadbe08baa71.jpg.296x216.jpg', '耀江居委，全南2房，4/8号线双轨地铁，诚意出售', '越纪公寓  | 2室1厅 | 78.57平米 | 南 | 精装 | 有电梯', '低楼层(共25层)1992年建塔楼  -  世博滨江', '770万', '单价98002元/平米')
('', '瑞雪大楼 2室0厅 530万', '瑞雪大楼  | 2室0厅 | 56.96平米 | 东 东南 北 | 简装 | 有电梯', '中楼层(共22层)1991年建塔楼  -  淮海中路', '530万', '单价93048元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d1505075-02b1-42a1-9d80-bb9183fd621f.png.296x216.jpg', '西凌新邨 3室1厅 710万', '西凌新邨  | 3室1厅 | 93.43平米 | 西 | 简装 | 有电梯', '中楼层(共32层)1993年建塔楼  -  蓬莱公园', '710万', '单价75993元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7bff2647-3f8f-4a2c-b459-8de9477f3b53.png.280x210.jpg', '近田子坊日月光+正规方正两房+采光通风好低单价公寓房', '天天花园  | 2室2厅 | 133.94平米 | 西南 | 简装 | 有电梯', '低楼层(共32层)1997年建塔楼  -  打浦桥', '803万', '单价59953元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170717/c6ed4d23-9921-40fe-8dd7-a0992af933a5.jpg.296x216.jpg', '三房朝南厅朝南+自带产权车位+楼层好+采光好！', '豫欣公寓  | 3室2厅 | 144.14平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2002年建塔楼  -  蓬莱公园', '1200万', '单价83253元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9da502e8-174f-421c-a3bf-b2e111791400.png.296x216.jpg', '丽园新村 1室0厅 200万', '丽园新村  | 1室0厅 | 23.18平米 | 北 | 精装 | 无电梯', '高楼层(共6层)1980年建板楼  -  五里桥', '200万', '单价86282元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cbb047e8-6406-4882-a94f-e46348c82653.png.280x210.jpg', '瞿西新村 2室1厅 425万', '瞿西新村  | 2室1厅 | 52.45平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1984年建板楼  -  打浦桥', '425万', '单价81030元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170214/01d8285a-769e-4259-82fa-f2ce534a2ddc.jpg.296x216.jpg', '少有顶楼复式，一线江景，上外大同。全明户型。带露台', '耀江花园  | 5室3厅 | 217平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2006年建板楼  -  世博滨江', '3100万', '单价142858元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/6ea31311-dd91-4b27-b396-174b07e13f10.png.280x210.jpg', '康綏公寓 淮海路上的明珠 层高3米3 挂牌保护建筑', '康绥公寓  | 1室1厅 | 102.49平米 | 南 | 其他 | 无电梯', '中楼层(共4层)1935年建板楼  -  淮海中路', '1200万', '单价117085元/平米')
('https://image1.ljcdn.com/310000-inspection/test-39f40add-97c0-4d6a-b511-7a3ec6b590c8.png.296x216.jpg', '阳光里 3室2厅 1270万', '阳光里  | 3室2厅 | 137平米 | 南 | 精装 | 有电梯', '低楼层(共31层)2005年建板楼  -  董家渡', '1270万', '单价92701元/平米')
('https://image1.ljcdn.com/310000-inspection/test-09566fe2-652f-4706-b348-52f7e7fa5f7a.png.296x216.jpg', '内环内04年小区+全明户型+业主急售+近地铁', '东晖花苑  | 1室2厅 | 82.01平米 | 南 西北 | 简装 | 有电梯', '低楼层(共29层)2004年建塔楼  -  打浦桥', '610万', '单价74382元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b630cc5d-f34d-412e-b677-21659b2fa38c.png.280x210.jpg', '对口实验学xiao，售后公房无增值税，近地铁，采光好', '人民大楼  | 3室1厅 | 87.77平米 | 南 | 其他 | 有电梯', '低楼层(共17层)1987年建塔楼  -  豫园', '900万', '单价102541元/平米')
('', '黄浦众鑫城 3室2厅 1390万', '黄浦众鑫城  | 3室2厅 | 143.97平米 | 西南 | 精装 | 有电梯', '低楼层(共31层)2002年建塔楼  -  老西门', '1390万', '单价96548元/平米')
('', '万宜坊+一室户+满五不唯一+精装+无车位+可看', '万宜坊  | 1室1厅 | 29.1平米 | 南 | 精装 | 无电梯', '低楼层(共1层)板楼  -  新天地', '295万', '单价101375元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161206/ba134c83-3187-4512-ac4a-6fe68d03a2f0.jpg.296x216.jpg', '位置佳，刷卡入户，景观好，小区仅此一套在卖4房', '金外滩花园  | 4室2厅 | 207.9平米 | 南 | 简装 | 有电梯', '低楼层(共31层)板楼  -  黄浦滨江', '2080万', '单价100049元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d28ab688-bd74-4dc4-af57-9b7eadec6735.png.296x216.jpg', '《人民广场》《朝南一室户》《曹光彪和格致》+诚意卖', '平和里  | 1室1厅 | 47.92平米 | 南 | 精装 | 无电梯', '低楼层(共4层)2000年建板楼  -  人民广场', '580万', '单价121036元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6be7da93-0ce7-49ec-93ad-f2e191301f4c.png.296x216.jpg', '低总价一房，生活配套完善，交通方便，采光好，无遮挡', '制造局路507-529号  | 1室0厅 | 30.27平米 | 西 | 精装 | 无电梯', '中楼层(共6层)1979年建板楼  -  蓬莱公园', '245万', '单价80939元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1fc3ac37-84f9-4a47-abda-f989a39537a4.png.296x216.jpg', '中华路1141弄 1室1厅 200万', '中华路1141弄  | 1室1厅 | 25.59平米 | 北 | 简装 | 无电梯', '高楼层(共7层)1989年建板楼  -  老西门', '200万', '单价78156元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/647bbe87-0d0f-49d3-a973-1f7d63bf2e66.png.280x210.jpg', '业主诚意出售，采光好 ，全明户型，', '蒙西小区  | 1室1厅 | 35.7平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1991年建板楼  -  五里桥', '340万', '单价95239元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170805/a3b8a72f-7e67-4230-9b40-94a5cad32667.jpg.296x216.jpg', '外滩板块、单价低过老房子， 业主诚售、钥匙房', '东业大厦  | 3室2厅 | 157.9平米 | 东北 | 简装 | 有电梯', '低楼层(共28层)2001年建板楼  -  豫园', '1000万', '单价63332元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0c45dc57-9b63-4234-afea-50ff7e8cf5e4.png.296x216.jpg', '桃源新村 2室1厅 596万', '桃源新村  | 2室1厅 | 48.92平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1987年建板楼  -  老西门', '596万', '单价121832元/平米')
('https://image1.ljcdn.com/310000-inspection/test-664689c1-5bc2-4c34-b9b4-a8bda5a7e2df.png.296x216.jpg', '豫园板块，大两房，赠送20平花园，看房方便，有钥匙', '蓬莱花苑  | 2室2厅 | 85平米 | 南 | 毛坯 | 有电梯', '低楼层(共20层)板楼  -  豫园', '650万', '单价76471元/平米')
('https://image1.ljcdn.com/310000-inspection/test-363929fa-5a3b-41fe-be98-9be8b4966f21.png.296x216.jpg', '满五唯一 税费少，得房率高，小区闹中取静，有车位.', '金汇园  | 2室1厅 | 83.76平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  蓬莱公园', '780万', '单价93124元/平米')
('', '业主诚售，看房方便，配套齐全，出行方便，', '富南大厦  | 4室1厅 | 190.15平米 | 西北 | 其他 | 有电梯', '低楼层(共27层)塔楼  -  蓬莱公园', '500万', '单价26296元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161120/f068471a-712f-4bc1-be1b-8654777b88a2.jpg.296x216.jpg', '文化一条街陕西南路+采光视野佳+近9号12号线嘉善路站', '步高苑  | 3室2厅 | 152.13平米 | 东南 | 精装 | 有电梯', '低楼层(共27层)2002年建板楼  -  打浦桥', '1360万', '单价89398元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/671f4ee8-ef3b-434e-9cd4-3ea3a4d8399b.png.280x210.jpg', '业主正在装修，豫园总价低，适合挂户口，看房方便', '光启路103弄  | 1室1厅 | 26.5平米 | 北 | 精装', '高楼层(共7层)1992年建板楼  -  豫园', '225万', '单价84906元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e42ff3b8-9f87-41dd-bc25-0398c9ac73dc.png.296x216.jpg', '牌楼小区 1室1厅 320万', '牌楼小区  | 1室1厅 | 36.55平米 | 南 | 精装 | 无电梯', '高楼层(共5层)1977年建板楼  -  老西门', '320万', '单价87552元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1211616a-0693-4b10-af84-8c3c24653239.png.296x216.jpg', '丽园新村 2室1厅 380万', '丽园新村  | 2室1厅 | 49.24平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1981年建板楼  -  五里桥', '380万', '单价77174元/平米')
('', '重庆公寓新出2房 看房方便 家具全留 宽敞自我天地', '重庆公寓  | 1室0厅 | 40.72平米 | 西 | 精装 | 无电梯', '中楼层(共5层)1936年建板楼  -  新天地', '380万', '单价93321元/平米')
('https://image1.ljcdn.com/310000-inspection/fb6c3f44-d6a1-439d-b9bf-264d35dfe711.jpg.296x216.jpg', '永业二期，南北通透，楼层好，看小区花园，交通便利', '永业公寓  | 3室2厅 | 139.57平米 | 南 北 | 精装 | 有电梯', '低楼层(共35层)2008年建板楼  -  五里桥', '2000万', '单价143298元/平米')
('', '07年小区+一楼带花园+南北通带花园+有车位', '士林华苑  | 2室2厅 | 109.28平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2007年建板楼  -  豫园', '1030万', '单价94254元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d85f4e84-386f-424b-90c1-e525ea634a47.png.296x216.jpg', '西凌新邨 1室0厅 230万', '西凌新邨  | 1室0厅 | 25.89平米 | 北 | 精装 | 无电梯', '高楼层(共6层)1987年建板楼  -  蓬莱公园', '230万', '单价88838元/平米')
('', '售后公房  满五唯一   楼层适中  诚意出售', '瞿中小区  | 1室1厅 | 34.76平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1983年建板楼  -  打浦桥', '280万', '单价80553元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d2988155-b60f-45d8-bf5d-79da7b98721d.png.280x210.jpg', '业主诚意出售，价格看中可谈，南北通透，满五唯一', '滨江名人苑  | 2室2厅 | 114.96平米 | 南 | 其他 | 有电梯', '高楼层(共31层)板楼  -  黄浦滨江', '1250万', '单价108734元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170603/045645e1-c033-4d27-b350-e897916ad48e.jpg.296x216.jpg', '业主移民，诚意出售，去年就是挂牌价成交', '东都公寓  | 2室2厅 | 98.81平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2004年建板楼  -  五里桥', '888万', '单价89870元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20141201/5ee09667-259e-48c1-9645-1331d6183e26.jpg.280x210.jpg', '全南两房，高区江景，无户口，上外大同，看房方便', '耀江花园  | 2室2厅 | 103.4平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2002年建板楼  -  世博滨江', '1400万', '单价135397元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f0cbb713-1cf5-46a6-a5b8-014d84634df6.png.296x216.jpg', '新天地小户型、单价低、2楼朝南、随时看房', '梅兰坊  | 1室1厅 | 44.88平米 | 南 | 毛坯 | 无电梯', '低楼层(共3层)1930年建板楼  -  新天地', '385万', '单价85785元/平米')
('https://image1.ljcdn.com/310000-inspection/test-79db191d-0ca9-471e-b12c-e53483d103ee.png.296x216.jpg', '精装修一室户，采光视野很棒。诚意出售。', '桥一小区  | 1室0厅 | 30.14平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1989年建板楼  -  五里桥', '250万', '单价82947元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160109/e2f443bc-2139-4d6b-9102-d188a31d262a.jpg.296x216.jpg', '华润外滩九里 3室2厅 2530万', '华润外滩九里  | 3室2厅 | 186.88平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2010年建板楼  -  黄浦滨江', '2530万', '单价135381元/平米')
('', '北蒙三小区 1室1厅 355万', '北蒙三小区  | 1室1厅 | 38.6平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1989年建板楼  -  五里桥', '355万', '单价91969元/平米')
('https://image1.ljcdn.com/310000-inspection/f648c87c-8e1f-4e88-af88-f4c698585fc9.jpg.296x216.jpg', '精装新房，上下三层，花园天井，随时看房，看单价吧', '融创滨江壹号院  | 5室2厅 | 390平米 | 南 | 其他 | 有电梯', '低楼层(共38层)2012年建板楼  -  世博滨江', '3500万', '单价89744元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d3c0c816-a904-466d-80e7-9bd2a0a8cdc2.png.280x210.jpg', '小区在售2房中、价格没有比这套再低的了，三个阳台！', '国际广场(卢湾)  | 2室2厅 | 95.44平米 | 南 | 毛坯 | 有电梯', '低楼层(共29层)1997年建塔楼  -  新天地', '730万', '单价76488元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20170610/83298255-738c-4f41-9f1f-616c100e4249.jpg.280x210.jpg', '牌楼路23-29号 1室1厅 265万', '牌楼路23-29号  | 1室1厅 | 21.17平米 | 东 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  老西门', '265万', '单价125178元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f4043544-8b63-453c-ade6-6097a39b6941.png.296x216.jpg', '正南1室《20万精装+品牌家具》不靠马路！拎包入住', '丽园新村  | 1室0厅 | 30.63平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  五里桥', '270万', '单价88149元/平米')
('https://image1.ljcdn.com/310000-inspection/bfb35f0f-160b-46c8-87db-7817909a9f95.jpg.296x216.jpg', '华润外滩九里 3室2厅 2530万', '华润外滩九里  | 3室2厅 | 186.88平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2010年建板楼  -  黄浦滨江', '2530万', '单价135381元/平米')
('', '此房是售后公房，满五不唯一，交通便利，配套设施齐全', '松柏公寓  | 2室1厅 | 73.11平米 | 西南 | 精装 | 有电梯', '低楼层(共21层)1992年建塔楼  -  南京东路', '610万', '单价83436元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0ee6a297-2ca0-4700-a870-0c994f57e190.png.296x216.jpg', '高区景观大两房，南北通透，带地下产权车位', '明珠家园(黄浦)  | 2室2厅 | 115.59平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2004年建板楼  -  蓬莱公园', '1150万', '单价99490元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/5e88dcf7-1bc3-4e74-bdd3-41eea7442f2f.jpg.296x216.jpg', '高区彩光和视野无遮挡，户型正气，交通便利，诚意出售', '金南新苑  | 3室2厅 | 156.97平米 | 东南 | 简装 | 有电梯', '高楼层(共32层)2001年建塔楼  -  董家渡', '560万', '单价35676元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2c309cd5-98df-46f8-a463-7141a68a3493.png.296x216.jpg', '一号线新闸路站+中区朝南+正看人民广场景观！', '长新大楼  | 1室1厅 | 45.61平米 | 南 | 简装 | 有电梯', '低楼层(共21层)1987年建塔楼  -  人民广场', '385万', '单价84412元/平米')
('https://image1.ljcdn.com/310000-inspection/test-40be4e1e-fb34-403c-8e66-b843deac7fc6.png.296x216.jpg', '总价低，南北通，交通方便，楼层好', '打浦路500弄  | 2室0厅 | 43.57平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1965年建板楼  -  打浦桥', '320万', '单价73446元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0e72202e-ee6a-4922-8c10-9c67ce7854e1.png.296x216.jpg', '满五年税低，对口师专，随时可看，诚意出售', '蒙自路395弄  | 1室1厅 | 38.1平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1987年建板楼  -  五里桥', '370万', '单价97113元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d733d924-b954-4e50-9e55-b04b5d2d0f01.png.280x210.jpg', '新天地小面积，煤卫独用，总价低', '合肥路127弄  | 1室0厅 | 34.92平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1990年建板楼  -  新天地', '386万', '单价110539元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d509ac5a-94ad-4abb-b147-a605682cf5e9.png.280x210.jpg', '品质小区，采光好，急。急。急。', '百溪公寓  | 1室1厅 | 35.14平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  五里桥', '300万', '单价85373元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3e734c11-8a1b-4dcb-a91d-a5652765ff12.png.296x216.jpg', '全新装修+地铁口+配套齐全+董家渡优质地段+随时可看', '秀水苑(黄浦)  | 3室2厅 | 122.65平米 | 南 北 | 精装 | 有电梯', '中楼层(共24层)1999年建塔楼  -  董家渡', '1050万', '单价85610元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20171216/81582499-2af4-41f9-a2f0-ade8655cd794.jpg.280x210.jpg', '华润外滩九里 3室2厅 2530万', '华润外滩九里  | 3室2厅 | 187.98平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2010年建板楼  -  黄浦滨江', '2530万', '单价134589元/平米')
('https://image1.ljcdn.com/310000-inspection/test-70ff95cd-cbb9-4692-9d72-dd8b4a9cf4f1.png.296x216.jpg', '小二房.楼层好，全新装修，配套齐全', '局后小区  | 2室1厅 | 40.42平米 | 北 | 精装 | 无电梯', '低楼层(共6层)1982年建板楼  -  五里桥', '360万', '单价89065元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/03820ceb-c6d8-4fb9-9382-a502de0ac879.png.280x210.jpg', '明珠家园(黄浦) 2室2厅 980万', '明珠家园(黄浦)  | 2室2厅 | 100.99平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2004年建板楼  -  蓬莱公园', '980万', '单价97040元/平米')
('https://image1.ljcdn.com/310000-inspection/test-47d21c3b-f3a9-45ba-b03a-e7e0023ed736.png.296x216.jpg', '陆家浜路1382弄 2室1厅 408万', '陆家浜路1382弄  | 2室1厅 | 47.54平米 | 东北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  蓬莱公园', '408万', '单价85823元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8599192b-41e4-4f4b-b1c4-acdd04455d25.png.280x210.jpg', '投 资首  选，全明户型，黄  金楼层', '桥一小区  | 1室0厅 | 30.3平米 | 北 | 简装 | 无电梯', '中楼层(共7层)1989年建板楼  -  五里桥', '255万', '单价84159元/平米')
('https://image1.ljcdn.com/310000-inspection/test-55a05651-56ab-4c37-9a8e-3e7ba74da8dd.png.296x216.jpg', '海华花园 3室2厅 890万', '海华花园  | 3室2厅 | 117.37平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)1994年建塔楼  -  打浦桥', '890万', '单价75829元/平米')
