('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ddb612d9-cacf-4d03-bb40-d9652089deb6.png.296x216.jpg', '亿达品质，双语九年教育，近车站，配套齐全', '软景E居  | 1室1厅 | 46.86平米 | 东北 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '125万', '单价26676元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/13fc10a6-25c4-4bba-be99-c7c3f14e976c.png.280x210.jpg', '山海一家一期 2室1厅 73万', '山海一家一期  | 2室1厅 | 50.75平米 | 东南 | 精装 | 有电梯', '低楼层(共16层)2005年建塔楼  -  万达', '73万', '单价14385元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/62996a44-3cac-449b-9617-7757002ddc76.png.280x210.jpg', '小平岛海悦山 1室1厅 58万', '小平岛海悦山  | 1室1厅 | 28平米 | 东 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  小平岛', '58万', '单价20715元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6e0384b0-d46e-4536-b2bb-30db631c9ef7.png.296x216.jpg', '小平岛邻海园H组团 2室2厅 208万', '小平岛邻海园H组团  | 2室2厅 | 94.17平米 | 南 北 | 其他 | 有电梯', '高楼层(共13层)2009年建板楼  -  小平岛', '208万', '单价22088元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9b1997b4-5279-42da-b293-178cb1a3a04d.png.280x210.jpg', '嘉创E人国际 1室0厅 65万', '嘉创E人国际  | 1室0厅 | 36.29平米 | 西北 | 其他 | 有电梯', '中楼层(共24层)2011年建板楼  -  万达', '65万', '单价17912元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0ea673b5-52ac-4526-9eb9-17c1601ea7d7.png.296x216.jpg', '精装修没住过，业主在外地，着急用钱，就打算卖掉', '学仕名府  | 2室1厅 | 74.8平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2014年建板楼  -  凌水', '165万', '单价22059元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4a8e38da-c543-486f-8ec5-485a636874a8.png.280x210.jpg', '圣托里尼南向住宅独立一室装修保持好', '圣托里尼  | 1室1厅 | 36.22平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  万达', '80万', '单价22088元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/102166db-6391-41c4-8f57-a356f315c44b.png.280x210.jpg', '南北通透：户型是小平岛优质产品 舒服两室 手续清晰', '小平岛亲海园  | 2室2厅 | 130.13平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共26层)2007年建板楼  -  小平岛', '210万', '单价16138元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d05bf9ab-39e6-422a-a05c-54b2a32328b1.png.280x210.jpg', '因特摩尔 1室0厅 72万', '因特摩尔  | 1室0厅 | 38平米 | 西 | 其他 | 有电梯', '高楼层(共30层)2011年建塔楼  -  万达', '72万', '单价18948元/平米')
('', '大有恬园公寓 1室0厅 53万', '大有恬园公寓  | 1室0厅 | 58.95平米 | 东 | 其他 | 有电梯', '中楼层(共4层)2010年建板楼  -  凌水', '53万', '单价8991元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ea516faa-79bb-4f6c-a865-a2ad832b0336.png.296x216.jpg', '小平岛海悦山 1室1厅 83万', '小平岛海悦山  | 1室1厅 | 37.9平米 | 西北 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  小平岛', '83万', '单价21900元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ca9bde96-31a3-4bd7-a11a-55fc23500545.png.280x210.jpg', '悦丽海湾 2室2厅 198万', '悦丽海湾  | 2室2厅 | 86.4平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板楼  -  小平岛', '198万', '单价22917元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/557f39e9-7c83-40ce-8ad1-da3b00b0d2df.png.280x210.jpg', '东方圣克拉三期 交通方便 小区环境干净舒适 适合居住', '东方圣克拉三期  | 2室2厅 | 96.74平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2015年建板楼  -  庙岭', '225万', '单价23259元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0a9ae5c3-ddac-49ea-ad30-93eefc1304a1.png.296x216.jpg', '万达海事大学旁，精装修，房主自住，满两年', '恒瑞坦城  | 1室1厅 | 48平米 | 西北 | 精装 | 有电梯', '低楼层(共29层)2015年建板楼  -  凌水', '96万', '单价20000元/平米')
('', '中海紫御观邸二期 3室2厅 320万', '中海紫御观邸二期  | 3室2厅 | 120平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  万达', '320万', '单价26667元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/05a8bec6-54ef-4562-a1ec-1111edf29f6a.png.280x210.jpg', '亿达普罗旺斯二期 3室2厅 190万', '亿达普罗旺斯二期  | 3室2厅 | 110.97平米 | 南 北 | 其他', '中楼层(共30层)2014年建板楼  -  小平岛', '190万', '单价17122元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5a69d798-e59c-45c5-af6c-55c5418d8da8.png.296x216.jpg', '小平岛亲海园 2室2厅 178万', '小平岛亲海园  | 2室2厅 | 105平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2007年建板楼  -  小平岛', '178万', '单价16953元/平米')
('', '南海壹号 1室0厅 70万', '南海壹号  | 1室0厅 | 48.76平米 | 西北 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  万达', '70万', '单价14357元/平米')
('https://image1.ljcdn.com/210200-inspection/test-807a4734-ef18-4b8a-ad82-5928f7228d33.png.296x216.jpg', '中海紫御观邸四期 2室2厅 180万', '中海紫御观邸四期  | 2室2厅 | 82平米 | 南 | 毛坯 | 有电梯', '中楼层(共26层)2013年建板楼  -  万达', '180万', '单价21952元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/13058b4f-2cde-4701-a095-d01a1509ab09.png.280x210.jpg', '东盛启城 1室1厅 65万', '东盛启城  | 1室1厅 | 37.04平米 | 北 | 其他 | 有电梯', '中楼层(共29层)2012年建塔楼  -  万达', '65万', '单价17549元/平米')
('', '高新园区中海地产 南北通透全明户型三室两卫 中间楼层', '中海紫御观邸二期  | 3室2厅 | 133平米 | 南 北 | 简装 | 有电梯', '低楼层(共32层)2013年建板楼  -  万达', '300万', '单价22557元/平米')
('', '软件园小区 1室1厅 75万', '软件园小区  | 1室1厅 | 47.66平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  软件园', '75万', '单价15737元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/41c86f11-2589-4991-8d3d-1690fcf40afb.png.280x210.jpg', '小平岛揽海名寓 1室1厅 120万', '小平岛揽海名寓  | 1室1厅 | 49.41平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2010年建板楼  -  小平岛', '120万', '单价24287元/平米')
('https://image1.ljcdn.com/210200-inspection/test-276af336-e286-4345-a339-28c8194762c2.png.296x216.jpg', '悦丽海湾 2室1厅 165万', '悦丽海湾  | 2室1厅 | 66.13平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2014年建板楼  -  小平岛', '165万', '单价24951元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ab6b25af-238f-4cb8-a61e-e124cc835f28.png.296x216.jpg', '小平岛海角七号 2室1厅 155万', '小平岛海角七号  | 2室1厅 | 72.74平米 | 南 西 北 | 精装 | 有电梯', '低楼层(共34层)2011年建板楼  -  小平岛', '155万', '单价21309元/平米')
('', '南向车库,产权证在手,小区前排', '大有恬园  | 车位 | 24.56平米 | 南 | 无电梯', '2005年建板楼  -  凌水', '31万', '单价12623元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/52f37844-e77d-4d0d-93d0-d786ee163d6b.png.280x210.jpg', '万达海景公寓 1室0厅 48万', '万达海景公寓  | 1室0厅 | 37.09平米 | 北 | 精装 | 有电梯', '低楼层(共30层)2013年建板楼  -  万达', '48万', '单价12942元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3a749198-20a2-4fdf-9dea-2b7b5bde3e3a.png.280x210.jpg', '弘基二期 2室2厅 229万', '弘基二期  | 2室2厅 | 108.83平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2003年建板楼  -  学府', '229万', '单价21042元/平米')
('', '小平岛海御 4室2厅 490万', '小平岛海御  | 4室2厅 | 255.63平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  小平岛', '490万', '单价19169元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/05a8bec6-54ef-4562-a1ec-1111edf29f6a.png.280x210.jpg', '亿达普罗旺斯二期 2室2厅 180万', '亿达普罗旺斯二期  | 2室2厅 | 95.4平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2014年建板楼  -  小平岛', '180万', '单价18868元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/523af009-c350-4802-9879-3c4ec24dd569.png.280x210.jpg', '高新区，近万达锦辉商圈近地铁，黄浦路沿线，一室一厅', 'MINI印象  | 1室1厅 | 53.73平米 | 东北 | 精装 | 有电梯', '低楼层(共32层)2012年建塔楼  -  万达', '88万', '单价16379元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ea2eb675-d530-4f2c-93c6-81390fae72a5.png.296x216.jpg', '高新园区，万达广场旁，两室南北通透赠送10平精装修', '雯君庭  | 2室1厅 | 72.93平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2013年建塔楼  -  万达', '175万', '单价23996元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a152a82b-d8e4-4205-9d86-fe34ac0bb164.png.280x210.jpg', '硅谷假日公寓 1室0厅 63万', '硅谷假日公寓  | 1室0厅 | 42.59平米 | 西北 | 精装 | 有电梯', '中楼层(共11层)2005年建板楼  -  万达', '63万', '单价14793元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/52f37844-e77d-4d0d-93d0-d786ee163d6b.png.280x210.jpg', '万达海景公寓，精装一室房源，中间层', '万达海景公寓  | 1室0厅 | 37.1平米 | 北 | 精装 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '50万', '单价13478元/平米')
('', '大有恬园公寓 1室0厅 43万', '大有恬园公寓  | 1室0厅 | 42.3平米 | 南 | 其他 | 有电梯', '中楼层(共4层)2010年建板楼  -  凌水', '43万', '单价10166元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f2a5e739-1e41-4836-a531-ccf4404a156d.png.280x210.jpg', '亿达软景中心 1室1厅 117.5万', '亿达软景中心  | 1室1厅 | 47平米 | 东南 | 其他 | 有电梯', '低楼层(共20层)2014年建板楼  -  软件园', '117.5万', '单价25000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fecde792-ef51-4645-8408-3e525b320710.png.296x216.jpg', '学府士家 2室2厅 138万', '学府士家  | 2室2厅 | 77.41平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  万达', '138万', '单价17828元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cea28053-0723-44b7-b3b8-305044c30dbd.png.280x210.jpg', '中海紫御观邸三期 3室1厅 320万', '中海紫御观邸三期  | 3室1厅 | 133平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  万达', '320万', '单价24061元/平米')
('https://image1.ljcdn.com/210200-inspection/test-22884cb6-c400-4de7-8280-8510e07fd7a2.png.296x216.jpg', 'MINI印象 1室0厅 85万', 'MINI印象  | 1室0厅 | 50.34平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '85万', '单价16886元/平米')
('', '学府1+1公寓 1室1厅 54.5万', '学府1+1公寓  | 1室1厅 | 32.52平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2007年建板楼  -  学府', '54.5万', '单价16759元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/466187a6-81e6-406e-b4d1-9c84fc075fe4.png.280x210.jpg', '嘉创E人国际 1室1厅 90万', '嘉创E人国际  | 1室1厅 | 46.93平米 | 南 | 简装 | 有电梯', '中楼层(共24层)2011年建板楼  -  万达', '90万', '单价19178元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/590073fa-7baa-432a-b6d0-b4316560a21b.png.280x210.jpg', '恒瑞坦城 2室1厅 140万', '恒瑞坦城  | 2室1厅 | 64.91平米 | 东 南 北 | 其他 | 有电梯', '中楼层(共30层)2015年建板楼  -  凌水', '140万', '单价21569元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7b143182-28c8-4688-bb51-bf2b49d3fb2e.png.296x216.jpg', '房子精装修两室两厅双南向，看房方便', '亿达普罗旺斯二期  | 2室1厅 | 95.4平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2014年建板楼  -  小平岛', '175万', '单价18344元/平米')
('', '大有文园公寓 1室0厅 32.5万', '大有文园公寓  | 1室0厅 | 35.37平米 | 北 | 精装 | 有电梯', '低楼层(共6层)2010年建板楼  -  凌水', '32.5万', '单价9189元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c89add8b-11d5-4a76-a577-baa0bacc9e82.png.280x210.jpg', '凌源街南北向两室 房主诚心卖 看房提前预约即可', '凌源街  | 2室1厅 | 61平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  学府', '82万', '单价13443元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b89a8465-4f18-41e2-a0ae-8d8f1009f7f6.png.296x216.jpg', '软景E居 1室1厅 128万', '软景E居  | 1室1厅 | 47平米 | 东北 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '128万', '单价27235元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/e75678b6-a541-4410-8e2b-400b27c1284f.png.280x210.jpg', '精装两室，拎包入住近地铁近万达交通便利', '因特摩尔  | 2室1厅 | 65.83平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2011年建塔楼  -  万达', '139万', '单价21115元/平米')
('https://image1.ljcdn.com/210200-inspection/9cd53498-27fc-443a-9d72-7e7680a2e9e8.jpg.296x216.jpg', '弘基三期 4室2厅 210万', '弘基三期  | 4室2厅 | 107.49平米 | 南 北 | 简装 | 无电梯', '高楼层(共5层)2005年建板楼  -  学府', '210万', '单价19537元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/83e4f85a-95e4-4073-a883-95dd2765284f.png.280x210.jpg', '招商兰溪谷 3室2厅 460万', '招商兰溪谷  | 3室2厅 | 164.56平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2016年建板楼  -  万达', '460万', '单价27954元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d21f15f5-0f2e-4c92-af54-201a8eb7d3db.png.280x210.jpg', '中海华庭  精装修四室  房主自住', '中海华庭  | 4室2厅 | 139.96平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2009年建板楼  -  万达', '318万', '单价22721元/平米')
('https://image1.ljcdn.com/210200-inspection/test-113ab246-3fff-45de-a52d-cb501ef4fd5f.png.296x216.jpg', '昊宇山海湾 2室1厅 188万', '昊宇山海湾  | 2室1厅 | 80平米 | 南 | 精装', '中楼层(共32层)2015年建板楼  -  万达', '188万', '单价23500元/平米')
('', '凌源街 1室1厅 45万', '凌源街  | 1室1厅 | 28.65平米 | 东 北 | 其他', '低楼层(共6层)暂无数据  -  学府', '45万', '单价15707元/平米')
('https://image1.ljcdn.com/210200-inspection/test-53363851-474a-4268-9c54-b0751e814598.png.296x216.jpg', 'MINI印象 1室0厅 88万', 'MINI印象  | 1室0厅 | 50.8平米 | 西南 | 其他 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '88万', '单价17323元/平米')
('https://image1.ljcdn.com/210200-inspection/691405e8-6e2e-40dd-aa3c-7153260c49e4.jpg.296x216.jpg', '由家村 1室1厅 74万', '由家村  | 1室1厅 | 48平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1990年建板楼  -  软件园', '74万', '单价15417元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/469082dc-9fe6-49c0-a457-c4476a89286b.png.280x210.jpg', '大华爱琴湾 3室2厅 279万', '大华爱琴湾  | 3室2厅 | 121.21平米 | 南 | 毛坯 | 有电梯', '中楼层(共31层)2010年建板楼  -  庙岭', '279万', '单价23018元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f46e93cb-4cb8-4d62-842e-cf0ac73fb3f4.png.280x210.jpg', 'MINI印象 1室0厅 88万', 'MINI印象  | 1室0厅 | 51.45平米 | 西南 | 精装 | 有电梯', '高楼层(共32层)2012年建塔楼  -  万达', '88万', '单价17104元/平米')
('https://image1.ljcdn.com/210200-inspection/test-edcdfbca-7719-42d2-98b2-143e484f4378.png.296x216.jpg', '海创半山壹号 3室2厅 226万', '海创半山壹号  | 3室2厅 | 132.69平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2011年建板楼  -  七贤岭', '226万', '单价17033元/平米')
('', '芝麻街 1室0厅 80万', '芝麻街  | 1室0厅 | 52.72平米 | 东北 | 精装 | 有电梯', '高楼层(共28层)2010年建塔楼  -  万达', '80万', '单价15175元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/75dc1988-878b-4b9e-a368-30100c034335.png.280x210.jpg', '悦翠台好房，产权证在手，南向户型，楼层好。', '大连天地悦翠台  | 1室1厅 | 59平米 | 南 | 其他', '高楼层(共28层)板楼  -  黄泥川', '89万', '单价15085元/平米')
('https://image1.ljcdn.com/210200-inspection/test-04415fb6-c406-41a2-95ed-0d73558f83c5.png.296x216.jpg', '大有恬园二期 2室2厅 166万', '大有恬园二期  | 2室2厅 | 91.45平米 | 南 北 | 精装 | 有电梯', '高楼层(共8层)2010年建板楼  -  凌水', '166万', '单价18152元/平米')
('', '硅谷假日 2室2厅 178万', '硅谷假日  | 2室2厅 | 69平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  万达', '178万', '单价25798元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d43f40ee-9c99-46fc-92fc-56d7645099bc.png.280x210.jpg', '宏都峰景 3室2厅 350万', '宏都峰景  | 3室2厅 | 138.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2012年建板楼  -  万达', '350万', '单价25297元/平米')
('', '龙湖一期五重园林景观亲山面湖大三室两卫万达凌水', '大湖山语  | 3室2厅 | 140.74平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2015年建板楼  -  凌水', '330万', '单价23448元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f00391a8-e683-4c26-802d-77cc6ba4cc46.png.280x210.jpg', '亿达国际新城 3室2厅 298万', '亿达国际新城  | 3室2厅 | 124.23平米 | 南 北 | 简装 | 有电梯', '中楼层(共13层)2004年建板楼  -  软件园', '298万', '单价23988元/平米')
('https://image1.ljcdn.com/210200-inspection/test-711750a2-a935-4728-ab5d-2b14286eae16.png.296x216.jpg', '海逸诺丁山 2室1厅 148万', '海逸诺丁山  | 2室1厅 | 76平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2015年建板楼  -  万达', '148万', '单价19474元/平米')
('', '大华锦绣华城四期 3室2厅 290万', '大华锦绣华城四期  | 3室2厅 | 133平米 | 南 西 北 | 其他 | 有电梯', '高楼层(共30层)2015年建板楼  -  庙岭', '290万', '单价21805元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d487a470-e118-47cf-9dc5-f0d62132f434.png.296x216.jpg', '恒瑞坦城 2室1厅 128万', '恒瑞坦城  | 2室1厅 | 65平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)2015年建板楼  -  凌水', '128万', '单价19693元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f720b8f6-c8e7-4648-96f5-2f35c7428db0.png.280x210.jpg', '第8区 2室1厅 170万', '第8区  | 2室1厅 | 94.42平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2012年建板楼  -  万达', '170万', '单价18005元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ed18689e-5a53-4448-8e3c-9081159fada6.png.280x210.jpg', '小平岛邻海园H组团 3室2厅 195万', '小平岛邻海园H组团  | 3室2厅 | 97平米 | 南 北 | 其他 | 有电梯', '中楼层(共13层)2009年建板楼  -  小平岛', '195万', '单价20104元/平米')
