('https://image1.ljcdn.com/510100-inspection/test-bb5bc628-e1c2-4253-86b3-fef603380145.png.296x216.jpg', '此房满两年，低楼层， 小区刷卡进入', '交大庭院  | 3室2厅 | 105.43平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  五大花园', '135万', '单价12805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-76148d59-9b10-4bbe-a7d6-e52464454bb8.png.296x216.jpg', '临河套三双卫  采光视野好  居家装修  客厅带阳台', '翠堤春晓  | 3室2厅 | 117.35平米 | 东 | 其他 | 无电梯', '中楼层(共7层)2002年建板楼  -  五大花园', '175万', '单价14913元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12f5e963-6e32-4f9e-a81a-455dce1f2891.png.296x216.jpg', '二环路南一段  新时空公寓 电梯  套一', '新时空公寓  | 1室1厅 | 55.39平米 | 南 | 其他 | 有电梯', '中楼层(共10层)2002年建板楼  -  川大', '100万', '单价18054元/平米')
('https://image1.ljcdn.com/510100-inspection/test-06fcf313-a6ae-4325-8094-b707d78535a3.png.296x216.jpg', '此房为套二单卫户型，房子面积大没有公摊，小区环境好', '人民南路四段20号  | 2室1厅 | 55.28平米 | 南 | 其他', '高楼层(共6层)2001年建板楼  -  玉林', '90万', '单价16281元/平米')
('https://image1.ljcdn.com/510100-inspection/5d2d6423-386c-4299-bdf4-46e8524c62f9.jpg.296x216.jpg', '会所花园 2室2厅 130万', '会所花园  | 2室2厅 | 99.33平米 | 西北 | 其他 | 有电梯', '中楼层(共12层)2002年建板楼  -  五大花园', '130万', '单价13088元/平米')
('https://image1.ljcdn.com/510100-inspection/b62e6367-1dc0-4d2d-b10f-095a2543336e.JPG.296x216.jpg', '客厅挑高7米 跃层带40平花园  不临街', '康河郦景一期  | 5室2厅 | 282平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2003年建板楼  -  双楠', '450万', '单价15958元/平米')
('https://image1.ljcdn.com/510100-inspection/3b9b9db3-b604-41a8-b19f-439521bba124.jpg.296x216.jpg', '正成城市乐章 2室2厅 120万', '正成城市乐章  | 2室2厅 | 69.09平米 | 北 | 精装 | 有电梯', '中楼层(共22层)2014年建板楼  -  草金立交', '120万', '单价17369元/平米')
('https://image1.ljcdn.com/510100-inspection/c3f9b451-1497-4878-98b5-926299cec07b.JPG.296x216.jpg', '三度空间套一改套二+多小区中庭', '三度空间  | 2室1厅 | 52.54平米 | 北 | 其他 | 有电梯', '低楼层(共22层)2011年建板楼  -  火车南站', '116万', '单价22079元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6bdeefc0-35fc-44ac-9296-c65404e9667f.png.296x216.jpg', '华宇蓉国府，套一户型。。。。。', '华宇蓉国府  | 1室1厅 | 45.9平米 | 西 | 其他 | 有电梯', '高楼层(共27层)2012年建板楼  -  玉林', '130万', '单价28323元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6c9fabf8-06c2-4e79-9574-fdb5b44701c7.png.296x216.jpg', '中海龙湾半岛，精装朝南套三，带家具家电，看房方便', '中海龙湾半岛  | 3室2厅 | 140.09平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  龙湾', '395万', '单价28197元/平米')
('https://image1.ljcdn.com/510100-inspection/d7d4d9a3-be98-404c-8395-0d24c2cf3504.jpg.296x216.jpg', '格林威治五栋 标准车位 .....', '中海格林威治城  | 车位 | 34.59平米 | 东 | 有电梯', '2006年建塔楼  -  川大', '25万', '单价7228元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e1604d00-4bc0-403e-b3c0-d93b3f40102e.png.296x216.jpg', '下一站都市 标准套一出售 带装修', '下一站都市  | 1室1厅 | 61.25平米 | 西南 | 其他 | 有电梯', '高楼层(共14层)2014年建板楼  -  丽都', '118万', '单价19266元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e13565dc-6c00-4599-91bc-44195686a289.png.296x216.jpg', '户型方正，采光可以，装修保养很好，拎包入住', '中央花园二期  | 4室3厅 | 159.3平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  五大花园', '192万', '单价12053元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9eceb789-9840-49b8-bb63-deac44a91b52.png.296x216.jpg', '红城小套二，采光好，不临街，户型方正', '红城  | 2室1厅 | 45.74平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  丽都', '102万', '单价22300元/平米')
('https://image1.ljcdn.com/510100-inspection/31638978-67d5-4e4b-8230-0d9fe1754cba.JPG.296x216.jpg', '鹭岛国际社区一期标间，有装修有家电', '鹭岛国际一二期  | 1室1厅 | 54.77平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  外双楠', '105万', '单价19172元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b6ec773a-c035-4317-9b7d-2e940e36eece.png.296x216.jpg', '楠庭理想 套二户型 电梯框架结构', '楠庭理想  | 2室1厅 | 57.18平米 | 南 | 其他 | 有电梯', '高楼层(共14层)2010年建板楼  -  红牌楼', '120万', '单价20987元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7bcae309-ae4f-4a12-8d11-e24b71bea10c.png.296x216.jpg', '金地贝福里花园 小区环境安静不临街 交通便利', '金地贝福里花园  | 2室2厅 | 110.32平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2007年建塔楼  -  桐梓林', '220万', '单价19942元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6297819d-24b4-426e-857e-929fa04a24b7.png.296x216.jpg', '海蓉新邨低楼层新上房源。。。。', '海蓉新邨  | 2室1厅 | 82.37平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1999年建板楼  -  川大', '170万', '单价20639元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload440dd73d-e1b8-4031-8895-84a77965f12b.JPG.296x216.jpg', '太平南新街6号 标间 有装修 带阳台', '太平南新街6号  | 1室1厅 | 27.73平米 | 西北 | 其他 | 有电梯', '高楼层(共10层)2006年建板塔结合  -  川大', '48万', '单价17310元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e6f23236-1924-45fc-842e-11c84a28c138.png.296x216.jpg', '中铁新界1楼有地下室有前后花园，精装修，前后中庭。', '新界三期  | 3室2厅 | 152.97平米 | 东南 | 其他 | 有电梯', '低楼层(共8层)2011年建板楼  -  红牌楼', '440万', '单价28764元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload15100b57-a1d8-4ba8-ae48-686736a257bb.jpg.296x216.jpg', '双楠兰园 套三单卫 简单装修 看房预约', '兰园  | 3室1厅 | 108.53平米 | 南 西南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  双楠', '139万', '单价12808元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload87f91e82-aa19-4fcf-8c27-87196cacba12.jpg.296x216.jpg', '中华园 1跃2叠拼别墅 南北通透 带花园带车位', '中华园锦苑  | 4室2厅 | 183.82平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2004年建板楼  -  桐梓林', '458万', '单价24916元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadda55421b-1b64-4ae3-9e5b-23d2ab081ed4.JPG.296x216.jpg', '万科金色海蓉二期套二单卫精装修', '万科金色海蓉二期  | 2室2厅 | 67平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2012年建板楼  -  火车南站', '208万', '单价31045元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7ced7d08-278d-4cb2-976f-7f5053a39fe7.png.296x216.jpg', '衣冠庙地铁口100米   有小区环境   楼层低', '洗面桥街7号  | 2室0厅 | 45.76平米 | 南 | 其他 | 无电梯', '低楼层(共5层)板楼  -  华西', '62万', '单价13549元/平米')
('https://image1.ljcdn.com/510100-inspection/test-73e7c2fb-ecb3-42bf-b9f7-c48c141862d7.png.296x216.jpg', '晓天芳苑 标准套三双卫  通透户型  一梯两户', '晓天芳苑  | 3室1厅 | 106.2平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2002年建板楼  -  华西', '195万', '单价18362元/平米')
('https://image1.ljcdn.com/510100-inspection/a0f6370c-6997-470f-b841-97855be98064.JPG.296x216.jpg', '中海常春腾花园 套二有装修 中海楼层多个小平台', '中海常春藤花园  | 2室1厅 | 84.9平米 | 西 | 精装 | 有电梯', '低楼层(共16层)2006年建板楼  -  龙湾', '188万', '单价22144元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c38265aa-89f4-49fc-bf3e-b6789d865943.png.296x216.jpg', '置信楼盘，全中庭套四带保姆间，南北通透，有地下车位', '云影苑  | 4室2厅 | 188.91平米 | 北 | 其他 | 无电梯', '中楼层(共7层)2005年建板楼  -  外双楠', '360万', '单价19057元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e4e36909-5af2-4ba9-adb3-cfe3bf8a617c.png.296x216.jpg', '玲珑郡    .套二    .', '玲珑郡  | 2室1厅 | 69.89平米 | 东 | 简装 | 有电梯', '低楼层(共13层)2012年建板楼  -  簇桥', '138万', '单价19746元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c64cf09e-7063-465d-8adb-3f0eaa2b2b72.png.296x216.jpg', '武侯玉林 有装修套三 户型方正 不临街', '玉通巷5号  | 3室1厅 | 88.81平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  玉林', '135万', '单价15201元/平米')
('https://image1.ljcdn.com/510100-inspection/test-76a65a68-efb9-4ef3-a2b3-16a3d92552e6.png.296x216.jpg', '人民南路 省体育馆  华西  教育学院 次新房  大套三', '教育学院教师公寓  | 3室2厅 | 123.54平米 | 西 | 其他 | 有电梯', '高楼层(共31层)2010年建塔楼  -  华西', '248万', '单价20075元/平米')
('https://image1.ljcdn.com/510100-inspection/test-57d206c3-a6a3-4a09-9e7c-930909a9c832.png.296x216.jpg', '桐梓林欧城 客厅带阳台 朝南 安静采光好', '桐梓林欧城  | 2室2厅 | 88.04平米 | 南 | 其他 | 有电梯', '高楼层(共22层)2009年建塔楼  -  桐梓林', '252万', '单价28624元/平米')
('https://image1.ljcdn.com/510100-inspection/test-104edca9-c996-4d8f-a6bc-5c5a81e5282a.png.296x216.jpg', '双楠阳光 高楼层，俯瞰浣花溪 简装', '双楠所有阳光  | 1室0厅 | 47.89平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2003年建板楼  -  外双楠', '65万', '单价13573元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f79d3a53-b357-4f66-950b-83513c790f9f.png.296x216.jpg', '太平园地铁口套一可改套二户型，中间楼层不临街', '天邑华庭  | 1室1厅 | 54.83平米 | 西北 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  丽都', '88万', '单价16050元/平米')
('https://image1.ljcdn.com/510100-inspection/test-05ba671b-8f2a-4f6e-b159-aaa729a46c94.png.296x216.jpg', '武侯区桐梓林新加坡花园标准套二', '新加坡花园  | 2室2厅 | 79.93平米 | 北 | 其他 | 有电梯', '低楼层(共11层)2002年建板楼  -  桐梓林', '180万', '单价22520元/平米')
('https://image1.ljcdn.com/510100-inspection/test-be15fc77-56c6-407e-9cfe-318ab07b6578.png.296x216.jpg', '上锦雅筑标准套二，安静，有装修，满两年', '上锦雅筑  | 2室1厅 | 85.19平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2006年建板塔结合  -  桐梓林', '130万', '单价15261元/平米')
('https://image1.ljcdn.com/510100-inspection/b6915a73-c816-42d8-a738-a44550ba1794.jpg.296x216.jpg', '武侯区 美丽庭院 顶跃 有花园', '美丽庭院  | 4室2厅 | 181.91平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2000年建板楼  -  草金立交', '185万', '单价10170元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload343962c5-58ef-42b4-8b49-84c753e14029.jpg.296x216.jpg', '双楠二区多层通透套二+书房，可做套三', '双楠二区  | 3室1厅 | 69.34平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  双楠', '98万', '单价14134元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/test-7ae126d6-95a3-4532-8b90-f59e291c1d16.png.280x210.jpg', '双发金英汇，精装套一，115万', '双发金英汇  | 1室1厅 | 50.62平米 | 北 | 其他 | 有电梯', '高楼层(共24层)2011年建板楼  -  航空路', '115万', '单价22719元/平米')
('https://image1.ljcdn.com/510100-inspection/7b619804-e550-4020-b3ab-e87da07da2c0.jpg.296x216.jpg', '桐梓林欧城中庭 套二 看房方便', '桐梓林欧城  | 2室2厅 | 88.87平米 | 北 | 其他 | 有电梯', '中楼层(共22层)2009年建塔楼  -  桐梓林', '230万', '单价25881元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7f81626b-aaa9-4d2a-90a8-6e0bc0ec87b2.png.296x216.jpg', '金楠缤纷精装修小套二 改成大套一', '金楠缤纷  | 2室1厅 | 56.85平米 | 西 | 其他', '低楼层(共16层)2015年建板塔结合  -  武侯立交', '115万', '单价20229元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2188aa9-e4c1-428d-bdda-bc4858641930.png.296x216.jpg', '中海龙湾半岛 朝南带地暖 居家装修 保养好', '中海龙湾半岛  | 3室2厅 | 120.59平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建板塔结合  -  龙湾', '300万', '单价24878元/平米')
('https://image1.ljcdn.com/510100-inspection/e685117d-02cf-4342-9a80-f3aa62130faa.JPG.296x216.jpg', '魏玛国际 精装套二改套三 带家具家电出售', '魏玛国际  | 3室1厅 | 81.26平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2013年建板塔结合  -  火车南站', '170万', '单价20921元/平米')
('https://image1.ljcdn.com/510100-inspection/test-45d7dad2-b691-4f35-b785-3dea78af19ca.png.296x216.jpg', '别墅小区 带楼顶花园 为于小区中庭', '交大庭院  | 3室2厅 | 121.42平米 | 东北 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  五大花园', '188万', '单价15484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-512ce112-94c9-4006-9ce9-208ba84b2c38.png.296x216.jpg', '金色花园二期 低楼层 不临街 套三', '金色花园二期  | 3室2厅 | 113.82平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  外双楠', '193.5万', '单价17001元/平米')
('https://image1.ljcdn.com/510100-inspection/1ad15624-2a81-49c3-9061-2ec7dd4897df.jpg.296x216.jpg', '中铁大盘，四室两厅，交通便利，居住舒适，小区安静。', '新界三期  | 4室2厅 | 166.52平米 | 东北 | 其他 | 有电梯', '低楼层(共8层)2011年建板楼  -  红牌楼', '488万', '单价29306元/平米')
('https://image1.ljcdn.com/510100-inspection/651be43b-06d7-4191-960d-94a957cb8afa.JPG.296x216.jpg', '采光好 客厅朝南带阳台 两个卧室朝南', '卫居苑  | 3室2厅 | 106.18平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  双楠', '158万', '单价14881元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1e61331b-ab53-4ea5-95c7-7e0e17a2b99b.png.296x216.jpg', '二环边上 标准套二 不临街 保养如新', '泰基南棠  | 2室1厅 | 66.9平米 | 西北 | 其他 | 有电梯', '中楼层(共16层)2011年建板塔结合  -  红牌楼', '132万', '单价19731元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b05bd049-9cc7-4c7a-b222-76900fedf816.png.296x216.jpg', '江安河畔   小高层套二单卫精装', '江安河畔  | 2室2厅 | 77.41平米 | 东南 | 精装', '中楼层(共11层)暂无数据  -  簇桥', '98万', '单价12660元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9b369ec3-582e-4115-b8ca-666eecea73f2.JPG.296x216.jpg', '纳米爱邸标间出售  水电气三通  带厨房 独立卫生间', '纳米爱邸  | 1室0厅 | 41.53平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2005年建板塔结合  -  双楠', '63万', '单价15170元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce302596-5c46-41e3-89e3-19561de1c9c6.png.296x216.jpg', '会所花园 电梯 平层方正套三 有装修', '会所花园  | 3室1厅 | 89.79平米 | 东南 | 简装 | 有电梯', '低楼层(共12层)2002年建板楼  -  五大花园', '135万', '单价15036元/平米')
('https://image1.ljcdn.com/510100-inspection/cbdd80a8-46af-4465-8a02-8ea7e549a409.jpg.296x216.jpg', '铜锣湾 采光好的小户型。中间楼层', '铜锣湾  | 1室0厅 | 37.68平米 | 西 | 其他 | 有电梯', '高楼层(共12层)2002年建暂无数据  -  华西', '55万', '单价14597元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d99e71c1-511d-4358-853b-674d194f88f5.png.296x216.jpg', '清水河边大阳台大花园看河对中庭套三带装修', '花间集  | 3室2厅 | 165.9平米 | 西北 | 精装 | 有电梯', '低楼层(共7层)2008年建板楼  -  龙湾', '400万', '单价24111元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload167453d6-7c67-4cac-8cd3-f0d075a58189.JPG.296x216.jpg', '武侯区 多层套二 房东自住 装修保养一般', '大石南路38号  | 2室1厅 | 60.58平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)1998年建暂无数据  -  双楠', '80万', '单价13206元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload27ee1447-3951-42b0-bf0e-b6fd139b45cc.jpg.296x216.jpg', '幸福时光+阳台+东南朝向+有装修', '幸福时光  | 1室0厅 | 35.17平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2003年建塔楼  -  丽都', '48万', '单价13648元/平米')
('https://image1.ljcdn.com/510100-inspection/913a26d3-e7d4-4c1e-9725-6e24539a4e22.jpg.296x216.jpg', '浆洗街教师公寓 电梯套三 居家装修', '浆洗街教师公寓  | 3室2厅 | 152.13平米 | 北 东北 | 简装 | 有电梯', '中楼层(共22层)2004年建板塔结合  -  华西', '228万', '单价14988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e4051de-1220-4df9-acb7-c0aeafa6f60d.png.296x216.jpg', '二环边 套一可改套二 明厨明卫', '喜丽佳园  | 1室1厅 | 59.21平米 | 南 | 其他', '中楼层(共11层)2006年建板楼  -  外双楠', '111万', '单价18747元/平米')
('https://image1.ljcdn.com/510100-inspection/1f6835c7-e23b-4b7c-a4c5-1421bcd97384.png.296x216.jpg', '新界 标准套三双卫的户型  房子临小街  不吵', '新界一期  | 3室1厅 | 127.33平米 | 东北 | 其他 | 有电梯', '高楼层(共8层)2008年建板楼  -  红牌楼', '268万', '单价21048元/平米')
('https://image1.ljcdn.com/510100-inspection/6d7b7e76-e7b0-4b75-abd1-365dee689ed2.jpg.296x216.jpg', '鹭岛国际 德式装修套二 朝东南 中间楼层 采光不错', '鹭岛国际四期  | 2室2厅 | 78.74平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  外双楠', '192万', '单价24385元/平米')
