('https://image1.ljcdn.com/440100-inspection/e74c660e-183a-4352-a7f9-531a9954f25b.jpg.296x216.jpg', '科城山庄精装五房 南北通透 近地铁', '科城山庄  | 6室2厅 | 239平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2012年建塔楼  -  科学城', '850万', '单价35565元/平米')
('https://image1.ljcdn.com/440100-inspection/a6a8f993-77af-4889-baca-23d0907664a5.jpg.296x216.jpg', '黄埔花园 精装两房 户型方正', '黄埔花园  | 2室2厅 | 84.2平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2011年建塔楼  -  区府', '335万', '单价39787元/平米')
('https://image1.ljcdn.com/440100-inspection/d3578816-7083-454a-9eb2-226782218200.jpg.296x216.jpg', '东城华庭C栋 复式 实用', '泰景花园东城华庭  | 1室1厅 | 50.38平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)2006年建塔楼  -  区府', '130万', '单价25804元/平米')
('https://image1.ljcdn.com/440100-inspection/b8beafbb-04fb-4da1-8a28-7861af6ab463.jpg.296x216.jpg', '龙光峰景华庭 3室2厅 280万', '龙光峰景华庭  | 3室2厅 | 84.14平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  科学城', '280万', '单价33278元/平米')
('', '榕景园 复式楼  带花园  大四房', '榕景园  | 4室2厅 | 157平米 | 东北 | 精装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  区府', '538万', '单价34268元/平米')
('https://image1.ljcdn.com/440100-inspection/6ade40ec-ef93-4815-95fe-6d73299b83a9.jpg.296x216.jpg', '新景楼 交通便利 南向两房', '新景楼  | 2室2厅 | 91.16平米 | 南 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  区府', '258万', '单价28302元/平米')
('https://image1.ljcdn.com/440100-inspection/f4b3625f-ba89-4c7d-b431-ce4803c7d52f.jpg.296x216.jpg', '南屏苑 精装三房 宽敞舒适', '南屏苑  | 3室2厅 | 75.75平米 | 南 | 简装 | 无电梯', '高楼层(共9层)塔楼  -  开发区', '150万', '单价19802元/平米')
('', '万科城  南北对流 精致四房 交通便利', '万科城   | 联排别墅 | 4室2厅 | 144.87平米 | 南 | 其他 | 无电梯', '1层2009年建暂无数据  -  科学城', '600万', '单价41417元/平米')
('https://image1.ljcdn.com/440100-inspection/14e40b7c-9bd6-413d-8162-4a4fcd686ba3.jpg.296x216.jpg', '宏康花园四期康慧苑 3室2厅 239万', '宏康花园四期康慧苑  | 3室2厅 | 106.14平米 | 南 | 精装 | 无电梯', '中楼层(共7层)板楼  -  开发东区', '239万', '单价22518元/平米')
('https://image1.ljcdn.com/440100-inspection/86cb1909-4559-412f-aafb-290c40d710af.jpg.296x216.jpg', '泰景花园  南向大两房  中间楼层  交通便利', '泰景花园大沙北路  | 2室2厅 | 94平米 | 南 | 简装 | 无电梯', '中楼层(共8层)2000年建塔楼  -  区府', '285万', '单价30320元/平米')
('https://image1.ljcdn.com/440100-inspection/03f5cf93-2f43-4fb3-954b-915e2ca27782.jpg.296x216.jpg', '荔景园 2室2厅 320万', '荔景园  | 2室2厅 | 89.84平米 | 南 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  区府', '320万', '单价35619元/平米')
('https://image1.ljcdn.com/440100-inspection/9b705235-29f0-43ad-88a5-2dbd6fc8e7c1.jpg.296x216.jpg', '东南向 黄埔花园 一房一厅 装修好', '黄埔花园  | 1室1厅 | 61.44平米 | 北 | 其他 | 有电梯', '高楼层(共25层)2011年建塔楼  -  区府', '275万', '单价44760元/平米')
('https://image1.ljcdn.com/440100-inspection/a94aeb2b-2065-4e7c-8b2b-3d232b2bf9ba.jpg.296x216.jpg', '金碧世纪花园 高层温馨两房 安静望花园', '金碧世纪花园  | 2室2厅 | 70平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2004年建塔楼  -  区府', '250万', '单价35715元/平米')
('https://image1.ljcdn.com/440100-inspection/b790813a-f45a-4125-87d5-028eed1ecade.jpg.296x216.jpg', '龙光峰景华庭 精装两房', '龙光峰景华庭  | 2室2厅 | 74.81平米 | 西北 | 精装 | 有电梯', '低楼层(共18层)2009年建塔楼  -  科学城', '210万', '单价28072元/平米')
('', '温馨两房，户型实用，采光通风好，视野开阔，', '金碧世纪花园  | 2室2厅 | 68平米 | 北 | 简装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  区府', '260万', '单价38236元/平米')
('https://image1.ljcdn.com/440100-inspection/2286d8fb-2902-4f1b-b5e5-9dee08336b97.jpg.296x216.jpg', '怡港花园，高层三房，东南向', '怡港花园  | 3室2厅 | 125平米 | 东南 | 精装 | 无电梯', '高楼层(共9层)1999年建塔楼  -  区府', '338万', '单价27040元/平米')
('https://image1.ljcdn.com/440100-inspection/20e0434e-d20d-4074-a2fc-1ce08bc1fae0.jpg.296x216.jpg', '金逸雅居 格局方正三房 高层', '金逸雅居  | 3室2厅 | 86.4平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2006年建塔楼  -  区府', '395万', '单价45718元/平米')
('https://image1.ljcdn.com/440100-inspection/8820e48c-2d90-4805-8740-0d65b663d131.jpg.296x216.jpg', '黄埔新村 两房可改三房 户型方正', '黄埔新村一期  | 2室1厅 | 99.6平米 | 南 | 精装 | 有电梯', '中楼层(共9层)1997年建塔楼  -  区府', '270万', '单价27109元/平米')
('https://image1.ljcdn.com/440100-inspection/d341a36e-1f42-4f99-9575-deba95bfda9a.jpg.296x216.jpg', '万科城市花园 方正二房  通风', '万科城市花园  | 2室2厅 | 79.84平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2003年建塔楼  -  区府', '310万', '单价38828元/平米')
('https://image1.ljcdn.com/440100-inspection/fce0c871-a8b3-499b-a648-9f111f92075b.jpg.296x216.jpg', '开创大道与开源大道交界处 中海誉城', '中海誉城北苑  | 2室1厅 | 76平米 | 北 | 其他 | 有电梯', '低楼层(共33层)塔楼  -  科学城', '199万', '单价26185元/平米')
('', '天伦东时区 舒适一房 中间楼层 安静不吵', '金港花园  | 2室1厅 | 61平米 | 北 | 其他 | 有电梯', '中楼层(共18层)2000年建塔楼  -  区府', '293万', '单价48033元/平米')
('https://image1.ljcdn.com/440100-inspection/343ae764-fed7-4c2b-ac5c-9b70cfd93cb4.jpg.296x216.jpg', '金碧世纪花园，南向两房，南北对流', '金碧世纪花园  | 2室2厅 | 70.75平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2004年建塔楼  -  区府', '248万', '单价35054元/平米')
('https://image1.ljcdn.com/440100-inspection/a3c365db-d70c-4a10-82c2-7d82d4520ad8.jpg.296x216.jpg', '岗万达广场 精装户型 配套完善', '萝岗万达广场  | 1室0厅 | 55.6平米 | 南 | 其他 | 有电梯', '高楼层(共29层)塔楼  -  科学城', '92万', '单价16547元/平米')
('', '万科城市花园实用大四房四代同堂', '万科城市花园  | 4室2厅 | 160平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2003年建塔楼  -  区府', '585万', '单价36563元/平米')
('https://image1.ljcdn.com/440100-inspection/e467cac0-0eb7-42cf-b6a5-1deab6a2c106.jpg.296x216.jpg', '宏康东筑  精装三房  东南向  安静', '宏康花园五期宏康东筑  | 3室2厅 | 101平米 | 东南 | 简装', '中楼层(共22层)2009年建塔楼  -  开发东区', '240万', '单价23763元/平米')
('https://image1.ljcdn.com/440100-inspection/85adbb8d-62a8-438b-a5e0-7e5b4814830f.jpg.296x216.jpg', '保税广场 厅直出阳台 新装修', '保税广场  | 2室1厅 | 81平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2000年建塔楼  -  开发区', '220万', '单价27161元/平米')
('https://image1.ljcdn.com/440100-inspection/4b981824-21ec-4312-a0a9-b4bf29628f66.jpg.296x216.jpg', '证过五年 悦涛雅苑 南向望江 方正四房', '悦涛雅苑  | 4室2厅 | 121.07平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2000年建塔楼  -  区府', '496万', '单价40969元/平米')
('https://image1.ljcdn.com/440100-inspection/8c64d990-3b50-4f74-8377-66375ca1720f.jpg.296x216.jpg', '中海誉城，精装修东南向三房', '中海誉城北苑  | 3室2厅 | 96.43平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)塔楼  -  科学城', '278万', '单价28830元/平米')
('https://image1.ljcdn.com/440100-inspection/9f161746-85b7-4a3e-90d2-163e0ae9a158.jpg.296x216.jpg', '萝岗万达广场 双地铁精装小户', '萝岗万达广场  | 1室1厅 | 52.79平米 | 南 | 其他', '高楼层(共27层)塔楼  -  科学城', '116万', '单价21974元/平米')
('https://image1.ljcdn.com/440100-inspection/01e51f46-2592-4895-b6ac-d44c3759dca0.jpg.296x216.jpg', '中鼎君和名城 电梯方正三房', '中鼎君和名城  | 3室1厅 | 89.81平米 | 南 北 | 精装 | 有电梯', '高楼层(共34层)2015年建塔楼  -  区府', '395.2万', '单价44000元/平米')
('https://image1.ljcdn.com/440100-inspection/8472fa5a-9b03-49a1-8338-c6c368d2d06a.jpg.296x216.jpg', '萝岗万达广场 双地铁精装小户型配套完善', '萝岗万达广场  | 1室0厅 | 51.15平米 | 西 | 其他 | 有电梯', '高楼层(共29层)塔楼  -  科学城', '95万', '单价18573元/平米')
('https://image1.ljcdn.com/440100-inspection/d9abaa80-6131-4f00-911d-6014241b2e00.jpg.296x216.jpg', '两套打通 复式格局 房大厅大', '鹤林苑  | 4室2厅 | 133平米 | 南 | 简装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  区府', '380万', '单价28572元/平米')
('https://image1.ljcdn.com/440100-inspection/b52ae411-cdf8-498e-8c82-2653fd5eb576.jpg.296x216.jpg', '中海誉城 采光通风好 楼层好', '中海誉城北苑  | 1室1厅 | 56平米 | 北 | 其他 | 有电梯', '高楼层(共21层)塔楼  -  科学城', '150万', '单价26786元/平米')
('https://image1.ljcdn.com/440100-inspection/09007c54-2e79-4639-9789-b1cca3d63765.jpg.296x216.jpg', '金碧领秀 南向单间 精致装修', '金碧领秀国际  | 1室1厅 | 38.78平米 | 南 | 简装 | 有电梯', '低楼层(共33层)2007年建塔楼  -  区府', '180万', '单价46416元/平米')
('https://image1.ljcdn.com/440100-inspection/e731f5d8-b15c-4b3f-b466-00414739782e.jpg.296x216.jpg', '龙光峰景华庭 低楼层南向三房 环境优美', '龙光峰景华庭  | 3室1厅 | 90平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2009年建塔楼  -  科学城', '250万', '单价27778元/平米')
('https://image1.ljcdn.com/440100-inspection/ee2d90cc-be54-4aae-b13d-94aa9f117f37.jpg.296x216.jpg', '东港花园 电梯 南向 阳台向小区花园', '东港花园  | 2室2厅 | 71.16平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2013年建塔楼  -  区府', '273万', '单价38365元/平米')
('https://image1.ljcdn.com/440100-inspection/69a8f052-27da-4afc-8950-244f01de006f.jpg.296x216.jpg', '大沙地东路 方正三房 交通便利', '大沙地东路  | 3室2厅 | 78.76平米 | 南 | 精装 | 无电梯', '中楼层(共8层)1998年建塔楼  -  区府', '230万', '单价29203元/平米')
('https://image1.ljcdn.com/440100-inspection/64387746-1c53-469e-b69b-f2a13a3ca482.jpg.296x216.jpg', '金碧领秀国际 南向一房 保养好 中间楼层', '金碧领秀国际  | 1室0厅 | 38平米 | 南 | 精装 | 有电梯', '中楼层(共33层)2007年建塔楼  -  区府', '185万', '单价48685元/平米')
('https://image1.ljcdn.com/440100-inspection/853c8fe7-e365-4ff3-841a-5e580080f9a2.jpg.296x216.jpg', '科城山庄 地铁盘 配套即将成熟', '科城山庄峻森园  | 1室0厅 | 40平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  科学城', '145万', '单价36250元/平米')
('https://image1.ljcdn.com/440100-inspection/4d34d39e-1e5f-445f-acdd-c5b1d1a536c4.jpg.296x216.jpg', '金碧领秀国际 方正大三房 单边位无遮挡', '金碧领秀国际  | 3室1厅 | 110.51平米 | 北 | 精装 | 有电梯', '高楼层(共33层)2007年建塔楼  -  区府', '420万', '单价38006元/平米')
('https://image1.ljcdn.com/440100-inspection/0c27eaf1-7799-4e21-823a-006acc201349.jpg.296x216.jpg', '悦涛雅苑 保养好 户型方正', '悦涛雅苑  | 3室2厅 | 101平米 | 东 | 其他 | 有电梯', '中楼层(共13层)2000年建塔楼  -  区府', '350万', '单价34654元/平米')
('https://image1.ljcdn.com/440100-inspection/f4cbbb31-2507-4aa3-a0cd-56494cc8ae24.jpg.296x216.jpg', '荔园小区 南向一房 格局方正实用', '荔园小区  | 1室0厅 | 102.41平米 | 东南 | 简装', '低楼层(共8层)1995年建板楼  -  区府', '365万', '单价35642元/平米')
('https://image1.ljcdn.com/440100-inspection/e4ce1a46-0cc3-4286-9186-97eb3b66a05c.jpg.296x216.jpg', '敏捷广场 装修采光好 交通便利修', '萝岗敏捷广场  | 4室2厅 | 105平米 | 东北 | 其他', '高楼层(共18层)2016年建塔楼  -  科学城', '260万', '单价24762元/平米')
('https://image1.ljcdn.com/440100-inspection/32a001c7-f1b2-4302-8db4-115e8fe0732d.jpg.296x216.jpg', '文冲商贸大厦 2室2厅 225万', '文冲商贸大厦  | 2室2厅 | 85.15平米 | 南 | 精装 | 无电梯', '中楼层(共8层)1997年建塔楼  -  区府', '225万', '单价26424元/平米')
('https://image1.ljcdn.com/440100-inspection/bbf46558-668d-464b-9c7e-2865d69ae54a.jpg.296x216.jpg', '泰景花园东城华庭 复试公寓 交通便利', '泰景花园东城华庭  | 1室1厅 | 47平米 | 南 | 毛坯 | 无电梯', '中楼层(共8层)2006年建塔楼  -  区府', '110万', '单价23405元/平米')
('https://image1.ljcdn.com/440100-inspection/20d9d6b1-6d6d-4fc1-bd3b-537e92ced669.jpg.296x216.jpg', '荔园小区 2房1厅 185万元', '荔园小区  | 2室1厅 | 58.25平米 | 北 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  区府', '181万', '单价31073元/平米')
('https://image1.ljcdn.com/440100-inspection/e5a5b01b-c0c1-41af-8692-e8ac9caea6df.jpg.296x216.jpg', '格局方正  交通便利   通风采光好  装修好', '金碧世纪花园  | 3室2厅 | 99.63平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2004年建塔楼  -  区府', '450万', '单价45168元/平米')
('https://image1.ljcdn.com/440100-inspection/7a44ce23-0fee-44f5-bcf7-eb3d8dd5add7.jpg.296x216.jpg', '金碧领秀国际精装1居室 格局', '金碧领秀国际  | 1室0厅 | 34平米 | 北 | 精装 | 有电梯', '高楼层(共33层)2007年建塔楼  -  区府', '168万', '单价49412元/平米')
('https://image1.ljcdn.com/440100-inspection/d1d244c5-ac0a-48fe-8d67-0c1ab8cbafa6.jpg.296x216.jpg', '宏康东筑 电梯三房 高层 视野开阔', '宏康花园五期宏康东筑  | 3室2厅 | 102.35平米 | 南 | 简装', '高楼层(共22层)2009年建塔楼  -  开发东区', '235万', '单价22961元/平米')
('https://image1.ljcdn.com/440100-inspection/539ab166-b7ae-40e9-8e7f-385c399bb258.jpg.296x216.jpg', '大壮国际广场 1室1厅 85万', '大壮国际广场  | 1室1厅 | 41.53平米 | 南 | 其他', '中楼层(共17层)塔楼  -  科学城', '85万', '单价20468元/平米')
('https://image1.ljcdn.com/440100-inspection/54b6c47a-367f-4649-9938-94a46c459686.jpg.296x216.jpg', '萝岗万达广场 东向开间 中楼层', '萝岗万达广场  | 1室0厅 | 39.84平米 | 东 | 其他', '中楼层(共28层)塔楼  -  科学城', '83万', '单价20834元/平米')
('https://image1.ljcdn.com/440100-inspection/ece8b526-ea70-488f-8ab9-8e80e4e8f4ae.jpg.296x216.jpg', '证过五年 宏康东筑 南向四房 装修好', '宏康花园五期宏康东筑  | 4室2厅 | 123平米 | 东南 | 精装', '中楼层(共22层)2009年建塔楼  -  开发东区', '288万', '单价23415元/平米')
('https://image1.ljcdn.com/440100-inspection/92835333-5922-45dc-b678-50f07e6e37e9.jpg.296x216.jpg', '黄埔新村 电梯大三房 安静不吵', '黄埔新村一期  | 3室2厅 | 114.54平米 | 北 | 精装 | 有电梯', '高楼层(共9层)1997年建塔楼  -  区府', '275万', '单价24010元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/71b5fce2-83ba-44ac-bbfe-023e94a87aeb.jpg.280x210.jpg', '北向一房一厅 中楼层\u3000采光好', '东城国际大厦  | 1室1厅 | 65平米 | 北 | 精装 | 有电梯', '中楼层(共30层)2008年建塔楼  -  区府', '107万', '单价16462元/平米')
('https://image1.ljcdn.com/440100-inspection/55f18658-712f-4fe0-babf-b223f360de98.jpg.296x216.jpg', '墩美小区 通风采光好 格局方', '墩美小区  | 2室2厅 | 68.67平米 | 南 | 简装', '中楼层(共9层)塔楼  -  开发区', '138万', '单价20097元/平米')
('https://image1.ljcdn.com/440100-inspection/19fc2013-cd85-417c-8156-727b2fcafff5.jpg.296x216.jpg', '金碧世纪花园 厅直出阳台 精装修 采光通风好', '金碧世纪花园  | 2室2厅 | 72.73平米 | 北 | 简装 | 有电梯', '低楼层(共32层)2004年建塔楼  -  区府', '278万', '单价38224元/平米')
('', '悦时代花园 南向三房 精致装', '悦时代花园心悦湾  | 3室2厅 | 120.16平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)2013年建塔楼  -  区府', '450万', '单价37451元/平米')
('https://image1.ljcdn.com/440100-inspection/80ba5a4e-bb37-4a86-ba71-b37569b0617f.jpg.296x216.jpg', '金融街融穗御府 精装南向三房 中楼层采光', '金融街融穗御府  | 3室2厅 | 92平米 | 南 | 精装 | 有电梯', '中楼层(共30层)塔楼  -  科学城', '285万', '单价30979元/平米')
('https://image1.ljcdn.com/440100-inspection/8739ac4e-0855-4eda-ae84-090ac3ae2b8c.jpg.296x216.jpg', '中海誉城 高层两房 带车位出售', '中海誉城北苑  | 2室1厅 | 76.53平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)塔楼  -  科学城', '220万', '单价28747元/平米')
('', '丰逸尚居 精装修 一房一厅', '丰逸尚居  | 1室1厅 | 42.26平米 | 北 | 精装 | 有电梯', '低楼层(共29层)2012年建塔楼  -  区府', '158万', '单价37388元/平米')
('https://image1.ljcdn.com/440100-inspection/76dea5b9-7ffc-4e18-ab9a-5ae4ab4027bc.jpg.296x216.jpg', '新世纪花园 户型方正 南向透风', '新世纪花苑  | 2室2厅 | 78.82平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  区府', '200万', '单价25375元/平米')
('https://image1.ljcdn.com/440100-inspection/9d0464e6-7fff-408a-900b-83610a64a46b.jpg.296x216.jpg', '南岗教师新村 3室2厅 185万', '南岗教师新村  | 3室2厅 | 84.27平米 | 西 | 简装', '中楼层(共8层)塔楼  -  开发区', '185万', '单价21954元/平米')
('', '雅居乐富春山居 3室2厅 530万', '雅居乐富春山居  | 3室2厅 | 132.31平米 | 西南 | 精装 | 有电梯', '高楼层(共18层)2014年建塔楼  -  科学城', '530万', '单价40058元/平米')
('https://image1.ljcdn.com/440100-inspection/7ffb3442-ca4b-440b-88fd-0385f34d1229.jpg.296x216.jpg', '怡港花园 望花园两房 格局方正', '怡港花园  | 2室2厅 | 75.62平米 | 西 | 简装 | 无电梯', '中楼层(共9层)1999年建塔楼  -  区府', '260万', '单价34383元/平米')
('https://image1.ljcdn.com/440100-inspection/a608b724-d583-4ba8-b28b-ba3161a9bb36.jpg.296x216.jpg', '黄埔雅苑 正规两房 新装修 采光通风好', '黄埔新村黄埔雅苑  | 2室2厅 | 77.85平米 | 东北 | 简装 | 有电梯', '中楼层(共17层)2004年建塔楼  -  区府', '265万', '单价34040元/平米')
