('https://image1.ljcdn.com/340100-inspection/d314142f-f3da-4dd7-ac64-9a151bec095b.JPG.296x216.jpg', '恒盛招牌敞亮大三房 南北双阳台 无遮挡采光', '恒盛皇家花园  | 3室2厅 | 132.96平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  林店', '170万', '单价12786元/平米')
('', '一楼可做门面，看房方便，业主诚售！', '安北小区  | 1室1厅 | 41.34平米 | 南 | 其他', '低楼层(共6层)1990年建板楼  -  三孝口', '92万', '单价22255元/平米')
('', '合肥八一生活区 2室1厅 72万', '合肥八一生活区  | 2室1厅 | 53.03平米 | 南 | 其他', '高楼层(共6层)板楼  -  亳州', '72万', '单价13578元/平米')
('https://image1.ljcdn.com/340100-inspection/22ce794b-c67a-4fd1-9ddb-a7e92766bee6.jpg.296x216.jpg', '荷塘月色南北向三居室，诚心出售', '荷塘月色  | 3室2厅 | 105.9平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '190万', '单价17942元/平米')
('', '卫庄小区  业主诚心出售  随时看房', '卫庄小区  | 3室2厅 | 101.71平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  森林公园', '122万', '单价11995元/平米')
('', '霍邱路18号人访办 1室2厅 115万', '霍邱路18号人访办  | 1室2厅 | 52.39平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  三孝口', '115万', '单价21951元/平米')
('https://image1.ljcdn.com/340100-inspection/bb22864a-2175-4a65-bee4-bdc4e76a2f41.jpg.296x216.jpg', '怡景苑 1室1厅 95万', '怡景苑  | 1室1厅 | 49.68平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '95万', '单价19123元/平米')
('', '团结新村 1室1厅 81万', '团结新村  | 1室1厅 | 45平米 | 南 | 其他', '中楼层(共7层)1990年建板楼  -  逍遥津', '81万', '单价18000元/平米')
('', '云顶雅苑 2室1厅 98万', '云顶雅苑  | 2室1厅 | 98平米 | 南 | 其他', '高楼层(共18层)2012年建板楼  -  林店', '98万', '单价10000元/平米')
('', '福星嘉苑 2室2厅 145万', '福星嘉苑  | 2室2厅 | 94.78平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  亳州', '145万', '单价15299元/平米')
('', '舒馨花园南区 3室2厅 112万', '舒馨花园南区  | 3室2厅 | 90平米 | 南 | 其他', '中楼层(共6层)2005年建板楼  -  杏花村', '112万', '单价12445元/平米')
('https://image1.ljcdn.com/340100-inspection/810ef82e-59af-4d87-92d8-0dcd164275ee.jpg.296x216.jpg', '此房满两年，省去极大的增值税，主卧客厅朝南，采光好', '天然轩小区  | 3室2厅 | 104.83平米 | 南 北 | 其他', '低楼层(共11层)2006年建板楼  -  杏花村', '135万', '单价12878元/平米')
('https://image1.ljcdn.com/340100-inspection/4a2888dd-83f2-4f39-b975-7c8aceca3e67.jpg.296x216.jpg', '安北小区 1室1厅 88万', '安北小区  | 1室1厅 | 38.25平米 | 南 | 其他', '高楼层(共6层)1990年建板楼  -  三孝口', '88万', '单价23007元/平米')
('', '拱辰街73号 120 万 看房方便', '拱辰街73号  | 3室1厅 | 76平米 | 南 | 其他', '低楼层(共5层)1985年建板楼  -  逍遥津', '120万', '单价15790元/平米')
('', '临近董铺水库，环境好，适合居住，交通便利', '卫庄小区  | 2室1厅 | 81.02平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  森林公园', '97万', '单价11973元/平米')
('', '舒馨花园正两房 楼层好 视野开阔 居家装修', '舒馨花园南区  | 2室2厅 | 76.31平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  杏花村', '84万', '单价11008元/平米')
('', '庐阳馨苑 2室2厅 150万', '庐阳馨苑  | 2室2厅 | 90平米 | 南 北 | 其他', '低楼层(共18层)2010年建板楼  -  海棠', '150万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/d96199ee-a7e1-475c-af0c-560d967db8b9.jpg.296x216.jpg', '此房格局楼层好 视野开阔 诚心出售', '北湖南岸公寓  | 3室2厅 | 136平米 | 南 | 其他', '高楼层(共33层)暂无数据  -  四里河', '165万', '单价12133元/平米')
('', '光明新村 3室2厅 180万', '光明新村  | 3室2厅 | 106平米 | 南 北 | 其他', '高楼层(共7层)1988年建板楼  -  三孝口', '180万', '单价16982元/平米')
('', '四泉花园南区 2室1厅 93万', '四泉花园南区  | 2室1厅 | 62平米 | 南 | 其他', '中楼层(共11层)2009年建塔楼  -  四里河', '93万', '单价15000元/平米')
('https://image1.ljcdn.com/340100-inspection/b9660c30-5bb6-4eaa-9f65-a3c0ca5af8a6.jpg.296x216.jpg', '深圳花园 3室1厅 88万', '深圳花园  | 3室1厅 | 78平米 | 南 | 其他', '高楼层(共7层)2000年建板楼  -  双岗', '88万', '单价11283元/平米')
('https://image1.ljcdn.com/340100-inspection/2a6b274e-e99e-4387-a923-b80666a0e460.JPG.296x216.jpg', '荣凤苑小区 2室1厅 77万', '荣凤苑小区  | 2室1厅 | 77平米 | 东 西 | 其他', '低楼层(共6层)2004年建板楼  -  林店', '77万', '单价10000元/平米')
('', '南国花园 3室2厅 200万', '南国花园  | 3室2厅 | 139.28平米 | 南 | 其他', '高楼层(共6层)2002年建板楼  -  亳州', '200万', '单价14360元/平米')
('', '舒馨花园北区 3室2厅 85万', '舒馨花园北区  | 3室2厅 | 85平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  杏花村', '85万', '单价10000元/平米')
('', '荣凤苑小区 1室1厅 60万', '荣凤苑小区  | 1室1厅 | 53平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  林店', '60万', '单价11321元/平米')
('', '卫庄小区   一楼带院   诚心出售', '卫庄小区  | 2室2厅 | 81.02平米 | 南 | 其他', '低楼层(共6层)2008年建板楼  -  森林公园', '97万', '单价11973元/平米')
('', '云滨花园 1室0厅 65万', '云滨花园  | 1室0厅 | 43.82平米 | 北 | 其他', '低楼层(共30层)2012年建塔楼  -  亳州', '65万', '单价14834元/平米')
('', '海棠别院南区 2室2厅 135万', '海棠别院南区  | 2室2厅 | 99.13平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  海棠', '135万', '单价13619元/平米')
('', '恒盛皇家花园 2室1厅 120万', '恒盛皇家花园  | 2室1厅 | 87.37平米 | 南 | 其他', '低楼层(共27层)2013年建板楼  -  林店', '120万', '单价13735元/平米')
('', '荣城南苑南区 2室2厅 99万', '荣城南苑南区  | 2室2厅 | 92.4平米 | 南 北 | 其他', '低楼层(共11层)2014年建板楼  -  林店', '99万', '单价10715元/平米')
('', '小户型，精装修，拎包入住，适合刚需客户', '纪元阳光大厦  | 1室1厅 | 52平米 | 南 | 其他', '高楼层(共18层)塔楼  -  双岗', '62万', '单价11924元/平米')
('https://image1.ljcdn.com/340100-inspection/f9fa277a-b6ed-428c-b7bd-c1f51ade1f45.jpg.296x216.jpg', '三孝口 红星路与金寨路  看房方便', '金寨路380号  | 2室1厅 | 70.85平米 | 南 北 | 其他', '中楼层(共5层)板楼  -  三孝口', '212万', '单价29923元/平米')
('', '南国花园 3室2厅 230.4万', '南国花园  | 3室2厅 | 128.32平米 | 南 | 其他', '高楼层(共6层)2002年建板楼  -  亳州', '230.4万', '单价17956元/平米')
('', '纪元阳光帝景 1室1厅 70万', '纪元阳光帝景  | 1室1厅 | 54平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  杏林', '70万', '单价12963元/平米')
('', '安徽省农业科学院 3室3厅 136万', '安徽省农业科学院  | 3室3厅 | 88.82平米 | 南 | 其他', '中楼层(共6层)1990年建板楼  -  四里河', '136万', '单价15312元/平米')
('https://image1.ljcdn.com/340100-inspection/4f7daa14-7eba-450c-baf4-84fb9b509d69.jpg.296x216.jpg', '井巷  66万  生活交通便利  总价低', '井巷  | 1室1厅 | 39平米 | 南 | 其他', '高楼层(共6层)1985年建板楼  -  逍遥津', '66万', '单价16924元/平米')
('https://image1.ljcdn.com/340100-inspection/afb3168d-8fd6-4180-a87a-3009688358e6.jpg.296x216.jpg', '柏景湾 3室2厅 345万', '柏景湾  | 3室2厅 | 143.37平米 | 南 北 | 其他', '高楼层(共12层)2009年建塔楼  -  亳州', '345万', '单价24064元/平米')
('', '海棠别院南区 3室1厅 130万', '海棠别院南区  | 3室1厅 | 97平米 | 南 | 其他', '高楼层(共18层)2009年建塔楼  -  海棠', '130万', '单价13403元/平米')
('', '金域蓝湾 3室2厅 225万', '金域蓝湾  | 3室2厅 | 125.42平米 | 南 | 其他', '低楼层(共18层)2008年建板楼  -  亳州', '225万', '单价17940元/平米')
('', '万科森林公园曦园 3室2厅 290万', '万科森林公园曦园  | 3室2厅 | 112.6平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  森林公园', '290万', '单价25755元/平米')
('', '荣城南苑北区 2室2厅 110万', '荣城南苑北区  | 2室2厅 | 92平米 | 南 北 | 其他', '低楼层(共11层)2014年建板楼  -  林店', '110万', '单价11957元/平米')
('', '为你而选为你为家 金域蓝湾边户三房 精装修', '金域蓝湾  | 3室2厅 | 116平米 | 南 北 | 精装', '低楼层(共11层)2008年建板楼  -  亳州', '222万', '单价19138元/平米')
('https://image1.ljcdn.com/340100-inspection/8fe4f8d9-aa67-44d0-b274-d1ba89c239cc.jpg.296x216.jpg', '龙源丽景中间楼层，无遮挡，诚心出', '龙源丽景  | 1室1厅 | 43.45平米 | 北 | 其他', '中楼层(共25层)2012年建板楼  -  海棠', '80万', '单价18412元/平米')
('', '福星嘉苑 3室2厅 175万', '福星嘉苑  | 3室2厅 | 104平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  亳州', '175万', '单价16827元/平米')
('https://image1.ljcdn.com/340100-inspection/4cab09b5-ee59-4eae-b5db-00474934f687.jpg.296x216.jpg', '霍邱路45中 3室1厅 168万', '霍邱路45中  | 3室1厅 | 80平米 | 南 | 其他', '高楼层(共6层)板楼  -  三孝口', '168万', '单价21000元/平米')
('', '绿都花园 3室2厅 125万', '绿都花园  | 3室2厅 | 87.81平米 | 南 | 其他', '中楼层(共6层)1998年建塔楼  -  双岗', '125万', '单价14236元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6d24fbdc-323b-4898-a57b-97387ce73953.jpg.296x216.jpg', '领域花园 1室1厅 67万', '领域花园  | 1室1厅 | 40.62平米 | 南 | 其他', '高楼层(共31层)2008年建塔楼  -  海棠', '67万', '单价16495元/平米')
('', '大富绿州 2室1厅 120万', '大富绿州  | 2室1厅 | 85平米 | 南 | 其他', '中楼层(共29层)2011年建塔楼  -  杏林', '120万', '单价14118元/平米')
('', '龙源丽景 2室1厅 96万', '龙源丽景  | 2室1厅 | 54.17平米 | 南 | 其他', '中楼层(共25层)2012年建板楼  -  海棠', '96万', '单价17722元/平米')
('', '上城国际新界 3室2厅 260万', '上城国际新界  | 3室2厅 | 132.63平米 | 南 | 其他', '高楼层(共17层)2012年建塔楼  -  杏林', '260万', '单价19604元/平米')
('', '合作经济广场 1室1厅 450万', '合作经济广场  | 1室1厅 | 210.92平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  三孝口', '450万', '单价21336元/平米')
('', '中铁国际城广园 楼层好视野开阔无遮挡 价格可谈', '中铁国际城广园  | 3室2厅 | 125.9平米 | 南 北 | 其他', '低楼层(共34层)2012年建塔楼  -  杏花村', '215万', '单价17078元/平米')
('https://image1.ljcdn.com/340100-inspection/9fc2ee4e-8b23-464c-b73c-f80e87efdb2d.jpg.296x216.jpg', '海亮红玺台精品三居，动静分离，优质之选', '海亮红玺台  | 3室2厅 | 95.57平米 | 南 | 其他', '低楼层(共34层)2014年建塔楼  -  海棠', '225万', '单价23543元/平米')
('', '淮河路381号 3室1厅 148万', '淮河路381号  | 3室1厅 | 72平米 | 南 | 其他', '高楼层(共7层)板楼  -  三孝口', '148万', '单价20556元/平米')
('', '荣事达小区 3室1厅 100万', '荣事达小区  | 3室1厅 | 82.88平米 | 南 | 其他', '中楼层(共6层)2002年建板楼  -  亳州', '100万', '单价12066元/平米')
('', '上城国际新界 5室3厅 319万', '上城国际新界  | 5室3厅 | 173.17平米 | 南 北 | 其他', '高楼层(共17层)2012年建塔楼  -  杏林', '319万', '单价18422元/平米')
('', '海亮红玺台 3室2厅 239万', '海亮红玺台  | 3室2厅 | 96.2平米 | 南 | 其他', '低楼层(共34层)2014年建塔楼  -  海棠', '239万', '单价24845元/平米')
('https://image1.ljcdn.com/340100-inspection/79332734-a618-4f46-934e-7b86843fbcd2.jpg.296x216.jpg', '陈小巷社区 1室1厅 75万', '陈小巷社区  | 1室1厅 | 42.88平米 | 南 | 其他', '高楼层(共6层)1985年建板楼  -  逍遥津', '75万', '单价17491元/平米')
('', '祥源广场翡丽城 1室1厅 98万', '祥源广场翡丽城  | 1室1厅 | 56.38平米 | 东 | 其他', '中楼层(共33层)2013年建塔楼  -  亳州', '98万', '单价17383元/平米')
('', '上城国际丁香苑 4室2厅 183万', '上城国际丁香苑  | 4室2厅 | 127.12平米 | 南 北 | 其他', '中楼层(共9层)2008年建板楼  -  杏林', '183万', '单价14396元/平米')
('', '正规大院，一层带院子，户型方正，南北通透', '十六所宿舍区  | 2室1厅 | 62平米 | 南 北 | 其他', '低楼层(共5层)板楼  -  三孝口', '148万', '单价23871元/平米')
('https://image1.ljcdn.com/340100-inspection/45043e88-74c3-4d6b-9502-792c6f92d576.jpg.296x216.jpg', '空间布局有致，和谐有序，清新空气自由穿行', '融侨悦城  | 3室2厅 | 114平米 | 南 | 其他', '低楼层(共33层)2017年建板楼  -  林店', '150万', '单价13158元/平米')
('', '芙蓉苑北村 2室2厅 118万', '芙蓉苑北村  | 2室2厅 | 77.55平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  海棠', '118万', '单价15216元/平米')
('', '世纪家园 3室2厅 225万', '世纪家园  | 3室2厅 | 133.91平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  亳州', '225万', '单价16803元/平米')
('', '天然轩小区 4室2厅 108万', '天然轩小区  | 4室2厅 | 92.79平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  杏花村', '108万', '单价11640元/平米')
('https://image1.ljcdn.com/340100-inspection/8cba4389-1669-449e-89e3-270532e311fd.jpg.296x216.jpg', '步行街好房，邻近逍遥津公园，位置优越', '寿春新村  | 3室1厅 | 79.43平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  逍遥津', '120万', '单价15108元/平米')
('', '万科森林公园嘉庭，大三房，诚意出售！', '万科森林公园嘉庭  | 3室2厅 | 106平米 | 南 | 其他', '中楼层(共34层)暂无数据  -  森林公园', '255万', '单价24057元/平米')
('https://image1.ljcdn.com/340100-inspection/f03a6a03-0192-49e8-b0ef-907f8f1f34a7.jpg.296x216.jpg', '荷塘月色 3室2厅 180万', '荷塘月色  | 3室2厅 | 94.54平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  海棠', '180万', '单价19040元/平米')
('', '安然绿洲花园北园 4室2厅 250万', '安然绿洲花园北园  | 4室2厅 | 165.96平米 | 南 | 其他', '中楼层(共11层)2010年建板楼  -  四里河', '250万', '单价15064元/平米')
('', '红星路恢复楼 2室1厅 170万', '红星路恢复楼  | 2室1厅 | 58平米 | 南 | 其他', '高楼层(共8层)板塔结合  -  三孝口', '170万', '单价29311元/平米')
('', '四里河路 龙王小区 不临近马路', '龙王小区  | 3室2厅 | 97平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  森林公园', '150万', '单价15464元/平米')
('https://image1.ljcdn.com/340100-inspection/17415251-330d-4d39-b0d8-e1486a3bb218.jpg.296x216.jpg', '万科森林公园朗廷 小区最前排，中高楼层，视野采光棒', '万科森林公园朗庭  | 3室2厅 | 93平米 | 南 | 其他', '中楼层(共34层)2013年建塔楼  -  森林公园', '230万', '单价24732元/平米')
('', '阜南路123号 3室2厅 180万', '阜南路123号  | 3室2厅 | 101平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  三孝口', '180万', '单价17822元/平米')
('', '柏景湾 3室1厅 260万', '柏景湾  | 3室1厅 | 103平米 | 南 | 其他', '低楼层(共6层)2009年建塔楼  -  亳州', '260万', '单价25243元/平米')
('', '云滨花园 3室2厅 195万', '云滨花园  | 3室2厅 | 139平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  亳州', '195万', '单价14029元/平米')
('https://image1.ljcdn.com/340100-inspection/a7b490d2-df1e-4313-921e-a0a3db5b80e0.jpg.296x216.jpg', '云滨花园 2室1厅 120万', '云滨花园  | 2室1厅 | 75平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  亳州', '120万', '单价16000元/平米')
('', '橡树湾一期 经奢二房 双南卧精装修 195万', '橡树湾  | 2室2厅 | 89.89平米 | 南 北 | 其他', '高楼层(共33层)2013年建塔楼  -  海棠', '195万', '单价21694元/平米')
('https://image1.ljcdn.com/340100-inspection/d82b4ba0-1ac5-476b-8de6-be73fcbceb9b.jpg.296x216.jpg', '置地栢景雅筑 2室1厅 160万', '置地栢景雅筑  | 2室1厅 | 81.92平米 | 南 | 其他', '中楼层(共18层)2014年建塔楼  -  亳州', '160万', '单价19532元/平米')
('https://image1.ljcdn.com/340100-inspection/8c55c59e-1a0d-4709-b1af-fa3ee0286f6e.jpg.296x216.jpg', '居家装修  看房方便   业主诚心出售', '海亮兰郡花园  | 2室1厅 | 89平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  森林公园', '135万', '单价15169元/平米')
('https://image1.ljcdn.com/340100-inspection/ff8d18da-4bb1-4393-9560-4a0b8dbbb916.jpg.296x216.jpg', '井巷  出行方便  周边配套齐全', '井巷  | 1室0厅 | 39.63平米 | 南 | 其他', '中楼层(共5层)1985年建板楼  -  逍遥津', '70万', '单价17664元/平米')
('', '美菱新村南区 2室1厅 110万', '美菱新村南区  | 2室1厅 | 75.8平米 | 南 | 其他', '低楼层(共7层)暂无数据  -  双岗', '110万', '单价14512元/平米')
('', '南北通透 两室朝南 户型方正 采光无遮挡 业主诚售', '大众巷  | 2室1厅 | 65.29平米 | 南 北 | 简装', '高楼层(共6层)1996年建板楼  -  三孝口', '130万', '单价19912元/平米')
