('https://image1.ljcdn.com/510100-inspection/test-96e02ce2-04f0-4862-bc65-c720c9250cfb.png.296x216.jpg', '套三双卫 主卧带阳台  此房满五年且唯一免个税', '东苑D区  | 3室2厅 | 135平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2009年建板楼  -  东苑', '248万', '单价18371元/平米')
('https://image1.ljcdn.com/510100-inspection/c8cbc100-7723-4820-aed4-4de7e5482d58.jpg.296x216.jpg', '军 安 卫 士 花 园 套  三 单 卫', '军安卫士花园  | 3室1厅 | 104.18平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2013年建板楼  -  中和', '156.3万', '单价15000元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploade28acab7-1378-490b-b4c1-3046c95de17c.jpg.296x216.jpg', '尚郡套一带装修，朝北对中途视野好', '尚郡  | 1室1厅 | 59.14平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2014年建板塔结合  -  大源', '86万', '单价14542元/平米')
('https://image1.ljcdn.com/510100-inspection/f7806bca-904b-4c42-8afc-42ced3844110.jpg.296x216.jpg', '，目前已经出租，不用担心空置时间', '世豪瑞丽  | 1室0厅 | 38.3平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '65.1万', '单价16998元/平米')
('https://image1.ljcdn.com/510100-inspection/8b27199a-a6d9-4ed1-ad38-268000779e340.jpg.296x216.jpg', '成达佳园       装修套二', '成达佳园  | 3室2厅 | 150.81平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2009年建板楼  -  新会展', '305万', '单价20225元/平米')
('https://image1.ljcdn.com/510100-inspection/fdda7d12-262d-4d06-85a9-d731c0c92327.jpg.296x216.jpg', '保利星座5.5米层高，上下两层，带装修带租约', '保利心语花园四期  | 2室0厅 | 70.5平米 | 北 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  大源', '130万', '单价18440元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2632c700-22bb-408c-8c6f-0885ca0ef87a.jpg.296x216.jpg', '中海翠屏湾 套二 带书房 安静', '中海翠屏湾  | 2室2厅 | 80.86平米 | 北 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  城南宜家', '200万', '单价24735元/平米')
('https://image1.ljcdn.com/510100-inspection/5f936f1d-5fc5-4bd6-9c1d-f86435271420.jpg.296x216.jpg', '铁像寺水街旁汇锦城优质写字楼出售', '汇锦城  | 1室1厅 | 96.74平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2014年建塔楼  -  大源', '120万', '单价12405元/平米')
('https://image1.ljcdn.com/510100-inspection/test-67d63674-8e11-4795-b16e-108b320bf647.png.296x216.jpg', '美年广场美岸套三单卫低楼层有装修', '美年广场美岸  | 3室2厅 | 84.31平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2012年建板楼  -  新会展', '210万', '单价24909元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e4e770d3-f0a7-4d41-bf33-070a6130b141.png.296x216.jpg', '居家装修，中高楼层，视野开阔，采光好', '天府世家  | 3室2厅 | 113.48平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2013年建板楼  -  金融城', '460万', '单价40536元/平米')
('https://image1.ljcdn.com/510100-inspection/test-72c79c92-ebd4-491c-805b-0e77a031ceb3.png.296x216.jpg', '仁和春天精装，对中庭，带中空调+地暖 满2', '仁和春天国际花园  | 3室2厅 | 144.12平米 | 西北 | 精装 | 有电梯', '低楼层(共31层)2014年建板塔结合  -  金融城', '410万', '单价28449元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4a11d614-efcc-44a2-9f05-ac4675823043.jpg.296x216.jpg', '中德英伦联邦 套三双卫 清水房 视野好', '中德英伦联邦A区  | 3室2厅 | 88.43平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  中德', '210万', '单价23748元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2628593d-2da3-4467-bb57-f2ab530be60f.png.296x216.jpg', '全新装修套四，南北通透带3阳台，看小区绿化，带家具', '神仙树大院四期  | 4室2厅 | 177.98平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  神仙树', '508万', '单价28543元/平米')
('https://image1.ljcdn.com/510100-inspection/0e3daab7-8e8d-4c81-aae7-d6d7b4d5fbba.jpg.296x216.jpg', '世豪瑞丽 公寓 目前已经出租，', '世豪瑞丽  | 1室0厅 | 42.19平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '71万', '单价16829元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb23d6d5a-92a6-4244-80d3-1b5f003c2ab9.jpg.296x216.jpg', '该房是奥克斯不多的套四，视野开阔，中间楼层！', '奥克斯广场  | 4室2厅 | 159.22平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  金融城', '370万', '单价23239元/平米')
('https://image1.ljcdn.com/510100-inspection/90b277cd-5355-4da3-b991-bf0a7a1cc448.jpg.296x216.jpg', '凯德世纪名邸，简装套四，东西向，对中庭', '凯德世纪名邸  | 4室2厅 | 109.56平米 | 西 | 其他 | 有电梯', '低楼层(共21层)2016年建板塔结合  -  大源', '303万', '单价27657元/平米')
('https://image1.ljcdn.com/510100-inspection/3d0bd518-2d13-4f41-928a-130bfd551f5b.jpg.296x216.jpg', '东苑A区 套四双卫 精装修带地暖 位置安静 朝南', '东苑A区  | 4室2厅 | 154.23平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2008年建板楼  -  东苑', '435万', '单价28205元/平米')
('https://image1.ljcdn.com/510100-inspection/7b038db0-624d-4169-af43-925dcd6bb295.jpg.296x216.jpg', '满两年无增值税，楼层好，采光充足，交通方便。', '鸿阁一号  | 2室2厅 | 86.7平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  广都', '145万', '单价16725元/平米')
('https://image1.ljcdn.com/510100-inspection/test-71076fc2-e02b-4332-af5f-912f908017a9.png.296x216.jpg', '锦江帆影 套四双卫 安静不吵 楼层适中 看锦江 正朝南', '锦江帆影  | 4室2厅 | 161.7平米 | 东 南 | 其他 | 有电梯', '中楼层(共32层)2009年建塔楼  -  中和', '280万', '单价17317元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc876b184-db53-43c3-b75a-b8c13467fbf1.jpg.296x216.jpg', '玉林南路36号，一楼 套三 ，目前出租', '玉林南路36号  | 3室1厅 | 85.14平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)1997年建板楼  -  芳草', '110万', '单价12920元/平米')
('https://image1.ljcdn.com/510100-inspection/bdf28d4f-632b-438e-b106-4b6a0f47fd93.jpg.296x216.jpg', '天悦府 清水可改造性大 前后双花园洋房', '天悦府  | 5室2厅 | 304.73平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共5层)2014年建板塔结合  -  大源', '890万', '单价29207元/平米')
('https://image1.ljcdn.com/510100-inspection/de64462f-96d8-4087-9a32-2028ed753c9f.jpg.296x216.jpg', '高新区 香榭国际三期公寓 户型方正 自住装修套二', '香榭国际三期  | 2室2厅 | 55平米 | 北 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  中和', '80万', '单价14546元/平米')
('https://image1.ljcdn.com/510100-inspection/3feb3aec-1df2-487a-ace5-55ecd72ab0ca.jpg.296x216.jpg', '领馆国际城 4室1厅 285万', '领馆国际城  | 4室1厅 | 157.31平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2013年建板塔结合  -  远大', '285万', '单价18118元/平米')
('https://image1.ljcdn.com/510100-inspection/b70df701-6cb0-4f4f-8089-8772737a374a.jpg.296x216.jpg', '高新世  大源  豪瑞丽 公寓', '世豪瑞丽  | 2室1厅 | 57.32平米 | 北 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '97万', '单价16923元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8da35832-976f-4924-9342-804e574c3e7e.jpg.296x216.jpg', '开发商装修 套二 有地暖 带家具家电租约出售', '西派国际  | 2室1厅 | 89.68平米 | 西北 | 其他 | 有电梯', '中楼层(共30层)2016年建板楼  -  金融城', '315万', '单价35125元/平米')
('https://image1.ljcdn.com/510100-inspection/251fc37b-24e7-4b32-9595-cab9f9d3a3d7.jpg.296x216.jpg', '高新南区  芳草东街小区  中楼层  错层套三双卫  安静', '芳草东街54号  | 3室2厅 | 151.18平米 | 东 西 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  芳草', '160万', '单价10584元/平米')
('https://image1.ljcdn.com/510100-inspection/f3f8fc0b-36ed-4470-9203-556e15b3eff9.jpg.296x216.jpg', '金融城银泰泰悦湾大套三，房价涵盖一个大车位', '银泰泰悦湾  | 3室2厅 | 153.09平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2013年建板楼  -  金融城', '515万', '单价33641元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f6fb1302-c47f-4b70-a027-7ac686458dbd.png.296x216.jpg', '两江国际 套二单卫 居家舒适 小区环境优美', '两江国际  | 2室1厅 | 75.34平米 | 东南 | 其他 | 有电梯', '中楼层(共29层)2014年建板楼  -  新会展', '160万', '单价21238元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0ffd1dde-af46-4a0f-a60f-26ceb32d6a77.png.296x216.jpg', '神仙树大院 标准套三双卫 客厅带阳台 通透户型', '神仙树大院二期  | 3室1厅 | 140.21平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2008年建板楼  -  神仙树', '380万', '单价27103元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadd4e1598e-28a2-45c9-85f6-bf8bb0219dcc.jpg.296x216.jpg', '莱普顿公馆  套二双卫 有装修 地暖 空调', '海洋中心  | 2室1厅 | 94.42平米 | 东 | 其他 | 有电梯', '低楼层(共37层)2012年建板塔结合  -  新会展', '185万', '单价19594元/平米')
('https://image1.ljcdn.com/510100-inspection/test-579144ad-2d7c-4057-b642-d42214a43a95.png.296x216.jpg', '世纪城天鹅湖套一出售，有装修，有阳台', '天鹅湖北苑  | 1室1厅 | 61.11平米 | 北 | 其他 | 有电梯', '中楼层(共31层)2007年建板塔结合  -  新会展', '126万', '单价20619元/平米')
('https://image1.ljcdn.com/510100-inspection/test-131a5609-afe9-4fa1-943a-41fbfceee515.png.296x216.jpg', '叠翠峰 精装满两年大套一出售。', '叠翠峰  | 1室1厅 | 82.5平米 | 北 | 精装 | 有电梯', '中楼层(共25层)2010年建板塔结合  -  城南宜家', '139万', '单价16849元/平米')
('https://image1.ljcdn.com/510100-inspection/1f42dbc1-ab57-4a70-9e0d-be88e0e09b78.jpg.296x216.jpg', '楼层好，目前已经出租，不用担心空置时间', '世豪瑞丽  | 1室0厅 | 47.9平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '81.4万', '单价16994元/平米')
('https://image1.ljcdn.com/510100-inspection/28c993bf-6ee5-4b36-b420-0ff56168e199.JPG.296x216.jpg', '此房满2年没有增值税，客厅带花园，自住装修', '城南名著  | 2室2厅 | 84.87平米 | 西 西北 | 其他 | 有电梯', '高楼层(共11层)2007年建板楼  -  广都', '150万', '单价17675元/平米')
('https://image1.ljcdn.com/510100-inspection/2e803c35-0507-4543-ae1a-2615a1f90088.jpg.296x216.jpg', '时代晶座大套二 高楼层 通风采光好', '时代晶座  | 2室1厅 | 91.21平米 | 西 | 其他 | 有电梯', '高楼层(共33层)2015年建塔楼  -  大源', '215万', '单价23572元/平米')
('https://image1.ljcdn.com/510100-inspection/bd023719-0ac4-4a50-aa90-5a0d80ac638c.jpg.296x216.jpg', '东区目前位置稍微好点的房源 业主多余资产处理', '天府欣苑东区  | 4室2厅 | 189平米 | 南 | 其他 | 有电梯', '中楼层(共16层)2009年建板楼  -  金融城', '680万', '单价35979元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3865b76f-a6aa-4860-b623-019d188fa89f.png.296x216.jpg', '南2.5环  酒店统一装修的  采光好', '融城后街  | 1室1厅 | 41.6平米 | 东 南 | 其他 | 有电梯', '高楼层(共17层)2009年建塔楼  -  神仙树', '55万', '单价13222元/平米')
('https://image1.ljcdn.com/510100-inspection/test-589c68ab-84d8-404f-9154-8650136e3880.png.296x216.jpg', '一梯两户，精装修，带平台，绿化好，安静', '怡丰新城  | 3室2厅 | 117.51平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2006年建板楼  -  中德', '245万', '单价20850元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload024e8b44-7a98-40d8-bebb-a7327bad5994.jpg.296x216.jpg', '南城都汇二期精装修    南北通透套三', '南城都汇汇雅园二期  | 3室2厅 | 145.61平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2011年建塔楼  -  市一医院', '330万', '单价22664元/平米')
('https://image1.ljcdn.com/510100-inspection/a389891a-c774-4963-9c71-6e0faec83b8f.jpg.296x216.jpg', '时尚跃层套一 看河景 通水电  带家具家电', '嘉年华青年城  | 1室1厅 | 36.12平米 | 南 | 其他', '中楼层(共20层)2017年建塔楼  -  远大', '65万', '单价17996元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8c57d8e-cbe3-4c12-9d56-b148fb6f45d9.png.296x216.jpg', '王 府 花园 ，电梯顶跃三层，装修很好，带两大花园', '王府花园  | 5室2厅 | 225.28平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2002年建板楼  -  芳草', '500万', '单价22195元/平米')
('https://image1.ljcdn.com/510100-inspection/8e695091-5395-43e4-8c27-f73b9ee9e61c.jpg.296x216.jpg', '楼层好，目前已经出租，不用担心空置时间', '世豪瑞丽  | 1室0厅 | 47.19平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '81.4万', '单价17250元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadda732efc-0bb3-4851-b12d-39ca5de6d11d.jpg.296x216.jpg', '中海翠屏湾 上错下跃 带阳台 带装修 送家具家电', '中海翠屏湾  | 3室2厅 | 82.94平米 | 东 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  城南宜家', '280万', '单价33760元/平米')
('https://image1.ljcdn.com/510100-inspection/7a77bc82-c59e-414b-a925-80bb780084a7.jpg.296x216.jpg', '大源西伊藤洋华堂世豪广场旁四居室！', '天府豪庭  | 4室2厅 | 127平米 | 东南 | 其他 | 有电梯', '低楼层(共39层)2012年建板塔结合  -  大源', '255万', '单价20079元/平米')
('https://image1.ljcdn.com/510100-inspection/48b7431f-2fcb-44f6-8725-983ea35c7dc8.jpg.296x216.jpg', '天鹅湖北苑 朝南标间 客厅带阳台', '天鹅湖北苑  | 1室0厅 | 51.25平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2007年建板塔结合  -  新会展', '75万', '单价14635元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b678f030-e189-42b4-b064-9ec6996db221.png.296x216.jpg', '华润凤凰城三期  套三单卫 满两年', '华润凤凰城三期  | 3室2厅 | 85.2平米 | 北 | 精装 | 有电梯', '低楼层(共32层)2013年建板楼  -  大源', '245万', '单价28756元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload0205dda7-cc3c-4fe8-b553-e6497f8449cd.jpg.296x216.jpg', '高新南神仙树 中间楼层套三 90平以上好落户 满五年', '枫林苑  | 3室1厅 | 90.74平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)2001年建板楼  -  神仙树', '110万', '单价12123元/平米')
('https://image1.ljcdn.com/510100-inspection/test-307f89ce-c465-4bb4-aaf7-35fa34cfd514.png.296x216.jpg', '天府长城图南多+套三双卫+精装修+有家具家电+看房预约', '天府长城图南多  | 3室2厅 | 124.85平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2009年建塔楼  -  天府长城', '270万', '单价21626元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2fa4faf2-943c-4aec-b575-119054b57db2.png.296x216.jpg', '高新区大源中海兰庭装修带阳台套二', '中海兰庭  | 2室1厅 | 89.48平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2008年建板塔结合  -  大源', '190万', '单价21234元/平米')
('https://image1.ljcdn.com/510100-inspection/afc19e81-4aeb-4b92-a131-26ea10710571.jpg.296x216.jpg', '高新区 大源  世豪瑞丽 公寓', '世豪瑞丽  | 1室0厅 | 47.9平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '81.4万', '单价16994元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploada50fea13-a38a-4ef1-ade7-a17725db3762.jpg.296x216.jpg', '天鹅湖北苑 标准套二 客厅带阳台', '天鹅湖北苑  | 2室1厅 | 86.6平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2007年建板塔结合  -  新会展', '152万', '单价17552元/平米')
('https://image1.ljcdn.com/510100-inspection/6596b764-528a-4315-b575-bc07b4232048.jpg.296x216.jpg', '龙湖改善自住装修4房改3房+集中空调+满两年', '龙湖世纪峰景  | 4室1厅 | 183.15平米 | 东南 | 其他 | 有电梯', '低楼层(共49层)2017年建板楼  -  新会展', '420万', '单价22933元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02d8f791-cd2f-4da6-9214-a1c2375cd7a8.png.296x216.jpg', '高新南区，芳草街6号，标间，有装修', '王府花园  | 1室0厅 | 41.59平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2003年建塔楼  -  芳草', '70万', '单价16831元/平米')
('https://image1.ljcdn.com/510100-inspection/bb6c86fc-baa7-4be9-8ba5-f25566a0e501.jpg.296x216.jpg', '保利心语花园四期，5.8米层高户型', '保利心语花园四期  | 2室2厅 | 70.55平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2014年建塔楼  -  大源', '120万', '单价17010元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ea365b58-a203-41ec-9bbb-cd3751d008fe.png.296x216.jpg', '英祥财富领域精装L.O.F.T期待有缘的你', '英祥财富领域  | 1室1厅 | 39.34平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2016年建塔楼  -  城南宜家', '96万', '单价24403元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59aa5116-ef8e-4c21-8d3b-420e99d72f3c.png.296x216.jpg', '高新南精装修套二，位于小区中庭，明厨明卫。', '润新花园二期  | 2室1厅 | 64.54平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  新北', '99万', '单价15340元/平米')
('https://image1.ljcdn.com/510100-inspection/423d88c8-b7c4-47ba-9fcd-3848b5f1d712.jpg.296x216.jpg', '世豪瑞丽 标间公寓 带装修 带租约', '世豪瑞丽  | 1室1厅 | 47.19平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  大源', '80.2万', '单价16996元/平米')
