('https://image1.ljcdn.com/440300-inspection/test-27ca7970-81d4-4663-8f34-54cfdb4292a5.png.296x216.jpg', '视野好，满2年，可改小3房业主自住装修保养好', '朗庭豪园  | 2室2厅 | 71.68平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  福田保税区', '470万', '单价65570元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c93a583e-25a5-462d-b440-2b74876c3752.png.296x216.jpg', '少量欠款唯一税费低，超高层视野开阔俯瞰公园', '瀚盛花园  | 3室2厅 | 112.25平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2007年建板塔结合  -  香蜜湖', '1330万', '单价118486元/平米')
('https://image1.ljcdn.com/440300-inspection/45e048ed-0258-4aed-be25-4d912d7187c4.jpg.296x216.jpg', '深业花园精装复式五房  采光通风好', '深业花园  | 5室2厅 | 181.35平米 | 西南 | 精装 | 有电梯', '中楼层(共30层)2001年建塔楼  -  莲花', '1800万', '单价99256元/平米')
('https://image1.ljcdn.com/440300-inspection/a2dc3585-63c4-4987-a2c0-7a88935ff29b.jpg.296x216.jpg', '逸山明居 3室2厅 690万', '逸山明居  | 3室2厅 | 92.3平米 | 南 | 其他', '中楼层(共8层)1995年建暂无数据  -  黄木岗', '690万', '单价74757元/平米')
('https://image1.ljcdn.com/440300-inspection/2847564b-69a2-4827-bd07-4e5c35e48500.jpg.296x216.jpg', '高层，单边位，视野好，满五年唯一', '皇御苑四期  | 1室1厅 | 59.94平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2011年建板塔结合  -  皇岗', '380万', '单价63397元/平米')
('https://image1.ljcdn.com/440300-inspection/139e44d5-0c2d-4f93-af5b-218477aed6f5.jpg.296x216.jpg', '满二年，户型方正一房一厅，近地铁，近商场', '蓝宝石家园  | 1室1厅 | 40.66平米 | 北 | 其他 | 有电梯', '高楼层(共9层)2003年建塔楼  -  梅林', '240万', '单价59027元/平米')
('https://image1.ljcdn.com/440300-inspection/b7d585f2-55bd-446c-9afc-b72ed4fc2f54.jpg.296x216.jpg', '东方时代广场 华富+莲花北 高楼层视野好 诚心出售', '东方时代广场  | 1室1厅 | 34.59平米 | 东 | 其他 | 有电梯', '中楼层(共29层)2004年建板塔结合  -  华强北', '240万', '单价69385元/平米')
('https://image1.ljcdn.com/440300-inspection/2366c2c1-9209-47fc-8fb7-c346a78593d7.jpg.296x216.jpg', '皇御苑四期 2室1厅 418万', '皇御苑四期  | 2室1厅 | 58.17平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2011年建板塔结合  -  皇岗', '418万', '单价71859元/平米')
('https://image1.ljcdn.com/440300-inspection/fc145143-a866-4135-a97d-4dc6ec0108bc.jpg.296x216.jpg', '园东花园 2室1厅 620万', '园东花园  | 2室1厅 | 84.51平米 | 西北 | 其他 | 有电梯', '高楼层(共32层)1996年建塔楼  -  园岭', '620万', '单价73365元/平米')
('https://image1.ljcdn.com/440300-inspection/bab1ed31-c22a-4a41-9d14-4c84f257cc92.jpg.296x216.jpg', '海滨广场 户型方正 双号地铁线 小区安静', '海滨广场  | 3室1厅 | 82.89平米 | 西北 | 其他 | 有电梯', '高楼层(共18层)1994年建板塔结合  -  皇岗', '415万', '单价50067元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c481db9b-af0d-475f-8f1f-f93261668854.png.296x216.jpg', '方正两房 住家舒适 税费少 看房方便', '阳基阳光城市  | 2室1厅 | 65.55平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2004年建板塔结合  -  皇岗', '390万', '单价59497元/平米')
('https://image1.ljcdn.com/440300-inspection/190d7625-2ed8-4a97-a005-988b1712d84d.jpg.296x216.jpg', '红本在手 业主诚心出售 户型方正 单价低', '先科机电大厦  | 1室1厅 | 38.23平米 | 北 | 其他 | 有电梯', '中楼层(共13层)1999年建塔楼  -  八卦岭', '135万', '单价35313元/平米')
('https://image1.ljcdn.com/440300-inspection/7a86bf74-c6f2-461c-9662-b596406e346f.jpg.296x216.jpg', '高楼层东南向安静大套间业主诚心出售，可改1房1厅', '韵动家园  | 1室0厅 | 41.57平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2005年建塔楼  -  新洲', '205万', '单价49315元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c76ac81a-a16c-4951-aa47-0b54bbfeb503.png.296x216.jpg', '东海花园精装三房，满五年唯一红本在手，深外未占用', '东海花园  | 3室2厅 | 123.34平米 | 南 | 精装 | 有电梯', '高楼层(共18层)1997年建板塔结合  -  香蜜湖', '1550万', '单价125669元/平米')
('https://image1.ljcdn.com/440300-inspection/test-47b812ca-ceab-4bd2-aa42-42eb8ca69a0d.png.296x216.jpg', '安静看公园 良心价 满五口隹一 税少 方正', '长城盛世家园二期  | 3室1厅 | 89.86平米 | 北 | 简装 | 有电梯', '中楼层(共34层)2004年建塔楼  -  莲花', '650万', '单价72335元/平米')
('https://image1.ljcdn.com/440300-inspection/ac88ab15-a428-498a-8ecc-61b443b7c5ca.jpg.296x216.jpg', '品质装修 御景华城东南向大两房  诚意出售', '京基御景华城  | 2室1厅 | 70.08平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2005年建板塔结合  -  赤尾', '460万', '单价65640元/平米')
('https://image1.ljcdn.com/440300-inspection/671dd4c8-8df3-4617-966a-67dbad6f18a8.JPG.296x216.jpg', '梅林双地铁物业雕塑家园，业主诚信出售', '雕塑家园  | 4室2厅 | 141.35平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2002年建塔楼  -  梅林', '585万', '单价41387元/平米')
('https://image1.ljcdn.com/440300-inspection/6cb00e14-daf6-4136-adaa-38d9ee09f781.JPG.296x216.jpg', '买一层送一层，福田少有复式，可改两房', '嘉葆润金座  | 1室1厅 | 21.23平米 | 西 | 其他 | 有电梯', '中楼层(共20层)2013年建板塔结合  -  新洲', '220万', '单价103627元/平米')
('https://image1.ljcdn.com/440300-inspection/a15b6a94-160f-4eb4-932a-7a1b35045c82.jpg.296x216.jpg', '70年产权，南向正规一房一厅，业主自住，诚心卖', '御河堤  | 1室1厅 | 51.46平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2009年建塔楼  -  上步', '368万', '单价71512元/平米')
('https://image1.ljcdn.com/440300-inspection/a439c72c-9e13-462c-91e0-6f04b534889e.jpg.296x216.jpg', '金众小区 2室1厅 480万', '金众小区  | 2室1厅 | 69.42平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1990年建塔楼  -  竹子林', '480万', '单价69145元/平米')
('https://image1.ljcdn.com/440300-inspection/a2de59bb-c056-4642-af0d-abf12cca566f.jpg.296x216.jpg', '梅林一村  五区南向方厅三房  视野好  满5年红本在手', '梅林一村五区  | 3室2厅 | 98.41平米 | 南 | 简装 | 有电梯', '中楼层(共18层)1999年建板塔结合  -  梅林', '668万', '单价67880元/平米')
('https://image1.ljcdn.com/440300-inspection/d78743ad-5670-42da-9aaf-88ddb001e019.jpg.296x216.jpg', '华强广场 商务公寓 总价低 好出租 华强北繁华地段', '华强广场  | 1室0厅 | 37.07平米 | 北 | 其他 | 有电梯', '高楼层(共29层)2008年建板塔结合  -  华强北', '240万', '单价64743元/平米')
('https://image1.ljcdn.com/440300-inspection/test-83d4d53d-8b0c-4644-b9b5-d8dd9ab12210.png.296x216.jpg', '绿景虹湾 高层景观好 安静大五房 通透无遮挡', '绿景虹湾  | 5室2厅 | 191.47平米 | 东南 | 毛坯', '高楼层(共45层)2015年建板塔结合  -  梅林', '1400万', '单价73119元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0174bce4-7765-4510-af38-44b9bd97f832.png.296x216.jpg', '梅林一村八区 4室2厅 820万', '梅林一村八区  | 4室2厅 | 94.1平米 | 南 | 其他 | 有电梯', '高楼层(共9层)1998年建板塔结合  -  梅林', '820万', '单价87142元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c9864909-aa47-45e6-ae01-e200bd13ed0e.png.296x216.jpg', '福田南部 闹中取静 大社区 益田地铁站', '益田村  | 3室2厅 | 92.16平米 | 北 | 其他 | 有电梯', '中楼层(共28层)2002年建板塔结合  -  石厦', '530万', '单价57509元/平米')
('https://image1.ljcdn.com/440300-inspection/test-be14c811-8fce-45be-9ba3-0e3eb29e8aa6.png.296x216.jpg', '水木澜山居 3室1厅 650万', '水木澜山居  | 3室1厅 | 89.31平米 | 东北 | 简装 | 有电梯', '中楼层(共34层)2008年建板塔结合  -  梅林', '650万', '单价72781元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d383d26a-43e5-49fb-904c-ed44cb36b173.png.296x216.jpg', '绿景花园二期 2室1厅 558万', '绿景花园二期  | 2室1厅 | 72.69平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2005年建板塔结合  -  新洲', '558万', '单价76765元/平米')
('https://image1.ljcdn.com/440300-inspection/acd6243f-45cf-498e-a591-601052b3747d.jpg.296x216.jpg', '南向大一房 精装舒适户型 红本满五年 300米地铁', '润恒大厦  | 1室1厅 | 54.74平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2004年建塔楼  -  福田中心', '315万', '单价57545元/平米')
('https://image1.ljcdn.com/440300-inspection/77e9407f-a4cc-43a1-b171-ff9520d106f4.JPG.296x216.jpg', '福田口岸金地物业管理一房厅出阳台出入香港方便', '金地名津  | 1室1厅 | 42.98平米 | 东 | 其他 | 有电梯', '高楼层(共25层)2007年建板塔结合  -  皇岗', '250万', '单价58167元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1bba5b75-5a40-46cb-bbc1-7ebbfa460bd4.png.296x216.jpg', '一手业主 满五唯一.红本在手. 诚意出售', '南天一花园  | 2室1厅 | 86平米 | 南 北 | 其他 | 有电梯', '中楼层(共17层)1989年建塔楼  -  百花', '890万', '单价103489元/平米')
('https://image1.ljcdn.com/440300-inspection/074e564a-59e3-4039-b0ba-7d9be329aabd.jpg.296x216.jpg', '满五年 红本在手 税费少  业主诚心卖', '合正瑞园  | 1室1厅 | 49.3平米 | 北 | 其他 | 有电梯', '低楼层(共26层)2007年建板塔结合  -  八卦岭', '293万', '单价59433元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload0e86cc85-604b-476e-a23c-383397034f87.jpg.296x216.jpg', '趣园 1室0厅 355万', '趣园  | 1室0厅 | 52.19平米 | 北 | 其他 | 有电梯', '高楼层(共26层)2004年建塔楼  -  车公庙', '355万', '单价68021元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2b9ba8a9-7dda-4b32-ac34-00954b207d59.png.296x216.jpg', '东南朝向 安静位置看花园 品质典范', '益田名园  | 5室2厅 | 164.35平米 | 东南 | 精装 | 有电梯', '低楼层(共10层)1999年建板塔结合  -  石厦', '1180万', '单价71798元/平米')
('https://image1.ljcdn.com/440300-inspection/test-46068584-24d2-4944-8cb1-2f87b9ccdd8e.png.296x216.jpg', '梅林一村 高层方厅 看梅林公园水库 大户型景观房', '梅林一村三区  | 4室2厅 | 147.43平米 | 西北 | 简装 | 有电梯', '高楼层(共32层)2002年建板塔结合  -  梅林', '1080万', '单价73256元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0c473a4b-4db6-4588-8df9-21f174cc0b4c.png.296x216.jpg', '京隆苑 5室3厅 1200万', '京隆苑  | 5室3厅 | 194.04平米 | 南 北 | 简装 | 有电梯', '中楼层(共6层)1999年建板塔结合  -  皇岗', '1200万', '单价61843元/平米')
('https://image1.ljcdn.com/440300-inspection/e2839739-1d24-4901-8a96-f6ab4d1ca676.jpg.296x216.jpg', '南向，精装，中高层，给您一个温馨舒适的家~~', '祥云天都世纪大厦  | 1室0厅 | 38.94平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2007年建塔楼  -  新洲', '240万', '单价61634元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload3f51a5ac-8bdc-4813-9206-3a023846d88d.jpg.296x216.jpg', '蓝天绿都家园 1室1厅 245万', '蓝天绿都家园  | 1室1厅 | 43.08平米 | 东 | 其他 | 有电梯', '15层2003年建塔楼  -  梅林', '245万', '单价56871元/平米')
('https://image1.ljcdn.com/440300-inspection/8b92d75e-ab6c-4dc2-a402-05ad40f9b553.jpg.296x216.jpg', '福田 科学馆地铁 佳兆业 朝南向公寓 看香港 低总价', '佳兆业中心  | 1室0厅 | 35.19平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2006年建板塔结合  -  上步', '149万', '单价42342元/平米')
('https://image1.ljcdn.com/440300-inspection/d2eda068-4251-4da2-b448-2f9c61631a52.jpg.296x216.jpg', '满两年，待棚改拆迁物业，双地铁口，园岭实验。', '八卦岭宿舍  | 1室0厅 | 29.18平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1988年建板塔结合  -  八卦岭', '190万', '单价65114元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload7f3a1e00-f781-4d44-b898-859eebf3b114.jpg.296x216.jpg', '翠馨居满五年红本，南向阳光充足', '翠馨居花园  | 1室0厅 | 31.57平米 | 南 | 其他 | 有电梯', '中楼层(共9层)2002年建板塔结合  -  八卦岭', '188万', '单价59551元/平米')
('https://image1.ljcdn.com/440300-inspection/4f641c19-f888-4746-b0d6-c22929db389e.jpg.296x216.jpg', '缔梦园 南向两房 户型方正 双地铁物业 荔园外国语在建', '缔梦园  | 2室1厅 | 54.51平米 | 南 | 简装 | 有电梯', '中楼层(共16层)1999年建板塔结合  -  景田', '415万', '单价76133元/平米')
('https://image1.ljcdn.com/440300-inspection/test-031abc7b-592a-4103-99a1-bb4f2fad376b.png.296x216.jpg', '众孚大厦 3室2厅 535万', '众孚大厦  | 3室2厅 | 100.2平米 | 西南 | 其他 | 有电梯', '高楼层(共25层)1996年建板塔结合  -  石厦', '535万', '单价53394元/平米')
('https://image1.ljcdn.com/440300-inspection/a4473cfc-8a54-4e8e-b5d8-0a88d6f6a6c9.jpg.296x216.jpg', '莲花一村一房一厅 南向288万 装修保养好 带莲花中 学', '莲花一村  | 1室1厅 | 42.12平米 | 南 | 简装 | 有电梯', '低楼层(共21层)1995年建板塔结合  -  莲花', '288万', '单价68377元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ef3f4112-0d53-480c-aded-ddd7a5ce05b5.png.296x216.jpg', '景新花园 2室2厅 500万', '景新花园  | 2室2厅 | 77.96平米 | 东北 | 其他 | 有电梯', '低楼层(共29层)1996年建塔楼  -  景田', '500万', '单价64136元/平米')
('https://image1.ljcdn.com/440300-inspection/test-70285e84-6a3b-419f-88e5-3a8ce9ada8bf.png.296x216.jpg', '金域蓝湾匠心打造高品质住宅小区给你一个温暖的家', '万科金域蓝湾二期  | 3室2厅 | 94.15平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2003年建板塔结合  -  上下沙', '750万', '单价79661元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadf764aebc-ebc2-48e4-9b05-e5e32dd469cf.jpg.296x216.jpg', '蜜园 1室1厅 268万', '蜜园  | 1室1厅 | 39.67平米 | 西北 | 其他 | 有电梯', '高楼层(共33层)2007年建塔楼  -  新洲', '268万', '单价67558元/平米')
('https://image1.ljcdn.com/440300-inspection/test-b336940a-6b9e-429a-907d-3662d808d1f6.png.296x216.jpg', '南天二花园 2室1厅 1260万', '南天二花园  | 2室1厅 | 82.06平米 | 南 北 | 简装 | 有电梯', '低楼层(共18层)1993年建塔楼  -  百花', '1260万', '单价153547元/平米')
('https://image1.ljcdn.com/440300-inspection/862e521f-da28-4665-8189-b2f8f5a69c40.jpg.296x216.jpg', '华强南 庆福园优质一房一厅 满两年红本在手', '庆福园大厦  | 1室1厅 | 36.76平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2007年建板塔结合  -  华强南', '200万', '单价54407元/平米')
('https://image1.ljcdn.com/440300-inspection/test-f94fd3fa-959b-4970-954d-a8e97ed7e789.png.296x216.jpg', '南向大两房 厅出阳台 户型方正 红本在手 总价单价低', '国皇大厦  | 2室2厅 | 88.26平米 | 南 | 其他 | 有电梯', '低楼层(共32层)1998年建板塔结合  -  皇岗', '405万', '单价45888元/平米')
('https://image1.ljcdn.com/440300-inspection/0dc8bb13-f633-459a-aa0e-0177e0948435.jpg.296x216.jpg', '深业岭秀名苑 2室2厅 680万', '深业岭秀名苑  | 2室2厅 | 87.31平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2004年建板塔结合  -  莲花', '680万', '单价77884元/平米')
('https://image1.ljcdn.com/440300-inspection/ce389125-68bc-4dbf-84ed-4bcfeac648b7.jpg.296x216.jpg', '韵动家园 1室1厅 200万', '韵动家园  | 1室1厅 | 41.57平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2005年建塔楼  -  新洲', '200万', '单价48112元/平米')
('https://image1.ljcdn.com/440300-inspection/28781b45-1a1d-42cf-85a3-fb16cb76738d.jpg.296x216.jpg', '南光捷佳大厦  朝东北看公园的两房 诚心卖', '南光捷佳大厦  | 2室1厅 | 59.79平米 | 东北 | 简装 | 有电梯', '中楼层(共34层)2002年建塔楼  -  华强南', '280万', '单价46831元/平米')
('https://image1.ljcdn.com/440300-inspection/test-98ccd853-af68-48ca-ac45-52e176021d28.png.296x216.jpg', '福源花园二期 3室2厅 630万', '福源花园二期  | 3室2厅 | 101.04平米 | 北 | 其他 | 有电梯', '中楼层(共14层)1999年建塔楼  -  福田保税区', '630万', '单价62352元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/18ab5513-cb7d-497e-b06c-43ec97a279e4.png.280x210.jpg', '赛格公寓 1室0厅 410万', '赛格公寓  | 1室0厅 | 43.16平米 | 东 | 其他 | 无电梯', '低楼层(共10层)1991年建板塔结合  -  华强北', '410万', '单价94996元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload40d05f41-c044-45e1-ba37-6bf5c4534991.JPG.296x216.jpg', '金地名津 1室1厅 260万', '金地名津  | 1室1厅 | 42.62平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2007年建板塔结合  -  皇岗', '260万', '单价61005元/平米')
('https://image1.ljcdn.com/440300-inspection/327d37aa-c94e-459d-809e-887f6803bda9.jpg.296x216.jpg', '缇香名苑 1室1厅 420万', '缇香名苑  | 1室1厅 | 45.6平米 | 东 | 其他 | 有电梯', '中楼层(共24层)2004年建板塔结合  -  景田', '420万', '单价92106元/平米')
('https://image1.ljcdn.com/440300-inspection/b62db5c4-071b-49ea-bc92-c894982abce9.jpg.296x216.jpg', '祥云天都世纪大厦 1室1厅 298万', '祥云天都世纪大厦  | 1室1厅 | 50.15平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2007年建塔楼  -  新洲', '298万', '单价59422元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1a369c07-c12c-4181-98c0-195acd0c66c9.png.296x216.jpg', '五洲星苑 1室1厅 300万', '五洲星苑  | 1室1厅 | 41.41平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2006年建板塔结合  -  景田', '300万', '单价72447元/平米')
('https://image1.ljcdn.com/440300-inspection/46bcd4e3-bcdc-4164-9ed3-9fe93f8bc99b.jpg.296x216.jpg', '房子满二年  配套齐全 交通便利 采光充足', '合正瑞园  | 2室1厅 | 80.87平米 | 东 | 简装 | 有电梯', '中楼层(共26层)2007年建板塔结合  -  八卦岭', '550万', '单价68011元/平米')
