('https://image1.ljcdn.com/320100-inspection/test-b5172b44-0260-41aa-a27f-eb6d338862b7.png.296x216.jpg', '满五唯一      拎包住  看房方便', '花雨南庭  | 3室1厅 | 79.36平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '310万', '单价39063元/平米')
('https://image1.ljcdn.com/320100-inspection/1aca526d-6a98-41ff-81ba-8db6fe966942.jpg.296x216.jpg', '房屋满五年 采光好 户型好 小区环境好 环境清幽', '花好月苑  | 4室1厅 | 144.3平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2003年建板楼  -  雨花新村', '460万', '单价31879元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/581f418d-cf2c-498f-9c93-d07156f6d3c8.png.280x210.jpg', '雨花台铁心桥  翠岭银河  户型方正 中高楼层 采光充足', '翠岭银河  | 2室1厅 | 77.65平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2008年建板塔结合  -  铁心桥', '176万', '单价22666元/平米')
('https://image1.ljcdn.com/320100-inspection/70899ec1-e8cc-406f-a932-840f5bd9b48e.jpg.296x216.jpg', '七彩星城 2室2厅 165万', '七彩星城  | 2室2厅 | 53.43平米 | 西 北 | 其他 | 有电梯', '高楼层(共21层)板楼  -  铁心桥', '165万', '单价30882元/平米')
('', '窑岗村 1室1厅 122万', '窑岗村  | 1室1厅 | 40.16平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1986年建板楼  -  能仁里', '122万', '单价30379元/平米')
('https://image1.ljcdn.com/320100-inspection/a0ba97ed-13f4-44d9-8ed9-2c681912c3e2.jpg.296x216.jpg', '此房户型方正，小区环境优美安静，交通便利，配套好', '翠岛花城水芙苑  | 4室2厅 | 180.19平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2004年建板塔结合  -  宁南', '550万', '单价30524元/平米')
('https://image1.ljcdn.com/320100-inspection/0a0fc015-cbe7-4f19-a08f-7dcf5a5fd92b.jpg.296x216.jpg', '春江新城 交通便利 配套完善  出行方便', '春江新城韩府坊  | 2室1厅 | 74平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '180万', '单价24325元/平米')
('https://image1.ljcdn.com/320100-inspection/1eb6f347-c779-4fdc-9d3b-742adf094f4e.jpg.296x216.jpg', '安德门商圈  单室套  基础设施完善  交通便利', '康润园  | 1室1厅 | 37.84平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2003年建板楼  -  安德门', '107万', '单价28277元/平米')
('https://image1.ljcdn.com/320100-inspection/test-62e28afe-14b3-4482-9c7e-d903bc3330d7.png.296x216.jpg', '邓府山村  刚需好房  诚心出售  看房方便', '邓府山村  | 2室1厅 | 50.24平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  雨花新村', '125万', '单价24881元/平米')
('https://image1.ljcdn.com/120000-inspection/0fdc9dd6-09ae-4d00-9b58-0f6d1c8184ca.jpg.296x216.jpg', '软件大道 景明佳园 无收益金 中间楼层', '景明佳园集景苑  | 2室1厅 | 70.41平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板塔结合  -  宁南', '170万', '单价24145元/平米')
('https://image1.ljcdn.com/320100-inspection/003ede9e-d3d4-4664-af00-4e18f6b62ae8.jpg.296x216.jpg', '精装公寓  户型方正 中间楼层 朝南户型', '雨花客厅  | 1室1厅 | 42.03平米 | 南 | 其他', '低楼层(共18层)2016年建塔楼  -  雨花新村', '120万', '单价28552元/平米')
('https://image1.ljcdn.com/320100-inspection/test-be2e2f64-e9f3-4a26-a769-3948349ac7e2.png.296x216.jpg', '德安花园 2室2厅 258万', '德安花园  | 2室2厅 | 77.35平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  安德门', '258万', '单价33355元/平米')
('https://image1.ljcdn.com/320100-inspection/test-ce3cea85-6fdf-4d0e-8d6f-827841deb691.png.296x216.jpg', '房龄新 南北通透 交通便利 采光好', '中南锦苑  | 3室2厅 | 87.02平米 | 南 北 | 其他', '低楼层(共32层)2017年建塔楼  -  小行', '300万', '单价34475元/平米')
('https://image1.ljcdn.com/320100-inspection/d918c582-5ee9-423e-b3c1-99ef04efa083.jpg.296x216.jpg', '贾西 善水湾花园 精装修 小区环境好', '善水湾花园  | 4室2厅 | 143平米 | 南 北 | 其他', '高楼层(共5层)暂无数据  -  铁心桥', '400万', '单价27973元/平米')
('', '虹悦城商圈  满五年  南北通透  出行方便  配套完善', '绿岛华庭  | 2室2厅 | 114.86平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2004年建板楼  -  能仁里', '395万', '单价34390元/平米')
('https://image1.ljcdn.com/320100-inspection/a4173c19-99fd-42f5-863d-82492062473c.jpg.296x216.jpg', '景观房 双卧朝南 有装修 实木地板 楼层好 诚心出售', '阅城国际花园怡然园  | 3室2厅 | 144.4平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  宁南', '560万', '单价38782元/平米')
('', '安德门商圈  户型方正 交通便利', '康润园  | 3室1厅 | 77.51平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  安德门', '240万', '单价30964元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploade36db431-8b99-4a8d-9f5c-2dcc058b1f7f.jpg.296x216.jpg', '南北通透 三居室 交通便利 满两年 居家装修', '春江新城新河苑一期  | 3室1厅 | 92.57平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2005年建板楼  -  铁心桥', '230万', '单价24847元/平米')
('https://image1.ljcdn.com/320100-inspection/e5b41d10-2a29-4aac-b451-9459562279b2.jpg.296x216.jpg', '万科品牌 精装复式 宁静舒适 封闭式管理 人车分流', '万科金色里程  | 2室1厅 | 69.36平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2010年建板塔结合  -  铁心桥', '235万', '单价33882元/平米')
('https://image1.ljcdn.com/320100-inspection/fb660f5e-4c26-4111-bddd-569dbf30cfed.jpg.296x216.jpg', '蓝岸3G通天然气 精装修 近地铁 酒店式公寓', '蓝岸3G  | 1室1厅 | 72.61平米 | 西 | 其他 | 有电梯', '中楼层(共10层)2011年建板塔结合  -  铁心桥', '105万', '单价14461元/平米')
('https://image1.ljcdn.com/320100-inspection/92102359-c55b-4e3b-a49f-5d8d21438ccd.jpg.296x216.jpg', '金浦翡翠谷 3室2厅 580万', '金浦翡翠谷  | 3室2厅 | 132.5平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2017年建板塔结合  -  铁心桥', '580万', '单价43774元/平米')
('https://image1.ljcdn.com/320100-inspection/cb5d7d41-a2f0-42c8-a949-2ec34b3dd1e8.jpg.296x216.jpg', '春江路 春江新城升景坊 顶楼加阁楼 精装修', '春江新城升景坊  | 2室1厅 | 75.8平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  铁心桥', '195万', '单价25726元/平米')
('https://image1.ljcdn.com/320100-inspection/37d9f702-7719-439c-85ba-12a616413ae1.jpg.296x216.jpg', '四十年产权公寓 开发商装修交付 天隆寺站大型商场', '雨花客厅  | 1室1厅 | 46.47平米 | 东 | 其他', '中楼层(共17层)2017年建塔楼  -  雨花新村', '119万', '单价25608元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload3366897d-7230-430c-8fad-551a04dd4ff0.JPG.296x216.jpg', '房屋满五年 采光好 户型好  小区环境好   环境清幽', '花好月苑  | 2室2厅 | 84.94平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  雨花新村', '295万', '单价34731元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2dcf0814-a57a-4eb7-ae4e-9667e897f86e.png.280x210.jpg', '阅城2009年装修 南北通透2房 中间楼层采光好', '阅城国际花园悠然园  | 2室1厅 | 92.52平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  宁南', '420万', '单价45396元/平米')
('https://image1.ljcdn.com/320100-inspection/5de5051e-c035-4ad2-a676-402a011e5f57.jpg.296x216.jpg', '雨花台铁心桥 软件大道 春江新城3室', '春江新城韩府坊  | 3室1厅 | 84.5平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '225万', '单价26628元/平米')
('', '虹悦城 能仁里 安德门 中华门 交通便利 配套完善', '锦虹美苑  | 2室1厅 | 81.57平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  能仁里', '303万', '单价37147元/平米')
('https://image1.ljcdn.com/320100-inspection/3052729a-c7f7-4cc4-90ea-8cc027800599.jpg.296x216.jpg', '翠岭银河 顶楼带阁楼 电梯房 业主诚心出售', '翠岭银河  | 4室1厅 | 122.42平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2008年建板塔结合  -  铁心桥', '240万', '单价19605元/平米')
('https://image1.ljcdn.com/320100-inspection/test-df5a1be6-9e2d-47ef-b687-6cb7dbc6a4e1.png.296x216.jpg', '采光好 视野开阔 精装修 拎包入住 业主诚售！', '琥珀森林一期  | 2室2厅 | 93.98平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2017年建板楼  -  铁心桥', '310万', '单价32986元/平米')
('https://image1.ljcdn.com/320100-inspection/0f144d7d-8b80-4c62-a780-1ae9069b11fb.jpg.296x216.jpg', '居家装修大三房，双南一北，采光无影响，视野好。', '翠岛花城兰芷苑  | 3室2厅 | 133.27平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  宁南', '498万', '单价37368元/平米')
('https://image1.ljcdn.com/320100-inspection/09e264da-2efa-41ed-ab83-fde26aa72f33.jpg.296x216.jpg', '软件大道 铁心桥商圈 翠岭银河  拎包住', '翠岭银河  | 4室2厅 | 136平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2008年建板塔结合  -  铁心桥', '280万', '单价20589元/平米')
('https://image1.ljcdn.com/320100-inspection/22179dbd-80e0-489e-baa5-26f9d0ea1219.jpg.296x216.jpg', '天隆寺地铁 软件大道城南雨花台莱蒙水榭阳光 毛坯三室', '莱蒙水榭阳光  | 2室1厅 | 111.33平米 | 南 北 | 毛坯', '低楼层(共11层)2016年建板塔结合  -  铁心桥', '320万', '单价28744元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4aa9cb4d-41ab-4445-8107-cf208ab31442.png.296x216.jpg', '贾西新苑 2室1厅 200万', '贾西新苑  | 2室1厅 | 78.77平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  铁心桥', '200万', '单价25391元/平米')
('https://image1.ljcdn.com/320100-inspection/6b3158d8-1a0a-41a3-8fab-0d069e913c58.jpg.296x216.jpg', '时光澔韵 3室1厅 375万', '时光澔韵  | 3室1厅 | 117.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  小行', '375万', '单价31915元/平米')
('https://image1.ljcdn.com/320100-inspection/1e8f2398-f5c7-40f8-a870-1ccb52b54628.jpg.296x216.jpg', '精装公寓 四十年产权 交通方便 好出租', '蓝岸3G  | 1室0厅 | 41.8平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2011年建板塔结合  -  铁心桥', '69万', '单价16508元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload9b65709d-d1b4-49f8-91ca-2b0793689730.jpg.296x216.jpg', '金陵华兴 富力尚悦一期 采光好中楼层', '富力尚悦居一期  | 3室2厅 | 100.28平米 | 南 | 其他', '中楼层(共25层)2016年建塔楼  -  雨花台其它', '236万', '单价23535元/平米')
('https://image1.ljcdn.com/320100-inspection/626d97fb-6004-4f4f-857a-4fdef00ce8c2.jpg.296x216.jpg', '此房是满两年，免增值税，农民拆迁，户型方正', '春江新城韩府坊  | 3室1厅 | 85平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  铁心桥', '222万', '单价26118元/平米')
('https://image1.ljcdn.com/320100-inspection/c8f5d88a-eef3-4690-9f96-e0905edea5a7.jpg.296x216.jpg', '奥南，小区绿化环境优美，人文素质高，距离生活区近', '金地自在城第一街区  | 3室1厅 | 88平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2011年建塔楼  -  雨花台其它', '228万', '单价25910元/平米')
('', '近河西 安德门商圈 精装修 拎包入住', '柏悦澜庭  | 3室2厅 | 138平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2016年建板楼  -  安德门', '485万', '单价35145元/平米')
('https://image1.ljcdn.com/320100-inspection/f19b20a2-745a-40ba-b726-90217c0197d8.jpg.296x216.jpg', '南北通透 小高层 中间位置 前无遮挡', '莱蒙水榭阳光  | 2室2厅 | 111.29平米 | 南 北 | 简装', '低楼层(共11层)2016年建板塔结合  -  铁心桥', '309万', '单价27766元/平米')
('', '翠岛居家装修三房   视野开阔   交通便利', '翠岛花城兰芷苑  | 3室2厅 | 131.6平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板塔结合  -  宁南', '530万', '单价40274元/平米')
('https://image1.ljcdn.com/320100-inspection/b38031bb-9df2-4fdc-89c8-e71c1da38ac2.png.296x216.jpg', '南北通透三房 采光充足 业主诚心出售', '君悦城市花园  | 3室2厅 | 124.11平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  能仁里', '372万', '单价29974元/平米')
('https://image1.ljcdn.com/320100-inspection/53bebe3a-dbdf-4743-9488-77c514589e78.jpg.296x216.jpg', '金地自在城第六街区 精装房 户型方正 采光没影响', '金地自在城第六街区  | 3室2厅 | 84.67平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建塔楼  -  雨花台其它', '215万', '单价25393元/平米')
('https://image1.ljcdn.com/320100-inspection/6b3d2c93-0f22-4f5a-ac25-cf4de679980c.JPG.296x216.jpg', '中华门 复式楼 房子装修好   看房方便', '广厦嘉苑  | 3室2厅 | 134.48平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2003年建板楼  -  雨花新村', '465万', '单价34578元/平米')
('https://image1.ljcdn.com/320100-inspection/1a069abb-2cde-4b7a-aa60-5fdcd9d3634c.jpg.296x216.jpg', '满五年   采光充足  配套完善', '春江新城隐龙坊  | 1室1厅 | 44.49平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2005年建板塔结合  -  铁心桥', '128万', '单价28771元/平米')
('https://image1.ljcdn.com/320100-inspection/b9eaae9b-2370-4daa-8361-11a5608f0fa5.jpg.296x216.jpg', '2016年婚装两房 保养新 可满二年过户 方正户型', '雨花新村三村  | 2室1厅 | 63.63平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1985年建板楼  -  雨花新村', '172万', '单价27032元/平米')
('https://image1.ljcdn.com/320100-inspection/dae450ce-b0ed-4581-83c6-989c8cb14d28.jpg.296x216.jpg', '雨花客厅 1室1厅 85万', '雨花客厅  | 1室1厅 | 31.65平米 | 南 | 其他', '中楼层(共17层)2017年建塔楼  -  雨花新村', '85万', '单价26857元/平米')
('https://image1.ljcdn.com/320100-inspection/09cde580-63bb-4652-a9f5-c2de41d0c0ed.jpg.296x216.jpg', '宋都南郡国际 毛坯房 采光无影响', '宋都南郡国际北区  | 3室2厅 | 89平米 | 南 北 | 其他', '中楼层(共26层)2016年建板楼  -  雨花台其它', '200万', '单价22472元/平米')
('https://image1.ljcdn.com/320100-inspection/1c169393-a8be-400d-bc7d-b39b5bc2593e.jpg.296x216.jpg', '小区中间 中间楼层 南北通透 低总价小三房', '阅城国际花园悠然园  | 3室1厅 | 116.57平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  宁南', '498万', '单价42722元/平米')
('https://image1.ljcdn.com/320100-inspection/89dde487-de1f-416d-8fd8-0bee0686b5ac.jpg.296x216.jpg', '德盈国际 繁华商圈 景观房 朝东采光好 诚心出售', '德盈国际  | 2室1厅 | 49.27平米 | 东 | 其他 | 有电梯', '高楼层(共18层)2011年建塔楼  -  能仁里', '250万', '单价50741元/平米')
('', '春江新城新河苑一期 3室1厅 203万', '春江新城新河苑一期  | 3室1厅 | 92.61平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2005年建板塔结合  -  铁心桥', '203万', '单价21920元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload3d1ee3f9-afa6-4a63-8d77-c1fb41ec9e6b.JPG.296x216.jpg', '三期精装两室 采光充足 拎包入住', '仁恒翠竹园  | 2室2厅 | 92.96平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2008年建板楼  -  宁南', '435万', '单价46795元/平米')
('', '此房满五年 楼层佳 采光好 业主诚心出售', '锦虹美苑  | 3室2厅 | 118.92平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  能仁里', '430万', '单价36159元/平米')
('https://image1.ljcdn.com/320100-inspection/test-ed362346-e647-427b-b250-0928bafe28db.png.296x216.jpg', '楼层好 采光足 精装修 拎包即住  环境优美', '金地自在城第二街区  | 2室2厅 | 63.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2011年建板塔结合  -  雨花台其它', '151万', '单价23840元/平米')
('https://image1.ljcdn.com/320100-inspection/cf4a7ea1-8d16-4602-b4b6-cad41468ac38.jpg.296x216.jpg', '富力尚悦居一期  精装交付  楼栋位置不临街', '富力尚悦居一期  | 3室2厅 | 93平米 | 南 | 其他', '低楼层(共26层)2016年建塔楼  -  雨花台其它', '230万', '单价24732元/平米')
('https://image1.ljcdn.com/320100-inspection/08b51573-cf3e-4818-b43e-659422e8ff4c.jpg.296x216.jpg', '时光澔韵 3室2厅 358万', '时光澔韵  | 3室2厅 | 99.67平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  小行', '358万', '单价35919元/平米')
('https://image1.ljcdn.com/320100-inspection/73d3d2b2-9bd1-4b8b-8c06-f20cd6375bc3.jpg.296x216.jpg', '雨花台 铁心桥 两卧朝南 春江新城龙泉坊两室精装修', '春江新城龙泉坊  | 2室1厅 | 75平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '198.5万', '单价26467元/平米')
('https://image1.ljcdn.com/320100-inspection/5b16cb03-d54d-4468-a3c2-7e8fe8a8700a.jpg.296x216.jpg', '四十年产权公寓 开发商精装修交付 通天然气', '蓝岸3G  | 2室1厅 | 66.3平米 | 西 | 其他 | 有电梯', '高楼层(共9层)2010年建板楼  -  铁心桥', '110万', '单价16592元/平米')
('https://image1.ljcdn.com/320100-inspection/2076b122-e7b4-4aa1-902f-5e54c49979cc.jpg.296x216.jpg', '雨花客厅中间一幢 天隆寺地铁口 中间楼层', '雨花客厅  | 1室0厅 | 36.56平米 | 北 | 精装', '中楼层(共17层)2017年建塔楼  -  雨花新村', '87万', '单价23797元/平米')
('https://image1.ljcdn.com/320100-inspection/7f261aad-f258-48f4-bf9e-7e1016a394a4.jpg.296x216.jpg', '奥南金地 无增值税3房 采光好 配套齐全', '金地自在城第四街区  | 3室2厅 | 82.11平米 | 南 北 | 其他 | 有电梯', '低楼层(共26层)2013年建板塔结合  -  雨花台其它', '198万', '单价24114元/平米')
