('https://image1.ljcdn.com/210100-inspection/91925fd1-4c5c-4156-aa19-5bfdf4ebed4f.JPG.296x216.jpg', '金域蓝湾，小高层精装修，双南双北四室两厅', '万科金域蓝湾  | 4室2厅 | 176.47平米 | 南 北 | 精装', '中楼层(共11层)2009年建板楼  -  浑南新区', '290万', '单价16434元/平米')
('https://image1.ljcdn.com/210100-inspection/5ca12267-1e21-43f9-88d5-b205b6fd980d.jpg.296x216.jpg', '郡原小石城 2室1厅 53万', '郡原小石城  | 2室1厅 | 56.54平米 | 东 北 | 其他', '中楼层(共33层)2018年建板楼  -  浑南新区', '53万', '单价9374元/平米')
('https://image1.ljcdn.com/210100-inspection/f8da0d95-a887-451f-b99b-33e7a2393c58.JPG.296x216.jpg', 'sr国际新城南北三室双卫 装修保持好', 'SR国际新城  | 3室2厅 | 181平米 | 南 北 | 其他', '低楼层(共30层)2009年建塔楼  -  浑南新区', '150万', '单价8288元/平米')
('https://image1.ljcdn.com/210100-inspection/test-f46c7fa8-8e4a-4bad-aa19-ef041f8e7d70.png.296x216.jpg', '亿丰南奥国际 3室2厅 130万', '亿丰南奥国际  | 3室2厅 | 124平米 | 南 北 | 其他', '高楼层(共31层)2009年建板塔结合  -  浑南新区', '130万', '单价10484元/平米')
('https://image1.ljcdn.com/210100-inspection/b75efa43-e272-4146-9af7-8fd9d8e753d6.jpg.296x216.jpg', '隆河谷 2室1厅 68.5万', '隆河谷  | 2室1厅 | 77.55平米 | 南 北 | 其他', '低楼层(共28层)2016年建板楼  -  浑南新区', '68.5万', '单价8834元/平米')
('https://image1.ljcdn.com/210100-inspection/56732a3b-a3f8-4ebd-9fa7-c0798feff3f7.jpg.296x216.jpg', '月星 3室2厅 110万', '月星  | 3室2厅 | 121.13平米 | 南 北 | 其他', '中楼层(共17层)板楼  -  浑南新区', '110万', '单价9082元/平米')
('https://image1.ljcdn.com/210100-inspection/76b152db-93c0-48cc-8dd7-262425489001.jpg.296x216.jpg', '华发精选三室南北通透户型.一房朝南两房朝北.', '华发首府  | 3室2厅 | 139平米 | 南 北 | 其他', '中楼层(共32层)2015年建板塔结合  -  浑南新区', '198万', '单价14245元/平米')
('https://image1.ljcdn.com/210100-inspection/74421c5a-4f45-4fe3-b7ee-d8c789f2c591.jpg.296x216.jpg', '大开发商 河景房园区  奥体商圈  装修好', '浦江盛景湾  | 1室1厅 | 68.35平米 | 南 | 其他', '低楼层(共31层)2008年建板楼  -  浑南新区', '77万', '单价11266元/平米')
('https://image1.ljcdn.com/210100-inspection/3267d024-17e2-4718-93db-9043501d92da.JPG.296x216.jpg', '浑南奥体 SR国际新城 精装大一室 随时看房', 'SR国际新城  | 1室1厅 | 90平米 | 西南 | 其他', '低楼层(共25层)2009年建板塔结合  -  浑南新区', '64万', '单价7112元/平米')
('https://image1.ljcdn.com/210100-inspection/34c2e05c-71d5-4f14-b2e8-c7bcd9e9d94f.JPG.296x216.jpg', '浑南奥体 河畔新城 3室2厅 拎包入住 带花园 南北通透', '河畔新城五期  | 3室2厅 | 129.97平米 | 南 北 | 其他', '低楼层(共7层)2007年建板楼  -  浑南新区', '232万', '单价17851元/平米')
('https://image1.ljcdn.com/210100-inspection/327eb5d8-c8b8-426f-9426-00196ddc4c64.jpg.296x216.jpg', '浑南世纪大厦  乐活上院 一室精装', 'LOHAS上院  | 1室1厅 | 38.06平米 | 南 北 | 精装', '低楼层(共33层)2011年建板塔结合  -  浑南新区', '31万', '单价8146元/平米')
('https://image1.ljcdn.com/210100-inspection/97c741a3-b99c-4b7f-a429-1988e59b42d5.jpg.296x216.jpg', '华发首府 1室1厅 95万', '华发首府  | 1室1厅 | 63平米 | 西北 | 其他', '中楼层(共32层)2015年建塔楼  -  浑南新区', '95万', '单价15080元/平米')
('https://image1.ljcdn.com/210100-inspection/b2cce7ff-f299-44fb-9ce6-370f7f00a17f.jpg.296x216.jpg', '世纪新城 精装修2室南北通透带阁楼带家具家电', '世纪新城  | 2室1厅 | 64.49平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  浑南新区', '53万', '单价8219元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadba74c2f1-6c79-4f91-9f0f-6364b7aee143.jpg.296x216.jpg', '华发首府 1室1厅 73万', '华发首府  | 1室1厅 | 50.71平米 | 南 | 其他', '高楼层(共32层)2015年建板塔结合  -  浑南新区', '73万', '单价14396元/平米')
('https://image1.ljcdn.com/210100-inspection/ca84aba9-e3c3-43bd-9407-9046d9d2d8aa.jpg.296x216.jpg', '信达万科城（尚城） 4室2厅 215万', '信达万科城（尚城）  | 4室2厅 | 158.88平米 | 南 北 | 其他', '低楼层(共7层)2014年建板楼  -  浑南新区', '215万', '单价13533元/平米')
('https://image1.ljcdn.com/210100-inspection/83d75526-ba33-4dd3-857a-81b3702bc571.jpg.296x216.jpg', '荣盛爱家郦都 5室2厅 280万', '荣盛爱家郦都  | 5室2厅 | 195.6平米 | 南 北 | 其他', '高楼层(共6层)2015年建板楼  -  浑南新区', '280万', '单价14315元/平米')
('https://image1.ljcdn.com/210100-inspection/0ed1b92f-ceb1-42ad-ace9-d117b55ec664.jpg.296x216.jpg', '君海朗郡 2室1厅 48万', '君海朗郡  | 2室1厅 | 60.41平米 | 南 | 其他', '低楼层(共17层)暂无数据  -  浑南新区', '48万', '单价7946元/平米')
('https://image1.ljcdn.com/210100-inspection/05bed584-92d7-40d9-809c-baf906abcd01.jpg.296x216.jpg', '急售浑南隆河谷别墅  别墅园区  位置好', '隆河谷   | 双拼别墅 | 5室2厅 | 275平米 | 南 北 | 其他', '3层2016年建板楼  -  浑南新区', '330万', '单价12000元/平米')
('https://image1.ljcdn.com/210100-inspection/d228b1c6-5241-43d7-94c5-aff8de47d79d.jpg.296x216.jpg', '沿海赛洛城 2室2厅 96万', '沿海赛洛城  | 2室2厅 | 97.79平米 | 南 | 其他', '高楼层(共33层)2012年建板塔结合  -  浑南新区', '96万', '单价9817元/平米')
('https://image1.ljcdn.com/210100-inspection/902a2865-9f0e-40aa-918b-87de5d20fc64.JPG.296x216.jpg', '华发首府 1室1厅 105万', '华发首府  | 1室1厅 | 69.28平米 | 南 | 其他', '高楼层(共32层)2015年建板塔结合  -  浑南新区', '105万', '单价15156元/平米')
('https://image1.ljcdn.com/210100-inspection/0017c72d-f760-4e0f-ad07-b51db1b87f6c.jpg.296x216.jpg', '荣盛爱家郦都 1室1厅 48万', '荣盛爱家郦都  | 1室1厅 | 46.23平米 | 南 | 其他', '高楼层(共32层)2012年建塔楼  -  浑南新区', '48万', '单价10383元/平米')
('https://image1.ljcdn.com/210100-inspection/aa0d744b-efe0-4694-9cd6-380eb49dfd26.jpg.296x216.jpg', '凤祥二期 2室1厅 41万', '凤祥二期  | 2室1厅 | 65平米 | 南 北 | 其他', '高楼层(共7层)暂无数据  -  浑南新区', '41万', '单价6308元/平米')
('https://image1.ljcdn.com/210100-inspection/test-c2b527a3-7bd4-47c2-b57a-97b38d292ac3.png.296x216.jpg', '沿海赛洛城 1室0厅 40万', '沿海赛洛城  | 1室0厅 | 43平米 | 北 | 简装', '低楼层(共33层)2012年建板塔结合  -  浑南新区', '40万', '单价9303元/平米')
('https://image1.ljcdn.com/210100-inspection/dbae82b0-2ef9-460c-9a87-d7e9aba78d2b.jpg.296x216.jpg', '沈阳奥体万达公馆 1室0厅 60.6万', '沈阳奥体万达公馆  | 1室0厅 | 71.29平米 | 东 北 | 其他', '中楼层(共43层)2015年建塔楼  -  浑南新区', '60.6万', '单价8501元/平米')
('https://image1.ljcdn.com/210100-inspection/b74818be-f58c-467c-8ffb-f55b78e4360c.JPG.296x216.jpg', '一线河景房  南北通透格局 三居室 香堤湾', '香堤湾  | 3室2厅 | 156.25平米 | 南 北 | 简装', '高楼层(共33层)2008年建板楼  -  浑南新区', '157万', '单价10048元/平米')
('https://image1.ljcdn.com/210100-inspection/532bcf81-2411-4378-b195-2188424ea173.jpg.296x216.jpg', '中海康城橙郡 3室2厅 135万', '中海康城橙郡  | 3室2厅 | 102.5平米 | 东 南 北 | 其他', '低楼层(共27层)板楼  -  浑南新区', '135万', '单价13171元/平米')
('https://image1.ljcdn.com/210100-inspection/0ebb3b72-7935-4ff6-a87f-8279b7f79e88.jpg.296x216.jpg', '百荷湾 2室1厅 62万', '百荷湾  | 2室1厅 | 67.62平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '62万', '单价9169元/平米')
('https://image1.ljcdn.com/210100-inspection/9d73014b-6199-46f4-80f8-501876c37d23.jpg.296x216.jpg', '龙盛家园79.69平，精装满五年没贷款没抵押，拎包住', '龙盛家园  | 2室2厅 | 79.69平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '60万', '单价7530元/平米')
('https://image1.ljcdn.com/210100-inspection/efb6db01-9c1e-4b22-a4ae-8d56eaf7c61f.jpg.296x216.jpg', '旭辉御府 清水别墅 园区中间位置 看房方便 有钥匙', '旭辉御府  | 7室3厅 | 201.53平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  浑南新区', '450万', '单价22330元/平米')
('', '金地长青湾 3室2厅 400万', '金地长青湾  | 3室2厅 | 176平米 | 南 北 | 精装', '高楼层(共26层)2011年建板楼  -  浑南新区', '400万', '单价22728元/平米')
('https://image1.ljcdn.com/210100-inspection/d7955c20-7f7a-4847-ba2b-71e308c3b420.jpg.296x216.jpg', '保利达江湾城一期 中等装修 采光好 两室户型', '保利达江湾城一期  | 2室2厅 | 92平米 | 南 | 其他', '中楼层(共32层)2015年建板楼  -  浑南新区', '128万', '单价13914元/平米')
('https://image1.ljcdn.com/210100-inspection/ee3caffb-4a58-4354-9349-4f727ef836bd.jpg.296x216.jpg', '中房金河花园 2室2厅 72万', '中房金河花园  | 2室2厅 | 90平米 | 南 北 | 其他', '高楼层(共7层)2007年建板楼  -  浑南新区', '72万', '单价8000元/平米')
('https://image1.ljcdn.com/210100-inspection/4e661424-b8ef-4cd3-afaa-fc94a9529ab8.jpg.296x216.jpg', '盛世园田居 1室南向采光好 中间楼层 有电梯 看房方便', '盛世园田居  | 1室1厅 | 61.07平米 | 南 | 其他', '中楼层(共7层)2018年建板楼  -  浑南新区', '42万', '单价6878元/平米')
('https://image1.ljcdn.com/210100-inspection/a007e1a1-795b-4b6f-831e-b6a548e5ea15.jpg.296x216.jpg', '同方世纪大厦 1室1厅 52万', '同方世纪大厦  | 1室1厅 | 58平米 | 南 | 其他', '低楼层(共31层)板楼  -  浑南新区', '52万', '单价8966元/平米')
('https://image1.ljcdn.com/210100-inspection/63c88665-463b-4c83-a61d-4a83a0ccb550.jpg.296x216.jpg', '精装洋房，浑河国际城，标准一室小户型', '浑河国际城  | 1室1厅 | 49.06平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  浑南新区', '38万', '单价7746元/平米')
('https://image1.ljcdn.com/210100-inspection/fe00ec91-f0de-4503-b6f2-0a241400284a.jpg.296x216.jpg', 'SR国际新城 3室2厅 118万', 'SR国际新城  | 3室2厅 | 122.06平米 | 南 | 其他', '中楼层(共30层)2009年建塔楼  -  浑南新区', '118万', '单价9668元/平米')
('https://image1.ljcdn.com/210100-inspection/ed4ad7fe-bf7a-46a4-98e5-c53cd3da09cf.jpg.296x216.jpg', '万科新里程 2室2厅 110万', '万科新里程  | 2室2厅 | 88.32平米 | 南 | 其他', '中楼层(共20层)2009年建板楼  -  浑南新区', '110万', '单价12455元/平米')
('https://image1.ljcdn.com/210100-inspection/4852b82a-b509-4aba-a6ab-59a5887698cc.jpg.296x216.jpg', '南北通透3室大户型，精装欧式装修，家电家具齐全', '移动馨苑  | 3室2厅 | 158平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  浑南新区', '175万', '单价11076元/平米')
('https://image1.ljcdn.com/210100-inspection/f1235a8f-5205-43a7-af23-678cd56a2d41.jpg.296x216.jpg', '浑南奥体 融城时代园区中间位置三室南北通透户型底商', '融城时代  | 3室1厅 | 115平米 | 南 北 | 其他', '低楼层(共11层)2006年建板楼  -  浑南新区', '150万', '单价13044元/平米')
('https://image1.ljcdn.com/210100-inspection/36f6c89f-9f0b-43ac-9258-b695785ac4c9.jpg.296x216.jpg', '浑南奥体名流印象四期一室清水房源', '名流印象四期  | 1室1厅 | 68.05平米 | 东 | 其他', '低楼层(共33层)2012年建板楼  -  浑南新区', '70万', '单价10287元/平米')
('', '信达万科城（尚城） 4室3厅 360万', '信达万科城（尚城）  | 4室3厅 | 157平米 | 南 | 其他', '低楼层(共7层)2014年建板楼  -  浑南新区', '360万', '单价22930元/平米')
('https://image1.ljcdn.com/210100-inspection/f480c974-ccd5-4638-82c6-4b1282cdd0bb.jpg.296x216.jpg', '泛美华庭 1室1厅 55万', '泛美华庭  | 1室1厅 | 54平米 | 南 西南 | 其他', '低楼层(共33层)2009年建塔楼  -  浑南新区', '55万', '单价10186元/平米')
('https://image1.ljcdn.com/210100-inspection/f092a70b-00e7-4621-8732-a194b6ae0e1b.jpg.296x216.jpg', '世纪大厦小户型拎包住交通便利配套齐全', '同方世纪大厦  | 1室1厅 | 52.71平米 | 北 | 其他', '高楼层(共31层)板楼  -  浑南新区', '41.5万', '单价7874元/平米')
('https://image1.ljcdn.com/210100-inspection/4c764264-1143-4424-bffe-bf5146a6d869.jpg.296x216.jpg', '出售 理想城 一期 一楼带花园80平两室', '信达万科城(理想城)  | 2室2厅 | 81.8平米 | 南 北 | 精装', '低楼层(共6层)板楼  -  浑南新区', '80万', '单价9780元/平米')
('https://image1.ljcdn.com/210100-inspection/04253c00-f381-44dd-9e4f-35531bfedb8a.jpg.296x216.jpg', '君海朗郡 1室0厅 25万', '君海朗郡  | 1室0厅 | 32.5平米 | 西北 | 其他', '中楼层(共11层)暂无数据  -  浑南新区', '25万', '单价7693元/平米')
('https://image1.ljcdn.com/210100-inspection/0c87a674-7c83-483f-ac83-b940f2c48974.jpg.296x216.jpg', '盛世园田居 2室1厅 60万', '盛世园田居  | 2室1厅 | 53.77平米 | 东北 | 其他', '中楼层(共8层)暂无数据  -  浑南新区', '60万', '单价11159元/平米')
('https://image1.ljcdn.com/210100-inspection/f06e3534-63d5-497b-9b59-1d3192f6b472.JPG.296x216.jpg', '河畔新城四期 3室2厅 143万', '河畔新城四期  | 3室2厅 | 134平米 | 南 北 | 简装', '高楼层(共15层)2007年建板楼  -  浑南新区', '143万', '单价10672元/平米')
('https://image1.ljcdn.com/210100-inspection/05e49d68-8a08-4c9a-9f22-a8b1673aa8e5.jpg.296x216.jpg', '浑南建大  简单装修大三室  东亚国际城', '东亚国际城  | 3室2厅 | 123.1平米 | 南 北 | 简装', '低楼层(共28层)2010年建板塔结合  -  浑南新区', '117万', '单价9505元/平米')
('https://image1.ljcdn.com/210100-inspection/466477d6-18e6-4542-b33f-0f8775084fad.jpg.296x216.jpg', '金地锦城西区 3室2厅 265万', '金地锦城西区  | 3室2厅 | 139.24平米 | 南 北 | 其他', '中楼层(共5层)2015年建板楼  -  浑南新区', '265万', '单价19032元/平米')
('https://image1.ljcdn.com/210100-inspection/61ab4eae-322e-46c7-a1f5-aa8f82044d4d.jpg.296x216.jpg', '华茂中心 2室2厅 72万', '华茂中心  | 2室2厅 | 66.66平米 | 南 | 其他', '高楼层(共31层)板楼  -  浑南新区', '72万', '单价10802元/平米')
('', '银塔馨苑 3室2厅 60万', '银塔馨苑  | 3室2厅 | 109.51平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  浑南新区', '60万', '单价5479元/平米')
('https://image1.ljcdn.com/210100-inspection/acc0de98-0c94-4b18-8405-f2485cd75ef3.jpg.296x216.jpg', '文华街三号院  中间楼层  建筑大学奥体商圈  诚心出售', '文华街三号院  | 2室2厅 | 82平米 | 南 | 简装', '中楼层(共30层)2012年建板楼  -  浑南新区', '73万', '单价8903元/平米')
('https://image1.ljcdn.com/210100-inspection/2a72b667-3e33-45a8-b7be-11834095f993.JPG.296x216.jpg', '奥体商圈 华发岭南荟 精装一室 未住', '华发岭南荟  | 1室0厅 | 49平米 | 南 | 其他', '中楼层(共18层)2013年建板楼  -  浑南新区', '65万', '单价13266元/平米')
('https://image1.ljcdn.com/210100-inspection/c4a39ec0-b6f4-464d-9756-6f0b43cc4cbd.jpg.296x216.jpg', '德馨苑 3室1厅 73万', '德馨苑  | 3室1厅 | 119.9平米 | 南 北 | 其他', '中楼层(共23层)2009年建板楼  -  浑南新区', '73万', '单价6089元/平米')
('https://image1.ljcdn.com/210100-inspection/5b6436cc-aa56-4a9b-b6cd-ea3585d811e4.jpg.296x216.jpg', '沿海赛洛城 1室0厅 45万', '沿海赛洛城  | 1室0厅 | 43平米 | 北 | 其他', '中楼层(共33层)2012年建板塔结合  -  浑南新区', '45万', '单价10466元/平米')
('https://image1.ljcdn.com/210100-inspection/babc618c-c085-47c9-bb16-f0a11e7c1edc.JPG.296x216.jpg', '金地滨河国际·上城 2室2厅 135万', '金地滨河国际·上城  | 2室2厅 | 87平米 | 南 北 | 精装', '高楼层(共20层)2009年建板塔结合  -  浑南新区', '135万', '单价15518元/平米')
('https://image1.ljcdn.com/210100-inspection/989424b2-f578-42d4-b919-4aceaf9be6c6.jpg.296x216.jpg', 'SR国际新城 4室2厅 210万', 'SR国际新城  | 4室2厅 | 220平米 | 南 北 | 其他', '中楼层(共30层)2009年建板塔结合  -  浑南新区', '210万', '单价9546元/平米')
('https://image1.ljcdn.com/210100-inspection/0907ec8c-5901-4478-a80c-0faf056744eb.jpg.296x216.jpg', '世纪新城             位置好                 采光好', '世纪新城五期  | 1室1厅 | 50平米 | 南 | 精装', '高楼层(共6层)2007年建板楼  -  浑南新区', '32万', '单价6400元/平米')
('https://image1.ljcdn.com/210100-inspection/f6e7db3b-f93d-4e84-8907-b538133cae46.jpg.296x216.jpg', '浑南 奥体 沈铁田园牧歌三室二厅一卫', '沈铁田园牧歌  | 3室2厅 | 106平米 | 南 北 | 其他', '低楼层(共18层)2015年建板楼  -  浑南新区', '128万', '单价12076元/平米')
('', '浑南奥体 音乐学院 塞纳家园精装修', '塞纳家园  | 3室2厅 | 89平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  浑南新区', '86万', '单价9663元/平米')
('https://image1.ljcdn.com/210100-inspection/71f4a16f-08f3-44aa-a11f-b52bb5f2e4fe.JPG.296x216.jpg', '一楼车库，现房主自开店铺，营业利润可观', '百荷湾  | 车位 | 23.54平米 | 南', '暂无数据  -  浑南新区', '30万', '单价12745元/平米')
('https://image1.ljcdn.com/210100-inspection/b8aef2f0-87d1-4408-bb3e-a67752bacd03.JPG.296x216.jpg', '名流公馆 3室2厅 190万', '名流公馆  | 3室2厅 | 134.56平米 | 南 北 | 其他', '高楼层(共32层)2014年建板塔结合  -  浑南新区', '190万', '单价14121元/平米')
('https://image1.ljcdn.com/210100-inspection/cf550d57-6fba-46a5-9d10-b9d0b29e73ce.jpg.296x216.jpg', '浑南奥体商圈浦江盛景湾三室南北通透河景房', '浦江盛景湾  | 3室2厅 | 155平米 | 南 北 | 其他', '中楼层(共32层)2008年建板楼  -  浑南新区', '200万', '单价12904元/平米')
('https://image1.ljcdn.com/210100-inspection/854ac659-770c-4a7e-a7e6-25208114311c.JPG.296x216.jpg', '金地滨河国际·悦城 1室1厅 76万', '金地滨河国际·悦城  | 1室1厅 | 56.37平米 | 南 | 其他', '高楼层(共31层)2010年建板塔结合  -  浑南新区', '76万', '单价13483元/平米')
