('https://image1.ljcdn.com/210100-inspection/63801fa1-218a-4288-aaf2-7fbd0644fe5d.JPG.296x216.jpg', '南风雅苑 3室2厅 102万', '南风雅苑  | 3室2厅 | 119.72平米 | 东 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  铁西区', '102万', '单价8520元/平米')
('https://image1.ljcdn.com/210100-inspection/de94fb63-1608-40e3-8e95-bbd683a33ada.jpg.296x216.jpg', '美好愿景 1室1厅 60万', '美好愿景  | 1室1厅 | 65平米 | 南 | 其他', '中楼层(共27层)板楼  -  铁西区', '60万', '单价9231元/平米')
('https://image1.ljcdn.com/210100-inspection/9b9fa03e-ad78-4724-a35f-b8ff1ade090c.jpg.296x216.jpg', '第一城D组团 2室2厅 105万', '第一城D组团  | 2室2厅 | 100平米 | 南 北 | 其他', '高楼层(共26层)2008年建板塔结合  -  铁西区', '105万', '单价10500元/平米')
('https://image1.ljcdn.com/210100-inspection/095f4b84-fade-41a4-8327-6b9ca3e7f198.jpg.296x216.jpg', '鑫丰御景华庭   南北通透   顶楼', '鑫丰御景华庭  | 2室2厅 | 97平米 | 南 西 北 | 其他', '高楼层(共28层)2010年建板楼  -  铁西区', '135万', '单价13918元/平米')
('https://image1.ljcdn.com/210100-inspection/086e50ea-fff5-496d-b5c3-5b7e20d251b2.JPG.296x216.jpg', '巴塞罗那二期 小户型 精装修 西北朝向', '巴塞罗那二期  | 1室1厅 | 45.22平米 | 西北 | 其他', '低楼层(共24层)2008年建板楼  -  铁西区', '66万', '单价14596元/平米')
('https://image1.ljcdn.com/210100-inspection/e8e7c62d-18b4-43cd-9811-3896adce3eb6.jpg.296x216.jpg', '正大世纪家园 3室2厅 115万', '正大世纪家园  | 3室2厅 | 120平米 | 东 南 北 | 其他', '高楼层(共27层)2007年建板楼  -  铁西区', '115万', '单价9584元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload0f16381b-8f2e-4a2e-8555-02e813f1ab7e.jpg.296x216.jpg', '金硕园 南北标户 不把山不临街 精装修 拎包即住中间层', '金硕园  | 3室2厅 | 173平米 | 东南 北 | 其他', '中楼层(共12层)2003年建板楼  -  铁西区', '150万', '单价8671元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload8b24a7d0-451e-4a26-acbc-79f562ebab65.JPG.296x216.jpg', '铁西区建设大路爱馨苑两室满五年南北通透', '爱馨苑  | 2室2厅 | 98.32平米 | 南 北 | 其他', '中楼层(共7层)2001年建板楼  -  铁西区', '78万', '单价7934元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload62ca0aff-9be7-4f3e-a516-87f8298e515f.JPG.296x216.jpg', '可自住可出租，小户型无浪费空间', '移动馨城  | 1室0厅 | 38平米 | 西 | 简装', '低楼层(共26层)2007年建板楼  -  铁西区', '28万', '单价7369元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploaddb21efd9-cc59-4f09-b87e-acea9110f097.jpg.296x216.jpg', '建设大路 保工街 宏伟金都  多层 南北通透 两室一卫', '宏伟金都  | 2室2厅 | 103.73平米 | 南 北 | 其他', '高楼层(共6层)2007年建板塔结合  -  铁西区', '90万', '单价8677元/平米')
('https://image1.ljcdn.com/210100-inspection/71ba8a49-680f-44f9-8efb-a336940b598c.JPG.296x216.jpg', '兴华街沈辽路纳帕小区精装修，高楼层采光好，商圈成熟', '纳帕名门  | 2室1厅 | 83.4平米 | 南 北 | 其他', '高楼层(共6层)2013年建板楼  -  铁西区', '150万', '单价17986元/平米')
('https://image1.ljcdn.com/210100-inspection/f3f82c2d-79e4-4466-be34-d983763e45c1.jpg.296x216.jpg', '鑫丰俪城 2室1厅 104万', '鑫丰俪城  | 2室1厅 | 80.5平米 | 南 西 北 | 其他', '低楼层(共26层)2008年建板楼  -  铁西区', '104万', '单价12920元/平米')
('https://image1.ljcdn.com/210100-inspection/954a28fa-a525-4444-aec0-705f2113fb13.jpg.296x216.jpg', '千缘爱在城 2室1厅 59万', '千缘爱在城  | 2室1厅 | 52.5平米 | 西 | 其他', '低楼层(共28层)2010年建板楼  -  铁西区', '59万', '单价11239元/平米')
('https://image1.ljcdn.com/210100-inspection/d1f8dae3-c745-4c87-85ae-e4e79013c482.JPG.296x216.jpg', '惠和公寓 3室2厅 110万', '惠和公寓  | 3室2厅 | 126.1平米 | 南 北 | 其他', '低楼层(共25层)板楼  -  铁西区', '110万', '单价8724元/平米')
('https://image1.ljcdn.com/320100-inspection/9f9ff983-f603-4253-ba5a-e2b0d77eaafa.JPG.296x216.jpg', '圣工街北三路 富云新都西区 南北通透 雏鹰', '富云新都西区  | 2室1厅 | 77.92平米 | 南 北 | 其他', '高楼层(共7层)2005年建板楼  -  铁西区', '53万', '单价6802元/平米')
('https://image1.ljcdn.com/210100-inspection/a9a2baef-74dd-481b-b5da-0d9bb7eb8343.jpg.296x216.jpg', '浅草七期园区内一楼南向一室+赠送地下室', '浅草绿阁七期廊桥溪语  | 1室1厅 | 49平米 | 南 | 其他', '低楼层(共11层)2009年建板楼  -  铁西区', '59万', '单价12041元/平米')
('https://image1.ljcdn.com/210100-inspection/a5a9a0a3-a6b0-4c93-91a7-64d4b73a9ad1.jpg.296x216.jpg', '新湖明珠城 3室1厅 198万', '新湖明珠城  | 3室1厅 | 119.68平米 | 南 北 | 其他', '低楼层(共27层)2010年建板楼  -  铁西区', '198万', '单价16545元/平米')
('https://image1.ljcdn.com/210100-inspection/4f60dd9f-f532-4986-85a7-31bbeff03196.jpg.296x216.jpg', '第壹城B组团   三室两厅一厨一卫', '第一城B组团  | 3室2厅 | 113平米 | 西南 | 精装', '高楼层(共30层)2008年建板塔结合  -  铁西区', '105万', '单价9293元/平米')
('https://image1.ljcdn.com/210100-inspection/962b4744-3cfa-47aa-ab8a-30ea8a47a27b.jpg.296x216.jpg', '欧尚一品 2室2厅 118万', '欧尚一品  | 2室2厅 | 89.68平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  铁西区', '118万', '单价13158元/平米')
('https://image1.ljcdn.com/210100-inspection/030fb12b-6db7-4c94-a5ea-6a819a066120.jpg.296x216.jpg', '佰世品德 2室2厅 49.5万', '佰世品德  | 2室2厅 | 60平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  铁西区', '49.5万', '单价8250元/平米')
('https://image1.ljcdn.com/210100-inspection/16b8233b-ffdf-4a51-ba7f-f34ceb930d9d.JPG.296x216.jpg', '华润置地广场 2室1厅 160万', '华润置地广场  | 2室1厅 | 105平米 | 南 北 | 其他', '高楼层(共33层)2012年建板楼  -  铁西区', '160万', '单价15239元/平米')
('https://image1.ljcdn.com/210100-inspection/d2c36280-1747-4c00-8ca4-b14cbae02e20.JPG.296x216.jpg', '建设大路 启工街 兴隆大都汇旁  第壹城 精装一室开间', '第一城F组团  | 1室0厅 | 46.78平米 | 西北 | 其他', '低楼层(共30层)2010年建板塔结合  -  铁西区', '42万', '单价8979元/平米')
('https://image1.ljcdn.com/210100-inspection/06260be0-4328-448d-a19b-291a52632433.jpg.296x216.jpg', '浅草绿阁七期廊桥溪语 1室0厅 64万', '浅草绿阁七期廊桥溪语  | 1室0厅 | 48.72平米 | 南 | 其他', '低楼层(共11层)2009年建板楼  -  铁西区', '64万', '单价13137元/平米')
('https://image1.ljcdn.com/210100-inspection/12519899-a109-448f-9e7f-8791e2d75644.jpg.296x216.jpg', '香域蓝山 2室2厅 120万', '香域蓝山  | 2室2厅 | 93.06平米 | 南 北 | 其他', '高楼层(共6层)2007年建板塔结合  -  铁西区', '120万', '单价12895元/平米')
('https://image1.ljcdn.com/210100-inspection/c904657b-fdba-443e-a4e3-3bc57ee3262d.jpg.296x216.jpg', '爵士意境 2室2厅 165万', '爵士意境  | 2室2厅 | 94.04平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  铁西区', '165万', '单价17546元/平米')
('https://image1.ljcdn.com/210100-inspection/f3cd9ff0-d746-40b1-ad63-56447bf36d81.jpg.296x216.jpg', '保利百合花园南园 1室1厅 76万', '保利百合花园南园  | 1室1厅 | 58平米 | 南 | 其他', '中楼层(共18层)2007年建板楼  -  铁西区', '76万', '单价13104元/平米')
('https://image1.ljcdn.com/210100-inspection/c48bc3c4-17ee-4686-860a-b291a455d0d4.jpg.296x216.jpg', '浅草绿阁七期廊桥溪语 1室1厅 54万', '浅草绿阁七期廊桥溪语  | 1室1厅 | 48.72平米 | 南 | 其他', '中楼层(共11层)2009年建板楼  -  铁西区', '54万', '单价11084元/平米')
('https://image1.ljcdn.com/210100-inspection/f760d94b-9c6d-4c40-b3ea-e160c37a9db6.jpg.296x216.jpg', '小户型一室，西向，人车分流，人文环境好', '第一城F组团  | 1室1厅 | 32.96平米 | 西 | 其他', '高楼层(共30层)2010年建板塔结合  -  铁西区', '36万', '单价10923元/平米')
('https://image1.ljcdn.com/210100-inspection/dc738863-b715-496a-9c90-edae6438a05d.jpg.296x216.jpg', '浅草绿阁七期廊桥溪语 1室1厅 48.8万', '浅草绿阁七期廊桥溪语  | 1室1厅 | 48.8平米 | 南 | 其他', '高楼层(共11层)2009年建板楼  -  铁西区', '48.8万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/5d449d67-23e6-4b0c-84b7-7d29250679f6.jpg.296x216.jpg', '假日蓝湾 2室1厅 125万', '假日蓝湾  | 2室1厅 | 88平米 | 南 北 | 其他', '低楼层(共4层)2009年建板楼  -  铁西区', '125万', '单价14205元/平米')
('https://image1.ljcdn.com/210100-inspection/57895f80-8a6c-4618-99f5-67d67d7351ba.jpg.296x216.jpg', '幸福岛 两室两厅 105.34平 136万带车位', '幸福岛  | 2室2厅 | 105.34平米 | 南 北 | 其他', '中楼层(共27层)2008年建板楼  -  铁西区', '125万', '单价11867元/平米')
('https://image1.ljcdn.com/210100-inspection/57fbe4df-3c76-4ef7-a906-52afd25d2fc8.jpg.296x216.jpg', '美好愿景 1室1厅 58万', '美好愿景  | 1室1厅 | 63.6平米 | 西北 | 其他', '低楼层(共27层)板楼  -  铁西区', '58万', '单价9120元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload82fbc2b7-cda4-4032-be73-8407be5fc17c.jpg.296x216.jpg', '宏伟金都 2室1厅 60万', '宏伟金都  | 2室1厅 | 65平米 | 南 北 | 其他', '高楼层(共6层)2007年建板塔结合  -  铁西区', '60万', '单价9231元/平米')
('https://image1.ljcdn.com/210100-inspection/60e6d760-ca3a-44ac-a06c-880a659af5e6.jpg.296x216.jpg', '幸福岛 1室1厅 44万', '幸福岛  | 1室1厅 | 40.27平米 | 北 | 其他', '低楼层(共32层)2008年建板楼  -  铁西区', '44万', '单价10927元/平米')
('https://image1.ljcdn.com/210100-inspection/e2927748-ac00-464d-bde2-f8ab71f95de6.jpg.296x216.jpg', '保工街 小北一路 富海铭尊 西向一室开间 诚心出售', '富海铭尊  | 1室0厅 | 40.45平米 | 西 | 其他', '低楼层(共16层)2005年建板楼  -  铁西区', '34万', '单价8406元/平米')
('https://image1.ljcdn.com/210100-inspection/365cb3eb-47f5-4e5d-b4c8-6447d9247cb7.jpg.296x216.jpg', '欧尚一品 2室1厅 72万', '欧尚一品  | 2室1厅 | 59平米 | 南 北 | 其他', '低楼层(共16层)2007年建板楼  -  铁西区', '72万', '单价12204元/平米')
('https://image1.ljcdn.com/210100-inspection/ad856d55-eb8a-456a-9a81-81fa5ac17a8a.jpg.296x216.jpg', '万科铁西蓝山 2室1厅 102万', '万科铁西蓝山  | 2室1厅 | 79.74平米 | 西南 | 其他', '高楼层(共27层)板楼  -  铁西区', '102万', '单价12792元/平米')
('https://image1.ljcdn.com/210100-inspection/12dae2ec-9602-448a-8e71-ca1c2dd05c81.jpg.296x216.jpg', '第一城B组团 2室1厅 85万', '第一城B组团  | 2室1厅 | 76.8平米 | 南 东北 | 其他', '低楼层(共30层)2008年建板塔结合  -  铁西区', '85万', '单价11068元/平米')
('https://image1.ljcdn.com/210100-inspection/8af36f8b-b53d-4616-9b6d-fe48095734c4.JPG.296x216.jpg', '金辉佳苑 1室1厅 35万', '金辉佳苑  | 1室1厅 | 52平米 | 南 | 其他', '低楼层(共18层)暂无数据  -  铁西区', '35万', '单价6731元/平米')
('https://image1.ljcdn.com/210100-inspection/28da4b1c-c863-4488-a271-036546fd955b.jpg.296x216.jpg', '第一城D组团 2室1厅 85万', '第一城D组团  | 2室1厅 | 83.9平米 | 西南 | 其他', '高楼层(共26层)2008年建板塔结合  -  铁西区', '85万', '单价10132元/平米')
('https://image1.ljcdn.com/210100-inspection/c7c5b617-057b-4eff-aae7-bf69ed6d5c31.jpg.296x216.jpg', '启工街北四路建设花园，精装修小户型，多层，公摊小', '建设花园  | 2室1厅 | 60平米 | 南 北 | 其他', '高楼层(共11层)1999年建板塔结合  -  铁西区', '50万', '单价8334元/平米')
('https://image1.ljcdn.com/210100-inspection/c9be6828-5786-4620-9f16-15076ca9d2a1.jpg.296x216.jpg', '香域蓝山 2室1厅 92万', '香域蓝山  | 2室1厅 | 80.59平米 | 南 北 | 其他', '低楼层(共6层)2007年建板塔结合  -  铁西区', '92万', '单价11416元/平米')
('https://image1.ljcdn.com/210100-inspection/a0357782-9a97-494c-a271-932bdfde6c46.JPG.296x216.jpg', '韵动领地 2室1厅 69万', '韵动领地  | 2室1厅 | 74.6平米 | 南 | 其他', '低楼层(共28层)2007年建板楼  -  铁西区', '69万', '单价9250元/平米')
('https://image1.ljcdn.com/210100-inspection/87de0e6c-4054-4f94-abda-b4a35221ad1e.jpg.296x216.jpg', '房子满五唯一，装修保持好  看房方便', '富海铭尊  | 3室1厅 | 85.42平米 | 东 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  铁西区', '85万', '单价9951元/平米')
('https://image1.ljcdn.com/210100-inspection/a8213ff4-ad9d-4e68-b621-93fe6767c782.JPG.296x216.jpg', '城市阳光 194平 137万 南北通透', '城市阳光  | 3室2厅 | 194平米 | 南 北 | 其他', '中楼层(共9层)2003年建板楼  -  铁西区', '137万', '单价7062元/平米')
('https://image1.ljcdn.com/210100-inspection/2fc3e552-4009-4969-aaa0-fe8104997867.jpg.296x216.jpg', '鑫丰国际 2室1厅 82万', '鑫丰国际  | 2室1厅 | 74.06平米 | 南 | 其他', '中楼层(共26层)2007年建板楼  -  铁西区', '82万', '单价11073元/平米')
('https://image1.ljcdn.com/210100-inspection/d94f6b71-ba54-412b-b3bd-ce83fa7abc92.png.296x216.jpg', '浅草绿阁七期廊桥溪语 1室1厅 50万', '浅草绿阁七期廊桥溪语  | 1室1厅 | 45平米 | 南 | 其他', '中楼层(共5层)2009年建板楼  -  铁西区', '50万', '单价11112元/平米')
('https://image1.ljcdn.com/210100-inspection/60d0c6f3-78ec-4759-9732-cd9aa0f20aff.JPG.296x216.jpg', '诗波特生活园 南北标户 不把山不临街 精装修 拎包即住', '诗波特生活园  | 3室2厅 | 144.74平米 | 南 北 | 精装', '中楼层(共9层)板楼  -  铁西区', '135万', '单价9328元/平米')
('https://image1.ljcdn.com/210100-inspection/d621a318-494b-4f11-a326-7c0bf5144bed.jpg.296x216.jpg', '君临天下三期精装两室不把山不临街', '君临天下熙城桃源  | 2室2厅 | 102平米 | 南 北 | 精装', '高楼层(共6层)2008年建板楼  -  铁西区', '120万', '单价11765元/平米')
('https://image1.ljcdn.com/210100-inspection/872e3c6d-84dd-4c6c-a271-390a35a59adb.JPG.296x216.jpg', '晋斯豪庭 不把山 不临街 采光好', '晋斯豪庭  | 4室2厅 | 165平米 | 南 北 | 简装', '高楼层(共7层)板楼  -  铁西区', '145万', '单价8788元/平米')
('https://image1.ljcdn.com/210100-inspection/8364b45a-49fb-4157-8360-d8254676bbde.JPG.296x216.jpg', '凯旋门 2室1厅 86万', '凯旋门  | 2室1厅 | 76平米 | 西北 | 其他', '低楼层(共33层)2011年建板楼  -  铁西区', '86万', '单价11316元/平米')
('https://image1.ljcdn.com/210100-inspection/986aaad2-7d9f-4787-abc7-ee674214b46c.jpg.296x216.jpg', '铁西南风雅园 南北通透 顶楼带阁楼 带楼台 格局正', '南风雅园一期  | 2室2厅 | 109平米 | 南 北 | 精装', '高楼层(共7层)2004年建板楼  -  铁西区', '80万', '单价7340元/平米')
('https://image1.ljcdn.com/210100-inspection/88689087-be4f-4993-bd15-ce063eace727.jpg.296x216.jpg', '顶楼带阁楼 精装修 可拎包入住 园区似公园 出行方便', '其仕郡  | 2室2厅 | 60平米 | 西北 | 精装', '高楼层(共24层)2009年建板楼  -  铁西区', '91万', '单价15167元/平米')
('https://image1.ljcdn.com/210100-inspection/8b67428e-52ec-4996-9456-72708db77868.jpg.296x216.jpg', '方大胜景 1室1厅 35.7万', '方大胜景  | 1室1厅 | 42平米 | 南 | 其他', '中楼层(共17层)2015年建板楼  -  铁西区', '35.7万', '单价8500元/平米')
('https://image1.ljcdn.com/210100-inspection/3aead80e-faee-4f1c-9701-411b722e8044.jpg.296x216.jpg', '青年居易 2室1厅 55万', '青年居易  | 2室1厅 | 43.1平米 | 南 | 其他', '高楼层(共9层)2004年建板楼  -  铁西区', '55万', '单价12762元/平米')
('https://image1.ljcdn.com/210100-inspection/9a737523-8049-4048-86de-14e453d1d74c.JPG.296x216.jpg', '铁西体育场 森林公园 保利心语花园 精装修两室 赠阁楼', '保利心语花园  | 2室2厅 | 120平米 | 东南 | 其他', '高楼层(共17层)2014年建板楼  -  铁西区', '113万', '单价9417元/平米')
('https://image1.ljcdn.com/210100-inspection/401c8eb6-6095-469e-8e9c-6dfcd37e2987.jpg.296x216.jpg', '爵士意境 2室1厅 75万', '爵士意境  | 2室1厅 | 59平米 | 西北 | 其他', '高楼层(共17层)板楼  -  铁西区', '75万', '单价12712元/平米')
('https://image1.ljcdn.com/210100-inspection/35e44f87-b105-4bd3-97d4-f53eef32958f.jpg.296x216.jpg', '青年居易 小户型 南向一居室 业主自住 看房方便', '青年居易  | 1室1厅 | 52.96平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  铁西区', '62万', '单价11707元/平米')
('https://image1.ljcdn.com/210100-inspection/3863717b-5876-4400-842b-134afb495fb4.jpg.296x216.jpg', '御览嘉园 2室2厅 109万', '御览嘉园  | 2室2厅 | 107.6平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  铁西区', '109万', '单价10131元/平米')
('https://image1.ljcdn.com/210100-inspection/6ca14168-f881-487a-9486-01366680b4a1.jpg.296x216.jpg', '万达广场E组团 2室2厅 68万', '万达广场E组团  | 2室2厅 | 76平米 | 西北 | 其他', '中楼层(共33层)2011年建板楼  -  铁西区', '68万', '单价8948元/平米')
('https://image1.ljcdn.com/210100-inspection/b3117b28-00d9-4cb1-9165-8f86361ea0b7.jpg.296x216.jpg', '东环国际花园二期 2室2厅 115万', '东环国际花园二期  | 2室2厅 | 95平米 | 南 北 | 其他', '中楼层(共26层)2008年建板楼  -  铁西区', '115万', '单价12106元/平米')
('', '新湖北国之春 2室2厅 110万', '新湖北国之春  | 2室2厅 | 95平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  铁西区', '110万', '单价11579元/平米')
('https://image1.ljcdn.com/210100-inspection/test-8f235996-434a-43f9-a79f-32e7c3d8db34.png.296x216.jpg', '龙湖花千树 4室2厅 400万', '龙湖花千树  | 4室2厅 | 172平米 | 南 北 | 其他', '低楼层(共5层)2015年建板塔结合  -  铁西区', '400万', '单价23256元/平米')
('https://image1.ljcdn.com/210100-inspection/c1416e2a-55dd-4c15-a5f4-ffe5d4c95935.jpg.296x216.jpg', '云峰街北一路新湖北国之春南北通透不把山不临街带阁楼', '新湖北国之春  | 4室3厅 | 133平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  铁西区', '142万', '单价10677元/平米')
