('https://image1.ljcdn.com/330100-inspection/2ba2f57e-745b-44b1-a42a-8263d7b9573f.jpg.296x216.jpg', '金成经典4跃5好户型，中间楼层，全明格局。', '金成花园  | 3室2厅 | 132.77平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  文一西路', '480万', '单价36153元/平米')
('https://image1.ljcdn.com/330100-inspection/327b5bee-3ab4-4913-b576-3a21756d22b9.jpg.296x216.jpg', '70年住宅，朝南，正对小区花园，总价低，出租租金高', '黄龙雅苑  | 1室1厅 | 41.78平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2004年建塔楼  -  黄龙', '280万', '单价67018元/平米')
('https://image1.ljcdn.com/330100-inspection/daeeeda4-e890-4a78-8918-93bcb61ee104.jpg.296x216.jpg', '耀江文欣大厦 写字楼 小面积 总价低', '耀江文欣大厦  | 1室0厅 | 80.85平米 | 西 北 | 简装 | 有电梯', '高楼层(共20层)2002年建塔楼  -  文教', '210万', '单价25975元/平米')
('https://image1.ljcdn.com/330100-inspection/3af13aa4-44e0-4fd6-871c-b2bf0269d3e4.jpg.296x216.jpg', '留下西苑 2室1厅 248万', '留下西苑  | 2室1厅 | 73.72平米 | 东 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  西溪', '248万', '单价33641元/平米')
('https://image1.ljcdn.com/330100-inspection/f9bd9c45-3895-4ce2-beb9-ddc81f9dd1c5.jpg.296x216.jpg', '马塍路13号 3室0厅 436万', '马塍路13号  | 3室0厅 | 61.04平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1984年建板楼  -  文三', '436万', '单价71429元/平米')
('https://image1.ljcdn.com/330100-inspection/33caa06b-dcec-4623-8edc-15a5640a2139.png.296x216.jpg', '此房精装，房东自住，适合刚需客户。', '融创瑷骊山  | 2室2厅 | 71.8平米 | 南 | 精装 | 有电梯', '高楼层(共12层)2014年建板楼  -  转塘', '300万', '单价41783元/平米')
('https://image1.ljcdn.com/330100-inspection/a644f863-f4a4-44ff-8a28-f758ce3ac2ab.jpg.296x216.jpg', '两房朝南 清爽装修 西边套  不沿街', '翠苑三区  | 2室1厅 | 50.33平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1989年建板楼  -  翠苑', '225万', '单价44705元/平米')
('https://image1.ljcdn.com/330100-inspection/d1a71874-4a53-42c9-817e-9f88714040da.jpg.296x216.jpg', '户型正气，楼层好，拎包入住，交通便利', '城北商贸园  | 3室2厅 | 104平米 | 东 西 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  申花', '308万', '单价29616元/平米')
('https://image1.ljcdn.com/330100-inspection/bbe8b95e-6b34-4229-b287-fc1e3944e68b.JPG.296x216.jpg', '乾成园西湖区 浙大紫金港北面位置优越62方两房', '乾成园  | 2室1厅 | 61.24平米 | 南 | 精装 | 有电梯', '高楼层(共10层)2009年建板楼  -  三墩', '220万', '单价35925元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload99235d70-b510-4e89-93fb-61272f0a7e12.jpg.296x216.jpg', '都市阳光嘉苑小两房 采光视野好，诚心出售', '都市阳光嘉苑  | 2室2厅 | 63.21平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2010年建板楼  -  良渚', '205万', '单价32432元/平米')
('https://image1.ljcdn.com/330100-inspection/689aac0c-4aec-4168-a2f1-85a68dc5d5ec.jpg.296x216.jpg', '水木清华排屋 带南北院子 空气清新环境好', '水木清华   | 联排别墅 | 6室2厅 | 270平米 | 南 北 | 精装 | 无电梯', '1层2008年建暂无数据  -  小和山', '660万', '单价24445元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload87ded091-321b-44ea-9990-116bc7a01ed6.jpg.296x216.jpg', '九莲新村 给您一个温馨舒适的港湾', '九莲新村  | 2室1厅 | 53.17平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  九莲', '225万', '单价42318元/平米')
('https://image1.ljcdn.com/330100-inspection/7ebe9b3c-6373-4727-8584-7905d45e1d27.jpg.296x216.jpg', '河滨之城新出西边套 沿河 满两年 诚心出售', '融创河滨之城  | 3室2厅 | 89.28平米 | 南 | 精装', '低楼层(共18层)2017年建板楼  -  西溪', '550万', '单价61604元/平米')
('https://image1.ljcdn.com/330100-inspection/19a36454-ee79-49fc-8c4b-1928f4e948d9.jpg.296x216.jpg', '松木场河东 1室1厅 208万', '松木场河东  | 1室1厅 | 26.57平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1985年建板楼  -  黄龙', '208万', '单价78284元/平米')
('https://image1.ljcdn.com/330100-inspection/e80d8e03-c783-4136-bc27-22d60b908a05.jpg.296x216.jpg', '房改房 没有增值税 学军十三中本部', '马塍路33号  | 3室1厅 | 75.26平米 | 南 | 简装 | 无电梯', '高楼层(共5层)1983年建板楼  -  学军', '580万', '单价77067元/平米')
('https://image1.ljcdn.com/330100-inspection/5f88da59-86c5-46a3-a2e6-cc98c8f901de.jpg.296x216.jpg', '紫金公寓文三街文苑中间楼层两房朝南户型正气', '紫金公寓  | 2室1厅 | 61.9平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  文三西路', '280万', '单价45235元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb3ad091d-db1f-4cf0-8720-a53713e40011.jpg.296x216.jpg', '曲荷巷18号 两房朝南 户型正气 采光充足无遮挡', '曲荷巷18号  | 2室1厅 | 82.88平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  古荡', '368万', '单价44402元/平米')
('https://image1.ljcdn.com/330100-inspection/8b8aa354-6b80-4b2f-b343-a5743e1820f4.JPG.296x216.jpg', '乾成园客厅带阳台精装修小两房适合刚需', '乾成园  | 2室1厅 | 61.8平米 | 南 | 精装 | 有电梯', '高楼层(共10层)2009年建板楼  -  三墩', '210万', '单价33981元/平米')
('https://image1.ljcdn.com/330100-inspection/1542c29c-5dee-41ca-9386-4010fd86949f.jpg.296x216.jpg', '黄龙和山 排屋 边套 位置好 总价低', '复地黄龙和山   | 联排别墅 | 6室3厅 | 330平米 | 南 北 | 毛坯 | 无电梯', '1层2015年建暂无数据  -  西溪', '1300万', '单价39394元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadd80e824a-9f00-40c7-888d-39389759e712.jpg.296x216.jpg', '富越香溪 西湖区 次新房 满2年 6套间 沿河一线景观', '富越香溪   | 联排别墅 | 6室2厅 | 397.78平米 | 南 北 | 毛坯 | 无电梯', '1层2014年建暂无数据  -  西溪', '1500万', '单价37710元/平米')
('https://image1.ljcdn.com/330100-inspection/fdde8192-f279-4e91-a710-e008e954dfdb.jpg.296x216.jpg', '河滨之城，三室两厅精装修带地暖，家具家电全送', '融创河滨之城  | 3室2厅 | 89.79平米 | 南 | 其他', '中楼层(共18层)2017年建板楼  -  西溪', '580万', '单价64596元/平米')
('https://image1.ljcdn.com/330100-inspection/c4f51278-3521-49f8-901b-0e55d615f0a7.jpg.296x216.jpg', '华门自由21世纪 2室1厅 530万', '华门自由21世纪  | 2室1厅 | 104.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2002年建塔楼  -  文教', '530万', '单价50718元/平米')
('https://image1.ljcdn.com/330100-inspection/test-da88522a-1aae-472c-909a-8401d35b838e.png.296x216.jpg', '翠苑二区 一楼带院子 中等装修 精致2房 拎包入住', '翠苑二区  | 2室1厅 | 61.49平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1989年建板楼  -  翠苑', '260万', '单价42284元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8e358555-4717-466b-a89c-cfa8190e785b.jpg.296x216.jpg', '舒适三房朝南精装修 单价3.8万', '翠苑东二区  | 3室2厅 | 109.96平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  文教', '425万', '单价38651元/平米')
('https://image1.ljcdn.com/330100-inspection/40174990-7b4d-41cf-ba69-0aad1d8285f2.jpg.296x216.jpg', '都市阳光嘉苑，只有个税，精装修', '都市阳光嘉苑  | 2室2厅 | 82.8平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2010年建板楼  -  良渚', '240万', '单价28986元/平米')
('https://image1.ljcdn.com/330100-inspection/6d3c4c6f-8d62-482b-bb30-cee3dc1dd76d.jpg.296x216.jpg', '金都城市芯宇 奢华品质 东边套 子母套 两本产证', '金都城市芯宇  | 4室2厅 | 179.93平米 | 南 | 精装 | 有电梯', '中楼层(共29层)2010年建塔楼  -  文教', '1380万', '单价76697元/平米')
('https://image1.ljcdn.com/330100-inspection/d4c8423e-629c-47c5-a7e3-bd90998f6376.JPG.296x216.jpg', '乾成园 西湖区 62方两房 刚需好房。', '乾成园  | 2室2厅 | 62平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2009年建板楼  -  三墩', '220万', '单价35484元/平米')
('https://image1.ljcdn.com/330100-inspection/6641810a-e47c-48f8-88df-16b1e1532fb0.JPG.296x216.jpg', '中海紫藤苑 西湖区精装高层业主自住西边套，视野好。', '中海紫藤苑  | 2室2厅 | 89.17平米 | 南 北 | 精装 | 有电梯', '中楼层(共21层)2011年建板楼  -  三墩', '350万', '单价39251元/平米')
('https://image1.ljcdn.com/330100-inspection/f0f37386-ab38-4d6b-b993-b2485acd8d17.jpg.296x216.jpg', '行知十三中 小区中间位置 南北通透 精装修诚心出售', '耀江文萃苑  | 3室2厅 | 117.33平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2003年建板楼  -  文教', '733万', '单价62474元/平米')
('https://image1.ljcdn.com/330100-inspection/b88a8fc0-dfb7-4ea8-9a26-aaf59a55716f.jpg.296x216.jpg', '西溪锋尚苑 城西主城区公寓 配套成熟 生活方便', '西溪锋尚苑  | 1室1厅 | 58.21平米 | 南 | 简装 | 有电梯', '中楼层(共7层)2005年建板楼  -  文三西路', '135万', '单价23192元/平米')
('https://image1.ljcdn.com/330100-inspection/test-e8123884-f18a-4878-872f-a098f9086345.png.296x216.jpg', '紫金公寓，精装修，低总价，中间楼层', '紫金公寓  | 2室1厅 | 60.07平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1996年建板楼  -  文三西路', '285万', '单价47445元/平米')
('https://image1.ljcdn.com/330100-inspection/5b71a07d-cf01-45ca-9bfc-c8cdf8d7f798.jpg.296x216.jpg', '小和山高教园区 环境好 精装拎包住 诚心出售价格可谈', '浪漫和山  | 2室2厅 | 101.78平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2003年建板楼  -  小和山', '348万', '单价34192元/平米')
('https://image1.ljcdn.com/330100-inspection/9b424cd4-fbe2-4c81-b273-c87a6c9deca5.JPG.296x216.jpg', '润达花园，交通便捷，地理位置优', '润达花园  | 3室1厅 | 90.5平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  三墩', '320万', '单价35360元/平米')
('https://image1.ljcdn.com/330100-inspection/0f29002b-1a7e-432b-b657-c8356d6c43e7.jpg.296x216.jpg', '中间位置，电梯房边套跃层，送大露台，房东诚心卖', '星洲花园格兰馨芦  | 5室2厅 | 218.58平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2000年建塔楼  -  文一西路', '1000万', '单价45750元/平米')
('https://image1.ljcdn.com/330100-inspection/c0b3d89f-4a56-4884-837c-a80de61acdb2.jpg.296x216.jpg', '房子楼层低，总价低，户型南北通透，业主诚心出售。', '翠苑四区  | 2室1厅 | 51.73平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  翠苑', '225万', '单价43496元/平米')
('https://image1.ljcdn.com/330100-inspection/3867e70c-3958-479a-8884-64a2d19fe548.JPG.296x216.jpg', '金地自在城   西湖区次新房  格局方正 业主自住保养好', '金地自在城  | 3室2厅 | 120.49平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2012年建板楼  -  三墩', '505万', '单价41913元/平米')
('https://image1.ljcdn.com/330100-inspection/00aa3256-7403-4b90-96a4-af946f92f0a2.jpg.296x216.jpg', '西溪湿地旁，紧靠天目山路，地上3层地下1层大别墅', '华元和庄  | 8室3厅 | 338.7平米 | 南 | 精装', '低楼层(共1层)2010年建暂无数据  -  西溪', '1800万', '单价53145元/平米')
('https://image1.ljcdn.com/330100-inspection/de2f3982-8f2d-4f1c-a378-495e5acca0e1.jpg.296x216.jpg', '房子楼层好，户型三开间朝南南北通透 采光通风真的好', '赞成岭上花苑  | 4室2厅 | 148.84平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2009年建板楼  -  转塘', '470万', '单价31578元/平米')
('https://image1.ljcdn.com/330100-inspection/1b696992-d552-4959-bccf-a88998dd5fbe.jpg.296x216.jpg', '和苑小区 3室1厅 450万', '和苑小区  | 3室1厅 | 96.7平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2011年建板楼  -  申花', '450万', '单价46536元/平米')
('https://image1.ljcdn.com/330100-inspection/32e883d2-2e8c-4749-8472-41835d40cbca.jpg.296x216.jpg', '文鼎苑，西边套大四房，俯瞰浙大，业主置换排屋诚心卖', '耀江文鼎苑  | 4室2厅 | 167.86平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2008年建板塔结合  -  申花', '1180万', '单价70297元/平米')
('https://image1.ljcdn.com/330100-inspection/test-b2e260a0-04bb-4856-b54b-c33e28655ef7.png.296x216.jpg', '金地东苑的纯边套楼幢楼层位置好，实木家具保养的很好', '金地自在城  | 3室2厅 | 89平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2012年建板楼  -  三墩', '373万', '单价41911元/平米')
('https://image1.ljcdn.com/330100-inspection/669c5c4c-87c5-4773-ab7e-405d5d2e37f0.jpg.296x216.jpg', '颐景园旁边，精装两房，楼层好，南北通透', '丹枫新村  | 2室1厅 | 68.11平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  文三西路', '310万', '单价45515元/平米')
('https://image1.ljcdn.com/330100-inspection/a395d625-5749-4e33-b90b-380026abfc19.jpg.296x216.jpg', '中兴公寓 2室2厅 335万', '中兴公寓  | 2室2厅 | 79.96平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  文三西路', '335万', '单价41896元/平米')
('https://image1.ljcdn.com/330100-inspection/test-fb4990c2-4304-4c05-a2b5-c401af90b0e2.png.296x216.jpg', '中兴公寓经典2房格局 装修清爽，拎包入住', '中兴公寓  | 2室1厅 | 66.16平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  文三西路', '270万', '单价40811元/平米')
('https://image1.ljcdn.com/330100-inspection/c2440f5f-9904-4d0c-8a83-dede444f3c9a.jpg.296x216.jpg', '户型方正 边套户 采光充足 自住装修', '东日晴好  | 2室1厅 | 89.54平米 | 南 | 简装 | 无电梯', '低楼层(共11层)2017年建板楼  -  转塘', '320万', '单价35739元/平米')
('https://image1.ljcdn.com/330100-inspection/27fbf735-730c-4be2-8106-ac08a6a9e7c6.jpg.296x216.jpg', '府苑新村 3室2厅 460万', '府苑新村  | 3室2厅 | 93.59平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  文三西路', '460万', '单价49151元/平米')
('https://image1.ljcdn.com/330100-inspection/0c70c0fd-b77b-4817-88a5-3f564718d8a0.jpg.296x216.jpg', '篁外经典复式 全明户型 空气流通性好 赠送面积多', '中海定山府  | 6室2厅 | 329.03平米 | 南 | 毛坯 | 有电梯', '中楼层(共16层)2010年建板楼  -  转塘', '830万', '单价25226元/平米')
('https://image1.ljcdn.com/330100-inspection/c35e239a-925b-42dd-ae0a-c091a33ddcdd.jpg.296x216.jpg', '次新房 百年杭师大原址 小三房', '融信杭州公馆  | 3室1厅 | 89平米 | 南 | 其他', '高楼层(共30层)2017年建板楼  -  文教', '570万', '单价64045元/平米')
('https://image1.ljcdn.com/330100-inspection/7f6e4609-7aa8-4049-92c7-916156b40ea3.jpg.296x216.jpg', '新上优质房源、东边套、中间楼层、户型正气', '翠苑佳居  | 3室2厅 | 120.68平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2001年建板楼  -  翠苑', '475万', '单价39361元/平米')
('https://image1.ljcdn.com/330100-inspection/b2035c13-7ed1-4fc9-9319-b26a341be39a.jpg.296x216.jpg', '送20方大露台 送阁楼 送地下储藏室10平方 诚心出售', '金都新城  | 4室2厅 | 176.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  文三西路', '698万', '单价39651元/平米')
('https://image1.ljcdn.com/330100-inspection/45801a51-eff6-4531-9b45-deccc8d997ed3.jpg.296x216.jpg', '篁外毛坯大排屋边套花园大全明户型满两年税少看房方便', '中海定山府   | 联排别墅 | 5室2厅 | 327.99平米 | 南 | 毛坯 | 无电梯', '1层2010年建暂无数据  -  转塘', '1550万', '单价47258元/平米')
('https://image1.ljcdn.com/330100-inspection/5e074120-f43d-4059-ae98-352d40cac722.jpg.296x216.jpg', '改善大三房，精装拎包入住，户型方正南通北透！', '金地自在城  | 3室2厅 | 111.3平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2012年建板楼  -  三墩', '480万', '单价43127元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload003396ef-00d3-4ef4-919f-0e6cf846ac69.jpg.296x216.jpg', '中海定山府 3室1厅 350万', '中海定山府  | 3室1厅 | 86.38平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2010年建板楼  -  转塘', '350万', '单价40519元/平米')
('https://image1.ljcdn.com/330100-inspection/94a320a8-7bfa-4cbc-b925-896ccb8e6cb1.JPG.296x216.jpg', '满五，诚心出售的排屋，看房方便', '浪漫和山  | 5室2厅 | 372.24平米 | 南 北 | 精装', '低楼层(共2层)暂无数据  -  小和山', '1300万', '单价34924元/平米')
('https://image1.ljcdn.com/330100-inspection/e8c195c4-0735-49e7-a06a-801551071f43.JPG.296x216.jpg', '都市水乡水秀苑 精装修 三墩站地铁口 户型方正', '都市水乡水秀苑  | 2室2厅 | 88.38平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2006年建板楼  -  三墩', '285万', '单价32248元/平米')
('https://image1.ljcdn.com/330100-inspection/b69e0415-6843-405b-a724-f5d181e3aa3e.jpg.296x216.jpg', '西湖区少有的loft公寓，实用面积大，可自住，可办公！', '筑品金座  | 1室1厅 | 146.07平米 | 西南 | 简装 | 有电梯', '低楼层(共10层)2010年建板楼  -  文三西路', '380万', '单价26015元/平米')
('https://image1.ljcdn.com/330100-inspection/test-9652d1b5-635d-4ed9-9dbe-df92bd46ccf5.png.296x216.jpg', '小区环境优美，户型方正，交通出行比较方便', '紫金文苑  | 2室1厅 | 86.2平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2003年建板塔结合  -  申花', '440万', '单价51045元/平米')
('https://image1.ljcdn.com/330100-inspection/adb2aedd-8097-4956-b816-3c6cac85751d.jpg.296x216.jpg', '西湖边，宝石山下，环境安静舒适，地段好，边套楼层好', '宝石山下5弄20号  | 3室1厅 | 74.85平米 | 南 | 简装', '中楼层(共5层)2000年建暂无数据  -  黄龙', '520万', '单价69473元/平米')
('https://image1.ljcdn.com/330100-inspection/54f62940-44f6-4731-b2e8-d4ee4726310a.jpg.296x216.jpg', '翠苑三区，清爽装修，拎包入住！', '翠苑三区  | 2室1厅 | 42.51平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1989年建板楼  -  翠苑', '190万', '单价44696元/平米')
