('https://image1.ljcdn.com/330100-inspection/df63673a-b304-46da-a708-6c0f9c85ab3a.jpg.296x216.jpg', '降低身价，只为遇见你，急降40万诚心卖', '钱塘景苑  | 4室2厅 | 171.5平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2000年建板楼  -  彩虹城', '630万', '单价36735元/平米')
('https://image1.ljcdn.com/330100-inspection/17adfb56-36a1-4026-86ab-49939de23c2f.JPG.296x216.jpg', '燕语林森大3房；户型布局十分合理，楼层好采光佳', '燕语林森公寓  | 3室2厅 | 130.97平米 | 南 北 | 简装 | 有电梯', '中楼层(共10层)2007年建板楼  -  西兴', '508万', '单价38788元/平米')
('', '开发商精装修公寓LOFT，舒适宽敞', '世茂智慧之门  | 1室2厅 | 45.94平米 | 南 | 精装', '低楼层(共19层)2018年建板楼  -  滨江区政府', '230万', '单价50066元/平米')
('https://image1.ljcdn.com/330100-inspection/d0dda738-d106-4b09-b145-1705304c4520.jpg.296x216.jpg', '东方商务会馆 1室1厅 120万', '东方商务会馆  | 1室1厅 | 26.52平米 | 北 | 其他 | 有电梯', '高楼层(共16层)2000年建板楼  -  长河', '120万', '单价45249元/平米')
('', '金龙大厦 1室1厅 215万', '金龙大厦  | 1室1厅 | 68.6平米 | 北 | 其他 | 有电梯', '中楼层(共28层)2011年建塔楼  -  滨江区政府', '215万', '单价31342元/平米')
('https://image1.ljcdn.com/330100-inspection/test-4f988698-5347-4a77-9716-02d8b5f7ee77.png.296x216.jpg', '金铂湾 1室1厅 248万', '金铂湾  | 1室1厅 | 52平米 | 东北 | 其他', '低楼层(共24层)2016年建板楼  -  滨江区政府', '248万', '单价47693元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ec6849eb-4acd-4055-ad2e-e500c187766e.png.280x210.jpg', '采光视野好，赠送10平方 西边套  满二年！', '荣安望江南  | 3室2厅 | 89平米 | 南 北 | 简装 | 有电梯', '低楼层(共25层)2013年建板塔结合  -  滨江区政府', '570万', '单价64045元/平米')
('https://image1.ljcdn.com/330100-inspection/b9822cfa-401e-4581-8c64-0902ef3a2419.jpg.296x216.jpg', '户型方正，顶楼跃层，价格美丽。', '长江小区  | 4室2厅 | 80平米 | 南 北 | 简装', '高楼层(共6层)板楼  -  长河', '290万', '单价36250元/平米')
('', '水印城 3室2厅 二线江景 出租装修', '水印城  | 3室2厅 | 137.61平米 | 南 | 简装 | 有电梯', '中楼层(共26层)2008年建板楼  -  长河', '620万', '单价45055元/平米')
('https://image1.ljcdn.com/330100-inspection/1ce22a80-f7c7-4b7e-a4dc-7e5c2a085d5d.jpg.296x216.jpg', '开发商精装交付，绿城物业，拎包入住', '江滨澜廷  | 1室1厅 | 55.1平米 | 南 | 精装', '24层2014年建板楼  -  滨江区政府', '193万', '单价35028元/平米')
('', '龙禧大酒店 1室2厅 265万', '龙禧大酒店  | 1室2厅 | 73平米 | 南 | 精装 | 有电梯', '高楼层(共28层)2003年建板楼  -  彩虹城', '265万', '单价36302元/平米')
('', '云厦连园 夹边套 全明三房客厅朝南户型', '云厦连园  | 3室2厅 | 138.1平米 | 南 北 | 简装 | 有电梯', '低楼层(共13层)2010年建板楼  -  西兴', '515万', '单价37292元/平米')
('', '水印城 2室1厅 380万', '水印城  | 2室1厅 | 62平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2008年建板楼  -  长河', '380万', '单价61291元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c81fb686-6710-4f15-998a-54a4c30a2aa0.png.296x216.jpg', '世茂之西湖 朝南 精装修 酒店式公寓 带车位诚心出售', '世茂之西湖  | 1室1厅 | 47平米 | 南 | 精装 | 有电梯', '33层2015年建板楼  -  彩虹城', '150万', '单价31915元/平米')
('', '明月江南，绿化覆盖，质量物业，精装中yang空调＋地暖', '绿城明月江南  | 2室2厅 | 89平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2014年建板楼  -  滨江区政府', '615万', '单价69102元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/22c8f5d3-4c04-4201-8052-f6d68f1357b1.png.280x210.jpg', '万科逸天广场 2室1厅 450万', '万科逸天广场  | 2室1厅 | 101平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  浦沿', '450万', '单价44555元/平米')
('', '长江小区房东诚售，看房方便，价格实惠', '长江小区  | 3室1厅 | 80.76平米 | 南 | 简装', '中楼层(共5层)2004年建板楼  -  长河', '280万', '单价34671元/平米')
('https://image1.ljcdn.com/330100-inspection/8fe67f91-c72f-42c9-b7fe-1b4d95676cd0.jpg.296x216.jpg', '此房满五年有个税，业主诚心出售 两房朝南厅朝南', '贺田尚城  | 2室2厅 | 99.35平米 | 南 | 简装 | 有电梯', '中楼层(共10层)2003年建板楼  -  浦沿', '385万', '单价38752元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1e1e594e-328a-4e4b-90c8-3d00e669275f.png.280x210.jpg', '水印城 3室2厅 630万', '水印城  | 3室2厅 | 138.65平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2008年建板楼  -  长河', '630万', '单价45439元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5db23857-3064-4d15-a1fc-c769c30735b6.png.280x210.jpg', '观邸国际精致小三房，送车位，诚心出售', '观邸国际  | 3室2厅 | 109.15平米 | 南 | 简装 | 有电梯', '中楼层(共33层)2008年建板塔结合  -  浦沿', '438万', '单价40129元/平米')
('', '金铂湾 1室1厅 245万', '金铂湾  | 1室1厅 | 51平米 | 北 | 其他', '高楼层(共24层)2016年建板楼  -  滨江区政府', '245万', '单价48040元/平米')
('https://image1.ljcdn.com/330100-inspection/fa1331f5-98c9-43ee-aae7-14ff4040d98a.JPG.296x216.jpg', '滨江区政府难得独立单身公寓，厅卧分开，朝南精装', '汉峰峰公馆  | 1室1厅 | 51平米 | 南 | 精装 | 有电梯', '高楼层(共22层)2013年建板楼  -  滨江区政府', '140万', '单价27451元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5d6ef5f0-97ec-4a6a-8f30-5b0a7189fa5f.png.280x210.jpg', '龙湖朝南户型，楼层好 ， 奥体旁', '龙湖春江彼岸  | 4室1厅 | 160平米 | 东 南 北 | 简装 | 有电梯', '高楼层(共33层)2015年建板楼  -  奥体', '910万', '单价56875元/平米')
('', '滨江宝龙广场朝南公寓  房东诚心出售 赶紧联系我！', '潮人汇  | 1室1厅 | 44平米 | 南 | 精装 | 有电梯', '高楼层(共21层)2005年建板塔结合  -  彩虹城', '96万', '单价21819元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/616bbeda-264e-4389-abb1-2d45016b9bdd.png.280x210.jpg', '双地铁    次新房   大四房', '玲珑府  | 4室2厅 | 80.15平米 | 西 | 简装 | 有电梯', '低楼层(共29层)2016年建板楼  -  西兴', '430万', '单价53650元/平米')
('https://image1.ljcdn.com/330100-inspection/dc94595d-6b3e-4423-a94f-9ccca24d8ba0.jpg.296x216.jpg', '迎春小区 2室2厅 340万', '迎春小区  | 2室2厅 | 98.19平米 | 东 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  滨江区政府', '340万', '单价34627元/平米')
('', '开发商精装修公寓LOFT，舒适宽敞', '世茂智慧之门  | 3室2厅 | 81.58平米 | 西南 | 精装', '低楼层(共19层)2018年建板楼  -  滨江区政府', '350.7万', '单价42989元/平米')
('', '贺田尚城大3房，户型方正，房东诚心出售', '贺田尚城  | 4室2厅 | 155.12平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2003年建板楼  -  浦沿', '565万', '单价36424元/平米')
('', '钱塘春晓 地铁口 精装LOFT公寓', '钱塘春晓大厦  | 2室2厅 | 57.18平米 | 南 | 简装', '高楼层(共15层)暂无数据  -  滨江区政府', '178万', '单价31130元/平米')
('https://image1.ljcdn.com/330100-inspection/0f071c39-3760-4dec-ba2b-e7252b9f73f3.JPG.296x216.jpg', '江滨澜廷高楼层，视野开阔，开放商统一精装', '江滨澜廷  | 1室1厅 | 56.5平米 | 南 | 精装', '24层2014年建板楼  -  滨江区政府', '260万', '单价46018元/平米')
('', '近钱塘江边，朝南户型，交通便利，', '钱江湾花园  | 3室2厅 | 113.11平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2003年建板楼  -  浦沿', '547万', '单价48361元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/016af605-6408-4e7f-b8b1-062166a1ada1.png.280x210.jpg', '观邸国际一线江景大四房 全明户型 南北通透 面积可拓', '观邸国际  | 4室2厅 | 158.09平米 | 西南 | 简装 | 有电梯', '中楼层(共32层)2008年建板楼  -  浦沿', '730万', '单价46177元/平米')
('', '双阳台，户型方正 ，三房，两开间朝南', '东和云第  | 3室2厅 | 86平米 | 南 东北 | 其他 | 有电梯', '高楼层(共32层)2014年建板楼  -  浦沿', '350万', '单价40698元/平米')
('https://image1.ljcdn.com/330100-inspection/bd54445c-cc8a-469b-ab86-8144f5c0c0f9.jpg.296x216.jpg', '温兴风情苑合适的房子等合适的人', '温兴风情苑  | 3室2厅 | 162平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2007年建板楼  -  西兴', '530万', '单价32717元/平米')
('', '开发商精装修公寓LOFT，舒适宽敞', '世茂智慧之门  | 1室2厅 | 44.95平米 | 南 | 精装', '高楼层(共19层)2018年建板楼  -  滨江区政府', '240万', '单价53393元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/dc9f1151-1403-4776-9cc5-7ffff5e93b91.png.280x210.jpg', '大三房 景观大阳台 增送20多方 满2年免去增值税', '世茂之西湖  | 3室2厅 | 88.72平米 | 南 北 | 简装 | 有电梯', '高楼层(共27层)2015年建板楼  -  彩虹城', '550万', '单价61993元/平米')
('', '水印城 2室1厅 455万', '水印城  | 2室1厅 | 106.16平米 | 南 西 | 简装 | 有电梯', '高楼层(共32层)2008年建板楼  -  长河', '455万', '单价42860元/平米')
('https://image1.ljcdn.com/330100-inspection/fc2e9738-369c-4854-bb94-62757e238664.JPG.296x216.jpg', '高品质小区  小面积总价低   中间楼层', '瑞立中央花城  | 1室1厅 | 54平米 | 南 | 简装 | 有电梯', '低楼层(共31层)2009年建板楼  -  滨江区政府', '350万', '单价64815元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9c9b3bf1-e9c7-4602-9fdd-1c8e324edee8.png.280x210.jpg', '积家绿城物业  loft户型70年产权住宅', '积家  | 3室1厅 | 75.54平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2014年建板楼  -  浦沿', '470万', '单价62219元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7a6d57fb-dda0-4a2b-ad67-2e17586a49f7.png.280x210.jpg', '适合刚需用户，楼层高，视野好，格局方正', '太阳国际公寓  | 1室1厅 | 65.47平米 | 东南 | 简装 | 有电梯', '高楼层(共33层)2007年建塔楼  -  彩虹城', '350万', '单价53460元/平米')
('', '三开间朝南 户型方正超正气 总价低 值得推荐', '白金海岸  | 3室2厅 | 132.99平米 | 南 北 | 其他 | 有电梯', '中楼层(共13层)2006年建板楼  -  长河', '630万', '单价47372元/平米')
('https://image1.ljcdn.com/330100-inspection/e293a987-cb1f-421b-b318-3d839189394d.jpg.296x216.jpg', '地铁现房，房东自住装修，纯西边套，南北通透', '瑞立东方花城  | 3室2厅 | 89.76平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2015年建板楼  -  西兴', '500万', '单价55705元/平米')
('https://image1.ljcdn.com/330100-inspection/test-e0ab2b17-551e-4c49-8372-55b51125b091.png.296x216.jpg', '成熟地段，70年产权小户型，四号地铁线边上。', '银色港湾公寓  | 1室1厅 | 46.65平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2006年建板楼  -  彩虹城', '245万', '单价52519元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/623e2632-a98d-4dce-b5a5-7634285cbac5.png.280x210.jpg', '想上学想落户的小面积住宅，年轻人的优秀选择，总价低', '龙禧大酒店  | 1室1厅 | 54平米 | 北 | 简装 | 有电梯', '高楼层(共28层)2003年建板楼  -  彩虹城', '238万', '单价44075元/平米')
('https://image1.ljcdn.com/330100-inspection/168062fa-5ee0-44d7-9703-7dbd84e03106.jpg.296x216.jpg', '玲珑府 2室2厅 560万', '玲珑府  | 2室2厅 | 80.21平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2016年建板楼  -  西兴', '560万', '单价69817元/平米')
('https://image1.ljcdn.com/330100-inspection/53c9a7f5-8f00-4feb-8497-d4b6b0f9227c.jpg.296x216.jpg', '超级星期天 1室1厅 71万', '超级星期天  | 1室1厅 | 41.49平米 | 北 | 其他 | 有电梯', '高楼层(共13层)2008年建板楼  -  浦沿', '71万', '单价17113元/平米')
('https://image1.ljcdn.com/330100-inspection/test-39b73dcd-236a-48af-9a95-9483bdc03b21.png.296x216.jpg', '浙新小区 2室2厅 350万', '浙新小区  | 2室2厅 | 85平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  浦沿', '350万', '单价41177元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ee374550-81a0-49df-804d-8a1a1326931e.png.280x210.jpg', '精装修，三房朝南，采光充足，视野开阔', '温兴风情苑  | 3室1厅 | 148平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2007年建板楼  -  西兴', '530万', '单价35811元/平米')
('https://image1.ljcdn.com/330100-inspection/01ca0311-04ca-4a5e-944f-41404414b22f.jpg.296x216.jpg', '滨江住宅性质小户型 满五年  业主自住精装拎包入住', '中兴和园  | 1室1厅 | 63.37平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2009年建板楼  -  彩虹城', '205万', '单价32350元/平米')
('', '银泰海威国际 3室2厅 645万', '银泰海威国际  | 3室2厅 | 128.89平米 | 南 | 毛坯 | 有电梯', '低楼层(共33层)2009年建板楼  -  长河', '645万', '单价50043元/平米')
('', '滨江大学边上，难得中间楼层，实用面积多', '时代长岛之春  | 3室2厅 | 135.69平米 | 西 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  浦沿', '450万', '单价33164元/平米')
('', '国信嘉园 6室3厅 1200万', '国信嘉园  | 6室3厅 | 245.42平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2006年建板楼  -  彩虹城', '1200万', '单价48896元/平米')
('https://image1.ljcdn.com/330100-inspection/test-87541aa4-edfc-4c91-b597-2522f19c3f03.png.296x216.jpg', '铂金名筑 4室2厅 600万', '铂金名筑  | 4室2厅 | 137平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2015年建板楼  -  长河', '600万', '单价43796元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5668f302-267f-4ed4-b885-8db95279ba73.png.280x210.jpg', '白金海岸 小户型 业主诚卖 看房提前约', '白金海岸  | 2室1厅 | 93.57平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2006年建板楼  -  长河', '480万', '单价51299元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2803b88f-0fda-4dbb-8877-cf01e8a688d1.png.280x210.jpg', '精装LOFT公寓   地铁口   4.75米超大空间', '玲珑府  | 3室2厅 | 44.56平米 | 北 | 精装 | 有电梯', '高楼层(共21层)2016年建塔楼  -  西兴', '165万', '单价37029元/平米')
('https://image1.ljcdn.com/330100-inspection/c7719f8a-18f5-4849-8a2f-f32aa707fc73.JPG.296x216.jpg', '云厦连园 三房全明 满两年 385万自住好房', '云厦连园  | 3室2厅 | 84.8平米 | 南 | 其他 | 有电梯', '中楼层(共12层)2010年建板楼  -  西兴', '400万', '单价47170元/平米')
('', '风雅钱塘 3室2厅 660万', '风雅钱塘  | 3室2厅 | 131.35平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2006年建板楼  -  滨江区政府', '660万', '单价50248元/平米')
('', '西兴地铁口鑫都汇大厦公寓 适合过渡居住层高4.78米', '兴耀鑫都汇  | 2室1厅 | 49.14平米 | 东 | 其他', '高楼层(共20层)2016年建板楼  -  西兴', '188万', '单价38259元/平米')
('https://image1.ljcdn.com/330100-inspection/b6e28ee8-2c81-4574-b87f-1de4a02cdaa7.JPG.296x216.jpg', '东和时代 1室1厅 148万', '东和时代  | 1室1厅 | 51.21平米 | 西 | 精装 | 有电梯', '中楼层(共28层)2013年建板楼  -  滨江区政府', '148万', '单价28901元/平米')
('', '朗庭公馆 3室2厅 190万', '朗庭公馆  | 3室2厅 | 151平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2010年建板楼  -  白马湖', '190万', '单价12583元/平米')
('', '钱江一桥边上，江景房，没有税费', '观邸国际  | 3室2厅 | 132.75平米 | 南 北 | 简装 | 有电梯', '中楼层(共33层)2008年建板塔结合  -  浦沿', '545万', '单价41055元/平米')
('', '出租装修 高楼层视野开阔  看房方便', '绿地旭辉城  | 4室2厅 | 130.41平米 | 南 | 精装 | 有电梯', '中楼层(共48层)2017年建板楼  -  奥体', '780万', '单价59812元/平米')
('', '璞悦湾商铺，随时可以看，精装修', '万科璞悦湾  | 1室0厅 | 47.78平米 | 南 | 简装 | 无电梯', '低楼层(共8层)2016年建板楼  -  浦沿', '180万', '单价37673元/平米')
('https://image1.ljcdn.com/330100-inspection/test-f96829f1-a4d2-41d7-830c-46a9f4f035a4.png.296x216.jpg', '奥体江景房，精装修带地暖，视野开阔，楼层好', '绿地旭辉城  | 3室1厅 | 138平米 | 南 | 精装 | 有电梯', '低楼层(共49层)2017年建板楼  -  奥体', '920万', '单价66667元/平米')
('', '倾城之恋 3室2厅 660万', '倾城之恋  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '低楼层(共14层)2004年建板塔结合  -  滨江区政府', '660万', '单价58408元/平米')
('', '大户型，总价低，房东诚心出售，价格可议', '同人春江时代花园  | 3室2厅 | 167.24平米 | 南 北 | 其他 | 有电梯', '中楼层(共22层)2008年建塔楼  -  长河', '780万', '单价46640元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/11afd41a-23c9-4cf2-9bed-84fe8debd073.png.280x210.jpg', '地处滨江钱江南岸一桥东侧小区地理位置优越交通便利', '彩虹城  | 1室1厅 | 68.79平米 | 西南 | 精装 | 有电梯', '中楼层(共20层)2007年建板楼  -  彩虹城', '360万', '单价52334元/平米')
