('https://image1.ljcdn.com/210200-inspection/77c04763-38bb-4103-afb3-4104b70b0036.jpg.296x216.jpg', '金润三室 前后带院 门头已开好 位置好 适宜居住', '金润小区B区  | 3室1厅 | 102.18平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2010年建板楼  -  金润', '90万', '单价8808元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0622b683-07a0-41df-8e8e-3552aef5b6f2.png.296x216.jpg', '八里河小区，楼层好，视野开阔，出行方便', '八里河小区  | 2室1厅 | 77.64平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2009年建板楼  -  桃园', '54万', '单价6956元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d3aa27d4-6a46-4f02-98f9-67c6aeb7c501.png.296x216.jpg', '中长小区 2室1厅 33万', '中长小区  | 2室1厅 | 50.2平米 | 南 | 其他', '高楼层(共5层)板楼  -  古城汇金', '33万', '单价6574元/平米')
('https://image1.ljcdn.com/210200-inspection/3e1a3659-fe57-4774-86ed-353449ef5c97.JPG.296x216.jpg', '此房是少有三室两卫精装修保持好.拎包即住', '金纺馨公寓  | 1室1厅 | 40.32平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2006年建板楼  -  金纺', '32万', '单价7937元/平米')
('https://image1.ljcdn.com/210200-inspection/test-bc4b4377-a605-4321-bbec-5fe9e42f662c.png.296x216.jpg', '古城丁区 2室1厅 70万', '古城丁区  | 2室1厅 | 81平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1997年建板楼  -  古城汇金', '70万', '单价8642元/平米')
('https://image1.ljcdn.com/210200-inspection/test-00905829-7f9d-4ea2-952f-2b7455191c47.png.296x216.jpg', '非顶楼 自己可以随意装修 俯瞰整个金州', '龙祥嘉园  | 2室1厅 | 73.8平米 | 南 北 | 毛坯', '高楼层(共18层)板楼  -  金华', '55万', '单价7453元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d06fc3e6-9b44-4d91-92f9-53903f22af11.png.296x216.jpg', '拥军小区 2室1厅 44.5万', '拥军小区  | 2室1厅 | 65平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1994年建板楼  -  光明', '44.5万', '单价6847元/平米')
('https://image1.ljcdn.com/210200-inspection/7055b824-341d-4393-bf03-359f6f4c6b62.jpg.296x216.jpg', '海天富地 3室2厅 150万', '海天富地  | 3室2厅 | 49.22平米 | 南 北 | 其他', '低楼层(共18层)2014年建板楼  -  东山', '150万', '单价30476元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d4debe98-3ba1-49aa-8751-c261214e141a.png.296x216.jpg', '聚鑫小区三期 1室1厅 36万', '聚鑫小区三期  | 1室1厅 | 47.3平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2008年建板楼  -  金纺', '36万', '单价7611元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0d419dc8-d384-4bbc-89ac-f876bfca0772.png.296x216.jpg', '金润单价低采光视野好生活便利看房方便', '金润小区A区  | 2室1厅 | 50平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2005年建板楼  -  金润', '33万', '单价6600元/平米')
('https://image1.ljcdn.com/210200-inspection/00fcf8ad-ad05-405c-a2f3-2da8b87dd5a2.jpg.296x216.jpg', '远洋假日叠拼别墅 南北向 不挡光价格可议', '远洋假日养生庄园  | 3室1厅 | 100.36平米 | 南 北 | 其他', '中楼层(共4层)暂无数据  -  金石滩', '88万', '单价8769元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7982f628-6e58-45db-b784-f3eb648c5c2b.png.296x216.jpg', '金海明珠 2室1厅 46万', '金海明珠  | 2室1厅 | 52.5平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2012年建板楼  -  金华', '46万', '单价8762元/平米')
('https://image1.ljcdn.com/210200-inspection/test-aefc9a22-ae81-478a-b0cd-da966bb1c84e.png.296x216.jpg', '德泰岭秀逸城，毛坯两室，大黑山天然氧吧', '德泰岭秀逸城B区  | 2室2厅 | 117.6平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共18层)2013年建板楼  -  桃园', '135万', '单价11480元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9ab82c5f-831a-4d2e-a390-7940c125eaeb.png.296x216.jpg', '自贸区 景观房 南北通厅 五明户型', '滨海丰园  | 2室2厅 | 105.7平米 | 南 北 | 其他', '低楼层(共25层)2011年建板楼  -  金湾新城', '75万', '单价7096元/平米')
('https://image1.ljcdn.com/210200-inspection/0f93c15d-4c54-410d-aa89-8c4a151d9137.jpg.296x216.jpg', '盛滨花园D区 2室2厅 82.5万', '盛滨花园D区  | 2室2厅 | 111.39平米 | 东南 | 简装 | 有电梯', '高楼层(共12层)2004年建板楼  -  站前', '82.5万', '单价7407元/平米')
('https://image1.ljcdn.com/210200-inspection/test-995643bc-b7f3-4aab-9126-4a666b5cbb85.png.296x216.jpg', '生辉第一城 1室1厅 56.6万', '生辉第一城  | 1室1厅 | 59.52平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2007年建板楼  -  城润', '56.6万', '单价9510元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7ce7a88d-d9ac-4bc4-9f81-5a247a7c61a4.png.296x216.jpg', '古城丁区 2室1厅 53.9万', '古城丁区  | 2室1厅 | 69.5平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1997年建板楼  -  古城汇金', '53.9万', '单价7756元/平米')
('https://image1.ljcdn.com/210200-inspection/743746ed-0d2d-45b9-bfd5-6e04f2201838.jpg.296x216.jpg', '鲁能琴海园3室3厅2卫五跃六产权84平+40平阁楼精装包税', '鲁能优山美地  | 2室2厅 | 84平米 | 南 北 | 其他', '高楼层(共5层)暂无数据  -  金石滩', '87万', '单价10358元/平米')
('https://image1.ljcdn.com/210200-inspection/035eaa04-9881-4d38-9a9e-9754a7fc288b.jpg.296x216.jpg', '董家沟 两室一厅 南北通透 董家沟植物园近在咫尺', '卧龙园  | 2室1厅 | 68平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  金湾新城', '47万', '单价6912元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e1248ed5-58a1-498d-8dab-29434763ef5f.png.296x216.jpg', '连大文润金宸三期 2室1厅 68万', '连大文润金宸三期  | 2室1厅 | 74.64平米 | 西 | 其他 | 有电梯', '中楼层(共32层)2010年建板楼  -  连大', '68万', '单价9111元/平米')
('https://image1.ljcdn.com/210200-inspection/test-408544c8-495a-44a2-9721-78ea3d1cde3d.png.296x216.jpg', '和嘉两室 次新小区 中层电梯楼', '和嘉佳园  | 2室0厅 | 49.25平米 | 东南 | 简装 | 有电梯', '中楼层(共18层)2009年建板楼  -  站前', '33.5万', '单价6803元/平米')
('https://image1.ljcdn.com/210200-inspection/278c39ce-6262-4111-a7c5-f6fb5046ad20.JPG.296x216.jpg', '鸿玮澜山一期 3室2厅 150万', '鸿玮澜山一期  | 3室2厅 | 85.61平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2011年建板楼  -  桃园', '150万', '单价17522元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6e9b6ba9-d939-47e9-878f-7fb4326acf2d.png.296x216.jpg', '新希望家园 1室1厅 30.8万', '新希望家园  | 1室1厅 | 33.61平米 | 西 | 其他 | 有电梯', '低楼层(共25层)2009年建塔楼  -  城润', '30.8万', '单价9164元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3f2ed153-61f7-4ce2-97a5-4ca15d7f217a.png.296x216.jpg', '于洼小区 1室1厅 30万', '于洼小区  | 1室1厅 | 40.3平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1990年建板楼  -  碧海', '30万', '单价7445元/平米')
('https://image1.ljcdn.com/210200-inspection/test-dc290c2a-c55b-443a-b629-f87cec7175b3.png.296x216.jpg', '光明连大商圈 一室 中间楼层 南向 精装修 可租可住', '金州福佳新天地广场  | 1室1厅 | 49.19平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  光明', '41.5万', '单价8437元/平米')
('https://image1.ljcdn.com/210200-inspection/test-22731f9c-f60e-4b00-8af5-be508b692195.png.296x216.jpg', '糖果小区 2室1厅 50万', '糖果小区  | 2室1厅 | 50平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2011年建板楼  -  金润', '50万', '单价10000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d5c8cee9-f16d-4cdb-83c3-4d1e2a64d8c1.png.296x216.jpg', '位置好，交通便利。精装修。拎包入住。', '万科城  | 2室1厅 | 72.9平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2016年建板楼  -  金纺', '89万', '单价12209元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadfe8686f9-75bd-47a5-9f21-ca701b8d63db.jpg.296x216.jpg', '建兴花园框架精装3室2厅2卫1厨，采光好。地脚好。', '建兴花园  | 3室2厅 | 124.9平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)2009年建板楼  -  碧海', '90万', '单价7206元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a88a5219-5b2f-426c-8a73-e4c802b17dbb.png.296x216.jpg', '金纺小区 2室1厅 49万', '金纺小区  | 2室1厅 | 64.19平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1988年建板楼  -  金纺', '49万', '单价7634元/平米')
('https://image1.ljcdn.com/210200-inspection/test-559ceb51-e18b-46d8-9b5d-06a981e7d9d2.png.296x216.jpg', '和嘉佳园 2室0厅 30万', '和嘉佳园  | 2室0厅 | 46.73平米 | 西 | 简装 | 有电梯', '高楼层(共18层)2009年建板楼  -  站前', '30万', '单价6420元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1c4733e9-9786-4275-b6c3-157079d89da0.png.296x216.jpg', '金地新里程 1室1厅 33万', '金地新里程  | 1室1厅 | 47.31平米 | 南 | 其他 | 有电梯', '高楼层(共11层)板楼  -  城润', '33万', '单价6976元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ca143055-cb65-4f0c-a153-be50635e18db.png.296x216.jpg', '新希望乐城 2室1厅 105万', '新希望乐城  | 2室1厅 | 89.49平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2015年建板楼  -  城润', '105万', '单价11734元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e89277a7-e3a2-41b9-aa12-a0ced0ffe139.png.296x216.jpg', '此房所在位置比较繁华，有小吃 超市 ，有各种公交路线', '于洼小区  | 1室1厅 | 40.5平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1990年建板楼  -  碧海', '33万', '单价8149元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fc35732e-4039-450a-a39c-5a08d0169414.png.296x216.jpg', '龙湾路小区 2室1厅 25万', '龙湾路小区  | 2室1厅 | 45.93平米 | 南 | 其他', '高楼层(共6层)2009年建板楼  -  城润', '25万', '单价5444元/平米')
('https://image1.ljcdn.com/210200-inspection/test-afeef10e-c97c-492f-9ccc-b201ec3ef50e.png.296x216.jpg', '南棉小区 2室1厅 41万', '南棉小区  | 2室1厅 | 57平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1990年建板楼  -  南棉', '41万', '单价7193元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9d783ea5-8eaa-4443-b1aa-131e77171ffe.png.296x216.jpg', '自然天城B区 1室1厅 34万', '自然天城B区  | 1室1厅 | 44.26平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2010年建板楼  -  金纺', '34万', '单价7682元/平米')
('https://image1.ljcdn.com/210200-inspection/test-53853658-dd5c-47ad-b4a7-2f3ad7f838c6.png.296x216.jpg', '金地新里程 1室1厅 35万', '金地新里程  | 1室1厅 | 50平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2008年建板楼  -  城润', '35万', '单价7000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9b112539-44cc-4ca3-85c8-b983f9e1ce65.png.296x216.jpg', '金地新里程 2室1厅 50万', '金地新里程  | 2室1厅 | 65.94平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2008年建板楼  -  城润', '50万', '单价7583元/平米')
('https://image1.ljcdn.com/210200-inspection/test-986c2858-32bb-4288-9448-4000535e6ad5.png.296x216.jpg', '房主诚心出售，中等装修，出行方便，送仓房', '胜利西小区  | 2室1厅 | 64.7平米 | 南 | 简装', '高楼层(共6层)板楼  -  光明', '39.8万', '单价6152元/平米')
('https://image1.ljcdn.com/210200-inspection/test-bf22e12a-eae1-4502-8a41-e66c878d6e02.png.296x216.jpg', '康居小区两室一大厅，视野好，空气清新，', '康居小区  | 2室1厅 | 101.66平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  金润', '53万', '单价5214元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d1141d61-d4b2-464a-9f68-5d541bd0e746.png.296x216.jpg', '糖果小区 2室2厅 43万', '糖果小区  | 2室2厅 | 65.7平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '43万', '单价6545元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c47fae83-4809-4a06-9917-cd8f7f1b7f6e.png.296x216.jpg', '南北通透拎包住交通便利生活方便轻轨站', '金信陶然居  | 2室1厅 | 79.15平米 | 南 北 | 简装 | 有电梯', '低楼层(共19层)2007年建板楼  -  桃园', '72万', '单价9097元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a4591db9-e6dd-466c-b460-4acd7b84052f.png.296x216.jpg', '海天新界 2室1厅 75万', '海天新界  | 2室1厅 | 87.49平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  连大', '75万', '单价8573元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7de92583-d7e5-4fa3-b07e-56bf1d9b87f0.png.296x216.jpg', '南棉小区 2室1厅 40万', '南棉小区  | 2室1厅 | 50平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1990年建板楼  -  南棉', '40万', '单价8000元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d28583db-e554-49d9-bef2-df9319ffd14d.png.296x216.jpg', '绿苑小区 2室1厅 36万', '绿苑小区  | 2室1厅 | 46平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2000年建板楼  -  南棉', '36万', '单价7827元/平米')
('https://image1.ljcdn.com/210200-inspection/test-90696d5f-35b6-4b10-b9eb-936c3b53a866.png.296x216.jpg', '出行方便 配套齐全 近市场 近沃尔玛 近公园 近医院', '胜利小区  | 2室1厅 | 59平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  光明', '52万', '单价8814元/平米')
('https://image1.ljcdn.com/210200-inspection/test-98146e3f-19f0-4861-8401-ec02438a9794.png.296x216.jpg', '华邦俪城 2室1厅 85万', '华邦俪城  | 2室1厅 | 79.71平米 | 南 | 简装 | 有电梯', '低楼层(共24层)2011年建板楼  -  桃园', '85万', '单价10664元/平米')
('https://image1.ljcdn.com/210200-inspection/test-aca371c3-ad27-4ec5-9dc3-623c468eb9d1.png.296x216.jpg', '新希望乐城两室清水房，双南卧室西客厅。', '新希望乐城  | 2室1厅 | 70.1平米 | 南 西 | 其他 | 有电梯', '高楼层(共32层)2015年建板楼  -  城润', '72万', '单价10272元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d168c282-9aec-444e-b24b-301d36ef573f.png.296x216.jpg', '地理位置好      精装修  拎包入住', '金宸联郡  | 2室1厅 | 61.32平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2015年建板楼  -  金纺', '52.5万', '单价8562元/平米')
('https://image1.ljcdn.com/210200-inspection/test-50c47301-b614-4300-b90f-76137fbeed1e.png.296x216.jpg', '东山小区，双南卧室，小二室一厅', '金州东山小区  | 2室1厅 | 55.5平米 | 南 | 精装', '低楼层(共6层)板楼  -  金润', '38万', '单价6847元/平米')
('https://image1.ljcdn.com/210200-inspection/test-33ecf950-aa48-428c-aca8-7b4dfd11fbd9.png.296x216.jpg', '金润小区A区 2室2厅 78万', '金润小区A区  | 2室2厅 | 90.07平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2008年建板楼  -  金润', '78万', '单价8660元/平米')
('https://image1.ljcdn.com/210200-inspection/test-badcd8b1-29c2-4342-9467-f81ffa3bd149.png.296x216.jpg', '金海国际花园 1室1厅 39万', '金海国际花园  | 1室1厅 | 49.17平米 | 南 | 其他 | 有电梯', '低楼层(共19层)2016年建板楼  -  金华', '39万', '单价7932元/平米')
('https://image1.ljcdn.com/210200-inspection/test-9d6baad8-90f8-45d9-99ff-eb243d63d07a.png.296x216.jpg', '于洼小区 2室2厅 47.5万', '于洼小区  | 2室2厅 | 63平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1990年建板楼  -  碧海', '47.5万', '单价7540元/平米')
('https://image1.ljcdn.com/210200-inspection/test-df97c2a9-5631-402c-853a-a6129237e349.png.296x216.jpg', '新希望乐城 2室1厅 69.5万', '新希望乐城  | 2室1厅 | 66平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  城润', '69.5万', '单价10531元/平米')
('https://image1.ljcdn.com/210200-inspection/test-118f40b3-037a-4e89-93be-fa5ee80eeced.png.296x216.jpg', '远洋假日养生庄园，清水房，楼层好，位置好', '远洋假日养生庄园  | 2室1厅 | 57.62平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  金石滩', '43万', '单价7463元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c376a365-8ebe-4267-8e24-84c20c6b7081.png.296x216.jpg', '尚海华庭 2室1厅 55万', '尚海华庭  | 2室1厅 | 58平米 | 南 | 其他', '中楼层(共32层)板楼  -  金湾新城', '55万', '单价9483元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8d39fae9-0268-4dbb-9d7f-e0b171d0c747.png.296x216.jpg', '盛滨花园B区 2室1厅 70万', '盛滨花园B区  | 2室1厅 | 94平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2009年建板楼  -  站前', '70万', '单价7447元/平米')
('https://image1.ljcdn.com/210200-inspection/test-b328937d-3031-49ac-a3c9-bd5abdffffea.png.296x216.jpg', '房子是3室户型可改南北通厅通透户型101中 学实验小 学', '胜利小区  | 3室1厅 | 83平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  光明', '62万', '单价7470元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f28ec952-89f4-47fa-8eed-e45a6d1cc46a.png.296x216.jpg', '龙湾路小区 2室1厅 21万', '龙湾路小区  | 2室1厅 | 49.8平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  城润', '21万', '单价4217元/平米')
('https://image1.ljcdn.com/210200-inspection/test-0733cdad-6241-49c8-97ea-2250a25dcfa9.png.296x216.jpg', '德泰岭秀逸城B区 1室1厅 69万', '德泰岭秀逸城B区  | 1室1厅 | 59.55平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2013年建板楼  -  桃园', '69万', '单价11587元/平米')
('https://image1.ljcdn.com/210200-inspection/test-7630e989-35cf-4836-93e4-df957e38b117.png.296x216.jpg', '达赫山庄 2室2厅 122万', '达赫山庄  | 2室2厅 | 94.19平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2009年建板楼  -  桃园', '122万', '单价12953元/平米')
('https://image1.ljcdn.com/210200-inspection/test-85968047-39bc-4ee3-9a83-26c5ca038db1.png.296x216.jpg', '古城丁区 2室1厅 52万', '古城丁区  | 2室1厅 | 55平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1997年建板楼  -  古城汇金', '52万', '单价9455元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5dc63367-e0fd-4161-a5db-7cc14d15d316.png.296x216.jpg', '憬园河畔 2室1厅 65万', '憬园河畔  | 2室1厅 | 80.68平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2009年建板楼  -  古城汇金', '65万', '单价8057元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5630c018-bec5-4587-9632-85e6bd905b0f.png.296x216.jpg', '金元小区 2室1厅 45万', '金元小区  | 2室1厅 | 75.59平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1993年建板楼  -  金润', '45万', '单价5954元/平米')
