('https://image1.ljcdn.com/370600-inspection/2268727c-fdd4-49e0-88b2-b373cd71b3dc.JPG.296x216.jpg', '翡翠小区+南通路+大三居+南北通透+年代新框架房', '通世里  | 3室2厅 | 111.44平米 | 南 北 | 精装', '中楼层(共5层)1999年建板楼  -  南通路', '208万', '单价18665元/平米')
('https://image1.ljcdn.com/370600-inspection/67b4f231-eade-4575-bcd5-bdf498fd3197.jpg.296x216.jpg', '裕顺嘉园满五年业主空置小两室采光好简单装修', '裕顺嘉园  | 2室1厅 | 68.01平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  幸福', '87万', '单价12793元/平米')
('https://image1.ljcdn.com/370600-inspection/4d49d12c-e7ee-49ee-b92d-be8ce0382be8.jpg.296x216.jpg', '三和家苑 2室1厅 70万', '三和家苑  | 2室1厅 | 71.06平米 | 南 北 | 其他', '中楼层(共7层)2002年建板楼  -  黄务', '70万', '单价9851元/平米')
('https://image1.ljcdn.com/370600-inspection/cbf613be-5dcb-4b03-9d88-508676d3ebed.jpg.296x216.jpg', '惠安小区精装两居室 低点少 南北通透 采光好', '惠安小区B区  | 2室1厅 | 90.96平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  惠安', '80万', '单价8796元/平米')
('https://image1.ljcdn.com/370600-inspection/16435792-987d-4ec4-b589-a3463499e345.jpg.296x216.jpg', '打头房，南北通透三居室，户型方正，视野好', '南山丽景花园  | 3室1厅 | 112.93平米 | 南 北 | 其他', '高楼层(共28层)2011年建板楼  -  山海南路', '160万', '单价14169元/平米')
('https://image1.ljcdn.com/370600-inspection/76434f05-4eed-4ad8-91dd-4458560ef5a2.jpg.296x216.jpg', '惠安小区D 两居室阁楼 南北通透', '惠安小区D区  | 2室1厅 | 50.8平米 | 南 北 | 其他', '高楼层(共7层)2002年建板楼  -  惠安', '48万', '单价9449元/平米')
('https://image1.ljcdn.com/370600-inspection/11c927dd-4a6f-48ba-a0e7-d7a33c7035e4.jpg.296x216.jpg', '南北通透，2楼三室两厅，75平，86万', '福源路  | 3室2厅 | 75.07平米 | 南 北 | 其他', '低楼层(共7层)1992年建板楼  -  幸福', '86万', '单价11456元/平米')
('https://image1.ljcdn.com/370600-inspection/80470576-1975-46ec-9918-0c2238d677ae.JPG.296x216.jpg', '楼层好、视野开阔、采光好、免费车位、简单装修', '凤凰台四街  | 2室1厅 | 47.71平米 | 南 | 其他', '中楼层(共4层)1997年建板楼  -  凤凰台', '48万', '单价10061元/平米')
('https://image1.ljcdn.com/370600-inspection/3291a315-1ec8-4df1-b201-6bf657c6d31f.jpg.296x216.jpg', '惠安小区 精装修 固定装修15万 双证齐全可贷款', '惠安小区二期  | 2室2厅 | 66.7平米 | 南 北 | 其他', '低楼层(共7层)1999年建板楼  -  惠安', '97万', '单价14543元/平米')
('https://image1.ljcdn.com/370600-inspection/540ac6d0-82ed-4f0f-aece-4b0a34f686dd.jpg.296x216.jpg', '芝罘屯 简装两居 楼层好 采光足', '芝罘屯路  | 2室1厅 | 70.18平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  三站', '65万', '单价9262元/平米')
('https://image1.ljcdn.com/370600-inspection/ec3389ff-991d-4da1-ba72-cfb0ff39b544.jpg.296x216.jpg', '幸国里小区 3室2厅 80万', '幸国里小区  | 3室2厅 | 81平米 | 南 北 | 其他', '高楼层(共7层)1998年建板楼  -  幸福', '80万', '单价9877元/平米')
('https://image1.ljcdn.com/370600-inspection/0924cded-a1ee-4003-bd93-21bb1ff8be0d.jpg.296x216.jpg', '此房南北通透，精装修，低楼层可做门头，距离市场近', '文化六巷  | 3室2厅 | 63平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  文化路', '120万', '单价19048元/平米')
('https://image1.ljcdn.com/370600-inspection/3e675122-cd4a-4e57-a01c-9146b81ac67d.jpg.296x216.jpg', '桑园路南北通透+出行方便+装修好', '南迎祥路  | 2室1厅 | 52.71平米 | 南 北 | 其他', '高楼层(共6层)1988年建板楼  -  上夼', '140万', '单价26561元/平米')
('https://image1.ljcdn.com/370600-inspection/f382e34a-30bc-402f-9a7e-003c07b6442a.jpg.296x216.jpg', '芝罘岛中里 3室2厅 160万', '芝罘岛中里  | 3室2厅 | 145平米 | 南 北 | 其他', '低楼层(共6层)1994年建板楼  -  幸福', '160万', '单价11035元/平米')
('https://image1.ljcdn.com/370600-inspection/4d1184a2-bd69-42a7-97e9-e95039002e58.JPG.296x216.jpg', '文化十一巷+南北通透+视野开阔+交通便利+周围配套齐全', '文化十一巷  | 2室1厅 | 52.43平米 | 南 北 | 简装', '高楼层(共5层)1989年建板楼  -  文化路', '50万', '单价9537元/平米')
('https://image1.ljcdn.com/370600-inspection/e3b19cef-1ae7-4c7c-9170-67b920fa6faa.jpg.296x216.jpg', '今日花园，三室两厅一厨两卫，南北通透，通风采光好，', '今日花园  | 3室2厅 | 105.17平米 | 南 北 | 其他', '高楼层(共18层)2005年建板楼  -  上夼', '220万', '单价20919元/平米')
('https://image1.ljcdn.com/370600-inspection/5b7bff30-8ed1-449c-9e5e-b545da6f25bd.jpg.296x216.jpg', '三和绿景小区 3室2厅 130万', '三和绿景小区  | 3室2厅 | 93.86平米 | 南 | 其他', '低楼层(共6层)2006年建板楼  -  黄务', '130万', '单价13851元/平米')
('https://image1.ljcdn.com/370600-inspection/6fd35963-4c1a-4350-a5f2-24e252e95fa6.jpg.296x216.jpg', '乐山里小区 中间楼层 三室一厅 南北通透 进门厅双南卧', '乐山里小区  | 3室1厅 | 77.78平米 | 南 西 北 | 其他', '中楼层(共6层)1987年建板楼  -  毓璜顶', '158万', '单价20314元/平米')
('https://image1.ljcdn.com/370600-inspection/6cd1a5bc-e8b0-43e4-9abe-93747b341c21.jpg.296x216.jpg', '此房东西通透，低楼层，配套设施齐全，交通便利。', '葡萄山南路  | 2室2厅 | 71.78平米 | 东 西 北 | 其他', '中楼层(共5层)1990年建板楼  -  二马路', '159万', '单价22152元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadbc229d8b-ccef-49cd-be21-6d96af817053.jpg.296x216.jpg', '海景房 中间楼层 正南正北前后无遮挡 视野好 赠送家具', '万科海云台  | 3室2厅 | 138平米 | 南 北 | 其他', '中楼层(共18层)2011年建板楼  -  幸福', '205万', '单价14856元/平米')
('https://image1.ljcdn.com/370600-inspection/3a495b40-53cd-4697-839e-a70fb49affbc.jpg.296x216.jpg', '南北通透，采光好，双南卧一北卧', '御景苑  | 3室1厅 | 75.46平米 | 南 北 | 其他', '高楼层(共7层)2005年建板楼  -  世回尧', '98万', '单价12988元/平米')
('https://image1.ljcdn.com/370600-inspection/62f07833-c7e0-43e2-9b57-e9bd11084962.JPG.296x216.jpg', '南大街新桥 大三室  户型方正 采光好', '金晖花园  | 3室2厅 | 98.8平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  新桥', '90万', '单价9110元/平米')
('https://image1.ljcdn.com/370600-inspection/b35e786d-78a6-4f74-88f6-0240474dbefb.jpg.296x216.jpg', '福泰路  2室1厅47.17平售价40.8万', '福泰路  | 2室1厅 | 47.17平米 | 南 | 其他', '高楼层(共7层)1995年建板楼  -  幸福', '40万', '单价8480元/平米')
('https://image1.ljcdn.com/370600-inspection/18b39c14-724d-44b2-acbb-77d8a6a3ab46.jpg.296x216.jpg', '金沟寨一街+南北通透三南卧+东打头落地窗+东望养马岛', '金沟寨一街  | 4室2厅 | 157平米 | 南 北 | 其他', '中楼层(共12层)2003年建板楼  -  二马路', '420万', '单价26752元/平米')
('https://image1.ljcdn.com/370600-inspection/dc427aa5-0d4d-4351-a6db-98d302262032.JPG.296x216.jpg', '毓秀小区  南北通透  楼层好 生活便利 配套齐全', '毓秀小区  | 3室2厅 | 120.34平米 | 南 北 | 其他', '低楼层(共33层)2012年建板楼  -  毓璜顶', '278万', '单价23102元/平米')
('https://image1.ljcdn.com/370600-inspection/0c1257f2-5706-4ac3-81aa-f476df46e805.jpg.296x216.jpg', '南北通透采光好，双南卧一北卧的户型', '上林苑  | 3室2厅 | 87平米 | 南 北 | 其他', '中楼层(共7层)2004年建板楼  -  世回尧', '120万', '单价13794元/平米')
('https://image1.ljcdn.com/370600-inspection/50bf83ca-206d-4d55-8201-d73204c42738.jpg.296x216.jpg', '白石路小区 两室一厅 楼层好 南北通透', '白石路小区  | 2室1厅 | 78.47平米 | 南 北 | 其他', '低楼层(共6层)1990年建板楼  -  白石', '90万', '单价11470元/平米')
('https://image1.ljcdn.com/370600-inspection/f3f9b708-30e9-45bc-beb4-91a62f04aa65.JPG.296x216.jpg', '金晖花园 楼层好  双阳卧 价格优', '金晖花园  | 2室2厅 | 79.82平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  新桥', '92万', '单价11526元/平米')
('https://image1.ljcdn.com/370600-inspection/a753123c-ab26-48fa-95f0-d7fde1dca775.jpg.296x216.jpg', '南山丽景花园《精装两室+双南卧》全明户型。', '南山丽景花园  | 2室1厅 | 79.09平米 | 南 | 精装', '中楼层(共28层)2011年建板楼  -  山海南路', '100万', '单价12644元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload2e5cd492-9758-4037-994a-27ffa12dfc09.jpg.296x216.jpg', '南沟街 3室2厅 260万', '南沟街  | 3室2厅 | 100.94平米 | 南 北 | 其他', '高楼层(共6层)1996年建板楼  -  二马路', '260万', '单价25758元/平米')
('https://image1.ljcdn.com/370600-inspection/e9929e30-4186-4ae1-bcad-78c987eb36ab.JPG.296x216.jpg', '金晖花园 3室2厅 157万', '金晖花园  | 3室2厅 | 154.46平米 | 南 北 | 其他', '低楼层(共12层)2002年建板楼  -  新桥', '157万', '单价10165元/平米')
('https://image1.ljcdn.com/370600-inspection/dbbd4763-d413-4d26-b195-8641a175d089.jpg.296x216.jpg', '御金台精装东打头，三室朝阳南北通透，交通便利', '御金台  | 4室1厅 | 115.89平米 | 东南 北 | 其他', '高楼层(共37层)2010年建塔楼  -  白石', '151万', '单价13030元/平米')
('https://image1.ljcdn.com/370600-inspection/77e076d5-d299-4d28-aeb0-7679953a4803.jpg.296x216.jpg', '南北通透，采光好，视野开阔，配套齐全', '新林巷  | 3室2厅 | 78.57平米 | 南 北 | 其他', '高楼层(共5层)1985年建板楼  -  白石', '67万', '单价8528元/平米')
('https://image1.ljcdn.com/370600-inspection/8f921cb6-f4b0-4e69-a789-7f41bf9d6628.JPG.296x216.jpg', '小户型+楼层好+价格合适+南向+交通生活方便', '西南河路  | 2室1厅 | 51.73平米 | 南 | 简装', '中楼层(共6层)1995年建板楼  -  毓璜顶', '113万', '单价21845元/平米')
('https://image1.ljcdn.com/370600-inspection/bdf1b974-3177-4416-9244-841ec2e1bdfe.jpg.296x216.jpg', '两室南向 精致装修 楼层好 采光好 送家具家电', '中铁逸都  | 2室1厅 | 85平米 | 南 | 其他', '中楼层(共25层)2015年建板楼  -  山海南路', '115万', '单价13530元/平米')
('https://image1.ljcdn.com/370600-inspection/1bf220bf-b4b7-4c75-9e5f-e64cfe12f13f.jpg.296x216.jpg', '房子临街   两室一厅  可做门头', '福源路  | 2室1厅 | 71.26平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  幸福', '85万', '单价11929元/平米')
('https://image1.ljcdn.com/370600-inspection/2e6509a5-1c8a-48a4-9482-f9f198a7ea87.jpg.296x216.jpg', '一中电梯房+南北通透+格局不错+装修好', '魁星苑  | 2室1厅 | 81.41平米 | 南 北 | 其他', '低楼层(共12层)2009年建板楼  -  二马路', '175万', '单价21497元/平米')
('https://image1.ljcdn.com/370600-inspection/0dddc2d9-2fe4-4cd0-83a4-e42d2f3a07fc.jpg.296x216.jpg', '南尧小区 南北通透 配套齐全 两居室', '南尧小区  | 2室1厅 | 56平米 | 南 北 | 其他', '高楼层(共6层)1996年建板楼  -  世回尧', '55万', '单价9822元/平米')
('https://image1.ljcdn.com/370600-inspection/b1e0dcf7-3b8d-492d-a2fc-8f1abf2c8a44.jpg.296x216.jpg', '奇山西街 一梯两户  平地起五楼   两室   总价53万', '奇山西街  | 2室1厅 | 56.44平米 | 南 北 | 其他', '高楼层(共5层)1990年建板楼  -  上夼', '53万', '单价9391元/平米')
('https://image1.ljcdn.com/370600-inspection/cb8725b3-be30-48ea-b47a-0cfec8074279.jpg.296x216.jpg', '此房为一室的户型，北向的，拎包入住，精装修', '万达公寓  | 1室0厅 | 57.02平米 | 北 | 精装', '高楼层(共24层)2016年建塔楼  -  毓璜顶', '69.9万', '单价12259元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadfa0bcc97-01dd-4e70-ad1b-03346ddd3aa6.JPG.296x216.jpg', '阳光绿洲 2室1厅 80万', '阳光绿洲  | 2室1厅 | 75.75平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  世回尧', '80万', '单价10562元/平米')
('https://image1.ljcdn.com/370600-inspection/f0f9b009-6897-4b73-af10-5f09a8304a43.JPG.296x216.jpg', '康和新城楼层好，精装修，全品牌，拎包入住', '城发康和新城  | 3室2厅 | 91.8平米 | 南 | 其他', '高楼层(共11层)2016年建塔楼  -  凤凰台', '120万', '单价13072元/平米')
('https://image1.ljcdn.com/370600-inspection/a53fc19f-968c-483b-8cb9-6d517a315732.jpg.296x216.jpg', '南河南崖中楼层，南北通透两居室，南北阳台以外滩', '南河南崖  | 2室1厅 | 54.22平米 | 南 北 | 其他', '中楼层(共6层)1990年建板楼  -  上夼', '80万', '单价14755元/平米')
('https://image1.ljcdn.com/370600-inspection/9308e141-6a4a-453b-b820-4ddd37332ff3.jpg.296x216.jpg', '海港小区 3室2厅 81万', '海港小区  | 3室2厅 | 81.9平米 | 南 北 | 其他', '高楼层(共7层)1993年建板楼  -  幸福', '81万', '单价9891元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploaddfa38a1c-31e6-4718-864b-76a827fab728.jpg.296x216.jpg', '停车方便，框架房，双南卧，南北通透、精装修', '南沟街  | 3室2厅 | 143.73平米 | 南 北 | 其他', '中楼层(共5层)1996年建板楼  -  二马路', '458万', '单价31866元/平米')
('https://image1.ljcdn.com/370600-inspection/3992c65c-f692-41b7-b745-eb02dabc98b4.jpg.296x216.jpg', '迎山路 生活方便 楼层好 交通便利', '迎山路  | 2室2厅 | 60.9平米 | 南 | 简装', '低楼层(共3层)1990年建板楼  -  二马路', '130万', '单价21347元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload4d29468d-0c9f-43b8-bb26-9b7f1ff62368.jpg.296x216.jpg', '新世界花园两居室 交通便利 配套齐全 户型好', '新世界花园  | 2室1厅 | 85平米 | 南 北 | 其他', '高楼层(共20层)2005年建板楼  -  幸福', '88万', '单价10353元/平米')
('https://image1.ljcdn.com/370600-inspection/546b2d8a-0ef3-4461-83a3-5cc68416f5cc.jpg.296x216.jpg', '双南卧，采光充足，视野开阔，配套齐全', '万泰花苑  | 2室2厅 | 86平米 | 南 北 | 其他', '中楼层(共7层)2016年建板楼  -  幸福', '120万', '单价13954元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload2c96d5d0-606e-40b9-a5f6-af7c7c021958.jpg.296x216.jpg', '二马路，视野开阔，采光充足，进门厅，洗手间带明窗.', '二马路  | 3室1厅 | 75.97平米 | 南 北 | 其他', '高楼层(共5层)1989年建板楼  -  二马路', '148万', '单价19482元/平米')
('https://image1.ljcdn.com/370600-inspection/da29d310-e18a-464c-8dd4-4799c7d7512a.jpg.296x216.jpg', '新石南路 3室2厅 86.8万', '新石南路  | 3室2厅 | 71.89平米 | 南 北 | 其他', '高楼层(共6层)1992年建板楼  -  白石', '86.8万', '单价12075元/平米')
('https://image1.ljcdn.com/370600-inspection/06f7a8b6-f86d-4ad6-b072-f7258d5b7e94.jpg.296x216.jpg', '奇山东街 2室1厅 72万', '奇山东街  | 2室1厅 | 63.17平米 | 南 | 其他', '中楼层(共5层)1990年建板楼  -  上夼', '72万', '单价11398元/平米')
('https://image1.ljcdn.com/370600-inspection/79e8dea4-4635-48f1-b460-2884ef6648d2.jpg.296x216.jpg', '南北通透格局，采光充足，配套实施齐全，交通便利。', '新海阳西街  | 3室1厅 | 70.17平米 | 南 北 | 其他', '高楼层(共6层)1998年建板楼  -  白石', '56万', '单价7981元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload59155d01-579e-4030-b7fe-827a2fabad53.JPG.296x216.jpg', '惠安小区A区 2室1厅 98万', '惠安小区A区  | 2室1厅 | 66.72平米 | 南 北 | 其他', '中楼层(共7层)2001年建板楼  -  惠安', '98万', '单价14689元/平米')
('https://image1.ljcdn.com/370600-inspection/3448baba-05a6-4950-9c1d-fe9f12396357.jpg.296x216.jpg', '芝罘区阳光御景花园+采光充足+西大头+三室朝阳', '阳光御景花园  | 3室1厅 | 138.7平米 | 南 北 | 其他', '中楼层(共12层)2005年建塔楼  -  三站', '179万', '单价12906元/平米')
('https://image1.ljcdn.com/370600-inspection/3a0e9f93-8699-4c7f-968d-0ca8aa2b75c0.JPG.296x216.jpg', '南大街旁 精装修 两室朝阳 南北通透 拎包入住', '新春巷  | 2室2厅 | 77.8平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  三站', '80万', '单价10283元/平米')
('https://image1.ljcdn.com/370600-inspection/bc89a2de-9596-41c3-bc82-8781edf9d9fb.jpg.296x216.jpg', '万泰花苑 3室1厅 130万', '万泰花苑  | 3室1厅 | 90.53平米 | 南 北 | 简装', '高楼层(共6层)板楼  -  幸福', '130万', '单价14360元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload75cff7f8-efe4-49f7-8ca4-824e081ad913.JPG.296x216.jpg', '此房70年产权 楼层适中 南北通透 交通便利 配套全面', '黄务中学家属楼  | 2室2厅 | 68.5平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  黄务', '69万', '单价10073元/平米')
('https://image1.ljcdn.com/370600-inspection/66e2b1e9-aa78-4a6a-91b1-96129fea719a.JPG.296x216.jpg', '小东夼 世秀新区 市土双证 环境优美 人文小区！！', '世秀新区  | 2室1厅 | 54.18平米 | 南 | 其他', '高楼层(共5层)1995年建板楼  -  惠安', '56万', '单价10336元/平米')
('https://image1.ljcdn.com/370600-inspection/83d78bcf-c71f-4ad4-8730-6b0eb1f3bba1.JPG.296x216.jpg', '文化二巷 一南一北卧 干净整洁 大阳台', '文化二巷  | 3室1厅 | 71.8平米 | 南 北 | 其他', '高楼层(共4层)1990年建板楼  -  文化路', '80万', '单价11143元/平米')
('https://image1.ljcdn.com/370600-inspection/57f28a4b-8f5c-4f92-b88b-1571414f6dcc.jpg.296x216.jpg', '新海阳通透三居 中间楼层卫浴全明配套全', '新海阳西街  | 3室1厅 | 70.29平米 | 南 北 | 其他', '中楼层(共5层)1998年建板楼  -  白石', '68万', '单价9675元/平米')
('https://image1.ljcdn.com/370600-inspection/070352d1-5442-4262-b28f-eedce032761c.jpg.296x216.jpg', '建设路南北通透使用面积大拎包入住', '建设路  | 2室1厅 | 80.08平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  白石', '76万', '单价9491元/平米')
('https://image1.ljcdn.com/370600-inspection/1027482c-59c7-46a5-8818-583d990745cb.jpg.296x216.jpg', '新海阳 新上通透2居 绝对好楼层 视野开阔 采光充足', '新海阳西街  | 2室1厅 | 52.89平米 | 南 | 其他', '中楼层(共5层)1998年建板楼  -  白石', '52万', '单价9832元/平米')
('https://image1.ljcdn.com/370600-inspection/a7d7c52f-a03a-445e-b0db-b0c9c49f8291.jpg.296x216.jpg', '南通路烟台二中 2居室+配套全+生活方便+出行便利', '西南河路  | 2室1厅 | 50.15平米 | 南 | 其他', '高楼层(共6层)1995年建板楼  -  毓璜顶', '88万', '单价17548元/平米')
