('https://image1.ljcdn.com/310000-inspection/2f9fa6ab-9f0c-4960-a978-dceb7fe2ca2a.jpg.296x216.jpg', '住宅产权，看房方便，满五年，高区视野无遮挡', '庐迅大厦  | 2室2厅 | 95.79平米 | 东 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  鲁迅公园', '490万', '单价51154元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8ab1ecc5-95ef-4107-8187-20e9d500ede0.png.296x216.jpg', '宝鸿小区 1室1厅 244万', '宝鸿小区  | 1室1厅 | 44.11平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  江湾镇', '244万', '单价55317元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/adc67910-32e4-4088-bf61-f8fbff2a7c8d.png.280x210.jpg', '少税费，婚房装修，拎包入住，单价高，有高的优势', '运光新村  | 2室0厅 | 48.11平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1993年建板楼  -  曲阳', '335万', '单价69633元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/7dddfd08-9535-4d48-b1b6-77a22ea59150.png.280x210.jpg', '户型正气 全明采光好 视野开阔', '秀苑小区  | 3室1厅 | 90.59平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  凉城', '549万', '单价60603元/平米')
('https://image1.ljcdn.com/310000-inspection/3a47deb5-3bf2-4d50-a7eb-bcd43417b7de.jpg.296x216.jpg', '满五税少、商圈成熟、闹中取静、随时看房', '万安路346弄  | 1室1厅 | 38.75平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  江湾镇', '188万', '单价48517元/平米')
('', '池沟虹教小区 1室0厅 180万', '池沟虹教小区  | 1室0厅 | 31.33平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  江湾镇', '180万', '单价57453元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170325/135fe680-8842-4db1-ba1d-42c6e5eaed3a.jpg.296x216.jpg', '欧洲花园 3室2厅 980万', '欧洲花园  | 3室2厅 | 127.25平米 | 南 | 简装 | 有电梯', '高楼层(共9层)1998年建板楼  -  临平路', '980万', '单价77014元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7973aaf0-13fc-4000-aa6e-ceb8eb5c1aca.png.296x216.jpg', '北外滩烫金地段+楼层佳+地铁4、12号线+钥匙房随时看', '溧阳路501号  | 2室1厅 | 49.18平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1976年建板楼  -  北外滩', '335万', '单价68118元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/74a83f59-d4cd-4dbd-b53a-545e13226c07.png.280x210.jpg', '双南 采光明亮  户型稀有 有钥匙看房方便快速', '文苑小区(虹口)  | 2室1厅 | 62.73平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '305万', '单价48622元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ac9b62d0-fc16-4394-8f01-088b58381eab.png.280x210.jpg', '文苑南北两房，看房方便，到价签字，诚意出售', '文苑小区(虹口)  | 2室1厅 | 53.78平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '285万', '单价52994元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2cb71e30-fe69-4c0d-a69e-17ce83d7f0db.png.296x216.jpg', '恒业公寓 2室2厅 680万', '恒业公寓  | 2室2厅 | 94.76平米 | 南 | 其他 | 有电梯', '中楼层(共12层)1998年建塔楼  -  鲁迅公园', '680万', '单价71761元/平米')
('https://image1.ljcdn.com/310000-inspection/test-8a4adfef-d874-4f5f-90f7-5e982c638d3f.png.296x216.jpg', '广中路464号 2室1厅 290万', '广中路464号  | 2室1厅 | 49.1平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1987年建板楼  -  凉城', '290万', '单价59064元/平米')
('https://image1.ljcdn.com/310000-inspection/test-164b07df-0690-4960-a11d-e88913212332.png.296x216.jpg', '双地铁 品质小区 东边套三房 全明户型 小区位置佳！', '飘鹰东方花园  | 3室2厅 | 138.94平米 | 南 北 | 简装 | 有电梯', '低楼层(共17层)2001年建板楼  -  曲阳', '1080万', '单价77732元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/18331f23-3849-4364-8a74-7c4a0a3e443d.png.280x210.jpg', '虹口内环内唯一一套总计175万，双地铁，单价只要5.2万', '祥东小区(虹口)  | 1室1厅 | 33.13平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曲阳', '175万', '单价52823元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9f3709eb-6d58-4669-a417-6c46a56789dc.png.280x210.jpg', '恒升半岛 1室0厅 190万', '恒升半岛  | 1室0厅 | 36.25平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2001年建塔楼  -  北外滩', '190万', '单价52414元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/60104445-0c9c-49d2-a976-b0e7eb9b0eb7.png.280x210.jpg', '满五年唯一，西边套全明，诚意出售，近地铁，有钥匙。', '大二小区  | 1室1厅 | 39.46平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1976年建板楼  -  曲阳', '240万', '单价60822元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/16118b62-e99f-44a1-b72f-96039b712664.png.280x210.jpg', '满五年唯一， 房东急卖， 看房方便 ，红旗小区', '新申小区  | 2室1厅 | 50.99平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  江湾镇', '275万', '单价53933元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c09370d6-ef9b-4882-a5a0-04dfd196cd6d.png.296x216.jpg', '南北两房，中间楼层，诚心出售，价格好谈', '东体育会路408弄  | 2室0厅 | 44.26平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1985年建板楼  -  曲阳', '295万', '单价66652元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160813/1ea68d53-d556-44e4-8e04-e19c1ba1e5cd.jpg.296x216.jpg', '次新小区，中层，采光充足，视野宽阔， 有学.区名.', '文致公寓  | 3室2厅 | 131.39平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  江湾镇', '750万', '单价57082元/平米')
('', '新北大楼 2室1厅 355万', '新北大楼  | 2室1厅 | 58.48平米 | 南 | 精装 | 有电梯', '中楼层(共18层)1989年建塔楼  -  江湾镇', '355万', '单价60705元/平米')
('https://image1.ljcdn.com/310000-inspection/test-af90a57c-6f65-449e-9916-24406e0d0276.png.296x216.jpg', '总价低，中间楼层，随时可看，房本满五且唯一', '锦苑小区(虹口)  | 1室0厅 | 33.72平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)1991年建板楼  -  凉城', '180万', '单价53381元/平米')
('https://image1.ljcdn.com/310000-inspection/test-21d1ff3a-1357-4891-ad7c-00ca3e06c6f1.png.296x216.jpg', '钥匙房随时看，优选楼层，密云路199弄，厨卫朝外', '祥东小区(虹口)  | 1室1厅 | 33.24平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1982年建板楼  -  曲阳', '216万', '单价64982元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/82786c3c-62d4-4770-b5e7-be7ae0b364d8.png.280x210.jpg', '龙之梦罕见3房+3号线8号线+次顶楼+边套全明户型+满五', '同心路93弄  | 3室0厅 | 62.52平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1988年建板楼  -  鲁迅公园', '345万', '单价55183元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b5755cc4-b1a3-4cd0-8088-b4d7e069296b.png.296x216.jpg', '南北一房，采光通风效果好，产权清晰，配套成熟，好房', '西南小区  | 1室1厅 | 32.63平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1979年建板楼  -  曲阳', '215万', '单价65891元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9e6f0cdf-b184-4208-b6a3-ea8e91655c17.png.296x216.jpg', '精美装修，8小时采光，房型正气，临-近地铁', '欧四小区  | 1室1厅 | 32.89平米 | 南 | 其他 | 无电梯', '中楼层(共5层)板楼  -  鲁迅公园', '219万', '单价66586元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b8ef9645-a03a-4fce-afa9-f34cbe5d1a16.png.296x216.jpg', '巴林路60弄 1室1厅 210万', '巴林路60弄  | 1室1厅 | 35.92平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)1988年建板楼  -  曲阳', '210万', '单价58464元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/f0e7167c-9a75-4786-a392-d0ac0e927c8b.png.280x210.jpg', '1997年的房龄，送精装修，采光好，3号8号线双轨房', '金机大厦(公寓)  | 1室1厅 | 34.66平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1997年建板楼  -  四川北路', '220万', '单价63474元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c14e7149-ef32-4198-a10a-2b983687f755.png.280x210.jpg', '满五年唯一朝南送天井  诚意出售看房方便  房型正气', '银联花园  | 1室1厅 | 46平米 | 暂无数据 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  曲阳', '420万', '单价91305元/平米')
('', '广中路368弄 2室1厅 328万', '广中路368弄  | 2室1厅 | 54.78平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1989年建板楼  -  凉城', '328万', '单价59876元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b71758cf-21be-49ab-aee6-acfdeb2fdf6b.png.280x210.jpg', '近地铁+南北全明+精装修+低单价+诚意出售', '灵新小区  | 2室1厅 | 60.53平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1989年建板楼  -  凉城', '330万', '单价54519元/平米')
('https://image1.ljcdn.com/310000-inspection/test-876aa5de-6f7e-4c1f-8e4d-41da174d241e.png.296x216.jpg', '密二小区 1室0厅 235万', '密二小区  | 1室0厅 | 35.27平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1984年建板楼  -  曲阳', '235万', '单价66629元/平米')
('', '2011年动迁商品房，南北通，钥匙房', '盛安家园  | 2室1厅 | 73.68平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2011年建板楼  -  江湾镇', '420万', '单价57004元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1a55f0fa-5ac0-421f-b8e0-ed2b0413e434.png.296x216.jpg', '虹口足球场3/8号线交汇，鲁迅公园旁，精装电梯一房', '金江公寓  | 1室1厅 | 50.36平米 | 南 | 其他 | 有电梯', '高楼层(共19层)1990年建塔楼  -  鲁迅公园', '375万', '单价74464元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload26331083-284e-45e2-9e41-af329bbbdb4a.jpg.296x216.jpg', '笋盘急卖，精装修朝北一室户+全明户型+私密性强', '商洛小区  | 1室0厅 | 36.01平米 | 北 | 简装 | 无电梯', '低楼层(共5层)1958年建板楼  -  凉城', '175万', '单价48598元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ca801ff7-e606-4f7a-ab18-52d73432ac03.png.296x216.jpg', '何家宅小区 两年内婚装 一房一厅 有钥匙随时看 急售', '何家宅小区  | 1室1厅 | 43.6平米 | 西南 | 精装 | 有电梯', '高楼层(共7层)1993年建板楼  -  鲁迅公园', '270万', '单价61927元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a77e1f4f-308e-4528-9786-dac605100ee0.png.280x210.jpg', '运光小区 2室1厅 295万', '运光小区  | 2室1厅 | 50.78平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1983年建板楼  -  曲阳', '295万', '单价58094元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b98641b0-022b-4163-af7d-5db53105768c.png.296x216.jpg', '精装修一房，可拎包入住，满五年，朝南阳光房。', '国际明佳城  | 1室1厅 | 54.1平米 | 东南 | 精装 | 有电梯', '低楼层(共30层)2004年建板楼  -  四川北路', '495万', '单价91498元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9db1c94f-5989-4dd0-8288-0b915c396e31.png.296x216.jpg', '纪念小区+房东急降20万+楼层好+满五唯一+大柏树地铁', '纪念小区  | 1室1厅 | 40.25平米 | 东南 | 精装 | 无电梯', '中楼层(共6层)1993年建板楼  -  江湾镇', '205万', '单价50932元/平米')
('https://image1.ljcdn.com/310000-inspection/test-20200c9a-8544-411f-847a-3bb901d5ee01.png.296x216.jpg', '凉城三村二楼一室一厅近大柏树站诚意出售看房方便', '凉城三村  | 1室1厅 | 41.79平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1988年建板楼  -  凉城', '225万', '单价53841元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a7dec397-e086-4361-a1dc-f676984ce89c.png.296x216.jpg', '大飘鹰 金三银四楼层 双南双阳台 有钥匙 随时可看房', '飘鹰花苑  | 3室2厅 | 125.23平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  临平路', '818万', '单价65320元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1e2c1657-f0ec-48a7-81dd-f60ed06b8e31.png.296x216.jpg', '地铁沿线，闹中取静，精装修，双南双天井，满五唯一', '新南小区  | 2室1厅 | 70.51平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  江湾镇', '419万', '单价59425元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e3e0d9bb-ed22-439d-8acc-d236df216271.png.296x216.jpg', '诚心！诚心！诚心！业主诚心价可谈，满五唯一', '江杨家园  | 1室1厅 | 58.48平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2007年建板楼  -  江湾镇', '338万', '单价57798元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6d6d7f7f-dc43-4607-8333-9f681c4a21c7.png.296x216.jpg', '经典小户型，独立两个房间，私密性强。电梯试用小区', '凉城路1201弄  | 2室0厅 | 42.1平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1993年建板楼  -  江湾镇', '220万', '单价52257元/平米')
('', '西二小区 2室0厅 345万', '西二小区  | 2室0厅 | 55.86平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1983年建板楼  -  曲阳', '345万', '单价61762元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d3528703-435d-4b22-93bd-a0c112039521.png.296x216.jpg', '高楼层 采光好  售后公房税少  看房方便 业主诚心出售', '九联小区  | 1室1厅 | 53.14平米 | 南 | 其他 | 有电梯', '高楼层(共15层)1994年建塔楼  -  北外滩', '350万', '单价65864元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d3bd0585-b8b0-49c8-acdc-82051c4c599f.png.296x216.jpg', '次新房08年 婚房居家手选优先考虑 小区内产权车位出售', '海尚逸苑  | 2室1厅 | 82.52平米 | 南 | 毛坯 | 有电梯', '高楼层(共12层)2008年建板楼  -  江湾镇', '499万', '单价60471元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c7e4c6fd-0cca-4be6-98f0-6f0980976757.png.280x210.jpg', '水电小区+南北通透+代价ZUI低小户型+视野 采光充足', '水电小区  | 1室1厅 | 36.56平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '184万', '单价50329元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3100c772-faf7-4630-afe8-01667f8ed509.png.280x210.jpg', '纪念小区 1室1厅 235万', '纪念小区  | 1室1厅 | 47.18平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1994年建板楼  -  江湾镇', '235万', '单价49810元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bcfed484-1036-4a84-a416-77825375a1f3.png.296x216.jpg', '曲阳名邸+大柏树地铁+05年次新小区+广灵路xiaoxue', '曲阳名邸  | 2室2厅 | 84.17平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2005年建板楼  -  凉城', '640万', '单价76037元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0e1b9e37-da1f-4e1c-ab79-fcb8afb94d1d.png.280x210.jpg', '久耕小区 2室1厅 500万', '久耕小区  | 2室1厅 | 84.1平米 | 东南 | 精装 | 有电梯', '低楼层(共22层)1991年建塔楼  -  北外滩', '500万', '单价59454元/平米')
('', '《精装修+价格可谈》南北户型，房东诚意出售！!', '广苑小区  | 2室1厅 | 57.05平米 | 南 | 精装 | 有电梯', '高楼层(共7层)1993年建板楼  -  凉城', '290万', '单价50833元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bf0b29e6-3219-4a12-a36a-fa54d400641f.png.296x216.jpg', '南北两房  全明户型   精装修   当中位置', '凉城三村  | 2室1厅 | 52.89平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1988年建板楼  -  凉城', '290万', '单价54831元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5132249a-2296-46e8-8030-3e0aee5dc4b4.png.280x210.jpg', '近3号线+售后公房+双南双阳台+一梯三户+看房方便', '水电小区  | 3室0厅 | 69.75平米 | 南 北 | 简装 | 有电梯', '中楼层(共7层)1984年建板楼  -  凉城', '345万', '单价49463元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cbc7af66-1412-46cf-b387-1e707ebb55fb.png.280x210.jpg', '优选房￥ 边上就是世纪联华大超市 配套齐全', '凉城四村  | 2室1厅 | 59.8平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  凉城', '310万', '单价51840元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e010cf7b-fc49-4c1c-82b7-7e67a2cf36d7.png.296x216.jpg', '河滨大楼 2室1厅 528万', '河滨大楼  | 2室1厅 | 59.12平米 | 北 | 简装 | 有电梯', '高楼层(共11层)1936年建塔楼  -  四川北路', '528万', '单价89310元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/a46bff1c-e220-4b48-b6e6-b80afce6ff62.png.280x210.jpg', '动迁客“手”选，中间楼层，精装2房带厅，价格可谈', '天宝西路251弄  | 2室1厅 | 72.2平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1982年建板楼  -  曲阳', '480万', '单价66482元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/866807aa-7898-4a88-b335-164f13d3cd4b.png.280x210.jpg', '满五年税费低！双轨交通 临内环 出行方便', '中山北一路310弄  | 3室0厅 | 66.64平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1979年建板楼  -  曲阳', '400万', '单价60025元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d9493548-bf5b-44c9-8220-963b8ef2dd55.png.296x216.jpg', '3号线200米！朝南双厅户型，实际面积高！一年前精装修', '仁德坊(虹口)  | 2室0厅 | 56.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  江湾镇', '385万', '单价67675元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ccbc50cb-038a-40fc-9278-6ff4d9596b68.png.280x210.jpg', '精装全明户型 采光通风好 满五年无增值税 视野开阔', '辉河大楼  | 3室1厅 | 87平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)1990年建塔楼  -  曲阳', '470万', '单价54023元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/729ae880-8706-435f-9cf2-709739c7b240.png.280x210.jpg', '原林小区 2室1厅 445万', '原林小区  | 2室1厅 | 74.12平米 | 西南 | 精装 | 有电梯', '低楼层(共18层)1991年建塔楼  -  曲阳', '445万', '单价60038元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6f1d7d23-9c45-48ee-ba80-14f2049b3bcf.png.296x216.jpg', '密二小区 1室1厅 249万', '密二小区  | 1室1厅 | 38.82平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1980年建板楼  -  曲阳', '249万', '单价64143元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cd7ab5e3-d67e-49ea-8a8f-98e5a2aadb64.png.280x210.jpg', '一梯三户，边套全明，满五唯一，近地铁，随时可以看房', '西南小区  | 1室1厅 | 34.38平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1979年建板楼  -  曲阳', '209万', '单价60792元/平米')
