('https://image1.ljcdn.com/340100-inspection/b38fdbfa-b5e1-4192-959b-33a6be533b07.jpg.296x216.jpg', '绿怡居东区 2室1厅 94万', '绿怡居东区  | 2室1厅 | 51.8平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  荷叶地', '94万', '单价18147元/平米')
('https://image1.ljcdn.com/340100-inspection/31a133b5-b1ce-4c01-8265-7c0da33f6dea.jpg.296x216.jpg', '为你而选为你为家 绿怡居 多层小三房 公摊小 总价低', '绿怡居东区  | 3室2厅 | 96.93平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  荷叶地', '162万', '单价16714元/平米')
('https://image1.ljcdn.com/340100-inspection/b3736b3a-3af9-40b2-83de-7acbc68d8ebf.jpg.296x216.jpg', '满二 简装 好楼层 采光视野好急售', '湖东景园北区  | 3室2厅 | 127平米 | 南 北 | 其他', '高楼层(共30层)2013年建板楼  -  荷叶地', '260万', '单价20473元/平米')
('', '满两年 带车位 市政冷暖双供 采光好', '湖东景园北区  | 3室2厅 | 139.67平米 | 南 | 其他', '高楼层(共28层)2013年建板楼  -  荷叶地', '290万', '单价20764元/平米')
('https://image1.ljcdn.com/340100-inspection/f31096bc-976e-44cb-97d6-7406090f6dcb.jpg.296x216.jpg', '国际花都雏菊苑 舒适大三房 市政供暖 低于小区均价', '雏菊苑  | 3室2厅 | 121.79平米 | 南 | 其他', '低楼层(共24层)2005年建塔楼  -  荷叶地', '260万', '单价21349元/平米')
('https://image1.ljcdn.com/340100-inspection/15717ee6-c7e2-4371-9f04-78158847571e.jpg.296x216.jpg', '为你而选为你为家 绿怡居东区 三居室 生活便利', '绿怡居东区  | 3室1厅 | 99平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  荷叶地', '175万', '单价17677元/平米')
('', '栢悦公馆 南北通透 精装三房 满二 置换诚售', '栢悦公馆  | 3室2厅 | 143平米 | 南 北 | 其他', '低楼层(共44层)2012年建塔楼  -  荷叶地', '450万', '单价31469元/平米')
('https://image1.ljcdn.com/340100-inspection/14ff60f0-d21d-454f-985f-ee2bffc148aa.jpg.296x216.jpg', '政务区  文一S府 户型方正  不满二年  精装含车位', '文一名门首府  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共31层)2017年建塔楼  -  兴园', '195万', '单价21911元/平米')
('https://image1.ljcdn.com/340100-inspection/fca971e2-8b09-400b-8d5c-94367ab052db.jpg.296x216.jpg', '内森庄园 复式四房 纯毛坯 满两年', '内森庄园  | 4室2厅 | 274.39平米 | 南 北 | 其他', '高楼层(共15层)2014年建塔楼  -  笔架山', '630万', '单价22961元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada2c42ce9-4d51-44d7-8d6b-f0481466f845.jpg.296x216.jpg', '为你而选为你为家四方新村自住三房', '四方新村  | 3室1厅 | 85平米 | 南 | 其他', '低楼层(共6层)1990年建塔楼  -  荷叶地', '145万', '单价17059元/平米')
('https://image1.ljcdn.com/340100-inspection/f29b0257-40f9-4970-a754-7f90a8325060.jpg.296x216.jpg', '楼层好 视野开阔 业主诚心出售', '琥珀五环城和雅阁  | 3室2厅 | 100平米 | 南 | 简装', '中楼层(共27层)2011年建塔楼  -  荷叶地', '220万', '单价22000元/平米')
('', '此房满两年，业主诚心出售，楼层好，位置好，视野好', '栢悦公馆  | 3室2厅 | 115平米 | 东 | 其他', '低楼层(共33层)2012年建塔楼  -  荷叶地', '355万', '单价30870元/平米')
('https://image1.ljcdn.com/340100-inspection/8ae63c19-9229-45ee-a3c3-b7dfcc5cef0e.jpg.296x216.jpg', '天鹅湖景观精装修，安静，诚意出售，自带会所', '新地中心  | 4室2厅 | 213.2平米 | 北 | 其他', '中楼层(共44层)2012年建塔楼  -  荷叶地', '700万', '单价32834元/平米')
('https://image1.ljcdn.com/340100-inspection/99e2d72c-3001-46ca-9ed7-1b838ea3bb11.jpg.296x216.jpg', '颐园世家新上房  南北通透 采光全天 视野宽阔', '颐园世家  | 5室3厅 | 229.04平米 | 东 南 北 | 毛坯', '高楼层(共11层)2005年建板楼  -  笔架山', '435万', '单价18993元/平米')
('https://image1.ljcdn.com/340100-inspection/b6b5562f-3551-4c35-8055-00e0f840619d.JPG.296x216.jpg', '水墨兰庭  边户视野好  生活舒适  居家之选', '水墨兰庭  | 4室2厅 | 90.27平米 | 南 | 其他', '高楼层(共24层)2005年建塔楼  -  笔架山', '230万', '单价25480元/平米')
('', '琥珀五环城大三房南北通透 户型方正 看房方便随时看房', '琥珀五环城和风阁  | 3室2厅 | 128平米 | 南 | 其他', '中楼层(共33层)2016年建塔楼  -  荷叶地', '250万', '单价19532元/平米')
('https://image1.ljcdn.com/340100-inspection/f8b9d49f-5a6d-413c-8d3f-1a26c5c2ebf9.jpg.296x216.jpg', '大毛坯，复式，格局方正，五十中新区，西园新村', '合肥恒润花园  | 5室2厅 | 207.5平米 | 南 | 其他', '高楼层(共11层)2006年建板楼  -  笔架山', '400万', '单价19278元/平米')
('https://image1.ljcdn.com/340100-inspection/6c9c289d-aeee-489f-88e3-e398be7aa769.jpg.296x216.jpg', '水墨兰庭小三房 清爽装修 户型方正', '水墨兰庭  | 3室2厅 | 103.33平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  笔架山', '271万', '单价26227元/平米')
('https://image1.ljcdn.com/340100-inspection/e3145d29-7ff0-4276-9641-8c4b2652bcf5.jpg.296x216.jpg', '森林海  精装两房  朝南户型  采光好', '森林海  | 2室2厅 | 96平米 | 南 | 其他', '中楼层(共26层)2010年建塔楼  -  笔架山', '230万', '单价23959元/平米')
('', '户型方正，格局 很好，全南户型，房东诚心出售', '保利香槟国际  | 2室2厅 | 84.88平米 | 南 北 | 其他', '低楼层(共33层)2014年建塔楼  -  兴园', '205万', '单价24152元/平米')
('https://image1.ljcdn.com/340100-inspection/03031a56-2d19-4df9-93ea-147840a8dde1.jpg.296x216.jpg', '此房满二年，业主诚心出售，采光好，配套设施齐全。', '栢悦公馆   | 独栋别墅 | 6室3厅 | 403平米 | 南 北 | 其他', '4层2012年建暂无数据  -  荷叶地', '1200万', '单价29777元/平米')
('https://image1.ljcdn.com/340100-inspection/ab66b245-8605-4eee-aa0f-0e5295163898.jpg.296x216.jpg', '为你而选为你为家 一居室 采光足 省立医院边上', '皖西新村  | 1室1厅 | 47平米 | 南 北 | 其他', '中楼层(共6层)1990年建板楼  -  荷叶地', '84万', '单价17873元/平米')
('https://image1.ljcdn.com/340100-inspection/ceae99ea-6121-4e76-b084-8e3a626428dc.jpg.296x216.jpg', '天鹅湖畔  精装两房 位置安静 配套成熟 交通便利', '天鹅湖畔  | 2室2厅 | 118.43平米 | 南 | 其他', '低楼层(共27层)2008年建塔楼  -  笔架山', '300万', '单价25332元/平米')
('', '为你而选为你为家 天鹅湖一号三居室 满五年带一个车位', '天鹅湖一号  | 3室2厅 | 140.36平米 | 南 | 其他', '低楼层(共34层)2011年建塔楼  -  荷叶地', '330万', '单价23511元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5e6b6ec3-8408-4430-98e9-4a4a6afeb0c8.jpg.296x216.jpg', '政务区 ，高楼层，视野开阔，采光好。', '绿怡居东小高层  | 6室2厅 | 173.84平米 | 南 | 其他', '高楼层(共11层)2004年建塔楼  -  荷叶地', '238万', '单价13691元/平米')
('https://image1.ljcdn.com/340100-inspection/832d5d8c-93e3-45e2-b9ab-ededffd9fa93.jpg.296x216.jpg', '[为你而选为你为家]华邦世贸城 满二 可看天鹅湖', '华邦世贸城  | 3室2厅 | 127.95平米 | 南 | 其他', '低楼层(共30层)2013年建板楼  -  荷叶地', '266万', '单价20790元/平米')
('', '汇林阁小高层 改善四房 户型方正 楼层好采光刺眼', '汇林阁小区小高层西  | 4室2厅 | 138.3平米 | 南 | 其他', '中楼层(共11层)2006年建板楼  -  笔架山', '300万', '单价21692元/平米')
('https://image1.ljcdn.com/340100-inspection/990b69f1-dce6-4c39-ab2a-27efc4f1ef59.jpg.296x216.jpg', '此房为中间套，朝南，开发商统一精装修，办公住宅均可', '天鹅湖万达广场  | 1室1厅 | 77.56平米 | 南 | 其他', '高楼层(共24层)2009年建板塔结合  -  笔架山', '72万', '单价9284元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload84867a55-3527-489d-bc74-63846c6fcc16.jpg.296x216.jpg', '为你而选为你为家 亚华新城邦 一居室', '亚华新城邦雅轩  | 1室1厅 | 35.43平米 | 南 | 其他', '低楼层(共5层)2005年建板楼  -  荷叶地', '66万', '单价18629元/平米')
('https://image1.ljcdn.com/340100-inspection/9f56ae22-37bf-4a15-a748-7777fba8a770.png.296x216.jpg', '国际花都郁金苑 三房 中高楼层 采光好 户型正气', '国际花都郁金苑  | 3室2厅 | 105.46平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  荷叶地', '218万', '单价20672元/平米')
('', '品质小区  南北通透  视野好 超大三房  感受奢华', '恒大华府  | 3室2厅 | 185平米 | 南 北 | 其他', '中楼层(共32层)2012年建板楼  -  兴园', '350万', '单价18919元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload55347240-7ea6-49bb-811c-c1bb463b94ba.jpg.296x216.jpg', '奥体旁明珠创世纪花园三房 满五年大平层 有露台诚心卖', '明珠创世纪花园  | 3室2厅 | 134.27平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  荷叶地', '196万', '单价14598元/平米')
('https://image1.ljcdn.com/340100-inspection/38899b26-2363-4f7d-a32c-1f9c9a4ff6a9.jpg.296x216.jpg', '汇林阁东区小高层 配套成熟 西园 五十中', '汇林阁东区  | 3室2厅 | 119.51平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  笔架山', '278万', '单价23262元/平米')
('https://image1.ljcdn.com/340100-inspection/36f5c038-dc8f-4f06-83a8-04cb9849b75d.jpg.296x216.jpg', '国际花都雏菊苑  户型方正   带市政供暖', '雏菊苑  | 1室2厅 | 71.86平米 | 南 | 其他', '低楼层(共24层)2005年建塔楼  -  荷叶地', '150万', '单价20874元/平米')
('https://image1.ljcdn.com/340100-inspection/4b0d9162-4c46-45f4-be32-c978cc77a3d0.jpg.296x216.jpg', '亚华新成邦雅轩  总价低小户型  居家适宜', '亚华新城邦雅轩  | 1室1厅 | 32.7平米 | 南 | 其他', '中楼层(共5层)2005年建板楼  -  荷叶地', '68万', '单价20796元/平米')
('https://image1.ljcdn.com/340100-inspection/79d4cb51-f57c-4edc-9977-5e94f0dcf04c.jpg.296x216.jpg', '政务文一 精装4房带人防车位 高楼层采光视野好 诚售', '文一名门首府  | 4室2厅 | 105.68平米 | 南 北 | 其他', '高楼层(共34层)2017年建塔楼  -  兴园', '260万', '单价24603元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload984f7a9b-ae54-4175-b4bb-cfcf6d3e2e00.jpg.296x216.jpg', '采光好，小区安静，交通出行方便。', '金祁花园  | 2室2厅 | 86.96平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '130万', '单价14950元/平米')
('https://image1.ljcdn.com/340100-inspection/d97b8562-eef3-4daa-8912-63640d9d97a2.jpg.296x216.jpg', '户型方正，中高楼层，视野采光好。', '祥源汇博名座  | 2室2厅 | 70平米 | 南 | 其他', '低楼层(共26层)2010年建塔楼  -  荷叶地', '119万', '单价17000元/平米')
('https://image1.ljcdn.com/340100-inspection/62960673-c808-4ad4-872c-59af3f581588.JPG.296x216.jpg', '朝南公寓，万达精装，买到手出租！可以看到湖景的公寓', '天鹅湖万达广场  | 1室1厅 | 57.85平米 | 南 | 其他', '中楼层(共24层)2009年建板塔结合  -  笔架山', '60万', '单价10372元/平米')
('https://image1.ljcdn.com/340100-inspection/6a3b7e8a-364b-435c-baad-9524473b244a.jpg.296x216.jpg', '森林海朝南户型  采光好  自住房', '森林海  | 1室1厅 | 69.99平米 | 南 | 其他', '高楼层(共28层)2010年建塔楼  -  笔架山', '158万', '单价22575元/平米')
('', '政务区大五室 满两年 户型正气 使用面积大', '信达水岸茗都  | 5室3厅 | 219.31平米 | 南 北 | 其他', '高楼层(共18层)2008年建板楼  -  笔架山', '460万', '单价20975元/平米')
('https://image1.ljcdn.com/340100-inspection/82309604-9547-4f24-a50e-7a321343af3f.jpg.296x216.jpg', '奥体边的浅水湾，高楼层，视野好，采光好，小区中间', '浅水湾  | 3室2厅 | 126.29平米 | 南 北 | 其他', '高楼层(共6层)2004年建塔楼  -  荷叶地', '220万', '单价17421元/平米')
('https://image1.ljcdn.com/340100-inspection/ed8f148e-d710-458f-a249-84115fa06845.jpg.296x216.jpg', '总价低，楼层高，楼上二十九平!', '嘉和苑小区  | 2室1厅 | 100平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  荷叶地', '160万', '单价16000元/平米')
('https://image1.ljcdn.com/340100-inspection/54452d19-2582-4a80-9629-4219f50e521a.jpg.296x216.jpg', '为你而选为你为家 华润凯旋门精装修！', '凯旋门  | 1室1厅 | 46.07平米 | 东北 | 其他', '高楼层(共47层)2012年建塔楼  -  荷叶地', '122万', '单价26482元/平米')
('https://image1.ljcdn.com/340100-inspection/d7d6c615-fe60-4a70-b137-696edb0c636b.jpg.296x216.jpg', '此房满五，中间楼层，配套成熟，交通便利', '国际花都丹若苑  | 2室2厅 | 92.98平米 | 南 北 | 其他', '中楼层(共11层)2008年建板楼  -  荷叶地', '209万', '单价22478元/平米')
('https://image1.ljcdn.com/340100-inspection/f6ef4bb6-2437-4462-9591-26d43df11689.jpg.296x216.jpg', '此房满五年，南北通透，位置安静！', '岸上玫瑰  | 2室2厅 | 98.53平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  笔架山', '235万', '单价23851元/平米')
('https://image1.ljcdn.com/340100-inspection/481e0567-5dad-4b69-b48b-b907d52dc5bf.jpg.296x216.jpg', '琥珀五环城和风阁 精装三房 拎包入住 楼层好 采光好', '琥珀五环城和风阁  | 3室2厅 | 97.87平米 | 南 | 其他', '高楼层(共31层)2016年建塔楼  -  荷叶地', '212万', '单价21662元/平米')
('https://image1.ljcdn.com/340100-inspection/f701e508-476b-4a85-8195-307fbcaef7de.jpg.296x216.jpg', '栢悦大三房，满两年无增值税，精装修。', '栢悦公馆  | 3室2厅 | 143平米 | 东 西 | 其他', '中楼层(共33层)2012年建塔楼  -  荷叶地', '480万', '单价33567元/平米')
('https://image1.ljcdn.com/340100-inspection/913c2b2c-a517-4753-9e36-09e7a553859f.jpg.296x216.jpg', '皖西新村一室一厅。满五年不唯一', '皖西新村  | 1室1厅 | 46.72平米 | 南 | 其他', '高楼层(共6层)1990年建板楼  -  荷叶地', '75万', '单价16054元/平米')
('https://image1.ljcdn.com/340100-inspection/e617f223-3960-4ae9-95a6-73a431abf282.jpg.296x216.jpg', '为你而选为你为家 优质房源 简单装修！', '旭辉花园  | 3室1厅 | 92.5平米 | 南 | 其他', '32层2012年建板楼  -  荷叶地', '183万', '单价19784元/平米')
('https://image1.ljcdn.com/340100-inspection/test-f39dfe64-1e37-40fc-8d83-feaba72e1dbe.png.296x216.jpg', '楼层好，采光好，视野开阔，诚意出售！', '凯旋门  | 1室1厅 | 36平米 | 北 | 其他', '中楼层(共47层)2012年建塔楼  -  荷叶地', '95万', '单价26389元/平米')
('https://image1.ljcdn.com/340100-inspection/3562b47b-6155-4d15-9196-d64208202e76.jpg.296x216.jpg', '为你而选  为你为家 凯旋门 精装一房 楼层佳 采光好', '凯旋门  | 1室1厅 | 53.68平米 | 南 | 其他', '高楼层(共47层)2012年建塔楼  -  荷叶地', '148万', '单价27571元/平米')
('https://image1.ljcdn.com/340100-inspection/ca8d7a6d-90f1-4f36-b53e-b3af925f398f.jpg.296x216.jpg', '为你而选 为你为家  满二毛坯房    楼层佳 采光无遮挡', '凯旋门  | 1室1厅 | 46平米 | 南 | 其他', '高楼层(共47层)2012年建塔楼  -  荷叶地', '135万', '单价29348元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload0b2db5e7-881b-4cc3-9119-218733a171a0.jpg.296x216.jpg', '凯旋门 精装两房 品牌家具家电 带暖气 诚心卖', '凯旋门  | 2室2厅 | 82.98平米 | 南 | 其他', '低楼层(共41层)2012年建塔楼  -  荷叶地', '245万', '单价29526元/平米')
('https://image1.ljcdn.com/340100-inspection/b6b00272-9264-4fd7-b479-2b3bed226416.jpg.296x216.jpg', '内森庄园 边套联排别墅 近一百五十方的院子 纯毛坯', '内森庄园   | 联排别墅 | 6室4厅 | 538.53平米 | 南 | 其他', '3层2014年建板塔结合  -  笔架山', '1530万', '单价28411元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4d685fc6-2417-4219-8635-f1bce5da54c6.jpg.296x216.jpg', '发能太阳海岸 3室2厅 295万', '发能太阳海岸  | 3室2厅 | 136平米 | 南 北 | 其他', '中楼层(共30层)2010年建塔楼  -  笔架山', '295万', '单价21692元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload08222827-17c1-4dac-9445-549c0be88ad3.jpg.296x216.jpg', '装修任你所想，位置安静，居家必备', '华邦世贸城  | 3室2厅 | 83.69平米 | 南 | 其他', '中楼层(共33层)2013年建板楼  -  荷叶地', '210万', '单价25093元/平米')
('', '汇林阁 小两房 楼层好，采光无遮挡', '汇林阁西区  | 2室1厅 | 52平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  笔架山', '130万', '单价25000元/平米')
('https://image1.ljcdn.com/340100-inspection/81fc4ca4-3624-45bd-a7ba-ef7de28d7f62.JPG.296x216.jpg', '房子总价低，适合刚需，周边配套齐全，交通出行方便，', '发能太阳海岸  | 1室1厅 | 58.42平米 | 北 | 其他', '低楼层(共30层)2010年建塔楼  -  笔架山', '135万', '单价23109元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1b323b00-c408-4152-b764-9703081eede2.jpg.296x216.jpg', '汇林阁商品房 楼层好，采光充足，户型正气。', '汇林阁小区小高层西  | 3室1厅 | 128.5平米 | 南 北 | 其他', '高楼层(共11层)2006年建板楼  -  笔架山', '280万', '单价21790元/平米')
('https://image1.ljcdn.com/340100-inspection/bb549205-c082-481f-b4fd-bc0a86b95aeb.jpg.296x216.jpg', '为你而选为你为家 中装三房 楼层佳 视野好', '琥珀五环城和雅阁  | 3室2厅 | 99平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  荷叶地', '220万', '单价22223元/平米')
